hour,demand_mw,wind_mw,gas_mw,nuclear_mw,storage_discharge_mw,storage_charge_mw,curtailment_mw,unserved_mw,mean_line_utilization,max_line_utilization
70,98698.66015117533,13473.79391025654,8047.356581977324,2400.0,0.0,0.0,12710.146492325268,74777.50965894145,0.6950121304437261,1.0
71,80623.80308703797,13032.980350255168,8047.356581977324,2400.0,0.0,0.0,10768.07151939424,57143.46615480548,0.6034996474077174,1.0
72,65130.82918176222,12143.161371082473,8047.356581977324,2400.0,0.0,0.0,12065.586611468761,42540.31122870242,0.5486342281800805,1.0
73,65113.158586286554,12258.776188439362,8047.356581977324,2400.0,0.0,0.0,12797.780699169249,42407.02581586986,0.5989457061019138,1.0
74,81782.05468990948,12943.586114187668,8047.356581977324,2400.0,0.0,0.0,11101.463860688791,58391.11199374451,0.5908479885573056,1.0
75,103737.53727581001,14046.150188560425,8047.356581977324,2400.0,0.0,0.0,11673.52004878083,79244.03050527227,0.6097581958871916,1.0
76,115641.50082900297,14170.14547873126,8047.356581977324,2400.0,0.0,0.0,10851.647203793562,91023.9987682944,0.6683557756553263,1.0
77,109888.99588399248,14011.148214951216,8047.356581977324,2400.0,0.0,0.0,10896.640793126433,85430.49108706394,0.6616449152770489,1.0
78,92390.70442891077,13286.027270863093,8047.356581977324,2400.0,0.0,0.0,12271.495102895982,68657.32057607037,0.7022614946097842,1.0
79,78063.63182973524,12907.020865557657,8047.356581977324,2400.0,0.0,0.0,16289.592888766409,54709.25438220026,0.5652088656194986,1.0
80,79463.6444746753,12839.973151611144,8047.356581977324,2400.0,0.0,0.0,17652.252244830393,56176.31474108684,0.5783293167150027,1.0
81,97215.57655735861,13327.53943381426,8047.356581977324,2400.0,0.0,0.0,9659.095390741195,73440.68054156702,0.5866458073102381,1.0
82,119527.88505054041,14429.182137950454,8047.356581977324,2400.0,0.0,0.0,15301.125147464143,94651.34633061264,0.678223642497725,1.0
83,131161.46950649394,14809.049227825773,8047.356581977324,2400.0,0.0,0.0,13528.443336184355,105905.06369669085,0.6445093591339521,1.0
84,125023.4686709104,14416.705616048139,8047.356581977324,2400.0,0.0,0.0,11532.281457168696,100159.40647288495,0.6750012805276885,1.0
85,107558.07699385699,13609.862417232542,8047.356581977324,2400.0,0.0,0.0,13617.107020756996,83500.85799464711,0.6248527984286831,1.0
86,93829.63915465208,13265.631504020159,8047.356581977324,2400.0,0.0,0.0,14036.494369941363,70116.65106865461,0.5845619775502204,1.0
87,96042.02159341436,13468.558415156589,8047.356581977324,2400.0,0.0,0.0,14892.218320499254,72126.10659628046,0.5324515246981874,1.0
88,114236.15951176838,14288.955129429281,8047.356581977324,2400.0,0.0,0.0,12023.010223054052,89499.84780036178,0.6929730156274411,1.0
89,136249.12129133107,15722.002551214477,8047.356581977324,2400.0,0.0,0.0,11513.522759895435,110079.7621581393,0.6735349168638359,1.0
90,146965.9157037285,15656.407578051874,8047.356581977324,2400.0,0.0,0.0,9293.021970827487,120862.15154369932,0.6944008324092884,1.0
91,139819.37406210662,15271.025930570995,8047.356581977324,2400.0,0.0,0.0,8405.81539049853,114100.99154955831,0.6199128612788547,1.0
92,121781.65756351092,14540.554756791975,8047.356581977324,2400.0,0.0,0.0,14672.944684488968,96793.74622474161,0.7277461532657539,1.0
93,108046.69350958169,13888.856463917691,8047.356581977324,2400.0,0.0,0.0,8876.492158464425,83710.48046368668,0.6079927097626132,1.0
94,110452.61009359942,14019.939480317376,8047.356581977324,2400.0,0.0,0.0,10272.497903508201,85985.31403130472,0.5571780609602225,1.0
95,128459.87019469577,14921.330859603451,8047.356581977324,2400.0,0.0,0.0,11703.850273054057,103091.18275311498,0.6388052504178382,1.0
96,149554.78345954293,15804.00326852224,8047.356581977324,2400.0,0.0,0.0,8685.700691547838,123303.42360904337,0.7492884306760206,1.0
97,158771.18669844168,16045.791940538755,8047.356581977324,2400.0,0.0,0.0,9012.30433818682,132278.03817592564,0.6799947887632151,1.0
98,150080.11595786788,15812.973536311885,8047.356581977324,2400.0,0.0,0.0,6892.661468325034,123819.7858395787,0.6313440243470747,1.0
99,130974.92156661865,14999.056913917715,8047.356581977324,2400.0,0.0,0.0,5104.811104650873,105528.50807072363,0.6187104914290754,1.0
100,116760.55497725923,14259.734215379754,8047.356581977324,2400.0,0.0,0.0,8093.786313032044,92053.46417990215,0.5984217883114443,1.0
101,118895.43687982169,14518.354725791385,8047.356581977324,2400.0,0.0,0.0,8364.659895519671,93929.725572053,0.5922618633064795,1.0
102,136262.9314631245,15008.19990271678,8047.356581977324,2400.0,0.0,0.0,4051.129777330847,110807.37497843038,0.6371336886107336,1.0
103,156018.72026213704,15930.705122123898,8047.356581977324,2400.0,0.0,0.0,6998.418190742992,129640.65855803587,0.7187628813333333,1.0
104,163368.86517644476,16166.972007260007,8047.356581977324,2400.0,0.0,0.0,6237.010809752497,136754.53658720743,0.7666884703512423,1.0
105,152833.13712573017,15909.119902677696,8047.356581977324,2400.0,0.0,0.0,5469.9755155266685,126476.66064107514,0.7032979045901083,1.0
106,132417.23778098973,15180.284483918862,8047.356581977324,2400.0,0.0,0.0,8711.042130067231,106789.59671509355,0.7658694759829443,1.0
107,117517.00989533968,14345.74525575415,8047.356581977324,2400.0,0.0,0.0,10425.381722967266,92723.90805760822,0.6936443590910454,1.0
108,119196.23086956225,14690.62891838799,8047.356581977324,2400.0,0.0,0.0,11544.160696948367,94058.24536919693,0.7458782335224966,1.0
109,135763.77447526282,15100.586343528092,8047.356581977324,2400.0,0.0,0.0,8615.123365280204,110215.83154975744,0.685469457877408,1.0
110,154063.64128810083,15752.812681887115,8047.356581977324,2400.0,0.0,0.0,6107.0335461743725,127863.4720242364,0.7298697623102403,1.0
111,159495.56023039896,15834.000774102526,8047.356581977324,2400.0,0.0,0.0,7114.76340249729,133214.20287431913,0.7528325809165959,1.0
112,147136.02898191847,15309.819114904123,8047.356581977324,2400.0,0.0,0.0,5634.512098679592,121378.85328503701,0.7685648824536173,1.0
113,125491.73575151205,14569.472258052165,8047.356581977324,2400.0,0.0,0.0,7819.351645867018,100474.90691148257,0.7316182829318976,1.0
114,110027.32119623532,14011.845075359652,8047.356581977324,2400.0,0.0,0.0,9636.31622882362,85568.11953889835,0.619273264889266,1.0
115,111395.69062201909,14358.853029323163,8047.356581977324,2400.0,0.0,0.0,13724.381470869317,86589.48101071859,0.6659272821164416,1.0
116,127332.78797615603,14483.245819724156,8047.356581977324,2400.0,0.0,0.0,13439.919488627917,102402.18557445453,0.7025364470095513,1.0
117,144388.46168702096,15431.755655587374,8047.356581977324,2400.0,0.0,0.0,15040.817567400714,118509.34944945625,0.7704617358979171,1.0
118,148175.4278703075,15743.835408277811,8047.356581977324,2400.0,0.0,0.0,10534.431412629046,121984.23588005235,0.6887374251023374,1.0
119,134332.28951741403,14765.142301849453,8047.356581977324,2400.0,0.0,0.0,11017.159112281595,109119.79063358725,0.7058521606782612,1.0
120,111852.85475807633,14075.303302028931,8047.356581977324,2400.0,0.0,0.0,9503.826597899058,87330.19487407008,0.6243147362342155,1.0
121,96246.62143335943,13383.343865074194,8047.356581977324,2400.0,0.0,0.0,15661.949385252186,72415.92098630789,0.5904334536462609,1.0
122,97738.27822321012,13658.878083594427,8047.356581977324,2400.0,0.0,0.0,12200.551615868408,73632.04355763836,0.5915461745157267,1.0
123,113491.57577689398,14321.704765206445,8047.356581977324,2400.0,0.0,0.0,12881.06279905507,88722.51442971021,0.6192233876336456,1.0
124,129778.59207988357,14721.745397430112,8047.356581977324,2400.0,0.0,0.0,12844.837689025973,104609.49010047612,0.7053179428908674,1.0
125,132442.56609121306,14966.340662444738,8047.356581977324,2400.0,0.0,0.0,13867.517477390244,107028.86884679101,0.6665515341159312,1.0
126,117687.39478661887,14447.605494701696,8047.356581977324,2400.0,0.0,0.0,11358.067600049348,92792.43270993984,0.6620629499294958,1.0
127,94978.15252479343,13459.917720533927,8047.356581977324,2400.0,0.0,0.0,15202.749522508575,71070.87822228219,0.5893375209051661,1.0
128,79843.99652373588,12941.319034468539,8047.356581977324,2400.0,0.0,0.0,12401.966553945993,56455.320907290035,0.5595535520669372,1.0
129,82063.57757179483,12841.636878030044,8047.356581977324,2400.0,0.0,0.0,14425.585247721989,58774.584111787466,0.6089435857592854,1.0
130,98229.03349278857,13761.91081471677,8047.356581977324,2400.0,0.0,0.0,9667.157909811192,74019.76609609449,0.49421689433532856,1.0
131,114350.60312195797,14231.747772755292,8047.356581977324,2400.0,0.0,0.0,6679.81268833608,89671.49876722536,0.5964576947894756,1.0
132,116518.54120644585,14468.457603698022,8047.356581977324,2400.0,0.0,0.0,11124.277942294262,91602.72702077047,0.6595905620808324,1.0
133,101503.8420361779,13914.70160196271,8047.356581977324,2400.0,0.0,0.0,12513.636967535911,77141.78385223787,0.6177348050432676,1.0
134,79225.87475541666,12868.065778199514,8047.356581977324,2400.0,0.0,0.0,12158.378970236306,55910.45239523983,0.5690374665269495,1.0
135,65207.91665609065,12062.32823245846,8047.356581977324,2400.0,0.0,0.0,9382.856643930665,42698.23184165487,0.5853025831185086,1.0
136,68765.21584757148,12186.623551053439,8047.356581977324,2400.0,0.0,0.0,13066.525002419072,46131.23571454072,0.5208047083141585,1.0
137,85919.65183759111,13402.690401723177,8047.356581977324,2400.0,0.0,0.0,9434.945126225311,62069.604853890596,0.5017990254738788,1.0
138,102436.03121006218,13528.175422141287,8047.356581977324,2400.0,0.0,0.0,9100.342706306894,78460.49920594358,0.61037906261126,1.0
139,104668.01224916088,13901.66506043328,8047.356581977324,2400.0,0.0,0.0,10490.276781441107,80318.99060675027,0.585642116080886,1.0
140,89955.06969523859,13398.633166428683,8047.356581977324,2400.0,0.0,0.0,8014.9541932716475,66109.07994683257,0.5661038765050774,1.0
141,68653.7713777229,12419.4744081383,8047.356581977324,2400.0,0.0,0.0,6660.838893406606,45786.940387607254,0.4888706898487091,1.0
142,56256.63497192163,12025.60087719058,8047.356581977324,2400.0,0.0,0.0,6997.791984704283,33783.67751275372,0.4780825544488311,1.0
143,61599.57756321385,12428.25993294148,8047.356581977324,2400.0,0.0,0.0,9363.487161957368,38723.961048295045,0.5730958398845175,1.0
144,80137.28737724465,12820.872706600667,8047.356581977324,2400.0,0.0,0.0,10169.941897792696,56869.05808866666,0.5437529526866385,1.0
145,97406.91813115434,13546.26242614174,8047.356581977324,2400.0,0.0,0.0,13284.285966763444,73413.29912303528,0.7223410027362831,1.0
146,100042.68559492257,13883.645616976532,8047.356581977324,2400.0,0.0,0.0,7089.5526622206435,75711.6833959687,0.6526543650986649,1.0
147,85954.36996118198,13396.619784004954,8047.356581977324,2400.0,0.0,0.0,10320.667380323364,62110.39359519972,0.6440705482012916,1.0
148,65919.3697378799,12593.051909444568,8047.356581977324,2400.0,0.0,0.0,13911.499482845184,42878.961246458,0.5726140520827467,1.0
149,55376.046520183045,11970.761480164027,8047.356581977324,2400.0,0.0,0.0,13478.583609281166,32957.928458041686,0.571753603620553,1.0
150,62667.260796803996,11922.482545728148,8047.356581977324,2400.0,0.0,0.0,12102.397919441479,40297.42166909851,0.5957841486095464,1.0
151,82685.97968960379,13347.872147634751,8047.356581977324,2400.0,0.0,0.0,13868.216908197117,58890.750959991725,0.6167062674034598,1.0
152,100761.4729574959,13882.567388662215,8047.356581977324,2400.0,0.0,0.0,13216.055971168227,76431.5489868564,0.6733567757288121,1.0
153,103826.99553624947,14132.126999608192,8047.356581977324,2400.0,0.0,0.0,12925.76580295004,79247.51195466398,0.6637291895592997,1.0
154,90365.42345838429,13209.165218962102,8047.356581977324,2400.0,0.0,0.0,12839.729522905589,66708.90165744488,0.6806009232664921,1.0
155,71559.83258262638,12378.90773438139,8047.356581977324,2400.0,0.0,0.0,14114.82383400856,48733.56826626767,0.7285358684429811,1.0
156,62772.94641278476,12263.529632178474,8047.356581977324,2400.0,0.0,0.0,11244.632095056499,40062.060198628955,0.606726794787887,1.0
157,71843.39601675153,12705.021133039814,8047.356581977324,2400.0,0.0,0.0,13024.587576369411,48691.01830173438,0.6449417265759084,1.0
158,93110.55411019387,13318.440828200459,8047.356581977324,2400.0,0.0,0.0,13377.934873000453,69344.75670001606,0.5559593905859156,1.0
159,111717.727153489,14685.763322592702,8047.356581977324,2400.0,0.0,0.0,11961.108592711407,86584.60724891898,0.7126414247211035,1.0
160,114917.11072239926,13819.774742018091,8047.356581977324,2400.0,0.0,0.0,12176.846476671422,90649.97939840384,0.6727406982740921,1.0
161,101768.47407982378,13745.767369259898,8047.356581977324,2400.0,0.0,0.0,16019.770858129003,77575.35012858656,0.6292299877851051,1.0
162,83846.62588785707,13347.903525302247,8047.356581977324,2400.0,0.0,0.0,18087.911943370833,60051.36578057749,0.6418607843320193,1.0
163,76419.01430072746,12758.198602588638,8047.356581977324,2400.0,0.0,0.0,12565.46907101634,53213.459116161495,0.5773291387935192,1.0
164,86811.26440735573,13625.422618699917,8047.356581977324,2400.0,0.0,255.255888325765,15412.751072113651,62993.741095004254,0.6126481898356371,1.0
165,108819.68271865195,14389.722624001926,8047.356581977324,2400.0,0.0,550.0,12105.025501160639,84532.60351267268,0.6068180074523446,1.0
166,127425.34042961788,15190.478699744148,8047.356581977324,2400.0,0.0,550.0,9634.367279174316,102337.50514789639,0.6491896947964417,1.0
167,130220.28543969744,15427.725618469156,8047.356581977324,2400.0,0.0,550.0,15967.929243721725,104895.20323925099,0.6865423477244863,1.0
