feature,variance,spearman_corr,spearman_pval,mutual_info,dynamic_range,smooth_corr,batch_effect,batch_score,var_norm,spearman_norm,mi_norm,dynrange_norm,smooth_norm,batch_norm,composite_score,rank
Int_Med_Cdt1_nuc,0.9999865244156243,0.504439141347361,4.792287075351851e-178,0.3037327076924452,1.400408825448073,0.7058946256069819,3.48285430067854e-16,0.9999999999999996,0.9967849008784652,0.6847175614313373,0.5577935494239898,0.5588006372177562,0.7216882749645502,0.9,0.675319636489912,11
Int_Med_pp21_nuc,0.9999770542966833,0.4839657367168462,5.389267887205266e-162,0.17754186317716325,1.5745236732819194,0.9559655873572139,6.569061847628901e-18,1.0,0.9945254393182296,0.6568920076174765,0.3260488696963652,0.629483884301144,0.9782709066668058,1.0,0.6678251761205332,12
Int_Med_E2F1_nuc,0.9999517837975735,0.4283970558244458,1.4558611010610978e-123,0.37291648721982984,1.575407512127534,0.4471293384564065,7.424357741255984e-17,1.0,0.9884961886085082,0.5813682074268545,0.6848469255267128,0.6298426854044599,0.4561849238133729,1.0,0.6597996777521405,13
Int_Med_cycB1_nuc,0.9999547925688668,0.43004781195579406,1.3227804077687017e-124,0.14881555048096207,1.7210438034527424,0.9486051960069743,3.717181889123444e-16,0.9999999999999996,0.9892140468659287,0.583611762145542,0.27329409052749654,0.6889648458182077,0.9707188559617373,0.9,0.6415486654127548,14
Int_Med_p27_nuc,0.9999984914538345,0.4947864430907505,2.4233767481504956e-170,0.20935693221889196,1.1315141585022235,0.7579061095080049,3.7066399189881844e-17,1.0,0.9996400986847528,0.6715985087072999,0.3844760322524792,0.4496408015139335,0.7750541009071602,1.0,0.6201689205472809,15
Int_Med_cycA_ring,0.9999944567852336,0.29298570566474597,9.591564052010337e-56,0.09802981788693366,1.7294852298966497,0.8660230478043438,6.468190020316057e-16,0.9999999999999993,0.9986774731180892,0.3973296520973516,0.18002802689234423,0.6923917071025499,0.8859863273660337,0.85,0.5580834575846478,16
Int_Med_cycA_cyto,0.9999944567852336,0.29298570566474597,9.591564052010337e-56,0.09483755311292885,1.7294852298966497,0.8660230478043438,6.468190020316057e-16,0.9999999999999993,0.9986774731180892,0.3973296520973516,0.17416555421852095,0.6923917071025499,0.8859863273660337,0.85,0.556617839416192,17
Int_MeanEdge_cycB1_cell,0.9999931390755993,0.2745429412126069,6.691833183875096e-49,0.0839770079848634,1.56763931235518,0.9242730265218345,2.5439231869859906e-16,0.9999999999999998,0.9983630827408635,0.3722639561859602,0.1542205767358943,0.6266891256091093,0.9457530940922798,0.95,0.5461582307402139,18
Int_Med_cycA_cell,0.9999932029021666,0.2863736597089283,3.127534218238987e-53,0.09418935105079385,1.5552385949295457,0.8569761747670254,6.814639927265384e-17,1.0,0.9983783110264194,0.38834317213059977,0.1729751558194511,0.6216549600298256,0.8767038801904604,1.0,0.5460039871246889,19
Int_Med_Cdh1_nuc,0.9999898969618138,0.36712060448479883,8.841401876248537e-89,0.2811219818008288,0.8817922725280035,0.41144324645237496,9.062693603689131e-17,1.0,0.9975895516460881,0.49808693471989746,0.5162698124976776,0.3482643021053968,0.419569591359425,1.0,0.5359364410939956,20
Int_Med_pp53_nuc,0.9999994825300678,0.3705061945003205,1.6296496825050142e-90,0.10949191271830294,0.7517893849371489,0.9280360421458401,1.2248502166575692e-16,0.9999999999999998,0.9998765580857756,0.5026883148454169,0.20107772749389347,0.2954886408711111,0.9496140959662536,0.95,0.5249690089625654,21
Int_Med_GSK3b_nuc,0.9999964394456564,0.3110762251024471,5.707395038787741e-63,0.09257916883607109,0.8181664423610071,0.8738702349249965,1.568866929765493e-17,1.0,0.9991505131126551,0.4219166092360868,0.17001811750904616,0.32243491230590576,0.8940378496570869,1.0,0.496491392907293,22
Int_Med_p16_nuc,0.9999985811670332,0.32424018239899155,1.477204813179457e-68,0.07208785011548535,0.7821637064344504,0.9556435047435705,1.2091736909308403e-15,0.9999999999999989,0.9996615032231015,0.43980783977487165,0.13238659113057155,0.30781932776022014,0.9779404372510216,0.75,0.48876968918836816,23
Int_Med_BP1_nuc,0.9999998826739815,0.26809111862569235,1.2540038126021692e-46,0.11381170518040395,0.6529900858808397,0.9302163832846663,5.1680862512145106e-17,1.0,0.9999720278256363,0.3634952369704908,0.209010861822812,0.25538031378847903,0.9518512116373145,1.0,0.4869774719841823,24
Int_Med_pCHK1_nuc,0.9999998783580435,0.3293112256764423,8.737937004543509e-71,0.10099711092134811,0.5961606392441532,0.8793668890504008,2.3985564073009773e-16,0.9999999999999998,0.9999709980924107,0.4466999317427514,0.18547734753489775,0.23230996758764075,0.8996776327457845,0.95,0.48695505805804923,25
Int_Med_cFos_nuc,0.9999898961019434,0.31380852951724714,4.16796186127931e-64,0.06185314485377624,0.7070575901521764,0.9452287350057169,1.4515867631054403e-16,0.9999999999999998,0.9975893464908919,0.4256301041287024,0.11359094472617509,0.2773294284742061,0.9672544743179063,0.95,0.4826182537053357,26
Int_Med_CDK6_nuc,0.9999984629389296,0.2602888704941333,5.811648379773726e-44,0.07835112261256949,0.9089452552063568,0.8714751359116327,1.0149304726077487e-16,1.0,0.9996332953561066,0.3528911445309651,0.143888852522505,0.3592872619941278,0.8915803839692069,1.0,0.47975283879318475,27
Int_Med_p53_nuc,0.9999775413340795,0.2982108987397518,8.867758549664114e-58,0.06998413215160681,0.6812542885210535,0.9054147944945872,3.174461615037279e-17,1.0,0.9946416408445189,0.40443125018132076,0.12852319321411462,0.26685438187450256,0.9264038071181461,1.0,0.4750342223759332,28
Int_Med_cycE_nuc,0.999996381640912,0.36157678871891136,5.518609247331566e-86,0.111113769950137,0.4207241362201345,0.6631365491015733,4.938573883844273e-17,1.0,0.9991367215648547,0.49055229420886515,0.2040562065285575,0.1610901845251092,0.677816808563578,1.0,0.4574563555303997,29
Int_Med_cycD1_nuc,0.9999844759307894,0.15754735942962694,8.530045088010597e-17,0.25225933555312796,1.387663361254151,0.1661023492063068,2.1504822988656984e-17,1.0,0.9962961559355626,0.21325440620451078,0.4632646619540092,0.5536265190651724,0.16784019167621517,1.0,0.454660715197653,30
Int_Med_p21_nuc,0.9999887419496486,0.22652339093361912,1.9399419222718853e-33,0.2823076340984647,0.9415502712646512,0.03466231437178979,6.09733479282379e-17,1.0,0.9973139790154567,0.30700023456665176,0.5184472177844032,0.37252351631062064,0.03297755183656487,1.0,0.4355445970269182,31
Int_Med_pRB_nuc,0.9999996258027696,0.2583090816332637,2.670276049159426e-43,0.10683226376591204,0.43912902571137713,0.7220377402366136,5.0420186226870104e-17,1.0,0.9999107413061126,0.3502003990256425,0.19619338349075066,0.16856178943208064,0.7382517448154764,1.0,0.43103963936844714,32
Int_Med_pSTAT3_nuc,0.9998516641262801,0.20964771268351023,8.871427947834306e-29,0.1021636345124195,0.6604327244174968,0.7311468375590396,6.80611298264109e-17,1.0,0.9646087854914585,0.2840643769617117,0.18761962368057186,0.2584017095234418,0.7475980365522773,1.0,0.4282019260972467,33
Int_Med_p38_nuc,0.9999998351994583,0.20725070161913717,3.7874449787342933e-28,0.07999309289861412,0.6806657195446038,0.7847316670134462,4.43941034714959e-16,0.9999999999999996,0.99996070094992,0.28080658171134476,0.14690426841518178,0.2666154478208846,0.8025781768472566,0.9,0.42563359871788903,34
Int_Med_PCNA_cyto,0.9997400208156729,0.27525811239989034,3.713489714542391e-49,0.08256438965800239,0.46165832294026743,0.6891166391961709,5.045995256264842e-16,0.9999999999999996,0.9379719744497956,0.37323595057170184,0.15162635698094104,0.17770772903721052,0.704473401722889,0.9,0.4112253303990157,35
Int_Med_PCNA_ring,0.9997400208156729,0.27525811239989034,3.713489714542391e-49,0.08061868746859169,0.46165832294026743,0.6891166391961709,5.045995256264842e-16,0.9999999999999996,0.9379719744497956,0.37323595057170184,0.14805314901595498,0.17770772903721052,0.704473401722889,0.9,0.41033202840776917,36
Int_MeanEdge_pAKT_cell,0.9999905045672992,0.25318042408510427,1.304870230900226e-41,0.05898250565533214,0.5341843669192239,0.6891052554086203,1.2230956043546563e-17,1.0,0.9977345193330337,0.3432300030815075,0.10831912517213106,0.20715022834339955,0.7044617215096086,1.0,0.40976003789183424,37
Int_Med_pAKT_cyto,0.9999997684064361,0.2499185862982479,1.478927210879612e-40,0.0734675952816417,0.5667300643076454,0.6326419825540313,3.465796923693394e-17,1.0,0.9999447649023214,0.3387968155141119,0.1349204405779292,0.22036240179458172,0.6465281851959325,1.0,0.4094754986515486,38
Int_Med_pAKT_ring,0.9999997684064361,0.2499185862982479,1.478927210879612e-40,0.07330175688703644,0.5667300643076454,0.6326419825540313,3.465796923693394e-17,1.0,0.9999447649023214,0.3387968155141119,0.13461588468251567,0.22036240179458172,0.6465281851959325,1.0,0.40939935967769525,39
Int_Med_pp38_nuc,0.9999570843985411,0.21005255887331015,6.930422575456625e-29,0.02924296809248439,0.5860145525177427,0.8281962817429245,6.099292426410103e-17,1.0,0.9897608510913132,0.28461460637611136,0.05370359712631327,0.22819108649315348,0.8471745792250461,1.0,0.4062700401671251,40
Int_Med_pp27_nuc,0.9999983138482649,0.18300718354801862,3.3168923270640135e-22,0.05591541305796888,0.6394975118379429,0.7873325239612833,4.559789540405847e-16,0.9999999999999996,0.9995977240366772,0.2478570391755727,0.10268652643328326,0.24990290070895194,0.8052467582598545,0.9,0.40336325768665027,41
Int_Med_AKT_nuc,0.9999962862441657,0.16695280273788005,1.070972469208474e-18,0.0786304289675197,0.5444487821503917,0.7646317259641635,5.0062419519280264e-17,1.0,0.9991139609973756,0.22603741292176896,0.1444017880054432,0.21131714579459518,0.7819548476314631,1.0,0.4020778526351791,42
Int_Med_pAKT_cell,0.9999997035439729,0.24057732504496465,1.2733617862213779e-37,0.08360848838350687,0.5240578916156785,0.5908965713564427,4.468475710143966e-17,1.0,0.9999292894639277,0.3261010390966831,0.15354380452379154,0.20303930865522127,0.6036957531870203,1.0,0.40106636456060873,43
Int_Med_bCat_nuc,0.9999601838695493,0.18966349678422176,9.268456812061963e-24,0.06365855486721284,0.528822610998301,0.7783998087851938,1.1326009941036978e-16,0.9999999999999998,0.9905003492585126,0.2569036831265172,0.11690651145328612,0.20497358273692565,0.7960814415350085,0.95,0.40040951634843847,44
Int_MeanEdge_pERK_cell,0.9999999946365166,0.2328857193879654,2.6825643490979334e-35,0.03448828638412493,0.44337083263754334,0.7893695490753097,8.845339426083809e-17,1.0,0.999998740799955,0.3156473216526955,0.06333642439072294,0.1702837832239504,0.8073368260587799,1.0,0.39990309114445716,45
Int_Med_CDK4_nuc,0.9999996373339008,0.16331806925037845,5.9968899711472055e-18,0.06909011065877912,0.4994013577696643,0.7830617636874736,3.5795696318411683e-19,1.0,0.9999134925015323,0.22109742008321706,0.12688135679309062,0.19302980116209323,0.800864790426588,1.0,0.395721722265637,46
Int_Med_pS6_cell,0.9999802592548546,0.13495755010659033,1.0936193932255404e-12,0.03739761151127752,0.9342970763973499,0.6962228081091708,7.103441233178995e-18,1.0,0.995290105510418,0.18255243131040114,0.06867928917941098,0.36957902667445447,0.7117646102192972,1.0,0.39301743754128027,47
Int_MeanEdge_pRB_cell,0.9999857582067059,0.21069042202661556,4.6919512160388376e-29,0.044766371741208566,0.4156542393727597,0.7424720791068571,1.0075800142783015e-17,1.0,0.9966020922348708,0.28548153084805405,0.08221173668805908,0.15903202132990457,0.7592181793336094,1.0,0.3872726572735377,48
Int_MeanEdge_PCNA_cell,0.9999085626712899,0.259644354203271,9.561480213511895e-44,0.03661285408646542,0.29685380450489635,0.7368989413080067,2.5951252498534705e-16,0.9999999999999998,0.9781841245218785,0.35201517773116037,0.06723811205776226,0.11080408100288344,0.753499920991017,0.95,0.38531753924864776,49
Int_Med_pGSK3b_nuc,0.999999328288027,0.17472587460678482,2.35849141528525e-20,0.10990766876457236,0.38722149611805445,0.6133042197396341,8.627933794341508e-17,1.0,0.9998397577072012,0.23660185168955683,0.2018412476379865,0.14748953289922986,0.6266868807940733,1.0,0.38309568930156296,50
Int_MeanEdge_Fra1_cell,0.9999984707715127,0.2303360816363803,1.515001112653908e-34,0.03973721112422446,0.3389258764460309,0.7048830126477711,4.518443783053382e-17,1.0,0.9996351641204407,0.31218209035663436,0.07297587476036889,0.12788355867708556,0.7206503203235085,1.0,0.37992726747523825,51
Int_Med_pp65_nuc,0.9999887299346685,0.08679985175019757,4.975500411339361e-06,0.07545446380303655,0.9834538277222984,0.5491864274393127,6.84609090973772e-17,1.0,0.9973111123792612,0.11710095162976943,0.138569248943704,0.3895345838422939,0.5608995067934619,1.0,0.37569050416877253,52
Int_Med_pS6_cyto,0.9999915191548382,0.10834405427243439,1.1626023678242326e-08,0.04345971808789262,0.8934541097946063,0.640022135584495,5.754989588695906e-17,1.0,0.9979765882614284,0.14638183468161511,0.07981211702019986,0.35299851366297824,0.6541005121613204,1.0,0.3750609263083903,53
Int_Med_pS6_ring,0.9999915191548382,0.10834405427243439,1.1626023678242326e-08,0.043153137766615224,0.8934541097946063,0.640022135584495,5.754989588695906e-17,1.0,0.9979765882614284,0.14638183468161511,0.07924909393688404,0.35299851366297824,0.6541005121613204,1.0,0.3749201705375613,54
Int_Med_cMyc_nuc,0.9999996111372578,0.0058324453025215325,0.7594372432850124,0.14435908741645953,1.4201484181200617,0.282690289017581,1.0141673412381515e-16,1.0,0.9999072422835141,0.007057557971608128,0.26510996584263435,0.5668140750349093,0.28746399850349125,1.0,0.37451501996441755,55
Int_Med_PCNA_cell,0.9997084080763299,0.2553848965545337,2.4788954253306845e-42,0.05445070253705797,0.43601915312041617,0.660414612676363,1.490793753143799e-15,0.9999999999999984,0.9304295380977181,0.3462261177207824,0.09999664134799029,0.1672993129949504,0.675023994850148,0.65,0.3718121054034772,56
Int_MeanEdge_AKT_cell,0.999996536042981,0.1824401776746824,4.470828575473108e-22,0.04225887214566093,0.3000766754208538,0.7811681147387309,4.48638031668672e-16,0.9999999999999996,0.9991735601243217,0.24708641735052572,0.07760680918385364,0.112112429969698,0.7989218322062973,0.9,0.3683514234709112,57
Int_Med_cycD1_cell,0.9999273491258232,0.01589493856161863,0.40395713048989046,0.0829291110760142,1.395966644168627,0.41201419846578397,8.768022068286313e-17,1.0,0.9826663567024096,0.020733566077524173,0.15229615397399243,0.556997299932794,0.42015541055710737,1.0,0.365946837253245,58
Int_Med_cycD1_cyto,0.9999845785636935,0.016442297269936682,0.38796258593704736,0.07645080249169656,1.3776856899436258,0.4195057482593124,1.0979898685197973e-16,1.0,0.9963206429671397,0.021477485297050992,0.14039898699792389,0.5495760074900098,0.4278420349780263,1.0,0.3641926891151636,59
Int_Med_cycD1_ring,0.9999845785636935,0.016442297269936682,0.38796258593704736,0.07641770930156877,1.3776856899436258,0.4195057482593124,1.0979898685197973e-16,1.0,0.9963206429671397,0.021477485297050992,0.14033821261467297,0.5495760074900098,0.4278420349780263,1.0,0.3641774955193508,60
Int_MeanEdge_CDK2_cell,0.9999943784792547,0.19105652595412095,4.309649580246813e-24,0.0,0.37235055861039035,0.781417112729227,5.770186236926136e-17,1.0,0.9986587902113152,0.2587969592489231,0.0,0.14145256268507037,0.7991773139273373,1.0,0.36273222845947695,61
Int_Med_cJun_nuc,0.9999920436523364,0.165491697056883,2.1506165436672663e-18,0.041535880918594614,0.36680672713173745,0.7146293080564723,2.3886653092269338e-17,1.0,0.9981017273376139,0.22405161351575686,0.07627906333187881,0.13920200212076844,0.7306504023314702,1.0,0.36233080271954454,62
Int_MeanEdge_pGSK3b_cell,0.9999557665989295,0.1885304582955357,1.7203227684162913e-23,0.039132086615751405,0.31610088786036183,0.7002558052128601,6.824107602390856e-17,1.0,0.9894464392465235,0.25536376223846324,0.07186458664790649,0.1186175809161543,0.71590262369863,1.0,0.3618606408842701,63
Int_MeanEdge_cJun_cell,0.9999707045664665,0.21497490798413768,3.3044367150888146e-30,0.026949540249868953,0.21429770665178843,0.6813697020303225,1.934077770896375e-17,1.0,0.9930104666518972,0.2913046070157606,0.04949180424302714,0.07728980502131932,0.6965247398241488,1.0,0.35443682145777283,64
Int_MeanEdge_p38_cell,0.9999996081657272,0.15886045740009105,4.7024571857049286e-17,0.03952085755195167,0.29194750008075765,0.7525191315757742,7.171080291841155e-16,0.9999999999999993,0.9999065333104636,0.21503904724977996,0.07257854966513813,0.10881232939644578,0.7695268499016866,0.85,0.35158654592431804,65
Int_MeanEdge_DNA_cell,0.9999997044360436,0.19892783092279695,5.0911474095228777e-26,0.018723003194891064,0.30282384165454035,0.681552242746596,1.225103121565152e-16,0.9999999999999998,0.9999295023017317,0.26949490734030984,0.03438408226528562,0.1132276630017488,0.6967120337708207,0.95,0.3506150352975449,66
Int_MeanEdge_RB_cell,0.9999890170374359,0.1571223586886795,1.0332092204822096e-16,0.025557325741570658,0.2866886940981377,0.761781181948097,1.8055152052291392e-16,0.9999999999999998,0.9973796118005385,0.2126767845923956,0.046935055323745055,0.10667747710063331,0.7790300774769979,0.95,0.35033092820076533,67
Int_MeanEdge_p27_cell,0.9999988441605994,0.17932958716442704,2.260420262806693e-21,0.03425443165578734,0.4220162825389896,0.5973888901496307,2.3686668360317518e-17,1.0,0.9997242504659818,0.24285879106178473,0.06290695908894486,0.16161474115344848,0.6103571273431688,1.0,0.3502903799164456,68
Int_Med_pS6_nuc,0.9999540021817792,0.15316181493870265,6.009241537904939e-16,0.04698943466374317,0.3677140764275648,0.6466026178936577,2.814747926595273e-17,1.0,0.9890254695890053,0.20729398064571466,0.08629430707560212,0.1395703474702076,0.660852345548683,1.0,0.34934154021557373,69
Int_Med_CDK2_cyto,0.9999999638921788,0.14760250493478325,6.585324581271888e-15,0.02565738925782579,0.37749786506064664,0.6864697977140406,9.552658381885292e-19,1.0,0.9999914055542463,0.1997382818025709,0.04711881816023322,0.14354215089747013,0.7017576383714367,1.0,0.34568549148133515,70
Int_Med_CDK2_ring,0.9999999638921788,0.14760250493478325,6.585324581271888e-15,0.025212774051716735,0.37749786506064664,0.6864697977140406,9.552658381885292e-19,1.0,0.9999914055542463,0.1997382818025709,0.04630229926825214,0.14354215089747013,0.7017576383714367,1.0,0.34548136175833993,71
Int_Med_cFos_cell,0.9999736045576658,0.11203411587430893,3.620890162936652e-09,0.021010755226765987,0.5089270776562425,0.6672006030451659,1.4834871628419891e-16,0.9999999999999998,0.9937023712288741,0.15139702436464345,0.03858545173832114,0.19689683961841525,0.6819866875808324,0.95,0.3360432272094364,72
Int_Med_pRSK_nuc,0.9999881959035265,0.11894920118425384,3.671773204278965e-10,0.028585177676090368,0.3403958823918049,0.7131886555993616,1.5212072196164142e-16,0.9999999999999998,0.9971836986852228,0.1607953673316223,0.052495590079837944,0.12848031877406677,0.7291722363092074,0.95,0.3356130084225818,73
Int_Med_cFos_ring,0.9999580574977599,0.10499014235978536,3.2479926636491883e-08,0.03545668808139002,0.46230804133744463,0.6580851814356898,1.7651865384752643e-16,0.9999999999999998,0.9899930213832359,0.14182350849715294,0.0651148572242809,0.17797148716337632,0.6726339068770456,0.95,0.33472327703291416,74
Int_Med_cFos_cyto,0.9999580574977599,0.10499014235978536,3.2479926636491883e-08,0.035191114700452,0.46230804133744463,0.6580851814356898,1.7651865384752643e-16,0.9999999999999998,0.9899930213832359,0.14182350849715294,0.06462714182506894,0.17797148716337632,0.6726339068770456,0.95,0.33460134818311116,75
Int_MeanEdge_Cdt1_cell,0.9999874880121389,0.1648905081811979,2.8598942649820785e-18,0.018184431466987228,0.4574978116400955,0.5669231995016402,2.27737821751457e-16,0.9999999999999998,0.9970148039343643,0.22323453332247348,0.033395015799546006,0.176018737823182,0.5790981317829578,0.95,0.33342733500602134,76
Int_MeanEdge_YAP_cell,0.9999900493141217,0.12383669560183194,6.716356132181474e-11,0.01592525037144643,0.21024050942755473,0.7660046803949905,7.034785163845745e-17,1.0,0.9976259011561008,0.16743799670302476,0.029246115762908222,0.0756427549423955,0.7833635528189958,1.0,0.3315667021434218,77
Int_Med_Bcl2_nuc,0.9999870208617131,0.061653062891966384,0.001195233962627626,0.07081687500746092,0.6537484933358605,0.5103656792867136,1.7933458436236734e-16,0.9999999999999998,0.9969033472106964,0.08292376716785531,0.13005249375225317,0.255688195064545,0.5210678939747253,0.95,0.32973222306021455,78
Int_Med_CDK2_cell,0.9999991123879931,0.13669592891671992,5.565156866109707e-13,0.013457972067030255,0.36203999187302494,0.6444428927293206,1.766019069734839e-16,0.9999999999999998,0.9997882464399852,0.18491507465199958,0.0247150531279593,0.13726690967882924,0.6586363826774214,0.95,0.3261351959263673,79
Int_Med_S6_cell,0.9999999999142227,0.09852078685893899,2.1578962203209713e-07,0.015692952731949816,0.5271524192143224,0.6158895243909414,2.4823480942150456e-17,1.0,1.0,0.13303096017026178,0.028819509995481832,0.20429555567598107,0.629339504939403,1.0,0.3257226544175426,80
Int_Med_STAT3_nuc,0.999999996747254,0.11095345603543076,5.115517420110861e-09,0.03252370487047873,0.2889890069892812,0.6759772736997572,1.948792485837074e-16,0.9999999999999998,0.9999992443976622,0.14992829168222652,0.05972854526583432,0.10761130661877388,0.6909918964958451,0.95,0.325085179474913,81
Int_MeanEdge_pCHK1_cell,0.9999630860764975,0.17103193179252246,1.4787486852142217e-19,0.013264258269563456,0.2660143674591232,0.5969789330225459,3.040880904278127e-17,1.0,0.9911927824877205,0.23158138702241576,0.02435930511687971,0.09828457691843497,0.6099364952241242,1.0,0.32425184095090154,82
Int_Med_RB_nuc,0.9999947713626308,0.07592648780014659,6.549496462210987e-05,0.03216474737337194,0.6051854604193343,0.5501717348180316,2.1427586062080742e-17,1.0,0.9987525276703302,0.10232288324348406,0.059069333493994805,0.23597366240140788,0.5619104708754086,1.0,0.3217046100629956,83
Int_MeanEdge_pp38_cell,0.9999704986753423,0.15060075424152003,1.8309174271084093e-15,0.022662016106354876,0.27478942098208997,0.5895441315366139,7.500376725288007e-18,1.0,0.9929613433954991,0.20381322434083488,0.04161792945219158,0.1018468766536402,0.6023080967963627,1.0,0.32136951263798896,84
Int_MeanEdge_S6_cell,0.9999999512029093,0.14146887021182117,8.328423951965079e-14,0.022986052224109876,0.3047417583480935,0.6016175148184524,1.7541523870654226e-16,0.9999999999999998,0.9999883780403475,0.19140201403770837,0.042213009440900444,0.11400625587434023,0.6146958623902672,0.95,0.320908224207095,85
Int_Med_pGSK3b_ring,0.9999880709503014,0.11621904735545015,9.209906174198654e-10,0.01188112733794,0.28174058163328713,0.6604767050720886,3.900990333619397e-17,1.0,0.9971538862815246,0.15708479531614675,0.021819237840195214,0.10466875320200762,0.6750877040876878,1.0,0.3166383031707926,86
Int_Med_pGSK3b_cyto,0.9999880709503014,0.11621904735545015,9.209906174198654e-10,0.011660322202741824,0.28174058163328713,0.6604767050720886,3.900990333619397e-17,1.0,0.9971538862815246,0.15708479531614675,0.02141373761919844,0.10466875320200762,0.6750877040876878,1.0,0.3165369281155434,87
Int_MeanEdge_pH2AX_cell,0.9999889333408852,0.1491735656900877,3.3783182392726887e-15,0.029076823717556266,0.24048718428778068,0.5210151888573799,1.0690789192309767e-17,1.0,0.9973596427652829,0.20187352195341576,0.053398479309690675,0.08792162270809245,0.5319947091989138,1.0,0.31093749551376043,88
Int_Med_ERK_cell,0.9999992393468939,0.08437391676124058,9.09056803586884e-06,0.0,0.6239390059335896,0.5451126904249457,5.942231199661738e-17,1.0,0.9998185373748675,0.11380384566217963,0.0,0.24358680687337514,0.5567196925651584,1.0,0.3106581304124804,89
Int_MeanEdge_Cdh1_cell,0.999867938311826,0.1573941735259538,9.140701079841508e-17,0.02931760061245381,0.3346258602482933,0.46495648254943117,1.8080027741134988e-16,0.9999999999999998,0.9684916191595379,0.2130462101236387,0.05384065690671187,0.1261379343885855,0.4744762740569577,0.95,0.3074699066598022,90
Int_MeanEdge_GSK3b_cell,0.9999631919863048,0.14042736720152238,1.267638080725244e-13,0.021560542604488475,0.17088132420252866,0.5951935140889262,1.528523089340238e-16,0.9999999999999998,0.9912180513507454,0.189986499687097,0.03959511531778279,0.05966459426929672,0.6081045852515592,0.95,0.3071658155278877,91
Int_Med_pERK_ring,0.9999997484510815,0.12469672094214367,4.946343594689583e-11,0.024871415563095134,0.22329733640933946,0.5689220662184601,3.882528947665583e-17,1.0,0.9999400037840187,0.1686068634264646,0.04567540740520309,0.08094327318745198,0.581149047567158,1.0,0.3069255798588829,92
Int_Med_pERK_cyto,0.9999997484510815,0.12469672094214367,4.946343594689583e-11,0.02415204307278973,0.22329733640933946,0.5689220662184601,3.882528947665583e-17,1.0,0.9999400037840187,0.1686068634264646,0.04435430722546302,0.08094327318745198,0.581149047567158,1.0,0.30659530481394787,93
