onshore wind,gas,nuclear
11117.128937251387,8047.356581977324,2400.0
11614.968234470887,8047.356581977324,2400.0
12389.630386081979,8047.356581977324,2400.0
12909.214140627011,8047.356581977324,2400.0
12537.418654371428,8047.356581977324,2400.0
11797.181479155428,8047.356581977324,2400.0
11266.925410883905,8047.356581977324,2400.0
10854.232419437645,8047.356581977324,2400.0
11429.23729602674,8047.356581977324,2400.0
12144.126926487595,8047.356581977324,2400.0
13168.244015732127,8047.356581977324,2400.0
12022.853426281754,8047.356581977324,2400.0
11584.405826068689,8047.356581977324,2400.0
10836.405858668772,8047.356581977324,2400.0
10910.929277447629,8047.356581977324,2400.0
11552.478744159458,8047.356581977324,2400.0
12316.032427811686,8047.356581977324,2400.0
12699.930740340222,8047.356581977324,2400.0
12234.429248423041,8047.356581977324,2400.0
11791.970498454235,8047.356581977324,2400.0
11079.931866928078,8047.356581977324,2400.0
11154.929055797302,8047.356581977324,2400.0
11743.85636265918,8047.356581977324,2400.0
12649.930704883429,8047.356581977324,2400.0
12833.221914770158,8047.356581977324,2400.0
12680.24742381912,8047.356581977324,2400.0
12057.962846501548,8047.356581977324,2400.0
11688.010498842212,8047.356581977324,2400.0
11656.507250111728,8047.356581977324,2400.0
12126.56942885457,8047.356581977324,2400.0
13035.123180888317,8047.356581977324,2400.0
13382.398527873578,8047.356581977324,2400.0
13074.423277258806,8047.356581977324,2400.0
12399.30305737528,8047.356581977324,2400.0
12057.119140182944,8047.356581977324,2400.0
12208.107628553633,8047.356581977324,2400.0
12898.324452480383,8047.356581977324,2400.0
14019.708837624485,8047.356581977324,2400.0
14069.524790065238,8047.356581977324,2400.0
13757.374238266524,8047.356581977324,2400.0
13126.95844718758,8047.356581977324,2400.0
12584.864432230695,8047.356581977324,2400.0
12690.823988221555,8047.356581977324,2400.0
13432.075168666113,8047.356581977324,2400.0
14187.79588517572,8047.356581977324,2400.0
14456.840795510689,8047.356581977324,2400.0
14748.15854876095,8047.356581977324,2400.0
13067.514212069585,8047.356581977324,2400.0
13084.441892157654,8047.356581977324,2400.0
13637.629297555844,8047.356581977324,2400.0
12388.564292030955,8047.356581977324,3017.291963004058
14823.54746927168,8047.356581977324,2400.0
14562.588831058129,8047.356581977324,2400.0
13896.412021832833,8047.356581977324,2400.0
13634.534828296004,8047.356581977324,2400.0
12963.541593973252,8047.356581977324,2400.0
13202.202441607638,8047.356581977324,2400.0
13611.601265481473,8047.356581977324,2400.0
14193.419457380816,8047.356581977324,2400.0
14602.245057585198,8047.356581977324,2400.0
13613.815288829413,8047.356581977324,2400.0
13177.76128658416,8047.356581977324,2400.0
12681.893701350093,8047.356581977324,2400.0
12919.253653958587,8047.356581977324,2400.0
13137.596670173914,8047.356581977324,2400.0
13901.265609313878,8047.356581977324,2400.0
14136.78721698059,8047.356581977324,2400.0
13381.213364643712,8047.356581977324,2400.0
12738.890239277527,8047.356581977324,2400.0
12154.483232810995,8047.356581977324,2400.0
12346.448844812032,8047.356581977324,2400.0
12913.188268308559,8047.356581977324,2400.0
13313.721096550735,8047.356581977324,2400.0
13495.689849069413,8047.356581977324,2400.0
13031.220642251123,8047.356581977324,2400.0
12193.313287831874,8047.356581977324,2400.0
11725.663332041771,8047.356581977324,2400.0
11680.018028152012,8047.356581977324,2400.0
12417.653815361507,8047.356581977324,2400.0
12862.126963916338,8047.356581977324,2400.0
13034.690933280339,8047.356581977324,2400.0
12545.219264118195,8047.356581977324,2400.0
11672.716242440294,8047.356581977324,2400.0
11028.055352548165,8047.356581977324,2400.0
11139.535764496706,8047.356581977324,2400.0
12077.968775302279,8047.356581977324,2400.0
12302.019147520285,8047.356581977324,2400.0
12564.042483654808,8047.356581977324,2400.0
12110.144707862504,8047.356581977324,2400.0
11289.927401603587,8047.356581977324,2400.0
10926.960783651366,8047.356581977324,2400.0
11234.782187011753,8047.356581977324,2400.0
11649.9034090058,8047.356581977324,2400.0
12270.390057977636,8047.356581977324,2400.0
12512.427627289857,8047.356581977324,2400.0
12074.322383472796,8047.356581977324,2400.0
11379.163375273803,8047.356581977324,2400.0
10883.718429429686,8047.356581977324,2400.0
10915.237678949668,8047.356581977324,2400.0
12014.440352557222,8047.356581977324,2400.0
12517.927683657463,8047.356581977324,2400.0
12706.587379291723,8047.356581977324,2400.0
11990.530621788806,8047.356581977324,2400.0
11288.629355282246,8047.356581977324,2400.0
11137.830024099656,8047.356581977324,2400.0
11503.049337040155,8047.356581977324,2400.0
12085.241728057175,8047.356581977324,2400.0
13134.523520674096,8047.356581977324,2400.0
12599.231696837225,8047.356581977324,2400.0
12437.69496632951,8047.356581977324,2400.0
12024.4735236184,8047.356581977324,2400.0
11577.088081358752,8047.356581977324,2400.0
12614.520239014086,8047.356581977324,2400.0
12975.621338606088,8047.356581977324,2400.0
13629.826967240971,8047.356581977324,2400.0
13968.918683488202,8047.356581977324,2400.0
