hour,demand_mw,wind_mw,gas_mw,nuclear_mw,storage_discharge_mw,storage_charge_mw,curtailment_mw,unserved_mw,mean_line_utilization,max_line_utilization
21,139241.418137539,12928.034079861916,8047.356581977324,3264.3012967904724,550.0,0.0,1.8189894035458565e-12,114451.7261789093,0.6353093013540727,1.0
22,124296.19964579133,13977.944993958048,8047.356581977324,2400.0,0.0,0.0,2397.4822682560134,99870.89806985598,0.6117049135920805,1.0
23,107258.94126429211,13270.999103107799,8047.356581977324,2400.0,0.0,0.0,3138.9824919908606,83540.58557920698,0.6386471648453655,1.0
24,100914.75972337114,12652.87540455948,8047.356581977324,2400.0,0.0,0.0,2142.4980213411764,77814.52773683434,0.6188990143421905,1.0
25,109792.26415792527,13194.93539284261,8047.356581977324,2400.0,0.0,0.0,3385.3802364345065,86149.97218310532,0.6248740293289334,1.0
26,126716.98915249383,14075.684669448787,8047.356581977324,2400.0,0.0,0.0,4612.63728711988,102193.94790106773,0.6819809772831419,1.0
27,138276.68711117023,14269.786326338433,8047.356581977324,2400.0,0.0,0.0,2387.7766799803776,113559.54420285445,0.6876872409151575,1.0
28,135036.95912951572,14379.676375643694,8047.356581977324,2400.0,0.0,0.0,641.0762971266377,110209.9261718947,0.6107152616763919,1.0
29,118728.58895188865,13442.261039739094,8047.356581977324,2400.0,0.0,0.0,3266.837053730216,94838.97133017222,0.6748063995686667,1.0
30,100933.81604945927,13002.331562777543,8047.356581977324,2400.0,0.0,0.0,4367.656769024101,77484.12790470444,0.6455188945410731,1.0
31,94271.85215084272,12678.893125412975,8047.356581977324,2400.0,0.0,0.0,5085.623563230529,71145.60244345242,0.5824073126172962,1.0
32,102795.33945361416,12891.938823246515,8047.356581977324,2400.0,0.0,0.0,5973.041751462008,79456.04404839031,0.6560071371721282,1.0
33,118910.26848501833,13620.97446538995,8047.356581977324,2400.0,0.0,0.0,4662.4296386563365,94841.93743765104,0.6754558549749551,1.0
34,129164.62931452514,13897.247466463314,8047.356581977324,2400.0,0.0,0.0,3452.2801649889498,104820.02526608453,0.6690490338449214,1.0
35,124498.03395960807,13714.441081533168,8047.356581977324,2400.0,0.0,0.0,1096.736046669168,100336.23629609757,0.5691509395711577,1.0
36,107147.77093531284,13316.776477509415,8047.356581977324,2400.0,0.0,0.0,943.6194350477635,83383.6378758261,0.4864215194528164,1.0
37,88952.68630676813,12505.025811828726,8047.356581977324,2400.0,0.0,0.0,3640.6503915117555,66000.30391296206,0.5986771026189409,1.0
38,82346.34665525361,12019.393343715243,8047.356581977324,2400.0,0.0,0.0,5435.2581557196045,59879.596729561046,0.5855151116431394,1.0
39,90897.631231448,12426.366971338482,8047.356581977324,2400.0,0.0,0.0,5579.884266552965,68023.9076781322,0.5795819964116553,1.0
40,106601.50580198779,13229.999648726993,8047.356581977324,2400.0,0.0,0.0,7603.285571899316,82924.14957128346,0.6081848185835078,1.0
41,115982.85213231116,13222.939050027,8047.356581977324,2400.0,0.0,0.0,3591.873248436268,92312.55650030683,0.6483144627638994,1.0
42,110365.58823440973,13362.074809167105,8047.356581977324,2400.0,0.0,0.0,4770.188603518029,86556.1568432653,0.5601430819904711,1.0
43,92487.68307308482,12659.47984048123,8047.356581977324,2400.0,0.0,0.0,5580.941603217687,69380.84665062625,0.5769439517942182,1.0
44,74425.06130097854,11738.770133161886,8047.356581977324,2400.0,0.0,0.0,4876.346632137809,52238.934585839335,0.5153111270800608,1.0
45,68405.17651583963,11843.549712382739,8047.356581977324,2400.0,0.0,0.0,2102.0393385680563,46114.270221479564,0.5185701399764145,1.0
46,77505.14232967069,12175.817956628662,8047.356581977324,2400.0,0.0,0.0,4132.657359553321,54881.9677910647,0.5280341190604512,1.0
47,93317.21351106753,12459.144079459902,8047.356581977324,2400.0,0.0,0.0,5076.793929118072,70410.71284963032,0.5299127463675743,1.0
48,102359.1715221246,12998.322015379465,8047.356581977324,2400.0,0.0,0.0,3048.368508403877,78913.49292476781,0.513819520096118,1.0
49,96348.42516060165,12914.99810422681,8047.356581977324,2400.0,0.0,0.0,4144.530806147353,72986.07047439748,0.5504496246691609,1.0
50,78516.64012689084,12094.247571308437,8047.356581977324,2400.0,0.0,0.0,3624.3917113935986,55975.03597360506,0.5133120100934014,1.0
51,61156.62351454551,11472.893983983337,8047.356581977324,2400.0,0.0,0.0,2717.0616770897122,39236.37294858485,0.49200236408468323,1.0
52,56269.327285917825,11117.128937251387,8047.356581977324,2400.0,0.0,0.0,5154.035472881536,34704.841766689126,0.5363651888693893,1.0
53,66432.70145556775,11614.968234470887,8047.356581977324,2400.0,0.0,0.0,3266.8021397448847,44370.37663911954,0.5071051875663101,1.0
54,82845.20399878778,12389.630386081979,8047.356581977324,2400.0,0.0,0.0,3035.9462860571384,60008.21703072848,0.481987475929348,1.0
55,92033.6861581989,12909.214140627011,8047.356581977324,2400.0,0.0,0.0,4804.3553422361165,68677.11543559459,0.5156547139199509,1.0
56,86117.94812314054,12537.418654371428,8047.356581977324,2400.0,0.0,0.0,4093.056882195182,63133.17288679177,0.5638298866284078,1.0
57,68816.06177926637,11797.181479155428,8047.356581977324,2400.0,0.0,0.0,3393.896481720725,46571.52371813362,0.5255276236587471,1.0
58,52617.72243935958,11266.925410883905,8047.356581977324,2400.0,0.0,0.0,3656.00515298969,30903.440446498356,0.6327437155929799,1.0
59,49277.935345286154,10854.232419437645,8047.356581977324,2400.0,0.0,0.0,1102.9579705062188,27976.34634387119,0.5598260675492494,1.0
60,60869.52900018201,11429.23729602674,8047.356581977324,2400.0,0.0,6.256975737128462,4907.34631446268,38999.192097915075,0.5740873656061282,1.0
61,78207.47610465092,12144.126926487595,8047.356581977324,2400.0,0.0,93.74302426287159,3728.5185850811904,55709.73562044888,0.6128980769284812,1.0
62,87844.79651734792,13168.244015732127,8047.356581977324,2400.0,0.0,400.3442318116107,3579.988838007872,64629.54015145008,0.6086042992792889,1.0
63,82313.05079525964,12022.853426281754,8047.356581977324,2400.0,375.258173858708,0.0,-1.8189894035458565e-12,59467.58261314185,0.46719595362942223,1.0
64,65809.8663629549,11584.405826068689,8047.356581977324,2400.0,0.0,0.0,2304.6309139554705,43778.10395490889,0.5038078485393926,1.0
65,51002.76627633094,10836.405858668772,8047.356581977324,2400.0,0.0,0.0,2567.4919136777826,29719.003835684845,0.5961868555479571,1.0
66,49383.00170011338,10910.929277447629,8047.356581977324,2400.0,0.0,0.0,5509.779942338422,28024.71584068843,0.5520349198988149,1.0
67,62514.39617427728,11552.478744159458,8047.356581977324,2400.0,0.0,0.0,7067.973302926863,40514.56084814049,0.5916076075745461,1.0
68,80840.71314971327,12316.032427811686,8047.356581977324,2400.0,0.0,0.0,1470.4266465234268,58077.324139924254,0.5269867255933381,1.0
69,90959.67878398545,12699.930740340222,8047.356581977324,2400.0,0.0,0.0,3591.25467610922,67812.3914616679,0.5933294595937574,1.0
70,85824.92187058723,12234.429248423041,8047.356581977324,2400.0,0.0,0.0,4785.132013255139,63143.136040186866,0.6204924151653199,1.0
71,70107.65485829388,11791.970498454235,8047.356581977324,2400.0,0.0,0.0,3678.7132168178796,47868.32777786232,0.49885786693224193,1.0
72,56635.50363631498,11079.931866928078,8047.356581977324,2400.0,0.0,0.0,4655.754321730237,35108.21518740958,0.5682925455555174,1.0
73,56620.13790111875,11154.929055797302,8047.356581977324,2400.0,0.0,0.0,5131.832921148298,35017.85226334412,0.5115201096596739,1.0
74,71114.83016513872,11743.85636265918,8047.356581977324,2400.0,0.0,0.0,3885.4261210105196,48923.6172205022,0.5571270672698067,1.0
75,90206.55415287826,12649.930704883429,8047.356581977324,2400.0,0.0,0.0,4067.8549493883893,67109.26686601753,0.578919975402548,1.0
76,100557.82680782868,12833.221914770158,8047.356581977324,2400.0,0.0,0.0,3430.943328870977,77277.24831108119,0.6341613789733906,1.0
77,95555.64859477608,12680.24742381912,8047.356581977324,2400.0,0.0,0.0,3509.8154314313524,72428.04458897964,0.5684855739647663,1.0
78,80339.74298166155,12057.962846501548,8047.356581977324,2400.0,0.0,0.0,4554.426696441853,57834.42355318268,0.6553231891105528,1.0
79,67881.41898237847,11688.010498842212,8047.356581977324,2400.0,0.0,0.0,7289.788441468429,45746.051901558945,0.5248513614295884,1.0
80,69098.82128232636,11656.507250111728,8047.356581977324,2400.0,0.0,0.0,8163.439257575272,46994.9574502373,0.5237625037103686,1.0
81,84535.28396292054,12126.56942885457,8047.356581977324,2400.0,0.0,0.0,2814.743207106476,61961.35795208864,0.5584505469696327,1.0
82,103937.29134829603,13035.123180888317,8047.356581977324,2400.0,0.0,0.0,6289.576554631178,80454.81158543039,0.5796883541406315,1.0
83,114053.45174477737,13382.398527873578,8047.356581977324,2400.0,0.0,0.0,5036.971638733008,90223.69663492645,0.5546683317533069,1.0
84,108716.05971383513,13074.423277258806,8047.356581977324,2400.0,0.0,0.0,3792.4183203321354,85194.27985459902,0.5913493421765436,1.0
85,93528.76260335391,12399.30305737528,8047.356581977324,2400.0,0.0,0.0,5298.227077317915,70682.1029640013,0.5051599545241026,1.0
86,81590.99056926268,12057.119140182944,8047.356581977324,2400.0,0.0,0.0,5689.262677892048,59086.5148471024,0.515934847421882,1.0
87,83514.80138557771,12208.107628553633,8047.356581977324,2400.0,0.0,0.0,6226.397249622671,60859.337175046756,0.5571845663117535,1.0
88,99335.7908797986,12898.324452480383,8047.356581977324,2400.0,0.0,0.0,4204.4530266337915,75990.1098453409,0.5588615720708006,1.0
89,118477.49677507051,14019.708837624485,8047.356581977324,2400.0,0.0,0.0,3683.3826145969597,94010.43135546873,0.5873188717805781,1.0
90,127796.4484380248,14069.524790065238,8047.356581977324,2400.0,0.0,0.0,2147.604416706352,103279.56706598225,0.6034145441150852,1.0
91,121582.06440183186,13757.374238266524,8047.356581977324,2400.0,0.0,0.0,1632.5726204286748,97377.33358158801,0.6281199541483024,1.0
92,105897.09353348776,13126.95844718758,8047.356581977324,2400.0,0.0,0.0,5861.816189645027,82322.77850432284,0.5491756259782797,1.0
93,93953.64653007101,12584.864432230695,8047.356581977324,2400.0,0.0,0.0,2212.612172317673,70921.425515863,0.5335945491958277,1.0
94,96045.74790747778,12690.823988221555,8047.356581977324,2400.0,0.0,0.0,3099.2603112650722,72907.5673372789,0.5377526706780182,1.0
95,111704.23495190933,13432.075168666113,8047.356581977324,2400.0,0.0,0.0,3874.292567561275,87824.80320126591,0.5958874415639943,1.0
96,130047.63779090693,14187.79588517572,8047.356581977324,2400.0,0.0,0.0,1730.5116888698358,105412.48532375388,0.5325881915356885,1.0
97,138061.90147690583,14456.840795510689,8047.356581977324,2400.0,0.0,32.37330912155879,1830.9217856609375,113190.07740853936,0.6361031154989222,1.0
98,130504.44865901557,14748.15854876095,8047.356581977324,2400.0,0.0,550.0,10.504204253053103,105858.93352827731,0.6535367223062051,1.0
99,113891.23614488583,13067.514212069585,8047.356581977324,2400.0,436.77998184116905,0.0,0.0,89939.58536899774,0.5486854111450525,1.0
100,101530.91737152977,13084.441892157654,8047.356581977324,2400.0,0.0,183.33333333333343,1445.346451310019,78182.45223072811,0.5024185908804817,1.0
101,103387.33641723628,13637.629297555844,8047.356581977324,2400.0,0.0,550.0,1236.3302062963485,79852.35053770311,0.5206870152936199,1.0
102,118489.50562010828,12388.564292030955,8047.356581977324,3017.291963004058,550.0,0.0,-1.8189894035458565e-12,94486.29278309594,0.5801075009331884,1.0
103,135668.45240185832,14823.54746927168,8047.356581977324,2400.0,0.0,497.63166017524424,80.38268409179545,110895.18001078455,0.557453228796856,1.0
104,142059.8827621259,14562.588831058129,8047.356581977324,2400.0,0.0,19.690601159587914,-1.8189894035458565e-12,117069.62795025003,0.6816639322142329,1.0
105,132898.38010933058,13896.412021832833,8047.356581977324,2400.0,387.99169600112407,0.0,0.0,108166.61980951931,0.6072157398441692,1.0
106,115145.42415738238,13634.534828296004,8047.356581977324,2400.0,0.0,0.0,1894.8274707949495,91063.53274710904,0.5704148103250751,1.0
107,102188.70425681712,12963.541593973252,8047.356581977324,2400.0,0.0,0.0,3137.690942195668,78777.80608086655,0.5999969472271269,1.0
108,103648.896408315,13202.202441607638,8047.356581977324,2400.0,0.0,0.0,3850.41080836099,79999.33738473002,0.6414888702617897,1.0
109,118055.45606544595,13611.601265481473,8047.356581977324,2400.0,0.0,0.0,1803.6100452439277,93996.49821798714,0.5647769987585994,1.0
110,133968.38372878337,14193.419457380816,8047.356581977324,2400.0,0.0,0.0,15.480590859146105,109327.6076894252,0.6412010699127008,1.0
111,138691.79150469476,14602.245057585198,8047.356581977324,2400.0,0.0,309.19273329801763,314.4516572046741,113951.38259843027,0.6357460619300397,1.0
112,127944.3730277552,13613.815288829413,8047.356581977324,2400.0,231.8945499735132,0.0,1.8189894035458565e-12,103651.30660697493,0.6173688885397142,1.0
113,109123.24847957573,13177.76128658416,8047.356581977324,2400.0,0.0,0.0,1374.9742509633033,85498.13061101423,0.6111525919302425,1.0
114,95675.93147498724,12681.893701350093,8047.356581977324,2400.0,0.0,0.0,2689.4111463690333,72546.68119165982,0.6005614691256829,1.0
115,96865.81793219053,12919.253653958587,8047.356581977324,2400.0,0.0,0.0,5334.848771166517,73499.20769625461,0.6179710067290494,1.0
116,110724.16345752699,13137.596670173914,8047.356581977324,2400.0,0.0,0.0,5012.460780254938,87139.21020537576,0.606157821342817,1.0
117,125555.1840756704,13901.265609313878,8047.356581977324,2400.0,0.0,0.0,5905.90698562838,101206.56188437919,0.7091259579362471,1.0
118,128848.19814809348,14136.78721698059,8047.356581977324,2400.0,0.0,0.0,2944.0862166088646,104264.05434913556,0.6159855324116801,1.0
119,116810.68653688178,13381.213364643712,8047.356581977324,2400.0,0.0,0.0,3377.2825545414726,92982.11659026073,0.6311939732762831,1.0
120,97263.35196354463,12738.890239277527,8047.356581977324,2400.0,0.0,0.0,2587.544195675662,74077.10514228979,0.5595199487479957,1.0
121,83692.71428987774,12154.483232810995,8047.356581977324,2400.0,0.0,0.0,6724.957379901156,61090.87447508942,0.5621686445903294,1.0
122,84989.80715061747,12346.448844812032,8047.356581977324,2400.0,0.0,0.0,4462.180459838812,62196.00172382814,0.5960455728656374,1.0
123,98688.32676251653,12913.188268308559,8047.356581977324,2400.0,0.0,0.0,4768.610648461416,75327.78191223064,0.5621394046346115,1.0
124,112850.94963468135,13313.721096550735,8047.356581977324,2400.0,0.0,0.0,4604.557909645728,89089.87195615332,0.5904458122406464,1.0
125,115167.44877496787,13495.689849069413,8047.356581977324,2400.0,0.0,0.0,5246.317941823336,91224.40234392112,0.6392928163446373,1.0
126,102336.86503184249,13031.220642251123,8047.356581977324,2400.0,0.0,0.0,3742.466869337055,78858.28780761405,0.5677832435916762,1.0
127,82589.69784764646,12193.313287831874,8047.356581977324,2400.0,0.0,0.0,6437.420420145756,59949.02797783727,0.5969217053276406,1.0
128,69429.56219455296,11725.663332041771,8047.356581977324,2400.0,0.0,0.0,4747.472300427682,47256.54228053386,0.5385385582272543,1.0
129,71359.63267112595,11680.018028152012,8047.356581977324,2400.0,0.0,0.0,6043.676353586816,49232.25806099661,0.49807049501407774,1.0
130,85416.5508632944,12417.653815361507,8047.356581977324,2400.0,0.0,0.0,2811.2408555816655,62551.540465955586,0.48629024935760634,1.0
131,99435.30706257217,12862.126963916338,8047.356581977324,2400.0,0.0,0.0,730.3873357930588,76125.8235166785,0.5555652578734258,1.0
132,101320.4706143007,13034.690933280339,8047.356581977324,2400.0,0.0,0.0,3600.587171614645,77838.42309904305,0.5632828530783008,1.0
133,88264.21046624168,12545.219264118195,8047.356581977324,2400.0,0.0,0.0,4633.200806055907,65271.63462014615,0.5799084924067099,1.0
134,68892.06500471015,11672.716242440294,8047.356581977324,2400.0,0.0,0.0,4594.472844042992,46771.99218029253,0.4481490671202931,1.0
135,56702.53622268753,11028.055352548165,8047.356581977324,2400.0,0.0,0.0,2911.314817104765,35227.12428816204,0.488872108972849,1.0
136,59795.83986745346,11139.535764496706,8047.356581977324,2400.0,0.0,0.0,5275.010795260425,38208.94752097944,0.559796962867456,1.0
137,74712.7407283401,12077.968775302279,8047.356581977324,2400.0,0.0,0.0,2766.494317864237,52187.41537106048,0.5795121324402451,1.0
138,89074.80974788018,12302.019147520285,8047.356581977324,2400.0,0.0,0.0,2406.517635971033,66325.43401838256,0.6704983516375868,1.0
139,91015.66282535729,12564.042483654808,8047.356581977324,2400.0,0.0,0.0,3290.7197135635415,68004.26375972515,0.5673447299366076,1.0
140,78221.79973499007,12110.144707862504,8047.356581977324,2400.0,0.0,0.0,1808.687075942711,55664.29844515024,0.4840511762823105,1.0
141,59698.93163280251,11289.927401603587,8047.356581977324,2400.0,0.0,0.0,1112.2762444005966,37961.6476492216,0.549450940680825,1.0
142,48918.81301906227,10926.960783651366,8047.356581977324,2400.0,0.0,0.0,1438.2445765803004,27544.495653433594,0.4943027975093441,1.0
143,53564.85005496858,11234.782187011753,8047.356581977324,2400.0,0.0,0.0,2929.8534246724976,31882.711285979498,0.5233364409225996,1.0
144,69684.59771934318,11649.9034090058,8047.356581977324,2400.0,0.0,0.0,3294.1260838498856,47587.33772836006,0.579372785311217,1.0
145,84701.66794013423,12270.390057977636,8047.356581977324,2400.0,0.0,0.0,5169.466397410741,61983.92130017926,0.6117282079817308,1.0
146,86993.63964775876,12512.427627289857,8047.356581977324,2400.0,0.0,0.0,1120.1512541883076,64033.85543849157,0.4825638283635261,1.0
147,74742.93040102781,12074.322383472796,8047.356581977324,2400.0,0.0,0.0,3341.9142733406043,52221.2514355777,0.6034997904973867,1.0
148,57321.191076417315,11379.163375273803,8047.356581977324,2400.0,0.0,0.0,5848.795029714534,35494.671119166174,0.5519896139542029,1.0
149,48153.08393059395,10883.718429429686,8047.356581977324,2400.0,0.0,0.0,5658.355878709688,26822.00891918694,0.6049208894416833,1.0
150,54493.270258090415,10915.237678949668,8047.356581977324,2400.0,0.0,0.0,4700.934623410587,33130.675997163424,0.5301038933805488,1.0
151,71900.8519040033,12014.440352557222,8047.356581977324,2400.0,0.0,0.0,5676.0175337334895,49439.05496946876,0.6221907816903418,1.0
152,87618.67213695297,12517.927683657463,8047.356581977324,2400.0,0.0,0.0,5096.177500232321,64653.3878713182,0.5108452707192626,1.0
153,90284.3439445648,12706.587379291723,8047.356581977324,2400.0,0.0,0.0,4881.042942371125,67130.39998329573,0.6094735629835698,1.0
154,78578.62909424721,11990.530621788806,8047.356581977324,2400.0,0.0,0.0,4941.250960425186,56140.7418904811,0.49179658334763415,1.0
155,62225.94137619687,11288.629355282246,8047.356581977324,2400.0,0.0,0.0,5932.296164171228,40489.95543893729,0.5793187094246557,1.0
156,54585.170793725876,11137.830024099656,8047.356581977324,2400.0,0.0,0.0,4142.475098603078,32999.984187648886,0.5939136304498983,1.0
157,62472.51827543611,11503.049337040155,8047.356581977324,2400.0,0.0,0.0,5221.196324075843,40522.112356418635,0.6216758783593591,1.0
158,80965.69922625553,12085.241728057175,8047.356581977324,2400.0,0.0,0.0,5267.402477723426,58433.10091622103,0.5641847401326288,1.0
159,97145.84969868607,13134.523520674096,8047.356581977324,2400.0,0.0,0.0,4185.943224273566,73563.96959603466,0.6070618678989087,1.0
160,99927.92236730369,12599.231696837225,8047.356581977324,2400.0,0.0,0.0,4298.572095310963,76881.33408848917,0.6557298656188653,1.0
161,88494.32528680332,12437.69496632951,8047.356581977324,2400.0,0.0,0.0,6909.904881473269,65609.27373849646,0.6585013701040248,1.0
162,72910.10946770178,12024.4735236184,8047.356581977324,2400.0,0.0,0.0,8408.806531019103,50438.27936210607,0.598257923147002,1.0
163,66451.31678324127,11577.088081358752,8047.356581977324,2400.0,0.0,0.0,4883.295906484482,44426.8721199052,0.5622742835326484,1.0
164,75488.0560063963,12614.520239014086,8047.356581977324,2400.0,0.0,550.0,6260.292660014731,52976.17918540488,0.6063683983608059,1.0
165,94625.81105969734,12975.621338606088,8047.356581977324,2400.0,0.0,416.02540378443865,4245.964942749579,71618.85854289838,0.6216975342070934,1.0
166,110804.64385184164,13629.826967240971,8047.356581977324,2400.0,0.0,389.23048454132635,2506.3229190560287,87116.69078716467,0.5678419313569306,1.0
167,113235.03081712824,13968.918683488202,8047.356581977324,2400.0,0.0,550.0,6438.256976935874,89368.75555166272,0.473913262546848,1.0
