hour,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
38,16768.680219419348,9461.067257022001,0.0,0.0,0.0,441.5560621137819,618.9971876045859,687.032016488215,914.924934721465,414.3376170583617,724.0247452685525,992.8423119533808,349.3952075039375,387.36643143776763,749.6748766819478,200.21380141008643,572.0328937242646,1084.0603564119335,306.4784123701503,445.86400964395546
39,17805.410156883514,3200.37413165006,0.0,0.0,0.0,780.157373695906,160.6844861233704,891.3533710929121,980.0461873655574,296.5390231049359,893.3855775949406,724.8224431121306,112.5,670.3801006468784,733.9897408052535,367.2051512286602,652.9869172938631,1295.8886751315915,248.16438224006714,572.1434667539266
40,17930.01381857351,10179.847557714675,0.0,0.0,0.0,626.3018310195995,563.8820520693454,1258.7348420538326,706.0551580929982,306.6067903883618,840.0466782770101,844.82221344347,509.32195631865136,1135.3240468994672,641.711731366226,442.37260991286,608.1433849220625,708.4594594780308,473.5812547426293,1006.8299555369972
41,127.38685704993259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2690.2864321217057,0.0,0.0,0.0,0.0,192.8022608601963,364.399558133397,1532.6784126821603,655.6736413676546,628.8036342130248,671.6601644526146,912.6815424044722,323.5335936585644,835.903062081153,739.0305454896082,502.24751766411214,768.9381266707603,1052.409489518142,307.52264344192713,1074.3955363431937
43,19855.56782290615,0.0,0.0,0.0,0.0,637.9758065689329,981.0196743676967,1100.5585091728942,372.54751301281885,450.17687682743195,984.7410285382301,597.3878131702012,177.80343941647396,1072.617945662291,543.0153838217349,534.6959061318694,951.2973677281215,743.6314091622801,504.525312814163,909.5958816833961
44,21697.412300335367,6429.537570217493,0.0,0.0,0.0,554.0449611097015,555.8916984683713,1048.8860958807386,357.0472604367684,469.355056317806,672.8111222476128,161.14336628877763,112.5,1166.5389359480957,806.7818503368551,396.62893393860963,1077.9458550309407,1003.8061381567527,112.5,604.8390063823483
45,18252.602733035186,0.0,0.0,0.0,0.0,357.5534200881633,697.8729515609258,922.2615942975558,569.3000611752168,1274.4158835137955,1182.7151133751072,797.7302785151951,429.4836857865465,948.1744651522948,937.6993733186248,722.4503190390326,846.149374470035,449.15397873741813,655.8474307955794,672.7985586513071
46,22536.07400787243,0.0,0.0,0.0,0.0,774.1514104420414,895.4599890580724,1000.8353333497719,682.7359362855381,671.880616099751,1022.9692276579599,267.37460305245384,1058.0692911940537,877.3707120093936,423.9319463390716,530.7241812126842,899.4460866005421,461.81122197244065,397.01466051469896,1324.8375586974705
47,15761.427622857129,0.0,0.0,0.0,0.0,112.5,861.4091153694155,908.7721004519251,381.78594600255474,485.7928468106222,661.7420276284456,286.0413167217866,738.1444438051699,1331.2695214518312,562.4101862989947,283.559048738316,797.4899795424533,460.2766924058877,316.1615841802825,761.6518083613174
48,5358.301334837008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,12050.616743129744,0.0,0.0,0.0,0.0,183.35912910464072,926.1942569574124,1085.497000655313,726.4241638639436,1014.1284129145645,770.1494969585713,683.4747393525805,601.797032293726,1207.7127257908903,535.1865174063774,724.3144622810004,819.767043496359,265.61770857510504,473.7520054211316,1263.014319171946
50,18280.95495121895,0.0,0.0,0.0,0.0,337.40491285674267,1426.728497166145,649.9099394901774,391.9026111198725,829.4333432157486,976.758929994964,112.5,716.7179530930841,984.011084075505,414.21603168652655,516.7732851275078,1130.551639747047,736.9101495737154,136.39636630933336,1088.539058678694
51,25087.29939560517,0.0,0.0,0.0,0.0,418.4363271203683,910.1087234608069,480.3180853510033,925.0435016767964,525.6393194820811,1166.9078249346342,1048.3506807286744,884.6517736924438,753.7479572259857,538.6513943669645,559.0676420753899,583.3291903979438,366.6690240145245,909.3592226974604,798.9509992838082
52,20611.946644927342,25638.566817253228,1966.0293139356545,0.0,0.0,332.4676624836851,999.8252220064323,317.41706786838455,476.41677002066814,1097.4435718871275,399.4523783888616,575.1760714847671,543.797371761108,713.659653516143,461.3355083994939,784.3603264281119,880.7724605866141,473.0732343317655,631.6837222185245,1048.771755966066
53,24602.280683256806,0.0,0.0,0.0,0.0,495.53538733848893,1216.1599737723616,794.3230295712566,112.5,776.7755640589013,799.9979829443419,390.62622455069084,1105.0928358237989,977.8793103733736,112.5,871.5609571025243,999.4973315009573,240.63667844497516,772.6376809382821,751.935957018547
54,9255.965361758954,0.0,0.0,0.0,0.0,170.151397505089,1246.8013504802884,381.11560326600954,559.4188379866522,1379.3917094742876,688.5975091515338,338.4445788632036,1056.1665713621417,910.0679970639469,533.0605256143558,859.3611348941404,937.3658974068591,112.5,937.6837134080278,1206.1576970168178
55,17509.7050868149,0.0,0.0,0.0,0.0,817.066525934619,1276.1320117533862,112.5,505.98421216964863,1225.306973041492,825.0672933479349,432.77267187338623,1092.6548759998407,1083.7169905638896,540.8766545906119,929.4766299337983,1461.1946229850855,401.2997646888871,543.3479545547054,1166.6156856781865
56,18241.909354731237,0.0,0.0,0.0,0.0,518.3391636863896,1156.2050759408407,619.7155696153573,746.4840659755616,899.0983918851505,671.3956550214243,510.4310975799332,1059.7888363472584,865.0270368806664,180.7777676854359,1282.2150863421566,889.1509374949111,112.5,926.9472973528242,1011.1279473199164
57,21947.110128667126,0.0,0.0,0.0,0.0,835.9420780362055,751.1258807527721,1048.9692412184536,648.765822732564,1298.0829017419312,404.8098326544436,569.3785069386141,989.1459073460451,329.8138154109544,379.6241803896787,1176.0342213857793,536.6556176953093,326.7381167097817,804.2161860843039,931.5270505738246
58,25864.462120468157,16439.421040285328,0.0,0.0,0.0,711.4357721116733,1364.1006106519596,446.66371155335355,511.1748601468853,1027.6603417312283,455.07547197932803,585.9119675110544,1152.724444781644,854.184302105393,550.2784987311601,1007.1661757274424,691.2308417896195,112.5,1094.6957584223346,1201.1878540764237
59,19660.913273314432,649.3482210384027,0.0,0.0,0.0,787.7836575291807,719.657674582438,601.8063370191702,314.88700890069606,1199.178401116028,303.96528356861944,522.592537099747,1143.710268550687,343.7215948190437,381.17032506802394,1198.8648463825332,262.3447824736097,820.8867791634066,460.1023588232284,756.6801587221626
60,28856.39647022039,14346.730446947302,0.0,0.0,0.0,863.6770530162978,1019.8449439990949,402.59328178893884,593.2640537790887,1103.7685534015977,685.7199781177574,503.4726510308692,932.528803711793,435.093259401684,707.0001658399001,770.494179666883,593.449049511074,605.0252958421383,945.026614091103,440.81119514803095
61,18075.89075151472,0.0,0.0,0.0,0.0,885.3118649565605,749.950173246492,339.5415550976939,499.65192222606447,784.4454928848156,414.1914151970291,562.1480547697792,877.1409125629226,534.4537467621926,1039.4997681223533,1100.677162316394,375.1637587205238,456.1996942847144,853.6741885815633,757.129283427551
62,13954.39117999949,0.0,0.0,0.0,0.0,975.8109580250471,867.6105112486737,553.2744252174541,610.7638572302232,803.4700576646796,808.9464025860594,602.4226438754735,1015.6451335261429,888.3056176174579,376.6135802895617,1418.970105063058,722.122464157071,754.6596426418198,1101.4486864681821,1075.0525890878166
63,922.0883097678943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,18844.510896793556,0.0,0.0,0.0,0.0,957.0901629552994,866.0208224233304,398.4842538365578,1212.2288801029447,801.9388337621873,185.76565967646158,880.8130693715017,665.8998487983531,514.781159362218,720.6280173378204,799.9329012083485,408.7448923071377,681.36847170131,852.24176247267,429.5537435641685
65,10792.887604268737,9235.589392985941,8503.435075141633,2461.7767026158726,0.0,1105.606061039358,839.9387452433252,418.03576091489924,967.9073150394828,743.6490250143328,112.5,134.285798740201,581.0368150135465,316.29478501311434,865.3631327790665,822.4521240846092,259.1503189373963,652.8758587609158,843.441546038457,562.2230090528072
66,18513.59194028581,8615.641954904891,23762.303356387663,4351.004838036555,0.0,952.9689155479239,1057.8001573328881,210.11143003375815,648.0243267592384,573.1689907928824,112.5,989.3288702538977,909.4919932429825,464.20048929636,701.1761365994628,695.8761753186666,766.69407114705,717.6723844881933,963.5738242035471,418.7015053121511
67,24600.256148943416,15107.736049486064,14512.562719537857,0.0,0.0,1317.5248091676194,746.0232025535613,605.5305200043036,1049.6525027763719,834.4268879853331,112.5,927.6751879646647,840.5984133719295,537.5659552107046,1128.4482035783806,730.3294378416721,283.24619876131516,995.2750081375804,764.4354626107059,177.63898223508187
68,9280.750693004793,1948.2528257557515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,10331.990344859481,1361.1885285814478,0.0,0.0,0.0,1417.4909029307494,762.6583087325813,275.2613991935226,858.2346281917876,397.8043605016992,499.8228251972557,865.6498751952242,788.0967633207833,752.4104655895505,1044.4533426626642,507.52598240550014,520.8100383838565,871.9785980463615,819.4265946175307,875.6480637929438
70,12637.527230941698,11508.990688048849,0.0,0.0,0.0,1001.2610840560002,768.0882178837227,605.6888285775959,977.5461224527367,593.5711714612182,112.5,1231.5260188898594,632.4863903569211,416.75086177198517,788.9979898875006,780.1921996799072,448.5223209591218,479.7429362835525,208.4772849595299,385.94059482068053
71,9414.447744653766,14689.360601833547,3374.8474496407325,0.0,0.0,678.8097709403964,182.9100015975521,326.7846284879792,1015.7479606317683,857.9579294209224,651.1267792393031,1210.4649934667716,967.2515517781343,500.48241864718364,1343.2880249800057,930.2913999285887,433.0254513091352,677.1556434145949,734.0263127982766,134.09989235976914
72,4386.827706260648,17901.374776984016,19962.13006521471,0.0,0.0,1012.6316072116833,557.0813573963235,582.5483538796811,832.9558327797134,477.4226257470289,381.2815778240349,834.7596225779253,222.1255988762094,568.305350819279,1429.4932637881482,472.4530279634207,456.0137078778686,901.6981018241879,537.2597081407682,112.5
73,11558.931508578082,18149.591564937135,15398.924289996514,0.0,0.0,806.6644680661793,549.6790872011643,623.6568059494923,1144.9728142756594,556.3206073965941,567.4087100050584,1104.0867127097142,348.3088156372838,549.110657904367,826.5073949241315,967.9177949051012,112.5,980.7090277779076,354.2971452966119,409.7806875590402
74,6559.062889231732,12770.08367151487,6147.388410234122,0.0,0.0,1118.698345014898,300.6117722393121,920.650359298057,954.1212682744493,179.67724832691044,944.7187643455173,790.0904529077133,467.05115585968446,683.786787923907,885.8580754262272,691.493793877759,359.66915531897126,729.3610559401981,392.2679073706951,618.3036087004346
75,13761.060860576019,4029.9230318083373,0.0,0.0,0.0,746.6111266566355,659.6958933035503,833.7163088433219,1051.0292354708497,485.05733155787937,833.4498812811421,686.968424428342,112.5,400.9832540932041,1205.8570559459636,761.1580926732659,648.9947094545928,1543.2632471261434,644.7579617533295,501.935500184778
76,7977.818725478496,687.4215380545866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,5533.56412368601,0.0,0.0,0.0,0.0,382.21351937233874,365.8705785372242,1007.4399048713923,790.4082627137581,570.3720950867828,532.3203010097271,1147.317024563017,759.3828062480658,390.0925276145932,985.3355769953398,637.8466281786639,229.22528623719478,1147.7692546168696,594.3469808167844,330.89707102555394
78,10097.813036313491,15994.65114616495,0.0,0.0,0.0,657.5481435016115,303.81404903206965,1180.0048702513063,1009.8069507737256,606.5735056209918,297.87845488559213,1135.9553397334837,367.5003144528987,787.2269458389455,981.8094341148178,165.37454250440265,581.7878257830183,1022.9149507036883,343.8805586150268,259.56763196431433
79,13160.9956626652,23632.729623926294,15055.352027464614,0.0,0.0,163.995012677286,358.910609416758,1032.1360847903784,717.9240607355025,920.4786278580056,667.0060973168149,999.59766528682,399.01502002432477,914.0102736746296,517.9078678474247,582.8132549670347,1027.0290143473817,945.8750469859935,543.7860417378708,738.7809203575599
80,19386.412219648224,30101.652790514923,5273.111504677778,0.0,0.0,302.2635961110105,128.618354004921,943.1424608974107,1142.0520387773367,474.2816302451633,824.6127833604729,1005.2230813193286,112.5,890.7177134941792,914.245172898803,399.2314487035905,974.8920696499257,759.1529963856427,304.06120497732957,805.0219359945113
81,8294.203805631521,0.0,0.0,0.0,0.0,779.3786970064727,112.5,673.8253089064806,613.4664338678464,430.6914073344634,688.8471246449182,912.3627674672447,199.46331792079087,1210.900733899174,724.215453906888,470.21726313045315,730.6894563324028,963.7361483114368,223.27076176935614,301.80406744968394
82,19126.340308624163,0.0,0.0,0.0,0.0,736.2422644534771,793.5178174636243,750.8672744908464,703.1963758491497,421.8267809776086,914.9409237176311,603.2950379919389,260.6589178726289,875.7044059639262,725.8763097787793,112.5,1007.4410689888527,971.1326132848637,112.5,1058.0513366121882
83,390.030561702908,0.0,0.0,0.0,0.0,608.9294408495355,282.4424021149983,936.23902851589,812.2384082667961,326.0429642305044,989.1848696353466,794.5748638484674,287.9839448877867,1065.688335670019,1115.4125551916056,137.17854021059122,756.9497467346512,595.1940283805599,112.5,879.6751030284905
84,4679.382115640461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,19179.48392946294,0.0,0.0,0.0,0.0,421.9304156868346,112.5,969.1083517629222,112.5,411.38944618839975,859.8785482398245,766.2641067567877,534.6459989353596,887.6063732852165,874.364074925403,148.27417917289472,711.3994030368718,749.9981226341002,374.66256899751505,542.656848513914
86,24726.29588974397,7552.458567309499,0.0,0.0,0.0,399.3752308915256,467.4499908605046,1015.6471308833796,122.60110250558206,559.0572572530623,1050.118965198444,815.7261282905877,193.26797177842303,1151.0795242286795,577.8999795603617,488.21332617798345,1303.187525776318,306.5909334019094,326.0790206467056,579.15231905729
87,28292.61818151315,2563.6266723125154,0.0,0.0,0.0,113.28657414153255,363.9309745532391,1106.3931878978995,712.6029081281669,864.3896360513062,1110.028686289438,662.1270433344598,538.2268977947278,1198.2866675001176,527.770477647037,112.5,915.770957839437,491.80170002840975,270.34190074698614,889.9914590951159
88,5340.700569363486,0.0,0.0,0.0,0.0,692.7223698846675,1081.7917139321205,948.6035896807012,272.5730480842508,390.6552042940187,756.0861741326574,540.2662985155923,638.6262610528921,946.240649790449,720.5053953700051,638.5919760839598,941.7033107863799,541.6329356979414,174.28870857491188,1068.0650011324271
89,707.367124924036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,12038.212600323448,0.0,0.0,0.0,0.0,397.87129768825076,1116.6173294431467,603.9604320056258,684.4747737713055,338.1708381104066,1054.8375494180336,314.20988986691924,541.8141712353738,1158.4398729830004,315.5731164869144,472.22857973775467,1497.3916953756766,561.3867901823479,311.912692532523,781.552323115786
93,5115.422270648509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,84.47369644368882,0.0,0.0,0.0,0.0,337.93795176384896,399.125159720262,445.8208024888706,816.5564670802455,1192.0547877881972,1024.2792316808348,185.64113639770966,768.3743422431941,1003.5546839400155,112.5,788.7935441932598,1021.3029538891778,630.5461327946434,304.93586627483154,779.3235630386018
95,4734.08014504944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,5906.36714742917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,11032.656860698655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,7365.794393837465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,12788.766772901867,2175.857782531937,0.0,0.0,0.0,797.8263262209398,698.4037862331417,587.7301826426708,1137.2725391245172,712.3085839197603,752.8301397672706,1074.677952361449,655.6978948357744,496.27534544628907,1110.934560382545,583.2907735115788,507.6847846179756,974.0657547586294,285.0177626923684,795.0963767269554
116,3144.0173781416743,0.0,0.0,0.0,0.0,1311.6295895727374,569.1646801449094,425.74245012284644,745.3475270765347,306.0979772779919,819.3692201981612,1312.728851194447,120.21133081435964,112.5,1105.4795062143635,639.610614936104,183.0010277292372,428.6999288164106,574.2261421878659,257.2542056297331
117,8196.39542777608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1234.669826707981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
