tg_md,pred_mean,pred_std
386.1334653266332,324.51524868636056,13.417336500435225
388.2044492462312,326.496633915317,13.434917056924878
390.2754331658292,328.4780233505374,13.452606129412262
392.34641708542716,330.45937652269157,13.470413148141732
394.41740100502517,332.44065296662086,13.48835005366458
396.4883849246231,334.4218122225585,13.506431275544676
398.5593688442211,336.4028138377678,13.524673710730628
400.63035276381913,338.38361736765904,13.543096701168343
402.70133668341714,340.36418237730965,13.561722010874218
404.77232060301515,342.34446844275,13.580573802018316
406.8433045226131,344.3244351523363,13.599678610350995
408.9142884422111,346.3040421082481,13.619065319312217
410.98527236180905,348.2832489274924,13.638765133153525
413.05625628140706,350.2620152437278,13.658811548630808
415.12724020100507,352.24030070837824,13.679240325203146
417.1982241206031,354.21806499199306,13.700089453609719
419.2692080402011,356.19526778558685,13.721399122604653
421.34019195979903,358.1718688021962,13.743211683691793
423.41117587939704,360.14782777789503,13.765571613642978
425.482159798995,362.12310447356504,13.788525474796966
427.553143718593,364.09765867594746,13.81212187257659
429.624127638191,366.0714501989828,13.836411410555584
431.695111557789,368.0444388854269,13.861446642508255
433.766095477387,370.01658460795807,13.887282021406483
435.83707939698496,371.98784727066453,13.913973845222369
437.90806331658297,373.9581868102576,13.941580199362217
439.9790472361809,375.9275631976157,13.970160895666634
442.0500311557789,377.8959364389188,13.999777407621263
444.12101507537693,379.86326657705837,14.030492802009684
446.19199899497494,381.8295136931612,14.062371666576139
448.26298291457294,383.7946379076257,14.09548003389918
450.3339668341709,385.7585993816683,14.129885301272932
452.4049507537689,387.72135831859447,14.165656146573328
454.47593467336685,389.6828749651429,14.202862440250641
456.54691859296486,391.64310961270655,14.241575153251182
458.61790251256286,393.6020225989455,14.281866261184698
460.68888643216087,395.5595743088426,14.32380864463277
462.7598703517589,397.51572517600033,14.367475985861592
464.8308542713568,399.4704356842469,14.412942661967257
466.9018381909548,401.42366636875147,14.460283634874122
468.9728221105528,403.3753778172848,14.50957433811551
471.0438060301508,405.32553067173455,14.560890560970899
473.1147899497488,407.27408562920294,14.614308330096389
475.1857738693468,409.22100344350474,14.669903788942252
477.25675778894475,411.1662449263279,14.727753075589336
479.32774170854276,413.10977094862545,14.78793219908076
481.39872562814077,415.05154244183075,14.85051691491557
483.4697095477387,416.9915203992899,14.91558260012504
485.5406934673367,418.9296658774617,14.983204128284271
487.61167738693473,420.8659399971047,15.053455745179045
489.68266130653274,422.80030394482986,15.126410945415108
491.7536452261307,424.7327189741213,15.202142350741648
493.8246291457287,426.6631464068426,15.280721590315599
495.8956130653267,428.5915476342934,15.36221918381941
497.96659698492465,430.51788411868876,15.446704427561963
500.03758090452266,432.4421173942274,15.53424528436999
502.10856482412066,434.3642090686226,15.624908277722067
504.17954874371867,436.28412082407334,15.718758390382082
506.2505326633166,438.20181441869795,15.81585896834918
508.3215165829146,440.1172516877781,15.916271630224566
510.39250050251263,442.0303945450604,16.02005618260261
512.4634844221106,443.94120498372604,16.12727054165652
514.5344683417086,445.8496450780966,16.237970661378785
516.6054522613066,447.7556769844795,16.35221046871944
518.6764361809046,449.6592629425437,16.470041805571363
520.7474201005025,451.56036527664907,16.59151437827395
522.8184040201006,453.4589463969106,16.71667571422545
524.8893879396985,455.35496880055524,16.84557112597707
526.9603718592965,457.24839507300305,16.978243682719423
529.0313557788945,459.1391878893145,17.114734189089575
531.1023396984925,461.0273100151627,17.255081171310582
533.1733236180905,462.91272430809875,17.399320870411234
535.2443075376884,464.7953937188788,17.547487242412124
537.3152914572865,466.67528129254913,17.699611965183795
539.3862753768844,468.5523501696312,17.855724451894556
541.4572592964824,470.4265635874851,18.015851870503326
543.5282432160805,472.2978848812662,18.180019169149606
545.5992271356785,474.1662774851702,18.348249107068533
547.6702110552765,476.03170493365985,18.52056229061484
549.7411949748744,477.8941308627743,18.696977214004246
551.8121788944725,479.75351901093893,18.87751030446744
553.8831628140704,481.6098332204465,19.062175971252234
555.9541467336684,483.46303743840986,19.250986658250703
558.0251306532664,485.31309571819196,19.443952899706566
560.0961145728644,487.1599722200888,19.64108337856624
562.1670984924624,489.00363121298597,19.842384987233523
564.2380824120603,490.84403707515094,20.04786289022085
566.3090663316584,492.6811542955094,20.257520588275295
568.3800502512563,494.51494747473225,20.471359983724152
570.4510341708543,496.34538132625414,20.689381446663806
572.5220180904523,498.1724206777015,20.911583881611232
574.5930020100503,499.99603047159894,21.13796479431482
576.6639859296483,501.8161757668598,21.368520358485377
578.7349698492462,503.6328217395246,21.603245482183237
580.8059537688443,505.44593368411904,21.842133873544636
582.8769376884422,507.25547701465064,22.085178105649938
584.9479216080402,509.0614172656833,22.332369680388474
587.0189055276383,510.8637200934271,22.58369909101654
589.0898894472363,512.6623512768178,22.839155883441936
591.1608733668343,514.4572767185697,23.098728715862993
593.2318572864322,516.2484624462592,23.36240541680313
595.3028412060303,518.0358746133242,23.630173041419
597.3738251256282,519.8194795002566,23.90201792591865
599.4448090452262,521.5992435153773,24.177925740107497
601.5157929648242,523.3751331961046,24.457881537975876
603.5867768844222,525.1471152099394,24.741869806319283
605.6577608040202,526.9151563556015,25.029874511241257
607.7287447236181,528.6792235635689,25.321879142806036
609.7997286432162,530.4392838977014,25.617866757465354
611.8707125628141,532.1953045560315,25.91782001864325
613.9416964824121,533.9472528714416,26.22172123517024
616.0126804020101,535.6950963131285,26.529552397898385
618.0836643216081,537.4388024873724,26.841295214223383
620.1546482412061,539.1783391385356,27.156931140858365
622.225632160804,540.9136741499563,27.476441414613127
624.2966160804021,542.6447755451273,27.7998070814951
626.3676,544.3716114884057,28.12700902395674
