family,map_name,agents,seed,method,success,runtime_sec,sum_of_costs,makespan,final_collisions,iterations
random_medium,eval_map_26,16,7419,MARL-LNS-PP,1,0.4775724170031026,688.0,43.0,0,2
random_medium,eval_map_26,16,7419,PP,1,0.12744966599711915,432.0,27.0,0,1
random_medium,eval_map_26,16,7419,PP-RR,1,0.13573836999421474,432.0,27.0,0,1
random_medium,eval_map_26,24,7427,LNS-PP,1,2.2286705470032757,720.0,30.0,0,3
random_medium,eval_map_26,24,7427,MARL-LNS-PP,1,4.553650923000532,744.0,31.0,0,3
random_medium,eval_map_26,24,7427,PP,1,0.2746206509982585,648.0,27.0,0,1
random_medium,eval_map_26,24,7427,PP-RR,1,0.24391308699705405,648.0,27.0,0,1
random_medium,eval_map_29,16,7481,LNS-PP,1,0.9289870700013125,576.0,36.0,0,3
random_medium,eval_map_29,16,7481,MARL-LNS-PP,1,2.083175908002886,864.0,54.0,0,2
random_medium,eval_map_29,16,7481,PP,1,0.41935543999716174,576.0,36.0,0,1
random_medium,eval_map_29,16,7481,PP-RR,1,0.4940835400047945,576.0,36.0,0,1
random_medium,eval_map_29,24,7489,LNS-PP,1,0.9673028020042693,984.0,41.0,0,2
random_medium,eval_map_29,24,7489,MARL-LNS-PP,1,0.913939425998251,984.0,41.0,0,2
random_medium,eval_map_29,24,7489,PP,1,0.4092229150046478,984.0,41.0,0,1
random_medium,eval_map_29,24,7489,PP-RR,1,0.3482607019977877,984.0,41.0,0,1
random_medium,eval_map_49,16,7450,LNS-PP,1,0.227593869996781,432.0,27.0,0,1
random_medium,eval_map_49,16,7450,MARL-LNS-PP,1,0.2145676979998825,432.0,27.0,0,1
random_medium,eval_map_49,16,7450,PP,1,0.193968888001109,432.0,27.0,0,1
random_medium,eval_map_49,16,7450,PP-RR,1,0.28797119700175244,432.0,27.0,0,1
random_medium,eval_map_49,24,7458,LNS-PP,1,0.8602583009997034,816.0,34.0,0,2
random_medium,eval_map_49,24,7458,MARL-LNS-PP,1,0.8800955020051333,816.0,34.0,0,2
random_medium,eval_map_49,24,7458,PP,1,0.35955325499526225,816.0,34.0,0,1
random_medium,eval_map_49,24,7458,PP-RR,1,0.300216752999404,816.0,34.0,0,1
random_small,eval_map_35,6,7316,LNS-PP,1,0.04020165300607914,72.0,12.0,0,1
random_small,eval_map_35,6,7316,MARL-LNS-PP,1,0.02543203999812249,120.0,20.0,0,1
random_small,eval_map_35,6,7316,PP,1,0.014309918005892541,72.0,12.0,0,1
random_small,eval_map_35,6,7316,PP-RR,1,0.011093314002209809,72.0,12.0,0,1
random_small,eval_map_35,9,7319,LNS-PP,1,0.07706000499456422,135.0,15.0,0,2
random_small,eval_map_35,9,7319,MARL-LNS-PP,1,0.032249709001916926,189.0,21.0,0,1
random_small,eval_map_35,9,7319,PP,1,0.016144139000971336,135.0,15.0,0,1
random_small,eval_map_35,9,7319,PP-RR,1,0.02401019399985671,135.0,15.0,0,1
random_small,eval_map_62,6,7347,LNS-PP,1,0.0011176050029462203,72.0,12.0,0,1
random_small,eval_map_62,6,7347,MARL-LNS-PP,1,0.0009672130036051385,72.0,12.0,0,1
random_small,eval_map_62,6,7347,PP,1,0.0010495149981579743,72.0,12.0,0,1
random_small,eval_map_62,6,7347,PP-RR,1,0.001086632997612469,72.0,12.0,0,1
random_small,eval_map_62,9,7350,LNS-PP,1,0.003015315000084229,108.0,12.0,0,1
random_small,eval_map_62,9,7350,MARL-LNS-PP,1,0.04571114300051704,198.0,22.0,0,1
random_small,eval_map_62,9,7350,PP,1,0.003488642003503628,108.0,12.0,0,1
random_small,eval_map_62,9,7350,PP-RR,1,0.035484116997395176,108.0,12.0,0,1
random_small,eval_map_88,6,7254,LNS-PP,1,0.004377109995402861,96.0,16.0,0,1
random_small,eval_map_88,6,7254,MARL-LNS-PP,1,0.028990603997954167,96.0,16.0,0,1
random_small,eval_map_88,6,7254,PP,1,0.021839895998709835,96.0,16.0,0,1
random_small,eval_map_88,6,7254,PP-RR,1,0.005119808003655635,96.0,16.0,0,1
random_small,eval_map_88,9,7257,LNS-PP,1,0.03145992099598516,90.0,10.0,0,1
random_small,eval_map_88,9,7257,MARL-LNS-PP,1,0.06419645900314208,90.0,10.0,0,1
random_small,eval_map_88,9,7257,PP,1,0.003583683996112086,90.0,10.0,0,1
random_small,eval_map_88,9,7257,PP-RR,1,0.00355918599962024,90.0,10.0,0,1
random_small,eval_map_98,6,7285,LNS-PP,1,0.0011040730023523793,66.0,11.0,0,1
random_small,eval_map_98,6,7285,MARL-LNS-PP,1,0.020210422997479327,66.0,11.0,0,1
random_small,eval_map_98,6,7285,PP,1,0.0015260810032486916,66.0,11.0,0,1
random_small,eval_map_98,6,7285,PP-RR,1,0.009654356996179558,66.0,11.0,0,1
random_small,eval_map_98,9,7288,LNS-PP,1,0.0024052070002653636,90.0,10.0,0,1
random_small,eval_map_98,9,7288,MARL-LNS-PP,1,0.0018186150045949034,198.0,22.0,0,1
random_small,eval_map_98,9,7288,PP,1,0.029946691000077408,108.0,12.0,0,1
random_small,eval_map_98,9,7288,PP-RR,1,0.012859324000601191,108.0,12.0,0,1
warehouse,eval_map_warehouse_24,14,7665,LNS-PP,1,0.08803801600151928,658.0,47.0,0,1
warehouse,eval_map_warehouse_24,14,7665,MARL-LNS-PP,1,0.28726331800135085,658.0,47.0,0,1
warehouse,eval_map_warehouse_24,14,7665,PP,1,0.3787912459956715,658.0,47.0,0,1
warehouse,eval_map_warehouse_24,14,7665,PP-RR,1,0.28672026799904415,658.0,47.0,0,1
warehouse,eval_map_warehouse_24,22,7673,LNS-PP,1,2.6319218589997035,924.0,42.0,0,2
warehouse,eval_map_warehouse_24,22,7673,MARL-LNS-PP,1,2.2567708089991356,924.0,42.0,0,2
warehouse,eval_map_warehouse_24,22,7673,PP,1,1.21144236499822,924.0,42.0,0,1
warehouse,eval_map_warehouse_24,22,7673,PP-RR,1,1.184956584002066,924.0,42.0,0,1
warehouse,eval_map_warehouse_3,14,7572,LNS-PP,1,1.5706218010018347,532.0,38.0,0,2
warehouse,eval_map_warehouse_3,14,7572,MARL-LNS-PP,1,0.6172413019958185,560.0,40.0,0,1
warehouse,eval_map_warehouse_3,14,7572,PP,1,0.7388969629973872,532.0,38.0,0,1
warehouse,eval_map_warehouse_3,14,7572,PP-RR,1,0.7618986760062398,532.0,38.0,0,1
warehouse,eval_map_warehouse_3,22,7580,LNS-PP,1,0.5852922449994367,924.0,42.0,0,2
warehouse,eval_map_warehouse_3,22,7580,MARL-LNS-PP,1,0.665228546000435,1298.0,59.0,0,2
warehouse,eval_map_warehouse_3,22,7580,PP,1,0.4797844080021605,924.0,42.0,0,1
warehouse,eval_map_warehouse_3,22,7580,PP-RR,1,0.5794004799972754,924.0,42.0,0,1
warehouse,eval_map_warehouse_50,14,7603,LNS-PP,1,0.3846220019986504,392.0,28.0,0,2
warehouse,eval_map_warehouse_50,14,7603,MARL-LNS-PP,1,0.10678442799689947,392.0,28.0,0,1
warehouse,eval_map_warehouse_50,14,7603,PP,1,0.2322795810032403,392.0,28.0,0,1
warehouse,eval_map_warehouse_50,14,7603,PP-RR,1,0.24096595999435522,392.0,28.0,0,1
warehouse,eval_map_warehouse_50,22,7611,LNS-PP,1,0.5005331129941624,638.0,29.0,0,3
warehouse,eval_map_warehouse_50,22,7611,MARL-LNS-PP,1,0.8746937489995616,682.0,31.0,0,3
warehouse,eval_map_warehouse_50,22,7611,PP,1,0.386918803997105,638.0,29.0,0,1
warehouse,eval_map_warehouse_50,22,7611,PP-RR,1,0.32810126100230264,638.0,29.0,0,1
warehouse,eval_map_warehouse_83,14,7634,LNS-PP,1,0.19128672599617857,476.0,34.0,0,1
warehouse,eval_map_warehouse_83,14,7634,MARL-LNS-PP,1,0.11614225099765463,476.0,34.0,0,1
warehouse,eval_map_warehouse_83,14,7634,PP,1,0.20270549000269966,476.0,34.0,0,1
warehouse,eval_map_warehouse_83,14,7634,PP-RR,1,0.2482744079970871,476.0,34.0,0,1
warehouse,eval_map_warehouse_83,22,7642,LNS-PP,1,0.9680024760018568,902.0,41.0,0,3
warehouse,eval_map_warehouse_83,22,7642,MARL-LNS-PP,1,1.4942540129995905,1100.0,50.0,0,2
warehouse,eval_map_warehouse_83,22,7642,PP,1,0.5176783990027616,902.0,41.0,0,1
warehouse,eval_map_warehouse_83,22,7642,PP-RR,1,0.6514876559958793,902.0,41.0,0,1
