ISO3,Country,sample_count,estimated_mangrove_area_ha,mean_composite_risk,mean_hazard_index,mean_tc_hazard,mean_slr_cm_2100,mean_service_index,p90_composite_risk,high_risk_area_ha,high_risk_area_share,scenario
PYF,French Polynesia,75.0,111596.10749999997,0.28770541523980586,0.5754108304796117,0.5799883276258899,4.226666666666669,0.0,0.3345784883720931,0.0,0.0,ssp245
SGP,Singapore,17.0,25295.117700000003,0.2826043921539456,0.3812409521314306,0.2036583748510968,4.188235294117647,0.3066130536274342,0.2867687042504631,0.0,0.0,ssp245
NGA,Nigeria,3549.0,5280727.8069,0.2811825110055074,0.14932023105100023,0.0,3.3556494787264017,0.6884079849333579,0.2846473954800073,0.0,0.0,ssp245
LKA,Sri Lanka,517.0,769269.1677000001,0.27552762364833294,0.2575299295095542,0.07006469460905058,3.823984526112185,0.4892088629785195,0.29156333215706226,0.0,0.0,ssp245
KIR,Kiribati,56.0,83325.0936,0.2720719991839422,0.36291966293952604,0.08633039730762339,4.446428571428572,0.3020405590472639,0.3009278985603998,0.0,0.0,ssp245
HND,Honduras,403.0,599643.0843,0.27102893366259345,0.321965423484366,0.41967526384218135,3.1176178660049634,0.3668207397347014,0.3413344123013595,0.0,0.0,ssp245
VCT,Saint Vincent and the Grenadines,5.0,7439.7405,0.26989713241114377,0.35217642014344797,0.26685284028689576,3.8000000000000007,0.3126964077980662,0.27000397387310343,0.0,0.0,ssp245
CIV,Côte d'Ivoire,349.0,519293.8868999999,0.26862545821342165,0.1781429083094556,0.0,3.540114613180517,0.5985133468623128,0.2733040040586939,0.0,0.0,ssp245
SUR,Suriname,447.0,665112.8007000001,0.26710552996134396,0.21417494780006816,0.11354284862027063,3.4073825503355697,0.5333935202043664,0.2794266674800344,0.0,0.0,ssp245
TZA,"Tanzania, United Republic of",617.0,918063.9776999999,0.2659973050467426,0.24394265058084588,0.19463165448422015,3.33841166936791,0.4800865991877322,0.28700434959009524,0.0,0.0,ssp245
ARE,United Arab Emirates,447.0,665112.8007000001,0.26501724750661354,0.08381818125836189,0.15491264887019135,2.4407158836689034,0.7436938562581088,0.27711954171492825,0.0,0.0,ssp245
LCA,Saint Lucia,18.0,26783.065800000004,0.26228023366451947,0.3347191523902841,0.23193830478056812,3.8000000000000007,0.3164021915645914,0.2678748778127045,0.0,0.0,ssp245
MYT,Mayotte,64.0,95228.67839999999,0.26080058106733267,0.518444250624257,0.6618885012485141,3.600000000000001,0.005261519184013881,0.2644339729157022,0.0,0.0,ssp245
ATG,Antigua and Barbuda,80.0,119035.84799999998,0.2606337547714802,0.346418687396774,0.18307174979354812,4.03125,0.2914147035769772,0.266648711827474,0.0,0.0,ssp245
NIC,Nicaragua,450.0,669576.645,0.2602454255482843,0.27482116767225406,0.29151733534450824,3.2260000000000004,0.4094494723738575,0.3363351471748193,0.0,0.0,ssp245
GHA,Ghana,197.0,293125.7757,0.25876126618166756,0.16576776649746186,0.0,3.460913705583757,0.5862579431097886,0.26962738293293664,0.0,0.0,ssp245
SEN,Senegal,762.0,1133816.4522,0.2553510806561862,0.17539556077599747,0.004703523126798157,3.507480314960631,0.5588443342272916,0.2630751667222889,0.0,0.0,ssp245
COL,Colombia,1532.0,2279536.4891999997,0.25237732204165647,0.15476590089904374,0.04935311380853132,3.232571801566581,0.5833145719737821,0.28935437137971,0.0,0.0,ssp245
MHL,Marshall Islands,24.0,35710.754400000005,0.2485316334187604,0.4970632668375208,0.3170432003417084,4.6499999999999995,0.0,0.4458460182328307,0.0,0.0,ssp245
CMR,Cameroon,1032.0,1535562.4392000004,0.24779095712612795,0.14863432655038755,0.0,3.35125968992248,0.5782459795031137,0.2515987938509342,0.0,0.0,ssp245
NZL,New Zealand,424.0,630889.9944,0.2461184801267328,0.22379864386792456,0.0,3.8323113207547177,0.44739719397590183,0.25921915819277047,0.0,0.0,ssp245
KEN,Kenya,289.0,430017.0008999999,0.24496850095106773,0.1772695630509016,0.09275279392187245,3.2377162629757787,0.5211123980853898,0.2695159092457656,0.0,0.0,ssp245
COM,Comoros,12.0,17855.3772,0.2445575033931535,0.489115006786307,0.6084383469059473,3.583333333333334,0.0,0.2491958410764441,0.0,0.0,ssp245
GRD,Grenada,66.0,98204.57459999998,0.24337936444200026,0.31053213997376594,0.2607423102505622,3.5530303030303045,0.2937109815170576,0.2574522189230247,0.0,0.0,ssp245
BEN,Benin,45.0,66957.6645,0.24278389783983048,0.17187499999999978,0.0,3.4999999999999982,0.5228213261327685,0.24278389783983045,0.0,0.0,ssp245
CYM,Cayman Islands,43.0,63981.7683,0.24172845463252346,0.4834569092650469,0.6144428882975359,3.5279069767441857,0.0,0.24477927897427257,0.0,0.0,ssp245
TLS,Timor-Leste,55.0,81837.14549999996,0.23870641965803419,0.4473304312510463,0.21511540795663806,4.574545454545456,0.050137346775036604,0.248915618316952,0.0,0.0,ssp245
TCA,Turks and Caicos Islands,224.0,333300.37440000003,0.2375039351823461,0.28251265291676914,0.1854215111906814,3.6147321428571426,0.32082536241320514,0.24489437647959617,0.0,0.0,ssp245
PAN,Panama,1137.0,1691796.9896999998,0.23483825611220596,0.2232572168244981,0.16575915660414128,3.2984168865435364,0.4106988256665231,0.2528466666352382,0.0,0.0,ssp245
ECU,Ecuador,884.0,1315346.1204000001,0.2290413231048492,0.12756292420814477,0.0,3.2164027149321277,0.5508662033359227,0.2277598610007769,0.0,0.0,ssp245
GIN,Guinea,963.0,1432894.0203000004,0.228494170622811,0.17668190133163217,0.01526022010874734,3.4819314641744543,0.46717739985664963,0.2400993472311464,0.0,0.0,ssp245
MAC,Macao,2.0,2975.8962,0.22393449620313127,0.44786899240626254,0.23948798481252517,4.5,0.0,0.2250929292752053,0.0,0.0,ssp245
MUS,Mauritius,56.0,83325.0936,0.22197645358586038,0.44395290717172076,0.19928974291487,4.6035714285714295,0.0,0.2262933035030763,0.0,0.0,ssp245
ZAF,South Africa,158.0,235095.79979999992,0.21955063880332057,0.21348064578560105,0.0025150890395564426,3.758227848101267,0.3760343863684002,0.2288346721192967,0.0,0.0,ssp245
AGO,Angola,332.0,493998.7692,0.2191827030953501,0.16835671659197654,0.014330150051423135,3.431626506024097,0.4500144826645394,0.2222264962074481,0.0,0.0,ssp245
SLE,Sierra Leone,753.0,1120424.9193,0.21655298564542377,0.18762450199203182,0.0,3.600796812749005,0.409135782164693,0.21649073464940785,0.0,0.0,ssp245
TTO,Trinidad and Tobago,113.0,168138.13530000002,0.2143318610419148,0.25328879831425993,0.1794205169825022,3.446902654867256,0.29229153961594956,0.22339418358331373,0.0,0.0,ssp245
LBR,Liberia,329.0,489534.9249,0.21235296128595788,0.1791413373860182,0.0,3.5465045592705176,0.40927430864316267,0.22434479259294876,0.0,0.0,ssp245
MRT,Mauritania,21.0,31246.91010000001,0.2095966326384783,0.1465773809523809,0.0,3.338095238095237,0.45435980720762603,0.2144329421622878,0.0,0.0,ssp245
SAU,Saudi Arabia,958.0,1425454.2798000004,0.20110536614889538,0.03912418338326716,0.057404160085949806,2.4159707724425883,0.6051442481908726,0.21534134099864716,0.0,0.0,ssp245
OMN,Oman,155.0,230631.95549999995,0.20006726233334626,0.07383007912899868,0.03778112599993286,2.7516129032258076,0.5438407425628231,0.21002722276884683,0.0,0.0,ssp245
BRB,Barbados,5.0,7439.7405,0.19679148882631783,0.39358297765263567,0.31216595530527125,3.9200000000000004,0.0,0.20036521646444705,0.0,0.0,ssp245
GTM,Guatemala,175.0,260390.91750000004,0.19455156361502476,0.22816804201465452,0.17490751260073742,3.300571428571429,0.26822514202565845,0.22928942090711546,0.0,0.0,ssp245
CRI,Costa Rica,336.0,499950.5615999999,0.19448593175016096,0.17359838073732442,0.06771387456988712,3.2943452380952385,0.35895580460499577,0.20815354117524298,0.0,0.0,ssp245
PAK,Pakistan,82.0,122011.74419999997,0.18885151111375342,0.0515979801907744,0.0567020579425244,2.4731707317073175,0.5435084033945541,0.21054575093859845,0.0,0.0,ssp245
TGO,Togo,32.0,47614.3392,0.1888247556305732,0.16357421874999983,0.0,3.4468749999999995,0.3567921541852442,0.19297514625557316,0.0,0.0,ssp245
YEM,Yemen,144.0,214264.52639999997,0.18585078625103968,0.0560559206810895,0.017710799695512393,2.7020833333333334,0.5260760863683165,0.19154534111963822,0.0,0.0,ssp245
SOM,Somalia,74.0,110108.15939999997,0.18140319767999183,0.1337891132641013,0.03995998328495958,3.128378378378379,0.38169547015980376,0.19971965163417887,0.0,0.0,ssp245
MAF,Saint Martin (French part),17.0,25295.117700000003,0.17986968481959517,0.35973936963919034,0.156978739278381,4.199999999999999,0.0,0.18094187688151195,0.0,0.0,ssp245
PER,Peru,52.0,77373.30119999997,0.17727125868334132,0.14753605769230768,0.0,3.3442307692307702,0.3450107661239583,0.21209697983718737,0.0,0.0,ssp245
AIA,Anguilla,15.0,22319.221500000003,0.17686444718817051,0.35372889437634103,0.14495778875268225,4.2,0.0,0.17772004724150142,0.0,0.0,ssp245
GNB,Guinea-Bissau,1409.0,2096518.8728999996,0.17537520456600408,0.17796488811813704,0.026218988443513145,3.455074520936836,0.28797586835645206,0.18921097247090837,0.0,0.0,ssp245
KNA,Saint Kitts and Nevis,5.0,7439.7405,0.17243066825176964,0.3448613365035393,0.18972267300707873,4.0,0.0,0.17312298429649028,0.0,0.0,ssp245
ERI,Eritrea,377.0,560956.4336999999,0.17163297263243812,0.11713641457688721,0.14574497769488864,2.683289124668435,0.37688255114664815,0.18046002098716854,0.0,0.0,ssp245
IRN,"Iran, Islamic Republic of",320.0,476143.39199999993,0.16966456116661127,0.04256555245777243,0.03767016741554489,2.550625,0.494605949792417,0.18634979559645973,0.0,0.0,ssp245
GLP,Guadeloupe,134.0,199385.04539999994,0.16808633593036,0.33115460038208705,0.1900610664358158,3.911194029850747,0.008363452464388294,0.1712148982811199,0.0,0.0,ssp245
GNQ,Equatorial Guinea,109.0,162186.34290000005,0.1679535446060983,0.15223623853210994,0.0,3.3743119266055026,0.30611808446681105,0.1699604253400433,0.0,0.0,ssp245
VIR,"Virgin Islands, U.S.",22.0,32734.85820000001,0.16321433479721653,0.32642866959443306,0.1528573391888667,4.0,0.0,0.17127304058173332,0.0,0.0,ssp245
GMB,Gambia,318.0,473167.4957999999,0.16235704734001377,0.16222270551933082,0.002118367013504456,3.4314465408805046,0.27081898193449455,0.17591668441323827,0.0,0.0,ssp245
DJI,Djibouti,41.0,61005.8721,0.162044490498015,0.12015640078282377,0.08711158205345249,2.8902439024390247,0.3398876336886769,0.17875688552641494,0.0,0.0,ssp245
VGB,"Virgin Islands, British",16.0,23807.1696,0.161226603287334,0.322453206574668,0.13709391314933647,4.0249999999999995,0.0,0.16712211015310882,0.0,0.0,ssp245
COG,Congo,102.0,151770.70620000004,0.1601271120408716,0.15624999999999986,0.0,3.4000000000000004,0.2733403734695724,0.16012711204087174,0.0,0.0,ssp245
GAB,Gabon,938.0,1395695.3178000003,0.15812357698003782,0.15190231876332616,0.0,3.3721748400852873,0.2739080586612492,0.16029741759837474,0.0,0.0,ssp245
SLV,El Salvador,198.0,294613.72380000004,0.15766354254953163,0.15212489989929412,0.025840708889497504,3.2909090909090906,0.27200364199961513,0.15868977420991204,0.0,0.0,ssp245
SDN,Sudan,91.0,135403.2771,0.1567729287924495,0.10601921309103096,0.1450741404677764,2.6142857142857143,0.3458777408231133,0.17037859992132315,0.0,0.0,ssp245
EGY,Egypt,146.0,217240.42259999996,0.15063722276053432,0.04910312630355905,0.05946481425095377,2.5239726027397267,0.42028553202918256,0.16826273602183228,0.0,0.0,ssp245
DMA,Dominica,9.0,13391.5329,0.15057673201693872,0.30115346403387744,0.16480692806775502,3.8,0.0,0.15220253385779867,0.0,0.0,ssp245
MTQ,Martinique,95.0,141355.06950000004,0.14863379044820269,0.2947693090278834,0.1770386180557666,3.72,0.0041637864475369026,0.15956938495547518,0.0,0.0,ssp245
ANT,ANT,42.0,62493.8202,0.14788828953909333,0.25135640658282105,0.21327828935611873,3.3261904761904755,0.07403362082560944,0.15048112435413438,0.0,0.0,ssp245
MDV,Maldives,24.0,35710.754400000005,0.14356947002942302,0.28713894005884605,0.16542371345102558,3.7083333333333326,0.0,0.20519422183469063,0.0,0.0,ssp245
QAT,Qatar,167.0,248487.3326999999,0.13888666334090932,0.039054587629140554,0.07810917525828111,2.4000000000000004,0.3978645650877966,0.14508736749013557,0.0,0.0,ssp245
GUF,French Guiana,460.0,684456.1260000002,0.1361738082071015,0.21737747459543855,0.06335549266913815,3.588478260869565,0.09161690303127416,0.15425284305042838,0.0,0.0,ssp245
ABW,Aruba,15.0,22319.221500000003,0.13420799623380011,0.26841599246760023,0.27224865160186734,3.246666666666666,0.0,0.13915794342949672,0.0,0.0,ssp245
BMU,Bermuda,25.0,37198.70250000001,0.1277790592322789,0.2555581184645578,0.011116236929115732,4.0,0.0,0.12851017969495881,0.0,0.0,ssp245
NCL,New Caledonia,680.0,1011804.7079999999,0.10697826425728817,0.18638865252937536,0.07061737858816258,3.3669117647058835,0.045946459975334926,0.11657599119740947,0.0,0.0,ssp245
STP,Sao Tome and Principe,5.0,7439.7405,0.0859374999999999,0.1718749999999998,0.0,3.499999999999999,0.0,0.0859374999999999,0.0,0.0,ssp245
COD,"Congo, The Democratic Republic of the",106.0,157722.49860000002,0.08285600648520246,0.15624999999999992,0.0,3.3999999999999995,0.01577002161734172,0.08285600648520251,0.0,0.0,ssp245
BHR,Bahrain,89.0,132427.3809,0.03496904827421648,0.06993809654843296,0.13987619309686591,2.3550561797752816,0.0,0.0433143143718376,0.0,0.0,ssp245
PHL,Philippines,4370.0,6502333.196999999,0.5607445756316066,0.609765046624417,0.36744940844503676,7.500617848970253,0.8528735077313268,0.6355077250926155,0.0,0.0,ssp370
CHN,China,776.0,1154647.7256,0.536208578905739,0.48296582143194605,0.17359678223006214,7.339304123711341,0.9824188939658864,0.5638389523237586,5951.7924,0.005154639175257732,ssp370
VNM,Viet Nam,1708.0,2541415.3548,0.5303014474290874,0.46814527968056324,0.12299365590028823,7.395901639344263,0.9874293586293525,0.5512092460051515,0.0,0.0,ssp370
FJI,Fiji,620.0,922527.8219999999,0.48173633270009114,0.7332892509526149,0.7032571160031984,7.260967741935485,0.3836390240792794,0.5095361516682283,0.0,0.0,ssp370
IDN,Indonesia,19581.0,29135511.746099994,0.47953916311327777,0.4294697597791329,0.12998836320299284,7.168168122159238,0.8826809440790379,0.5228682596572689,0.0,0.0,ssp370
AUS,Australia,5666.0,8430713.9346,0.4729899629401848,0.4973470231691608,0.36324720945555083,6.904941757853867,0.7477215045186812,0.5567542064855037,0.0,0.0,ssp370
TWN,"Taiwan, Province of China",89.0,132427.3809,0.4620281824934285,0.46915770113998395,0.16428294285424988,7.2898876404494395,0.7581644397447883,0.5020934315254884,0.0,0.0,ssp370
MDG,Madagascar,1226.0,1824224.3705999998,0.46183486035809296,0.5766906785733251,0.2713500599440639,7.581810766721046,0.5782984035714345,0.5089403967462267,0.0,0.0,ssp370
VUT,Vanuatu,18.0,26783.065800000004,0.45704308519785075,0.7050370903129984,0.554107102436696,7.511111111111111,0.3484151334711719,0.4733696913494904,0.0,0.0,ssp370
JPN,Japan,154.0,229144.00739999994,0.4567194080924192,0.6139405289701365,0.4255722556314706,7.366233766233769,0.499163812024503,0.4686220865251939,0.0,0.0,ssp370
SYC,Seychelles,121.0,180041.72010000004,0.4535378330919486,0.7100745290392858,0.46545055792552614,7.77768595041322,0.32833522857435243,0.4847889863117041,0.0,0.0,ssp370
GUM,Guam,13.0,19343.3253,0.4414476600339796,0.8828953200679592,0.8113746857199639,7.776923076923077,0.0,0.44479938098282445,0.0,0.0,ssp370
BRA,Brazil,7369.0,10964689.5489,0.4371227386168178,0.38423960640244886,0.029080430116658753,7.196376713258244,0.8166764513853114,0.48355870335702583,0.0,0.0,ssp370
PLW,Palau,73.0,108620.21129999998,0.43615414334653535,0.8723082866930707,0.7446165733861412,8.105479452054798,0.0,0.44130185403910555,0.0,0.0,ssp370
HKG,Hong Kong,29.0,43150.49490000001,0.435706976748092,0.5242140340159559,0.24127608846613885,7.379310344827585,0.5786665324670467,0.44022048819578974,0.0,0.0,ssp370
MEX,Mexico,4583.0,6819266.142299999,0.4280802079916822,0.411551272451625,0.3375884469082442,6.510888064586518,0.7410152392195658,0.5589812323038822,0.0,0.0,ssp370
BGD,Bangladesh,2967.0,4414742.0127,0.4260463139562937,0.325031770186289,0.06944213703462584,6.767677789012472,0.8784347628771642,0.4334472867691779,0.0,0.0,ssp370
MYS,Malaysia,2998.0,4460868.4037999995,0.4233390300955898,0.4732736088299819,0.09359586737705868,7.502968645763844,0.6223407522686628,0.45176656073920624,0.0,0.0,ssp370
JAM,Jamaica,136.0,202360.94159999996,0.41888241945286264,0.5882303029102466,0.4735738955808412,7.097794117647062,0.4158908933257978,0.4379161549194629,0.0,0.0,ssp370
BLZ,Belize,398.0,592203.3438,0.4147185965219927,0.6050028888175548,0.677342461052195,6.638190954773871,0.37405717371071767,0.4460730120421649,0.0,0.0,ssp370
ECU,Ecuador,884.0,1315346.1204000001,0.41405531935505874,0.4975909167085638,0.0,8.035859728506788,0.5508662033359227,0.41525986100077683,0.0,0.0,ssp370
MOZ,Mozambique,1751.0,2605397.1231000004,0.413892675802335,0.49341086292815717,0.20525775183088957,7.310222729868646,0.5572908144608549,0.47179128711148266,0.0,0.0,ssp370
KHM,Cambodia,395.0,587739.4994999999,0.4137674858397347,0.4327488333886124,0.05462096729293009,7.389367088607598,0.6579768971514282,0.41968477067274107,0.0,0.0,ssp370
MYT,Mayotte,64.0,95228.67839999999,0.4077913218080735,0.8124257321057385,0.6618885012485141,7.800000000000001,0.005261519184013881,0.41142471365644295,0.0,0.0,ssp370
THA,Thailand,1580.0,2350957.9979999997,0.4074743670249451,0.42826710909429744,0.06666080046707545,7.332658227848104,0.644469374925988,0.43884998048593593,0.0,0.0,ssp370
SLB,Solomon Islands,783.0,1165063.3623000002,0.4074475750976086,0.5673328102853448,0.6240464445619862,6.578671775223499,0.41260389984978724,0.48757251306936156,0.0,0.0,ssp370
HTI,Haiti,209.0,310981.1529,0.40205181708214943,0.46235862149247947,0.18698908420416824,7.1918660287081355,0.5695750211196989,0.4354641695143334,0.0,0.0,ssp370
TZA,"Tanzania, United Republic of",617.0,918063.9776999999,0.4015049510639106,0.5149579426151818,0.19463165448422015,7.455267423014586,0.4800865991877322,0.42184231255305826,0.0,0.0,ssp370
CUB,Cuba,1815.0,2700625.8015000005,0.39193742623774913,0.46835117021054246,0.33719208636537634,6.818677685950412,0.5258728037749264,0.4642083094141986,0.0,0.0,ssp370
MMR,Myanmar,3023.0,4498067.1063,0.3916461078804796,0.3508469283524943,0.030518546429446597,7.012173337743963,0.7207421456807748,0.41180121061319475,0.0,0.0,ssp370
PRI,Puerto Rico,122.0,181529.66820000004,0.3893182454879471,0.4475895336558905,0.1450272761763833,7.225409836065573,0.5517449288666733,0.39540377864385895,0.0,0.0,ssp370
TON,Tonga,30.0,44638.443000000014,0.3890148753132885,0.6037566503444876,0.3704762636519383,7.459999999999995,0.2904551671368157,0.41457449017659703,0.0,0.0,ssp370
COL,Colombia,1532.0,2279536.4891999997,0.3868660607395581,0.423743378294847,0.04935311380853132,7.35496083550914,0.5833145719737821,0.40647585307361606,0.0,0.0,ssp370
IND,India,3490.0,5192938.869000001,0.383511817502358,0.20607807436424494,0.03583226037021759,6.058280802292264,0.9349092677341182,0.46782604510856496,0.0,0.0,ssp370
HND,Honduras,403.0,599643.0843,0.38321703677811597,0.5463416297154111,0.41967526384218135,7.0171215880893305,0.3668207397347014,0.43400384672134584,0.0,0.0,ssp370
VEN,"Venezuela, Bolivarian Republic of",1894.0,2818173.7014000006,0.3831061196485164,0.3876857750804298,0.160838326335133,6.859239704329461,0.6308774403610051,0.3986759528076084,0.0,0.0,ssp370
DOM,Dominican Republic,180.0,267830.658,0.3816462562765919,0.4581893625411687,0.14395074154324236,7.285555555555557,0.5085052500200253,0.4132701946376898,0.0,0.0,ssp370
NIC,Nicaragua,450.0,669576.645,0.3815989492108357,0.5175282149973571,0.29151733534450824,7.207555555555556,0.4094494723738575,0.4318811862351869,0.0,0.0,ssp370
