ML,NO.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max,source,predicted_by_best,within_1MPa_gap,mahalanobis_to_training
CLMax,4,0.1198642120418433,0.4502153809025771,0.0699297442560839,0.08027117818202543,0.24001053482350546,0.03970894979396501,121.21726822363765,EI,183.31820126893496,816.6817987310651,2.471254620787779
CLMax,5,0.0,0.6970201882454375,0.010083299571405182,0.09070948756969056,0.10152379394381653,0.10066323066964568,145.84571832979475,EI,182.19664831716608,817.8033516828339,3.2959378519787377
CLMin,1,0.0,0.3695976102710987,0.0,0.1399349291370532,0.4795553630002681,0.01091209759157822,198.21656050955414,EI,199.0369081160049,800.963091883995,4.7723983556869625
CLMin,2,0.0,0.19937068821830842,0.3707979399755839,0.09005216776364515,0.2803564407674301,0.05942276327502887,120.87756546355273,EI,200.13976896662933,799.8602310333706,4.928519305669859
CLMin,3,0.0,0.1801339715215124,0.0702086980601118,0.07013239349779174,0.2499423835321699,0.42958255338840984,71.56404812455767,EI,176.06680648203238,823.9331935179677,9.115061615684914
CLMin,4,0.0,0.3201491503123386,0.009693408996871882,0.15022111775922764,0.5199363229315608,0.0,171.0403397027601,EI,158.28858062735551,841.7114193726445,5.184024056133499
CLMin,5,0.0,0.2401486532429544,0.10994940264700406,0.060495335836426675,0.22988132841259373,0.3595252798610205,123.42533616418967,EI,180.37542410449606,819.624575895504,7.663794847595763
LP_df,1,0.08012643627304614,0.5898369082531372,0.03976721977444278,0.13021460556611913,0.150088490271766,0.009966339861488887,115.32908704883228,EI,176.6426119804707,823.3573880195293,2.3592448955358254
LP_df,2,0.09056945837772513,0.5554798455143414,0.04035248524031987,0.13133097685608386,0.15185796847644026,0.030409265535089748,107.2894550601557,EI,169.04133496166457,830.9586650383354,2.1688379720461497
LP_df,3,0.14918261129691582,0.2305265980696533,0.08040810554340597,0.17988833818832858,0.35999434690169185,0.0,139.7876857749469,EI,151.8742678665169,848.1257321334831,3.501495786565009
LP_df,4,0.2601666954743901,0.24978520813496735,0.3099899812379255,0.1800581151527174,0.0,0.0,92.90870488322717,EI,41.18737169924178,958.8126283007582,2.4583734147913696
LP_df,5,0.0504726611021973,0.4294863343830935,0.0,0.22978090922018446,0.2800003853226403,0.010259709971881196,116.80113234253362,EI,163.42271623271472,836.5772837672853,2.955473868006999
LP_df,6,0.08979049976874494,0.5440134459076447,0.03991615583699945,0.13852357302346827,0.1283401472353059,0.0594161782278392,120.36801132342534,EI,152.97510876363754,847.0248912363625,2.164733458404691
LP_df,7,0.12951825842145334,0.10864140108359957,0.20762502728673082,0.19788827089047695,0.31676702851550625,0.0395600138022286,87.64331210191082,EI,116.26534964005977,883.7346503599402,4.00206540561495
LP_df,8,0.07971471450684928,0.4901409634787216,0.0,0.1497001443367709,0.13042011805730983,0.15002405962034493,139.95753715498938,EI,148.77615841677178,851.2238415832282,3.3105457521747588
LP_df,9,0.0707870459290299,0.5254581081837406,0.0504040735510668,0.14136330700685024,0.1813954868114702,0.030591978517842608,153.82873319179052,EI,191.6299380947139,808.3700619052861,2.2221429649395197
LP_df,10,0.059071364764711795,0.5443228784748599,0.009804760079407358,0.11942060997329142,0.17835439680695842,0.0890259899007709,112.27176220806794,EI,204.14671775793067,795.8532822420693,2.7373275754890627
old-SM-GP,1,0.020046971580007317,0.25027701084467574,0.0295662478169173,0.1198353405487493,0.30976504389277365,0.2705093853168772,153.5456475583864,EI,218.38773094400216,781.6122690559978,6.176927287671806
old-SM-GP,2,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,EI,279.1505364425958,720.8494635574042,3.308006476735107
old-SM-GP,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,EI,193.06770527535116,806.9322947246488,3.5476199776956214
old-SM-GP,4,0.0,0.0,0.09019987158269828,0.13068486508832255,0.6793115071894001,0.09980375613957554,105.19462137296532,EI,60.75832265278672,939.2416773472132,7.812096527745061
old-SM-GP,5,0.0,0.4309329430216968,0.0,0.17970950741575445,0.389357549562547,0.0,189.83722576079265,EI,224.3016002143309,775.6983997856692,3.8853274540808727
old-SM-GP,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,EI,218.43140269910504,781.5685973008949,3.4355428991014154
old-SM-GP,7,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,EI,259.31138166431305,740.6886183356869,3.1254666206337567
old-SM-GP,8,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,EI,303.6356524846369,696.3643475153631,3.4626025139888457
old-SM-GP,9,0.0,0.670098009545836,0.0,0.12023606117082955,0.06983834577647466,0.13982758350685942,167.64331210191082,EI,165.19271501577654,834.8072849842234,3.6688280514429903
old-SM-GP,10,0.14996299355778708,0.22960385468129363,0.20996598236824385,0.11023387722483045,0.30023329216784966,0.0,90.70063694267516,EI,147.198105885112,852.801894114888,3.4704329066849144
RFR-GP-2rd-ei,1,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,EI,292.62284754995494,707.3771524500451,3.739000095808968
RFR-GP-2rd-ei,2,0.3701803627954613,0.3896137273547119,0.0,0.030062217070744975,0.2101436927790818,0.0,130.89879688605802,EI,20.98955328618472,979.0104467138153,2.4792290180393817
RFR-GP-2rd-ei,3,0.20181492051173947,0.1819184218616567,0.20208277751936538,0.20180251893718562,0.010060494404668956,0.20232086676538388,47.8414720452937,EI,14.832379470192329,985.1676205298077,4.434527409445757
RFR-GP-2rd-ei,4,0.0,0.0501938722332982,0.0,0.31981147125166814,0.3103333570670893,0.31966129944794835,78.47133757961784,EI,38.90065461740371,961.0993453825963,7.640217588512799
RFR-GP-2rd-ei,5,0.24995476525952784,0.029923659141684218,0.0,0.25013332887103407,0.22017000963190225,0.249818237095852,99.30644019815995,EI,29.257058019179237,970.7429419808208,5.760240768930726
RFR-GP-2rd-ei,6,0.0,0.02975272589343195,0.3501179384372687,0.35011143647983567,0.27001789918946384,0.0,89.7381457891012,EI,25.63984354980738,974.3601564501926,5.584154816902281
RFR-GP-2rd-ei,7,0.0,0.42013150127315646,0.0,0.06993398264353465,0.12991557197333822,0.3800189441099705,69.52583156404812,EI,172.26477680510877,827.7352231948912,7.650375617995339
RFR-GP-2rd-ei,8,0.0,0.17174129687129278,0.1112116642900712,0.32304861041807176,0.2322458105515182,0.16175261786904635,97.0417551309271,EI,46.000096440720455,953.9999035592796,4.743179087866984
RFR-GP-2rd-ei,9,0.0,0.2621089769835839,0.2627249266170682,0.10088139072587356,0.111220656174369,0.2630640494991074,107.79900920028308,EI,140.663061603928,859.336938396072,5.813957344656278
RFR-GP-2rd-ei,10,0.0,0.17171288689817044,0.0,0.32343811526525434,0.020201004379958185,0.4846479934566174,3.113941967445152,EI,23.506929038548115,976.4930709614518,10.300511460611823
GP-GP-2rd-ei,1,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,EI,292.62284754995494,707.3771524500451,3.739000095808968
GP-GP-2rd-ei,2,0.009907477744653136,0.605806079851102,0.0,0.060777477665002556,0.3235089647392457,0.0,263.722576079264,EI,296.64396510624204,703.356034893758,3.8496407459576734
GP-GP-2rd-ei,3,0.0,0.43561740465979504,0.0,0.07916516851010148,0.13866238875747197,0.346555038072632,105.19462137296532,EI,185.2620623996715,814.7379376003285,6.995170441654378
GP-GP-2rd-ei,4,0.0,0.6361065807886185,0.0,0.13159196232562578,0.2323014568857508,0.0,239.26397735314933,EI,272.5735092751328,727.4264907248672,3.200757523413793
GP-GP-2rd-ei,5,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0,281.6135881104034,EI,299.9543635226338,700.0456364773662,3.8277828612810407
GP-GP-2rd-ei,6,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0,253.70134465675866,EI,293.96540230418225,706.0345976958178,4.042574285435242
GP-GP-2rd-ei,7,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0,152.9794762915782,EI,244.72648325588204,755.273516744118,4.322279750424588
GP-GP-2rd-ei,8,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0,241.13234253361642,EI,290.82351782635664,709.1764821736433,3.896174579005836
GP-GP-2rd-ei,10,0.0,0.3895955545517673,0.0,0.12995037241871144,0.480454073029521,0.0,197.53715498938428,EI,206.73643377406523,793.2635662259347,4.808133561488509
RFR-GP-3rd-ei,1,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822,101.3446567586695,EI,265.81262165233153,734.1873783476685,4.0134202721014764
RFR-GP-3rd-ei,2,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,EI,309.73524607610756,690.2647539238924,3.707705848747166
RFR-GP-3rd-ei,3,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337,160.2830856334041,EI,205.45656768197432,794.5434323180257,5.966335156269212
RFR-GP-3rd-ei,4,0.0,0.17199235049354533,0.29250104540001787,0.07076399516267774,0.20260652106431945,0.2621360878794392,100.89171974522293,EI,153.6498992173572,846.3501007826428,6.424038117566809
RFR-GP-3rd-ei,5,0.23972116144187364,0.33040906267370485,0.0,0.050020296541016175,0.1498795124718861,0.2299699668715189,91.04033970276008,EI,62.45843551676208,937.541564483238,4.63258465320371
RFR-GP-3rd-ei,6,0.0,0.24995972002507869,0.18005513403863244,0.19010301623658046,0.3798821296997081,0.0,127.67162066525124,EI,179.96093857265896,820.039061427341,4.275486810429163
RFR-GP-3rd-ei,8,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106,117.310686482661,EI,261.62585580741006,738.3741441925899,3.9185286250682116
RFR-GP-3rd-ei,9,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796,155.07430997876858,EI,171.59608019558743,828.4039198044126,4.874669562916119
RFR-GP-3rd-ei,10,0.0,0.2571294056185233,0.08910149880558355,0.1388090323697133,0.2574712241366586,0.25748883906952114,74.50813871196037,EI,203.90308375963116,796.0969162403688,5.76835321517687
GP-GP-3rd-ei,1,0.0,0.5444484379756863,0.0,0.0603759927335358,0.25242859298617726,0.14274697630459565,101.6277423920736,EI,268.1300704292601,731.8699295707399,3.936017257064436
GP-GP-3rd-ei,2,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,EI,309.73524607610756,690.2647539238924,3.707705848747166
GP-GP-3rd-ei,3,0.0,0.3401435950239107,0.0,0.04989582013950206,0.1597702147754518,0.4501903700611349,75.1309271054494,EI,159.13272127630253,840.8672787236975,9.137398535849947
GP-GP-3rd-ei,4,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0,245.0955414012739,EI,297.79933270724723,702.2006672927528,3.562140975466338
GP-GP-3rd-ei,5,0.0,0.27740164771459935,0.0,0.14838874224588267,0.23782970219464653,0.33637990784487287,109.95046001415429,EI,195.54474476573796,804.455255234262,7.10075607887649
GP-GP-3rd-ei,6,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0,200.08492569002124,EI,292.8031449432447,707.1968550567553,3.9407217540495156
GP-GP-3rd-ei,7,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0,250.98372257607926,EI,282.29355629897253,717.7064437010274,3.5736904981526343
GP-GP-3rd-ei,8,0.0,0.3200646818905708,0.20981787065397678,0.17003293257227375,0.3000845148831786,0.0,81.0757254069356,EI,215.12594867594123,784.8740513240588,3.596862806593788
GP-GP-3rd-ei,9,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0,235.47062986553433,EI,300.92946666074937,699.0705333392507,3.681724960114957
GP-GP-3rd-ei,10,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,EI,307.43004668984435,692.5699533101556,3.8614270331841505
RFR-GP,1,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,PRED,310.7928407864313,689.2071592135687,3.8189292650145767
RFR-GP,2,0.0,0.7996691118884616,0.0,0.10025176678241,0.10007912132912954,0.0,189.10120311394198,PRED,177.37906924609473,822.6209307539052,3.645744971473058
RFR-GP,3,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,PRED,273.2733592788461,726.7266407211539,3.3503353489365377
RFR-GP,4,0.0,0.6802357394406793,0.0,0.10983047191845287,0.20993378864086762,0.0,278.3297947629158,PRED,265.86391555445925,734.1360844455407,3.293014862437867
RFR-GP,5,0.0,0.5603442178578459,0.0,0.139825675254311,0.2998301068878433,0.0,165.03892427459306,PRED,288.9535039697964,711.0464960302036,3.379055695650579
RFR-GP,6,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,PRED,199.00432631053525,800.9956736894648,3.0466612024204047
RFR-GP,7,0.0,0.65651189340022,0.0,0.06067586529899036,0.2828122413007896,0.0,303.86411889596604,PRED,291.92654943071693,708.0734505692831,3.7175540074672835
RFR-GP,8,0.0,0.46987923926463593,0.0,0.0901977817902402,0.33003920200232817,0.10988377694279143,163.5102618542109,PRED,294.75096138106005,705.24903861894,3.9492842091254197
RFR-GP,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,PRED,271.4397013808545,728.5602986191454,4.426817612847625
RFR-GP,10,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,PRED,214.52527495558797,785.474725044412,3.3426054772497404
GP-GP,1,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423,193.97027600849256,PRED,228.76865446699884,771.2313455330011,3.117849906589758
GP-GP,2,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,PRED,236.44509301148918,763.5549069885108,3.1022006567460867
GP-GP,3,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,PRED,236.22706756459718,763.7729324354028,3.1032583869043195
GP-GP,4,0.0,0.6703221377604839,0.0,0.09988757091972418,0.2297902913197883,0.0,216.61712668082095,PRED,279.72514268748984,720.2748573125102,3.364993186931936
GP-GP,5,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,PRED,267.7573749213597,732.2426250786402,3.3380018257329676
GP-GP,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,PRED,220.85194286399462,779.1480571360054,3.07646781010793
GP-GP,7,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,PRED,235.04212083531303,764.957879164687,3.130733851302511
GP-GP,8,0.0,0.6868704766183894,0.0,0.1109566680907599,0.2021728552908541,0.0,228.619957537155,PRED,260.17428073422525,739.8257192657748,3.2859450698725845
GP-GP,9,0.0,0.633532357801899,0.0,0.11884343999261548,0.2476242022054837,0.0,206.53927813163483,PRED,286.483642571809,713.516357428191,3.289832367057701
GP-GP,10,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084,199.34890304317057,PRED,212.13230922721095,787.867690772789,3.254489174985529
old-SM-GP,1,0.0,0.5881002724572348,0.0,0.09387710903197888,0.3180226185107864,0.0,353.2908704883227,PRED,311.9895768728663,688.0104231271337,3.671346113477985
old-SM-GP,2,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,PRED,303.6356524846369,696.3643475153631,3.4626025139888457
old-SM-GP,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,PRED,193.06770527535116,806.9322947246488,3.5476199776956214
old-SM-GP,4,0.0,0.5698486315050519,0.0,0.06012094390784448,0.3700304245871038,0.0,308.9030431705591,PRED,296.21994424618424,703.7800557538158,4.1676631972596185
old-SM-GP,5,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,PRED,259.31138166431305,740.6886183356869,3.1254666206337567
old-SM-GP,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,PRED,218.43140269910504,781.5685973008949,3.4355428991014154
old-SM-GP,7,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,PRED,279.1505364425958,720.8494635574042,3.308006476735107
old-SM-GP,8,0.12004796406587426,0.6293367656982021,0.0,0.07029235349628758,0.18032291673964032,0.0,173.7579617834395,PRED,166.93603453250938,833.0639654674906,2.8811285630068117
old-SM-GP,9,0.03907273745472384,0.5346089048230481,0.0,0.05942050861521831,0.27780921421484706,0.08908863489216619,195.78202406227885,PRED,257.95266102659156,742.0473389734084,3.483274397309459
old-SM-GP,10,0.0,0.6899042454375599,0.0,0.08013419921814893,0.03017761242531342,0.19978394291897283,120.14154281670206,PRED,137.31962988583965,862.6803701141604,4.582053442330352
SM-ETR,1,0.019871410746196794,0.589470441151411,0.05035837280150482,0.050220577493968466,0.09996258375221385,0.19011661405470479,102.19391365888181,PRED,146.70798547398428,853.2920145260157,4.060073625973377
SM-ETR,2,0.08954504738520104,0.5701671577137912,0.03062429370020851,0.0498653878422161,0.15991220400448017,0.09988590935409802,84.13305024769993,PRED,153.74544162222054,846.2545583777794,2.845722203979016
