tool,curve,x,y,threshold
uncalled4,PR,1.0,0.22505494505494505,0.0120126535500274
uncalled4,PR,1.0,0.22510441855352825,0.0124542704500927
uncalled4,PR,1.0,0.22515391380826738,0.0127602395243903
uncalled4,PR,1.0,0.2252034308335166,0.0129574400133685
uncalled4,PR,1.0,0.22525296964364278,0.0130982201038097
uncalled4,PR,1.0,0.2253025302530253,0.0133795595983968
uncalled4,PR,1.0,0.22535211267605634,0.0133919742265707
uncalled4,PR,1.0,0.22540171692714064,0.0135298043158811
uncalled4,PR,1.0,0.22545134302069572,0.0135437474990866
uncalled4,PR,1.0,0.22550099097115173,0.0137805327677594
uncalled4,PR,1.0,0.22555066079295155,0.0140285259802782
uncalled4,PR,1.0,0.22560035250055077,0.0142908789147158
uncalled4,PR,1.0,0.2256500661084178,0.0144426267274982
uncalled4,PR,1.0,0.22569980163103373,0.0145562900890044
uncalled4,PR,1.0,0.2257495590828924,0.0145666621796338
uncalled4,PR,1.0,0.22579933847850056,0.0145834467058382
uncalled4,PR,1.0,0.2258491398323776,0.0145870323523833
uncalled4,PR,1.0,0.2258989631590558,0.0148989050364601
uncalled4,PR,1.0,0.22594880847308033,0.0151584999096624
uncalled4,PR,1.0,0.22599867578900906,0.0154172736684461
uncalled4,PR,1.0,0.2260485651214128,0.0160551259559786
uncalled4,PR,1.0,0.22609847648487524,0.0165275471025883
uncalled4,PR,1.0,0.22614840989399293,0.0165865088166105
uncalled4,PR,1.0,0.22619836536337531,0.016757126250493
uncalled4,PR,1.0,0.22624834290764473,0.0169009781860734
uncalled4,PR,1.0,0.22629834254143646,0.0170513347790459
uncalled4,PR,1.0,0.22634836427939875,0.017056591807761
uncalled4,PR,1.0,0.2263984081361928,0.0174729798794612
uncalled4,PR,1.0,0.22644847412649272,0.0177118360215882
uncalled4,PR,1.0,0.22649856226498563,0.0178776494749215
uncalled4,PR,1.0,0.22654867256637168,0.0180312761920177
uncalled4,PR,1.0,0.22659880504536403,0.0186068568130146
uncalled4,PR,1.0,0.2266489597166888,0.0186697107914999
uncalled4,PR,1.0,0.22669913659508523,0.0190496544037014
uncalled4,PR,1.0,0.2267493356953056,0.0191903570907088
uncalled4,PR,1.0,0.22679955703211518,0.0194090409637918
uncalled4,PR,1.0,0.22684980062029242,0.0195170880346226
uncalled4,PR,1.0,0.22690006647462885,0.0195236991750113
uncalled4,PR,1.0,0.22695035460992907,0.0197731612593204
uncalled4,PR,1.0,0.22700066504101085,0.0198574698168066
uncalled4,PR,1.0,0.2270509977827051,0.0199135509318734
uncalled4,PR,1.0,0.22710135284985583,0.0200641824600009
uncalled4,PR,1.0,0.22715173025732033,0.0212924638127815
uncalled4,PR,1.0,0.22720213001996895,0.0214667243596674
uncalled4,PR,1.0,0.2272525521526853,0.0214771413757681
uncalled4,PR,1.0,0.22730299667036627,0.0215258129736728
uncalled4,PR,1.0,0.22735346358792186,0.0217255016395152
uncalled4,PR,1.0,0.22740395292027538,0.0217543981392898
uncalled4,PR,1.0,0.22745446468236338,0.0218223099006459
uncalled4,PR,1.0,0.22750499888913575,0.0218665207231716
uncalled4,PR,1.0,0.22755555555555557,0.0220157009961881
uncalled4,PR,1.0,0.22760613469659924,0.0225440694413175
uncalled4,PR,1.0,0.22765673632725655,0.0225969785098914
uncalled4,PR,1.0,0.22770736046253057,0.0226234676847287
uncalled4,PR,1.0,0.2277580071174377,0.0228869133059838
uncalled4,PR,1.0,0.2278086763070078,0.023702908204422
uncalled4,PR,1.0,0.22785936804628393,0.0237982571981248
uncalled4,PR,1.0,0.22791008235032273,0.0243785051750153
uncalled4,PR,1.0,0.22796081923419412,0.0245321427839862
uncalled4,PR,1.0,0.22801157871298153,0.0245499903560313
uncalled4,PR,1.0,0.22806236080178174,0.0245862701779085
uncalled4,PR,1.0,0.22811316551570507,0.0246025888817767
uncalled4,PR,1.0,0.2281639928698752,0.0247164358401852
uncalled4,PR,1.0,0.22821484287942947,0.0254024051508253
uncalled4,PR,1.0,0.2282657155595185,0.0254815770840192
uncalled4,PR,1.0,0.22831661092530658,0.0256174389650746
uncalled4,PR,1.0,0.22836752899197146,0.0256191152277794
uncalled4,PR,1.0,0.22841846977470445,0.0258010243486429
uncalled4,PR,1.0,0.2284694332887104,0.0258184976277043
uncalled4,PR,1.0,0.22852041954920777,0.0263181167836615
uncalled4,PR,1.0,0.22857142857142856,0.026338986581736
uncalled4,PR,1.0,0.22862246037061845,0.0266556060894826
uncalled4,PR,1.0,0.2286735149620366,0.0266666474556474
uncalled4,PR,1.0,0.228724592360956,0.026806246708752
uncalled4,PR,1.0,0.2287756925826631,0.0271069278667008
uncalled4,PR,1.0,0.2288268156424581,0.0272869440513084
uncalled4,PR,1.0,0.2288779615556549,0.027335176891528
uncalled4,PR,1.0,0.22892913033758105,0.0273403336430801
uncalled4,PR,1.0,0.22898032200357782,0.0273973164734715
uncalled4,PR,1.0,0.22903153656900022,0.0279733685422559
uncalled4,PR,1.0,0.229082774049217,0.0282604877079821
uncalled4,PR,1.0,0.22913403445961064,0.0284599332384039
uncalled4,PR,1.0,0.22918531781557744,0.0285487922261717
uncalled4,PR,1.0,0.22923662413252743,0.0288137356475132
uncalled4,PR,1.0,0.22928795342588446,0.0290123807949615
uncalled4,PR,1.0,0.22933930571108624,0.0290867626267842
uncalled4,PR,1.0,0.22939068100358423,0.0291928524570882
uncalled4,PR,1.0,0.22944207931884383,0.0294560406014921
uncalled4,PR,1.0,0.22949350067234425,0.0297137786450302
uncalled4,PR,1.0,0.22954494507957857,0.0297601890725855
uncalled4,PR,1.0,0.2295964125560538,0.0298036813598508
uncalled4,PR,1.0,0.22964790311729089,0.0298665485654678
uncalled4,PR,1.0,0.22969941677882458,0.0303149614828331
uncalled4,PR,1.0,0.22975095355620373,0.0307273380070183
uncalled4,PR,1.0,0.22980251346499103,0.0309360182791446
uncalled4,PR,1.0,0.2298540965207632,0.030948153967142
uncalled4,PR,1.0,0.2299057027391109,0.0310252569497358
uncalled4,PR,1.0,0.2299573321356389,0.0310856593179175
uncalled4,PR,1.0,0.23000898472596587,0.0314753686469047
uncalled4,PR,1.0,0.23006066052572455,0.031478524215562
uncalled4,PR,1.0,0.2301123595505618,0.0315732491374218
uncalled4,PR,1.0,0.23016408181613845,0.031777871637966
uncalled4,PR,1.0,0.2302158273381295,0.0323546678525178
uncalled4,PR,1.0,0.23026759613222397,0.0326634816639945
uncalled4,PR,1.0,0.23031938821412506,0.0328500832440056
uncalled4,PR,1.0,0.23037120359955005,0.0329415425880949
uncalled4,PR,1.0,0.2304230423042304,0.0332465440601485
uncalled4,PR,1.0,0.23047490434391177,0.0333926374904753
uncalled4,PR,1.0,0.2305267897343539,0.0335447729612406
uncalled4,PR,1.0,0.23057869849133078,0.0342865479023629
uncalled4,PR,1.0,0.23063063063063063,0.0348883611193275
uncalled4,PR,1.0,0.23068258616805587,0.035344275611695
uncalled4,PR,1.0,0.23073456511942317,0.0354060678671301
uncalled4,PR,1.0,0.23078656750056345,0.0354411508577071
uncalled4,PR,1.0,0.2308385933273219,0.0355568797837655
uncalled4,PR,1.0,0.23089064261555806,0.0356373621934358
uncalled4,PR,1.0,0.2309427153811457,0.0357925802753733
uncalled4,PR,1.0,0.23099481163997293,0.0358451560648444
uncalled4,PR,1.0,0.23104693140794225,0.0358831596514322
uncalled4,PR,1.0,0.23109907470097044,0.0360643368706231
uncalled4,PR,1.0,0.2311512415349887,0.0360678674096615
uncalled4,PR,1.0,0.23120343192594264,0.0364263865607497
uncalled4,PR,1.0,0.23125564588979222,0.0364514187023513
uncalled4,PR,1.0,0.23130788344251185,0.0366751750821517
uncalled4,PR,1.0,0.23136014460009038,0.0367379413653861
uncalled4,PR,1.0,0.23141242937853107,0.0371179317525536
uncalled4,PR,1.0,0.2314647377938517,0.0371485922564953
uncalled4,PR,1.0,0.23151706986208456,0.037339632365343
uncalled4,PR,1.0,0.23156942559927635,0.0373650432657591
uncalled4,PR,1.0,0.23162180502148835,0.0375206475156314
uncalled4,PR,1.0,0.2316742081447964,0.0376327717895958
uncalled4,PR,1.0,0.23172663498529078,0.0377052634833066
uncalled4,PR,1.0,0.2317790855590765,0.0380340862425992
uncalled4,PR,1.0,0.23183155988227303,0.0382327936379779
uncalled4,PR,1.0,0.2318840579710145,0.0383081121112901
uncalled4,PR,1.0,0.2319365798414496,0.0383307385158842
uncalled4,PR,1.0,0.23198912550974174,0.0384145083294347
uncalled4,PR,1.0,0.2320416949920689,0.038508001774224
uncalled4,PR,1.0,0.23209428830462375,0.0385852374299623
uncalled4,PR,1.0,0.2321469054636137,0.0389212894914852
uncalled4,PR,1.0,0.23219954648526078,0.0389739683603778
uncalled4,PR,1.0,0.23225221138580177,0.0390002189529071
uncalled4,PR,1.0,0.2323049001814882,0.039344403933097
uncalled4,PR,1.0,0.23235761288858633,0.0396198941350403
uncalled4,PR,1.0,0.23241034952337722,0.0396888332163688
uncalled4,PR,1.0,0.23246311010215664,0.0397344937224255
uncalled4,PR,1.0,0.23251589464123523,0.0397807445456192
uncalled4,PR,1.0,0.23256870315693845,0.0402583722019463
uncalled4,PR,1.0,0.23262153566560653,0.0403432683990696
uncalled4,PR,1.0,0.23267439218359465,0.0404874547141194
uncalled4,PR,1.0,0.23272727272727273,0.0408617401832769
uncalled4,PR,1.0,0.2327801773130257,0.0410279549063186
uncalled4,PR,1.0,0.2328331059572533,0.0413771757762163
uncalled4,PR,1.0,0.23288605867637024,0.0414639476571727
uncalled4,PR,1.0,0.2329390354868062,0.041548270075829
uncalled4,PR,1.0,0.23299203640500568,0.041601666725405
uncalled4,PR,1.0,0.23304506144742831,0.0416676185985215
uncalled4,PR,1.0,0.2330981106305486,0.0419523656818551
uncalled4,PR,1.0,0.2331511839708561,0.0425564733757669
uncalled4,PR,1.0,0.2332042814848554,0.0428345256251466
uncalled4,PR,1.0,0.23325740318906607,0.0432713942306269
uncalled4,PR,1.0,0.23331054910002277,0.0434699838911996
uncalled4,PR,1.0,0.2333637192342753,0.0435052908271959
uncalled4,PR,1.0,0.23341691360838843,0.0437331312941633
uncalled4,PR,1.0,0.23347013223894209,0.0439136482130559
uncalled4,PR,1.0,0.23352337514253135,0.0440828145636299
uncalled4,PR,1.0,0.23357664233576642,0.0442119945944894
uncalled4,PR,1.0,0.23362993383527264,0.0442754821874008
uncalled4,PR,1.0,0.23368324965769055,0.0448377560131421
uncalled4,PR,1.0,0.23373658981967588,0.0449259608209851
uncalled4,PR,1.0,0.23378995433789954,0.0450444238146034
uncalled4,PR,1.0,0.23384334322904773,0.045113075590886
uncalled4,PR,1.0,0.23389675650982183,0.0452729284410849
uncalled4,PR,1.0,0.23395019419693855,0.0455460693789389
uncalled4,PR,1.0,0.2340036563071298,0.0455472040585727
uncalled4,PR,1.0,0.23405714285714285,0.0455910449872691
uncalled4,PR,1.0,0.23411065386374028,0.0457580095452353
uncalled4,PR,1.0,0.23416418934369998,0.0458013310892281
uncalled4,PR,1.0,0.2342177493138152,0.0458179873289833
uncalled4,PR,1.0,0.23427133379089454,0.0459774718556574
uncalled4,PR,1.0,0.23432494279176203,0.0463731823373829
uncalled4,PR,1.0,0.23437857633325704,0.0464604957789628
uncalled4,PR,1.0,0.23443223443223443,0.0468313852077669
uncalled4,PR,1.0,0.23448591710556446,0.0468994804968686
uncalled4,PR,1.0,0.23453962437013284,0.0473196469649031
uncalled4,PR,1.0,0.23459335624284078,0.0475375688386563
uncalled4,PR,1.0,0.23464711274060496,0.0477186509211965
uncalled4,PR,1.0,0.23470089388035756,0.0477548087733014
uncalled4,PR,1.0,0.2347546996790463,0.0479505066258439
uncalled4,PR,1.0,0.23480853015363448,0.0479599451012316
uncalled4,PR,1.0,0.23486238532110093,0.0480067872314236
uncalled4,PR,1.0,0.23491626519844,0.0481198996821602
uncalled4,PR,1.0,0.23497016980266178,0.0481945403832705
uncalled4,PR,1.0,0.23502409915079184,0.0485025895874054
uncalled4,PR,1.0,0.23507805325987144,0.0485452574660615
uncalled4,PR,1.0,0.23513203214695752,0.0486995711470911
uncalled4,PR,1.0,0.23518603582912265,0.0490180157627752
uncalled4,PR,1.0,0.2352400643234551,0.049040501927658
uncalled4,PR,1.0,0.23529411764705882,0.0496684426411049
uncalled4,PR,1.0,0.23534819581705355,0.0499456797608614
uncalled4,PR,1.0,0.2354022988505747,0.0501077026512202
uncalled4,PR,1.0,0.23545642676477352,0.0501967940519944
uncalled4,PR,1.0,0.23551057957681693,0.0506306002331647
uncalled4,PR,1.0,0.23556475730388773,0.0508781374773244
uncalled4,PR,1.0,0.23561895996318455,0.0509813928268369
uncalled4,PR,1.0,0.23567318757192174,0.0510704872211239
uncalled4,PR,1.0,0.23572744014732966,0.0511412944744311
uncalled4,PR,1.0,0.23578171770665438,0.0511920681871674
uncalled4,PR,1.0,0.235836020267158,0.0515402212828084
uncalled4,PR,1.0,0.2358903478461184,0.0519823414524661
uncalled4,PR,1.0,0.2359447004608295,0.052062625455716
uncalled4,PR,1.0,0.23599907812860105,0.0520742895276442
uncalled4,PR,1.0,0.23605348086675887,0.0521308555382803
uncalled4,PR,1.0,0.2361079086926447,0.0521954417029071
uncalled4,PR,1.0,0.23616236162361623,0.0522195992104315
uncalled4,PR,1.0,0.2362168396770473,0.0524190870291914
uncalled4,PR,1.0,0.23627134287032764,0.0526345183246827
uncalled4,PR,1.0,0.23632587122086315,0.0530460089437392
uncalled4,PR,1.0,0.2363804247460757,0.0531091976276049
uncalled4,PR,1.0,0.23643500346340338,0.0534306342079201
uncalled4,PR,1.0,0.23648960739030023,0.0534920138235941
uncalled4,PR,1.0,0.23654423654423654,0.0535431230388475
uncalled4,PR,1.0,0.2365988909426987,0.0539066283426038
uncalled4,PR,1.0,0.23665357060318928,0.0539702708034757
uncalled4,PR,1.0,0.236708275543227,0.0541416443942468
uncalled4,PR,1.0,0.2367630057803468,0.0542601105676187
uncalled4,PR,1.0,0.23681776133209992,0.05434843162507
uncalled4,PR,1.0,0.23687254221605367,0.0547926922826351
uncalled4,PR,1.0,0.23692734844979177,0.0548598074740687
uncalled4,PR,1.0,0.23698218005091415,0.0548612661979686
uncalled4,PR,1.0,0.23703703703703705,0.054868757999713
uncalled4,PR,1.0,0.237091919425793,0.0548886531117547
uncalled4,PR,1.0,0.23714682723483094,0.0549093409361072
uncalled4,PR,1.0,0.23720176048181607,0.0550902575373501
uncalled4,PR,1.0,0.23725671918443003,0.05513124129157
uncalled4,PR,1.0,0.2373117033603708,0.0553397999767041
uncalled4,PR,1.0,0.2373667130273528,0.0557466540747959
uncalled4,PR,1.0,0.23742174820310688,0.0566664037757035
uncalled4,PR,1.0,0.23747680890538034,0.0569378410839125
uncalled4,PR,1.0,0.2375318951519369,0.0571496884485398
uncalled4,PR,1.0,0.23758700696055685,0.0571810644230492
uncalled4,PR,1.0,0.2376421443490369,0.057231013533867
uncalled4,PR,1.0,0.23769730733519034,0.0573251172700611
uncalled4,PR,1.0,0.237752495936847,0.0573281605132026
uncalled4,PR,1.0,0.23780771017185323,0.0577530598159453
uncalled4,PR,1.0,0.237862950058072,0.0578938540695827
uncalled4,PR,1.0,0.2379182156133829,0.0579833110161231
uncalled4,PR,1.0,0.23797350685568208,0.0584679538735281
uncalled4,PR,1.0,0.23802882380288237,0.0586798152983699
uncalled4,PR,1.0,0.23808416647291328,0.0587845721289516
uncalled4,PR,1.0,0.23813953488372094,0.0590152508636025
uncalled4,PR,1.0,0.2381949290532682,0.0590412777584996
uncalled4,PR,1.0,0.23825034899953468,0.0590516581352377
uncalled4,PR,1.0,0.23830579474051664,0.0592831440209133
uncalled4,PR,1.0,0.2383612662942272,0.0596721318537445
uncalled4,PR,1.0,0.23841676367869616,0.0598813221670175
uncalled4,PR,1.0,0.2384722869119702,0.0602660155954385
uncalled4,PR,1.0,0.23852783601211275,0.0606222718677184
uncalled4,PR,1.0,0.2385834109972041,0.060796664240731
uncalled4,PR,1.0,0.23863901188534142,0.0610012273426646
uncalled4,PR,1.0,0.2386946386946387,0.0610494386920822
uncalled4,PR,1.0,0.23875029144322685,0.0611577040241533
uncalled4,PR,1.0,0.23880597014925373,0.0612430214348486
uncalled4,PR,1.0,0.23886167483088408,0.0614685450019181
uncalled4,PR,1.0,0.23891740550629958,0.0615841599359178
uncalled4,PR,1.0,0.23897316219369896,0.0617741849458653
uncalled4,PR,1.0,0.23902894491129786,0.061949494996967
uncalled4,PR,1.0,0.23908475367732898,0.0621490201231203
uncalled4,PR,1.0,0.23914058851004202,0.0622921834599707
uncalled4,PR,1.0,0.2391964494277038,0.0623321705839015
uncalled4,PR,1.0,0.23925233644859814,0.0624048125855723
uncalled4,PR,1.0,0.23930824959102595,0.0624245010838973
uncalled4,PR,1.0,0.2393641888733053,0.0626478018014998
uncalled4,PR,1.0,0.23942015431377134,0.0628543048932911
uncalled4,PR,1.0,0.23947614593077643,0.0630870793657289
uncalled4,PR,1.0,0.23953216374269007,0.0633249596202178
uncalled4,PR,1.0,0.23958820776789894,0.0633288618399166
uncalled4,PR,1.0,0.23964427802480692,0.063378774845781
uncalled4,PR,1.0,0.2397003745318352,0.0634055654375176
uncalled4,PR,1.0,0.23975649730742216,0.0637688464529883
uncalled4,PR,1.0,0.23981264637002342,0.0639979316850848
uncalled4,PR,1.0,0.23986882173811197,0.0640241007598295
uncalled4,PR,1.0,0.23992502343017807,0.0640788000467869
uncalled4,PR,1.0,0.23998125146472932,0.0642108794290036
uncalled4,PR,1.0,0.24003750586029068,0.0642747385695357
uncalled4,PR,1.0,0.24009378663540445,0.0644270426130086
uncalled4,PR,1.0,0.2401500938086304,0.0644427856380295
uncalled4,PR,1.0,0.2402064273985456,0.0644835094699357
uncalled4,PR,1.0,0.2402627874237447,0.0644920737229636
uncalled4,PR,1.0,0.24031917390283972,0.0647805930722811
uncalled4,PR,1.0,0.2403755868544601,0.0648679517561301
uncalled4,PR,1.0,0.24043202629725288,0.0649357634415566
uncalled4,PR,1.0,0.24048849224988258,0.0651295344027935
uncalled4,PR,1.0,0.24054498473103125,0.0657985262227141
uncalled4,PR,1.0,0.24060150375939848,0.0658847221985876
uncalled4,PR,1.0,0.24065804935370153,0.066112531901543
uncalled4,PR,1.0,0.24071462153267512,0.0662720639078257
uncalled4,PR,1.0,0.24077122031507173,0.0664702446196454
uncalled4,PR,1.0,0.24082784571966134,0.0667094067734356
uncalled4,PR,1.0,0.24088449776523171,0.0668381322930702
uncalled4,PR,1.0,0.24094117647058824,0.0669435251255897
uncalled4,PR,1.0,0.240997881854554,0.0672614036817448
uncalled4,PR,1.0,0.24105461393596986,0.0674056665234391
uncalled4,PR,1.0,0.24111137273369437,0.0675658454630619
uncalled4,PR,1.0,0.24116815826660387,0.0676914576754343
uncalled4,PR,1.0,0.24122497055359246,0.0679162376548157
uncalled4,PR,1.0,0.2412818096135721,0.0679748922786851
uncalled4,PR,1.0,0.24133867546547255,0.0680179259853048
uncalled4,PR,1.0,0.2413955681282414,0.0681043879188076
uncalled4,PR,1.0,0.24145248762084415,0.0681999814676741
uncalled4,PR,1.0,0.24150943396226415,0.0684181869783262
uncalled4,PR,1.0,0.2415664071715027,0.0685086927549429
uncalled4,PR,1.0,0.24162340726757905,0.0685194236435041
uncalled4,PR,1.0,0.24168043426953031,0.0685737231510736
uncalled4,PR,1.0,0.24173748819641172,0.0686100414493427
uncalled4,PR,1.0,0.24179456906729635,0.0686119865818149
uncalled4,PR,1.0,0.2418516769012754,0.068653317022064
uncalled4,PR,1.0,0.24190881171745807,0.0688912360288876
uncalled4,PR,1.0,0.24196597353497165,0.0689639869323446
uncalled4,PR,1.0,0.24202316237296148,0.0691874902545006
uncalled4,PR,1.0,0.242080378250591,0.0693304152862492
uncalled4,PR,1.0,0.24213762118704185,0.0694087366057638
uncalled4,PR,1.0,0.24219489120151372,0.0694458668606644
uncalled4,PR,1.0,0.2422521883132245,0.0698427605029926
uncalled4,PR,1.0,0.2423095125414103,0.0698873066719562
uncalled4,PR,1.0,0.24236686390532544,0.0699211525831628
uncalled4,PR,1.0,0.24242424242424243,0.0700262300671694
uncalled4,PR,1.0,0.24248164811745204,0.0701942915208185
uncalled4,PR,1.0,0.24253908100426338,0.0702034476625034
uncalled4,PR,1.0,0.2425965411040038,0.0702616599317075
uncalled4,PR,1.0,0.24265402843601896,0.0703412548906588
uncalled4,PR,1.0,0.2427115430196729,0.070379960276967
uncalled4,PR,1.0,0.24276908487434803,0.0705702823563143
uncalled4,PR,1.0,0.24282665401944512,0.0708573605618017
uncalled4,PR,1.0,0.2428842504743833,0.0708982576602594
uncalled4,PR,1.0,0.24294187425860023,0.0709663980454586
uncalled4,PR,1.0,0.24299952539155198,0.0709824237286921
uncalled4,PR,1.0,0.24305720389271304,0.0710751334148228
uncalled4,PR,1.0,0.24311490978157646,0.0712559016076002
uncalled4,PR,1.0,0.24317264307765377,0.0714203544643082
uncalled4,PR,1.0,0.24323040380047506,0.0715816726011561
uncalled4,PR,1.0,0.24328819196958898,0.0716063854292489
uncalled4,PR,1.0,0.24334600760456274,0.0717116914145623
uncalled4,PR,1.0,0.24340385072498216,0.07171447255013
uncalled4,PR,1.0,0.24346172135045174,0.0717348012352538
uncalled4,PR,1.0,0.24351961950059453,0.0717572313562633
uncalled4,PR,1.0,0.24357754519505234,0.0717891672680761
uncalled4,PR,1.0,0.24363549845348562,0.071899363514063
uncalled4,PR,1.0,0.24369347929557353,0.0719034993599618
uncalled4,PR,1.0,0.24375148774101404,0.0719161776131084
uncalled4,PR,1.0,0.2438095238095238,0.0723776671050082
uncalled4,PR,1.0,0.24386758752083829,0.0724465586935663
uncalled4,PR,1.0,0.24392567889471176,0.0726574474394741
uncalled4,PR,1.0,0.24398379795091732,0.0728137775406496
uncalled4,PR,1.0,0.2440419447092469,0.0729306898994512
uncalled4,PR,1.0,0.24410011918951133,0.0730861662271994
uncalled4,PR,1.0,0.24415832141154029,0.0732449598683671
uncalled4,PR,1.0,0.24421655139518245,0.0733296389987378
uncalled4,PR,1.0,0.24427480916030533,0.0735489302297267
uncalled4,PR,1.0,0.2443330947267955,0.0740810566289836
uncalled4,PR,1.0,0.24439140811455848,0.0742002026392397
uncalled4,PR,1.0,0.24444974934351874,0.0742233687470136
uncalled4,PR,1.0,0.24450811843361986,0.0742624420822128
uncalled4,PR,1.0,0.24456651540482446,0.0742663722234013
uncalled4,PR,1.0,0.24462494027711418,0.0744121850923096
uncalled4,PR,1.0,0.24468339307048984,0.0744820821127091
uncalled4,PR,1.0,0.2447418738049713,0.0745789370914154
uncalled4,PR,1.0,0.24480038250059766,0.0745973748045235
uncalled4,PR,1.0,0.24485891917742708,0.0748976547580078
uncalled4,PR,1.0,0.24491748385553697,0.0754508031848913
uncalled4,PR,1.0,0.24497607655502393,0.0757394758737858
uncalled4,PR,1.0,0.24503469729600383,0.0757891277793076
uncalled4,PR,1.0,0.24509334609861178,0.0758505416155895
uncalled4,PR,1.0,0.24515202298300215,0.0759015674113515
uncalled4,PR,1.0,0.24521072796934865,0.0762671895100129
uncalled4,PR,1.0,0.2452694610778443,0.0763319853264269
uncalled4,PR,1.0,0.2453282223287015,0.0765255818889891
uncalled4,PR,1.0,0.24538701174215194,0.0766966692563214
uncalled4,PR,1.0,0.24544582933844677,0.0767829422796328
uncalled4,PR,1.0,0.24550467513785662,0.0769863261569274
uncalled4,PR,1.0,0.24556354916067147,0.0770151177529321
uncalled4,PR,1.0,0.24562245142720077,0.07749000201823
uncalled4,PR,1.0,0.2456813819577735,0.077618783136868
uncalled4,PR,1.0,0.24574034077273818,0.0776363915287064
uncalled4,PR,1.0,0.24579932789246278,0.0776894600226429
uncalled4,PR,1.0,0.24585834333733494,0.0778623784700618
uncalled4,PR,1.0,0.24591738712776176,0.0780710604542086
uncalled4,PR,1.0,0.24597645928417006,0.0781612159848526
uncalled4,PR,1.0,0.24603555982700626,0.0783958363429008
uncalled4,PR,1.0,0.24609468877673635,0.0784814883644218
uncalled4,PR,1.0,0.24615384615384617,0.0785178762228104
uncalled4,PR,1.0,0.24621303197884106,0.078601477144268
uncalled4,PR,1.0,0.24627224627224628,0.0786320460204969
uncalled4,PR,1.0,0.2463314890546067,0.0787023026495119
