repetition,cell_ids,unique_presented_mutations,n_unique_mutations,n_presentations,selected_mutation_hits,covered_ge_1,covered_ge_2,covered_ge_3
0,32,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,32,5,True,True,True
0,33,"['mut12', 'mut15', 'mut19', 'mut39']",4,27,4,True,True,True
0,34,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,32,5,True,True,True
0,35,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",6,28,6,True,True,True
0,36,"['mut15', 'mut20', 'mut33', 'mut39']",4,31,4,True,True,True
0,37,"['mut12', 'mut15', 'mut33']",3,26,3,True,True,True
0,38,"['mut19', 'mut26', 'mut28', 'mut33']",4,33,4,True,True,True
0,39,"['mut12', 'mut19', 'mut28', 'mut39']",4,23,4,True,True,True
0,40,"['mut15', 'mut19', 'mut28']",3,25,3,True,True,True
0,41,"['mut11', 'mut15', 'mut33', 'mut44']",4,32,4,True,True,True
0,42,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,35,5,True,True,True
0,43,"['mut19', 'mut28']",2,14,2,True,True,False
0,44,"['mut12', 'mut15', 'mut20', 'mut26', 'mut28']",5,28,5,True,True,True
0,45,"['mut15', 'mut19', 'mut26', 'mut28']",4,33,4,True,True,True
0,46,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,28,6,True,True,True
0,47,"['mut15', 'mut19', 'mut33']",3,34,3,True,True,True
0,48,"['mut19', 'mut26', 'mut33', 'mut44']",4,29,4,True,True,True
0,49,"['mut11', 'mut19', 'mut20', 'mut28', 'mut33']",5,25,5,True,True,True
0,50,"['mut11', 'mut20', 'mut28', 'mut33']",4,22,4,True,True,True
0,51,"['mut12', 'mut19', 'mut20', 'mut26', 'mut28', 'mut33']",6,32,6,True,True,True
0,52,"['mut26', 'mut28', 'mut33']",3,22,3,True,True,True
0,53,"['mut11', 'mut12', 'mut28', 'mut39', 'mut8']",5,19,4,True,True,True
0,54,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,29,6,True,True,True
0,55,"['mut12', 'mut15', 'mut28', 'mut33']",4,25,4,True,True,True
0,56,"['mut11', 'mut15', 'mut20', 'mut28', 'mut39']",5,33,5,True,True,True
0,57,"['mut11', 'mut15', 'mut19', 'mut20', 'mut33', 'mut39']",6,27,6,True,True,True
0,58,['mut15'],1,19,1,True,False,False
0,59,"['mut15', 'mut19', 'mut33']",3,37,3,True,True,True
0,60,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28']",5,31,5,True,True,True
0,61,"['mut11', 'mut19', 'mut26', 'mut39']",4,28,4,True,True,True
0,63,"['mut15', 'mut44']",2,18,2,True,True,False
0,64,"['mut15', 'mut19', 'mut28']",3,26,3,True,True,True
0,65,"['mut19', 'mut20', 'mut28']",3,27,3,True,True,True
0,66,"['mut11', 'mut15', 'mut19', 'mut33']",4,31,4,True,True,True
0,67,"['mut12', 'mut28', 'mut33']",3,23,3,True,True,True
0,68,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut39']",7,30,7,True,True,True
0,69,"['mut15', 'mut20', 'mut28']",3,28,3,True,True,True
0,70,"['mut11', 'mut20', 'mut28']",3,23,3,True,True,True
0,71,"['mut20', 'mut28', 'mut39']",3,30,3,True,True,True
0,72,"['mut12', 'mut15', 'mut33']",3,29,3,True,True,True
0,73,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,34,6,True,True,True
0,74,"['mut12', 'mut15', 'mut19', 'mut26']",4,27,4,True,True,True
0,75,"['mut11', 'mut20', 'mut28', 'mut33']",4,36,4,True,True,True
0,76,"['mut19', 'mut26', 'mut28']",3,31,3,True,True,True
0,77,"['mut12', 'mut15', 'mut19']",3,30,3,True,True,True
0,78,"['mut19', 'mut20', 'mut33']",3,26,3,True,True,True
0,79,"['mut12', 'mut19', 'mut28', 'mut33', 'mut39', 'mut44']",6,31,6,True,True,True
0,80,"['mut11', 'mut15', 'mut20', 'mut33']",4,32,4,True,True,True
0,81,"['mut12', 'mut15', 'mut20', 'mut26', 'mut28', 'mut33', 'mut39']",7,25,7,True,True,True
0,82,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,29,5,True,True,True
0,83,"['mut19', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True
0,84,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26', 'mut28', 'mut33']",7,30,7,True,True,True
0,85,"['mut11', 'mut19', 'mut26', 'mut28', 'mut33']",5,27,5,True,True,True
0,86,"['mut15', 'mut19', 'mut26', 'mut28']",4,29,4,True,True,True
0,87,"['mut12', 'mut28', 'mut33', 'mut39']",4,28,4,True,True,True
0,88,"['mut15', 'mut19', 'mut28', 'mut33']",4,32,4,True,True,True
0,89,"['mut11', 'mut15', 'mut28']",3,31,3,True,True,True
0,90,"['mut19', 'mut20', 'mut28', 'mut33']",4,32,4,True,True,True
0,91,"['mut19', 'mut28', 'mut33', 'mut39']",4,33,4,True,True,True
0,92,"['mut15', 'mut19', 'mut20']",3,32,3,True,True,True
0,93,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39']",7,29,7,True,True,True
0,94,"['mut15', 'mut26', 'mut39']",3,30,3,True,True,True
0,95,"['mut12', 'mut15', 'mut33']",3,32,3,True,True,True
0,96,"['mut12', 'mut15', 'mut20', 'mut26']",4,34,4,True,True,True
0,97,"['mut15', 'mut20']",2,22,2,True,True,False
0,98,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,20,5,True,True,True
0,99,"['mut11', 'mut12', 'mut19', 'mut26', 'mut28', 'mut33']",6,31,6,True,True,True
1,0,"['mut12', 'mut20', 'mut28', 'mut39']",4,33,4,True,True,True
1,1,"['mut12', 'mut19', 'mut28']",3,25,3,True,True,True
1,2,"['mut12', 'mut19', 'mut33']",3,22,3,True,True,True
1,3,"['mut15', 'mut19', 'mut20', 'mut33', 'mut39']",5,36,5,True,True,True
1,4,"['mut11', 'mut15', 'mut19', 'mut26', 'mut28']",5,36,5,True,True,True
1,5,"['mut15', 'mut19', 'mut39']",3,26,3,True,True,True
1,6,"['mut11', 'mut15', 'mut19', 'mut28']",4,28,4,True,True,True
1,7,"['mut11', 'mut12', 'mut15', 'mut44']",4,23,4,True,True,True
1,8,"['mut12', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",6,31,6,True,True,True
1,9,"['mut12', 'mut15', 'mut28']",3,29,3,True,True,True
1,10,"['mut15', 'mut19', 'mut20', 'mut28']",4,30,4,True,True,True
1,11,"['mut11', 'mut12', 'mut15', 'mut19', 'mut33']",5,18,5,True,True,True
1,12,"['mut15', 'mut19', 'mut28']",3,42,3,True,True,True
1,13,"['mut19', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True
1,14,"['mut15', 'mut19', 'mut33']",3,31,3,True,True,True
1,15,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,29,5,True,True,True
1,16,"['mut15', 'mut19', 'mut28', 'mut33']",4,24,4,True,True,True
1,17,"['mut15', 'mut26']",2,28,2,True,True,False
1,18,"['mut15', 'mut19', 'mut28', 'mut33', 'mut39']",5,27,5,True,True,True
1,19,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,36,5,True,True,True
1,20,"['mut12', 'mut26', 'mut28', 'mut39']",4,24,4,True,True,True
1,21,"['mut11', 'mut12', 'mut15', 'mut28']",4,22,4,True,True,True
1,22,"['mut12', 'mut19', 'mut28']",3,28,3,True,True,True
1,23,"['mut12', 'mut28', 'mut44']",3,26,3,True,True,True
1,24,"['mut20', 'mut28', 'mut33']",3,29,3,True,True,True
1,25,"['mut12', 'mut15', 'mut20', 'mut28']",4,34,4,True,True,True
1,26,"['mut15', 'mut19', 'mut33']",3,35,3,True,True,True
1,27,"['mut19', 'mut20', 'mut28', 'mut39']",4,21,4,True,True,True
1,29,['mut33'],1,20,1,True,False,False
1,30,"['mut11', 'mut12', 'mut20', 'mut28', 'mut33', 'mut44']",6,29,6,True,True,True
1,31,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,38,5,True,True,True
1,32,"['mut11', 'mut12', 'mut20', 'mut28', 'mut33']",5,28,5,True,True,True
1,33,"['mut12', 'mut28']",2,20,2,True,True,False
1,34,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28']",6,33,6,True,True,True
1,35,"['mut19', 'mut20', 'mut28', 'mut33', 'mut39']",5,31,5,True,True,True
1,36,"['mut15', 'mut19', 'mut28', 'mut33']",4,32,4,True,True,True
1,37,"['mut12', 'mut15', 'mut19', 'mut28', 'mut39']",5,30,5,True,True,True
1,38,"['mut12', 'mut15', 'mut19', 'mut28', 'mut39']",5,22,5,True,True,True
1,39,"['mut19', 'mut20', 'mut28', 'mut33']",4,31,4,True,True,True
1,40,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28']",5,34,5,True,True,True
1,41,"['mut15', 'mut20', 'mut28', 'mut8']",4,31,3,True,True,True
1,42,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,37,6,True,True,True
1,43,"['mut12', 'mut20', 'mut28', 'mut33']",4,23,4,True,True,True
1,44,"['mut15', 'mut33', 'mut39']",3,35,3,True,True,True
1,45,"['mut15', 'mut19', 'mut26', 'mut28', 'mut39']",5,30,5,True,True,True
1,46,"['mut19', 'mut20', 'mut28']",3,36,3,True,True,True
1,47,"['mut12', 'mut15', 'mut19', 'mut33']",4,25,4,True,True,True
1,48,"['mut12', 'mut15', 'mut19', 'mut28']",4,36,4,True,True,True
1,49,"['mut28', 'mut33', 'mut39']",3,26,3,True,True,True
1,50,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut39']",6,35,6,True,True,True
1,51,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33']",5,28,5,True,True,True
1,52,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,37,5,True,True,True
1,53,"['mut11', 'mut12', 'mut26', 'mut33']",4,29,4,True,True,True
1,54,"['mut15', 'mut19', 'mut26', 'mut39', 'mut8']",5,25,4,True,True,True
1,55,"['mut12', 'mut19']",2,26,2,True,True,False
1,56,"['mut15', 'mut19', 'mut20', 'mut28', 'mut39']",5,37,5,True,True,True
1,57,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33']",6,19,6,True,True,True
1,58,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33', 'mut39']",6,26,6,True,True,True
1,59,"['mut11', 'mut15', 'mut28', 'mut33']",4,25,4,True,True,True
1,60,"['mut15', 'mut19', 'mut20', 'mut33']",4,28,4,True,True,True
1,61,"['mut15', 'mut19', 'mut20', 'mut33']",4,34,4,True,True,True
1,62,"['mut12', 'mut15', 'mut26', 'mut33']",4,25,4,True,True,True
1,63,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,28,6,True,True,True
1,64,"['mut11', 'mut20', 'mut26', 'mut28', 'mut33', 'mut39', 'mut44']",7,37,7,True,True,True
1,65,"['mut19', 'mut28', 'mut33']",3,37,3,True,True,True
1,66,"['mut11', 'mut33']",2,28,2,True,True,False
1,67,"['mut12', 'mut15', 'mut19', 'mut28']",4,35,4,True,True,True
1,68,"['mut11', 'mut12', 'mut15', 'mut19']",4,30,4,True,True,True
1,69,"['mut19', 'mut26', 'mut28']",3,29,3,True,True,True
1,70,"['mut11', 'mut19', 'mut28']",3,29,3,True,True,True
1,71,"['mut11', 'mut19', 'mut28', 'mut39']",4,26,4,True,True,True
1,72,"['mut15', 'mut28', 'mut33']",3,38,3,True,True,True
1,73,"['mut12', 'mut15', 'mut19', 'mut28']",4,23,4,True,True,True
1,74,"['mut19', 'mut26', 'mut28', 'mut33']",4,23,4,True,True,True
1,75,"['mut19', 'mut33']",2,25,2,True,True,False
1,76,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,32,6,True,True,True
1,77,"['mut15', 'mut28']",2,25,2,True,True,False
1,78,"['mut12', 'mut28', 'mut33']",3,25,3,True,True,True
1,79,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39']",6,30,6,True,True,True
1,80,"['mut11', 'mut15', 'mut19', 'mut28']",4,37,4,True,True,True
1,81,"['mut11', 'mut19', 'mut28', 'mut33', 'mut44']",5,19,5,True,True,True
1,82,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,21,5,True,True,True
1,83,"['mut11', 'mut12', 'mut19', 'mut20', 'mut33']",5,32,5,True,True,True
1,84,"['mut15', 'mut19', 'mut28', 'mut33']",4,34,4,True,True,True
1,85,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,28,5,True,True,True
1,86,"['mut15', 'mut20', 'mut28']",3,34,3,True,True,True
1,87,"['mut11', 'mut19', 'mut20', 'mut28']",4,23,4,True,True,True
1,88,"['mut12', 'mut15', 'mut28']",3,40,3,True,True,True
1,89,"['mut19', 'mut20', 'mut26', 'mut28']",4,29,4,True,True,True
1,90,"['mut12', 'mut19', 'mut20', 'mut26', 'mut33']",5,28,5,True,True,True
1,91,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39']",6,31,6,True,True,True
1,92,"['mut15', 'mut19', 'mut20', 'mut28']",4,23,4,True,True,True
1,93,['mut28'],1,26,1,True,False,False
1,94,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,36,6,True,True,True
1,95,"['mut11', 'mut15', 'mut19', 'mut20', 'mut39']",5,32,5,True,True,True
1,96,"['mut11', 'mut12', 'mut26', 'mut28', 'mut33']",5,29,5,True,True,True
1,97,"['mut19', 'mut28', 'mut33']",3,14,3,True,True,True
1,98,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,29,5,True,True,True
1,99,"['mut11', 'mut12', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33']",7,24,7,True,True,True
2,0,"['mut11', 'mut12', 'mut26', 'mut33']",4,35,4,True,True,True
2,1,"['mut11', 'mut19', 'mut33']",3,32,3,True,True,True
2,2,"['mut11', 'mut15', 'mut19', 'mut20', 'mut26', 'mut39']",6,28,6,True,True,True
2,3,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33']",5,41,5,True,True,True
2,4,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,25,5,True,True,True
2,5,"['mut33', 'mut44']",2,28,2,True,True,False
2,6,"['mut11', 'mut19', 'mut20']",3,30,3,True,True,True
2,7,"['mut19', 'mut26', 'mut33']",3,27,3,True,True,True
2,8,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,20,5,True,True,True
2,9,"['mut12', 'mut19', 'mut20', 'mut28', 'mut39']",5,29,5,True,True,True
2,10,"['mut11', 'mut12', 'mut15', 'mut33']",4,32,4,True,True,True
2,11,"['mut11', 'mut19', 'mut28', 'mut39']",4,30,4,True,True,True
2,12,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26', 'mut28']",6,26,6,True,True,True
2,13,"['mut11', 'mut15', 'mut19', 'mut28', 'mut39']",5,24,5,True,True,True
2,14,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33']",5,29,5,True,True,True
2,15,"['mut11', 'mut15', 'mut28']",3,28,3,True,True,True
2,16,"['mut12', 'mut19']",2,28,2,True,True,False
2,17,"['mut11', 'mut15', 'mut19', 'mut28', 'mut44']",5,22,5,True,True,True
2,18,"['mut15', 'mut33', 'mut39', 'mut44']",4,38,4,True,True,True
2,19,"['mut12', 'mut15', 'mut19', 'mut33']",4,24,4,True,True,True
2,20,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,34,6,True,True,True
2,21,['mut15'],1,21,1,True,False,False
2,22,"['mut19', 'mut26', 'mut28', 'mut33']",4,28,4,True,True,True
2,23,"['mut20', 'mut33', 'mut39']",3,35,3,True,True,True
2,24,"['mut19', 'mut20', 'mut33', 'mut39', 'mut44']",5,25,5,True,True,True
2,25,"['mut11', 'mut19', 'mut28', 'mut33']",4,25,4,True,True,True
2,26,"['mut19', 'mut20']",2,31,2,True,True,False
2,27,"['mut12', 'mut26', 'mut28', 'mut33']",4,22,4,True,True,True
2,28,"['mut11', 'mut12', 'mut20', 'mut28', 'mut33']",5,32,5,True,True,True
2,29,"['mut11', 'mut19', 'mut28', 'mut33']",4,27,4,True,True,True
2,30,"['mut19', 'mut20', 'mut28']",3,35,3,True,True,True
2,31,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39', 'mut8']",7,24,6,True,True,True
2,32,"['mut20', 'mut28', 'mut33', 'mut39']",4,29,4,True,True,True
2,33,['mut19'],1,20,1,True,False,False
2,34,"['mut11', 'mut19', 'mut26', 'mut28', 'mut33']",5,29,5,True,True,True
2,35,"['mut12', 'mut19', 'mut20']",3,41,3,True,True,True
2,36,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,28,5,True,True,True
2,37,"['mut15', 'mut19', 'mut20', 'mut33']",4,29,4,True,True,True
2,38,"['mut15', 'mut28', 'mut33']",3,30,3,True,True,True
2,39,"['mut19', 'mut33']",2,28,2,True,True,False
2,40,"['mut11', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut39']",7,32,7,True,True,True
2,41,"['mut28', 'mut33']",2,25,2,True,True,False
2,42,"['mut15', 'mut19', 'mut20', 'mut33']",4,20,4,True,True,True
2,43,"['mut19', 'mut26']",2,26,2,True,True,False
2,44,"['mut15', 'mut19', 'mut33']",3,30,3,True,True,True
2,45,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,38,5,True,True,True
2,46,"['mut15', 'mut19', 'mut33', 'mut39']",4,26,4,True,True,True
2,47,"['mut19', 'mut26', 'mut33']",3,25,3,True,True,True
2,48,"['mut11', 'mut19', 'mut39']",3,30,3,True,True,True
2,49,"['mut12', 'mut19', 'mut20', 'mut26', 'mut28', 'mut39']",6,29,6,True,True,True
2,50,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,33,5,True,True,True
2,51,"['mut19', 'mut20']",2,39,2,True,True,False
2,52,"['mut15', 'mut19', 'mut33']",3,22,3,True,True,True
2,53,"['mut15', 'mut19']",2,23,2,True,True,False
2,54,"['mut19', 'mut28', 'mut33']",3,30,3,True,True,True
2,55,"['mut15', 'mut19', 'mut20', 'mut28']",4,31,4,True,True,True
2,56,"['mut15', 'mut28', 'mut33']",3,27,3,True,True,True
2,57,"['mut12', 'mut26', 'mut28', 'mut33']",4,31,4,True,True,True
2,58,"['mut15', 'mut19', 'mut20', 'mut28']",4,28,4,True,True,True
2,59,"['mut28', 'mut44']",2,29,2,True,True,False
2,60,"['mut11', 'mut12', 'mut15', 'mut33']",4,33,4,True,True,True
2,61,['mut26'],1,2,1,True,False,False
2,62,"['mut15', 'mut19', 'mut28', 'mut33', 'mut39', 'mut44']",6,29,6,True,True,True
2,63,"['mut15', 'mut19', 'mut28', 'mut33']",4,27,4,True,True,True
2,64,"['mut15', 'mut20', 'mut28', 'mut33']",4,24,4,True,True,True
2,65,"['mut11', 'mut15', 'mut28']",3,28,3,True,True,True
2,66,"['mut15', 'mut19']",2,28,2,True,True,False
2,67,"['mut15', 'mut19', 'mut28']",3,16,3,True,True,True
2,68,"['mut11', 'mut19', 'mut28', 'mut33']",4,24,4,True,True,True
2,69,"['mut19', 'mut28', 'mut33', 'mut8']",4,22,3,True,True,True
2,70,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,24,5,True,True,True
2,71,"['mut11', 'mut12', 'mut15', 'mut20', 'mut33', 'mut39']",6,31,6,True,True,True
2,72,"['mut15', 'mut28']",2,28,2,True,True,False
2,73,"['mut15', 'mut33']",2,19,2,True,True,False
2,74,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,19,7,True,True,True
2,75,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26']",5,26,5,True,True,True
2,76,"['mut11', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33']",6,29,6,True,True,True
2,77,"['mut11', 'mut19', 'mut28', 'mut33']",4,30,4,True,True,True
2,78,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,24,5,True,True,True
2,79,"['mut19', 'mut28']",2,24,2,True,True,False
2,80,"['mut15', 'mut28', 'mut33']",3,30,3,True,True,True
2,81,"['mut11', 'mut19', 'mut28', 'mut33']",4,18,4,True,True,True
2,82,"['mut28', 'mut33']",2,24,2,True,True,False
2,83,"['mut12', 'mut15', 'mut20', 'mut28']",4,39,4,True,True,True
2,84,"['mut15', 'mut28', 'mut33']",3,29,3,True,True,True
2,85,"['mut12', 'mut15', 'mut39']",3,36,3,True,True,True
2,86,"['mut11', 'mut15', 'mut19', 'mut33']",4,27,4,True,True,True
2,87,"['mut12', 'mut26', 'mut28']",3,27,3,True,True,True
2,88,"['mut19', 'mut28']",2,23,2,True,True,False
2,89,"['mut15', 'mut19', 'mut20', 'mut33']",4,28,4,True,True,True
2,90,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,25,6,True,True,True
2,91,"['mut11', 'mut19', 'mut28', 'mut33']",4,32,4,True,True,True
2,92,"['mut11', 'mut28']",2,31,2,True,True,False
2,93,"['mut15', 'mut28', 'mut33']",3,29,3,True,True,True
2,94,"['mut19', 'mut26']",2,24,2,True,True,False
2,95,"['mut20', 'mut26', 'mut28', 'mut33', 'mut39']",5,34,5,True,True,True
2,96,"['mut12', 'mut28']",2,20,2,True,True,False
2,97,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,27,6,True,True,True
2,98,"['mut15', 'mut28']",2,25,2,True,True,False
2,99,"['mut12', 'mut28']",2,34,2,True,True,False
3,0,"['mut12', 'mut15', 'mut33', 'mut39']",4,34,4,True,True,True
3,1,"['mut11', 'mut15', 'mut19', 'mut20']",4,38,4,True,True,True
3,2,"['mut11', 'mut28', 'mut33']",3,28,3,True,True,True
3,3,"['mut15', 'mut33']",2,36,2,True,True,False
3,4,"['mut11', 'mut12', 'mut15', 'mut20', 'mut26']",5,26,5,True,True,True
3,5,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28']",5,24,5,True,True,True
3,6,"['mut26', 'mut28']",2,22,2,True,True,False
3,7,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,41,5,True,True,True
3,8,"['mut12', 'mut15', 'mut20', 'mut28', 'mut44']",5,27,5,True,True,True
3,9,"['mut11', 'mut12', 'mut19', 'mut20']",4,36,4,True,True,True
3,10,"['mut19', 'mut20', 'mut28']",3,26,3,True,True,True
3,11,"['mut15', 'mut20', 'mut26', 'mut28']",4,32,4,True,True,True
3,12,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28']",5,32,5,True,True,True
3,13,"['mut19', 'mut28']",2,27,2,True,True,False
3,14,"['mut19', 'mut28', 'mut33', 'mut44']",4,34,4,True,True,True
3,15,"['mut12', 'mut19', 'mut26', 'mut33']",4,26,4,True,True,True
3,16,"['mut20', 'mut28', 'mut33']",3,33,3,True,True,True
3,17,"['mut12', 'mut15', 'mut33', 'mut39']",4,21,4,True,True,True
3,18,"['mut11', 'mut15', 'mut28', 'mut33']",4,30,4,True,True,True
3,19,"['mut15', 'mut28']",2,23,2,True,True,False
3,20,"['mut11', 'mut15', 'mut19', 'mut20']",4,23,4,True,True,True
3,21,"['mut11', 'mut12', 'mut19', 'mut20', 'mut28']",5,25,5,True,True,True
3,22,"['mut19', 'mut28', 'mut33']",3,24,3,True,True,True
3,23,"['mut11', 'mut12', 'mut26', 'mut28', 'mut39']",5,35,5,True,True,True
3,24,"['mut11', 'mut15', 'mut19', 'mut33', 'mut39']",5,22,5,True,True,True
3,25,"['mut28', 'mut33']",2,29,2,True,True,False
3,26,"['mut15', 'mut26', 'mut28', 'mut33', 'mut39']",5,26,5,True,True,True
3,27,"['mut15', 'mut20', 'mut26']",3,29,3,True,True,True
3,28,"['mut12', 'mut19', 'mut20', 'mut28']",4,22,4,True,True,True
3,29,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,26,5,True,True,True
3,30,"['mut15', 'mut28', 'mut39']",3,26,3,True,True,True
3,31,"['mut15', 'mut20', 'mut26', 'mut28', 'mut44']",5,18,5,True,True,True
3,32,"['mut28', 'mut33', 'mut39']",3,34,3,True,True,True
3,33,"['mut12', 'mut15', 'mut19', 'mut28']",4,33,4,True,True,True
3,34,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,35,7,True,True,True
3,35,"['mut19', 'mut20', 'mut28']",3,21,3,True,True,True
3,36,"['mut12', 'mut15', 'mut28', 'mut33', 'mut39']",5,19,5,True,True,True
3,37,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,31,5,True,True,True
3,38,"['mut12', 'mut28', 'mut33']",3,24,3,True,True,True
3,39,"['mut11', 'mut15', 'mut19', 'mut33']",4,13,4,True,True,True
3,40,"['mut15', 'mut19', 'mut28']",3,31,3,True,True,True
