step,path_index,coord,shell_type,avg_mismatch
97,35,"(5, 5)",Ch4,0.047808851039165795
98,35,"(5, 5)",Ch4,0.047808851039165795
99,35,"(5, 5)",Ch4,0.04068357161793727
100,35,"(5, 5)",Ch4,0.04068357161793727
101,35,"(5, 5)",Ch4,0.04068357161793727
102,35,"(5, 5)",Ch4,0.04068357161793727
103,35,"(5, 5)",Ch4,0.04068357161793727
104,35,"(5, 5)",Ch4,0.05748973436708518
105,35,"(5, 5)",Ch4,0.05748973436708518
106,35,"(5, 5)",Ch4,0.05748973436708518
107,35,"(5, 5)",Ch4,0.05748973436708518
108,35,"(5, 5)",Ch4,0.05748973436708518
109,35,"(5, 5)",Ch4,0.05748973436708518
110,35,"(5, 5)",Ch4,0.05748973436708518
111,35,"(5, 5)",Ch4,0.05748973436708518
112,35,"(5, 5)",Ch4,0.05748973436708518
113,35,"(5, 5)",Ch4,0.05748973436708518
114,35,"(5, 5)",Ch4,0.05748973436708518
115,35,"(5, 5)",Ch4,0.05748973436708518
116,35,"(5, 5)",Ch4,0.05748973436708518
117,35,"(5, 5)",Ch4,0.05748973436708518
118,35,"(5, 5)",Ch4,0.05748973436708518
119,35,"(5, 5)",Ch4,0.05748973436708518
120,35,"(5, 5)",Ch4,0.05748973436708518
121,35,"(5, 5)",Ch4,0.05748973436708518
122,35,"(5, 5)",Ch4,0.05748973436708518
123,35,"(5, 5)",Ch4,0.05748973436708518
124,35,"(5, 5)",Ch4,0.05748973436708518
125,35,"(5, 5)",Ch4,0.049693538303969824
126,35,"(5, 5)",Ch4,0.049693538303969824
127,35,"(5, 5)",Ch4,0.049693538303969824
128,35,"(5, 5)",Ch4,0.049693538303969824
129,35,"(5, 5)",Ch4,0.02938195667981899
130,35,"(5, 5)",Ch4,0.02938195667981899
131,35,"(5, 5)",Ch4,0.02938195667981899
132,35,"(5, 5)",Ch4,0.02938195667981899
133,35,"(5, 5)",Ch4,0.02938195667981899
134,35,"(5, 5)",Ch4,0.009591194279181706
135,35,"(5, 5)",Ch4,0.009591194279181706
136,35,"(5, 5)",Ch4,0.009591194279181706
137,35,"(5, 5)",Ch4,0.009591194279181706
138,35,"(5, 5)",Ch4,0.009591194279181706
139,35,"(5, 5)",Ch4,0.009591194279181706
140,35,"(5, 5)",Ch4,0.009591194279181706
141,35,"(5, 5)",Ch4,0.009591194279181706
142,35,"(5, 5)",Ch4,0.009591194279181706
143,35,"(5, 5)",Ch4,0.009591194279181706
144,35,"(5, 5)",Ch4,0.009591194279181706
145,35,"(5, 5)",Ch4,0.009591194279181706
146,35,"(5, 5)",Ch4,0.009591194279181706
147,35,"(5, 5)",Ch4,0.009591194279181706
148,35,"(5, 5)",Ch4,0.009591194279181706
149,35,"(5, 5)",Ch4,0.009591194279181706
150,35,"(5, 5)",Ch4,0.009591194279181706
151,35,"(5, 5)",Ch4,0.009591194279181706
152,35,"(5, 5)",Ch4,0.0
153,35,"(5, 5)",Ch4,0.0
154,35,"(5, 5)",Ch4,0.0
155,35,"(5, 5)",Ch4,0.0
156,35,"(5, 5)",Ch4,0.0
157,35,"(5, 5)",Ch4,0.0
158,35,"(5, 5)",Ch4,0.0
159,35,"(5, 5)",Ch4,0.007699019322117263
160,35,"(5, 5)",Ch4,0.007699019322117263
161,35,"(5, 5)",Ch4,0.007699019322117263
162,35,"(5, 5)",Ch4,0.016620463351758874
163,35,"(5, 5)",Ch4,0.016620463351758874
164,35,"(5, 5)",Ch4,0.016620463351758874
165,35,"(5, 5)",Ch4,0.020072221706201265
166,35,"(5, 5)",Ch4,0.020072221706201265
167,35,"(5, 5)",Ch4,0.020072221706201265
168,35,"(5, 5)",Ch4,0.020072221706201265
169,35,"(5, 5)",Ch4,0.020072221706201265
170,35,"(5, 5)",Ch4,0.020072221706201265
171,35,"(5, 5)",Ch4,0.020072221706201265
172,35,"(5, 5)",Ch4,0.020072221706201265
173,35,"(5, 5)",Ch4,0.020072221706201265
174,35,"(5, 5)",Ch4,0.020072221706201265
175,35,"(5, 5)",Ch4,0.020072221706201265
176,35,"(5, 5)",Ch4,0.020072221706201265
177,35,"(5, 5)",Ch4,0.0
178,35,"(5, 5)",Ch4,0.0
179,35,"(5, 5)",Ch4,0.0
180,35,"(5, 5)",Ch4,0.0
181,35,"(5, 5)",Ch4,0.0
182,35,"(5, 5)",Ch4,0.0
183,35,"(5, 5)",Ch4,0.0
184,35,"(5, 5)",Ch4,0.0
185,35,"(5, 5)",Ch4,0.0
186,35,"(5, 5)",Ch4,0.0
187,35,"(5, 5)",Ch4,0.0
188,35,"(5, 5)",Ch4,0.0
189,35,"(5, 5)",Ch4,0.0
190,35,"(5, 5)",Ch4,0.0
191,35,"(5, 5)",Ch4,0.0
192,35,"(5, 5)",Ch4,0.0
193,35,"(5, 5)",Ch4,0.0
194,35,"(5, 5)",Ch4,0.0
195,35,"(5, 5)",Ch4,0.0
196,35,"(5, 5)",Ch4,0.0
197,35,"(5, 5)",Ch4,0.0
198,35,"(5, 5)",Ch4,0.0
199,35,"(5, 5)",Ch4,0.0
200,35,"(5, 5)",Ch4,0.0
201,35,"(5, 5)",Ch4,0.0
202,35,"(5, 5)",Ch4,0.0
203,35,"(5, 5)",Ch4,0.0
204,35,"(5, 5)",Ch4,0.0
205,35,"(5, 5)",Ch4,0.0
206,35,"(5, 5)",Ch4,0.0
207,35,"(5, 5)",Ch4,0.0
208,35,"(5, 5)",Ch4,0.0
209,35,"(5, 5)",Ch4,0.0
210,35,"(5, 5)",Ch4,0.0
211,35,"(5, 5)",Ch4,0.0
212,35,"(5, 5)",Ch4,0.0
213,35,"(5, 5)",Ch4,0.0
214,35,"(5, 5)",Ch4,0.0375368922256334
215,35,"(5, 5)",Ch4,0.03178922499464988
216,35,"(5, 5)",Ch4,0.03178922499464988
217,35,"(5, 5)",Ch4,0.03178922499464988
218,35,"(5, 5)",Ch4,0.03178922499464988
219,35,"(5, 5)",Ch4,0.03178922499464988
220,35,"(5, 5)",Ch4,0.03178922499464988
221,35,"(5, 5)",Ch4,0.03178922499464988
222,35,"(5, 5)",Ch4,0.03178922499464988
223,35,"(5, 5)",Ch4,0.03178922499464988
224,35,"(5, 5)",Ch4,0.03178922499464988
225,35,"(5, 5)",Ch4,0.03178922499464988
226,35,"(5, 5)",Ch4,0.03178922499464988
227,35,"(5, 5)",Ch4,0.03178922499464988
228,35,"(5, 5)",Ch4,0.03178922499464988
229,35,"(5, 5)",Ch4,0.03178922499464988
230,35,"(5, 5)",Ch4,0.03178922499464988
231,35,"(5, 5)",Ch4,0.03178922499464988
232,35,"(5, 5)",Ch4,0.03178922499464988
233,35,"(5, 5)",Ch4,0.03178922499464988
234,35,"(5, 5)",Ch4,0.03178922499464988
235,35,"(5, 5)",Ch4,0.03178922499464988
236,35,"(5, 5)",Ch4,0.03178922499464988
237,35,"(5, 5)",Ch4,0.03178922499464988
238,35,"(5, 5)",Ch4,0.03178922499464988
239,35,"(5, 5)",Ch4,0.03178922499464988
240,35,"(5, 5)",Ch4,0.03178922499464988
241,35,"(5, 5)",Ch4,0.03178922499464988
242,35,"(5, 5)",Ch4,0.03178922499464988
243,35,"(5, 5)",Ch4,0.03178922499464988
244,35,"(5, 5)",Ch4,0.04048454648398225
245,35,"(5, 5)",Ch4,0.04048454648398225
246,35,"(5, 5)",Ch4,0.04048454648398225
247,35,"(5, 5)",Ch4,0.04048454648398225
248,35,"(5, 5)",Ch4,0.04048454648398225
249,35,"(5, 5)",Ch4,0.04048454648398225
250,35,"(5, 5)",Ch4,0.04048454648398225
251,35,"(5, 5)",Ch4,0.04048454648398225
252,35,"(5, 5)",Ch4,0.04048454648398225
253,35,"(5, 5)",Ch4,0.04048454648398225
254,35,"(5, 5)",Ch4,0.04048454648398225
255,35,"(5, 5)",Ch4,0.04048454648398225
256,35,"(5, 5)",Ch4,0.04048454648398225
257,35,"(5, 5)",Ch4,0.04048454648398225
258,35,"(5, 5)",Ch4,0.04048454648398225
259,35,"(5, 5)",Ch4,0.04048454648398225
260,35,"(5, 5)",Ch4,0.04048454648398225
261,35,"(5, 5)",Ch4,0.04048454648398225
262,35,"(5, 5)",Ch4,0.04048454648398225
263,35,"(5, 5)",Ch4,0.04048454648398225
264,35,"(5, 5)",Ch4,0.04048454648398225
265,35,"(5, 5)",Ch4,0.04048454648398225
266,35,"(5, 5)",Ch4,0.04048454648398225
267,35,"(5, 5)",Ch4,0.04048454648398225
268,35,"(5, 5)",Ch4,0.04048454648398225
269,35,"(5, 5)",Ch4,0.04048454648398225
270,35,"(5, 5)",Ch4,0.04048454648398225
271,35,"(5, 5)",Ch4,0.0055928267444984026
272,35,"(5, 5)",Ch4,0.0055928267444984026
273,35,"(5, 5)",Ch4,0.0
274,35,"(5, 5)",Ch4,0.0
275,35,"(5, 5)",Ch4,0.0
276,35,"(5, 5)",Ch4,0.0
277,35,"(5, 5)",Ch4,0.0
278,35,"(5, 5)",Ch4,0.0
279,35,"(5, 5)",Ch4,0.0
280,35,"(5, 5)",Ch4,0.0
281,35,"(5, 5)",Ch4,0.0
282,35,"(5, 5)",Ch4,0.0
283,35,"(5, 5)",Ch4,0.0
284,35,"(5, 5)",Ch4,0.0
285,35,"(5, 5)",Ch4,0.0
286,35,"(5, 5)",Ch4,0.0
287,35,"(5, 5)",Ch4,0.0
288,35,"(5, 5)",Ch4,0.0
289,35,"(5, 5)",Ch4,0.0
290,35,"(5, 5)",Ch4,0.0
291,35,"(5, 5)",Ch4,0.0
292,35,"(5, 5)",Ch4,0.0
293,35,"(5, 5)",Ch4,0.0
294,35,"(5, 5)",Ch4,0.0
295,35,"(5, 5)",Ch4,0.0
296,35,"(5, 5)",Ch4,0.01165310483975414
297,35,"(5, 5)",Ch4,0.01165310483975414
298,35,"(5, 5)",Ch4,0.01165310483975414
299,35,"(5, 5)",Ch4,0.01165310483975414
300,35,"(5, 5)",Ch4,0.01165310483975414
301,35,"(5, 5)",Ch4,0.01165310483975414
302,35,"(5, 5)",Ch4,0.01165310483975414
303,35,"(5, 5)",Ch4,0.01165310483975414
304,35,"(5, 5)",Ch4,0.01165310483975414
305,35,"(5, 5)",Ch4,0.01165310483975414
306,35,"(5, 5)",Ch4,0.01165310483975414
307,35,"(5, 5)",Ch4,0.01165310483975414
308,35,"(5, 5)",Ch4,0.01165310483975414
309,35,"(5, 5)",Ch4,0.01165310483975414
310,35,"(5, 5)",Ch4,0.01165310483975414
311,35,"(5, 5)",Ch4,0.01165310483975414
312,35,"(5, 5)",Ch4,0.01165310483975414
313,35,"(5, 5)",Ch4,0.01165310483975414
314,35,"(5, 5)",Ch4,0.01165310483975414
315,35,"(5, 5)",Ch4,0.010314041381790123
316,35,"(5, 5)",Ch4,0.0
317,35,"(5, 5)",Ch4,0.0
318,35,"(5, 5)",Ch4,0.0
319,35,"(5, 5)",Ch4,0.0
320,35,"(5, 5)",Ch4,0.0006556418575252159
321,35,"(5, 5)",Ch4,0.0006556418575252159
322,35,"(5, 5)",Ch4,0.0006556418575252159
323,35,"(5, 5)",Ch4,0.0006556418575252159
324,35,"(5, 5)",Ch4,0.0006556418575252159
325,35,"(5, 5)",Ch4,0.0006556418575252159
326,35,"(5, 5)",Ch4,0.0006556418575252159
327,35,"(5, 5)",Ch4,0.0006556418575252159
328,35,"(5, 5)",Ch4,0.0006556418575252159
329,35,"(5, 5)",Ch4,0.0006556418575252159
330,35,"(5, 5)",Ch4,0.0006556418575252159
331,35,"(5, 5)",Ch4,0.0006556418575252159
332,35,"(5, 5)",Ch4,0.0006556418575252159
333,35,"(5, 5)",Ch4,0.012473768313392308
334,35,"(5, 5)",Ch4,0.012473768313392308
335,35,"(5, 5)",Ch4,0.012473768313392308
336,35,"(5, 5)",Ch4,0.012473768313392308
337,35,"(5, 5)",Ch4,0.012473768313392308
338,35,"(5, 5)",Ch4,0.012473768313392308
339,35,"(5, 5)",Ch4,0.012473768313392308
340,35,"(5, 5)",Ch4,0.012473768313392308
341,35,"(5, 5)",Ch4,0.012473768313392308
342,35,"(5, 5)",Ch4,0.012473768313392308
343,35,"(5, 5)",Ch4,0.012473768313392308
344,35,"(5, 5)",Ch4,0.012473768313392308
345,35,"(5, 5)",Ch4,0.012473768313392308
346,35,"(5, 5)",Ch4,0.012473768313392308
347,35,"(5, 5)",Ch4,0.012473768313392308
348,35,"(5, 5)",Ch4,0.0
349,35,"(5, 5)",Ch4,0.0
350,35,"(5, 5)",Ch4,0.0
351,35,"(5, 5)",Ch4,0.0
352,35,"(5, 5)",Ch4,0.004046123836623871
353,35,"(5, 5)",Ch4,0.004046123836623871
354,35,"(5, 5)",Ch4,0.004046123836623871
355,35,"(5, 5)",Ch4,0.02118200348795441
356,35,"(5, 5)",Ch4,0.03226433351443628
357,35,"(5, 5)",Ch4,0.03226433351443628
358,35,"(5, 5)",Ch4,0.03226433351443628
359,35,"(5, 5)",Ch4,0.03226433351443628
360,35,"(5, 5)",Ch4,0.03226433351443628
361,35,"(5, 5)",Ch4,0.03226433351443628
362,35,"(5, 5)",Ch4,0.03226433351443628
363,35,"(5, 5)",Ch4,0.03226433351443628
364,35,"(5, 5)",Ch4,0.03226433351443628
365,35,"(5, 5)",Ch4,0.03226433351443628
366,35,"(5, 5)",Ch4,0.03226433351443628
367,35,"(5, 5)",Ch4,0.03226433351443628
368,35,"(5, 5)",Ch4,0.03226433351443628
369,35,"(5, 5)",Ch4,0.03778981710100735
370,35,"(5, 5)",Ch4,0.03778981710100735
371,35,"(5, 5)",Ch4,0.038876888808815
372,35,"(5, 5)",Ch4,0.038876888808815
373,35,"(5, 5)",Ch4,0.038876888808815
374,35,"(5, 5)",Ch4,0.038876888808815
375,35,"(5, 5)",Ch4,0.025629389627049914
376,35,"(5, 5)",Ch4,0.025629389627049914
377,35,"(5, 5)",Ch4,0.025629389627049914
378,35,"(5, 5)",Ch4,0.025629389627049914
379,35,"(5, 5)",Ch4,0.025629389627049914
380,35,"(5, 5)",Ch4,0.025629389627049914
381,35,"(5, 5)",Ch4,0.025629389627049914
382,35,"(5, 5)",Ch4,0.025629389627049914
383,35,"(5, 5)",Ch4,0.025629389627049914
384,35,"(5, 5)",Ch4,0.03605273474169217
385,35,"(5, 5)",Ch4,0.03605273474169217
386,35,"(5, 5)",Ch4,0.03605273474169217
387,35,"(5, 5)",Ch4,0.03605273474169217
388,35,"(5, 5)",Ch4,0.03605273474169217
389,35,"(5, 5)",Ch4,0.03605273474169217
390,35,"(5, 5)",Ch4,0.03605273474169217
391,35,"(5, 5)",Ch4,0.03605273474169217
392,35,"(5, 5)",Ch4,0.03605273474169217
393,35,"(5, 5)",Ch4,0.03605273474169217
394,35,"(5, 5)",Ch4,0.04000853638052921
395,35,"(5, 5)",Ch4,0.04000853638052921
396,35,"(5, 5)",Ch4,0.04000853638052921
397,35,"(5, 5)",Ch4,0.04000853638052921
398,35,"(5, 5)",Ch4,0.04000853638052921
399,35,"(5, 5)",Ch4,0.04000853638052921
400,35,"(5, 5)",Ch4,0.04000853638052921
401,35,"(5, 5)",Ch4,0.04000853638052921
402,35,"(5, 5)",Ch4,0.04000853638052921
403,35,"(5, 5)",Ch4,0.04000853638052921
404,35,"(5, 5)",Ch4,0.04000853638052921
405,35,"(5, 5)",Ch4,0.04000853638052921
406,35,"(5, 5)",Ch4,0.04000853638052921
407,35,"(5, 5)",Ch4,0.04000853638052921
408,35,"(5, 5)",Ch4,0.04000853638052921
409,35,"(5, 5)",Ch4,0.012364906072988409
410,35,"(5, 5)",Ch4,0.012364906072988409
411,35,"(5, 5)",Ch4,0.012364906072988409
412,35,"(5, 5)",Ch4,0.012364906072988409
413,35,"(5, 5)",Ch4,0.012364906072988409
414,35,"(5, 5)",Ch4,0.012364906072988409
415,35,"(5, 5)",Ch4,0.012364906072988409
416,35,"(5, 5)",Ch4,0.012364906072988409
417,35,"(5, 5)",Ch4,0.012364906072988409
418,35,"(5, 5)",Ch4,0.0
419,35,"(5, 5)",Ch4,0.0
420,35,"(5, 5)",Ch4,0.0
421,35,"(5, 5)",Ch4,0.0
422,35,"(5, 5)",Ch4,0.0
423,35,"(5, 5)",Ch4,0.0
424,35,"(5, 5)",Ch4,0.0
425,35,"(5, 5)",Ch4,0.0
426,35,"(5, 5)",Ch4,0.0
427,35,"(5, 5)",Ch4,0.007667542263649408
428,35,"(5, 5)",Ch4,0.007667542263649408
429,35,"(5, 5)",Ch4,0.007667542263649408
430,35,"(5, 5)",Ch4,0.007667542263649408
431,35,"(5, 5)",Ch4,0.007667542263649408
432,35,"(5, 5)",Ch4,0.007667542263649408
433,35,"(5, 5)",Ch4,0.007667542263649408
434,35,"(5, 5)",Ch4,0.007667542263649408
435,35,"(5, 5)",Ch4,0.007667542263649408
436,35,"(5, 5)",Ch4,0.007667542263649408
437,35,"(5, 5)",Ch4,0.007667542263649408
438,35,"(5, 5)",Ch4,0.007667542263649408
439,35,"(5, 5)",Ch4,0.007667542263649408
440,35,"(5, 5)",Ch4,0.007667542263649408
441,35,"(5, 5)",Ch4,0.007667542263649408
442,35,"(5, 5)",Ch4,0.007667542263649408
443,35,"(5, 5)",Ch4,0.007667542263649408
444,35,"(5, 5)",Ch4,0.007667542263649408
445,35,"(5, 5)",Ch4,0.007667542263649408
446,35,"(5, 5)",Ch4,0.007667542263649408
447,35,"(5, 5)",Ch4,0.007667542263649408
448,35,"(5, 5)",Ch4,0.007667542263649408
449,35,"(5, 5)",Ch4,0.007667542263649408
450,35,"(5, 5)",Ch4,0.007667542263649408
451,35,"(5, 5)",Ch4,0.007667542263649408
452,35,"(5, 5)",Ch4,0.007667542263649408
453,35,"(5, 5)",Ch4,0.007667542263649408
454,35,"(5, 5)",Ch4,0.007667542263649408
455,35,"(5, 5)",Ch4,0.007667542263649408
456,35,"(5, 5)",Ch4,0.007667542263649408
457,35,"(5, 5)",Ch4,0.007667542263649408
458,35,"(5, 5)",Ch4,0.007667542263649408
459,35,"(5, 5)",Ch4,0.007667542263649408
460,35,"(5, 5)",Ch4,0.007667542263649408
461,35,"(5, 5)",Ch4,0.0065318783757955775
462,35,"(5, 5)",Ch4,0.0065318783757955775
463,35,"(5, 5)",Ch4,0.0065318783757955775
464,35,"(5, 5)",Ch4,0.0065318783757955775
465,35,"(5, 5)",Ch4,0.0065318783757955775
466,35,"(5, 5)",Ch4,0.0065318783757955775
467,35,"(5, 5)",Ch4,0.0065318783757955775
468,35,"(5, 5)",Ch4,0.0065318783757955775
469,35,"(5, 5)",Ch4,0.0065318783757955775
470,35,"(5, 5)",Ch4,0.0065318783757955775
471,35,"(5, 5)",Ch4,0.0065318783757955775
472,35,"(5, 5)",Ch4,0.0065318783757955775
473,35,"(5, 5)",Ch4,0.0065318783757955775
474,35,"(5, 5)",Ch4,0.0065318783757955775
475,35,"(5, 5)",Ch4,0.0065318783757955775
476,35,"(5, 5)",Ch4,0.0065318783757955775
477,35,"(5, 5)",Ch4,0.0065318783757955775
478,35,"(5, 5)",Ch4,0.0065318783757955775
479,35,"(5, 5)",Ch4,0.0065318783757955775
480,35,"(5, 5)",Ch4,0.0065318783757955775
481,35,"(5, 5)",Ch4,0.0065318783757955775
482,35,"(5, 5)",Ch4,0.0065318783757955775
483,35,"(5, 5)",Ch4,0.0065318783757955775
484,35,"(5, 5)",Ch4,0.05494017862074363
485,35,"(5, 5)",Ch4,0.05494017862074363
486,35,"(5, 5)",Ch4,0.05494017862074363
487,35,"(5, 5)",Ch4,0.05494017862074363
488,35,"(5, 5)",Ch4,0.05494017862074363
489,35,"(5, 5)",Ch4,0.05494017862074363
490,35,"(5, 5)",Ch4,0.05494017862074363
491,35,"(5, 5)",Ch4,0.05494017862074363
492,35,"(5, 5)",Ch4,0.05494017862074363
493,35,"(5, 5)",Ch4,0.05494017862074363
494,35,"(5, 5)",Ch4,0.05494017862074363
495,35,"(5, 5)",Ch4,0.05494017862074363
496,35,"(5, 5)",Ch4,0.05494017862074363
497,35,"(5, 5)",Ch4,0.03553718822771537
498,35,"(5, 5)",Ch4,0.03553718822771537
499,35,"(5, 5)",Ch4,0.03171030849381416
500,35,"(5, 5)",Ch4,0.03171030849381416
501,35,"(5, 5)",Ch4,0.03171030849381416
502,35,"(5, 5)",Ch4,0.03171030849381416
503,35,"(5, 5)",Ch4,0.03171030849381416
504,35,"(5, 5)",Ch4,0.03171030849381416
505,35,"(5, 5)",Ch4,0.03171030849381416
506,35,"(5, 5)",Ch4,0.03171030849381416
507,35,"(5, 5)",Ch4,0.03171030849381416
508,35,"(5, 5)",Ch4,0.04075698750667694
509,35,"(5, 5)",Ch4,0.04075698750667694
510,35,"(5, 5)",Ch4,0.04075698750667694
511,35,"(5, 5)",Ch4,0.04075698750667694
512,35,"(5, 5)",Ch4,0.04075698750667694
513,35,"(5, 5)",Ch4,0.04075698750667694
514,35,"(5, 5)",Ch4,0.04075698750667694
515,35,"(5, 5)",Ch4,0.04075698750667694
516,35,"(5, 5)",Ch4,0.04075698750667694
517,35,"(5, 5)",Ch4,0.04075698750667694
518,35,"(5, 5)",Ch4,0.04075698750667694
519,35,"(5, 5)",Ch4,0.04075698750667694
520,35,"(5, 5)",Ch4,0.04075698750667694
521,35,"(5, 5)",Ch4,0.04075698750667694
522,35,"(5, 5)",Ch4,0.04075698750667694
523,35,"(5, 5)",Ch4,0.04075698750667694
524,35,"(5, 5)",Ch4,0.04075698750667694
525,35,"(5, 5)",Ch4,0.04075698750667694
526,35,"(5, 5)",Ch4,0.04075698750667694
527,35,"(5, 5)",Ch4,0.04075698750667694
528,35,"(5, 5)",Ch4,0.04075698750667694
529,35,"(5, 5)",Ch4,0.04075698750667694
530,35,"(5, 5)",Ch4,0.025686435899529382
531,35,"(5, 5)",Ch4,0.025686435899529382
532,35,"(5, 5)",Ch4,0.025686435899529382
533,35,"(5, 5)",Ch4,0.025686435899529382
534,35,"(5, 5)",Ch4,0.025686435899529382
535,35,"(5, 5)",Ch4,0.025686435899529382
536,35,"(5, 5)",Ch4,0.025686435899529382
537,35,"(5, 5)",Ch4,0.026709277070572617
538,35,"(5, 5)",Ch4,0.026709277070572617
539,35,"(5, 5)",Ch4,0.026709277070572617
540,35,"(5, 5)",Ch4,0.026709277070572617
541,35,"(5, 5)",Ch4,0.026709277070572617
542,35,"(5, 5)",Ch4,0.037677835487168604
543,35,"(5, 5)",Ch4,0.037677835487168604
544,35,"(5, 5)",Ch4,0.037677835487168604
545,35,"(5, 5)",Ch4,0.037677835487168604
546,35,"(5, 5)",Ch4,0.037677835487168604
547,35,"(5, 5)",Ch4,0.037677835487168604
548,35,"(5, 5)",Ch4,0.037677835487168604
549,35,"(5, 5)",Ch4,0.06440155748741203
550,35,"(5, 5)",Ch4,0.06440155748741203
551,35,"(5, 5)",Ch4,0.06440155748741203
