feature,dynamic_r2,age_abs_spearman,age_spearman,graph_smoothness,batch_penalty,phase_penalty,state_penalty,mean,std,fitted_age_std,dynamic_r2_rank,age_abs_spearman_rank,graph_smoothness_rank,batch_penalty_rank,phase_penalty_rank,state_penalty_rank,trajectory_score
Int_Med_cycB1_nuc,0.2407853117784376,0.4304464779673577,0.4304464779673577,0.8348426503440206,0.0010931177063730729,0.038745150288351383,0.006140384696468502,-7.72608991402791e-17,1.0000000000000004,0.4937913039644672,0.946058091286307,0.946058091286307,0.5850622406639004,0.975103734439834,0.9253112033195021,0.7427385892116183,0.5644542926470433
Int_Med_pp21_nuc,0.12600736135599183,0.4840634471442134,0.4840634471442134,0.8826110511868615,0.0004498107515925512,0.00877221325769764,0.00019782159064279427,1.1589134871041866e-17,1.0000000000000007,0.35169613292969876,0.8713692946058091,0.950207468879668,0.8257261410788381,0.9253112033195021,0.7385892116182573,0.06224066390041494,0.5493168559209531
Int_Med_Cdt1_nuc,0.1474776253386059,0.5046733847071078,-0.5046733847071078,0.7615556062678479,5.50668504355416e-05,0.10004255453390991,0.017837022703111313,-6.180871931222328e-17,0.9999999999999994,0.39509856644763447,0.9087136929460581,0.9585062240663901,0.17842323651452283,0.7261410788381742,0.9626556016597511,0.9294605809128631,0.548366826003809
Int_Med_pp53_nuc,0.13210930367058135,0.3704153269125631,0.3704153269125631,0.810737312534507,0.00020482127203612312,0.0033737272653447353,0.0004092584937641587,-1.1331598540574269e-16,1.0,0.36440105561320185,0.8921161825726142,0.9377593360995851,0.4066390041493776,0.8630705394190872,0.4315352697095436,0.11618257261410789,0.4559763474055774
Int_Med_cycE_nuc,0.1373247420902252,0.36154346809320304,0.36154346809320304,0.6768727455824355,0.00019955813002743496,0.005663834827221645,0.0014133562503531013,-6.695944592157522e-17,1.0000000000000007,0.3654497819727644,0.9045643153526971,0.9294605809128631,0.05394190871369295,0.8547717842323651,0.5809128630705395,0.2987551867219917,0.438164171508494
Int_Med_cycA_cyto,0.1784494773214404,0.2937574364225623,0.2937574364225623,0.9123867996616802,0.0008138277556935918,0.05837141004235639,0.00783986350544098,-5.665799270287134e-17,0.9999999999999993,0.43913379727830565,0.9315352697095436,0.9024896265560166,0.9439834024896265,0.9647302904564315,0.9356846473029046,0.8278008298755186,0.4215586507130415
Int_Med_cycA_ring,0.1784494773214404,0.2937574364225623,0.2937574364225623,0.9123867996616802,0.0008138277556935918,0.05837141004235639,0.00783986350544098,-5.665799270287134e-17,0.9999999999999993,0.43913379727830565,0.9315352697095436,0.9024896265560166,0.9439834024896265,0.9647302904564315,0.9356846473029046,0.8278008298755186,0.4215586507130415
Int_Med_GSK3b_nuc,0.1309697781480678,0.31112700357368656,0.31112700357368656,0.8457964700418285,0.0002867705354646177,0.005423129360939905,0.004868432293140468,9.271307896833493e-17,1.0000000000000002,0.36515160564873617,0.8879668049792531,0.9128630705394191,0.6929460580912863,0.9087136929460581,0.5643153526970954,0.7053941908713693,0.4109498138262383
Int_Med_pCHK1_nuc,0.11033555367640427,0.32934887790097084,0.32934887790097084,0.827597004179482,0.0002710334836613567,0.013020316349179155,0.004569380228146922,8.241162574963105e-17,1.0000000000000002,0.41332587030738877,0.8464730290456431,0.9253112033195021,0.5477178423236515,0.8962655601659751,0.8340248962655602,0.6763485477178424,0.40980896832636554
Int_Med_p16_nuc,0.10855543980380619,0.3242281444594991,0.3242281444594991,0.7651391166789256,0.0002471086897001605,0.002479525139314146,0.0022043986058730165,7.211017253092716e-17,1.0000000000000009,0.33258714514160825,0.8423236514522822,0.921161825726141,0.18672199170124482,0.8838174273858921,0.3153526970954357,0.42323651452282157,0.4005090752209427
Int_Med_cFos_nuc,0.09721447516263956,0.31391288072518436,0.31391288072518436,0.8180893945255815,0.00025855326209024996,0.0005373979783671502,0.0022738618331921965,-2.060290643740776e-17,0.9999999999999994,0.31648005339313895,0.8257261410788381,0.91701244813278,0.4854771784232365,0.8921161825726142,0.07468879668049792,0.43568464730290457,0.39113459420840696
Int_Med_p53_nuc,0.10207851786254034,0.29796223528395205,0.29796223528395205,0.7030541859317244,0.00020842434170497312,0.016844916755333263,0.014075889230490005,5.794567435520933e-17,0.9999999999999984,0.33019169802673354,0.8381742738589212,0.9087136929460581,0.0912863070539419,0.8672199170124482,0.8755186721991701,0.9128630705394191,0.36653249175262115
Int_MeanEdge_cycB1_cell,0.11957743074480187,0.274448762228661,0.274448762228661,0.846659445335757,0.0004528077808957957,0.06996042397337844,0.019209753508435973,6.180871931222328e-17,0.9999999999999998,0.356175135435152,0.8630705394190872,0.8838174273858921,0.7012448132780082,0.9294605809128631,0.941908713692946,0.9336099585062241,0.3619340471906204
Int_Med_cycA_cell,0.09840457876354045,0.28653325024829934,0.28653325024829934,0.8049538912764224,0.00030296455438676926,0.034180033990234275,0.003324219098436876,-6.438408261689925e-17,1.0000000000000047,0.3009690929395261,0.8340248962655602,0.8962655601659751,0.3651452282157676,0.91701244813278,0.8879668049792531,0.5726141078838174,0.3618984333309205
Int_Med_pAKT_cyto,0.12904385056816853,0.24997320120585825,-0.24997320120585825,0.8429822895932082,0.00015006823077026653,0.0029777233356919307,8.467797835592017e-05,1.210420753197706e-16,1.0,0.37044168527503873,0.8775933609958506,0.8526970954356846,0.6742738589211619,0.8402489626556017,0.4045643153526971,0.022821576763485476,0.3610925487746931
Int_Med_pAKT_ring,0.12904385056816853,0.24997320120585825,-0.24997320120585825,0.8429822895932082,0.00015006823077026653,0.0029777233356919307,8.467797835592017e-05,1.210420753197706e-16,1.0,0.37044168527503873,0.8775933609958506,0.8526970954356846,0.6742738589211619,0.8402489626556017,0.4045643153526971,0.022821576763485476,0.3610925487746931
Int_Med_pAKT_cell,0.13647905098764784,0.24059667631057924,-0.24059667631057924,0.846195667506421,0.00013655300037233091,0.0024125908442372166,2.2440095281178768e-06,1.0301453218703881e-16,0.999999999999999,0.38063208215181665,0.9004149377593361,0.8464730290456431,0.6970954356846473,0.8298755186721992,0.3112033195020747,0.004149377593360996,0.35848816492280955
Int_Med_BP1_nuc,0.1105775295108721,0.2680758638404665,0.2680758638404665,0.7706202657074129,0.00028450162791031987,0.009219053394474023,0.008005002582536384,9.786380557768687e-17,0.9999999999999996,0.34988862526636244,0.8506224066390041,0.8796680497925311,0.22821576763485477,0.9045643153526971,0.7593360995850622,0.8340248962655602,0.3559969745079519
Int_MeanEdge_pAKT_cell,0.11687406583372831,0.25311296386772736,-0.25311296386772736,0.7958744022614621,0.00014391918903312206,0.0010340054200148451,0.002811689094227466,-2.060290643740776e-17,1.0000000000000013,0.35228771151382166,0.8589211618257261,0.8589211618257261,0.3029045643153527,0.8340248962655602,0.16597510373443983,0.5186721991701245,0.35198105781765887
Int_Med_PCNA_ring,0.08178174577149722,0.2745114406756147,-0.2745114406756147,0.802234184323146,6.995612191831317e-06,0.011207108559942898,0.010400019118086664,1.4164498175717836e-17,0.9999999999999952,0.30668042799184325,0.8029045643153527,0.8900414937759336,0.32987551867219916,0.38381742738589214,0.8236514522821576,0.8858921161825726,0.34665949716249694
Int_Med_PCNA_cyto,0.08178174577149722,0.2745114406756147,-0.2745114406756147,0.802234184323146,6.995612191831317e-06,0.011207108559942898,0.010400019118086664,1.4164498175717836e-17,0.9999999999999952,0.30668042799184325,0.8029045643153527,0.8900414937759336,0.32987551867219916,0.38381742738589214,0.8236514522821576,0.8858921161825726,0.34665949716249694
Int_MeanEdge_pERK_cell,0.07182951888151937,0.23287717648141512,-0.23287717648141512,0.8225092949651653,6.402496536188027e-05,0.002095295787048211,0.0012616072519340891,-5.15072660935194e-18,1.0000000000000004,0.2778405530578336,0.7883817427385892,0.8423236514522822,0.5062240663900415,0.7510373443983402,0.2946058091286307,0.26556016597510373,0.3112249203566144
Int_Med_PCNA_cell,0.04499419368705386,0.25491389892986577,-0.25491389892986577,0.8072078324108364,3.6069103885080984e-06,0.008933152150329197,0.006413516220098215,-3.1548200482280634e-17,1.0000000000000033,0.20758087929979935,0.7178423236514523,0.8630705394190872,0.3817427385892116,0.27385892116182575,0.7468879668049793,0.7593360995850622,0.3098614274761039
Int_Med_p38_nuc,0.09800691076126611,0.20726432061059424,0.20726432061059424,0.8448942717252867,0.0002939578941072393,0.0056176547234569225,0.003456581004354797,6.180871931222328e-17,1.0000000000000009,0.3522855772118657,0.8298755186721992,0.8132780082987552,0.6804979253112033,0.9128630705394191,0.5767634854771784,0.5850622406639004,0.30795210338366164
Int_Med_cycD1_nuc,0.21536212946353914,0.15777634535034174,-0.15777634535034174,0.8424547054721563,0.0006427326124931494,0.16629331673583828,0.11826462479631895,1.2876816523379851e-17,0.9999999999999998,0.4703933452651258,0.941908713692946,0.7510373443983402,0.6639004149377593,0.9543568464730291,0.991701244813278,0.9875518672199171,0.30636088789719557
Int_MeanEdge_PCNA_cell,0.017228439827512942,0.25977044219430495,-0.25977044219430495,0.8016302251955649,2.186370571063203e-05,0.0006179791648591279,0.0006979985705703633,1.545217982805582e-17,0.9999999999999994,0.14839729132445995,0.5145228215767634,0.8713692946058091,0.3236514522821577,0.5767634854771784,0.08713692946058091,0.17012448132780084,0.2981906579679653
Int_Med_pAKT_nuc,0.16604301379425007,0.14149436584683492,-0.14149436584683492,0.8226036148622684,3.4836407109577904e-05,0.0025068779063272964,0.0016208037190960857,-1.545217982805582e-17,1.0,0.4194838611483848,0.91701244813278,0.7053941908713693,0.5103734439834025,0.6431535269709544,0.3278008298755187,0.3278008298755187,0.2945768032182684
Int_MeanEdge_Fra1_cell,0.03057845507400405,0.23031404301665187,-0.23031404301665187,0.8964588823745592,1.1493478705372752e-05,0.0018118210495943565,0.001156387618349914,3.605508626546358e-17,1.0000000000000013,0.20273976052546583,0.6431535269709544,0.8381742738589212,0.8962655601659751,0.47717842323651455,0.26556016597510373,0.24066390041493776,0.29188068213739043
Int_Med_pp38_nuc,0.05622551449949185,0.20999956954906698,0.20999956954906698,0.8197717570068108,8.929180863494551e-05,0.0003524041035382729,0.0023342422686050963,-8.241162574963105e-17,0.9999999999999999,0.24649781116537717,0.7427385892116183,0.8215767634854771,0.49377593360995853,0.7925311203319502,0.024896265560165973,0.45643153526970953,0.2836327300380586
Int_MeanEdge_pGSK3b_cell,0.065866764969129,0.18913191256818476,-0.18913191256818476,0.8254340958606879,3.215743289747202e-05,0.0007598028045508447,0.0001980743566552244,0.0,1.0000000000000007,0.26324215109382987,0.7717842323651453,0.7966804979253111,0.5228215767634855,0.6307053941908713,0.1078838174273859,0.06639004149377593,0.2732138223178941
Int_Med_p21_nuc,0.11610875609316196,0.22669044155715593,-0.22669044155715593,0.8085956104456856,0.00022490614619330524,0.297781250914496,0.2850737799786242,-3.605508626546358e-17,1.0000000000000007,0.3566794547135149,0.8547717842323651,0.8340248962655602,0.3941908713692946,0.8796680497925311,0.995850622406639,0.995850622406639,0.2722984271486719
Int_Med_CDK6_nuc,-0.00508780906261117,0.2602163261912233,0.2602163261912233,0.6912372545467816,0.0002580222045662781,0.010902428288422,0.0026242062527065,-1.5709716158523418e-16,1.0000000000000002,0.3229850942696394,0.08713692946058091,0.8755186721991701,0.07883817427385892,0.8879668049792531,0.8174273858921162,0.5020746887966805,0.2720378130919491
Int_MeanEdge_cJun_cell,0.026721853182831556,0.21672360168731614,-0.21672360168731614,0.827018355442639,9.565053007809079e-06,0.0008274658645000034,0.00023738132414205903,2.57536330467597e-18,1.0,0.17081031780465122,0.6099585062240664,0.8298755186721992,0.5435684647302904,0.42738589211618255,0.12033195020746888,0.08298755186721991,0.27194737912561495
Int_MeanEdge_AKT_cell,0.05593368263475644,0.18263115063609164,-0.18263115063609164,0.8962590214385687,2.6874322846876397e-05,0.0033548932141625903,0.0022235761496342005,4.120581287481552e-17,1.0,0.23976494349449737,0.7385892116182573,0.7883817427385892,0.8879668049792531,0.5975103734439834,0.42738589211618255,0.42738589211618255,0.2686173661584669
Int_Med_bCat_nuc,0.06279507523406755,0.18944362607729187,0.18944362607729187,0.7845888218600496,0.00013599175125429707,0.0003869032222766922,0.0008616848782240768,1.3391889184315045e-16,0.9999999999999949,0.2528144091035179,0.7634854771784232,0.8008298755186722,0.2697095435684647,0.8257261410788381,0.05394190871369295,0.1991701244813278,0.26759984836869827
Int_Med_pGSK3b_nuc,0.08371972017265468,0.17471514653448733,0.17471514653448733,0.7655970928771717,2.7405062981036056e-05,0.0028211526765203948,0.002269662714112534,1.120283037534047e-16,1.0,0.31020285993095853,0.8091286307053942,0.7800829875518672,0.1908713692946058,0.6058091286307054,0.3817427385892116,0.4315352697095436,0.26599668757729766
Int_MeanEdge_DNA_cell,0.026625206743186514,0.19907465870862515,-0.19907465870862515,0.8996003825646824,1.5047901651323425e-05,0.0012564385038904547,0.0006276424406013566,-1.1589134871041866e-17,0.9999999999999991,0.19489325427555376,0.6058091286307054,0.8091286307053942,0.9004149377593361,0.5103734439834025,0.1950207468879668,0.15767634854771784,0.2649420967783371
Int_Med_CDK4_nuc,0.12116872738840807,0.163320444142171,0.163320444142171,0.8885328845159457,0.00039879829843706083,0.14066487604074424,0.12481487973707014,5.665799270287134e-17,1.0000000000000013,0.41484546053090987,0.8672199170124482,0.7593360995850622,0.8589211618257261,0.921161825726141,0.9875518672199171,0.991701244813278,0.26403802516038366
Int_MeanEdge_CDK2_cell,0.03554114779132207,0.1908493565087633,-0.1908493565087633,0.8572231860998857,4.02932350992937e-05,0.014475703990221392,0.020094120728491458,-2.4723487724889314e-16,0.9999999999999994,0.20389510835817568,0.6804979253112033,0.8049792531120332,0.7219917012448133,0.6721991701244814,0.8589211618257261,0.941908713692946,0.2568273223702383
Int_MeanEdge_pRB_cell,0.019661115774691186,0.2102144011146283,-0.2102144011146283,0.7846956898562913,2.867948429119898e-05,0.013716225111576521,0.013437907724142755,1.802754313273179e-17,1.0000000000000002,0.17483756135437895,0.5601659751037344,0.8257261410788381,0.27385892116182575,0.6099585062240664,0.8423236514522822,0.9045643153526971,0.25569164637140207
Int_MeanEdge_p27_cell,0.04819203843816189,0.17931421544369522,-0.17931421544369522,0.8118757003456715,6.335121218732939e-06,0.0023828937973299873,0.0009547326403581115,2.9616678003773657e-17,0.9999999999999997,0.22164771061400063,0.7261410788381742,0.7842323651452282,0.4149377593360996,0.37344398340248963,0.3070539419087137,0.21161825726141079,0.25307695318083256
Int_MeanEdge_Cdh1_cell,0.07016779779909914,0.1571476446738223,-0.1571476446738223,0.7839035099553114,4.869425097312865e-05,0.0025608385904135477,0.00046315444941452796,-1.0301453218703881e-16,0.9999999999999989,0.26295575433535573,0.7842323651452282,0.7427385892116183,0.26556016597510373,0.7053941908713693,0.34439834024896265,0.12448132780082988,0.2456921082708685
Int_Med_pSTAT3_nuc,0.018263561083896596,0.20884752910319032,0.20884752910319032,0.6436221787206554,1.295440400954607e-05,0.0008021135854386867,0.0007999421586702818,3.090435965611164e-17,0.9999999999999962,0.19676775890222606,0.5394190871369294,0.8174273858921162,0.012448132780082987,0.4979253112033195,0.11618257261410789,0.18672199170124482,0.24223665964746707
Int_Med_AKT_nuc,0.03722885249516798,0.16672144984083065,0.16672144984083065,0.7978774035476384,8.105935983929207e-05,0.0035005409436332834,0.002290252922114468,-1.2361743862444657e-16,0.9999999999999997,0.21002018451900664,0.6887966804979253,0.7717842323651453,0.3153526970954357,0.7759336099585062,0.43568464730290457,0.44813278008298757,0.23479399759981853
Int_MeanEdge_p38_cell,0.03730669935926847,0.15884155318255996,-0.15884155318255996,0.8402254983782994,1.6497007665318577e-05,0.0012720811821224486,0.00021009406455786803,4.120581287481552e-17,0.9999999999999993,0.20750091319924657,0.6929460580912863,0.7551867219917012,0.6390041493775933,0.5311203319502075,0.2074688796680498,0.07053941908713693,0.233223746062248
Int_Med_pS6_cell,0.06692687183513216,0.13543170062563092,0.13543170062563092,0.8301852608256334,0.00020313504762209457,0.013083990351600941,0.00010504557098077456,-1.0043916888236284e-16,0.9999999999999976,0.28726465344241064,0.7800829875518672,0.6887966804979253,0.5601659751037344,0.8589211618257261,0.8381742738589212,0.04149377593360996,0.22888289810906498
Int_Med_pRB_nuc,0.07455001599821591,0.2582264626136358,0.2582264626136358,0.7666104832694236,4.936852205225277e-05,0.5054657534961973,0.5003875760151411,9.786380557768687e-17,0.9999999999999989,0.28451923501139775,0.7966804979253111,0.8672199170124482,0.1991701244813278,0.7178423236514523,1.0,1.0,0.22687414046533588
Int_MeanEdge_pCHK1_cell,0.02746745959469703,0.1702349070120387,-0.1702349070120387,0.7367148238743721,6.672053095509213e-07,0.0009321845629991581,0.0006892966478375256,4.635653948416746e-17,0.9999999999999997,0.16621480374982758,0.6265560165975104,0.7759336099585062,0.12448132780082988,0.0995850622406639,0.14937759336099585,0.16597510373443983,0.22615338012075561
Int_Med_pp65_nuc,0.13369214623593847,0.08693845415683658,0.08693845415683658,0.8075149938538583,0.0002802939689607553,0.025910487383374214,0.007295659098487912,-2.060290643740776e-17,1.0,0.3709535695885999,0.8962655601659751,0.49377593360995853,0.38589211618257263,0.9004149377593361,0.8796680497925311,0.8132780082987552,0.22530742357884725
Int_Med_pS6_nuc,0.0469913625839697,0.1538910972520072,0.1538910972520072,0.7383197508820236,7.620846336022524e-05,0.0015307877249655397,0.00041258277184101573,-6.695944592157522e-17,1.0000000000000002,0.2306064300726493,0.7219917012448133,0.7385892116182573,0.13692946058091288,0.7676348547717843,0.22821576763485477,0.12033195020746888,0.22482589204886083
Int_MeanEdge_Cdt1_cell,0.02730018931590219,0.16461699705960914,-0.16461699705960914,0.7719794382019518,1.7239607869046012e-07,0.00876365942696093,0.008334427069341422,-5.1507266093519403e-17,0.9999999999999986,0.1804609393778601,0.6224066390041494,0.7634854771784232,0.24481327800829875,0.04564315352697095,0.7344398340248963,0.8464730290456431,0.22351890593242374
Int_Med_Fra1_ring,0.04289721502450168,0.14575576650308933,-0.14575576650308933,0.8397403080634699,2.8889111513744064e-05,0.015022243256893884,0.006848283184929946,-1.7770006802264194e-16,0.9999999999999918,0.22922507174706594,0.7116182572614108,0.7157676348547718,0.6244813278008299,0.6161825726141079,0.8651452282157677,0.7780082987551867,0.2233096354609893
Int_Med_Fra1_cyto,0.04289721502450168,0.14575576650308933,-0.14575576650308933,0.8397403080634699,2.8889111513744064e-05,0.015022243256893884,0.006848283184929946,-1.7770006802264194e-16,0.9999999999999918,0.22922507174706594,0.7116182572614108,0.7157676348547718,0.6244813278008299,0.6161825726141079,0.8651452282157677,0.7780082987551867,0.2233096354609893
Int_MeanEdge_S6_cell,0.03331552002572704,0.14149742010444838,-0.14149742010444838,0.8599542091439555,4.669221830868334e-06,0.001494829821920649,0.001402328758434461,6.95348092262512e-17,0.9999999999999998,0.2026315173344877,0.6721991701244814,0.7095435684647303,0.7302904564315352,0.31950207468879666,0.22406639004149378,0.29045643153526973,0.21888323612682326
Int_MeanEdge_pH2AX_cell,0.028339413311332384,0.14883763862002602,-0.14883763862002602,0.8203411822677724,3.1719832403743213e-06,0.001317555397046521,0.0010691020421303868,3.734276791780157e-17,1.0000000000000004,0.19112545233174963,0.6307053941908713,0.7302904564315352,0.4979253112033195,0.26141078838174275,0.2157676348547718,0.23236514522821577,0.21784404883186415
Int_Med_cJun_nuc,0.03185435682869538,0.1653456250167014,0.1653456250167014,0.6771754156579933,1.5752784729000869e-06,0.014134149971079023,0.016439418451763894,2.317826974208373e-16,1.0000000000000002,0.19259977632906924,0.6597510373443983,0.7676348547717843,0.058091286307053944,0.17842323651452283,0.8547717842323651,0.9253112033195021,0.21627966815431457
Int_MeanEdge_pp38_cell,0.02728378085134715,0.15027399494425017,-0.15027399494425017,0.774237019055977,1.132137757178812e-05,0.0012819163295677285,0.002648485374464904,-1.1331598540574269e-16,1.0,0.17722915124782737,0.6182572614107884,0.7344398340248963,0.2572614107883817,0.4730290456431535,0.21161825726141079,0.5062240663900415,0.2137556509681354
Int_Med_YAP_nuc,0.06630507546845059,0.13119370681931283,0.13119370681931283,0.6759455238077393,1.3169964703646182e-08,0.0016193644500716762,0.001795073745051564,-1.1331598540574269e-16,1.0000000000000007,0.26681291956267617,0.7759336099585062,0.6846473029045643,0.04564315352697095,0.004149377593360996,0.24066390041493776,0.35269709543568467,0.2120086889102837
Int_Med_Cdh1_ring,0.09080728070399915,0.0944384466312921,-0.0944384466312921,0.816255402460052,1.5908085515140244e-06,0.010668197721021462,0.002611646446468653,2.5753633046759702e-17,1.0000000000000024,0.32152264574202305,0.8195020746887967,0.529045643153527,0.45435684647302904,0.1887966804979253,0.8029045643153527,0.483402489626556,0.20952686734837894
Int_Med_Cdh1_cyto,0.09080728070399915,0.0944384466312921,-0.0944384466312921,0.816255402460052,1.5908085515140244e-06,0.010668197721021462,0.002611646446468653,2.5753633046759702e-17,1.0000000000000024,0.32152264574202305,0.8195020746887967,0.529045643153527,0.45435684647302904,0.1887966804979253,0.8029045643153527,0.483402489626556,0.20952686734837894
Int_MeanEdge_GSK3b_cell,0.02694937384424263,0.14003489423084062,-0.14003489423084062,0.8064549650365394,1.5181585583476467e-05,0.001142746593769131,0.0005603984050776919,0.0,1.0000000000000007,0.17402671040306258,0.6141078838174274,0.6970954356846473,0.3775933609958506,0.5186721991701245,0.1825726141078838,0.14937759336099585,0.20861296871755985
Int_MeanEdge_bCat_cell,0.03839410373662418,0.12662570985310673,-0.12662570985310673,0.8357132142359543,9.031631975394551e-08,0.0009345316678486731,0.0006812769635696503,1.4293266340951634e-16,1.0000000000000004,0.213339528863775,0.6970954356846473,0.6763485477178424,0.5975103734439834,0.03734439834024896,0.15352697095435686,0.16182572614107885,0.2077214361828536
Int_Med_CDK2_cyto,0.017243264754333333,0.1475608326528131,-0.1475608326528131,0.8608302400821877,2.0300833782233908e-05,0.03647778151582836,0.04018931097768634,1.287681652337985e-16,0.9999999999999973,0.15622820954092717,0.520746887966805,0.7240663900414938,0.7365145228215768,0.5705394190871369,0.8983402489626556,0.9688796680497925,0.20718006259652536
Int_Med_CDK2_ring,0.017243264754333333,0.1475608326528131,-0.1475608326528131,0.8608302400821877,2.0300833782233908e-05,0.03647778151582836,0.04018931097768634,1.287681652337985e-16,0.9999999999999973,0.15622820954092717,0.520746887966805,0.7240663900414938,0.7365145228215768,0.5705394190871369,0.8983402489626556,0.9688796680497925,0.20718006259652536
Int_MeanEdge_RB_cell,0.008669150803935178,0.15739859654985608,-0.15739859654985608,0.7407501423230255,2.4178910309054645e-05,0.0005120849795006003,0.0030916492059769964,1.0043916888236284e-16,1.0000000000000002,0.13067473022342918,0.4024896265560166,0.7468879668049793,0.14522821576763487,0.5892116182572614,0.07053941908713693,0.5643153526970954,0.2050905470676175
Int_Med_pS6_cyto,0.059169379849775036,0.10846889436826473,0.10846889436826473,0.8423191419005992,0.00016819623999754057,0.014110013492043704,0.0002787037980547009,7.983626244495507e-17,1.0000000000000004,0.27455328294430414,0.7572614107883817,0.6120331950207469,0.6576763485477178,0.8485477178423236,0.8485477178423236,0.08921161825726141,0.20366983527212826
