N,d,r,scan_type,counts_path,amplitudes_path,matched_keys,total_shots_subset,weighted_mean_prob,mean_log_prob,fxeb,analytic_se,bootstrap_mean,bootstrap_se,ci95_low,ci95_high,uniform_baseline,ideal_subset_mean_fxeb,max_prob,min_prob
40,8,15,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_amplitudes.json,20,20,1.5619186423306717e-12,-27.939232374462602,0.7173477088826767,0.4692037397360209,0.7216591873830422,0.4513900837559815,-0.04405969215275722,1.6796544598645557,0.0,0.7173477088826767,8.548895292138042e-12,1.5028311229085893e-14
40,8,16,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_amplitudes.json,20,20,1.4336654934244248e-12,-27.883350526856578,0.5763318803613715,0.28574915279535196,0.5775437588934553,0.27695093003584703,0.051685553729822704,1.1279129456775931,0.0,0.5763318803613715,3.692649649456016e-12,9.477627602593266e-15
40,8,17,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_amplitudes.json,20,20,1.5200285862939048e-12,-27.535774755216142,0.6712891051820633,0.2775766268777191,0.6702593004851339,0.26452184036780246,0.1624343366062435,1.1975677299512406,0.0,0.6712891051820633,3.824335558286766e-12,1.2033011230824762e-13
40,8,18,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_amplitudes.json,20,20,1.1312622131699335e-12,-27.908203015279913,0.24383595744395392,0.2390283390739236,0.2481958332149136,0.22851784999140423,-0.16188544627590581,0.7286200069540144,0.0,0.24383595744395392,4.360661232956643e-12,6.255289332703892e-14
40,8,19,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_amplitudes.json,20,20,1.5691550990893947e-12,-27.629297072842284,0.7253042772327909,0.333061053080186,0.720746283557442,0.32115959442635217,0.11852797646056078,1.3832063690509901,0.0,0.7253042772327909,4.5712870733057006e-12,1.1683457183849506e-13
40,8,20,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r20_XEB_amplitudes.json,20,20,1.9214466437661033e-12,-27.47304211162655,1.1126529269720002,0.435695037997836,1.1162845654801405,0.42865677748556313,0.31114222097884897,2.0002590167687746,0.0,1.1126529269720002,5.933720416758951e-12,4.7475435252308627e-14
40,8,21,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r21_XEB_amplitudes.json,20,20,9.839697750689704e-13,-28.43329802177059,0.08188620906846822,0.28442481018871907,0.06912147320449503,0.27032234183119197,-0.4036079675949622,0.6536629998855013,0.0,0.08188620906846822,3.683483648837272e-12,8.317804337398022e-15
40,8,22,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r22_XEB_amplitudes.json,20,20,8.962408700054464e-13,-28.151549540849224,-0.014572742140933181,0.16193139581913066,-0.012040565463104197,0.15920235106316608,-0.3103701332028449,0.3049209851618917,0.0,-0.014572742140933181,2.511734471087093e-12,2.7802800130442117e-14
40,8,23,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r23_XEB_amplitudes.json,20,20,1.2047368639517712e-12,-27.826641617675705,0.32462219032536543,0.2501140371568321,0.3172897942494463,0.2422364882805063,-0.13290282377728233,0.8370763255256702,0.0,0.32462219032536543,3.4930836087384042e-12,1.5929751021433928e-13
40,8,24,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r24_XEB_amplitudes.json,20,20,1.4368944830067478e-12,-27.8054018942379,0.5798821919531032,0.39247076915619156,0.5851460845728028,0.3889823139433031,-0.07130163557850362,1.4493293755628078,0.0,0.5798821919531032,6.708285480175727e-12,1.0322180722887274e-13
40,8,25,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r25_XEB_amplitudes.json,20,20,1.3103716798373544e-12,-27.7512039351429,0.44076889868954106,0.239557065972406,0.4399238846985781,0.23726191552599524,-0.012528982480315374,0.9246226411091365,0.0,0.44076889868954106,3.1423884260136523e-12,6.561057762269465e-14
40,8,26,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r26_XEB_amplitudes.json,20,20,1.9324496372504343e-12,-27.663341005199243,1.1247508462483657,0.6396585184592468,1.1387888577075713,0.6381649636361995,0.0990816221146796,2.535292403165987,0.0,1.1247508462483657,1.0913330328212847e-11,6.986133015876533e-14
40,8,27,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r27_XEB_amplitudes.json,20,20,1.2432825952641477e-12,-27.791032354145642,0.3670036701044528,0.3004265089646432,0.37685091968873025,0.29815268767897585,-0.12675811622143215,1.0003157936554457,0.0,0.3670036701044528,5.247211968090858e-12,2.28323333716851e-13
40,8,28,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r28_XEB_amplitudes.json,20,20,1.8779445670604234e-12,-27.218304928765058,1.0648218878017017,0.30966053942842975,1.0645473364020344,0.30638868205614267,0.5237403940742149,1.7087260710638101,0.0,1.0648218878017017,5.79553567778304e-12,3.4297504536975074e-13
40,8,29,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r29_XEB_amplitudes.json,20,20,1.8197041105338167e-12,-27.483794180863008,1.000785828643715,0.46702633032001645,1.0113082910948992,0.4633870175216135,0.2022420963151814,1.9891385532963188,0.0,1.000785828643715,7.087529888103052e-12,2.5775836590790033e-13
40,8,30,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r30_XEB_amplitudes.json,20,20,1.219940156840898e-12,-28.103838016046165,0.3413383876374445,0.2952506948148118,0.35842967368215506,0.28920882054519614,-0.17831971841901906,0.9573042733433801,0.0,0.3413383876374445,4.005938324387814e-12,2.147676243239965e-14
40,8,31,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r31_XEB_amplitudes.json,20,20,2.20084512297482e-12,-27.167112848157434,1.4198548036449155,0.4446633950839223,1.4067557353441396,0.4317402470391444,0.6005762285964632,2.288478825955485,0.0,1.4198548036449155,6.021667652254004e-12,4.1088437402395557e-13
40,8,32,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r32_XEB_amplitudes.json,20,20,7.254251749618072e-13,-28.54492122152834,-0.20238658504805374,0.14114162402584748,-0.20166337595347297,0.13661395546998661,-0.45329117634514743,0.06927071209707418,0.0,-0.20238658504805374,1.691357980539969e-12,2.544570423348348e-15
40,8,33,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r33_XEB_amplitudes.json,20,20,1.4991573620891388e-12,-27.690914615775984,0.6483409514830032,0.33332480141239235,0.6536855258952472,0.3293727015467393,0.0805792463156186,1.3636188607722202,0.0,0.6483409514830032,5.880384976690896e-12,5.938786706076349e-14
40,8,34,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r34_XEB_amplitudes.json,20,20,1.066688553348609e-12,-27.88346746597626,0.17283646762235572,0.2063807177426996,0.18013362160490853,0.20049988849041506,-0.1652534476989333,0.612006587976115,0.0,0.17283646762235572,3.3241504204428584e-12,1.1342430742595438e-13
40,8,35,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r35_XEB_amplitudes.json,20,20,1.179754710154371e-12,-27.76807490140836,0.2971540217382356,0.20128552195321495,0.30028976028174575,0.19846632633798683,-0.08152079209433649,0.6998723476535186,0.0,0.2971540217382356,3.1477336829975405e-12,1.315152931629193e-13
40,8,36,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r36_XEB_amplitudes.json,20,20,1.7818919745361091e-12,-27.865818948491125,0.9592109454431881,0.4198355272432578,0.9563071925857328,0.4075698639425646,0.22560938637525452,1.8235327872996248,0.0,0.9592109454431881,6.772557743240169e-12,1.8742032206783107e-14
40,8,37,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r37_XEB_amplitudes.json,20,20,1.4323857689244146e-12,-27.727850669458775,0.5749248083932605,0.3184494285260356,0.566841536343285,0.3073309389857579,0.021404729724531252,1.212109616213593,0.0,0.5749248083932605,5.1324339763815286e-12,5.4287856387454154e-14
40,8,38,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r38_XEB_amplitudes.json,20,20,1.2318616083337844e-12,-28.0439331362183,0.3544461621738406,0.259269836352112,0.357837934018411,0.25005842316112753,-0.11641724894074454,0.87989664437358,0.0,0.3544461621738406,3.5752186589388855e-12,1.3082289354700766e-14
40,8,39,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r39_XEB_amplitudes.json,20,20,1.5990846593918528e-12,-27.41024487015371,0.7582121767995667,0.23536361013919627,0.7583466990782273,0.22463843809298983,0.31290162937405097,1.2065895191777096,0.0,0.7582121767995667,2.9400112071593678e-12,1.9201560977737022e-13
40,8,40,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r40_XEB_amplitudes.json,20,20,1.340599266075966e-12,-27.59241942611294,0.47400448123849626,0.2548090309843201,0.4726689452727978,0.24623019829351217,0.06268274513906114,0.9998756518486429,0.0,0.47400448123849626,4.318500313726584e-12,2.126056990126252e-13
40,8,41,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r41_XEB_amplitudes.json,20,20,1.6345606396993987e-12,-27.515295241512824,0.7972184296544658,0.33971246942783195,0.7955238822858096,0.32716041677009844,0.22120841450907688,1.4762220105118111,0.0,0.7972184296544658,6.094447910120385e-12,1.4394705247366663e-13
40,8,42,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r42_XEB_amplitudes.json,20,20,1.5836855009457164e-12,-27.739995785277056,0.7412806230300746,0.3578883852020711,0.7386969194949525,0.3501286261141576,0.10465052597249014,1.4617980069847125,0.0,0.7412806230300746,5.539417757753666e-12,4.166085492132961e-14
40,8,43,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r43_XEB_amplitudes.json,20,20,1.6737914049014166e-12,-27.40531550027717,0.8403531121606345,0.28060923370209007,0.8434006587324208,0.27298122034837574,0.34054653519302613,1.3887476896136994,0.0,0.8403531121606345,4.767313978932625e-12,8.146021527052896e-14
40,8,44,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r44_XEB_amplitudes.json,20,20,1.3067340331362765e-12,-27.865879927679554,0.43676926384396486,0.3041784514889638,0.4225671945672475,0.3011210956396884,-0.09671938495151439,1.0755205461651407,0.0,0.43676926384396486,5.0374710940603094e-12,4.0613061996839565e-14
40,8,45,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r45_XEB_amplitudes.json,20,20,1.8017177079849023e-12,-27.626092669601366,0.9810095698993238,0.5352431023738993,0.9697926389877414,0.518442777915638,0.10311454344278004,2.1255046563360716,0.0,0.9810095698993238,9.33472139299636e-12,1.682659944409358e-13
40,8,46,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r46_XEB_amplitudes.json,20,20,1.7057190175947055e-12,-27.54741504044818,0.8754578935640343,0.2924928196106258,0.8643952380819656,0.2805672270362399,0.3016966727143636,1.4103605862524504,0.0,0.8754578935640343,4.00496403846472e-12,3.661456634191975e-14
40,8,47,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r47_XEB_amplitudes.json,20,20,1.2069271258511579e-12,-27.799484080541884,0.3270304087516158,0.264323221927129,0.34121869423093343,0.261415240025928,-0.13940946682736222,0.8676928213145868,0.0,0.3270304087516158,4.036866602555318e-12,1.7966024384840125e-13
40,8,48,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r48_XEB_amplitudes.json,20,20,1.52736679951537e-12,-27.52659101079501,0.679357555946164,0.2784612481895614,0.6815082090175838,0.26559814291022343,0.17748198644404606,1.2352067533109803,0.0,0.679357555946164,4.117358470268699e-12,1.9468881535728762e-13
40,8,49,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r49_XEB_amplitudes.json,20,20,1.993651196526194e-12,-27.20611959940169,1.1920426723100856,0.3422229840128126,1.1839004067281835,0.3298114794864175,0.5886746950407323,1.8617323219155175,0.0,1.1920426723100856,6.38531368045157e-12,1.0242225677607192e-13
40,8,50,depth_scan,data/results/N40_verification/N40_d8_XEB/N40_d8_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r50_XEB_amplitudes.json,20,20,2.122645481722917e-12,-27.113844431488314,1.3338733888005363,0.3589231637457137,1.3271934366850322,0.3359934215218215,0.7272824090884686,2.036162440240352,0.0,1.3338733888005363,5.993104497074543e-12,3.3198940611160365e-13
40,10,1,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r1_XEB_amplitudes.json,20,20,8.405688760585483e-13,-28.5651005068029,-0.07578474682702274,0.25604409808593476,-0.0761314701619985,0.2535033919563904,-0.49159655729758367,0.4816477235103054,0.0,-0.07578474682702274,4.5557748694556794e-12,2.5992108695081178e-14
40,10,2,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r2_XEB_amplitudes.json,20,20,1.150619438413946e-12,-27.93121446800554,0.26511945168122475,0.2980813310402471,0.25766513748429043,0.2917154167682065,-0.23231821925538612,0.8951658524954265,0.0,0.26511945168122475,5.270017607499636e-12,6.621918687400549e-14
40,10,3,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r3_XEB_amplitudes.json,20,20,1.2112078774973152e-12,-27.812945688478642,0.3317371449621871,0.2056022207106105,0.330082565176373,0.19713123127563786,-0.06569020912182993,0.7085845485432595,0.0,0.3317371449621871,2.7785346471475914e-12,7.796945452841769e-14
40,10,4,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r4_XEB_amplitudes.json,20,20,1.0212040366601972e-12,-28.125651039724847,0.12282571263967546,0.24735277898722083,0.12547504124876305,0.24545511869038583,-0.30668655360612557,0.6548860875776963,0.0,0.12282571263967546,3.5412088559434576e-12,2.1697281992971254e-14
40,10,5,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r5_XEB_amplitudes.json,20,20,1.2937979546133444e-12,-28.187586945814832,0.4225458950901777,0.2281768371825977,0.41925431511631006,0.21956723549400506,-0.029987291017586237,0.8400340270465424,0.0,0.4225458950901777,3.4908775062373723e-12,7.639586875778365e-17
40,10,6,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r6_XEB_amplitudes.json,20,20,1.240531802436034e-12,-27.985483768156588,0.36397914140433896,0.23685721124216558,0.3588676096728013,0.23015011415744607,-0.05806365461149319,0.8376869560058409,0.0,0.36397914140433896,3.849449270652099e-12,1.2519109953657583e-14
40,10,7,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r7_XEB_amplitudes.json,20,20,1.4416550637442011e-12,-27.605618824934055,0.5851165058288996,0.2644200723440652,0.5946798101670513,0.25307538330232854,0.11480647860897121,1.098289435497274,0.0,0.5851165058288996,4.2828789134403115e-12,1.6898295435609907e-13
40,10,8,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r8_XEB_amplitudes.json,20,20,1.4492337399529306e-12,-27.853182803730864,0.593449348443547,0.3918069122672872,0.5834224650513838,0.376534398733331,-0.09778952355220202,1.38775260738153,0.0,0.593449348443547,5.926877942397841e-12,5.702955219924775e-14
40,10,9,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r9_XEB_amplitudes.json,20,20,1.4583521455965837e-12,-27.812220630640308,0.603475141475522,0.3077046783528227,0.5990159935475181,0.29898098171196635,0.024538175155067777,1.2390387099208815,0.0,0.603475141475522,3.924704352813665e-12,1.5929550331776807e-14
40,10,10,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r10_XEB_amplitudes.json,20,20,1.3238288853038464e-12,-27.596890379737225,0.4555652525773197,0.2238316541793498,0.4622171353372666,0.22023692175020812,0.04593469849445899,0.9250281639656237,0.0,0.4555652525773197,3.7867057090267454e-12,1.6016745796780885e-13
40,10,11,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r11_XEB_amplitudes.json,20,20,9.752028195966169e-13,-28.09101145655365,0.07224683958642109,0.2387705233662575,0.07013895332099945,0.23302668199713292,-0.3525592268073597,0.5776489666339494,0.0,0.07224683958642109,3.7401883987859415e-12,5.518122719379503e-14
40,10,12,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r12_XEB_amplitudes.json,20,20,1.3044854495751337e-12,-27.833257645236237,0.43429692007246246,0.2647102382922849,0.43712136596231527,0.25637561203745746,-0.0317109696419227,0.9632199474596822,0.0,0.43429692007246246,3.518051345052972e-12,6.089827544098525e-14
40,10,13,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r13_XEB_amplitudes.json,20,20,1.4815412357040787e-12,-28.089610479153663,0.628971815686258,0.4048939644742043,0.6219501516213299,0.39753484091181884,-0.0893800429908429,1.489595014643043,0.0,0.628971815686258,6.297994920614315e-12,1.683863315188872e-14
40,10,14,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r14_XEB_amplitudes.json,20,20,1.1105075017120177e-12,-27.878751344353002,0.22101591086483974,0.29138333721799875,0.225137603809243,0.28514169465096906,-0.24445256198470472,0.8873025988314132,0.0,0.22101591086483974,5.382077059297256e-12,1.8176714312251601e-13
40,10,15,depth_scan,data/results/N40_verification/N40_d10_XEB/N40_d10_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d10_XEB/N40_d10_r15_XEB_amplitudes.json,20,20,1.2940191930550127e-12,-27.78660226421864,0.422789149329303,0.21847026200411995,0.4196501146614429,0.20941889078643708,0.018477953015667677,0.8273460090623752,0.0,0.422789149329303,3.0732095611164788e-12,1.9024677098446125e-14
