N,d,r,counts_path,ideal_path,ideal_bitstring,subset_shots,success_count,mb_success_rate,mb_success_se
40,10,34,data/results/N40_verification/N40_d10_MB/N40_d10_r34_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r34_MB_ideal_bitstring.json,0000010010000111010001000111010001111101,20,12,0.6,0.10954451150103323
40,10,35,data/results/N40_verification/N40_d10_MB/N40_d10_r35_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r35_MB_ideal_bitstring.json,0010011110111010000101010101011110001100,20,12,0.6,0.10954451150103323
40,10,36,data/results/N40_verification/N40_d10_MB/N40_d10_r36_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r36_MB_ideal_bitstring.json,1000111100001110000001101010001011110000,20,9,0.45,0.11124297730643495
40,10,37,data/results/N40_verification/N40_d10_MB/N40_d10_r37_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r37_MB_ideal_bitstring.json,1011010101110000100111110010101111010000,20,11,0.55,0.11124297730643495
40,10,38,data/results/N40_verification/N40_d10_MB/N40_d10_r38_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r38_MB_ideal_bitstring.json,1111000000111100101000010001110000000010,20,13,0.65,0.1066536450385077
40,10,39,data/results/N40_verification/N40_d10_MB/N40_d10_r39_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r39_MB_ideal_bitstring.json,1001100011001110000000001000001000011101,20,12,0.6,0.10954451150103323
40,10,3,data/results/N40_verification/N40_d10_MB/N40_d10_r3_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r3_MB_ideal_bitstring.json,0111100101010001100011011000111101101011,20,11,0.55,0.11124297730643495
40,10,40,data/results/N40_verification/N40_d10_MB/N40_d10_r40_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r40_MB_ideal_bitstring.json,0111000110100100110000001101000100100110,20,10,0.5,0.11180339887498948
40,10,41,data/results/N40_verification/N40_d10_MB/N40_d10_r41_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r41_MB_ideal_bitstring.json,0001111100010100111000111110000110001000,20,11,0.55,0.11124297730643495
40,10,42,data/results/N40_verification/N40_d10_MB/N40_d10_r42_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r42_MB_ideal_bitstring.json,1101011110110011000000111010010110000100,20,10,0.5,0.11180339887498948
40,10,43,data/results/N40_verification/N40_d10_MB/N40_d10_r43_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r43_MB_ideal_bitstring.json,1011010111001100110010011010101011000000,20,7,0.35,0.1066536450385077
40,10,44,data/results/N40_verification/N40_d10_MB/N40_d10_r44_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r44_MB_ideal_bitstring.json,1110011101000010100101100101011101001011,20,8,0.4,0.10954451150103323
40,10,45,data/results/N40_verification/N40_d10_MB/N40_d10_r45_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r45_MB_ideal_bitstring.json,1000101101100000100100001001101110110100,20,9,0.45,0.11124297730643495
40,10,46,data/results/N40_verification/N40_d10_MB/N40_d10_r46_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r46_MB_ideal_bitstring.json,0100000111110110101011100010001100100001,20,8,0.4,0.10954451150103323
40,10,47,data/results/N40_verification/N40_d10_MB/N40_d10_r47_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r47_MB_ideal_bitstring.json,1101010101010000110101010111101111000110,20,11,0.55,0.11124297730643495
40,10,48,data/results/N40_verification/N40_d10_MB/N40_d10_r48_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r48_MB_ideal_bitstring.json,1001010100100111100111001001101101010101,20,12,0.6,0.10954451150103323
40,10,49,data/results/N40_verification/N40_d10_MB/N40_d10_r49_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r49_MB_ideal_bitstring.json,1110100011001001001001111110000100101100,20,8,0.4,0.10954451150103323
40,10,4,data/results/N40_verification/N40_d10_MB/N40_d10_r4_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r4_MB_ideal_bitstring.json,0110001100100000011110111001010111011000,20,12,0.6,0.10954451150103323
40,10,50,data/results/N40_verification/N40_d10_MB/N40_d10_r50_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r50_MB_ideal_bitstring.json,1000101100110010100000101100101101010000,20,13,0.65,0.1066536450385077
40,10,5,data/results/N40_verification/N40_d10_MB/N40_d10_r5_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r5_MB_ideal_bitstring.json,0001010101011101001100111010110000000001,20,9,0.45,0.11124297730643495
40,10,6,data/results/N40_verification/N40_d10_MB/N40_d10_r6_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r6_MB_ideal_bitstring.json,0111100100000100101001101011010011011000,20,12,0.6,0.10954451150103323
40,10,7,data/results/N40_verification/N40_d10_MB/N40_d10_r7_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r7_MB_ideal_bitstring.json,0111111000110101100001111011010100010010,20,9,0.45,0.11124297730643495
40,10,8,data/results/N40_verification/N40_d10_MB/N40_d10_r8_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r8_MB_ideal_bitstring.json,1110010101100011000100010000111110100111,20,8,0.4,0.10954451150103323
40,10,9,data/results/N40_verification/N40_d10_MB/N40_d10_r9_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r9_MB_ideal_bitstring.json,0001101101110011100100101010000100000011,20,8,0.4,0.10954451150103323
40,12,10,data/results/N40_verification/N40_d12_MB/N40_d12_r10_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r10_MB_ideal_bitstring.json,1000010011110001010001000010001000011101,20,7,0.35,0.1066536450385077
40,12,11,data/results/N40_verification/N40_d12_MB/N40_d12_r11_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r11_MB_ideal_bitstring.json,1000011000001111111010010001001001111111,20,8,0.4,0.10954451150103323
40,12,12,data/results/N40_verification/N40_d12_MB/N40_d12_r12_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r12_MB_ideal_bitstring.json,1011110001010100001101000111110001111000,20,8,0.4,0.10954451150103323
40,12,13,data/results/N40_verification/N40_d12_MB/N40_d12_r13_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r13_MB_ideal_bitstring.json,0001101110110011011011101000011011000111,20,6,0.3,0.10246950765959598
40,12,14,data/results/N40_verification/N40_d12_MB/N40_d12_r14_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r14_MB_ideal_bitstring.json,0001111111110010110000111011111010010010,20,12,0.6,0.10954451150103323
40,12,15,data/results/N40_verification/N40_d12_MB/N40_d12_r15_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r15_MB_ideal_bitstring.json,0011010110011101100110000110111010100010,20,8,0.4,0.10954451150103323
40,12,16,data/results/N40_verification/N40_d12_MB/N40_d12_r16_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r16_MB_ideal_bitstring.json,0001010101000010001000000011000111000110,20,11,0.55,0.11124297730643495
40,12,17,data/results/N40_verification/N40_d12_MB/N40_d12_r17_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r17_MB_ideal_bitstring.json,0000011010001111010111010101001101110101,20,9,0.45,0.11124297730643495
40,12,18,data/results/N40_verification/N40_d12_MB/N40_d12_r18_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r18_MB_ideal_bitstring.json,1111111001101011010101001011011011001000,20,8,0.4,0.10954451150103323
40,12,19,data/results/N40_verification/N40_d12_MB/N40_d12_r19_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r19_MB_ideal_bitstring.json,0011000010111111110101010010101000010001,20,11,0.55,0.11124297730643495
40,12,1,data/results/N40_verification/N40_d12_MB/N40_d12_r1_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r1_MB_ideal_bitstring.json,1101001101000011000111111111000100111111,20,11,0.55,0.11124297730643495
40,12,20,data/results/N40_verification/N40_d12_MB/N40_d12_r20_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r20_MB_ideal_bitstring.json,1100010100011010110110110011110101100111,20,10,0.5,0.11180339887498948
40,12,21,data/results/N40_verification/N40_d12_MB/N40_d12_r21_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r21_MB_ideal_bitstring.json,0100110100101001101001011010011111000011,20,13,0.65,0.1066536450385077
40,12,22,data/results/N40_verification/N40_d12_MB/N40_d12_r22_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r22_MB_ideal_bitstring.json,1110101110000010000000001101001000011000,20,13,0.65,0.1066536450385077
40,12,23,data/results/N40_verification/N40_d12_MB/N40_d12_r23_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r23_MB_ideal_bitstring.json,1000001010010000101101100001000101110011,20,13,0.65,0.1066536450385077
40,12,24,data/results/N40_verification/N40_d12_MB/N40_d12_r24_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r24_MB_ideal_bitstring.json,1010101010110110000011100110110101111100,20,9,0.45,0.11124297730643495
40,12,25,data/results/N40_verification/N40_d12_MB/N40_d12_r25_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r25_MB_ideal_bitstring.json,0001110010100000110100101011101110111011,20,10,0.5,0.11180339887498948
40,12,26,data/results/N40_verification/N40_d12_MB/N40_d12_r26_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r26_MB_ideal_bitstring.json,1010011001001110111101111011100100110111,20,11,0.55,0.11124297730643495
40,12,27,data/results/N40_verification/N40_d12_MB/N40_d12_r27_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r27_MB_ideal_bitstring.json,0010111101111100000000001010110110101100,20,12,0.6,0.10954451150103323
40,12,28,data/results/N40_verification/N40_d12_MB/N40_d12_r28_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r28_MB_ideal_bitstring.json,1011110000111111110101100110101010111100,20,8,0.4,0.10954451150103323
40,12,29,data/results/N40_verification/N40_d12_MB/N40_d12_r29_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r29_MB_ideal_bitstring.json,0010111010011100101110111100001001101101,20,7,0.35,0.1066536450385077
40,12,2,data/results/N40_verification/N40_d12_MB/N40_d12_r2_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r2_MB_ideal_bitstring.json,1110010011100101000101100111110000001001,20,13,0.65,0.1066536450385077
40,12,30,data/results/N40_verification/N40_d12_MB/N40_d12_r30_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r30_MB_ideal_bitstring.json,0001000000111010111101111100111100011011,20,12,0.6,0.10954451150103323
40,12,31,data/results/N40_verification/N40_d12_MB/N40_d12_r31_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r31_MB_ideal_bitstring.json,0000110010011011101010010101001001111010,20,10,0.5,0.11180339887498948
40,12,32,data/results/N40_verification/N40_d12_MB/N40_d12_r32_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r32_MB_ideal_bitstring.json,0100010111010111100100100010110111111100,20,11,0.55,0.11124297730643495
40,12,33,data/results/N40_verification/N40_d12_MB/N40_d12_r33_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r33_MB_ideal_bitstring.json,0001101100100111101000110111001101000011,20,9,0.45,0.11124297730643495
40,12,34,data/results/N40_verification/N40_d12_MB/N40_d12_r34_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r34_MB_ideal_bitstring.json,0111010111111111100000011110100001100001,20,10,0.5,0.11180339887498948
40,12,35,data/results/N40_verification/N40_d12_MB/N40_d12_r35_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r35_MB_ideal_bitstring.json,1000110100000111000111110000100101110010,20,11,0.55,0.11124297730643495
40,12,36,data/results/N40_verification/N40_d12_MB/N40_d12_r36_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r36_MB_ideal_bitstring.json,0010001000101001001100100101010000001001,20,7,0.35,0.1066536450385077
40,12,37,data/results/N40_verification/N40_d12_MB/N40_d12_r37_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r37_MB_ideal_bitstring.json,1110110011101110010010001110000110100011,20,8,0.4,0.10954451150103323
40,12,38,data/results/N40_verification/N40_d12_MB/N40_d12_r38_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r38_MB_ideal_bitstring.json,0010100000100111101001100101101010001101,20,10,0.5,0.11180339887498948
40,12,39,data/results/N40_verification/N40_d12_MB/N40_d12_r39_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r39_MB_ideal_bitstring.json,1001111110000010000111111100110001100001,20,11,0.55,0.11124297730643495
40,12,3,data/results/N40_verification/N40_d12_MB/N40_d12_r3_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r3_MB_ideal_bitstring.json,0001001110100000111110000101000110110100,20,9,0.45,0.11124297730643495
40,12,40,data/results/N40_verification/N40_d12_MB/N40_d12_r40_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r40_MB_ideal_bitstring.json,1011111101111111001011101011001110111011,20,9,0.45,0.11124297730643495
40,12,41,data/results/N40_verification/N40_d12_MB/N40_d12_r41_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r41_MB_ideal_bitstring.json,1110010100111100101101100010000111100010,20,9,0.45,0.11124297730643495
40,12,42,data/results/N40_verification/N40_d12_MB/N40_d12_r42_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r42_MB_ideal_bitstring.json,0011011010011101110010000011111101001101,20,8,0.4,0.10954451150103323
40,12,43,data/results/N40_verification/N40_d12_MB/N40_d12_r43_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r43_MB_ideal_bitstring.json,1010001001100110000111110101001111110001,20,6,0.3,0.10246950765959598
40,12,44,data/results/N40_verification/N40_d12_MB/N40_d12_r44_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r44_MB_ideal_bitstring.json,1100110001101110001010110100001010011010,20,4,0.2,0.0894427190999916
40,12,45,data/results/N40_verification/N40_d12_MB/N40_d12_r45_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r45_MB_ideal_bitstring.json,1001100100101001111101011101100110000000,20,10,0.5,0.11180339887498948
40,12,46,data/results/N40_verification/N40_d12_MB/N40_d12_r46_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r46_MB_ideal_bitstring.json,0010100010010001111010010010101100110011,20,9,0.45,0.11124297730643495
40,12,47,data/results/N40_verification/N40_d12_MB/N40_d12_r47_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r47_MB_ideal_bitstring.json,0100001101110110010101010101111010000101,20,10,0.5,0.11180339887498948
40,12,48,data/results/N40_verification/N40_d12_MB/N40_d12_r48_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r48_MB_ideal_bitstring.json,1110100001011001101011011000010010110101,20,9,0.45,0.11124297730643495
40,12,49,data/results/N40_verification/N40_d12_MB/N40_d12_r49_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r49_MB_ideal_bitstring.json,0101000100101110110010101001011100111001,20,8,0.4,0.10954451150103323
40,12,4,data/results/N40_verification/N40_d12_MB/N40_d12_r4_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r4_MB_ideal_bitstring.json,0011100100000010110000001010101101111011,20,11,0.55,0.11124297730643495
40,12,50,data/results/N40_verification/N40_d12_MB/N40_d12_r50_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r50_MB_ideal_bitstring.json,1000010111011011000010111101010000110011,20,8,0.4,0.10954451150103323
40,12,5,data/results/N40_verification/N40_d12_MB/N40_d12_r5_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r5_MB_ideal_bitstring.json,1000001111011111111000001110010101110111,20,15,0.75,0.09682458365518543
40,12,6,data/results/N40_verification/N40_d12_MB/N40_d12_r6_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r6_MB_ideal_bitstring.json,0110001001000010100110111000110111010010,20,8,0.4,0.10954451150103323
40,12,7,data/results/N40_verification/N40_d12_MB/N40_d12_r7_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r7_MB_ideal_bitstring.json,0010001110010100010010001110001101000000,20,10,0.5,0.11180339887498948
40,12,8,data/results/N40_verification/N40_d12_MB/N40_d12_r8_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r8_MB_ideal_bitstring.json,0011001000010000001101110011011010010011,20,9,0.45,0.11124297730643495
40,12,9,data/results/N40_verification/N40_d12_MB/N40_d12_r9_MB_counts.json,data/results/N40_verification/N40_d12_MB/N40_d12_r9_MB_ideal_bitstring.json,1111001010011001110101011011000011101111,20,7,0.35,0.1066536450385077
40,14,10,data/results/N40_verification/N40_d14_MB/N40_d14_r10_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r10_MB_ideal_bitstring.json,0001111101110101101111000000111111000011,20,5,0.25,0.09682458365518543
40,14,11,data/results/N40_verification/N40_d14_MB/N40_d14_r11_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r11_MB_ideal_bitstring.json,1110101010010011010111001000101000011110,20,5,0.25,0.09682458365518543
40,14,12,data/results/N40_verification/N40_d14_MB/N40_d14_r12_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r12_MB_ideal_bitstring.json,1111010100010101100001001100011110001100,20,8,0.4,0.10954451150103323
40,14,13,data/results/N40_verification/N40_d14_MB/N40_d14_r13_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r13_MB_ideal_bitstring.json,0111011100101010111010110001011000111010,20,3,0.15,0.07984359711335656
40,14,14,data/results/N40_verification/N40_d14_MB/N40_d14_r14_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r14_MB_ideal_bitstring.json,1111011010110001110110111101011010000101,20,5,0.25,0.09682458365518543
40,14,15,data/results/N40_verification/N40_d14_MB/N40_d14_r15_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r15_MB_ideal_bitstring.json,1101110010100000100110010001110101011000,20,5,0.25,0.09682458365518543
40,14,16,data/results/N40_verification/N40_d14_MB/N40_d14_r16_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r16_MB_ideal_bitstring.json,1101010000001001010010111101110100011011,20,6,0.3,0.10246950765959598
40,14,17,data/results/N40_verification/N40_d14_MB/N40_d14_r17_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r17_MB_ideal_bitstring.json,0000001000100000101011110101100111101011,20,12,0.6,0.10954451150103323
40,14,18,data/results/N40_verification/N40_d14_MB/N40_d14_r18_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r18_MB_ideal_bitstring.json,1101101101000111010100110001101000011010,20,9,0.45,0.11124297730643495
40,14,19,data/results/N40_verification/N40_d14_MB/N40_d14_r19_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r19_MB_ideal_bitstring.json,1110001101101011000111100010001011010101,20,13,0.65,0.1066536450385077
40,14,1,data/results/N40_verification/N40_d14_MB/N40_d14_r1_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r1_MB_ideal_bitstring.json,1010101010010000101111110100111001011010,20,7,0.35,0.1066536450385077
40,14,20,data/results/N40_verification/N40_d14_MB/N40_d14_r20_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r20_MB_ideal_bitstring.json,0001100001111010001111011101011101110101,20,6,0.3,0.10246950765959598
40,14,21,data/results/N40_verification/N40_d14_MB/N40_d14_r21_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r21_MB_ideal_bitstring.json,0000100010101110011110101001001011000111,20,8,0.4,0.10954451150103323
40,14,22,data/results/N40_verification/N40_d14_MB/N40_d14_r22_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r22_MB_ideal_bitstring.json,0111001010110101111111100111000100100111,20,7,0.35,0.1066536450385077
40,14,23,data/results/N40_verification/N40_d14_MB/N40_d14_r23_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r23_MB_ideal_bitstring.json,1001001100100111100001000001011001111010,20,9,0.45,0.11124297730643495
40,14,24,data/results/N40_verification/N40_d14_MB/N40_d14_r24_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r24_MB_ideal_bitstring.json,0001001111101110111000100001000000011110,20,9,0.45,0.11124297730643495
40,14,25,data/results/N40_verification/N40_d14_MB/N40_d14_r25_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r25_MB_ideal_bitstring.json,0011110101011101000000101111010111010100,20,9,0.45,0.11124297730643495
40,14,26,data/results/N40_verification/N40_d14_MB/N40_d14_r26_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r26_MB_ideal_bitstring.json,0000000101001011010000100111010111100100,20,5,0.25,0.09682458365518543
40,14,27,data/results/N40_verification/N40_d14_MB/N40_d14_r27_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r27_MB_ideal_bitstring.json,1100000010001011001010111001001110010100,20,9,0.45,0.11124297730643495
