hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,ADMIN,CONTINENT,pv_cf,wind_cf,pv_share,wind_share,pv_lcoe_eur_per_mwh,wind_lcoe_eur_per_mwh,avg_cf,electrolyzer_cf,oversizing_factor,electricity_cost_eur_per_kg,electrolyzer_cost_eur_per_kg,production_core_eur_per_kg,road_spur_eur_per_kg,inland_ammonia_transport_eur_per_kg,ammonia_synthesis_eur_per_kg,export_terminal_eur_per_kg,shipping_eur_per_kg,ammonia_cracking_eur_per_kg,eu_distribution_eur_per_kg,scenario,scenario_label,water_cost_eur_per_kg,buffer_storage_eur_per_kg,site_production_eur_per_kg,delivered_to_europe_eur_per_kg
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,Namibia,Africa,0.33044356586262874,0.3995878082430656,1.0,0.0,22.152659893561804,49.49448672167699,0.33044356586262874,0.41305445732828594,1.25,1.3845412433476125,1.0977273525749776,2.48226859592259,0.006115867609868612,0.15388509279207063,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.022715779831843665,0.12,2.6249843757544338,4.079869468546504
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,Namibia,Africa,0.3115565221521309,0.3291041310105567,1.0,0.0,23.4955887875658,60.09463754982773,0.3115565221521309,0.3894456526901636,1.25,1.4684742992228625,1.1642733017564522,2.6327476009793145,0.04867738377198118,0.08928685232285663,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.03169670964807937,0.12,2.784444310627394,4.174731162950251
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,Namibia,Africa,0.2920376461799174,0.357579222081873,1.0,0.0,25.065959900460236,55.30912381900674,0.2920376461799174,0.36504705772489676,1.25,1.5666224937787647,1.2420896602705296,2.808712154049294,0.01256499065372799,0.03496971224509683,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.028386186668997324,0.12,2.9570983407182916,4.293068052963388
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,Namibia,Africa,0.2946008301479373,0.44815832808044753,1.0,0.0,24.84787271269628,44.13037141123983,0.2946008301479373,0.3682510376849216,1.25,1.5529920445435172,1.2312828193582008,2.784274863901718,0.0024125511830429647,0.1339039026902785,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.054050953141370185,0.12,2.958325817043088,4.393229719733367
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,Botswana,Africa,0.29844985885197095,0.358761745562683,1.0,0.0,24.527416286034743,55.12681804525034,0.29844985885197095,0.3730623235649637,1.25,1.5329635178771714,1.2154032912769233,2.7483668091540947,0.029659637836207453,0.05676542259637954,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.022021637619617635,0.12,2.8903884467737124,4.248153869370092
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,Botswana,Africa,0.32394889339296773,0.4178258406972227,1.0,0.0,22.59678633842652,47.33406013430869,0.32394889339296773,0.40493611674120966,1.25,1.4122991461516574,1.1197350820698713,2.5320342282215287,0.019974336074112385,0.0510816555304042,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.032420461567781514,0.12,2.6844546897893102,4.036536345319714
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,Namibia,Africa,0.31756366324927016,0.3275846452794666,1.0,0.0,23.051138325056545,60.37338365587337,0.31756366324927016,0.3969545790615877,1.25,1.440696145316034,1.1422495162649953,2.5829456615810296,0.044137144364944945,0.13994209425915488,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.009501118071247386,0.12,2.712446779652277,4.153388873911432
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,,,0.3274287363732198,0.36690637187514796,1.0,0.0,22.35663249858029,53.9031071282685,0.3274287363732198,0.40928592046652473,1.25,1.397289531161268,1.1078347757368274,2.5051243068980957,0.04300299308831549,0.18118554737728504,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.034885104693200476,0.12,2.6600094115912962,4.142194958968581
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,Namibia,Africa,0.30730945236594237,0.3266988090348286,1.0,0.0,23.820301888578893,60.53708468561328,0.30730945236594237,0.38413681545742795,1.25,1.488768868036181,1.1803637601679549,2.669132628204136,0.017142237740115845,0.05089317626016013,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.033645967582925686,0.12,2.822778595787062,4.174671772047222
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,,,0.3178537144393808,0.35969221390136963,1.0,0.0,23.030103459642497,54.98421346049357,0.3178537144393808,0.39731714304922605,1.25,1.439381466227656,1.141207178810546,2.580588645038202,0.05061978953495845,0.10190963516157305,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.013379895655270164,0.12,2.713968540693472,4.116878175855045
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,Namibia,Africa,0.326260627091412,0.4233766394226993,1.0,0.0,22.43667583744213,46.71347360165677,0.326260627091412,0.40782578386426505,1.25,1.4022922398401332,1.1118011510110495,2.5140933908511824,0.015761502835777687,0.13898184792491902,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.015028427848039108,0.12,2.649121818699222,4.0891036666241405
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,,,0.30943176228503566,0.28472469714761317,1.0,0.0,23.65692479179799,69.46146107928598,0.30943176228503566,0.38678970285629455,1.25,1.4785577994873744,1.1722679599894485,2.650825759476823,0.027564115140658832,0.1807253847540478,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.02837162872914269,0.12,2.799197388205966,4.280922772960014
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,Angola,Africa,0.3232219542760334,0.4014588767514763,1.0,0.0,22.647607415674205,49.26380910858187,0.3232219542760334,0.4040274428450418,1.25,1.4154754634796378,1.122253411103502,2.5377288745831397,0.013920978907198848,0.09453512158235958,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.054558723052800455,0.12,2.71228759763594,4.1078227192183
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,Namibia,Africa,0.30308533306080027,0.390837722525943,1.0,0.0,24.152286930697958,50.60257065620793,0.30308533306080027,0.37885666632600035,1.25,1.5095179331686222,1.1968145639599528,2.706332497128575,0.04973220411059883,0.07539241950349145,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.029895340272379542,0.12,2.8562278374009544,4.232620256904446
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,Namibia,Africa,0.30846503076182874,0.34591590239237313,1.0,0.0,23.731065756437918,57.17399325225841,0.30846503076182874,0.3855812884522859,1.25,1.4831916097773699,1.1759418558205852,2.659133465597955,0.009110334289609641,0.01475652259667268,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.02061741104375329,0.12,2.7997508766417085,4.115507399238381
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,South Africa,Africa,0.3081287179080301,0.29991287586302345,1.0,0.0,23.756967472131336,65.94379588511957,0.3081287179080301,0.3851608973850376,1.25,1.4848104670082085,1.1772253595592734,2.662035826567482,0.002807380366033173,0.041674408985856885,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.036017640293743415,0.12,2.8180534668612256,4.1607278758470825
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,Namibia,Africa,0.2934748863793973,0.381894993416549,1.0,0.0,24.943203893457582,51.78751701428666,0.2934748863793973,0.3668436079742466,1.25,1.5589502433410989,1.2360067507135213,2.79495699405462,0.023353618657059885,0.047154240196184125,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.029033285869471938,0.12,2.943990279924092,4.292144520120276
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,Namibia,Africa,0.32376550465414045,0.3494073937105547,1.0,0.0,22.60958571355631,56.602675917080916,0.32376550465414045,0.4047068808176756,1.25,1.4130991070972694,1.120369327539415,2.5334684346366845,0.05269850547786923,0.16055794121424927,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.045872963689914545,0.12,2.6993413983265993,4.1608993395408485
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,,,0.306550757876351,0.390564515413154,1.0,0.0,23.87925568764455,50.63796809167147,0.306550757876351,0.3831884473454388,1.25,1.4924534804777845,1.1832850887164685,2.675738569194253,0.04739598594674396,0.06965819165953775,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.00916498502828717,0.12,2.8049035542225402,4.175561745882078
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,,,0.31522489413709837,0.3791800158582659,1.0,0.0,23.222163175307095,52.158322279893135,0.31522489413709837,0.39403111767137294,1.25,1.4513851984566934,1.1507242843963215,2.602109482853015,0.03986231862548129,0.12133712809505878,0.35,0.08,0.22099999999999997,0.55,0.1,base,Base finance,0.013535289739884722,0.12,2.7356447725928996,4.157981900687958
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,Botswana,Africa,0.2994150399175216,0.4039603195809191,1.0,0.0,18.64573668020649,38.445459960091036,0.2994150399175216,0.374268799896902,1.25,1.1653585425129056,0.9672757761304434,2.132634318643349,0.033874709315756917,0.17455675291104975,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.03373571629006995,0.12,2.286370034933419,3.761926787844469
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,Botswana,Africa,0.3324290103826466,0.402112683505617,1.0,0.0,16.794003585816572,38.622109992948936,0.3324290103826466,0.41553626297830826,1.25,1.0496252241135358,0.8712143226849581,1.920839546798494,0.03671021940574992,0.17780100191922085,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.029561906623966152,0.12,2.07040145342246,3.5492024553416814
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,Namibia,Africa,0.2847083441109155,0.41393079588453047,1.0,0.0,19.608887859713352,37.51941253543781,0.2847083441109155,0.3558854301386444,1.25,1.2255554912320845,1.0172406995157144,2.242796190747799,0.0060328105737390055,0.08943699807325216,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.015494710112336968,0.12,2.378290900860136,3.7687278989333888
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,Namibia,Africa,0.308972069460256,0.3726817838364911,1.0,0.0,18.06899245665879,41.672120735387395,0.308972069460256,0.38621508682532,1.25,1.1293120285411744,0.937356297697979,2.0666683262391534,0.0228256647254562,0.07497873870739832,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.036633050147090174,0.12,2.2233013763862437,3.599280115093642
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,Namibia,Africa,0.3179295551718901,0.3551418911496157,1.0,0.0,17.55990879607669,43.730240444575074,0.3179295551718901,0.3974119439648626,1.25,1.097494299754793,0.9109468132485061,2.008441113003299,0.004747400831393404,0.12713731537648554,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.0345157179117101,0.12,2.162956830915009,3.591094146291495
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,Namibia,Africa,0.325552001964467,0.3736952166110545,1.0,0.0,17.14876259002385,41.55910913914114,0.325552001964467,0.4069400024555837,1.25,1.0717976618764906,0.8896179822999805,1.961415644176471,0.02762277392049327,0.13301860844832847,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.03538543965895122,0.12,2.1168010838354223,3.5508196922837514
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,,,0.3278020784362714,0.28688394056626637,1.0,0.0,17.031051233804142,54.13492390427646,0.3278020784362714,0.40975259804533926,1.25,1.0644407021127589,0.8835115277576048,1.9479522298703635,0.011754438140625045,0.07279772838717641,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.01295979172645241,0.12,2.080912021596816,3.454709749983993
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,Namibia,Africa,0.32928025023359864,0.29985592648915327,1.0,0.0,16.954597150709922,51.79300764120661,0.32928025023359864,0.41160031279199827,1.25,1.0596623219193702,0.8795453566252085,1.9392076785445787,0.027102598853945538,0.04515046573541889,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.012690358117287477,0.12,2.071898036661866,3.418048502397285
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,,,0.3087229486995281,0.30657422093286224,1.0,0.0,18.083573041501456,50.658011116058155,0.3087229486995281,0.38590368587441015,1.25,1.130223315093841,0.9381126875774461,2.068336002671287,0.02984489440338359,0.1483504945511336,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.04234186914078277,0.12,2.23067787181207,3.6800283663632043
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,Botswana,Africa,0.30667766773203775,0.32414867130951996,1.0,0.0,18.20417519698126,47.91147293361646,0.30667766773203775,0.3833470846650472,1.25,1.1377609498113288,0.9443691067013189,2.0821300565126477,0.031535306636868675,0.07545422608898983,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.022791401369764413,0.12,2.224921457882412,3.6013756839714026
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,Namibia,Africa,0.33044356586262874,0.3995878082430656,1.0,0.0,16.894909052992418,38.86615149796257,0.33044356586262874,0.41305445732828594,1.25,1.055931815812026,0.8764489463285458,1.9323807621405718,0.004713522068046738,0.15248274725024874,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.01922685849252325,0.12,2.071607620633095,3.5250903678833443
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,Namibia,Africa,0.3115565221521309,0.3291041310105567,1.0,0.0,17.919104866851647,47.19004967888305,0.3115565221521309,0.3894456526901636,1.25,1.119944054178228,0.9295806523990224,2.0495247065772504,0.03751584194755691,0.07812531049843235,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.02614849473136187,0.12,2.195673201308612,3.5747985118070447
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,Namibia,Africa,0.2920376461799174,0.357579222081873,1.0,0.0,19.116761367663486,43.43216644830074,0.2920376461799174,0.36504705772489676,1.25,1.1947975854789679,0.9917108938171701,2.186508479296138,0.009683885346959015,0.03208860693832786,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.026004672957304818,0.12,2.332513152253443,3.665601759191771
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,Namibia,Africa,0.2946008301479373,0.44815832808044753,1.0,0.0,18.950435372473816,34.653914295052395,0.2946008301479373,0.3682510376849216,1.25,1.1844022107796135,0.9830824813898651,2.1674846921694786,0.0018593622306696035,0.13335071373790514,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.043376993898036946,0.12,2.3308616860675158,3.765212399805421
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,Botswana,Africa,0.29844985885197095,0.358761745562683,1.0,0.0,18.706036631649603,43.289008608082824,0.29844985885197095,0.3730623235649637,1.25,1.1691272894781,0.9704039272640311,2.139531216742131,0.02285879394211433,0.04996457870228641,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.018691880490316223,0.12,2.2782230972324475,3.6291876759347343
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,Botswana,Africa,0.32394889339296773,0.4178258406972227,1.0,0.0,17.23362575473707,37.16965007716679,0.32394889339296773,0.40493611674120966,1.25,1.0771016096710668,0.8940203872529584,1.9711219969240252,0.0153942956070518,0.04650161506334362,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.029113903728308185,0.12,2.1202359006523337,3.4677375157156773
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,Namibia,Africa,0.31756366324927016,0.3275846452794666,1.0,0.0,17.580141050373946,47.408938470435906,0.31756366324927016,0.3969545790615877,1.25,1.0987588156483716,0.9119963920242817,2.0107552076726534,0.034016662435438515,0.12982161232964845,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.009042269190780328,0.12,2.139797476863434,3.5706190891930825
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,,,0.3274287363732198,0.36690637187514796,1.0,0.0,17.05047044506213,42.32807463261649,0.3274287363732198,0.40928592046652473,1.25,1.065654402816383,0.8845189286966811,1.950173331513064,0.0331425677996635,0.17132512208863304,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.028605802731714754,0.12,2.098779134244779,3.571104256333412
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,Namibia,Africa,0.30730945236594237,0.3266988090348286,1.0,0.0,18.166749995531013,47.5374867076976,0.30730945236594237,0.38413681545742795,1.25,1.1354218747206883,0.9424276178022477,2.077849492522936,0.013211586816130494,0.04696252533617478,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.030058405803138115,0.12,2.227907898326074,3.575870423662249
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,,,0.3178537144393808,0.35969221390136963,1.0,0.0,17.564098636513947,43.177026612459194,0.3178537144393808,0.39731714304922605,1.25,1.0977561647821217,0.9111641675547649,2.0089203323368867,0.03901286134250278,0.09030270696911738,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.012031657599030902,0.12,2.1409519899359175,3.5322546969050355
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,Namibia,Africa,0.326260627091412,0.4233766394226993,1.0,0.0,17.111516158618254,36.6823269065826,0.326260627091412,0.40782578386426505,1.25,1.069469759913641,0.8876857673672134,1.9571555272808543,0.012147449255137721,0.13536779434427904,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.013302187532995386,0.12,2.0904577148138497,3.526825509158129
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,,,0.30943176228503566,0.28472469714761317,1.0,0.0,18.042149103145285,54.545462502896875,0.30943176228503566,0.38678970285629455,1.25,1.12763431894658,0.9359637581566865,2.0635980771032667,0.021243766753882988,0.17440503636727195,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.023585842416233377,0.12,2.2071839195195,3.682588955886773
