hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,ADMIN,CONTINENT,pv_cf,wind_cf,pv_share,wind_share,pv_lcoe_eur_per_mwh,wind_lcoe_eur_per_mwh,avg_cf,electrolyzer_cf,oversizing_factor,electricity_cost_eur_per_kg,electrolyzer_cost_eur_per_kg,production_core_eur_per_kg,road_spur_eur_per_kg,inland_ammonia_transport_eur_per_kg,ammonia_synthesis_eur_per_kg,export_terminal_eur_per_kg,shipping_eur_per_kg,ammonia_cracking_eur_per_kg,eu_distribution_eur_per_kg,scenario,scenario_label,water_cost_eur_per_kg,buffer_storage_eur_per_kg,site_production_eur_per_kg,delivered_to_europe_eur_per_kg
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,Namibia,Africa,0.32928025023359864,0.29985592648915327,1.0,0.0,16.954597150709922,51.79300764120661,0.32928025023359864,0.41160031279199827,1.25,1.0596623219193702,0.8795453566252085,1.9392076785445787,0.027102598853945538,0.04515046573541889,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.012690358117287477,0.12,2.071898036661866,3.418048502397285
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,,,0.3278020784362714,0.28688394056626637,1.0,0.0,17.031051233804142,54.13492390427646,0.3278020784362714,0.40975259804533926,1.25,1.0644407021127589,0.8835115277576048,1.9479522298703635,0.011754438140625045,0.07279772838717641,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.01295979172645241,0.12,2.080912021596816,3.454709749983993
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,Botswana,Africa,0.32394889339296773,0.4178258406972227,1.0,0.0,17.23362575473707,37.16965007716679,0.32394889339296773,0.40493611674120966,1.25,1.0771016096710668,0.8940203872529584,1.9711219969240252,0.0153942956070518,0.04650161506334362,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.029113903728308185,0.12,2.1202359006523337,3.4677375157156773
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,Namibia,Africa,0.30846503076182874,0.34591590239237313,1.0,0.0,18.09869332224634,44.896577996283014,0.30846503076182874,0.3855812884522859,1.25,1.131168332640396,0.9388970749976736,2.0700654076380696,0.007021368751028355,0.012667557058091392,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.020017248492425335,0.12,2.210082656130495,3.523750213188587
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,Namibia,Africa,0.33044356586262874,0.3995878082430656,1.0,0.0,16.894909052992418,38.86615149796257,0.33044356586262874,0.41305445732828594,1.25,1.055931815812026,0.8764489463285458,1.9323807621405718,0.004713522068046738,0.15248274725024874,0.35,0.08,0.22099999999999997,0.55,0.1,de_risked_africa,African de-risking,0.01922685849252325,0.12,2.071607620633095,3.5250903678833443
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,Namibia,Africa,0.32928025023359864,0.29985592648915327,1.0,0.0,27.92713355375359,81.24673402295431,0.32928025023359864,0.41160031279199827,1.25,1.7454458471095993,1.3428141350030243,3.0882599821126235,0.0438711616865666,0.06191902856803995,0.35,0.08,0.22099999999999997,0.55,0.1,high_rate_world,High-rate world,0.015901668098391723,0.12,3.2241616502110153,4.5870806787790555
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,,,0.3278020784362714,0.28688394056626637,1.0,0.0,28.053066560024554,84.9204547894287,0.3278020784362714,0.40975259804533926,1.25,1.7533166600015344,1.34886934366089,3.1021860036624247,0.019026989219044395,0.08007027946559575,0.35,0.08,0.22099999999999997,0.55,0.1,high_rate_world,High-rate world,0.01633780211989901,0.12,3.238523805782324,4.619594085247919
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,Botswana,Africa,0.32394889339296773,0.4178258406972227,1.0,0.0,28.386741589303835,58.30734323185367,0.32394889339296773,0.40493611674120966,1.25,1.7741713493314897,1.3649133656852537,3.139084715016743,0.02491885133478457,0.056026170791076385,0.35,0.08,0.22099999999999997,0.55,0.1,high_rate_world,High-rate world,0.03599015179544536,0.12,3.2950748668121888,4.6521010376032645
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,Namibia,Africa,0.33044356586262874,0.3995878082430656,1.0,0.0,27.828817005049487,60.968613661634556,0.33044356586262874,0.41305445732828594,1.25,1.7393010628155927,1.3380868023159627,3.0773878651315556,0.0076298103320218864,0.1553990355142239,0.35,0.08,0.22099999999999997,0.55,0.1,high_rate_world,High-rate world,0.02648234585448541,0.12,3.2238702109860413,4.680269246500265
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,Namibia,Africa,0.326260627091412,0.4233766394226993,1.0,0.0,28.1856061114926,57.54288837922264,0.326260627091412,0.40782578386426505,1.25,1.7616003819682873,1.3552422133582291,3.116842595326516,0.01966315899163036,0.1428835040807717,0.35,0.08,0.22099999999999997,0.55,0.1,high_rate_world,High-rate world,0.01689204054812496,0.12,3.253734635874641,4.697618139955412
