algo,track_id,frame,x1,y1,x2,y2,score,gt_id
ByteLike,0,22,309.1472749547425,460.71281539333364,371.8269655637256,563.8639547651036,0.28569413182569703,137
ByteLike,0,23,320.58082602258463,467.0408799281929,399.22806226655985,614.0057639155701,0.9,134
ByteLike,0,23,306.73198828705665,459.99200939202575,375.8517452763453,567.1700252705488,0.25116990918520377,137
ByteLike,0,24,305.4995230153933,454.0890308992498,369.44144526287937,562.7759357033489,0.2740943989349419,137
ByteLike,0,25,321.3870567330869,472.2733283502965,395.1330493397752,615.6132440308718,0.9,134
ByteLike,0,25,312.2110835823466,471.12947849290094,379.5747196825112,567.918991682008,0.2919181485242842,137
ByteLike,0,26,326.92154641903636,474.02028935649554,394.39106311670514,610.7785827368411,0.9,134
ByteLike,0,26,312.65115457443966,466.7990397415159,381.13165737221004,566.8061733140584,0.2864863430615153,137
ByteLike,0,27,320.3635292093706,473.66346734633163,389.2455067533929,623.4952109821187,0.9,134
ByteLike,0,28,301.6106609217383,457.34756173654154,376.49197016686225,569.9400798748638,0.3521323231330874,137
ByteLike,0,29,314.19267346887995,472.2538953197926,395.14613128324964,620.0545403340141,0.9,134
ByteLike,0,29,306.18157832214064,467.0168872250308,387.810312494995,570.6294852963464,0.29965078726562333,137
ByteLike,0,30,323.4882747580573,481.7033832920433,401.6226340542646,619.1721943772536,0.9,134
ByteLike,0,30,306.6854334933855,467.78584397391984,377.3502763712035,564.6948572832109,0.36644360189654246,137
ByteLike,0,31,313.6701967851931,466.31797324480647,376.0391734790422,569.5920534532582,0.37539168677876034,137
ByteLike,0,32,316.6665415388099,482.1595622507662,395.6939138648037,614.0226122380021,0.9,134
ByteLike,0,32,304.7663646682159,470.12027244982755,373.1568093389408,568.1135266928288,0.327754274964029,137
ByteLike,0,33,319.213402784718,479.03053836810466,397.76962400266814,627.828687603204,0.9,134
ByteLike,0,33,310.8847798312196,467.99546888691015,383.2457677974938,571.6116648322975,0.20446993421400486,137
ByteLike,0,34,319.19760191133196,479.82287825044335,398.13226505815567,621.1631064347548,0.9,134
ByteLike,0,34,275.6692408547487,499.2434269320926,365.6050507546975,600.1622504349516,0.3457194419033513,33
ByteLike,0,35,276.71117010339685,497.26883557192247,348.5015800799246,611.2686071845131,0.2657984080967377,33
ByteLike,0,36,274.2522292025892,495.42293546895775,351.04850512566236,602.4126971128145,0.18916814734879706,33
ByteLike,0,37,276.9156833654188,504.04347789752217,356.6100413836463,612.2084447702263,0.2614516647734022,33
ByteLike,0,38,272.6600122973124,500.20937723799716,347.3412118654235,613.3211170972909,0.13914792553851396,33
ByteLike,0,39,278.2623990618544,505.6561266081802,350.60455302441505,606.8924974202049,0.2950351539998331,33
ByteLike,0,40,282.9910811884431,504.8865953342973,346.8406817656906,605.6982800731909,0.3205000382448998,33
ByteLike,0,41,278.0980354516742,502.72033782668836,336.14940476178657,603.0067604796972,0.3074857065964476,33
ByteLike,0,42,265.09897699091005,506.4648000175132,346.182943633225,602.0030187570652,0.2715181138003485,33
ByteLike,0,43,274.66235255794646,502.82089961721346,342.7387126449262,605.51965226859,0.1761554727675516,33
ByteLike,0,44,266.6670860991922,507.0883660672674,341.5704983469586,616.9082891935511,0.1978712211109081,33
ByteLike,0,45,274.61420363377994,497.7554869608441,340.8076655678005,619.1966048954798,0.2738041651895469,33
ByteLike,0,46,293.62470202932803,489.384287391045,351.7953010774074,611.5666153884998,0.2115025164481936,171
ByteLike,0,47,286.5736221523291,498.21850287924144,353.89706963599383,611.1176757568832,0.36832265892425575,171
ByteLike,0,48,301.5781882802714,500.176709112152,351.433575929411,612.357746332818,0.2941936489516008,171
ByteLike,0,49,302.991062666723,508.6301953929303,364.32594047419605,608.1695210463919,0.3528573997929646,171
ByteLike,0,50,311.53241181350586,509.5601157905521,361.88146273283417,607.2788810041187,0.13210449953554032,171
ByteLike,0,51,295.66972609511254,450.9694322463455,362.24241003711865,599.9627011568757,0.21253588043315216,177
ByteLike,0,52,303.5215123620179,424.62297485188935,340.4468256734806,600.3570933757835,0.10694722540975761,106
ByteLike,0,53,299.599858434442,434.9183855448354,353.7080731646005,597.5047851585113,0.21721446868687241,106
ByteLike,0,54,306.90077859640377,430.49566867374085,347.5876579030015,591.2020679031157,0.19685930748144317,106
ByteLike,0,55,304.2201065653371,421.88745985659847,359.31471898884894,594.6079625122613,0.2810725972086544,106
ByteLike,0,56,304.38465320258877,417.5949589119174,359.15968294219425,586.4564747069213,0.14967889534010284,106
ByteLike,0,57,300.6630181398043,413.5227622009064,367.9313826845059,590.6821186748509,0.23047573622916895,106
ByteLike,0,58,304.3395419417016,403.08493036405486,362.2198741940994,588.4799277996052,0.16546054348568884,106
ByteLike,0,59,308.21110696238725,409.81137867911923,353.2225551156356,573.27073436566,0.203715529531867,106
ByteLike,0,60,298.1083680811887,431.34934030003484,349.25482028300877,583.2222343397021,0.2574357071790624,3
ByteLike,0,61,313.1683156938293,454.60355707000485,374.6602109801845,608.6339117304509,0.12213178088286668,177
ByteLike,0,62,309.4068820302917,450.83928926403735,375.4520918715285,600.3856729779403,0.3641299708021054,177
ByteLike,0,63,314.07607404020877,461.02888986168847,384.89654258675984,599.6115612008732,0.2687501860388998,177
ByteLike,0,64,319.3935984382772,468.4822486041907,377.27180880930246,611.4741429423839,0.25104071490140106,177
ByteLike,0,65,320.2129467508704,459.05681847874496,383.51605986423624,612.1380080660344,0.12380563125469105,177
ByteLike,0,66,317.55269490441896,468.62000743745193,390.8820676316815,612.1899962164703,0.27963489843307227,177
ByteLike,0,67,324.15142136253735,461.0174141259995,384.21585856103866,608.9051248892997,0.1426059567489426,177
ByteLike,0,69,325.3628100852843,457.18530519998455,383.8936893481315,611.9390462171791,0.3658473631098337,177
ByteLike,0,70,310.383030768889,502.33115363194975,387.09326264943775,601.1634027125571,0.1493870565509776,137
ByteLike,0,71,322.1254690023137,500.67784226861573,389.72980143320683,608.1194390779839,0.3868331630624412,137
ByteLike,0,72,307.76745447953175,495.548557178911,389.43625588309476,640.0,0.9,134
ByteLike,0,72,312.99779280559744,493.2147680448355,371.9102178905495,605.9909917209695,0.20678814841186932,171
ByteLike,0,73,304.28892442678807,497.58712361719745,392.7099621697993,629.5300193225174,0.9,134
ByteLike,0,73,332.39965231068027,503.58139381320285,392.0391129043399,607.8476492638034,0.3735208430828084,137
ByteLike,0,74,319.6027563913383,502.295957048433,394.2085565558933,611.4635409532166,0.2589939764772494,137
ByteLike,0,75,321.32012933249905,453.998142333685,370.9316106969977,609.9470766207309,0.19340163711961583,3
ByteLike,0,76,334.51594788764226,442.1966945526537,369.3343157289649,614.2216086597957,0.22284389563387128,3
ByteLike,0,77,342.74481490517314,451.27405758740315,377.2545992913311,612.1713584129357,0.10450545662060856,3
ByteLike,0,79,333.5082942539618,463.9604964757803,378.770517891577,611.6579539483666,0.25979794484268826,3
ByteLike,0,80,340.9466244451908,455.09921875957593,378.34790369874787,613.5249774688172,0.1882051604185575,3
ByteLike,0,81,339.5114982821797,461.6510304487255,387.7757312922556,609.8029206354387,0.18610605228738947,3
ByteLike,0,82,345.7940489203575,470.5091777485032,402.60579640730975,618.9462214771427,0.11665909361996857,177
ByteLike,0,83,342.8372552707192,458.5739521931203,389.7092035671003,619.9787925801201,0.3805729686704937,3
ByteLike,0,84,338.45119322998875,456.6494893399079,389.1556355335349,625.2101549731449,0.13786102605615497,3
ByteLike,0,85,310.89565263635154,480.2541123436816,384.97207404577006,629.4613492631348,0.9,134
ByteLike,0,85,311.71565827677597,465.37301099030657,376.668372384032,578.6617268958893,0.3896629284512474,171
ByteLike,0,86,286.301576307704,427.8003413352666,362.5201590694618,579.8972427753811,0.22853219673785913,31
ByteLike,0,87,281.2611190934131,431.34553758403877,355.993936155386,580.3458654280622,0.19259382686345494,31
ByteLike,0,88,292.0156082198299,426.77220905763755,375.677238148476,580.4240152905103,0.3233368772396952,31
ByteLike,0,89,276.7990371154641,433.79939014732963,361.7950387366023,572.6375467154847,0.2716515381665756,31
ByteLike,0,90,287.4281369521892,436.05084698905046,374.1699644661888,582.736963335223,0.34304821712689115,31
ByteLike,0,91,317.4134931033536,450.28074139303664,376.4478567918786,562.7761445405167,0.31714419844134706,171
ByteLike,0,92,292.39410112180195,434.3188393735494,371.1529737924497,590.3118310016015,0.21632867234895756,31
ByteLike,0,93,287.15845588762545,445.23008859798887,376.82955689099043,582.9773765101113,0.14559552062518186,31
ByteLike,0,94,310.3851570848172,438.75583986743806,378.84976883255916,549.2575770292314,0.18187625202088176,171
ByteLike,0,95,313.2581618272762,443.01988618016964,378.4135645578784,544.8205473211394,0.25742401459400677,171
ByteLike,0,96,315.0001288539991,434.98813905279934,377.01102348409444,547.9338143134443,0.20729521548519375,171
ByteLike,0,97,317.0521041656567,441.5641285726632,375.12562144691674,538.3751379659819,0.18532591830118839,171
ByteLike,0,98,310.51189330487415,431.48848520481545,369.47607222597355,537.1117371554661,0.10525148121666549,171
ByteLike,0,99,320.3515216516395,420.9546938269108,376.0280924749457,539.1055109761218,0.12209775786049158,171
ByteLike,1,0,131.89845333668282,419.10702538197296,191.12213551950313,610.0869706660355,0.9,67
ByteLike,1,0,118.15959130143233,381.935608603368,211.58514271531362,572.149303030881,0.32830102375415676,74
ByteLike,1,1,126.68971259408208,416.0317970880545,197.0726147572758,611.3367442310263,0.9,67
ByteLike,1,1,126.00215840924969,369.0235291403251,198.5698887064451,569.2672464725565,0.30470093813499166,74
ByteLike,1,2,115.98459012352117,421.4802598969154,204.1195591032963,603.6591843664236,0.9,67
ByteLike,1,2,114.64676204166096,377.9076987017572,200.41514448852192,563.9117212496495,0.27312454641762585,74
ByteLike,1,3,124.03388704625921,413.06312921966924,192.12417269293334,605.6920205259366,0.9,67
ByteLike,1,3,109.66948561127288,374.66882984742057,192.60385654508363,567.3850831708146,0.35033359694292954,74
ByteLike,1,4,127.75580586105124,412.845426376603,194.8358134107425,594.7003637045705,0.9,67
ByteLike,1,4,155.5661532771394,409.12988806495684,196.53213671477943,591.1241816815065,0.23940672499308843,155
ByteLike,1,5,125.65246766283506,416.99835731865966,202.32186972326403,617.0594652027689,0.9,67
ByteLike,1,5,155.09420908291042,398.73454763419295,198.5597943060004,587.0785830420207,0.38065432024749346,155
ByteLike,1,6,128.9568619720498,466.91719907809414,212.93305489285865,605.8991921555046,0.9,198
ByteLike,1,6,136.76984698367784,466.9344165707211,234.99232189553817,561.2373545140048,0.1315178998015941,194
ByteLike,1,7,133.77967009879697,483.5564747666723,211.24795551857986,605.4125292969244,0.9,198
ByteLike,1,7,138.19586061087605,411.982099095289,189.7620079643662,603.2446664009798,0.2541320742521359,67
ByteLike,1,8,138.10647910228715,414.28155243050094,198.76928844318704,601.8300000368849,0.21610959749192896,67
ByteLike,1,9,116.90684853001952,477.64730732697313,201.5432068225377,611.7370190323304,0.9,198
ByteLike,1,9,135.0108192791081,469.9657414137229,225.164457943474,561.8549374612005,0.3320015861725758,194
ByteLike,1,10,122.27891145252397,488.3822441957931,209.62829292549972,610.6974090332012,0.9,198
ByteLike,1,10,129.71959268180805,475.7910411298828,234.50954538507824,568.7852524508485,0.2532245182894213,194
ByteLike,1,11,129.03364464046643,471.27622617874334,222.6366425810617,568.1916894750855,0.2191559870540556,194
ByteLike,1,12,143.63566260318385,418.9059624526108,207.05271195860303,591.0667871025413,0.10303277945157051,67
ByteLike,1,13,134.6276630449723,409.3160697946043,210.99353180772786,599.7188627588793,0.13586543106568807,67
ByteLike,1,14,134.85631368748767,379.8685946241687,178.8931096828944,559.9632109021015,0.34566003377056415,155
ByteLike,1,15,90.40843866901022,364.99159245836853,185.32990037294843,533.5362391556148,0.1412992056304718,113
ByteLike,1,16,99.6922190535757,328.21126404182485,184.42907933616752,519.2614682223351,0.38970368502869035,189
ByteLike,1,17,97.31019812500568,320.947795936825,190.00496611805394,510.4987130477568,0.21745708090917334,189
ByteLike,1,18,93.51212974950188,321.07324398126514,181.3767165318746,513.4944925315513,0.2824402261853408,189
ByteLike,1,19,108.3501448567745,325.22445308738884,189.69472246031646,512.7863632910444,0.22690910036888495,189
ByteLike,1,20,100.72930871030778,320.47218677990134,194.86839306404366,515.1452799954457,0.3707566452617963,189
ByteLike,1,21,99.93517424729035,322.8543713918739,194.26692188429553,514.7423000909116,0.38803991916276526,189
ByteLike,1,22,104.44076400427466,322.22407819634276,185.50092295101174,509.7906841958922,0.15711789382559588,189
ByteLike,1,23,108.0416193958327,326.29881813677713,197.28536151844256,513.8067953703186,0.335165959681218,189
ByteLike,1,24,103.91747068656207,325.9160956753702,203.66791167887737,513.3237393123519,0.35089111739391476,189
ByteLike,1,25,104.12835049684944,320.32204993717903,196.98783049347517,517.072070581384,0.3359061104750633,189
ByteLike,1,26,106.25568769306624,318.2495846051432,202.25310555429144,521.8305772021929,0.18880920903675233,193
ByteLike,1,27,108.30385837207935,317.96292826174573,196.30841803573296,504.64147363520897,0.11934819256480117,189
ByteLike,1,28,107.78523733731842,312.6957870977061,201.5409393256983,524.7137971365813,0.3677194238367929,193
ByteLike,1,29,129.62700629987143,317.6946045764923,189.50181298496472,505.5851700497437,0.3910703653696338,65
ByteLike,1,30,112.61122974600035,321.2444915570578,206.0163615818865,518.9592250102387,0.3897926158541879,189
ByteLike,1,31,115.51110912328828,313.7714881870166,200.92758543119348,519.30468491773,0.3903484809921325,189
ByteLike,1,32,116.53841310782101,326.6496752125646,199.40558838197947,511.2040346202034,0.30968404845829045,189
ByteLike,1,33,125.76561649117171,314.098015631152,201.8365403054803,524.7012912448773,0.38554383449696883,189
ByteLike,1,34,125.09963401298437,318.5298931564156,213.178008523551,518.875194544446,0.27850785214194473,189
ByteLike,1,35,124.05843676528208,319.3144173358148,198.67079570019993,520.8113986831477,0.29613677737972555,189
ByteLike,1,36,112.46786993707227,321.99742591444215,208.40986006820185,527.9812060202117,0.23586610699419336,193
ByteLike,1,37,124.82443919230269,320.4171810268285,216.2780037313041,506.81653582279245,0.22228402032574668,189
ByteLike,1,38,125.16071603423829,314.08789161990427,219.99126850706472,508.80681480307334,0.38465412085592365,189
ByteLike,1,39,129.38293527453322,316.20405138587165,209.48909734867303,492.7946952787647,0.39400621982036643,52
ByteLike,1,40,127.11947616664366,314.8722692688459,203.76844502740747,497.32227811787016,0.23611667752904203,52
ByteLike,1,41,136.2848718005517,312.89445785569865,210.07528958408295,489.24504227025056,0.2826113842923479,52
ByteLike,1,42,127.76059240010753,296.5088393396449,217.9571022276344,438.67328898310257,0.17468529024208568,116
ByteLike,1,43,114.2698370425821,293.27492970767895,215.45809568914996,441.78018707788897,0.3561930631119198,116
ByteLike,1,44,124.2556604885287,303.54794562603763,209.69010072612738,441.3566136504218,0.22847274249755134,116
ByteLike,1,45,119.28812628036084,309.0924588237649,224.38340308375842,446.77466521900556,0.3629006991318039,116
ByteLike,1,46,104.34165102194362,311.8887954323423,212.63180699990082,445.67096157868826,0.16497030472850377,116
ByteLike,1,47,92.64422974590866,327.887541103826,183.581815018745,426.2550743412808,0.3458110689061933,187
ByteLike,1,48,62.22341038164865,306.1277780217957,161.55635650595656,437.8809502254331,0.28297611918006127,169
ByteLike,1,49,54.76839183128829,310.0965720366261,151.46996359257759,432.3264341184085,0.2371333410110381,169
ByteLike,1,50,60.07398211078538,305.6494697493739,150.1888301919533,437.90174732100434,0.30185254207585266,169
ByteLike,1,51,55.99634360286157,296.40784429807206,146.46268340929413,432.9803881441166,0.28692967448154644,169
ByteLike,1,52,51.40709352333452,292.1307174250602,133.03566159322992,423.7841772112213,0.3388849878439261,169
ByteLike,1,53,44.59747081663254,287.3477054408042,141.612133556561,426.4828178346257,0.10021841366620982,169
ByteLike,1,54,52.17141975715719,307.8113538811345,112.72985101437018,422.62574904341585,0.19504530075102067,96
ByteLike,1,55,38.607581188352874,283.29595080179973,130.95797623412076,421.65070152013885,0.34946544911893856,169
ByteLike,1,56,39.6269388105802,287.508843196708,126.90120231484157,416.06396251118116,0.2281635780191034,169
ByteLike,1,57,28.24806849334786,295.7784356780786,126.08125110737791,405.9576196999935,0.24952720729573225,169
ByteLike,1,58,29.080856946918686,285.2436136448723,120.29614238848751,399.32230104007647,0.2888620078450238,169
ByteLike,1,59,28.338692610152485,282.83824494564635,123.36358434115515,400.48088119857135,0.1887351715525718,169
ByteLike,1,60,23.96376724784823,278.06435395835456,120.47697502275159,403.3803373092542,0.27682044772765685,169
ByteLike,1,61,30.194493940921465,287.627612535957,119.38660643730655,398.98169053644204,0.2740121378705901,22
ByteLike,1,62,21.130012736242225,266.4796044312308,109.92685578019724,400.93502009233526,0.11882783078192803,169
ByteLike,1,63,20.242724842235127,269.46385670280364,107.0700807400945,393.93427129741826,0.22318347398163496,169
ByteLike,1,64,25.070878289113914,264.4948683661489,98.10715243654899,397.60002928986745,0.14301815514562177,169
ByteLike,1,65,3.2539226372629946,258.0142309101669,104.02786483841471,385.1268496511862,0.3748606497371634,169
ByteLike,1,66,13.21817013070654,255.19334086963337,95.7172388122264,390.1658349379633,0.3719336341377064,169
ByteLike,1,67,1.5992507997899,256.40774936863824,90.0894386730712,376.19634798037384,0.1902526746597833,169
ByteLike,1,68,0.3952329501198462,241.08996642834705,90.69708543736584,378.7763643779475,0.1902236811443173,169
ByteLike,1,69,4.960908093447385,246.1248910429836,77.63368086146808,357.6037603443779,0.2355548872968474,169
ByteLike,1,70,0.9272941929427185,254.0165067892103,95.48229772762929,377.5607493537309,0.304543825088361,169
ByteLike,1,71,8.74441811203031,231.4341570379257,83.80658244723455,370.68618431377513,0.39997531494396765,169
ByteLike,1,72,3.340307352699851,238.7896772483975,96.74143483430434,366.27398930414216,0.21723972732562905,169
ByteLike,1,73,5.066773901832399,236.46252641120032,101.33671834132012,363.13274860372076,0.3680880854948978,169
ByteLike,1,74,9.7655043403069,228.59251164907712,111.38276183662583,362.9400742750758,0.14193776602390812,169
ByteLike,1,75,16.112939427780688,212.66719591118758,73.62124570408604,375.5137032982957,0.35132666013826963,151
ByteLike,1,76,20.644043589090987,220.96974976807985,113.03287515293003,358.01427622496,0.2893321926952275,169
ByteLike,1,77,22.40244867161441,222.00187292162758,109.86569281772724,361.45065338857063,0.21218588196292493,169
ByteLike,1,78,31.345593746406944,228.61170095908872,116.79851507475013,357.5928346098738,0.17968410190996253,169
ByteLike,1,79,37.06978965727771,221.8077986718831,115.0740445302818,343.32307080725377,0.14678182201673157,169
ByteLike,1,80,46.392274943121514,200.9003194258417,140.03954775017456,339.77951893049817,0.1047784535144438,167
ByteLike,1,81,43.36891916146007,217.9444333478944,119.023322910677,335.095616668122,0.16632473122494218,169
ByteLike,1,82,43.93165539781236,210.8350819427127,127.8833849793967,337.8153163111979,0.3088143821740018,169
ByteLike,1,83,42.38816685515773,209.02572539332382,124.02556998899885,336.6890548984634,0.25693377973571235,169
ByteLike,1,84,49.33222101546639,210.1764342173788,132.41230914634374,332.02017452307354,0.29070212157762976,169
ByteLike,1,85,46.50447331623216,195.50695973596353,139.98470023004813,329.96765040234993,0.13565668304765635,169
ByteLike,1,86,51.7421578441179,199.84022813159456,143.54868157511305,330.08413922007315,0.3039660947686814,169
ByteLike,1,87,38.33221768691361,211.89184738610876,140.345184487367,360.9624146673118,0.34288637306701464,167
ByteLike,1,88,32.46335499177541,215.0412514089934,140.89251885829967,362.4016044498893,0.3890077611931627,167
ByteLike,1,89,28.711688387091144,209.1219626367889,133.29343081869737,357.81742626647326,0.14462633097870348,167
ByteLike,1,90,56.93550803446875,232.97704186532664,126.19599422504116,347.3309394618868,0.1012298513691671,14
ByteLike,1,91,60.84610779050519,236.73410438611106,127.04802519494442,335.8669888432252,0.2490762772555143,14
ByteLike,1,92,43.32254437215023,225.92520889009305,117.80988139196353,334.79593968175135,0.3575246849941943,14
ByteLike,1,93,44.75832697861714,231.29962657150386,116.86434091812966,331.0337686194708,0.29894755718217914,14
ByteLike,1,94,43.61255910094648,227.4211938865619,108.60111790447269,339.1820813209912,0.18261542359612362,14
ByteLike,1,95,48.651802558119755,226.38170601956656,109.7584658317107,321.4677558924479,0.14576323271308406,14
ByteLike,1,96,31.598823987607908,219.91164370968553,115.21126704863075,335.1397435189211,0.22018090728222237,14
ByteLike,1,97,44.63173932022151,222.30060166912847,115.43110669012371,327.2620369741677,0.11402680288702337,14
ByteLike,1,98,65.19143380421109,188.36503390651325,121.53558545548981,349.7016630474109,0.3810310155557375,72
ByteLike,1,99,65.37191964049124,178.47358585042272,134.5288240730047,343.8113070154689,0.2659607360990436,72
ByteLike,2,0,241.94117194234565,402.5441347662026,314.98786941548644,596.7750110232279,0.9,161
ByteLike,2,0,226.3854721421974,423.9552088975892,318.87747618993933,568.0112128972471,0.31286546894204825,192
ByteLike,2,1,242.41975760675192,391.7082750595566,324.30962803187407,591.9243094561793,0.9,161
ByteLike,2,1,249.4156915541878,412.9873770118428,337.19037464846565,554.4354684620495,0.1406843889817027,21
ByteLike,2,2,240.1844184472934,395.45989532403513,305.85767928234844,584.6068194365403,0.9,161
ByteLike,2,2,229.54123927355835,411.99585672865163,309.6571969139686,557.9781158330965,0.13826962313013827,192
ByteLike,2,3,229.94863184038587,417.00421378111946,326.5449552781956,562.1384099464954,0.3621072026704568,192
ByteLike,2,4,232.56359225136296,404.63822258096627,325.90921754696177,550.7831382929108,0.3977565892850802,192
ByteLike,2,5,236.27286826057787,399.1997220282068,323.8972527387509,560.8311011744295,0.2399123872377848,192
ByteLike,2,6,228.55036498345655,373.25656165143965,303.57424082137317,568.548802949295,0.3295465512631953,161
ByteLike,2,7,232.66062708405846,377.89900293276287,299.17306976313137,558.717972485723,0.36737118759517884,161
ByteLike,2,8,216.14118831013556,369.08475153139494,298.32189845540773,560.9262885789385,0.17617600812029277,161
ByteLike,2,9,228.12627829529924,359.4488891417213,298.59501671827593,559.1686158454575,0.10169535441171429,161
ByteLike,2,10,220.43128343824503,365.1763589243335,292.4447057585963,557.4956193532611,0.3743190109137987,161
ByteLike,2,11,220.2320958291268,437.0565361261006,283.5293739268249,577.4915029405482,0.27507533830652287,177
ByteLike,2,12,219.5583806282072,434.06071372299056,289.75848160232096,585.7877919366932,0.35353805015229967,177
ByteLike,2,13,231.24928186113658,498.2529367332061,296.83055281468916,590.0532041568994,0.2557230689010116,94
ByteLike,2,14,230.3856574229345,505.73133239102697,293.993469849142,598.0291802967967,0.20665729424160567,94
ByteLike,2,15,229.90492161585823,436.36037212899043,293.1320821252988,582.4004090541453,0.18247882886650912,177
ByteLike,2,16,223.47088065505574,434.87831685426136,293.3178326495406,587.474333628794,0.3694096343944815,177
ByteLike,2,17,220.4495893547158,437.9795653118723,298.0505515608535,577.1749122823687,0.29288471746436906,177
ByteLike,2,18,228.05654275011378,391.8465727321231,279.1599485124516,577.2279991631109,0.32547069194098976,106
ByteLike,2,19,230.82548767944226,417.33385233180314,285.2127172791805,584.220721207792,0.27551887397899866,106
ByteLike,2,20,223.64924747484767,416.67690739166466,292.41059699307914,585.6899093399505,0.1933362400090351,106
ByteLike,2,21,237.11594386789181,438.06261544025904,300.68352628691963,595.9569312175821,0.14041566876584885,177
ByteLike,2,22,232.58635171216017,433.586754254432,302.56955406871737,591.0853824559459,0.17931672108861044,177
ByteLike,2,23,238.86030542960737,440.0342237849934,300.2654678456139,596.9884759377098,0.28637175556365113,177
ByteLike,2,24,242.16481777367082,434.3007702023232,302.49004182252384,592.1856018603578,0.10665782447113997,177
ByteLike,2,25,242.9357848907503,442.136555063671,298.50043564364745,598.5592430758854,0.1782769308668991,177
ByteLike,2,26,252.1711182336104,433.4701638515766,290.3399823295001,604.8743068892018,0.13530678892042095,106
