dataset,coupling_GeV,mu_ev,exclusion_prob,survival_prob
M33 X-7,10000000000000.0,7.477346305177611e-20,1.77129395282683e-08,0.9999999822870604
M33 X-7,10000000000000.0,7.866681790071574e-20,1.771294039257533e-08,0.9999999822870596
M33 X-7,10000000000000.0,8.276289456246369e-20,1.771294130188572e-08,0.9999999822870587
M33 X-7,10000000000000.0,8.707224849239904e-20,1.771294225854275e-08,0.9999999822870578
M33 X-7,10000000000000.0,9.160598475443728e-20,1.771294326501169e-08,0.9999999822870568
M33 X-7,10000000000000.0,9.637578663841069e-20,1.7712944323886192e-08,0.9999999822870557
M33 X-7,10000000000000.0,1.0139394576752938e-19,1.771294543789495e-08,0.9999999822870546
M33 X-7,10000000000000.0,1.066733937734855e-19,1.7712946609908744e-08,0.9999999822870533
M33 X-7,10000000000000.0,1.1222773562085094e-19,1.7712947842947817e-08,0.9999999822870521
M33 X-7,10000000000000.0,1.1807128466661867e-19,1.771294914018969e-08,0.9999999822870509
M33 X-7,10000000000000.0,1.2421909954526187e-19,1.771295050497732e-08,0.9999999822870494
M33 X-7,10000000000000.0,1.3068702297433424e-19,1.7712951940827743e-08,0.999999982287048
M33 X-7,10000000000000.0,1.3749172258064205e-19,1.771295345144111e-08,0.9999999822870466
M33 X-7,10000000000000.0,1.446507338521653e-19,1.7712955040710246e-08,0.999999982287045
M33 X-7,10000000000000.0,1.521825053264387e-19,1.771295671273067e-08,0.9999999822870432
M33 X-7,10000000000000.0,1.6010644613183113e-19,1.7712958471811147e-08,0.9999999822870416
M33 X-7,10000000000000.0,1.684429760042315e-19,1.7712960322484787e-08,0.9999999822870397
M33 X-7,10000000000000.0,1.7721357790803658e-19,1.771296226952075e-08,0.9999999822870377
M33 X-7,10000000000000.0,1.8644085339704852e-19,1.7712964317936516e-08,0.9999999822870357
M33 X-7,10000000000000.0,1.9614858085794373e-19,1.7712966473010823e-08,0.9999999822870336
M33 X-7,10000000000000.0,2.0636177678638564e-19,1.7712968740297268e-08,0.9999999822870312
M33 X-7,10000000000000.0,2.1710676025372716e-19,1.771297112563861e-08,0.9999999822870289
M33 X-7,10000000000000.0,2.284112207303821e-19,1.7712973635181844e-08,0.9999999822870264
M33 X-7,10000000000000.0,2.4030428944069744e-19,1.7712976275394052e-08,0.9999999822870237
M33 X-7,10000000000000.0,2.528166144331495e-19,1.771297905307901e-08,0.9999999822870209
M33 X-7,10000000000000.0,2.6598043955937637e-19,1.7712981975394797e-08,0.999999982287018
M33 X-7,10000000000000.0,2.7982968756551103e-19,1.77129850498722e-08,0.9999999822870149
M33 X-7,10000000000000.0,2.94400047510004e-19,1.771298828443413e-08,0.9999999822870117
M33 X-7,10000000000000.0,3.0972906673314004e-19,1.771299168741603e-08,0.9999999822870083
M33 X-7,10000000000000.0,3.25856247615323e-19,1.771299526758737e-08,0.9999999822870047
M33 X-7,10000000000000.0,3.42823149373396e-19,1.7712999034174243e-08,0.9999999822870009
M33 X-7,10000000000000.0,3.6067349515740315e-19,1.7713002996883146e-08,0.999999982286997
M33 X-7,10000000000000.0,3.7945328472369576e-19,1.771300716592598e-08,0.9999999822869928
M33 X-7,10000000000000.0,3.9921091297480534e-19,1.7713011552046386e-08,0.9999999822869885
M33 X-7,10000000000000.0,4.199972946715289e-19,1.7713016166547403e-08,0.9999999822869838
M33 X-7,10000000000000.0,4.418659956385941e-19,1.7713021021320644e-08,0.999999982286979
M33 X-7,10000000000000.0,4.648733708020276e-19,1.77130261288769e-08,0.9999999822869738
M33 X-7,10000000000000.0,4.89078709413959e-19,1.771303150237839e-08,0.9999999822869685
M33 X-7,10000000000000.0,5.145443878390945e-19,1.7713037155672698e-08,0.9999999822869629
M33 X-7,10000000000000.0,5.413360302965375e-19,1.771304310332845e-08,0.9999999822869569
M33 X-7,10000000000000.0,5.695226779712843e-19,1.7713049360672873e-08,0.9999999822869506
M33 X-7,10000000000000.0,5.991769669310613e-19,1.7713055943831256e-08,0.9999999822869441
M33 X-7,10000000000000.0,6.303753153071294e-19,1.7713062869768563e-08,0.9999999822869371
M33 X-7,10000000000000.0,6.631981202212662e-19,1.7713070156333106e-08,0.9999999822869299
M33 X-7,10000000000000.0,6.977299649665552e-19,1.7713077822302582e-08,0.9999999822869222
M33 X-7,10000000000000.0,7.340598369757197e-19,1.7713085887432447e-08,0.9999999822869141
M33 X-7,10000000000000.0,7.722813571388658e-19,1.7713094372506814e-08,0.9999999822869057
M33 X-7,10000000000000.0,8.12493021061403e-19,1.7713103299392068e-08,0.9999999822868967
M33 X-7,10000000000000.0,8.547984528840423e-19,1.7713112691093176e-08,0.9999999822868874
M33 X-7,10000000000000.0,8.993066723187596e-19,1.7713122571812994e-08,0.9999999822868775
M33 X-7,10000000000000.0,9.46132375589078e-19,1.7713132967014642e-08,0.999999982286867
M33 X-7,10000000000000.0,9.953962309984285e-19,1.7713143903487138e-08,0.999999982286856
M33 X-7,10000000000000.0,1.0472251898884355e-18,1.771315540941442e-08,0.9999999822868446
M33 X-7,10000000000000.0,1.1017528137883828e-18,1.7713167514448023e-08,0.9999999822868325
M33 X-7,10000000000000.0,1.1591196185988857e-18,1.771318024978347e-08,0.9999999822868197
M33 X-7,10000000000000.0,1.2194734366967433e-18,1.771319364824068e-08,0.9999999822868063
M33 X-7,10000000000000.0,1.2829697978941475e-18,1.7713207744348557e-08,0.9999999822867922
M33 X-7,10000000000000.0,1.3497723302339474e-18,1.7713222574434017e-08,0.9999999822867774
M33 X-7,10000000000000.0,1.4200531816536816e-18,1.771323817671556e-08,0.9999999822867618
M33 X-7,10000000000000.0,1.4939934636052623e-18,1.7713254591401844e-08,0.9999999822867454
M33 X-7,10000000000000.0,1.5717837177731612e-18,1.7713271860795256e-08,0.9999999822867282
M33 X-7,10000000000000.0,1.6536244070941854e-18,1.7713290029400998e-08,0.9999999822867099
M33 X-7,10000000000000.0,1.739726432343799e-18,1.771330914404178e-08,0.9999999822866908
M33 X-7,10000000000000.0,1.8303116756206166e-18,1.7713329253978515e-08,0.9999999822866708
M33 X-7,10000000000000.0,1.925613572129195e-18,1.7713350411037296e-08,0.9999999822866495
M33 X-7,10000000000000.0,2.0258777117350213e-18,1.7713372669742973e-08,0.9999999822866273
M33 X-7,10000000000000.0,2.131362471841433e-18,1.7713396087459727e-08,0.9999999822866039
M33 X-7,10000000000000.0,2.2423396832198497e-18,1.77134207245389e-08,0.9999999822865793
M33 X-7,10000000000000.0,2.359095330508629e-18,1.7713446644474618e-08,0.9999999822865534
M33 X-7,10000000000000.0,2.4819302891862577e-18,1.771347391406741e-08,0.9999999822865261
M33 X-7,10000000000000.0,2.6111611009174516e-18,1.7713502603596458e-08,0.9999999822864974
M33 X-7,10000000000000.0,2.7471207892708144e-18,1.7713532787000737e-08,0.9999999822864672
M33 X-7,10000000000000.0,2.8901597179095e-18,1.771356454206966e-08,0.9999999822864355
M33 X-7,10000000000000.0,3.0406464934670687e-18,1.7713597950643552e-08,0.9999999822864021
M33 X-7,10000000000000.0,3.1989689154345506e-18,1.7713633098824738e-08,0.9999999822863669
M33 X-7,10000000000000.0,3.3655349755070943e-18,1.7713670077199423e-08,0.9999999822863299
M33 X-7,10000000000000.0,3.5407739089652844e-18,1.7713708981071317e-08,0.9999999822862911
M33 X-7,10000000000000.0,3.72513730080021e-18,1.7713749910707294e-08,0.9999999822862501
M33 X-7,10000000000000.0,3.919100249433418e-18,1.7713792971595937e-08,0.999999982286207
M33 X-7,10000000000000.0,4.123162591029748e-18,1.771383827471953e-08,0.9999999822861617
M33 X-7,10000000000000.0,4.337850187559002e-18,1.77138859368402e-08,0.9999999822861141
M33 X-7,10000000000000.0,4.563716281924754e-18,1.7713936080801002e-08,0.9999999822860639
M33 X-7,10000000000000.0,4.801342923653465e-18,1.7713988835842678e-08,0.9999999822860112
M33 X-7,10000000000000.0,5.051342468816756e-18,1.7714044337936916e-08,0.9999999822859557
M33 X-7,10000000000000.0,5.314359158053252e-18,1.771410273013701e-08,0.9999999822858973
M33 X-7,10000000000000.0,5.591070776755282e-18,1.771416416294677e-08,0.9999999822858359
M33 X-7,10000000000000.0,5.882190401699968e-18,1.7714228794708637e-08,0.9999999822857712
M33 X-7,10000000000000.0,6.18846823862437e-18,1.7714296792012087e-08,0.9999999822857032
M33 X-7,10000000000000.0,6.510693555481468e-18,1.771436833012329e-08,0.9999999822856317
M33 X-7,10000000000000.0,6.849696716357426e-18,1.7714443593437167e-08,0.9999999822855564
M33 X-7,10000000000000.0,7.20635132129306e-18,1.7714522775953003e-08,0.9999999822854773
M33 X-7,10000000000000.0,7.581576457522086e-18,1.77146060817749e-08,0.9999999822853939
M33 X-7,10000000000000.0,7.976339067929282e-18,1.7714693725638288e-08,0.9999999822853063
M33 X-7,10000000000000.0,8.391656442830195e-18,1.7714785933463892e-08,0.999999982285214
M33 X-7,10000000000000.0,8.82859884149515e-18,1.7714882942940594e-08,0.9999999822851171
M33 X-7,10000000000000.0,9.288292250172537e-18,1.7714985004138724e-08,0.999999982285015
M33 X-7,10000000000000.0,9.771921283717997e-18,1.7715092380155272e-08,0.9999999822849076
M33 X-7,10000000000000.0,1.028073223830869e-17,1.7715205347792816e-08,0.9999999822847947
M33 X-7,10000000000000.0,1.0816036303107094e-17,1.771532419827385e-08,0.9999999822846758
M33 X-7,10000000000000.0,1.1379212939153186e-17,1.7715449237992357e-08,0.9999999822845508
M33 X-7,10000000000000.0,1.1971713434189656e-17,1.7715580789304624e-08,0.9999999822844192
M33 X-7,10000000000000.0,1.2595064642583615e-17,1.7715719191361324e-08,0.9999999822842808
M33 X-7,10000000000000.0,1.325087291997951e-17,1.7715864800983013e-08,0.9999999822841352
M33 X-7,10000000000000.0,1.3940828262825815e-17,1.77160179935813e-08,0.999999982283982
M33 X-7,10000000000000.0,1.4666708663439656e-17,1.7716179164128187e-08,0.9999999822838208
M33 X-7,10000000000000.0,1.543038469183568e-17,1.7716348728175894e-08,0.9999999822836513
M33 X-7,10000000000000.0,1.623382431612275e-17,1.7716527122930058e-08,0.9999999822834729
M33 X-7,10000000000000.0,1.7079097973894304e-17,1.771671480837889e-08,0.9999999822832852
M33 X-7,10000000000000.0,1.7968383907677302e-17,1.7716912268481357e-08,0.9999999822830877
M33 X-7,10000000000000.0,1.8903973778192233e-17,1.7717120012417408e-08,0.99999998228288
M33 X-7,10000000000000.0,1.9888278569888036e-17,1.7717338575903548e-08,0.9999999822826614
M33 X-7,10000000000000.0,2.092383480396979e-17,1.7717568522577167e-08,0.9999999822824315
M33 X-7,10000000000000.0,2.2013311074930414e-17,1.7717810445453154e-08,0.9999999822821896
M33 X-7,10000000000000.0,2.3159514927431543e-17,1.7718064968456785e-08,0.999999982281935
M33 X-7,10000000000000.0,2.4365400091254562e-17,1.7718332748036663e-08,0.9999999822816672
M33 X-7,10000000000000.0,2.563407409296515e-17,1.7718614474862047e-08,0.9999999822813855
M33 X-7,10000000000000.0,2.6968806263907035e-17,1.7718910875608983e-08,0.9999999822810891
M33 X-7,10000000000000.0,2.8373036165162115e-17,1.7719222714839906e-08,0.9999999822807772
M33 X-7,10000000000000.0,2.985038245118742e-17,1.77195507969816e-08,0.9999999822804492
M33 X-7,10000000000000.0,3.140465219496749e-17,1.7719895968406722e-08,0.999999982280104
M33 X-7,10000000000000.0,3.303985069871868e-17,1.772025911962429e-08,0.9999999822797409
M33 X-7,10000000000000.0,3.476019181541974e-17,1.772064118758502e-08,0.9999999822793588
M33 X-7,10000000000000.0,3.657010880777501e-17,1.772104315810735e-08,0.9999999822789568
M33 X-7,10000000000000.0,3.847426577258498e-17,1.7721466068430687e-08,0.9999999822785339
M33 X-7,10000000000000.0,4.04775696599733e-17,1.7721911009902553e-08,0.999999982278089
M33 X-7,10000000000000.0,4.258518291843406e-17,1.772237913080661e-08,0.9999999822776209
M33 X-7,10000000000000.0,4.480253679829499e-17,1.7722871639339193e-08,0.9999999822771284
M33 X-7,10000000000000.0,4.713534534786936e-17,1.772338980674198e-08,0.9999999822766102
M33 X-7,10000000000000.0,4.958962013837222e-17,1.772393497059927e-08,0.999999982276065
M33 X-7,10000000000000.0,5.217168575554333e-17,1.7724508538308473e-08,0.9999999822754915
M33 X-7,10000000000000.0,5.488819609789677e-17,1.7725111990733037e-08,0.999999982274888
M33 X-7,10000000000000.0,5.77461515235985e-17,1.7725746886047428e-08,0.9999999822742531
M33 X-7,10000000000000.0,6.075291689016078e-17,1.7726414863784548e-08,0.9999999822735851
M33 X-7,10000000000000.0,6.39162405334398e-17,1.7727117649096102e-08,0.9999999822728823
M33 X-7,10000000000000.0,6.72442742348425e-17,1.7727857057237496e-08,0.9999999822721429
M33 X-7,10000000000000.0,7.074559422819907e-17,1.7728634998289022e-08,0.999999982271365
M33 X-7,10000000000000.0,7.442922330043758e-17,1.772945348212615e-08,0.9999999822705465
M33 X-7,10000000000000.0,7.830465404301215e-17,1.773031462365202e-08,0.9999999822696853
M33 X-7,10000000000000.0,8.238187331399601e-17,1.773122064830638e-08,0.9999999822687794
M33 X-7,10000000000000.0,8.66713879738926e-17,1.773217389786559e-08,0.999999982267826
M33 X-7,10000000000000.0,9.118425196146562e-17,1.7733176836549416e-08,0.9999999822668232
M33 X-7,10000000000000.0,9.59320947793827e-17,1.7734232057451098e-08,0.9999999822657679
M33 X-7,10000000000000.0,1.0092715146305697e-16,1.7735342289308027e-08,0.9999999822646577
M33 X-7,10000000000000.0,1.0618229410993868e-16,1.7736510403631486e-08,0.9999999822634896
M33 X-7,10000000000000.0,1.117110650504822e-16,1.7737739422214732e-08,0.9999999822622606
M33 X-7,10000000000000.0,1.1752771174629476e-16,1.7739032525039958e-08,0.9999999822609674
M33 X-7,10000000000000.0,1.2364722350537125e-16,1.7740393058605765e-08,0.999999982259607
M33 X-7,10000000000000.0,1.3008537010905731e-16,1.774182454469797e-08,0.9999999822581754
M33 X-7,10000000000000.0,1.3685874245025204e-16,1.7743330689627797e-08,0.9999999822566693
M33 X-7,10000000000000.0,1.4398479528760096e-16,1.7744915393963048e-08,0.9999999822550846
M33 X-7,10000000000000.0,1.5148189222583472e-16,1.7746582762779195e-08,0.9999999822534172
M33 X-7,10000000000000.0,1.593693530381776e-16,1.774833711645878e-08,0.9999999822516629
M33 X-7,10000000000000.0,1.6766750345277008e-16,1.775018300206937e-08,0.999999982249817
M33 X-7,10000000000000.0,1.7639772753140453e-16,1.7752125205351808e-08,0.9999999822478748
M33 X-7,10000000000000.0,1.855825227755519e-16,1.7754168763352586e-08,0.9999999822458312
M33 X-7,10000000000000.0,1.9524555810168608e-16,1.77563189777359e-08,0.999999982243681
M33 X-7,10000000000000.0,2.0541173483530643e-16,1.77585814288132e-08,0.9999999822414186
M33 X-7,10000000000000.0,2.1610725088083765e-16,1.77609619903302e-08,0.999999982239038
M33 X-7,10000000000000.0,2.273596682327724e-16,1.7763466845053664e-08,0.9999999822365332
M33 X-7,10000000000000.0,2.3919798400202374e-16,1.7766102501202856e-08,0.9999999822338975
M33 X-7,10000000000000.0,2.516527051405399e-16,1.776887580977317e-08,0.9999999822311242
M33 X-7,10000000000000.0,2.647559270567064e-16,1.777179398280232e-08,0.999999982228206
M33 X-7,10000000000000.0,2.7854141632417746e-16,1.7774864612632582e-08,0.9999999822251354
M33 X-7,10000000000000.0,2.930446976972138e-16,1.7778095692225754e-08,0.9999999822219043
M33 X-7,10000000000000.0,3.0830314565682834e-16,1.7781495636590984e-08,0.9999999822185044
M33 X-7,10000000000000.0,3.2435608072358047e-16,1.7785073305389438e-08,0.9999999822149267
M33 X-7,10000000000000.0,3.4124487078528964e-16,1.778883802678357e-08,0.9999999822111619
M33 X-7,10000000000000.0,3.590130377007076e-16,1.779279962260321e-08,0.9999999822072003
M33 X-7,10000000000000.0,3.777063694539372e-16,1.779696843490497e-08,0.9999999822030315
M33 X-7,10000000000000.0,3.9737303814856124e-16,1.7801355354006673e-08,0.9999999821986446
M33 X-7,10000000000000.0,4.1806372414557623e-16,1.7805971848083395e-08,0.9999999821940282
M33 X-7,10000000000000.0,4.398317466650228e-16,1.7810829994417535e-08,0.99999998218917
M33 X-7,10000000000000.0,4.627332011878694e-16,1.7815942512401226e-08,0.9999999821840575
M33 X-7,10000000000000.0,4.868271040122284e-16,1.7821322798395933e-08,0.9999999821786772
M33 X-7,10000000000000.0,5.121755443364241e-16,1.782698496256089e-08,0.999999982173015
M33 X-7,10000000000000.0,5.388438442608223e-16,1.783294386776963e-08,0.9999999821670561
M33 X-7,10000000000000.0,5.669007271207434e-16,1.7839215170741795e-08,0.9999999821607848
M33 X-7,10000000000000.0,5.964184945842484e-16,1.7845815365526117e-08,0.9999999821541846
M33 X-7,10000000000000.0,6.274732129711575e-16,1.785276182947967e-08,0.9999999821472382
M33 X-7,10000000000000.0,6.60144909273491e-16,1.786007287189878e-08,0.9999999821399271
M33 X-7,10000000000000.0,6.945177773823689e-16,1.7867767785467496e-08,0.9999999821322322
M33 X-7,10000000000000.0,7.306803950529522e-16,1.7875866900701618e-08,0.9999999821241331
M33 X-7,10000000000000.0,7.68725952166372e-16,1.7884391643578633e-08,0.9999999821156084
M33 X-7,10000000000000.0,8.087524908770474e-16,1.7893364596557917e-08,0.9999999821066354
M33 X-7,10000000000000.0,8.508631582640565e-16,1.7902809563210173e-08,0.9999999820971904
M33 X-7,10000000000000.0,8.95166472137832e-16,1.7912751636691446e-08,0.9999999820872484
M33 X-7,10000000000000.0,9.417766006869538e-16,1.79232172723142e-08,0.9999999820767828
M33 X-7,10000000000000.0,9.908136566858687e-16,1.7934234364487425e-08,0.9999999820657657
M33 X-7,10000000000000.0,1.0424040070215578e-15,1.794583232831777e-08,0.9999999820541676
M33 X-7,10000000000000.0,1.0966805983368696e-15,1.7958042186186608e-08,0.9999999820419578
M33 X-7,10000000000000.0,1.153783299629662e-15,1.7970896659642243e-08,0.9999999820291033
M33 X-7,10000000000000.0,1.213859262690629e-15,1.7984430266972863e-08,0.9999999820155697
M33 X-7,10000000000000.0,1.2770633013086446e-15,1.7998679426855247e-08,0.9999999820013206
M33 X-7,10000000000000.0,1.3435582902208262e-15,1.801368256850558e-08,0.9999999819863175
M33 X-7,10000000000000.0,1.4135155848353956e-15,1.8029480248793544e-08,0.9999999819705198
M33 X-7,10000000000000.0,1.4871154628089536e-15,1.8046115276818618e-08,0.9999999819538847
M33 X-7,10000000000000.0,1.5645475886161023e-15,1.806363284648891e-08,0.9999999819363672
M33 X-7,10000000000000.0,1.6460115023085498e-15,1.8082080677688378e-08,0.9999999819179193
M33 X-7,10000000000000.0,1.73171713372336e-15,1.8101509166667782e-08,0.9999999818984908
M33 X-7,10000000000000.0,1.821885343465165e-15,1.8121971546349525e-08,0.9999999818780284
M33 X-7,10000000000000.0,1.916748492056821e-15,1.8143524057296456e-08,0.999999981856476
M33 X-7,10000000000000.0,2.0165510387247442e-15,1.8166226130160507e-08,0.9999999818337739
M33 X-7,10000000000000.0,2.1215501713624566e-15,1.8190140580499844e-08,0.9999999818098594
M33 X-7,10000000000000.0,2.23201646929523e-15,1.821533381693285e-08,0.9999999817846662
M33 X-7,10000000000000.0,2.348234600554281e-15,1.824187606368567e-08,0.999999981758124
M33 X-7,10000000000000.0,2.4705040554568205e-15,1.8269841598686996e-08,0.9999999817301584
M33 X-7,10000000000000.0,2.5991399183829384e-15,1.8299309008471507e-08,0.999999981700691
M33 X-7,10000000000000.0,2.7344736797375856e-15,1.8330361461271973e-08,0.9999999816696385
M33 X-7,10000000000000.0,2.8768540901905973e-15,1.8363086999811586e-08,0.999999981636913
M33 X-7,10000000000000.0,3.0266480593956954e-15,1.8397578855453783e-08,0.9999999816024211
M33 X-7,10000000000000.0,3.1842416015046563e-15,1.843393578552839e-08,0.9999999815660642
