file,n_rows,n_cols,columns,region_dir,top_level
input/13_central_asia/central_asia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,13_central_asia,input
input/13_central_asia/central_asia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,13_central_asia,input
input/13_central_asia/central_asia_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,13_central_asia,input
input/14_south_asia_west/south_asia_west_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,100,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_altimetry_Ke_Ke_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_altimetry_Treichler_ICESat_Treichler_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_altimetry_Treichler_snowfall_Treichler_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_combined_Miles2021_Miles_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_demdiff_Brun_et_al_2017_Brun_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/14_south_asia_west/south_asia_west_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,14_south_asia_west,input
input/15_south_asia_east/south_asia_east_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,100,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_altimetry_Ke_Ke_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_altimetry_Treichler_ICESat_Treichler_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_altimetry_Treichler_snowfall_Treichler_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_combined_Miles2021_Miles_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_demdiff_Brun_et_al_2017_Brun_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_demdiff_MountCryo_King_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/15_south_asia_east/south_asia_east_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,15_south_asia_east,input
input/16_low_latitudes/low_latitudes_combined_DUS-combined_Dussaillant_et_al.csv,24,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_demdiff_FAU-GLACIER_Braun_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_demdiff_Seehaus_Seehaus_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/16_low_latitudes/low_latitudes_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,16_low_latitudes,input
input/17_southern_andes/southern_andes_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_demdiff_DLR-IMF_Krieger_et_al.csv,2,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_demdiff_FAU-GLACIER_Braun_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Richter_Richter_et_al.csv,184,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/17_southern_andes/southern_andes_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,17_southern_andes,input
input/18_new_zealand/new_zealand_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_glaciological_WGMS-beta_WGMS.csv,24,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/18_new_zealand/new_zealand_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,18_new_zealand,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,3,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,19_antarctic_and_subantarctic,input
input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,52,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,1_alaska,input
input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,2_western_canada_us,input
input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_altimetry_Khan_Khan_et_al.csv,3,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,52,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/3_arctic_canada_north/arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,3_arctic_canada_north,input
input/4_arctic_canada_south/arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_altimetry_Khan_Khan_et_al.csv,3,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,52,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/4_arctic_canada_south/arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
