year,region,region_code,method_group,gt,gt_error,mwe,mwe_error,annual_variability_native,combined_gt,combined_mwe,gt_diff_vs_combined,abs_gt_diff_vs_combined
2006,Central Europe,11_central_europe,demdiff_and_glaciological,-1.7630854483946157,0.3459543262456919,-0.8800968311993201,0.1603924264279294,1.0,-1.7630854483946157,-0.8800968311993201,0.0,0.0
2007,Central Europe,11_central_europe,demdiff_and_glaciological,-1.657128612626763,0.3405480476347713,-0.8352932088470332,0.1583693121417738,1.0,-1.657128612626763,-0.8352932088470332,0.0,0.0
2008,Central Europe,11_central_europe,demdiff_and_glaciological,-1.4398684241650872,0.3515510281744614,-0.7329472162397417,0.1649788666858482,1.0,-1.4398684241650872,-0.7329472162397417,0.0,0.0
2009,Central Europe,11_central_europe,demdiff_and_glaciological,-0.8523827513362172,0.3332839553112916,-0.4382218676062239,0.1584810518010713,1.0,-0.8523827513362173,-0.4382218676062239,1.1102230246251565e-16,1.1102230246251565e-16
2010,Central Europe,11_central_europe,demdiff_and_glaciological,-2.6252241300570893,0.3572983206811007,-1.3632593118896086,0.1593278815932339,1.0,-2.6252241300570893,-1.3632593118896086,0.0,0.0
2011,Central Europe,11_central_europe,demdiff_and_glaciological,-2.911389504287456,0.4072614222337428,-1.5272465645646185,0.1823620621139954,1.0,-2.911389504287455,-1.5272465645646185,-8.881784197001252e-16,8.881784197001252e-16
2012,Central Europe,11_central_europe,demdiff_and_glaciological,-0.5509007980773181,0.3802579073381758,-0.2919604160995941,0.1818356332623888,1.0,-0.5509007980773181,-0.2919604160995941,0.0,0.0
2013,Central Europe,11_central_europe,demdiff_and_glaciological,-0.3191327483210316,0.3794231843588901,-0.1708872140657182,0.1817534380270183,1.0,-0.3191327483210315,-0.1708872140657181,-1.1102230246251565e-16,1.1102230246251565e-16
2014,Central Europe,11_central_europe,demdiff_and_glaciological,-2.9935121980438355,0.4181465641396157,-1.6197713395934856,0.1871966139188429,1.0,-2.9935121980438355,-1.6197713395934856,0.0,0.0
2015,Central Europe,11_central_europe,demdiff_and_glaciological,-1.253717358078123,0.3950535498177729,-0.6855744790209543,0.187008657266765,1.0,-1.253717358078123,-0.6855744790209543,0.0,0.0
2016,Central Europe,11_central_europe,demdiff_and_glaciological,-2.839022418638249,0.4163298988888034,-1.569115873694978,0.1876483939935223,1.0,-2.839022418638249,-1.569115873694978,0.0,0.0
2017,Central Europe,11_central_europe,demdiff_and_glaciological,-2.5004683537573125,0.4075667084697458,-1.396975100040022,0.1859868403167147,1.0,-2.500468353757313,-1.396975100040022,4.440892098500626e-16,4.440892098500626e-16
2018,Central Europe,11_central_europe,demdiff_and_glaciological,-1.7622189499606782,0.3969864610182619,-0.9953121029909908,0.1855877809494119,1.0,-1.7622189499606782,-0.9953121029909908,0.0,0.0
2019,Central Europe,11_central_europe,demdiff_and_glaciological,-1.3114383265175942,0.4310010975568118,-0.748913285736943,0.2042378975052182,1.0,-1.3114383265175942,-0.748913285736943,0.0,0.0
2020,Central Europe,11_central_europe,demdiff_and_glaciological,-1.0628303280772675,0.4322005560444644,-0.6137410030858483,0.2056461392652721,1.0,-1.0628303280772675,-0.6137410030858483,0.0,0.0
2021,Central Europe,11_central_europe,demdiff_and_glaciological,-6.384722928263638,0.7200877961812279,-3.728681469982452,0.3094642354884348,1.0,-6.384722928263638,-3.728681469982452,0.0,0.0
2022,Central Europe,11_central_europe,demdiff_and_glaciological,-4.495107154446965,0.7023272623880464,-2.6552232407112406,0.3190228320081226,1.0,-4.495107154446965,-2.6552232407112406,0.0,0.0
1999,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.6000747798795143,0.5073076149673503,-1.2494400814739215,0.3844429212010524,1.0,-1.6000747798795147,-1.2494400814739215,4.440892098500626e-16,4.440892098500626e-16
2000,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.9077766258180492,0.2303458008409478,-0.7126931611745507,0.1733046689145982,1.0,-0.9077766258180492,-0.7126931611745507,0.0,0.0
2001,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,0.4370917061794335,0.229490898569264,0.3450304075556644,0.1753139406537003,1.0,0.4370917061794336,0.3450304075556645,-1.1102230246251565e-16,1.1102230246251565e-16
2002,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,0.2714750339865649,0.2226125354612398,0.2154709960365271,0.1705179208603147,1.0,0.2714750339865649,0.215470996036527,0.0,0.0
2003,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,0.6413060325795729,0.2248127164434539,0.5118131214081413,0.1707603380694547,1.0,0.6413060325795726,0.5118131214081412,2.220446049250313e-16,2.220446049250313e-16
2004,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,0.422831237681391,0.2114814728285853,0.3393231706131552,0.1614806703190205,1.0,0.422831237681391,0.3393231706131552,0.0,0.0
2005,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.931452830586761,0.2154411021347966,-0.7516592752973096,0.1614230550904214,1.0,-0.931452830586761,-0.7516592752973096,0.0,0.0
2006,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.7673087450722167,0.2712013425773155,-1.4341671559554334,0.1967658734417053,1.0,-1.7673087450722167,-1.4341671559554334,0.0,0.0
2007,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.510506013062977,0.221578895477968,-0.4166093773383526,0.168910527892533,1.0,-0.510506013062977,-0.4166093773383526,0.0,0.0
2008,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.3501910869836012,0.2126768447639463,-0.2874007495546153,0.1626569408210147,1.0,-0.3501910869836012,-0.2874007495546153,0.0,0.0
2009,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.004701020766637,0.2286438603386179,-0.8292552563007903,0.1711769321799806,1.0,-1.004701020766637,-0.8292552563007903,0.0,0.0
2010,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.8283774175085823,0.2217743545036491,-0.6876419034922021,0.1671980788412957,1.0,-0.8283774175085823,-0.6876419034922021,0.0,0.0
2011,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.5758726207405838,0.2474611059477769,-1.315685718331823,0.180021070014385,1.0,-1.575872620740583,-1.315685718331823,-6.661338147750939e-16,6.661338147750939e-16
2012,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.3150699531505469,0.2292113683178215,-0.2645753903626689,0.1754838850226774,1.0,-0.315069953150547,-0.2645753903626689,5.551115123125783e-17,5.551115123125783e-17
2013,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.3476293447835466,0.2343759928852735,-1.1382533327336002,0.1722698910990252,1.0,-1.3476293447835466,-1.1382533327336002,0.0,0.0
2014,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.3148849790289858,0.2581033990893434,-1.11711279944321,0.1915384870310253,1.0,-1.3148849790289858,-1.11711279944321,0.0,0.0
2015,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.0870923505533463,0.2434760239200991,-0.9290336572564768,0.1821311739678994,1.0,-1.0870923505533463,-0.9290336572564768,0.0,0.0
2016,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.0636039373338309,0.2429999105280204,-0.9143570509739644,0.1819608069751085,1.0,-1.0636039373338309,-0.9143570509739644,0.0,0.0
2017,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.4141981585885225,0.2749197181103849,-0.3582038329824716,0.2103775457189464,1.0,-0.4141981585885226,-0.3582038329824716,1.1102230246251565e-16,1.1102230246251565e-16
2018,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.9265719101147318,0.2424528703521024,-0.8061258924944308,0.1826331407659095,1.0,-0.9265719101147318,-0.8061258924944308,0.0,0.0
2019,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.7479835796873917,0.2688056765740741,-1.5299542511750643,0.1950767856497437,1.0,-1.7479835796873917,-1.5299542511750643,0.0,0.0
2020,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.2611007784974238,0.2549400855216893,-0.2299230372543612,0.1953876957328549,1.0,-0.2611007784974239,-0.2299230372543612,1.1102230246251565e-16,1.1102230246251565e-16
2021,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-1.0097696940693783,0.4388623874530123,-0.8946351171851993,0.3345526367526908,1.0,-1.0097696940693783,-0.8946351171851993,0.0,0.0
2022,Caucasus & Middle East,12_caucasus_middle_east,demdiff_and_glaciological,-0.5643222945592065,0.4368392783581359,-0.50305603829495,0.3345361754618347,1.0,-0.5643222945592065,-0.50305603829495,0.0,0.0
1999,Central Asia,13_central_asia,altimetry,7.635486081983842,9.154465188294076,0.1540177418689335,0.1860743384532999,,7.09767581067286,0.1431694052140241,0.537810271310982,0.537810271310982
1999,Central Asia,13_central_asia,demdiff_and_glaciological,6.559865539361874,10.133050065302584,0.1323210685591146,0.2060364474213342,1.0,7.09767581067286,0.1431694052140241,-0.5378102713109865,0.5378102713109865
2000,Central Asia,13_central_asia,altimetry,-15.540497883131858,9.179447093946166,-0.31403263680193,0.1860743384532999,,-15.691210389951763,-0.3170781406378821,0.15071250681990556,0.15071250681990556
2000,Central Asia,13_central_asia,demdiff_and_glaciological,-15.841922896771669,4.803517759251417,-0.3201236444738342,0.0963839057136662,1.0,-15.691210389951763,-0.3170781406378821,-0.15071250681990556,0.15071250681990556
2001,Central Asia,13_central_asia,altimetry,-8.510317469670808,9.156393669071036,-0.1722791825396044,0.1860743384532999,,-8.661029976490713,-0.1753301412806808,0.15071250681990556,0.15071250681990556
2001,Central Asia,13_central_asia,demdiff_and_glaciological,-8.811742483310612,4.855941360564168,-0.1783811000217572,0.0983807043872363,1.0,-8.661029976490713,-0.1753301412806808,-0.15071250681989845,0.15071250681989845
2002,Central Asia,13_central_asia,altimetry,11.16344483788209,9.163516656613812,0.2263934453523153,0.1860743384532999,,11.012732331062187,0.2233370121301204,0.150712506819902,0.150712506819902
2002,Central Asia,13_central_asia,demdiff_and_glaciological,10.862019824242282,5.560597091644733,0.2202805789079256,0.1125826686706665,1.0,11.012732331062187,0.2233370121301204,-0.15071250681990556,0.15071250681990556
2003,Central Asia,13_central_asia,altimetry,2.9967624963229427,5.931970509339313,0.0608832627568391,0.1206401549626755,,0.0622231893648592,0.0012641478236322,2.9345393069580834,2.9345393069580834
2003,Central Asia,13_central_asia,demdiff_and_glaciological,-2.8723161175932206,5.166138489611065,-0.0583549671095746,0.105058128844039,1.0,0.0622231893648592,0.0012641478236322,-2.93453930695808,2.93453930695808
2004,Central Asia,13_central_asia,altimetry,5.313822048371552,5.936026821193389,0.1081518564338885,0.1206401549626755,,3.1316974140778573,0.063739223112585,2.182124634293695,2.182124634293695
2004,Central Asia,13_central_asia,demdiff_and_glaciological,0.9495727797841584,5.965219960224801,0.0193265897912816,0.1213512352200657,1.0,3.1316974140778573,0.063739223112585,-2.182124634293699,2.182124634293699
2005,Central Asia,13_central_asia,altimetry,-22.18281306105432,6.03291104262918,-0.452299782014008,0.1206401549626755,,-24.364937695348026,-0.4967925383520776,2.1821246342937073,2.1821246342937073
2005,Central Asia,13_central_asia,demdiff_and_glaciological,-26.54706232964172,5.13543885879394,-0.5412852946901471,0.1009241134816247,1.0,-24.364937695348026,-0.4967925383520776,-2.182124634293693,2.182124634293693
2006,Central Asia,13_central_asia,altimetry,-14.02149997579142,5.971375789041474,-0.2864101700795232,0.1206401549626755,,-16.203624610085118,-0.3309833390501632,2.1821246342936984,2.1821246342936984
2006,Central Asia,13_central_asia,demdiff_and_glaciological,-18.385749244378815,5.010748232100546,-0.3755565080208032,0.1002072964020087,1.0,-16.203624610085118,-0.3309833390501632,-2.1821246342936966,2.1821246342936966
2007,Central Asia,13_central_asia,altimetry,-29.02343813282729,6.105057130170694,-0.5939206652114017,0.1206401549626755,,-31.205562767120995,-0.6385745380035447,2.1821246342937037,2.1821246342937037
2007,Central Asia,13_central_asia,demdiff_and_glaciological,-33.387687401414695,5.391675813380125,-0.6832284107956876,0.1042969573856709,1.0,-31.205562767120995,-0.6385745380035447,-2.1821246342937,2.1821246342937
2008,Central Asia,13_central_asia,altimetry,18.701575578941373,9.194174981326752,0.3833935641023061,0.1860743384532999,,19.303277744785856,0.3957288209322683,-0.6017021658444826,0.6017021658444826
2008,Central Asia,13_central_asia,demdiff_and_glaciological,19.90497991063033,4.951606516550275,0.4080640777622306,0.0986785942630555,1.0,19.303277744785856,0.3957288209322683,0.6017021658444754,0.6017021658444754
2009,Central Asia,13_central_asia,altimetry,-6.507366758804536,9.15228637116167,-0.1336473579676433,0.1860743384532999,,-7.017514093311566,-0.1441246901909811,0.51014733450703,0.51014733450703
2009,Central Asia,13_central_asia,demdiff_and_glaciological,-7.5276614278185905,4.899405036240098,-0.1546020224143188,0.0993778315839277,1.0,-7.017514093311566,-0.1441246901909811,-0.5101473345070247,0.5101473345070247
2010,Central Asia,13_central_asia,altimetry,2.401939942991286,9.147289464816447,0.0494205009555534,0.1860743384532999,,1.8917926084842631,0.0389240949542111,0.5101473345070229,0.5101473345070229
2010,Central Asia,13_central_asia,demdiff_and_glaciological,1.3816452739772334,4.06680636952288,0.0284276889528688,0.0827222470583216,1.0,1.8917926084842631,0.0389240949542111,-0.5101473345070298,0.5101473345070298
2011,Central Asia,13_central_asia,altimetry,0.9254274199287628,6.044077194304209,0.0190756219792371,0.1229557295067966,1.0,-8.752039933171,-0.1804037806932595,9.677467353099763,9.677467353099763
2011,Central Asia,13_central_asia,demdiff_and_glaciological,-18.429507286270766,4.177651258394978,-0.3798831833657561,0.0828959517724672,1.0,-8.752039933171,-0.1804037806932595,-9.677467353099766,9.677467353099766
2012,Central Asia,13_central_asia,altimetry,-19.829634519156212,7.754086610620789,-0.4094905121521405,0.1564525050640959,1.0,-13.025131084531116,-0.2689745791078941,-6.804503434625095,6.804503434625095
2012,Central Asia,13_central_asia,demdiff_and_glaciological,-6.220627649906008,4.128763366565935,-0.1284586460636476,0.0837559483406392,1.0,-13.025131084531116,-0.2689745791078941,6.804503434625109,6.804503434625109
2013,Central Asia,13_central_asia,altimetry,11.396093087276023,6.220158499461792,0.235765015322824,0.1260094242403396,1.0,-2.902760298590662,-0.0600529778964183,14.298853385866686,14.298853385866686
2013,Central Asia,13_central_asia,demdiff_and_glaciological,-17.20161368445735,4.19849091485259,-0.3558709711156607,0.0836017363553763,1.0,-2.902760298590662,-0.0600529778964183,-14.298853385866687,14.298853385866687
2014,Central Asia,13_central_asia,altimetry,-23.18330681102904,8.204281561317647,-0.4805011715911361,0.1652317309590258,1.0,-19.15413089238197,-0.3969917842014268,-4.02917591864707,4.02917591864707
2014,Central Asia,13_central_asia,demdiff_and_glaciological,-15.124954973734898,4.0579008683204885,-0.3134823968117175,0.0811067433648338,1.0,-19.15413089238197,-0.3969917842014268,4.0291759186470735,4.0291759186470735
2015,Central Asia,13_central_asia,altimetry,-24.28902277334564,8.360000757633594,-0.5043433112737792,0.1682698377544284,1.0,-10.189511409801131,-0.2115775497695412,-14.099511363544508,14.099511363544508
2015,Central Asia,13_central_asia,demdiff_and_glaciological,3.909999953743372,4.056774568889774,0.0811882117346967,0.0824342113647875,1.0,-10.189511409801131,-0.2115775497695412,14.099511363544503,14.099511363544503
2016,Central Asia,13_central_asia,altimetry,23.296566138727,7.243439267555282,0.4846260514319949,0.1454410267530589,1.0,1.2737759260486492,0.0264976818374925,22.022790212678352,22.022790212678352
2016,Central Asia,13_central_asia,demdiff_and_glaciological,-20.74901428662971,4.721250817618466,-0.4316306877570099,0.0937004784438586,1.0,1.2737759260486492,0.0264976818374925,-22.02279021267836,22.02279021267836
2017,Central Asia,13_central_asia,altimetry,-48.33300923574773,12.389103131732035,-1.007299857009345,0.2471995900019748,1.0,-30.00765753272444,-0.6253843826372527,-18.32535170302329,18.32535170302329
2017,Central Asia,13_central_asia,demdiff_and_glaciological,-11.682305829701148,4.545751587959722,-0.2434689082651602,0.0917110876932607,1.0,-30.00765753272444,-0.6253843826372527,18.325351703023294,18.325351703023294
2018,Central Asia,13_central_asia,altimetry,-17.031882849840073,9.18605975638872,-0.3556142596821045,0.1860743384532999,,-18.339522791576385,-0.3829169022560977,1.307639941736312,1.307639941736312
2018,Central Asia,13_central_asia,demdiff_and_glaciological,-19.647162733312687,4.582413818448499,-0.4102195448300908,0.0910562562324442,1.0,-18.339522791576385,-0.3829169022560977,-1.3076399417363014,1.3076399417363014
2019,Central Asia,13_central_asia,altimetry,7.4979312842104,9.154180940874747,0.1568415094520624,0.1860743384532999,,7.092775040314354,0.148366462876162,0.40515624389604543,0.40515624389604543
2019,Central Asia,13_central_asia,demdiff_and_glaciological,6.687618796418309,5.51469903583158,0.1398914163002616,0.1119833588094896,1.0,7.092775040314354,0.148366462876162,-0.40515624389604543,0.40515624389604543
2020,Central Asia,13_central_asia,demdiff_and_glaciological,-22.163360328059035,5.827182694683356,-0.464472176693664,0.1163834892506465,1.0,-21.352420282129582,-0.4474775024779468,-0.8109400459294527,0.8109400459294527
2021,Central Asia,13_central_asia,demdiff_and_glaciological,-36.69452274460403,8.933542761852294,-0.7704267828903273,0.1778678356193373,1.0,-35.88508637323824,-0.7534321086746101,-0.8094363713657913,0.8094363713657913
2022,Central Asia,13_central_asia,demdiff_and_glaciological,-39.08930586774391,8.972708651918806,-0.8222343533938211,0.1781556645353566,1.0,-38.28137317094178,-0.8052396791781039,-0.8079326968021334,0.8079326968021334
1999,South Asia West,14_south_asia_west,altimetry,8.614707639535968,7.601945102322318,0.2576386171326933,0.2267805650904974,,10.38574134051786,0.3106046251167957,-1.7710337009818922,1.7710337009818922
1999,South Asia West,14_south_asia_west,demdiff_and_glaciological,12.156775041499747,11.064071206429729,0.363570633100898,0.3300942461562198,1.0,10.38574134051786,0.3106046251167957,1.7710337009818868,1.7710337009818868
2000,South Asia West,14_south_asia_west,altimetry,-6.729864310533904,7.59718790431901,-0.2019967671040594,0.2267805650904974,,-5.558469733230983,-0.1668373780435622,-1.1713945773029213,1.1713945773029213
2000,South Asia West,14_south_asia_west,demdiff_and_glaciological,-4.387075155928056,6.512621132333815,-0.1316779889830648,0.1944861640643887,1.0,-5.558469733230983,-0.1668373780435622,1.1713945773029275,1.1713945773029275
2001,South Asia West,14_south_asia_west,altimetry,-0.5312162242992658,7.589778774518264,-0.0160023150190572,0.2267805650904974,,0.6401783530036582,0.0192846814621657,-1.171394577302924,1.171394577302924
2001,South Asia West,14_south_asia_west,demdiff_and_glaciological,1.811572930306581,5.803931509992472,0.0545716779433887,0.1733998666139723,1.0,0.6401783530036582,0.0192846814621657,1.1713945773029228,1.1713945773029228
2002,South Asia West,14_south_asia_west,altimetry,-16.463726664988585,7.634243388095786,-0.4977585481418864,0.2267805650904974,,-15.29233208768566,-0.4623430145895996,-1.1713945773029248,1.1713945773029248
2002,South Asia West,14_south_asia_west,demdiff_and_glaciological,-14.120937510382731,6.939177854186702,-0.4269274810373127,0.2062659919137679,1.0,-15.29233208768566,-0.4623430145895996,1.1713945773029284,1.1713945773029284
2003,South Asia West,14_south_asia_west,altimetry,-12.414056886151522,5.393740250149926,-0.3766944038688881,0.1600937966891987,,-13.61161659053939,-0.4130333737220896,1.1975597043878672,1.1975597043878672
2003,South Asia West,14_south_asia_west,demdiff_and_glaciological,-14.809176294927257,7.174023254401291,-0.4493723435752912,0.2132143607215291,1.0,-13.61161659053939,-0.4130333737220896,-1.1975597043878672,1.1975597043878672
2004,South Asia West,14_south_asia_west,altimetry,11.454236832134857,5.388428408977192,0.3488448034923244,0.1600937966891987,,10.727256895957192,0.3267042474085461,0.7269799361776652,0.7269799361776652
2004,South Asia West,14_south_asia_west,demdiff_and_glaciological,10.000276959779525,4.949085270507535,0.3045636913247678,0.1471215927256961,1.0,10.727256895957192,0.3267042474085461,-0.726979936177667,0.726979936177667
2005,South Asia West,14_south_asia_west,altimetry,-26.22103286689497,5.515978451432968,-0.8015163834296467,0.1600937966891987,,-26.94801280307264,-0.823738480180332,0.7269799361776705,0.7269799361776705
2005,South Asia West,14_south_asia_west,demdiff_and_glaciological,-27.674992739250307,5.834256421571999,-0.8459605769310174,0.1693529359202535,1.0,-26.94801280307264,-0.823738480180332,-0.726979936177667,0.726979936177667
2006,South Asia West,14_south_asia_west,altimetry,-16.86702302354551,5.42387343411956,-0.5174917697166334,0.1600937966891987,,-17.594002959723174,-0.5397960099608009,0.7269799361776634,0.7269799361776634
2006,South Asia West,14_south_asia_west,demdiff_and_glaciological,-18.32098289590084,4.904175920191069,-0.5621002502049685,0.1439573164610288,1.0,-17.594002959723174,-0.5397960099608009,-0.726979936177667,0.726979936177667
2007,South Asia West,14_south_asia_west,altimetry,-21.38538487246165,5.463560979847681,-0.6585525177209532,0.1600937966891987,,-22.11236480863932,-0.680939510994987,0.7269799361776705,0.7269799361776705
2007,South Asia West,14_south_asia_west,demdiff_and_glaciological,-22.839344744816987,5.280452819911691,-0.7033265042690207,0.1540456545984542,1.0,-22.11236480863932,-0.680939510994987,-0.726979936177667,0.726979936177667
2008,South Asia West,14_south_asia_west,altimetry,14.180374446066669,7.622777965939467,0.4383039207269452,0.2267805650904974,,15.822348791579795,0.4890560215342048,-1.6419743455131268,1.6419743455131268
