channel,family,wavenumber,power
Z100,Z,61,37054.487812820094
Z100,Z,62,37359.525374462406
Z100,Z,63,33267.41411427459
Z100,Z,64,37339.65325689931
Z100,Z,65,37332.4411200045
Z100,Z,66,41041.2721656665
Z100,Z,67,34428.84574224432
Z100,Z,68,34402.97797154476
Z100,Z,69,32316.457818435174
Z100,Z,70,39520.343537774155
Z100,Z,71,35989.56650178438
Z100,Z,72,41260.53513318392
Z100,Z,73,34548.23129165223
Z100,Z,74,37985.71743623954
Z100,Z,75,39619.91917043702
Z100,Z,76,34376.41057730123
Z100,Z,77,34971.30219255263
Z100,Z,78,34223.33334597829
Z100,Z,79,38642.41554751043
Z100,Z,80,38978.53059062941
Z100,Z,81,34322.442779334204
Z100,Z,82,32120.498298365103
Z100,Z,83,36095.97509297348
Z100,Z,84,35937.526376335045
Z100,Z,85,37447.36222324811
Z100,Z,86,36096.107103102106
Z100,Z,87,31460.87830013949
Z100,Z,88,36967.225414411725
Z100,Z,89,37346.01466871232
Z100,Z,90,30419.233162937584
Z100,Z,91,34389.00106069626
Z100,Z,92,37128.10055833017
Z100,Z,93,39089.81517453645
Z100,Z,94,34299.89283358061
Z100,Z,95,38524.388226132265
Z100,Z,96,33948.09855971845
Z100,Z,97,36288.828395155266
Z100,Z,98,37981.33611324829
Z100,Z,99,32075.482133672373
Z100,Z,100,38571.960420179385
Z100,Z,101,35600.60548565901
Z100,Z,102,39068.83752604661
Z100,Z,103,38360.49782504888
Z100,Z,104,41543.65902969389
Z100,Z,105,37112.22978149419
Z100,Z,106,33983.93933531395
Z100,Z,107,39272.95774539416
Z100,Z,108,35826.84899006263
Z100,Z,109,38629.83000951507
Z100,Z,110,32944.12762878047
Z100,Z,111,36193.81133139047
Z100,Z,112,32675.2177595819
Z100,Z,113,35643.47584064167
Z100,Z,114,33937.851382124594
Z100,Z,115,32377.670552752923
Z100,Z,116,36308.57803855909
Z100,Z,117,40540.494784975606
Z100,Z,118,36569.00568489596
Z100,Z,119,39681.39478473624
Z100,Z,120,34978.82817288156
Z100,Z,121,36549.58339677159
Z100,Z,122,39081.15898778939
Z100,Z,123,33597.81955794824
Z100,Z,124,34253.45545395828
Z100,Z,125,37123.928305799425
Z100,Z,126,40758.46949362062
Z100,Z,127,33303.43082313238
Z100,Z,128,39888.044902914175
Z100,Z,129,37040.00525431633
Z100,Z,130,36405.0104592155
Z100,Z,131,38237.326944918874
Z100,Z,132,33890.989708945315
Z100,Z,133,42754.15279670306
Z100,Z,134,35946.963272376735
Z100,Z,135,33586.12460435594
Z100,Z,136,34560.720820397626
Z100,Z,137,32373.276385470148
Z100,Z,138,36922.55069664071
Z100,Z,139,40923.48596506384
Z100,Z,140,34202.97664077538
Z100,Z,141,35882.52119887841
Z100,Z,142,34743.627412697075
Z100,Z,143,34684.72432275061
Z100,Z,144,36654.5660707087
Z100,Z,145,38874.448987544485
Z100,Z,146,38198.977005949666
Z100,Z,147,35049.44101438471
Z100,Z,148,35620.09214423383
Z100,Z,149,39265.88688056637
Z100,Z,150,38751.51595693323
Z100,Z,151,34717.91022112276
Z100,Z,152,38246.16361747226
Z100,Z,153,37693.86658551803
Z100,Z,154,37558.082623662136
Z100,Z,155,37036.90663693992
Z100,Z,156,32116.258517366772
Z100,Z,157,36828.95527838312
Z100,Z,158,33608.050021731564
Z100,Z,159,37306.96629051805
Z100,Z,160,37028.80449010063
Z100,Z,161,39527.34544226969
Z100,Z,162,39817.135129349146
Z100,Z,163,32330.862403660107
Z100,Z,164,35040.20094481205
Z100,Z,165,35706.23841779303
Z100,Z,166,35167.75177907516
Z100,Z,167,38360.288597731414
Z100,Z,168,36566.48064471406
Z100,Z,169,32310.866575257365
Z100,Z,170,36731.43440246126
Z100,Z,171,34374.614620741464
Z100,Z,172,36468.84407029813
Z100,Z,173,34702.29429747633
Z100,Z,174,34080.11152966332
Z100,Z,175,32487.83998113833
Z100,Z,176,36636.0138303982
Z100,Z,177,37033.57381513737
Z100,Z,178,39057.71122870947
Z100,Z,179,38591.87933233918
Z100,Z,180,36843.536292924946
Z150,Z,0,8.139022268621049e-27
Z150,Z,1,36737.97824507719
Z150,Z,2,36678.875691946225
Z150,Z,3,37889.33370562082
Z150,Z,4,35719.74902144198
Z150,Z,5,35850.695900619525
Z150,Z,6,34659.055600555796
Z150,Z,7,35166.8836216809
Z150,Z,8,31842.97931286207
Z150,Z,9,38001.65391636018
Z150,Z,10,36704.15795822307
Z150,Z,11,37270.57427815268
Z150,Z,12,34605.966183907454
Z150,Z,13,31337.866285406715
Z150,Z,14,33100.76465720863
Z150,Z,15,38606.64622196291
Z150,Z,16,34847.049838724815
Z150,Z,17,35300.313159661324
Z150,Z,18,33807.78316751559
Z150,Z,19,31210.055652761857
Z150,Z,20,40271.124111696954
Z150,Z,21,32245.34467586854
Z150,Z,22,32946.04609781275
Z150,Z,23,37377.150618000036
Z150,Z,24,33817.217155805876
Z150,Z,25,37251.09589317546
Z150,Z,26,36951.29942094849
Z150,Z,27,32456.614392038184
Z150,Z,28,35502.15838142758
Z150,Z,29,33981.12332021643
Z150,Z,30,37366.247476612225
Z150,Z,31,38829.614112737916
Z150,Z,32,37948.5441030996
Z150,Z,33,35723.53167297903
Z150,Z,34,34578.91366102817
Z150,Z,35,36213.05168205402
Z150,Z,36,36244.43696651001
Z150,Z,37,40171.91154508975
Z150,Z,38,41212.52398386767
Z150,Z,39,38991.42226008996
Z150,Z,40,35967.48911863685
Z150,Z,41,39810.08873787024
Z150,Z,42,37586.029295328066
Z150,Z,43,37328.51162554586
Z150,Z,44,36751.560881175305
Z150,Z,45,35230.679755356556
Z150,Z,46,37402.238046992876
Z150,Z,47,34048.91231365719
Z150,Z,48,42935.48179103839
Z150,Z,49,36183.23169499479
Z150,Z,50,39011.29717043402
Z150,Z,51,36352.42653428168
Z150,Z,52,32484.546206958046
Z150,Z,53,35128.77917834131
Z150,Z,54,34648.04676014405
Z150,Z,55,34513.92993411743
Z150,Z,56,36736.011666934224
Z150,Z,57,37923.77986192688
Z150,Z,58,33682.20964157659
Z150,Z,59,40224.21379047795
Z150,Z,60,36085.760121909996
Z150,Z,61,33891.30932312078
Z150,Z,62,36231.01534151763
Z150,Z,63,33822.72142061707
Z150,Z,64,30580.654291713552
Z150,Z,65,39380.77865945605
Z150,Z,66,34177.92912281827
Z150,Z,67,34775.403796870945
Z150,Z,68,31365.074216466135
Z150,Z,69,35758.14231410968
Z150,Z,70,37965.82789473811
Z150,Z,71,35171.96153427296
Z150,Z,72,34368.42962118915
Z150,Z,73,37912.92519009675
Z150,Z,74,36852.60211908335
Z150,Z,75,36519.48667713234
Z150,Z,76,33561.94876551695
Z150,Z,77,36323.101862032134
Z150,Z,78,35873.02179924138
Z150,Z,79,30686.33829246879
Z150,Z,80,36903.889420906635
Z150,Z,81,39062.41591222673
Z150,Z,82,38015.51790787585
Z150,Z,83,35845.70183156331
Z150,Z,84,39589.317043680254
Z150,Z,85,40113.554726950824
Z150,Z,86,36542.25561491145
Z150,Z,87,37513.6120948455
Z150,Z,88,33377.62644566829
Z150,Z,89,38525.57790621454
Z150,Z,90,29901.8810158983
Z150,Z,91,34287.755868952234
Z150,Z,92,34797.502806652585
Z150,Z,93,41189.39927477283
Z150,Z,94,34585.75078755419
Z150,Z,95,35169.61629807609
Z150,Z,96,39144.95966702451
Z150,Z,97,33167.34976617477
Z150,Z,98,32125.665881080855
Z150,Z,99,40388.22190824693
Z150,Z,100,37275.35746019394
Z150,Z,101,35055.81575952313
Z150,Z,102,32673.997569346593
Z150,Z,103,32916.91887209456
Z150,Z,104,36580.37510966279
Z150,Z,105,33928.575701781556
Z150,Z,106,36548.70517590922
Z150,Z,107,36569.7525090055
Z150,Z,108,41087.46288217192
Z150,Z,109,36881.642313277356
Z150,Z,110,35475.37615358985
Z150,Z,111,33570.293825798886
Z150,Z,112,33789.30914081079
Z150,Z,113,32222.932178026836
Z150,Z,114,36371.330989381226
Z150,Z,115,36963.05824746579
Z150,Z,116,33824.90603659623
Z150,Z,117,35638.26058469997
Z150,Z,118,36339.45961523818
Z150,Z,119,33867.961282119715
Z150,Z,120,31035.14171860877
Z150,Z,121,35397.19650125146
Z150,Z,122,34763.25875214771
Z150,Z,123,32002.503400571768
Z150,Z,124,35103.866722439
Z150,Z,125,32423.91425695367
Z150,Z,126,34166.01273666586
Z150,Z,127,35006.950801311694
Z150,Z,128,32383.021995477207
Z150,Z,129,41404.46058589003
Z150,Z,130,39610.92875181485
Z150,Z,131,37169.34740291805
Z150,Z,132,35468.13764230207
Z150,Z,133,35355.48109180052
Z150,Z,134,32961.7356081099
Z150,Z,135,36324.42004594604
Z150,Z,136,33398.27526894972
Z150,Z,137,39089.501803674044
Z150,Z,138,38776.73532454044
Z150,Z,139,38131.81153545525
Z150,Z,140,38972.62296315867
Z150,Z,141,34680.13463972116
Z150,Z,142,38308.6153411842
Z150,Z,143,37007.87591755982
Z150,Z,144,36372.14147136329
Z150,Z,145,32844.167302641654
Z150,Z,146,33187.39121965096
Z150,Z,147,34916.77652618671
Z150,Z,148,36380.92525833821
Z150,Z,149,33681.73409323501
Z150,Z,150,36752.72546846554
Z150,Z,151,37548.82925166893
Z150,Z,152,38635.890691404486
Z150,Z,153,37851.96162951264
Z150,Z,154,32094.305169073763
Z150,Z,155,36686.50736119274
Z150,Z,156,35145.51532263673
Z150,Z,157,34022.761380476455
Z150,Z,158,31416.42295161253
Z150,Z,159,34729.620311244966
Z150,Z,160,29557.056482493033
Z150,Z,161,31471.787947844405
Z150,Z,162,41078.225762262635
Z150,Z,163,36686.57441765389
Z150,Z,164,34819.900506152
Z150,Z,165,38016.18861203946
Z150,Z,166,36525.52983237429
Z150,Z,167,41230.58370164
Z150,Z,168,32996.53250715505
Z150,Z,169,42581.987117521356
Z150,Z,170,34455.898285865645
Z150,Z,171,39232.077749823875
Z150,Z,172,37787.91539369668
Z150,Z,173,36108.43305922319
Z150,Z,174,35689.809318974556
Z150,Z,175,34489.40912207771
Z150,Z,176,31696.733046782505
Z150,Z,177,34402.442606796096
Z150,Z,178,34868.10672072702
Z150,Z,179,36018.21474511264
Z150,Z,180,41123.90598434388
Z200,Z,0,1.0306829469558559e-26
Z200,Z,1,36884.7931638214
Z200,Z,2,32397.609823411516
Z200,Z,3,38326.90774401568
Z200,Z,4,35025.130976197914
Z200,Z,5,37734.50467948585
Z200,Z,6,32170.07593175579
Z200,Z,7,35920.58545848241
Z200,Z,8,30198.100364969952
Z200,Z,9,35911.094494485216
Z200,Z,10,35552.11044267696
Z200,Z,11,35417.98840196127
Z200,Z,12,31821.753654567055
Z200,Z,13,36108.43183247319
Z200,Z,14,37046.6046816392
Z200,Z,15,36398.33276058749
Z200,Z,16,38688.15814222949
Z200,Z,17,37973.45366220166
Z200,Z,18,35879.00960709727
Z200,Z,19,40736.51426197591
Z200,Z,20,35993.76317433025
Z200,Z,21,35028.679681177426
Z200,Z,22,36347.428542497575
Z200,Z,23,36273.82166329221
Z200,Z,24,37162.27991540968
Z200,Z,25,36628.2661834805
Z200,Z,26,37688.74158199271
Z200,Z,27,32925.53604160601
Z200,Z,28,32763.199301706525
Z200,Z,29,33982.4650340424
Z200,Z,30,35979.01634412689
Z200,Z,31,36149.378356597765
Z200,Z,32,34844.31908921789
Z200,Z,33,34880.00169966487
Z200,Z,34,32864.21571058735
Z200,Z,35,37649.35270548061
Z200,Z,36,33990.757646093276
Z200,Z,37,34545.470810732375
Z200,Z,38,33559.68779569651
Z200,Z,39,34924.88357176024
Z200,Z,40,32843.97195770972
Z200,Z,41,39248.5352348402
Z200,Z,42,38381.8173417625
Z200,Z,43,36429.87191348949
Z200,Z,44,33816.725332746784
Z200,Z,45,34677.35831123349
Z200,Z,46,36298.73181405593
Z200,Z,47,39664.391043938864
Z200,Z,48,40605.57376414259
Z200,Z,49,38662.89400583871
Z200,Z,50,37625.247479402155
Z200,Z,51,34565.03886475879
Z200,Z,52,35465.91798421022
Z200,Z,53,32866.86188833047
Z200,Z,54,35559.856337791876
Z200,Z,55,32827.7252621641
Z200,Z,56,35282.59437703618
Z200,Z,57,38847.80462926581
Z200,Z,58,38112.77186846972
Z200,Z,59,33245.054229779525
Z200,Z,60,34269.969877461335
Z200,Z,61,35547.11253398712
Z200,Z,62,36550.21025378747
Z200,Z,63,36564.41098581779
Z200,Z,64,34246.13326462982
Z200,Z,65,36320.8373944088
Z200,Z,66,38694.598080180716
Z200,Z,67,39848.832996581514
Z200,Z,68,32824.29464677099
Z200,Z,69,35342.75684302246
Z200,Z,70,41142.44127755624
Z200,Z,71,38878.009692999185
Z200,Z,72,36707.02632886065
Z200,Z,73,36494.8984906871
Z200,Z,74,34744.20802448839
Z200,Z,75,35599.88485728394
Z200,Z,76,41300.764804713945
Z200,Z,77,38135.727505039955
Z200,Z,78,35905.885690059644
Z200,Z,79,34215.406551708875
Z200,Z,80,35530.06022616969
Z200,Z,81,36466.266326312085
Z200,Z,82,35516.791535139
Z200,Z,83,36661.183892793335
Z200,Z,84,37871.30219768453
Z200,Z,85,36478.688364715854
Z200,Z,86,35628.21431683329
Z200,Z,87,36600.76705068343
Z200,Z,88,35770.59541470567
Z200,Z,89,34474.93678954387
Z200,Z,90,35607.355486468485
Z200,Z,91,35236.096441543916
Z200,Z,92,34021.626856189534
Z200,Z,93,38369.21192418348
Z200,Z,94,35152.578847717465
Z200,Z,95,35085.04028243962
Z200,Z,96,34739.37283542074
Z200,Z,97,31992.439363172405
Z200,Z,98,37213.092040478215
Z200,Z,99,42133.74636457362
Z200,Z,100,33058.6077952957
Z200,Z,101,32711.0137249466
Z200,Z,102,35916.408620917806
Z200,Z,103,36905.38419785044
Z200,Z,104,32158.49697981503
Z200,Z,105,38136.78104175315
Z200,Z,106,35288.77528843497
Z200,Z,107,36949.65769992472
Z200,Z,108,34559.74107354226
Z200,Z,109,37783.56732691806
Z200,Z,110,36301.40985816677
Z200,Z,111,33206.38615360589
Z200,Z,112,35641.78818598973
Z200,Z,113,33189.35426433058
Z200,Z,114,39187.46812579876
Z200,Z,115,36194.41913957918
Z200,Z,116,36094.72472041904
Z200,Z,117,36515.04810653754
Z200,Z,118,38260.71793232249
Z200,Z,119,40117.91760604139
Z200,Z,120,35927.66527888201
Z200,Z,121,36488.54237398793
Z200,Z,122,38674.1879028571
Z200,Z,123,34726.041396330496
Z200,Z,124,35804.733546602634
Z200,Z,125,40765.1027798425
Z200,Z,126,35652.37786012194
Z200,Z,127,40073.478022593634
Z200,Z,128,38050.32179330202
Z200,Z,129,36069.17900227216
Z200,Z,130,38175.024384508324
Z200,Z,131,39347.437837016434
Z200,Z,132,39236.91571035721
Z200,Z,133,39669.90759911615
Z200,Z,134,33452.41850928752
Z200,Z,135,38155.9824591733
Z200,Z,136,34694.85908749358
Z200,Z,137,36670.278357687814
Z200,Z,138,35386.02256703314
Z200,Z,139,37317.2142740068
Z200,Z,140,36561.825403287745
Z200,Z,141,38122.54005763264
Z200,Z,142,34405.68212006126
Z200,Z,143,35308.26024455788
Z200,Z,144,36715.57349273582
Z200,Z,145,38341.57855361347
Z200,Z,146,32839.89292930164
Z200,Z,147,35396.721339486045
Z200,Z,148,35369.85784664534
Z200,Z,149,34118.831923786114
Z200,Z,150,29643.35801265635
Z200,Z,151,35905.12705254761
Z200,Z,152,33483.380963232805
Z200,Z,153,34840.536305639886
Z200,Z,154,37978.24066325728
Z200,Z,155,33651.41917651261
Z200,Z,156,30949.47653759948
Z200,Z,157,37346.99585911069
Z200,Z,158,38648.80189005768
Z200,Z,159,32423.250576281334
Z200,Z,160,32351.693375762206
Z200,Z,161,31697.79095878216
Z200,Z,162,35515.354757991554
Z200,Z,163,33568.602669315565
Z200,Z,164,32540.606640778213
Z200,Z,165,36655.38432405855
Z200,Z,166,36199.12869091088
Z200,Z,167,33144.21288376057
Z200,Z,168,33295.910336292814
Z200,Z,169,30951.62589758615
Z200,Z,170,38976.525925235976
Z200,Z,171,40108.93898735616
Z200,Z,172,34940.69209517622
Z200,Z,173,35513.04541740337
Z200,Z,174,36399.34698398905
Z200,Z,175,35355.34543843306
Z200,Z,176,32562.062313911254
Z200,Z,177,36240.36983773884
Z200,Z,178,35504.16585985615
Z200,Z,179,37995.03502457074
Z200,Z,180,38095.78086624019
Z250,Z,0,1.0811020546683353e-26
Z250,Z,1,37424.996976926515
Z250,Z,2,34095.55768538002
Z250,Z,3,33812.59075283109
Z250,Z,4,35784.68918532769
Z250,Z,5,33946.89822563746
Z250,Z,6,36098.137827199556
Z250,Z,7,37663.87195644298
Z250,Z,8,44054.91158018777
Z250,Z,9,31666.347277315752
Z250,Z,10,36217.446253147544
Z250,Z,11,41216.26223534251
Z250,Z,12,40076.458972847555
Z250,Z,13,33898.42378488813
Z250,Z,14,39657.71318782527
Z250,Z,15,36077.95963253455
Z250,Z,16,34010.592248083296
Z250,Z,17,34410.09901256574
Z250,Z,18,34200.48456502968
Z250,Z,19,36232.11918051427
Z250,Z,20,38116.17927908434
Z250,Z,21,36612.175847329316
Z250,Z,22,38345.74600022946
Z250,Z,23,35827.289056540605
Z250,Z,24,38936.05016362468
Z250,Z,25,36341.24145693651
Z250,Z,26,36581.88496179475
Z250,Z,27,32940.3161341951
Z250,Z,28,37082.04788821496
Z250,Z,29,32330.281111941873
Z250,Z,30,35618.78709688267
Z250,Z,31,34662.1780307884
Z250,Z,32,32085.371297671587
Z250,Z,33,40908.516555876035
Z250,Z,34,33862.23582078107
Z250,Z,35,34342.440361780245
Z250,Z,36,37470.59014607976
Z250,Z,37,38322.88524855073
Z250,Z,38,41526.02951352113
Z250,Z,39,37697.58537052332
Z250,Z,40,36014.87255684405
Z250,Z,41,40378.44941568454
Z250,Z,42,36765.977592850046
Z250,Z,43,36608.57965191713
Z250,Z,44,31219.07750709921
Z250,Z,45,38700.62386593337
Z250,Z,46,35544.89687140913
Z250,Z,47,37534.29711863677
Z250,Z,48,36706.88439604535
Z250,Z,49,34370.23408151869
Z250,Z,50,38905.50998662615
Z250,Z,51,38598.86936571429
Z250,Z,52,38255.17717108548
Z250,Z,53,33920.58282685052
Z250,Z,54,34956.96736032558
Z250,Z,55,35611.97448045835
Z250,Z,56,35232.285038847775
Z250,Z,57,36051.70553016821
Z250,Z,58,37820.89436903594
Z250,Z,59,40300.14544629968
Z250,Z,60,38643.86629491354
Z250,Z,61,36105.040514802866
Z250,Z,62,32480.633434212767
Z250,Z,63,37659.14755814231
Z250,Z,64,38165.211950667705
Z250,Z,65,36941.389821411285
Z250,Z,66,36887.87602154618
Z250,Z,67,32863.68487011848
Z250,Z,68,38651.62631557979
Z250,Z,69,37442.58204894068
Z250,Z,70,40939.469144609095
Z250,Z,71,35750.39690036537
Z250,Z,72,37095.23372405213
Z250,Z,73,38062.62815195546
Z250,Z,74,34883.009489246746
Z250,Z,75,33536.83996416978
Z250,Z,76,37645.13513826133
Z250,Z,77,37079.206564085565
Z250,Z,78,40063.42971713178
Z250,Z,79,33861.97278585936
Z250,Z,80,34713.456447486264
Z250,Z,81,38012.77271004169
Z250,Z,82,39023.29172851048
Z250,Z,83,37004.793752119454
Z250,Z,84,32154.2931485815
Z250,Z,85,34087.51594793635
Z250,Z,86,32350.249439465933
Z250,Z,87,32592.6393555103
Z250,Z,88,36973.51195699146
Z250,Z,89,37482.37840275488
Z250,Z,90,35151.56410864237
Z250,Z,91,36110.364934276055
Z250,Z,92,32379.900201607383
Z250,Z,93,33152.023294865925
Z250,Z,94,40382.35419836584
Z250,Z,95,35921.71211808889
Z250,Z,96,35754.09312698009
