channel,family,family_name,level,t0_mean,t1_mean,f6_mean,t1_std,obs_increment_rms,forecast_increment_rms,normalized_obs_tendency,normalized_forecast_tendency,temporal_corr_t0_t1,temporal_corr_t1_f6,increment_corr,spatial_corr_lon_t1,spatial_corr_lat_t1,spectral_slope_t1,high_freq_power_fraction
T50,T,Temperature,50,0.007969120253331543,0.02806351982909577,-0.011544177518628313,10.037745104327135,14.173394301416646,14.130469963509706,1.412009784479055,1.4077334916004445,-0.0031256760946188227,-0.002781661363056543,-0.5064609493853975,0.002285244604766703,0.0016694557722036398,-0.00799742373869597,0.8930965619479572
T100,T,Temperature,100,0.09962524813174074,0.05267404526564002,-0.04430775338076026,9.954021912402546,14.090015496166345,14.154654011097255,1.4155097929421292,1.422003501264227,0.0015448608427354041,-0.00258172342583659,-0.4962350678822554,0.0020243494229258896,0.00018871783578122537,-0.004105318041622646,0.8924944526264376
T150,T,Temperature,150,0.0033928938730924583,0.05618925011243701,0.001810177566730916,9.996623698127511,14.132168772814055,14.122189862752569,1.4136941831131626,1.4126959550750946,-0.0017791477954952797,0.0002845542897591741,-0.5008607900995153,-0.0027950734150458526,-0.0003522031250386722,0.009216313165156392,0.896337528495131
T200,T,Temperature,200,0.03952845279888785,0.0020495137233548528,-0.0074572063431006886,10.041554710407521,14.191800185305235,14.207845552069845,1.4133070619628465,1.4149049586259976,-0.0050397387073268015,-0.0011832505926491423,-0.5057066899787036,-0.006982590850785648,0.0024942628476962788,0.014123661760726533,0.8961976730044247
T250,T,Temperature,250,0.0020214424088313256,-0.041553876668537194,0.015774646186759146,9.97100168794595,14.09495712062819,14.065988845563382,1.4135948986617595,1.4106896464141516,0.00014017795571994937,0.0030137312825036884,-0.5030690219926145,-0.0033260106464658066,0.0017402802902768224,0.00013733153291132353,0.8940438774637547
T300,T,Temperature,300,0.04154942376599351,-0.033166928172820596,-0.024399466529768106,9.963401795324273,14.133448466628716,14.12945819550359,1.4185364353429373,1.4181359424985156,-0.0031001546521541522,0.0011133735535045059,-0.5003658885396262,-0.0011857772900809548,-0.006844940629820142,0.0035192223787363012,0.8960670302699323
T400,T,Temperature,400,0.042546878138379325,0.017913547391719166,-0.02772872665216893,10.01665807063026,14.18427705648149,14.170113951807373,1.4160688082256758,1.4146548531346415,-0.0044255833970603085,-0.0009072823713789674,-0.5045135068881771,0.0028616435383363955,-0.0005764618850466147,-0.004390404201673937,0.8952334304726927
T500,T,Temperature,500,0.029367900673658565,-0.007241362988960151,0.05255532609039562,10.057255233531338,14.151913531874339,14.167525757127859,1.4071347701996493,1.4086871047970122,0.004334603900787514,-5.690247281618974e-05,-0.5019040326482327,0.0037516832052475334,-0.0030359887408270493,-0.006545257060203773,0.8929735308724333
T600,T,Temperature,600,-0.059878603072944424,0.010781266005310656,-0.010044294780986661,9.994378821173928,14.171707296612897,14.09406562902935,1.4179677947156606,1.410199261125653,-0.006239482252734079,0.003667979625734992,-0.50171793070759,0.003348929863899165,0.0013529216269010085,-0.006752692322647318,0.8917499798562871
T700,T,Temperature,700,-0.007762852741286552,-0.006723744622823368,-0.013574941221940784,9.945503219155492,14.124376976170995,14.11660657584999,1.4201772062138396,1.4193959083599474,-0.0017633093655401498,-0.004441568629464513,-0.5001352121791068,0.008377747863577926,0.0006965921148207201,-0.012978466084803816,0.8920926313632083
T850,T,Temperature,850,0.005524626299154371,-0.011082752123707108,-0.023554232924737146,10.016528574849348,14.107049619887514,14.097301076111096,1.408377115332064,1.4074038695909301,0.009015435512459776,0.009202247902574468,-0.49740653075293645,-0.004682234296025931,-0.0035313168882542454,0.014021689161444265,0.8988571075937775
T925,T,Temperature,925,0.055531409095925834,0.003950413841919079,0.021760938577562706,10.027688502417728,14.221210756547258,14.233365959913653,1.4181943080021333,1.4194064720380888,-0.008092672179505189,-0.006942667690114245,-0.5004196984335328,-0.002780596627894703,0.0026201714733284373,0.002479748855669038,0.8942022897398261
T1000,T,Temperature,1000,0.015837080226990163,-0.031075040820066388,-0.037378650406991516,9.98255062284841,14.143874099333793,14.11406459227115,1.4168597419341706,1.413873580562305,-0.0008042861951234802,0.005875003368521683,-0.49938972354924316,-0.000982167728840612,0.004599060165815827,0.00013758777666364035,0.8946004626174672
U50,U,U-wind,50,0.02136536294968678,0.013846624903436324,0.06931645566916307,10.008418868324503,14.157469911792662,14.118023387482005,1.414556095029099,1.4106147607554604,0.0020429078866941322,0.007672476520351101,-0.49816047491476156,0.003922076603983131,0.000652327443982093,-0.004663201183859727,0.8958076086194795
U100,U,U-wind,100,-0.0022328509258563614,-0.0013535759489894275,0.011732102312755704,9.99450110643449,14.117496305885055,14.085754255112555,1.412526363801808,1.4093504123026315,0.0024877528724838154,0.011750597436756454,-0.49669385547291894,-0.006755709593428341,-0.0006032581869599048,0.007898682997555308,0.8948819998718451
U150,U,U-wind,150,-0.006436693654532162,-0.022035484400403742,0.02089916403456495,9.971249690497391,14.134282606771782,14.094798264266466,1.4175036274782853,1.413543808625996,-0.0020505915350221924,0.0014468385551193001,-0.4971248142845172,0.0033929936314107973,-0.0013218923197134808,0.0022335541656153535,0.8964793663830358
U200,U,U-wind,200,-0.01942127609834811,-0.04273304865244487,0.008758861182602324,10.013776785715432,14.11556006471811,14.154562792444436,1.4096140114540836,1.4135089182970204,0.0008109020052081611,-8.727853690628176e-05,-0.5037315892987616,0.007033529987087405,-0.005756739869208116,-0.008494145826603725,0.8941774066520556
U250,U,U-wind,250,-0.0450010826710102,0.028881488003168164,0.059054826598800854,10.014167023993801,14.070411477543942,14.167272426188067,1.4050506091851112,1.4147230011486212,0.004499482054174872,-0.0021013288571172105,-0.5042252415551924,0.0005759167639597085,0.007254714996292658,0.0011083622254951541,0.8970477772247144
U300,U,U-wind,300,0.038118098726964394,-0.02418387056655393,-0.08650543717349557,9.97716377236642,14.147458090910867,14.09309161169701,1.4179839495162783,1.4125348579252959,-0.002661279932531923,0.005131931784141976,-0.49552554007014854,-0.008519575352622433,0.0008991043438898882,0.01309066985792853,0.897651513057627
U400,U,U-wind,400,-0.04862080303644567,-0.032116089748696,-0.05782427702904594,9.96832380789485,14.11887893905933,14.118312232528107,1.416374428755742,1.4163175780211406,0.005680593343184189,-0.001430390077514191,-0.4979377258053218,0.0019606470269938245,0.003260739208990065,-0.00205449562503234,0.8949324627147115
U500,U,U-wind,500,0.09757175033580831,-0.025841320710336776,0.01942780695397438,9.973707064863886,14.12236273120693,14.029435925952024,1.4159592455806362,1.4066420674591456,0.0036634859724547224,0.010696621897303039,-0.49712401371890813,0.001062192857268094,0.000860660116571008,-0.0004967061898986615,0.8947361803828122
U600,U,U-wind,600,-0.025374158444087636,-0.025936647553984827,0.017868947469531386,10.019165627306359,14.130492454910367,14.213681488454142,1.4103462284722539,1.4186492186251516,0.0034119553865931207,-0.006660822172771449,-0.4991829510794203,0.007108223197837077,-0.00030949560622978877,-0.012742465094539385,0.8920529832292853
U700,U,U-wind,700,-0.006429434742252747,0.0029919455124312907,-0.015102461807059703,9.9762600640224,14.13943715278432,14.159897662403536,1.4173083963373885,1.4193593161698619,-0.0004783827955798785,-0.0021811551014482714,-0.5002226393379193,-0.0016014836798041096,-0.005757759289077019,-0.00016270746927734043,0.893095008112656
U850,U,U-wind,850,-0.04694900870758134,0.03901700219211781,-0.027325834168746514,10.011485610106043,14.135281298464692,14.151270263534562,1.4119064691254117,1.4135035313090432,0.00044647732304200127,-0.0009012200000476677,-0.49801283113369804,-0.0024802709965922195,0.002731711005157022,0.00519636743611031,0.8965277040651106
U925,U,U-wind,925,0.01716813077171152,-0.07293492228832614,-0.06188639814937644,9.959499561435814,14.101085268824804,14.139535979547857,1.4158427521223682,1.4197034592277673,-0.00018652823840943189,-0.0039908429626149084,-0.5007940582715714,-0.002253486128166608,-0.002649172519098085,0.008785740405035844,0.8969151727151371
U1000,U,U-wind,1000,0.004714163205564384,0.05031233259702506,-0.007840314258352857,9.987252822024073,14.108234918867943,14.175784973974416,1.4126241890819269,1.4193878163085762,0.0035198131139192556,-0.003180791661378118,-0.49987074699060813,-0.002664363659906316,0.0008855959317413051,0.0035738869944517203,0.8949027773985144
V50,V,V-wind,50,0.06512998781298407,0.03624372550909027,-0.02015060375163301,10.027880098120598,14.097557935224922,14.097702953511284,1.4058363081013556,1.4058507696111608,0.004120476879103125,0.007780959079089508,-0.5006441865490789,0.0003604919692493698,0.0017450949799587548,-0.00020443214595133774,0.8943101156972815
V100,V,V-wind,100,0.048096816650377766,-0.08471786677848274,0.02422990347127383,10.0121936164256,14.188178933736499,14.115311440847641,1.4170899482467005,1.4098120733193404,-0.0038529980193882794,0.0012709721567821454,-0.5028084875139857,0.0016101203959264854,0.0012349613603726956,-0.0024021607873039833,0.8934451305214027
V150,V,V-wind,150,-0.010659034526573097,-0.09509213188877351,0.00895708999989132,9.987678365469538,14.159398216845393,14.1229763940558,1.4176866433543522,1.414039967775019,-0.003755956492935474,0.0020104016745232096,-0.4968064547269886,0.000662643688478567,-0.0030838251654845467,-0.0026244627817229253,0.8944189605680986
V200,V,V-wind,200,0.01024602304989889,-0.00695732054053204,-0.004143972723315946,9.997458953382388,14.172552100968147,14.160140242414855,1.4176154327868704,1.4163739314602666,-0.005715936555600525,0.0004447070309251064,-0.5018424677135073,0.0009444479562814716,-0.004444247067172101,-0.008605473902534,0.8912789535364436
V250,V,V-wind,250,0.023116031086128235,-0.04922058878862483,0.06424820214870602,9.99431882085291,14.184611792059828,14.111672704406434,1.419267490493096,1.4119694355720134,-0.002125217551634399,0.0035548137897673574,-0.49720989456804393,-0.0004292159300271852,0.0010556944490453218,0.000732644594883394,0.8951185894814265
V300,V,V-wind,300,0.024792514152685807,0.032345074427119085,0.0061183850245488235,10.002514826204308,14.185548389740298,14.139424085026652,1.4181981867777287,1.4135869159608327,-0.0046918188842447,0.0010124486546399319,-0.5027400188188064,0.0011550430939256725,-0.005112619863678607,0.0026614216873020024,0.8963470909503846
V400,V,V-wind,400,0.0009010845773348873,-0.021781033459247215,0.025086266952570643,9.965730493605333,14.115852223760276,14.113315781282106,1.4164392899063378,1.4161847734431645,0.0021621301625989716,0.0025117437226570634,-0.4954513308243054,0.0064525336317082784,-0.010720490293911047,-0.010804618852891893,0.8925979359522025
V500,V,V-wind,500,-0.025885986638691617,-0.032059805920374045,-0.034606362362051786,10.032649456306077,14.206120233418355,14.184143568423956,1.4159888965809546,1.4137983819925488,-0.002552310072672488,0.0010950403654162804,-0.5010189255985724,0.001784306527243137,0.0003441198272400259,-0.0014562672675179178,0.8922046598187227
V600,V,V-wind,600,0.15288749903982643,0.04691712561301572,0.009341160030569203,9.98891294522443,14.149332134509963,14.160202451685828,1.4165036988609032,1.417591937114202,-0.0011823146700821728,-0.0020462332633369965,-0.4993349535590072,0.0026906035979302827,-0.0047959296789610315,-0.009323694090799755,0.8918370124489134
V700,V,V-wind,700,0.044502091426783255,-0.02531698703762725,-0.07551260125886217,10.037041569531356,14.128410959617717,14.120607533533708,1.4076270245314322,1.4068495617671353,0.004352594967580298,0.0033666421584412297,-0.5031467759902516,0.0019575736193792053,-4.0863484839291766e-05,-0.0021503050405668627,0.8963168997147665
V850,V,V-wind,850,-0.0248511952532351,0.0201058199681883,0.00749980318616432,9.964134765869822,14.187726802941707,14.118667245972555,1.4238794573051106,1.4169486440843075,-0.0029410871504665227,-0.0044881559011220465,-0.49785767638975414,9.915208306597805e-05,-0.007312619344398242,-0.0051644742381153665,0.8916597123337886
V925,V,V-wind,925,0.015173201178254783,-0.026398893520193898,-0.02527761756381472,10.0111565881719,14.129168116623378,14.09749269328377,1.4113422352535046,1.4081782228778483,0.0008292251583728936,0.002131071419672247,-0.49985793633513503,-0.006969554689332337,0.004960256540895673,0.0038733717056795534,0.8950667130670412
V1000,V,V-wind,1000,0.028053635475539726,-0.007041329245128856,0.023178612061936867,9.970739508503554,14.16957260551477,14.132819209415015,1.421115514393916,1.4174293889998657,-0.0055693734555575065,-0.0007008611596153932,-0.49896363374370983,0.0038801980518439706,-0.004507564876768891,-0.0009416769717280656,0.8936394228763482
R50,R,Relative humidity,50,0.0014164798664177821,-0.11590970006527974,0.0407128885286174,10.015860152217835,14.161236580285104,14.184759561748786,1.4138812208903844,1.4162297941637916,-0.006297752253811113,-0.003920489270190243,-0.5049488717397257,-0.0040415696577642424,-0.000847615534719754,0.004573846872797799,0.8948635418735551
R100,R,Relative humidity,100,0.012576795616393419,0.03146084629631513,0.013811766839631002,10.029416788952593,14.17509865506503,14.195806188166843,1.4133522370591785,1.4154169167447033,-0.003876930287022088,-0.0045203787411763775,-0.5021600309430151,0.003740299425784967,0.005014048648716393,-0.002297212501677817,0.8948592699122241
R150,R,Relative humidity,150,0.047470456745674225,-0.08503737211953297,-0.10225604730827637,10.022423418917924,14.214162111878148,14.202067379174961,1.4182360411004056,1.4170292738149248,-0.007218949616170944,-0.007731519405536658,-0.5099340621061297,0.0008554210236843963,0.0020008700642440602,0.00030625452678840966,0.8935483632892297
R200,R,Relative humidity,200,-0.012301465799925674,-0.022989892498170635,0.018775053679349837,9.956959178027532,14.071924058337963,14.061332132793435,1.4132752587146393,1.4122114876018783,-0.00039458036007830637,0.004040386638556715,-0.5020185905698092,0.002512581704880147,0.0003187825317487656,0.0008897761161066515,0.8959643983154767
R250,R,Relative humidity,250,0.05602291111357274,0.0311907328191977,0.020720237769735413,9.978922263976314,14.091718264509545,14.130360736822084,1.4121483153927687,1.41602072478632,0.0012581703940915002,0.0018933731683874271,-0.49852259701142504,0.005492252154210742,0.006384952226410844,-0.006980956428656055,0.8918220098320265
R300,R,Relative humidity,300,-0.06261247579332747,0.035480224226706124,-0.012639412133547391,9.980316546705142,14.175554885780363,14.123043792692735,1.4203512302884038,1.4150897645982237,-0.0037141022342918923,0.006765890774716427,-0.4938597221743579,-0.0020789774950844835,-0.001396489701666773,0.001846316789340509,0.893977824093879
R400,R,Relative humidity,400,-0.08149373339054358,-0.0023062304355270812,-0.015726530853795138,9.995569954407793,14.131289707295764,14.090543721083705,1.4137552707601453,1.4096788662731665,0.0004367123171415397,0.00678251622596354,-0.49848191834225924,0.003066968502709476,-0.0013362781542276968,-0.003638867803213612,0.8938036269561356
R500,R,Relative humidity,500,0.06796263347282493,0.030875058831286016,0.02827494871485807,9.996006314155517,14.151005400714206,14.143078671865855,1.4156659125629727,1.4148729229830115,0.0004451650139663062,0.001037616208593466,-0.501958108480714,-0.00042943522695858315,0.0012635410511534807,0.001323203161630827,0.8944454686849403
R600,R,Relative humidity,600,0.021878397790429223,-0.056897967569025244,0.049520825452510145,10.01283569414546,14.203117723911005,14.098050911996857,1.4184910406764806,1.4079978282515948,-0.006004342256361843,0.010613321631780097,-0.49699067825878757,-0.0052038479434295066,-0.0013045574221323979,0.005374684200385943,0.8954575388659646
R700,R,Relative humidity,700,0.022723872658229345,-0.05685997836048392,-0.040424112347437736,10.03277083859055,14.20192180258746,14.205899113553896,1.4155532934092825,1.415949725365162,-0.0013266775472987684,-0.0035672291437393653,-0.499406772074961,0.00017765809435759994,-0.001950012281837922,0.005760761818003827,0.8971203276463857
R850,R,Relative humidity,850,0.03494726920807467,0.030885474561748637,-0.06948909536970667,9.98760577502942,14.12922601573222,14.131276036463293,1.4146759828123672,1.4148812392849643,0.0007620803579844119,-0.0017849182743763059,-0.5021345173588876,0.0039698753252646775,-0.0013504298760471734,-0.003378911389458543,0.8945888035368535
R925,R,Relative humidity,925,0.014388263389505038,-0.047828499312064426,0.014940244229685552,10.026657638500833,14.059259070475907,14.07363625336299,1.4021880049529667,1.4036219008139241,0.005001235454261853,0.008310816509312402,-0.501670921861806,-0.0015434851564154256,-0.004817024712857702,0.0006053492430862343,0.8935676110878523
R1000,R,Relative humidity,1000,0.07522278008202213,-0.029080612074250525,0.05287386141950916,9.979344297659068,14.150742181541359,14.094760201223862,1.418003203362851,1.4123934179252817,-0.004239787087214038,0.005625768319363124,-0.49829223289228697,0.002071804268334593,-0.003709772955250209,-0.0001453934778953691,0.8945344203228
T2M,T2M,2 m temperature,surface,-0.05061295272823759,0.031207414680652714,0.04955509650307316,9.993164235280263,14.090189799626078,14.16083606979253,1.4099828110381207,1.4170522705709723,0.0010747407791240897,-0.009654910159547314,-0.5070942047567858,0.001878431050798687,0.002883233970292837,0.00029253453111516324,0.8953133457024232
U10,U10,10 m U-wind,surface,0.04422954734175052,-0.0068507311397937665,-0.05814731840291009,9.990386227241569,14.14072545923557,14.200123159841018,1.415433311344555,1.421378797260153,-0.0015955677807426348,-0.008335629937799582,-0.5013696438634423,-0.005616669078028561,-0.004551105424815276,0.004798983025293264,0.8942892618449324
V10,V10,10 m V-wind,surface,-0.011111305448920151,-0.01381524851014999,-0.07237938390157102,9.981823610717365,14.071908952461945,14.10476812310392,1.409753317755796,1.4130452183065827,0.004739485106776238,-0.0003413705978696674,-0.4986397464443973,0.001144311848301811,-0.0064477926934617775,-0.003391814239157153,0.8931692780483641
MSL,MSL,Mean sea level pressure,surface,-0.025167204101664942,0.02603886892707854,-0.029336153713055917,10.040961144728659,14.137005717573127,14.172306014311323,1.4079335149100567,1.411449144164008,0.003473658442685851,-0.0036399700553755928,-0.5044658775864354,0.0012356907179108824,0.0012602882839413312,-0.002684282995307918,0.8945757748939538
TP,TP,Total precipitation,surface,7.965583324626317,7.994691048562639,7.962882327079869,6.0256767244294425,8.514336961835378,8.521091772835927,1.413009252108788,1.4141302566547445,0.002468732800975505,-0.0015602028007789957,-0.4967624673600197,-0.0015781602706247987,0.00169837131873994,0.0003417063003927452,0.8938191124324083
