family,scenario,map_file,nominal_agent_count,height,width,obstacle_density,free_cells,obstacle_cells,component_count,largest_component_ratio,mean_branching,corridor_ratio
empty,empty_maps_453_25_25,eval_map_empty_7.npy,453,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_453_25_25,eval_map_empty_8.npy,453,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_453_25_25,eval_map_empty_9.npy,453,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_1.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_10.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_11.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_12.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_13.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_14.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_15.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_16.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_17.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_18.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_19.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_2.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_20.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_21.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_22.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_23.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_24.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_25.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_26.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_27.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_28.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_29.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_3.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_30.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_31.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_32.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_33.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_34.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_35.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_36.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_37.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_38.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_39.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_4.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_40.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_41.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_42.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_43.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_44.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_45.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_46.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_47.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_48.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_49.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_5.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_50.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_6.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_7.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_8.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_469_25_25,eval_map_empty_9.npy,469,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_1.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_10.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_11.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_12.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_13.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_14.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_15.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_16.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_17.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_18.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_19.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_2.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_20.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_21.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_22.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_23.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_24.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_25.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_26.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_27.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_28.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_29.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_3.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_30.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_31.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_32.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_33.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_34.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_35.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_36.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_37.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_38.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_39.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_4.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_40.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_41.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_42.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_43.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_44.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_45.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_46.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_47.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_48.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_49.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_5.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_50.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_6.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_7.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_8.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_484_25_25,eval_map_empty_9.npy,484,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_1.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_10.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_11.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_12.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_13.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_14.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_15.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_16.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_17.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_18.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_19.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_2.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_20.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_21.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_22.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_23.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_24.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_25.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_26.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_27.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_28.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_29.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_3.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_30.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_31.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_32.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_33.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_34.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_35.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_36.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_37.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_38.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_39.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_4.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_40.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_41.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_42.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_43.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_44.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_45.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_46.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_47.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_48.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_49.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_5.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_50.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_6.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_7.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_8.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
empty,empty_maps_500_25_25,eval_map_empty_9.npy,500,25,25,0.000000,625,0,1,1.000000,3.840000,0.006400
random_small_top,maps_60_10_10_0.175,eval_map_1.npy,60,10,10,0.160000,84,16,1,1.000000,2.976190,0.238095
random_small_top,maps_60_10_10_0.175,eval_map_10.npy,60,10,10,0.180000,82,18,4,0.926829,3.000000,0.304878
random_small_top,maps_60_10_10_0.175,eval_map_100.npy,60,10,10,0.150000,85,15,3,0.964706,3.105882,0.235294
random_small_top,maps_60_10_10_0.175,eval_map_11.npy,60,10,10,0.210000,79,21,2,0.974684,2.962025,0.227848
random_small_top,maps_60_10_10_0.175,eval_map_12.npy,60,10,10,0.230000,77,23,1,1.000000,2.701299,0.350649
random_small_top,maps_60_10_10_0.175,eval_map_13.npy,60,10,10,0.150000,85,15,2,0.988235,3.035294,0.235294
random_small_top,maps_60_10_10_0.175,eval_map_14.npy,60,10,10,0.260000,74,26,1,1.000000,2.810811,0.310811
random_small_top,maps_60_10_10_0.175,eval_map_15.npy,60,10,10,0.210000,79,21,2,0.962025,2.708861,0.392405
random_small_top,maps_60_10_10_0.175,eval_map_16.npy,60,10,10,0.240000,76,24,2,0.986842,2.710526,0.368421
random_small_top,maps_60_10_10_0.175,eval_map_17.npy,60,10,10,0.160000,84,16,1,1.000000,3.023810,0.226190
random_small_top,maps_60_10_10_0.175,eval_map_18.npy,60,10,10,0.280000,72,28,1,1.000000,2.694444,0.347222
random_small_top,maps_60_10_10_0.175,eval_map_19.npy,60,10,10,0.240000,76,24,3,0.894737,2.736842,0.381579
random_small_top,maps_60_10_10_0.175,eval_map_2.npy,60,10,10,0.170000,83,17,1,1.000000,3.060241,0.253012
random_small_top,maps_60_10_10_0.175,eval_map_20.npy,60,10,10,0.150000,85,15,2,0.976471,3.082353,0.223529
random_small_top,maps_60_10_10_0.175,eval_map_21.npy,60,10,10,0.160000,84,16,1,1.000000,3.071429,0.202381
random_small_top,maps_60_10_10_0.175,eval_map_22.npy,60,10,10,0.150000,85,15,2,0.988235,2.988235,0.235294
random_small_top,maps_60_10_10_0.175,eval_map_23.npy,60,10,10,0.180000,82,18,2,0.987805,2.975610,0.231707
random_small_top,maps_60_10_10_0.175,eval_map_24.npy,60,10,10,0.210000,79,21,2,0.974684,2.886076,0.316456
random_small_top,maps_60_10_10_0.175,eval_map_25.npy,60,10,10,0.230000,77,23,3,0.974026,2.623377,0.480519
random_small_top,maps_60_10_10_0.175,eval_map_26.npy,60,10,10,0.220000,78,22,1,1.000000,2.743590,0.346154
random_small_top,maps_60_10_10_0.175,eval_map_27.npy,60,10,10,0.130000,87,13,1,1.000000,3.264368,0.160920
random_small_top,maps_60_10_10_0.175,eval_map_28.npy,60,10,10,0.190000,81,19,1,1.000000,2.888889,0.333333
random_small_top,maps_60_10_10_0.175,eval_map_29.npy,60,10,10,0.130000,87,13,1,1.000000,3.057471,0.229885
random_small_top,maps_60_10_10_0.175,eval_map_3.npy,60,10,10,0.170000,83,17,2,0.987952,2.987952,0.277108
random_small_top,maps_60_10_10_0.175,eval_map_30.npy,60,10,10,0.220000,78,22,2,0.961538,2.846154,0.346154
random_small_top,maps_60_10_10_0.175,eval_map_31.npy,60,10,10,0.220000,78,22,3,0.974359,2.794872,0.397436
random_small_top,maps_60_10_10_0.175,eval_map_32.npy,60,10,10,0.150000,85,15,1,1.000000,3.058824,0.200000
random_small_top,maps_60_10_10_0.175,eval_map_33.npy,60,10,10,0.150000,85,15,2,0.988235,3.082353,0.211765
random_small_top,maps_60_10_10_0.175,eval_map_34.npy,60,10,10,0.130000,87,13,1,1.000000,3.103448,0.195402
random_small_top,maps_60_10_10_0.175,eval_map_35.npy,60,10,10,0.150000,85,15,2,0.976471,3.082353,0.235294
