repetition,cell_id,p_no_response_product,mean_element_response,max_element_response,selected_element_hits,reconstructed_p_response,population,name
0,20,0.04701779488323208,0.16443979296919256,0.8755840335232143,10,0.9529822051167679,"100-cells.10x, 0",20
0,21,0.056434216032380906,0.09435810697120903,0.9435648697258688,10,0.9435657839676191,"100-cells.10x, 0",21
0,22,0.06718357643817888,0.16680141502884846,0.7120002919998865,10,0.9328164235618212,"100-cells.10x, 0",22
0,23,0.0385604980560868,0.19741778135356763,0.7408001627199781,10,0.9614395019439133,"100-cells.10x, 0",23
0,24,0.06560637175358021,0.17558535156670155,0.7142321302966006,10,0.9343936282464198,"100-cells.10x, 0",24
0,25,0.01275098728326913,0.23718925851745415,0.8724541440567882,10,0.9872490127167308,"100-cells.10x, 0",25
0,26,0.05622122490618035,0.21185179594448308,0.6457061692737965,10,0.9437787750938197,"100-cells.10x, 0",26
0,27,0.027646485190366613,0.16487284158434995,0.8809571612970084,10,0.9723535148096334,"100-cells.10x, 0",27
0,28,0.059506902930376276,0.1308747850741246,0.8992230111666006,10,0.9404930970696237,"100-cells.10x, 0",28
0,29,0.022668418373692958,0.24882337361234833,0.7387264650073797,10,0.9773315816263071,"100-cells.10x, 0",29
0,30,0.061696792262480045,0.1620546254062669,0.7984460827993825,10,0.93830320773752,"100-cells.10x, 0",30
0,31,0.032788246508517006,0.23173562833134068,0.7165648716461414,10,0.967211753491483,"100-cells.10x, 0",31
0,32,0.008405193400345644,0.24537109387919798,0.9271000048600428,10,0.9915948065996544,"100-cells.10x, 0",32
0,33,0.045549586991185484,0.18413277207489648,0.7619143940197058,10,0.9544504130088145,"100-cells.10x, 0",33
0,34,0.02892583968177228,0.24656923463751418,0.6325841791881939,10,0.9710741603182277,"100-cells.10x, 0",34
0,35,0.0460669578559462,0.22657956990995087,0.6325841791881939,10,0.9539330421440538,"100-cells.10x, 0",35
0,36,0.03238344695500919,0.22970678348304455,0.6267521835135927,10,0.9676165530449908,"100-cells.10x, 0",36
0,37,0.05077923427187382,0.15506818143794154,0.8790676174309996,10,0.9492207657281262,"100-cells.10x, 0",37
0,38,0.015565160684422612,0.22346166256794947,0.8425360468018164,10,0.9844348393155774,"100-cells.10x, 0",38
0,39,0.062482248845525556,0.16474569907466233,0.8110432320177009,10,0.9375177511544744,"100-cells.10x, 0",39
0,40,0.05333035391668843,0.17862858200003068,0.7312002259199344,10,0.9466696460833116,"100-cells.10x, 0",40
0,41,0.028925839681772272,0.2075026955140451,0.8148223005811148,10,0.9710741603182277,"100-cells.10x, 0",41
0,42,0.020984487208467892,0.26393036059996666,0.6640768942451413,10,0.9790155127915321,"100-cells.10x, 0",42
0,43,0.22039576536018182,0.10610629797370612,0.5334403343679261,10,0.7796042346398182,"100-cells.10x, 0",43
0,44,0.039988664254043835,0.19826449463347268,0.7900480431568196,10,0.9600113357459562,"100-cells.10x, 0",44
0,45,0.02438420961417517,0.21477767649829552,0.7999624426270777,10,0.9756157903858248,"100-cells.10x, 0",45
0,46,0.046487944695823166,0.22236187778621747,0.5917602852819415,10,0.9535120553041768,"100-cells.10x, 0",46
0,47,0.021426544579405436,0.2117388654380859,0.8214357880746052,10,0.9785734554205946,"100-cells.10x, 0",47
0,48,0.037789295112976504,0.1821514280850116,0.8208409600000204,10,0.9622107048870235,"100-cells.10x, 0",48
0,49,0.05623404567355911,0.19065328321440916,0.7084001871099722,10,0.943765954326441,"100-cells.10x, 0",49
0,50,0.08330965934197554,0.18161091472744717,0.5800962122847882,10,0.9166903406580245,"100-cells.10x, 0",50
0,51,0.027665089369900392,0.24334173425855438,0.7084001871099722,10,0.9723349106300996,"100-cells.10x, 0",51
0,52,0.07713855975126888,0.1411838441824556,0.8367040283824169,10,0.9228614402487312,"100-cells.10x, 0",52
0,53,0.13389048956660532,0.15376135381495143,0.5626003936598674,10,0.8661095104333947,"100-cells.10x, 0",53
0,54,0.03826166884793937,0.23224316721252544,0.6112003445198876,10,0.9617383311520606,"100-cells.10x, 0",54
0,55,0.06641133343699339,0.18048138479061976,0.7245008922364582,10,0.9335886665630067,"100-cells.10x, 0",55
0,56,0.019352540946464464,0.24910918916567876,0.7408002080799478,10,0.9806474590535356,"100-cells.10x, 0",56
0,57,0.054647062941643454,0.2172347426824476,0.5800962122847882,10,0.9453529370583565,"100-cells.10x, 0",57
0,58,0.11286841795621147,0.0887145953546738,0.8871297535605165,10,0.8871315820437885,"100-cells.10x, 0",58
0,59,0.013774210924603875,0.22790375557303735,0.7795504487263791,10,0.9862257890753962,"100-cells.10x, 0",59
0,60,0.02582663371816318,0.227064323428755,0.7732001780199581,10,0.9741733662818368,"100-cells.10x, 0",60
0,61,0.03455809266471825,0.19258372824925532,0.8367040569592109,10,0.9654419073352818,"100-cells.10x, 0",61
0,62,0.9999820001611086,1.7999984690542092e-06,1.7999984690542092e-06,10,1.7999838891391562e-05,"100-cells.10x, 0",62
0,63,0.13931192640558732,0.10865235451527915,0.8065081631656418,10,0.8606880735944127,"100-cells.10x, 0",63
0,64,0.04373758481385124,0.18113809244772758,0.8133760684288108,10,0.9562624151861487,"100-cells.10x, 0",64
0,65,0.04165484216743793,0.1792789653539665,0.7667200972000062,10,0.958345157832562,"100-cells.10x, 0",65
0,66,0.0320331072985489,0.22154929146673333,0.7106599748610309,10,0.9679668927014511,"100-cells.10x, 0",66
0,67,0.05290707855910564,0.14160146266480286,0.8992000474800029,10,0.9470929214408944,"100-cells.10x, 0",67
0,68,0.035537375837334524,0.24544583920405957,0.574847331088802,10,0.9644626241626655,"100-cells.10x, 0",68
0,69,0.03936383354916861,0.1852859045940081,0.7713856527990588,10,0.9606361664508314,"100-cells.10x, 0",69
0,70,0.07029252702236172,0.17428395607168098,0.6457061692737965,10,0.9297074729776382,"100-cells.10x, 0",70
0,71,0.03110229540718619,0.1928869281323339,0.8548480232128156,10,0.9688977045928138,"100-cells.10x, 0",71
0,72,0.03598980542648641,0.16801679229877778,0.9032540525590425,10,0.9640101945735136,"100-cells.10x, 0",72
0,73,0.025814868414480597,0.26501741184209515,0.5800962122847882,10,0.9741851315855194,"100-cells.10x, 0",73
0,74,0.02530532779323337,0.19390490118224962,0.897940033048017,10,0.9746946722067666,"100-cells.10x, 0",74
0,75,0.015179742531130132,0.25043414216558074,0.7874236017714943,10,0.9848202574688699,"100-cells.10x, 0",75
0,76,0.021941643245604187,0.18133098689934002,0.9032320270336096,10,0.9780583567543958,"100-cells.10x, 0",76
0,77,0.0090376202716249,0.18055563444332962,0.9606339838162202,10,0.9909623797283751,"100-cells.10x, 0",77
0,78,0.05039720453015287,0.18619094463538655,0.7354002213399364,10,0.9496027954698472,"100-cells.10x, 0",78
0,79,0.031877455722834985,0.23971222553204335,0.6598002953799078,10,0.968122544277165,"100-cells.10x, 0",79
0,80,0.02975229799385773,0.22053832016823524,0.7916750910471555,10,0.9702477020061423,"100-cells.10x, 0",80
0,81,0.06478164400930785,0.20690984467656373,0.6220865112745818,10,0.9352183559906921,"100-cells.10x, 0",81
0,82,0.04197853248746153,0.2271103560312931,0.6267521835135927,10,0.9580214675125385,"100-cells.10x, 0",82
0,83,0.03071831039320787,0.21951325305640976,0.7984001201599876,10,0.9692816896067922,"100-cells.10x, 0",83
0,84,0.03586213719010417,0.23792850809702867,0.7200641259712017,10,0.9641378628098958,"100-cells.10x, 0",84
0,85,0.04483787487237627,0.19705226230472736,0.7958801227959865,10,0.9551621251276238,"100-cells.10x, 0",85
0,86,0.03487390378562277,0.2118382645718982,0.6938202012039667,10,0.9651260962143773,"100-cells.10x, 0",86
0,87,0.0404885223322832,0.19610808772042404,0.7900480857304064,10,0.9595114776677168,"100-cells.10x, 0",87
0,88,0.027523616925161733,0.2290156280413497,0.7459841122912025,10,0.9724763830748383,"100-cells.10x, 0",88
0,89,0.026242557157365343,0.20866356028070815,0.7795504487263791,10,0.9737574428426347,"100-cells.10x, 0",89
0,90,0.02295700806832568,0.23892458980337955,0.7408002080799478,10,0.9770429919316743,"100-cells.10x, 0",90
0,91,0.021522194884703798,0.2290457040649656,0.7767947853144347,10,0.9784778051152963,"100-cells.10x, 0",91
0,92,0.020822675254928855,0.20534795275227732,0.8582824181083775,10,0.9791773247450711,"100-cells.10x, 0",92
0,93,0.04149762333463021,0.24379287021408763,0.5276082453813826,10,0.9585023766653697,"100-cells.10x, 0",93
0,94,0.028702796765578333,0.1610272526400444,0.9305583389920228,10,0.9712972032344217,"100-cells.10x, 0",94
0,95,0.025192869916808008,0.18619466521669045,0.8842639291829932,10,0.974807130083192,"100-cells.10x, 0",95
0,96,0.02176664837524267,0.19423486495476044,0.902457829214626,10,0.9782333516247573,"100-cells.10x, 0",96
0,97,0.08099548648533096,0.13208200600737013,0.845685276632038,10,0.919004513514669,"100-cells.10x, 0",97
0,98,0.1171274943001783,0.16389088924550188,0.5800962122847882,10,0.8828725056998217,"100-cells.10x, 0",98
0,99,0.02975907671535197,0.2411801545534419,0.6427902432429541,10,0.9702409232846481,"100-cells.10x, 0",99
1,0,0.03884700396469236,0.2185536043250922,0.6259078415435684,10,0.9611529960353077,"100-cells.10x, 1",0
1,1,0.07371480001523498,0.1661363840454178,0.695184216292864,10,0.926285199984765,"100-cells.10x, 1",1
1,2,0.0511012331183264,0.1272303854384732,0.9251815353886074,10,0.9488987668816736,"100-cells.10x, 1",2
1,3,0.0255782758567077,0.2364811520277049,0.7783157410175332,10,0.9744217241432923,"100-cells.10x, 1",3
1,4,0.016308265887285504,0.2323220666288491,0.892704846012757,10,0.9836917341127145,"100-cells.10x, 1",4
1,5,0.05853413763534787,0.16127065609788124,0.8079660448643952,10,0.9414658623646521,"100-cells.10x, 1",5
1,6,0.06383373881324675,0.1923723313077497,0.5894736295997214,10,0.9361662611867533,"100-cells.10x, 1",6
1,7,0.09501330471759359,0.15780509588386904,0.7090394221511379,10,0.9049866952824064,"100-cells.10x, 1",7
1,8,0.0351085538019145,0.23912785824613794,0.6994743816678044,10,0.9648914461980855,"100-cells.10x, 1",8
1,9,0.05630708108539144,0.1705894389443535,0.7279329110521251,10,0.9436929189146086,"100-cells.10x, 1",9
1,10,0.04681140149334915,0.21233107656631883,0.6311730566217133,10,0.9531885985066508,"100-cells.10x, 1",10
1,11,0.1762770235844009,0.14367381479631075,0.385288472781696,10,0.8237229764155991,"100-cells.10x, 1",11
1,12,0.011964876917729824,0.22858365439779343,0.8299580553791208,10,0.9880351230822702,"100-cells.10x, 1",12
1,13,0.04826934157849302,0.19315696977052493,0.738135476735458,10,0.951730658421507,"100-cells.10x, 1",13
1,14,0.04844370956250627,0.18356699601362467,0.7705856369574441,10,0.9515562904374937,"100-cells.10x, 1",14
1,15,0.05641872081365412,0.20957368847933805,0.5653553793518188,10,0.9435812791863458,"100-cells.10x, 1",15
1,16,0.0908628186515889,0.16946109744733978,0.6088198366355466,10,0.909137181348411,"100-cells.10x, 1",16
1,17,0.052976361052742886,0.1178187843689618,0.9294873655655712,10,0.9470236389472572,"100-cells.10x, 1",17
1,18,0.06713098700643895,0.19739862179338985,0.5935789736847799,10,0.9328690129935611,"100-cells.10x, 1",18
1,19,0.0253224880899147,0.2332948883194617,0.7536841596966746,10,0.9746775119100853,"100-cells.10x, 1",19
1,20,0.07051082106804259,0.16726307915044747,0.7967894589009482,10,0.9294891789319574,"100-cells.10x, 1",20
1,21,0.09793168934465245,0.16410201534966234,0.6584935625980979,10,0.9020683106553475,"100-cells.10x, 1",21
1,22,0.04516064134391525,0.17040125726265784,0.7870241158018115,10,0.9548393586560847,"100-cells.10x, 1",22
1,23,2.346245939162755e-08,0.14905546182545004,0.999999958434201,10,0.9999999765375406,"100-cells.10x, 1",23
1,24,0.05339966101797098,0.1802035211756594,0.7724042082750794,10,0.946600338982029,"100-cells.10x, 1",24
1,25,0.034185357250100946,0.21427542168757374,0.7605810054198411,10,0.965814642749899,"100-cells.10x, 1",25
1,26,0.022388598563726395,0.2121107149231812,0.798842059537547,10,0.9776114014362736,"100-cells.10x, 1",26
1,27,0.1209383354340899,0.1501164662717059,0.5843420512397837,10,0.8790616645659101,"100-cells.10x, 1",27
1,28,0.9999820001611086,1.7999984690542092e-06,1.7999984690542092e-06,10,1.7999838891391562e-05,"100-cells.10x, 1",28
1,29,0.11129840667891584,0.08887159902584235,0.888699790272202,10,0.8887015933210841,"100-cells.10x, 1",29
1,30,0.057893199141384445,0.21410925655619412,0.5935789736847799,10,0.9421068008586155,"100-cells.10x, 1",30
1,31,0.018114138215178037,0.26008697389345026,0.7516316229020443,10,0.981885861784822,"100-cells.10x, 1",31
1,32,0.0585142502575447,0.2019866375176202,0.6613158000204331,10,0.9414857497424554,"100-cells.10x, 1",32
1,33,0.12646262890763618,0.11318448213452452,0.8148432210298975,10,0.8735373710923638,"100-cells.10x, 1",33
1,34,0.028020301239251498,0.24282289254609374,0.7595794987226807,10,0.9719796987607485,"100-cells.10x, 1",34
1,35,0.04045429850509314,0.21381855522756724,0.73921320848673,10,0.9595457014949068,"100-cells.10x, 1",35
1,36,0.028553983547166793,0.22073437124954806,0.7510671047567693,10,0.9714460164528332,"100-cells.10x, 1",36
1,37,0.05106699245493947,0.1974472608149282,0.6908327970453139,10,0.9489330075450605,"100-cells.10x, 1",37
1,38,0.11031022867913513,0.17015050568944504,0.5529369649365045,10,0.8896897713208649,"100-cells.10x, 1",38
1,39,0.04325372648186965,0.20412809908041013,0.7501678605226718,10,0.9567462735181304,"100-cells.10x, 1",39
1,40,0.03227938475909487,0.22977416304743392,0.7044210015707464,10,0.9677206152409051,"100-cells.10x, 1",40
1,41,0.05118826628170878,0.18701410269424903,0.6977032381970989,10,0.9488117337182912,"100-cells.10x, 1",41
1,42,0.02392975120318731,0.25663272290626427,0.7155052681674535,10,0.9760702487968127,"100-cells.10x, 1",42
1,43,0.10384321927632441,0.16395279325357015,0.5843420512397838,10,0.8961567807236756,"100-cells.10x, 1",43
1,44,0.02644023347304657,0.20298807154527015,0.8110645082860122,10,0.9735597665269534,"100-cells.10x, 1",44
1,45,0.04805969550357009,0.21024546760739282,0.6088198366355466,10,0.9519403044964299,"100-cells.10x, 1",45
1,46,0.018724563686891803,0.21360471957639543,0.8167897916612605,10,0.9812754363131082,"100-cells.10x, 1",46
1,47,0.08122846016183088,0.17402095744456308,0.634221071845671,10,0.9187715398381691,"100-cells.10x, 1",47
1,48,0.021626865619889527,0.20809675182504198,0.821174761386137,10,0.9783731343801104,"100-cells.10x, 1",48
1,49,0.060325912470761654,0.16193105434522534,0.8221907779354009,10,0.9396740875292383,"100-cells.10x, 1",49
1,50,0.028136097533797394,0.24875510085051844,0.6977032381970989,10,0.9718639024662026,"100-cells.10x, 1",50
1,51,0.06512984803901826,0.2075415593615996,0.5032633004451195,10,0.9348701519609818,"100-cells.10x, 1",51
1,52,0.023020448552397935,0.2423717565022947,0.7251847042861569,10,0.9769795514476021,"100-cells.10x, 1",52
1,53,0.05034824256245658,0.18931139255440957,0.7073768494294013,10,0.9496517574375434,"100-cells.10x, 1",53
1,54,0.09159903017848443,0.1641116443271522,0.6378789327467215,10,0.9084009698215155,"100-cells.10x, 1",54
1,55,0.0500791994059374,0.1249769138237578,0.9259372761916128,10,0.9499208005940626,"100-cells.10x, 1",55
1,56,0.020891049308399027,0.25391870467757444,0.7541153553035473,10,0.979108950691601,"100-cells.10x, 1",56
1,57,0.15167652841063164,0.15033631492241567,0.5529369649365046,10,0.8483234715893684,"100-cells.10x, 1",57
1,58,0.07552235922843016,0.2011772224473581,0.5082307647017047,10,0.9244776407715698,"100-cells.10x, 1",58
1,59,0.06980569713168878,0.17324375621675075,0.7459868375969061,10,0.9301943028683112,"100-cells.10x, 1",59
1,60,0.06082555026314764,0.19637497686660574,0.6088198366355466,10,0.9391744497368524,"100-cells.10x, 1",60
1,61,0.03227938475909488,0.22966553793689162,0.6423495621138179,10,0.9677206152409051,"100-cells.10x, 1",61
1,62,0.07852342530842132,0.1688435987566025,0.7234078975547579,10,0.9214765746915787,"100-cells.10x, 1",62
1,63,0.06319538892646939,0.20931126315995097,0.5976432635251612,10,0.9368046110735306,"100-cells.10x, 1",63
1,64,0.018018269415841157,0.2669102401958486,0.7541153485417221,10,0.9819817305841588,"100-cells.10x, 1",64
1,65,0.01269195108862846,0.2278615322706672,0.8374315626501272,10,0.9873080489113716,"100-cells.10x, 1",65
1,66,0.05757067367783287,0.14720256644442903,0.8461034229129696,10,0.9424293263221671,"100-cells.10x, 1",66
1,67,0.017404334826793894,0.22188689996379402,0.8196846075131056,10,0.9825956651732061,"100-cells.10x, 1",67
1,68,0.04866044154868007,0.1847790532632806,0.727932911052125,10,0.9513395584513199,"100-cells.10x, 1",68
1,69,0.029731630786589622,0.16850194237227445,0.8891578501877133,10,0.9702683692134104,"100-cells.10x, 1",69
1,70,0.0525652915440168,0.18648611702225665,0.6767104730081358,10,0.9474347084559832,"100-cells.10x, 1",70
1,71,0.060469174368652644,0.18084094247132587,0.7233797789426326,10,0.9395308256313474,"100-cells.10x, 1",71
1,72,0.02197406883490364,0.21373599083552347,0.7862547625362261,10,0.9780259311650964,"100-cells.10x, 1",72
1,73,0.09501330471759363,0.17336502402292872,0.569701910661709,10,0.9049866952824064,"100-cells.10x, 1",73
1,74,0.10153557241006066,0.15836129332300367,0.6674736318473531,10,0.8984644275899394,"100-cells.10x, 1",74
1,75,0.0744594086811977,0.14397373898836177,0.7832421000913945,10,0.9255405913188023,"100-cells.10x, 1",75
1,76,0.04403974521426027,0.22944858233939533,0.5843420512397837,10,0.9559602547857398,"100-cells.10x, 1",76
1,77,0.08041615965568158,0.13730722173553822,0.8201208524311252,10,0.9195838403443184,"100-cells.10x, 1",77
1,78,0.06345973973685728,0.1548401145387907,0.8320573335144656,10,0.9365402602631427,"100-cells.10x, 1",78
1,79,0.05055631253147391,0.21981467956566725,0.5843420512397837,10,0.9494436874685261,"100-cells.10x, 1",79
1,80,0.023397974398121565,0.23913062474112118,0.7073768494294013,10,0.9766020256018785,"100-cells.10x, 1",80
1,81,0.1535724845465154,0.15084485301996023,0.4535897452357964,10,0.8464275154534846,"100-cells.10x, 1",81
1,82,0.12980402052579526,0.15403976182331294,0.5427763523807376,10,0.8701959794742047,"100-cells.10x, 1",82
1,83,0.03447810329468961,0.22734951934935982,0.7609454825489574,10,0.9655218967053104,"100-cells.10x, 1",83
1,84,0.028961607070946596,0.22048829504769882,0.7480860233638087,10,0.9710383929290534,"100-cells.10x, 1",84
1,85,0.06179103491823679,0.2016906589178598,0.5843420512397837,10,0.9382089650817632,"100-cells.10x, 1",85
1,86,0.03075820681398598,0.20270730353136218,0.7862547625362261,10,0.969241793186014,"100-cells.10x, 1",86
1,87,0.09707298352181756,0.16520614854966292,0.6423495621138179,10,0.9029270164781824,"100-cells.10x, 1",87
1,88,0.012303284755635809,0.2038699879776043,0.8975818783895212,10,0.9876967152443642,"100-cells.10x, 1",88
1,89,0.04061423566537128,0.19222353016538865,0.7814358620312458,10,0.9593857643346287,"100-cells.10x, 1",89
1,90,0.0571079592419903,0.19940079672792965,0.698791323263361,10,0.9428920407580097,"100-cells.10x, 1",90
1,91,0.03754663917722881,0.23287457112478832,0.7370400860254406,10,0.9624533608227712,"100-cells.10x, 1",91
1,92,0.09730351231589118,0.17529673102280002,0.5082307647017047,10,0.9026964876841088,"100-cells.10x, 1",92
1,93,0.05036535607868758,0.09496500279821159,0.9496338279958944,10,0.9496346439213125,"100-cells.10x, 1",93
1,94,0.026221729198484135,0.2589374414252301,0.6680557469024462,10,0.9737782708015159,"100-cells.10x, 1",94
1,95,0.03446056982374509,0.22790107149865144,0.6721538230994293,10,0.9655394301762549,"100-cells.10x, 1",95
1,96,0.050374340457599566,0.18954514504395314,0.7695592615826423,10,0.9496256595424004,"100-cells.10x, 1",96
1,97,0.2555060531689814,0.10547302529063118,0.5020836507818868,10,0.7444939468310185,"100-cells.10x, 1",97
1,98,0.05383232914952534,0.21784834673701942,0.5082307647017047,10,0.9461676708504747,"100-cells.10x, 1",98
1,99,0.09535653041440784,0.18024789573873803,0.6259078415435684,10,0.9046434695855922,"100-cells.10x, 1",99
2,0,0.05007261137488431,0.18300239496038384,0.808351561748966,10,0.9499273886251157,"100-cells.10x, 2",0
2,1,0.05595969899730304,0.1839204365322503,0.6849597127337743,10,0.944040301002697,"100-cells.10x, 2",1
2,2,0.09711051106015105,0.1762472541832572,0.6001411082714925,10,0.902889488939849,"100-cells.10x, 2",2
2,3,0.031209172666199703,0.23321800579158897,0.6751147064230609,10,0.9687908273338003,"100-cells.10x, 2",3
2,4,0.12965299192683832,0.1631556040039565,0.4801835603107333,10,0.8703470080731617,"100-cells.10x, 2",4
2,5,0.08198935642696929,0.10569638315586075,0.9031019392641442,10,0.9180106435730307,"100-cells.10x, 2",5
2,6,0.07500586904993424,0.16780317684801133,0.7243397422427978,10,0.9249941309500658,"100-cells.10x, 2",6
2,7,0.10023642478059862,0.14178684974132388,0.6718330376528231,10,0.8997635752194014,"100-cells.10x, 2",7
2,8,0.18969073173373296,0.13260334645322583,0.5008582726653605,10,0.810309268266267,"100-cells.10x, 2",8
2,9,0.08488383831954084,0.1747369589103102,0.6751147064230609,10,0.9151161616804592,"100-cells.10x, 2",9
2,10,0.0693512670521384,0.18148913917121318,0.7137103727118148,10,0.9306487329478617,"100-cells.10x, 2",10
2,11,0.07335640545383725,0.16257830482205793,0.8042648199372967,10,0.9266435945461627,"100-cells.10x, 2",11
2,12,0.11572333353667691,0.16667969121625797,0.5746956290846281,10,0.884276666463323,"100-cells.10x, 2",12
2,13,0.14027070390959823,0.15924494645021892,0.4801835603107333,10,0.8597292960904017,"100-cells.10x, 2",13
2,14,0.09038749433175369,0.18250650794750561,0.5746956290846281,10,0.9096125056682463,"100-cells.10x, 2",14
2,15,0.09431537454826797,0.16189026178490978,0.6334626789723647,10,0.905684625451732,"100-cells.10x, 2",15
2,16,0.06746154585109775,0.1229174166843308,0.8993361809071221,10,0.9325384541489022,"100-cells.10x, 2",16
2,17,0.16326266618472396,0.14132609886796543,0.488059667576734,10,0.836737333815276,"100-cells.10x, 2",17
2,18,0.04380885756085951,0.1951021867094204,0.7072729755243368,10,0.9561911424391405,"100-cells.10x, 2",18
2,19,0.13393432256562804,0.13608065000856095,0.6101376561546896,10,0.866065677434372,"100-cells.10x, 2",19
2,20,0.06007505056046331,0.21824724517312294,0.5008582726653605,10,0.9399249494395366,"100-cells.10x, 2",20
2,21,0.16683278838305657,0.08331807088899675,0.8331645089037459,10,0.8331672116169434,"100-cells.10x, 2",21
2,22,0.08917088301549439,0.1643144453993373,0.6649117627232007,10,0.9108291169845056,"100-cells.10x, 2",22
2,23,0.05230758113827563,0.18421462209786607,0.7231745457502909,10,0.9476924188617244,"100-cells.10x, 2",23
2,24,0.122609958712455,0.16093083752856976,0.5668196242067042,10,0.877390041287545,"100-cells.10x, 2",24
2,25,0.12346739551754841,0.1616773836197047,0.4973676713107159,10,0.8765326044824516,"100-cells.10x, 2",25
2,26,0.06687816467666528,0.13859289600468827,0.8584749653614494,10,0.9331218353233347,"100-cells.10x, 2",26
2,27,0.16212886548942576,0.134225915973263,0.5637903042285414,10,0.8378711345105743,"100-cells.10x, 2",27
2,28,0.05260152270379441,0.19515163862093493,0.763719766632418,10,0.9473984772962056,"100-cells.10x, 2",28
2,29,0.09808797015782253,0.16575288432378868,0.6672388304190133,10,0.9019120298421774,"100-cells.10x, 2",29
2,30,0.05057839519533386,0.18321862902929245,0.7231745457502909,10,0.9494216048046662,"100-cells.10x, 2",30
2,31,0.15429777247703916,0.15425185161645832,0.4801835603107333,10,0.8457022275229609,"100-cells.10x, 2",31
2,32,0.08125634120902266,0.18444319379357926,0.5764857938026147,10,0.9187436587909773,"100-cells.10x, 2",32
2,33,0.1338349233513682,0.08661791084914258,0.8661629085052043,10,0.8661650766486317,"100-cells.10x, 2",33
2,34,0.08514580835107827,0.18600396772645797,0.5008582726653605,10,0.9148541916489217,"100-cells.10x, 2",34
2,35,0.02807897083443033,0.17481797841493552,0.9120702041674186,10,0.9719210291655697,"100-cells.10x, 2",35
2,36,0.09526805484906169,0.1815317673960855,0.5668196242067042,10,0.9047319451509384,"100-cells.10x, 2",36
2,37,0.08488383831954086,0.17438615495384902,0.6101376561546896,10,0.9151161616804592,"100-cells.10x, 2",37
2,38,0.08185164083168975,0.15863675669206118,0.7560608076515989,10,0.9181483591683103,"100-cells.10x, 2",38
2,39,0.09007159876899823,0.13763212407401734,0.7728611143221152,10,0.9099284012310018,"100-cells.10x, 2",39
2,40,0.07131166283709356,0.2081651225800209,0.5235015922587188,10,0.9286883371629064,"100-cells.10x, 2",40
2,41,0.10392512746423492,0.12232203478683565,0.8282262087400303,10,0.8960748725357651,"100-cells.10x, 2",41
2,42,0.19754782141420438,0.13196934108293085,0.4368656409896309,10,0.8024521785857957,"100-cells.10x, 2",42
2,43,0.08833036953092052,0.09812461822073909,0.9043072360668786,10,0.9116696304690795,"100-cells.10x, 2",43
2,44,0.08185164083168979,0.15998671480485063,0.6924161663876448,10,0.9181483591683102,"100-cells.10x, 2",44
2,45,0.04314507851309308,0.23071310905584075,0.5668196242067042,10,0.9568549214869069,"100-cells.10x, 2",45
2,46,0.11608048097412073,0.15762639830487624,0.5911500367842601,10,0.8839195190258793,"100-cells.10x, 2",46
2,47,0.11270206332259633,0.13736706575236407,0.745544324443297,10,0.8872979366774036,"100-cells.10x, 2",47
