baseline_gls,diag_only,cepheid_only,trgb_only,n4258_only,lmc_only,cepheid_n4258
110.14797073599345,106.58115380900408,107.1645652208733,123.43932900065425,115.99310981220788,83.8310021878477,108.06746693457873
110.19288332489486,114.22396308603568,103.86445346422902,117.3333488063506,113.64471008028059,90.7686277871611,110.86713451154517
109.34022946894673,109.34187242368805,108.6042308812239,125.80468290555805,111.81533107435439,87.25799097640699,108.92322396527851
107.8396654586854,110.11609373032537,108.22223989051928,119.06229420535144,114.04457537498595,97.66752447519123,104.44724025569806
112.95213408467885,112.46385210518237,105.42974194166479,121.61119884959712,116.34096896937017,96.88390453443016,107.71997250253357
107.85220482107519,111.20856725571156,108.46220891209549,118.64723543569654,115.21283087980171,94.39433135039526,106.86277238247784
106.43478419083132,112.84877274684663,105.26552966525472,118.79217973703891,113.50347320121314,91.95138478227935,110.46867614894146
108.67103930002072,106.66129191168372,109.19691466121758,121.35588447884578,113.19987433868152,91.73826676628204,111.71413306320571
107.20073229816057,112.25065053159693,108.10469258331743,120.78385999220185,108.6607439599526,93.63136113968723,105.35006408394278
107.49400170095649,110.7132113690985,105.67406021055321,121.19046134739399,114.32689878403386,89.77985196833949,107.6766809811785
107.54574612455336,110.23773809420119,107.38024415075269,120.39239833233555,116.29635434212055,91.99963144024524,111.99313939356115
106.46863408307685,110.33397691265364,106.30983994645392,115.40185420804856,114.32371488858367,95.12194966580537,109.92509578649884
108.21686102225858,110.51750989759697,106.39261801859784,119.5052577012205,114.03809331351368,94.72519553270045,112.83691607017107
112.06455673503115,108.50479515910155,103.51963607137188,121.72270356723513,111.90292301896751,90.45963193180759,113.71873761702396
109.39788799951673,113.35940969339056,105.93080308426147,114.80946267628224,112.8994117014106,87.00250242531304,112.5855379263799
109.37678015905419,109.76186984125007,105.6475967329198,122.5961824715073,110.81197659682849,94.43674597857361,114.13776792269925
109.584500012543,106.73407200110408,106.31724363753369,128.20217814824613,112.35577706544319,93.8043829599361,109.2409895895058
111.33520282085824,106.42611685492764,102.23133177973062,120.58307598945373,109.52408245897426,98.7518697912672,107.94073913582442
111.85359035893914,107.11856514475608,102.86448365333617,118.30543017994377,105.77828820756591,93.09972313932218,109.59038460391271
116.68204505598911,108.63661106935453,105.16978650293586,118.44470348865077,114.4852479567894,94.60066118434698,105.11409224331715
108.31631635851953,110.9613972231184,108.83305192768835,117.78971024626148,109.78970103082219,93.8118763850829,111.8467314253781
115.91490269724974,110.59591634326377,107.79369000393773,128.60281724597687,112.33182315692922,92.46007014736138,109.17478328883836
109.64596007374621,109.943400617053,104.75501308816351,121.76425781130703,110.85819892437043,86.69192735759354,106.94190139862299
105.56518596035819,114.42355228844838,105.88254842379243,120.97295244788255,115.87047240272872,98.40796334087068,111.02986013304064
109.72874300475229,111.79245410752182,109.03223805486675,121.92591979638124,115.42521026857739,86.15705517712367,105.5884718981254
108.89828826096756,111.88692317946476,104.47975959624925,122.31275148510753,114.23778221091234,92.90472434558694,108.27425572301608
108.43592891621142,113.15444306995806,103.84452484071534,119.87070741668816,110.62352987097046,91.25358866054339,103.92056600742347
109.81094121281268,109.56682111714888,104.74658225348958,125.76868468635516,109.33793168653538,93.8415169570689,111.36462530286302
108.09143220205658,112.1831572856744,105.43449569861474,126.03875328774015,115.33747485405601,89.97583436116594,111.60896833591312
107.91780112861262,112.688252039597,105.32162191902067,121.81512873557548,112.8365591687191,96.72419494484856,109.63206168187797
111.67026295537673,108.15580183418119,107.63947218152357,123.39966086142478,108.078791916186,91.7382989275718,111.3709815430484
108.331713623103,111.62408541111314,101.4522964203341,121.93285606866621,115.08405964082749,92.29147854742304,105.68720222129144
110.68661313692853,109.6381416131702,106.65160784266061,115.38989478875664,113.40012821293888,94.98097511253566,106.1882015049983
108.23126367090515,109.0954171291627,101.27274190047441,117.56201818226056,111.4398777124166,92.45830686276152,115.16526453606254
108.1402690586983,109.20105867051895,103.34823146649236,115.22428501848513,112.89284658289574,91.15761804152103,109.01537985224806
113.07703538987946,107.29392206935829,104.53505130660643,120.70082563405788,112.75057300608746,92.70904449544176,110.35108224070788
110.05232324227153,112.67047084504229,104.10142976074212,125.79570137296889,113.28193596338461,90.81018919493988,108.48484440966497
107.0420634187637,115.38598642051848,104.49712327837658,115.52618240533293,107.10759175850004,95.19579781793364,109.52365467240274
110.19127971004234,110.44897910899469,108.67054950592906,116.92265793529081,109.40908294173938,90.24257680130175,114.30658954178475
106.2374877534624,110.380138630111,107.85817752078752,118.98674553899353,109.79942337639339,93.4407537040479,108.9877835466747
110.28905187647881,107.27519392183989,102.68355374927471,118.284829745585,114.14605331112469,91.34603591637487,107.29186113133105
108.34567151718268,111.41350376672929,107.58291721922338,121.00040943764007,112.42943572968333,95.43540768281751,107.09235669558535
109.87162367953003,109.73722861721878,104.19472818293316,115.38556072404906,111.50244020572637,90.21097645749455,108.86458780179967
107.4731302731529,110.28491371735771,104.93606424168753,121.65266406344057,114.53966387075307,86.54043218069855,111.76978883664414
113.52638452181174,112.12669589802418,108.31929401307227,119.61224801893134,116.04148776335317,95.0582205097585,110.00270806501801
107.6710472523614,107.79747399495561,107.17367963949344,123.95325020722993,110.50102937691642,87.48281170131541,112.88180079092172
110.76960902556495,109.82957645559489,105.4490065176741,122.3744615517639,113.7362156359655,96.20506537421609,105.30277130430935
109.74131314460577,110.02221486817045,105.87258830697314,121.18958158667164,113.28725481621458,94.56958066189537,111.52910475577666
109.84319582741222,108.50832629173149,101.17332124289814,116.04841671492947,113.8815677788983,91.99410173296806,104.52057096492098
110.33552513365778,109.23216199720463,106.66882560679316,123.98128831019665,109.30158797482406,95.2658734460716,111.69962237106787
108.50239284712787,113.90408137254369,111.49151308290193,117.86058771531985,108.98114274272275,91.92770832481477,108.89360574792548
112.38247721134381,112.92594376693764,103.66365053469436,123.04544028467649,118.5117148665626,92.09050366456921,107.87828128549356
108.15049963197285,109.51709366887587,103.12588464098161,117.33463307109822,116.75945939321328,94.65544730719071,110.51712364170712
109.92612023185828,110.29334732660337,105.38821826860368,118.27178863799482,113.66109512862872,90.18852054393011,111.91358906649621
110.02515383379067,112.08785639028375,105.94442209802949,123.42125104607972,113.34982215510142,93.37784709425843,106.22624121221688
109.44087160108725,106.4456035825604,105.68565871364068,119.47705455716333,117.09405544282635,89.27625566209746,107.27972292820009
109.14000090828051,111.1850332419212,107.04465119665514,124.38062188943266,114.37567708056856,92.18580861978815,112.38351282561756
108.19692597699537,114.49911937559413,105.33223758741542,115.75590434240355,120.03058484036389,84.67737594022887,108.05988913652304
108.71626772612755,106.9692185953798,110.51129623751153,126.62272974778288,112.05302196809974,92.2049388742712,113.64460483527652
105.36888500112916,112.34696692852212,100.23109641480899,121.2677957760063,111.52692201504411,94.12284764501337,110.4838419989372
107.9652693614993,108.25137861068686,109.78179121384017,119.3302077129207,108.9336272492858,87.3237743299268,104.6108668553158
110.49245640145578,112.03615576262095,104.56763706861537,126.26763855756133,109.4090703517061,89.05608593345525,112.31023641112346
109.37605668748759,115.5364913901331,104.77263551570313,128.47441010832034,113.10705563824494,86.79668501736462,110.24452738870501
107.02196865856702,113.97162785529089,106.22612752063193,122.54242049674421,114.74972895070061,88.89030647916076,108.40257235405899
109.3410093780123,106.42669062529143,106.1606332306338,118.98044906439002,111.23616485617748,91.4122362892874,109.20183865823665
111.76855352762622,109.18234579432418,104.54093807820446,120.86748143715495,113.97168063570923,89.67540148945126,108.3477948620266
110.98649011193503,111.3428476979873,104.40829524157478,115.10976586788559,112.3376990460628,93.37814450029434,106.37380074076367
111.87024337439978,110.67072622589788,101.83018168133253,120.72240868947051,114.00345529223887,83.38241611026481,109.64186432287302
107.88023268455362,110.56672787585822,103.45539051599724,123.71822727488808,113.29858113589309,93.89821772435738,106.7773195618713
109.16466919284586,111.95278174351141,108.05164097944463,117.57987874896756,111.62785751108241,92.15704926208306,104.45092039843993
107.86897696554728,108.2814608171472,106.64037152836536,121.76218135629969,112.96472651287449,95.96295921529325,111.79638266951227
107.74489367198676,110.59127044626658,107.6608312064043,121.12725251954774,111.37244465888658,96.27239204414477,100.75818642223032
110.14352089061049,112.00248708429942,107.05803677484246,118.74535941143735,112.57635863760837,90.42699830155875,109.04856272569927
109.7330715663858,109.13782829561077,99.88728538734073,115.53939194390432,113.62082106137616,95.83435058271671,112.7437140886687
108.53518726612424,111.17760810500991,105.34182418016906,123.75803934111671,112.80047941458864,89.71003590337149,111.98992095288779
105.00084858642195,107.75839640938,107.03785965469058,124.44460676534166,108.70537174872446,84.49548418961099,111.41890474562173
111.24933800620923,104.43605285009657,106.64363345018032,123.52025212833273,114.24051780107727,90.56000951459409,109.87917534941705
111.43623116513913,116.88474439630099,104.07875007830842,119.55455229468663,112.1704928084028,93.49637932598114,109.99943966936974
108.61491431344388,110.47291982381536,106.19173710704395,122.88852571491866,114.84496169048488,96.27029100631407,113.31881004406318
110.7772375127296,110.81833430814046,107.73597090187752,118.49714303650552,109.52243367852051,91.0482614243459,104.09517344564716
109.65966182344346,113.2297117684374,102.09251512407361,115.15206920349065,112.86982246704783,85.8769964511831,113.60183604636005
112.7497715191775,108.8643313882352,106.10610730923985,118.58041548148634,113.08197100694862,94.82644349190073,110.5079532505112
110.2434439261239,115.06782313010939,105.47214597777821,117.52583354606404,111.91636233000513,94.08585312648604,108.93309288111756
106.03018775749192,111.80219471922396,109.42899121622656,122.93102951421416,111.19241269411756,90.06415176326664,106.48019142049647
111.68092501471148,108.63588460461196,108.03578719978854,120.50014924081273,114.77213196456418,88.82579064468653,107.38417138159117
109.92367008136792,112.2755854926145,104.75342238273942,117.23532938565582,108.79355666539429,93.50062130311892,113.25677536059409
110.06656863754435,107.51744128877287,104.75988494577236,116.51261192518356,116.06911404798672,88.94857032345966,114.04231757821016
105.92389074605211,111.71238289012808,106.61953766682785,119.68322725497521,112.8659076453441,97.9856702294517,109.98669633739759
109.63335276683,107.55447295425832,105.1483685303382,123.7492250630692,113.68195272928506,92.88080027751344,113.30129491123475
109.200659926915,110.68509912506623,106.09886837109383,115.80213571202559,109.00180253758168,94.04382561497127,107.92340521157094
110.50608106937139,112.46342780913456,105.18392837604615,115.91599246561418,111.7233990689844,88.0953400609358,107.91662055885088
108.69567036962316,108.26921813615297,103.66575200120326,120.22329499266,116.1116176908313,92.34618113323386,112.19471240175011
109.25592481649988,110.73227819171414,104.81385827757892,110.94225226769605,112.29446543187942,92.90292685264455,112.83602195332647
111.18459028089384,109.62162208464599,106.84660272303655,118.76774914332866,113.50913861350215,88.09174385218203,115.69610381102378
109.94345570763399,113.6843160138089,109.30719825819003,120.70786919199824,113.83384795969849,91.22829787039943,104.91815318382014
109.87019245690664,107.30688812676729,102.42056887816544,127.03879645741365,113.08743774696849,94.4709900352041,110.3282596857201
110.73210434995832,107.68906375070965,101.95244963151458,119.62665737174126,110.95787479825034,93.51937132869371,111.961180792078
108.87081102131276,107.75878447156157,104.8478235365458,119.54382678996338,118.03617783989472,84.13377025815697,111.91881942963461
109.1778775247329,110.34511152045562,106.97945931412055,110.6750009620721,110.74834868763924,94.50570278926403,112.15886933914663
105.79999326220786,109.08229092772864,108.91917517481492,118.94700867141368,112.5899834869737,93.54795210251217,111.16356139430954
108.13480178910854,110.23599649585174,105.6088610565821,119.64216637212398,111.17790532832221,91.047426733153,110.27903901078658
112.01019319323173,106.30364837850908,104.519675000102,116.88707304781069,112.39228914938359,83.95461700703615,110.65396202380128
110.83885223248716,111.86273451373438,108.70379354181026,126.1778153621097,113.51585844350764,96.22926584317896,108.16928956199739
108.37576827856323,109.4720645815749,109.0061558356765,116.59523815562679,108.27811861980175,94.88374743592514,107.5803326909199
106.85686786238455,114.30329120035678,109.16709422149414,121.76771908248392,111.66412445002747,90.67493544517454,106.09258248358081
107.2428653567354,110.11209603409046,105.43022074403522,116.25505779945863,108.78650538079883,93.26218825042992,109.9994619622776
105.30217582520005,111.36277945780094,107.51291258790012,117.32525093843402,108.45705460444738,95.80580787279948,109.02558465962541
114.05103761920302,110.25710874185071,107.80908331468628,116.2337824562942,110.17039042440061,99.03588849502913,111.01506606186848
106.59579125197514,111.43642040272475,102.62108153755926,120.90168604704768,111.48856197946111,91.50177653129985,104.15901921376978
109.26207563418069,111.35646894298931,104.89371303304787,108.95595495864484,114.51757479102115,94.02870698311038,113.98859184733158
106.89972334041263,107.20937882078233,103.03642861550044,124.23145268680155,109.45562311951927,94.97289612614347,114.72974348853536
108.15775129774286,112.9384461074543,109.19917131432891,118.78656130163718,114.32723822527856,91.41741149751425,110.12375517564038
107.2701588773129,109.1976385352312,103.61550558606348,125.85830883250257,109.27997964416983,83.32402812166039,103.68857762952581
106.92566193792226,114.05156277128593,100.8803025608288,121.10226300533982,111.17838721709929,84.4044959198372,107.1626022749749
110.03713682941454,111.10964913135066,106.04541214522501,117.74364382851394,113.19090777371343,92.56231730077384,107.72549279623412
109.35902586104895,112.03470148211785,109.41806281583473,123.62550562253257,113.7268344822274,90.57777713071893,109.6523163220437
111.75120341536687,112.61708172465715,107.46823853065638,120.00817236797951,115.87704635829787,90.09978898220758,114.63534129606157
111.55039755238138,111.94939697288537,103.52427397456798,120.58965174822528,104.79648890572615,85.79935200380743,110.76714384467424
110.03240619241359,110.11386608320873,107.82324242625307,123.7678100708702,111.30057561992739,92.04648602111146,109.78465943389563
110.26781931786874,112.27729486064588,110.02215956779139,118.41227679665491,110.88466987931953,89.58921595867682,109.35411342017572
104.71108862177887,108.08587855598124,104.17255064461477,123.20254770711806,111.66202227473627,95.92319604348651,106.28426780911224
106.01549861396877,108.80992562748706,100.90332663592133,118.03143424770768,115.08091404690131,93.34536457311869,109.03916459528845
113.22187442789999,110.49034526747168,104.59863197403352,116.62666070816083,112.25060525822812,90.79060069684257,106.23080900490856
107.23974102557676,108.03932750532417,104.60009619698361,114.02094428889026,114.45385040170045,92.13079406176759,113.10557033585323
113.70818854308466,108.16047850950962,106.75955434550937,116.53943331172871,112.96217429217674,90.4313741259345,104.72498192160208
107.46257929307755,110.76029727012825,103.47314197750792,116.97199070126334,110.85765806381458,92.99734781303525,112.78529546804256
110.99184240405091,114.23766076445894,110.15315956305601,123.19893157951928,113.4098492078632,92.4596594921334,111.20429785266374
111.67978839298878,106.42918810215976,106.79327625283373,117.51441711105583,113.50991725774341,97.91799178779782,113.69473381141789
112.04107057908466,107.43746511244277,104.64688524022738,126.92055346028208,117.68617657680333,87.87213182916285,108.7332968238066
109.23695223610798,109.40885257625237,109.22898790912848,122.16235503886746,112.06614819601799,93.74182711731457,111.15822282307012
108.17363386091716,109.65526312153357,102.97647892301785,117.95708484115728,112.1492760864986,87.39279482651,110.01508742923093
109.12077044550999,108.49020495520371,107.4512944587455,114.75504556593157,112.23522113336226,90.9906112610475,110.8084334154801
109.20094366255456,109.75325917305958,103.15840092126116,122.1928819740714,113.2590154472286,89.52977053695875,105.53061431757523
113.59454242870113,109.57834062017606,106.9009585028995,124.76836370209624,113.1390330559311,92.80214059804145,110.6722901272761
113.57152812828048,109.99860104372159,108.59802334954793,118.83697477561209,108.99659140167516,89.79404128490918,107.26286549794139
105.41679144897589,112.81425873104217,106.43777809580259,123.6647762224567,112.44474783544993,87.70626029903545,105.94402292162968
107.33514145527435,110.4064281562047,104.1853707146173,120.19079904783197,108.52426176847963,90.06627912905539,104.8780686399286
109.72469996025491,111.83271760537887,109.04474898431326,122.58332429864413,110.90526606611749,93.06393271941444,107.61438722580245
108.25359472625102,110.14002550210203,105.58225901511597,122.80157877932467,110.18684843725798,92.59996454455982,108.4990362151835
107.60371283033498,112.70754012432,102.16462398061319,120.28179849600632,110.88018798757258,88.81238286167151,111.80042978527027
112.7873304828901,109.12007433057563,107.0153259760112,116.5889564131475,118.70022018504903,88.75857817608549,112.47891383665335
108.27954948209408,112.78030326899842,103.61658907296275,111.85389749334021,109.38054139246944,92.87122737926325,107.15159123813137
110.09927194552364,108.5034466028492,105.44284713888952,120.48207020568641,113.5609802114388,89.07006135396004,108.42740170023015
107.98155233580233,112.0761541300957,106.3159128399405,122.89546664454991,111.61560669634376,86.64549344781173,107.13197792118616
112.22102616061761,112.4658185515986,105.93260213410628,116.40293713070793,108.4574721393637,88.88389804273007,111.35478149742572
110.05591373851814,110.2190079726355,103.05868793706806,113.97194392963883,112.61348227219345,95.09651872150013,114.90355322544352
110.53131655422268,114.33306257704851,111.34794722826545,117.58956793345513,112.6179281978494,93.18849692455854,111.46383653725074
108.52601838967816,110.83026861393134,106.19803457265056,116.64301569191065,113.96112790958875,94.94471958026872,108.07395655209606
107.70983696454971,109.53247110010255,103.60201275144163,113.42242387927287,113.32845156940054,90.39452622507429,114.72399682201247
112.27709508312147,108.58962129317614,108.46132376749952,122.76582409814056,115.0287052410129,89.63249500608757,104.6416981422222
107.17172538172031,115.74665055040074,102.97556284983209,118.07507945050048,109.92493990919367,93.61746116436686,109.50470536327693
110.32964262034388,110.98461473549133,106.7911784255483,117.31454280880061,108.6254603567384,90.93957935721312,109.63696873863354
109.25768480738715,111.7588189384335,107.89694497564072,117.46348622504243,111.59054181720316,93.08887169653926,112.4962520616589
110.92031446757836,112.56540684614545,105.11562820502196,120.76666530340464,112.61940066676677,92.67059877578052,108.05067572363112
110.796847018689,109.12587639311629,108.60037201510241,114.60223606368898,113.97396449068111,85.84252121201634,106.67133531178149
108.63792542547776,111.08053634352292,107.10676466878125,123.50103568538884,113.18643589261934,92.85936238049874,111.86615923879656
105.94084673797781,108.45714300363184,107.4494311862033,119.75388453271017,113.24484962796737,87.30511314967028,109.24487142861928
108.76421923522156,115.28956689903868,101.75265525910972,112.97842354710808,112.08285049698792,88.49571384703943,108.6974621574766
104.79885536975058,107.68789099930873,105.36798012829016,123.10827404183155,111.64760871612188,89.59143015172042,112.80254202875561
110.49059034128054,109.55601057453677,100.26415794459518,118.119908899764,110.8320402510081,92.59402711632688,108.3387858876021
106.88493197627633,108.20778898575,105.61599723335266,117.96843928625086,112.7219273005198,93.26953477639802,107.83840417189256
112.48034753707233,106.13409048673446,105.91684103961245,121.37515048455477,111.40336305612274,90.95757561115235,109.31270739037937
107.02892020719342,113.47674014413536,107.78642625984295,122.87465062282186,107.01372914107233,91.73675814265911,104.4739290531885
110.98722533364656,109.81571706573025,107.824695055286,115.92311474510912,114.5883545058153,87.84297075704968,107.8518781926592
104.63742123182517,108.71718890135264,107.37744881292885,118.08403369466654,113.36594298185696,94.04471228901733,107.5989395801261
110.5458997131362,110.10715406041432,110.48699561153187,122.0330808030342,110.9472033640458,91.50846862480634,106.51377572716807
107.7420101606127,112.38514415686407,103.92697697161351,117.76768555046661,114.90133881410402,92.25270393680853,113.66214788160347
111.37514988832787,109.24725391146212,106.31530268427919,118.87238262893962,112.64321864558761,88.75993563246993,111.08389180847014
106.59283349938713,108.06504912219714,105.42052875379576,118.72452941206038,110.75201622884414,91.31858179465011,108.34634902291575
106.92494200375367,113.31267046495708,106.11320953858201,115.1563197580598,116.6718726778391,90.70240698356416,109.98213430563918
112.67702884432087,111.42635917772037,102.61063495776746,121.86840933028874,109.22295304483923,92.28803134489517,108.74267769153654
108.40816400181443,113.91465727477923,109.49211226303137,119.55944430419102,115.40469625198652,91.16086952434944,110.87962610186118
109.49024155326278,110.26142889786077,104.24386481230509,119.36308231130549,109.84462838779538,90.60743941805289,110.41473945473142
108.02884980607872,112.21755551996026,104.83144455347608,118.65738439770793,117.46343415759425,91.57240162951337,116.03167947625482
111.33558806318011,109.86102290549228,106.40503808331466,119.6774542783801,120.54306366661538,100.17482512220123,108.92493059955304
106.5165533368885,109.25917290803777,104.42951698919731,119.93768294925897,115.34213062961462,90.27387831477229,113.81803488798043
110.20502246217525,110.70030351025498,109.46755827708895,123.92321984830492,110.52752294893102,95.03169354271168,114.70093968366972
103.69412814825581,109.10236921614475,104.76590872815463,124.28404624514862,115.72458034841121,96.68746084483945,114.79708942375945
114.55761320684691,110.96489210725115,103.81543618762339,123.8863516357005,110.70406570025597,94.34003655368954,112.5654164834658
109.83288813138118,110.10071801828404,102.20121220441497,127.43925982464187,117.10088089771654,90.85034170918743,103.75025978008338
109.52810011816882,112.70130256036477,106.94825320139101,118.82898591771855,110.2951083592749,85.16388096590637,110.24576121053147
108.35935074768221,110.59315370423667,103.99536604217256,120.78977780107795,110.33729823669127,95.37182408073579,114.90832675973944
107.95548003292583,107.70698459221957,104.58443383572049,121.08756253337016,113.02968563692188,88.79349602200216,112.0876297151869
112.69850400792664,109.53826968102032,105.74061206001167,121.37046656810497,113.680023954642,95.62459332923443,105.89404854848169
108.69477024351188,109.42766148647591,108.43054229344693,123.03229339189765,110.09448408242095,91.1280167662776,115.79725730692869
107.45119935353051,110.09814763947722,106.33091751109045,120.44025833979724,115.98608576460222,89.30080920435323,111.21197104585158
112.41223403131202,113.152446244181,109.76800570388944,117.74404271643888,114.2183208652173,89.12603314083495,110.37988404252503
110.79789279664216,109.29609729082324,103.91888795727053,118.51004533541499,113.07668902112489,88.82304179047415,108.2509863462292
109.36527615556362,112.76952458241898,105.7670541548363,123.2883979546691,112.59424688635775,88.53735234285726,116.11690461580909
106.18253600309819,108.96199997338219,105.61967777040732,115.57025776261011,113.52650803280045,92.07746427169576,109.6714693708567
114.76461031296739,109.85742684913205,106.29979737872472,120.25471488727281,112.25759821064506,92.8474741757739,111.18889799789689
106.29315639329837,109.6012274373926,109.6523719262978,121.92335697945039,111.55185010727706,89.79352770671365,112.76951307060534
109.7876622583662,111.80764793017114,109.34949662489196,115.64249889646526,115.73304929865887,87.02842050464784,107.01881038982022
112.22768702626492,111.86473392415651,110.0157592465515,123.89927387306678,112.33406336187005,91.70489691386011,108.69556636608885
109.50361489244179,113.14300085386564,103.8701601339574,119.87440221556834,114.44307134218761,88.1879312562736,112.10300618295018
107.74644756051921,112.96116830786133,104.45945624171202,122.87959504827691,115.64855368072146,87.00292936027681,109.40198092373039
113.35418652053457,108.73751857496218,108.54374518569229,123.72873411395973,112.18573385159891,91.83630945296972,110.88841280517128
109.79459380407027,112.54970469076515,104.07990697000763,113.94604013803298,109.04896960087805,92.80787495225785,109.28673076930953
109.80227552975637,114.94942231937583,103.40977595777166,120.19009719991621,107.0149494926102,94.8113764446361,109.08928770898956
107.97002835181979,112.34780159938074,106.95058991925201,123.96062482160629,108.66317605519573,88.66523921764912,111.02708013477199
108.18068721150256,112.79582255963568,106.9218165929567,121.63554816101426,113.71583912860137,95.2864550962345,113.7700955969496
104.9597401422551,106.31160335265982,104.6218678497475,123.3742101759955,107.89950936994,88.09043408765669,111.52876979537739
109.13988028050251,109.39236585477808,104.97980195440877,122.2354437455712,113.88004214166085,94.9216471046855,114.00379899844715
106.96561975523323,107.11674440134679,101.24397566102903,119.47730153702676,112.89041616874913,91.61448488959827,111.15332435884756
107.71867677435027,108.24760009938038,106.43108572140528,114.74635212314948,116.70510847494197,92.24813716294587,107.16389778434608
105.42096530562223,107.86990324469522,102.65865773883905,124.13672568384268,114.26325393251035,90.81531251390282,107.01190022688247
109.68838452064932,107.23252291589482,107.65759621104576,124.59010675826653,112.26780616321045,89.70763096358594,111.260604097864
108.07295559080106,109.99789207978654,105.9394834796017,125.72199763513935,108.82948061350127,92.43905140267924,111.46040540082262
