hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoh_high_risk,lcoh_baseline,lcoh_derisked,lcoh_delivered_high_risk,premium_vs_eu_high_risk,lcoh_delivered_baseline,premium_vs_eu_baseline,lcoh_delivered_derisked,premium_vs_eu_derisked
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,6.2821798990087645,5.258751314269908,4.33539631777481,8.815981338845674,5.815981338845674,7.792552754106818,4.792552754106818,6.86919775761172,3.86919775761172
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,5.87839414832139,4.920746213931132,4.056739659601712,8.4121955881583,5.4121955881582995,7.454547653768041,4.454547653768041,6.590541099438622,3.5905410994386218
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,5.20180772147471,4.354382337284022,3.5898204769672994,7.735609161311619,4.735609161311619,6.888183777120932,3.8881837771209318,6.123621916804209,3.1236219168042094
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,5.5703836535964015,4.662913643074713,3.844178480817673,8.104185093433312,5.104185093433312,7.196715082911623,4.196715082911623,6.377979920654583,3.3779799206545826
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,4.443422321889604,3.71954534106547,3.066450990312798,6.977223761726513,3.9772237617265134,6.25334678090238,3.2533467809023797,5.600252430149707,2.600252430149707
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,6.196384795504361,5.186933072741534,4.276188243221773,8.730186235341272,5.730186235341272,7.720734512578444,4.720734512578444,6.809989683058682,3.8099896830586824
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,5.690836818066659,4.763743808264009,3.9273044361554157,8.22463825790357,5.224638257903569,7.297545248100919,4.297545248100919,6.461105875992326,3.4611058759923257
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,6.2397541538179535,5.2232371381610285,4.306117879010567,8.773555593654864,5.773555593654864,7.757038577997938,4.757038577997938,6.8399193188474765,3.8399193188474765
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,5.011379607792622,4.194976826904156,3.4584040966454963,7.545181047629532,4.545181047629532,6.728778266741066,3.728778266741066,5.992205536482405,2.9922055364824054
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,4.600955179869796,3.8514145548195584,3.175166019712645,7.134756619706706,4.134756619706706,6.385215994656468,3.385215994656468,5.708967459549554,2.7089674595495543
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,7.712853677121132,6.456354332949301,5.322718860152815,10.246655116958042,7.246655116958042,8.990155772786212,5.990155772786212,7.856520299989724,4.856520299989724
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,5.318832972748915,4.452343029883431,3.670580794503082,7.852634412585824,4.852634412585824,6.98614446972034,3.9861444697203403,6.204382234339992,3.2043822343399917
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,5.284428813945828,4.423543645238203,3.6468381341863068,7.818230253782738,4.818230253782738,6.957345085075112,3.9573450850751124,6.180639574023217,3.1806395740232167
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,5.6697607519572415,4.746101239580163,3.912759628322332,8.203562191794152,5.203562191794152,7.279902679417073,4.279902679417073,6.446561068159242,3.446561068159242
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,6.510423137908941,5.449811495900315,4.492909301069184,9.044224577745851,6.044224577745851,7.9836129357372245,4.9836129357372245,7.026710740906093,4.026710740906093
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,5.252900902822791,4.397151939378168,3.625080401681462,7.786702342659701,4.786702342659701,6.930953379215078,3.9309533792150777,6.1588818415183715,3.1588818415183715
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,6.061139019898025,5.073720157534905,4.182853756310498,8.594940459734936,5.594940459734936,7.607521597371814,4.607521597371814,6.716655196147408,3.716655196147408
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,4.767328987195726,3.9906844407509343,3.2899822782806023,7.301130427032636,4.301130427032636,6.524485880587844,3.524485880587844,5.823783718117512,2.823783718117512
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,4.912060265316132,4.1118375772842795,3.389862807064736,7.445861705153042,4.445861705153042,6.645639017121189,3.645639017121189,5.923664246901645,2.9236642469016454
