feature,corr_abs,smoothness,score
Int_Med_pRB_cyto,0.08616716121675581,0.9998707632749935,0.08615602525503704
Int_Med_pRB_ring,0.08616716121675581,0.9998707632749935,0.08615602525503704
Int_Med_AKT_cell,0.08459888394559748,0.9988086749123801,0.08449809917276845
Int_Med_CDK4_cell,0.08405700173931589,0.999553380705129,0.08401946026047011
Int_MeanEdge_Cdh1_cell,0.08219548392538527,0.9987841348749187,0.08209554530304121
Int_Med_RB_nuc,0.080839973813137,0.9965226096692101,0.08055886166985789
Int_Med_CDK4_cyto,0.0792812700779821,0.9995736317992199,0.07924746706550338
Int_Med_CDK4_ring,0.0792812700779821,0.9995736317992199,0.07924746706550338
Int_MeanEdge_cycD1_cell,0.07876672066931154,0.9990737519921908,0.07869376315120992
Int_Med_STAT3_ring,0.07516906873160449,0.9994646994539523,0.07512883068806657
Int_Med_STAT3_cyto,0.07516906873160449,0.9994646994539523,0.07512883068806657
Int_Med_Fra1_nuc,0.07241018806243445,0.9965660104750995,0.07216153223513197
Int_Med_pH2AX_cell,0.07214815349942243,0.9997037788241093,0.07212678168855449
Int_Med_p16_ring,0.07193542284500438,0.9997183684586838,0.07191516356099331
Int_Med_p16_cyto,0.07193542284500438,0.9997183684586838,0.07191516356099331
Int_Med_p14ARF_cell,0.07030852220243325,0.9978798517468658,0.07015945771190531
Int_Med_S6_nuc,0.06986140603006603,0.9982554702204709,0.0697395307268068
Int_MeanEdge_Skp2_cell,0.06837640380273151,0.9995970873409562,0.0683488540840595
Int_Med_S6_ring,0.06803935909989856,0.9994376302404572,0.0680010958218821
Int_Med_S6_cyto,0.06803935909989856,0.9994376302404572,0.0680010958218821
Int_Med_BP1_cyto,0.06739413837126708,0.999840917422968,0.06738341713805812
Int_Med_BP1_ring,0.06739413837126708,0.999840917422968,0.06738341713805812
Int_Med_pRB_cell,0.06699251329460912,0.9997902574257594,0.06697846211241586
Int_Med_cJun_cell,0.06586535959232094,0.9999130345375435,0.06585963158086414
Int_MeanEdge_cycE_cell,0.06433945330789426,0.9994458252339102,0.06430379800640701
Int_Med_Bcl2_nuc,0.06392649654992064,0.9989647069783462,0.06386031389414372
Int_Med_DNA_ring,0.06225737778865378,0.9999410975266311,0.062253710675116564
Int_Med_DNA_cyto,0.06225737778865378,0.9999410975266311,0.062253710675116564
Int_Med_STAT3_cell,0.0612787255829789,0.9993696903743731,0.061240101012397796
Int_Med_p16_cell,0.05891422198402624,0.9996935857016763,0.05889616982403572
Int_Med_RB_ring,0.05858635447566979,0.9998620844808921,0.05857827450817964
Int_Med_RB_cyto,0.05858635447566979,0.9998620844808921,0.05857827450817964
Int_Med_pERK_nuc,0.058564684087392904,0.9981826854723521,0.05845825363619377
Int_MeanEdge_p16_cell,0.05768059507198821,0.9993321825682199,0.057642074965123684
Int_Med_pSTAT3_ring,0.057199080420770876,0.9997589457792333,0.057185292341011475
Int_Med_pSTAT3_cyto,0.057199080420770876,0.9997589457792333,0.057185292341011475
Int_Med_pp65_cell,0.05586213466423833,0.9996425974019388,0.05584216939217609
Int_Med_pp38_cell,0.055349457548522545,0.9995958021797943,0.055327085418431864
Int_Med_p38_ring,0.05333166984362377,0.9992529107601339,0.05329182632693951
Int_Med_p38_cyto,0.05333166984362377,0.9992529107601339,0.05329182632693951
Int_Med_pp65_cyto,0.05024556606634401,0.9997162725418838,0.0502313100196024
Int_Med_pp65_ring,0.05024556606634401,0.9997162725418838,0.0502313100196024
Int_Med_pCHK1_cell,0.049392420410268104,0.9997036352156288,0.049377782236243645
Int_Med_cMyc_cell,0.04910414968033746,0.999690840302533,0.04908896865627791
Int_Med_BP1_cell,0.04789174557017319,0.9997901631988101,0.047881696119479344
Int_Med_pp21_cell,0.04757094901503559,0.9999611071069872,0.04756909884320503
Int_Med_p21_cyto,0.04755317975154711,0.999775137848471,0.04754248684123613
Int_Med_p21_ring,0.04755317975154711,0.999775137848471,0.04754248684123613
Int_Med_RB_cell,0.047499887197474014,0.9998092098335047,0.047490824686087105
Int_Med_CDK6_cyto,0.047329963357225675,0.9997634414369365,0.047318767049104045
Int_Med_CDK6_ring,0.047329963357225675,0.9997634414369365,0.047318767049104045
Int_Med_ERK_cell,0.047213108880108344,0.9987861643522271,0.04715579992550749
Int_Med_p53_cyto,0.04463966874663541,0.9998433344348198,0.04463267524770176
Int_Med_p53_ring,0.04463966874663541,0.9998433344348198,0.04463267524770176
Int_Med_E2F1_cell,0.04453883637176111,0.999067397924361,0.04449729936051426
Int_Med_cMyc_ring,0.040790245004173234,0.9997569659330705,0.04078033158503882
Int_Med_cMyc_cyto,0.040790245004173234,0.9997569659330705,0.04078033158503882
Int_Med_ERK_nuc,0.03991805401601206,0.9985105141787719,0.0398585966405442
Int_Med_pH2AX_cyto,0.03861357971426185,0.9997648019051244,0.03860449787387673
Int_Med_pH2AX_ring,0.03861357971426185,0.9997648019051244,0.03860449787387673
Int_Med_p21_cell,0.03567194780411785,0.9997140665054228,0.03566174799942384
Int_Med_DNA_cell,0.03486432100479169,0.9998776883713192,0.034860056692906746
Int_Med_ERK_cyto,0.033704495429202605,0.9988647807428823,0.03366623343693994
Int_Med_ERK_ring,0.033704495429202605,0.9988647807428823,0.03366623343693994
Int_Med_E2F1_ring,0.03361135226276787,0.999081076925077,0.033580466015594244
Int_Med_E2F1_cyto,0.03361135226276787,0.999081076925077,0.033580466015594244
Int_Med_p38_cell,0.03196189114198475,0.9991585108211415,0.03193499555645291
Int_Med_Skp2_cell,0.031602656777171945,0.9996230429529553,0.03159074393299446
Int_Med_Cdh1_ring,0.03112125134420777,0.9990193891531866,0.031090733507573232
Int_Med_Cdh1_cyto,0.03112125134420777,0.9990193891531866,0.031090733507573232
Int_Med_bCat_cyto,0.03089360806770758,0.9998007761074228,0.030887453322852577
Int_Med_bCat_ring,0.03089360806770758,0.9998007761074228,0.030887453322852577
Int_MeanEdge_cFos_cell,0.029171813453122086,0.998798656063948,0.029136768071926538
Int_MeanEdge_cycA_cell,0.028431791712848927,0.9998315079516423,0.02842700118202475
Int_Med_pSTAT3_cell,0.027688005854365854,0.9997203701364141,0.02768026346106583
Int_Med_YAP_cell,0.026852339021714328,0.9986429115373671,0.02681589802223325
Int_Med_pp38_ring,0.026404094621604996,0.9996741617432463,0.026395491157442334
Int_Med_pp38_cyto,0.026404094621604996,0.9996741617432463,0.026395491157442334
Int_Med_Skp2_cyto,0.024197505888665104,0.9996622800342062,0.02418933390780409
Int_Med_Skp2_ring,0.024197505888665104,0.9996622800342062,0.02418933390780409
Int_Med_Cdh1_cell,0.02340153601277847,0.998945800096539,0.02337686611577296
Int_Med_CDK6_cell,0.020682426764680597,0.999702899765775,0.02067628201084447
Int_Med_Cdt1_ring,0.020671456531383678,0.9997760058934478,0.0206668262469468
Int_Med_Cdt1_cyto,0.020671456531383678,0.9997760058934478,0.0206668262469468
Int_Med_GSK3b_cyto,0.019416052567220277,0.9993093619671763,0.01940264310287005
Int_Med_GSK3b_ring,0.019416052567220277,0.9993093619671763,0.01940264310287005
Int_Med_pp27_cell,0.019307165479970415,0.9999577324747991,0.019306349413866934
Int_Med_pp27_ring,0.019182901368499556,0.9999598347054115,0.01918213088161503
Int_Med_pp27_cyto,0.019182901368499556,0.9999598347054115,0.01918213088161503
Int_Med_YAP_cyto,0.01907572747854766,0.998835536199987,0.01905351448443998
Int_Med_YAP_ring,0.01907572747854766,0.998835536199987,0.01905351448443998
Int_Med_p53_cell,0.018779153188452143,0.9998260590337472,0.018775886724401135
Int_Med_p27_ring,0.018152118842268333,0.9998472230332729,0.018149345616611943
Int_Med_p27_cyto,0.018152118842268333,0.9998472230332729,0.018149345616611943
Int_Med_pp53_cell,0.017679089000742384,0.9997225736354044,0.017674184355351546
Int_Med_pCHK1_cyto,0.01495118757637175,0.99975631903593,0.014947544256569148
Int_Med_pCHK1_ring,0.01495118757637175,0.99975631903593,0.014947544256569148
Int_Med_p27_cell,0.013888622211793378,0.9997911976369013,0.01388572223465537
Int_Med_pp53_ring,0.013117969022990587,0.9997790089261672,0.013115070068929691
Int_Med_pp53_cyto,0.013117969022990587,0.9997790089261672,0.013115070068929691
Int_Med_cycD1_cyto,0.012967068185484674,0.9992423868863443,0.012957244164581683
Int_Med_cycD1_ring,0.012967068185484674,0.9992423868863443,0.012957244164581683
Int_Med_cycD1_cell,0.012883841581404674,0.9991100790309476,0.012872375980619433
Int_Med_Bcl2_ring,0.012128140299446066,0.9998158244442877,0.01212590659246666
Int_Med_Bcl2_cyto,0.012128140299446066,0.9998158244442877,0.01212590659246666
Int_Med_RSK1_cell,0.011610255510375181,0.9997026925043287,0.011606803694385288
Int_Med_Cdt1_cell,0.01155180468325067,0.999732529561751,0.011548714916989474
Int_MeanEdge_E2F1_cell,0.009163221815923394,0.9990299495898899,0.009154333028842927
AreaShape_Area_nuc,0.7151086158066671,0.011832948626640008,0.008461843513307938
Int_Med_cMyc_nuc,0.008350847447226088,0.9958394095144409,0.008316102990790804
Int_MeanEdge_CDK4_cell,0.0074401453805658675,0.9995508081142073,0.007436803327631799
Int_Med_pp21_cyto,0.007061015986317687,0.9999660916465521,0.007060776558891922
Int_Med_pp21_ring,0.007061015986317687,0.9999660916465521,0.007060776558891922
Int_Med_RSK1_cyto,0.006950335871994034,0.9997502085096381,0.0069485997372380525
Int_Med_RSK1_ring,0.006950335871994034,0.9997502085096381,0.0069485997372380525
Int_Med_pRSK_cell,0.0043269406461739,0.9984767645686659,0.004320349696872367
Int_Med_Bcl2_cell,0.004193824018574726,0.9997866901043656,0.004192929434411015
Int_Med_cycE_ring,0.0033079176545811433,0.9995060686185044,0.0033062837702441425
Int_Med_cycE_cyto,0.0033079176545811433,0.9995060686185044,0.0033062837702441425
Int_Med_GSK3b_cell,0.003024677329698242,0.999197769420199,0.0030222508410503272
Int_MeanEdge_pRSK_cell,0.002607113894992755,0.9976714350215042,0.0026010430608819253
Int_Med_bCat_cell,0.0023266217836588185,0.9997822494075185,0.0023261151603869465
Int_Med_pRSK_cyto,0.0012468088004270273,0.9985735927882808,0.0012450303433624633
Int_Med_pRSK_ring,0.0012468088004270273,0.9985735927882808,0.0012450303433624633
Int_Med_cycE_cell,0.0002733072719722857,0.9994597171134305,0.00027315960873046407
