track_id,start_frame,end_frame,observed_length,dense_length,mean_score,mean_depth
95,0,58,59,59,0.27288152869751375,0.6947624100333072
48,0,57,58,58,0.25722531922293473,0.7591793449786491
165,4,61,55,58,0.36996009555603954,0.8294299595626777
114,0,56,57,57,0.2552929662714186,0.6338163903088785
115,0,56,53,57,0.26999137941906887,0.561078932590872
243,43,99,57,57,0.25385071791190195,0.718420184246633
68,0,56,57,57,0.32845340982503185,0.6805146710518675
220,34,90,57,57,0.24037144413479253,0.5699170228739135
246,44,99,54,56,0.2690200775673569,0.5437258079572105
139,1,56,55,56,0.28830509599625037,0.6997994164495533
83,0,54,54,55,0.2673032803208442,0.715602282663029
30,0,54,54,55,0.27194875449588746,0.7300730645563102
134,1,55,54,55,0.2713363181257194,0.643999184857588
232,37,91,55,55,0.2360043112780485,0.5821864115201144
252,45,99,55,55,0.2314201801658533,0.5635674295177352
207,32,85,54,54,0.25215510170231553,0.6285059600433728
18,0,53,53,54,0.2695226721767976,0.7545271057507917
259,47,99,53,53,0.25120382760793014,0.645710231089499
248,44,96,51,53,0.4802019450362542,0.8089323985043501
254,47,99,53,53,0.26083085564857467,0.8568405915801527
244,44,95,52,52,0.26381981878930055,0.6728833013360149
94,0,51,52,52,0.257926390706312,0.6025823261765159
260,48,99,52,52,0.3281473959536871,0.7830939911880207
264,48,99,52,52,0.22743274664913804,0.717560690956704
262,48,99,52,52,0.2583987002588738,0.6912009341558286
266,48,99,49,52,0.2758129301725395,0.7443934742450493
54,0,50,51,51,0.36210753416904845,0.7303758647793663
38,0,50,51,51,0.26873645163784304,0.5854121748223255
36,0,50,51,51,0.25802180213920706,0.7758371620789385
205,29,79,50,51,0.2824816695166466,0.6805056299929494
51,0,49,49,50,0.2265294081583348,0.5969633755090914
149,2,51,50,50,0.339591126734945,0.7465741226885838
231,37,86,50,50,0.2595866036502468,0.6964893909021184
121,0,49,49,50,0.21942076755499484,0.7417505304947754
96,0,48,48,49,0.23179341210088653,0.525252555157813
230,37,85,49,49,0.28109399838742294,0.5815733633400376
190,22,70,49,49,0.271239658873965,0.6620500688570709
270,51,99,49,49,0.26917652543653064,0.7525517477443254
271,52,99,48,48,0.263358513111016,0.5856982190785985
261,48,95,47,48,0.23587404148226782,0.739606431549514
267,48,94,45,47,0.3047224002673491,0.7364983850797778
32,0,46,47,47,0.23870336002086087,0.6914375906778878
272,53,99,45,47,0.2839063467600127,0.625333929524162
198,25,71,47,47,0.250926382831142,0.7289647201683515
180,16,62,47,47,0.25335948139496683,0.6515635884890189
169,7,53,46,47,0.2589773396078752,0.6559621143470962
278,54,99,44,46,0.38877312593006774,0.7874245649207489
210,33,78,46,46,0.25437062237086977,0.6994596258787457
8,0,45,46,46,0.2653515769817029,0.5467492145126686
20,0,45,46,46,0.26592657938801617,0.673510216850205
74,0,45,46,46,0.2577015510526342,0.7143174736800575
153,2,47,44,46,0.22660205809064873,0.6424884538055784
280,54,99,45,46,0.23669209041307926,0.741781679526032
15,0,45,46,46,0.2568773307091972,0.6330917749443079
59,0,44,45,45,0.2402639126952389,0.7932705243768072
146,1,45,45,45,0.2823624809908318,0.8524860203770158
281,55,99,45,45,0.28467878652360756,0.6852460562934882
67,0,43,44,44,0.2937428036427207,0.6978881491854644
294,57,99,43,43,0.25521179888382206,0.7431336386654407
161,3,45,43,43,0.24917363014480345,0.8024310574335767
78,0,42,43,43,0.2341789849913992,0.6434119126047404
7,0,42,43,43,0.24705755352918965,0.6928154336372648
285,57,99,43,43,0.22192831721734171,0.6259809101849719
284,57,99,43,43,0.2442835609940286,0.523212365758733
290,57,99,43,43,0.26051934845114355,0.6962229869327319
288,57,99,42,43,0.33949636731280264,0.825622808217784
34,0,42,43,43,0.2336358150915765,0.6966271641735028
291,57,99,42,43,0.2389535894840682,0.5454869910237881
76,0,41,42,42,0.26151583219475927,0.8384407484992172
173,7,48,42,42,0.2508943601211487,0.5482761718665174
299,59,99,41,41,0.274079499791155,0.7217828300529924
306,59,99,41,41,0.24742550490935872,0.7943519948018449
305,59,99,41,41,0.2565708126366629,0.6077909740289515
296,59,99,41,41,0.2853079306223478,0.9066560354483558
302,59,99,40,41,0.2325381925685453,0.7978141881225785
107,0,39,39,40,0.2489738749591025,0.7758784072169767
50,0,39,39,40,0.25747391330235103,0.6832563094171401
64,0,38,39,39,0.24300169624780862,0.6287862230598424
234,37,74,38,38,0.2593592606014568,0.7591817999899304
196,23,60,38,38,0.21965382169588513,0.5645015678613677
71,0,37,38,38,0.2372033429290573,0.6126969874704485
87,0,37,38,38,0.26339592928676075,0.6248215249673036
177,15,52,38,38,0.27010611912621885,0.6805639102030382
217,34,71,38,38,0.2581115483438623,0.6998110395732481
178,16,53,38,38,0.248527706885118,0.6231008937082669
176,14,50,37,37,0.273110728332285,0.7428021298331726
312,63,99,37,37,0.25489415800728255,0.7774186216725147
120,0,36,37,37,0.23253518485228952,0.7245835106043174
307,59,95,37,37,0.24094325640205416,0.8482606549024982
152,2,38,37,37,0.27121279134968024,0.5041997033697615
145,1,37,36,37,0.2466402174394534,0.7914492731474382
313,64,99,35,36,0.33208915102649983,0.8171644781942338
10,0,35,36,36,0.26495591546394665,0.7468634956681891
144,1,36,36,36,0.25341823652427814,0.5349545767900307
101,0,35,36,36,0.25231356296875057,0.7457224266575361
185,20,55,36,36,0.2634589394079858,0.6421846067434492
295,59,94,36,36,0.373475444650351,0.8373888523590856
11,0,34,32,35,0.23696080462078134,0.6946421183259184
318,65,99,34,35,0.2356076319579141,0.7239603567085918
63,0,34,34,35,0.26670781512596814,0.6401359755536181
57,0,34,35,35,0.24147000822419024,0.5527520428806795
320,65,99,35,35,0.23809138883304298,0.6615535802238721
282,55,88,34,34,0.45874691353178515,0.762481267685275
223,35,68,34,34,0.2417967346483139,0.5381033196929513
191,22,55,34,34,0.26120466158032196,0.6593459010309697
279,54,87,32,34,0.3037432178480967,0.559388831121611
274,53,86,34,34,0.23537427777083764,0.7667791701617217
298,59,92,34,34,0.2333313056101492,0.522060046081904
132,1,34,33,34,0.2744624411044617,0.667789772237374
104,0,32,31,33,0.2516649966444894,0.4824812644977964
168,5,37,33,33,0.25489667773261654,0.5483194504987456
43,0,31,32,32,0.24826447302892524,0.7181750029237604
17,0,31,31,32,0.2666346017407782,0.7343821063407275
322,68,99,31,32,0.25532616544606085,0.6183121235732378
91,0,31,32,32,0.25941402743439235,0.7412696745933847
163,3,33,30,31,0.2164750069844576,0.6258576851536742
289,57,87,31,31,0.2895423834270708,0.6773700185722296
323,69,99,31,31,0.2377298241003009,0.6254367805670752
324,70,99,30,30,0.3083692245718019,0.8535659932139291
327,70,99,28,30,0.2661044661838258,0.5566639193615063
195,23,52,29,30,0.2729253555910916,0.6006313936089215
300,59,88,29,30,0.26946743735935935,0.6592427285331034
109,0,29,30,30,0.23983714936052908,0.7556850388467257
52,0,29,30,30,0.256399514598243,0.7106413659646537
265,48,77,30,30,0.24507060041290665,0.6475708245330251
326,70,99,30,30,0.23844269256684542,0.76464735546941
335,70,99,30,30,0.2528533549900337,0.6216251569494209
333,70,99,30,30,0.223741889885627,0.6441107284146226
332,70,99,29,30,0.2887926415314997,0.8228520006643896
330,70,99,30,30,0.29939114335074024,0.6883469850615412
334,70,99,30,30,0.24974496897171242,0.5659145387016916
292,57,85,27,29,0.27441886907045565,0.6351350568235089
44,0,28,29,29,0.26747318058646524,0.795100691015706
122,1,28,28,28,0.2365559344914753,0.7592173689713275
82,0,27,26,28,0.23931023731260523,0.7715493542646112
189,20,47,28,28,0.2466422393405184,0.6183054192543016
239,42,69,28,28,0.2529456151090886,0.5851385837110206
99,0,26,27,27,0.22688536184976263,0.6668625895095104
137,1,27,27,27,0.2501471095131966,0.5388982683831096
263,48,74,26,27,0.25096640623278943,0.727346325143923
113,0,26,27,27,0.25970202360455313,0.6225006633639354
283,55,81,27,27,0.24336339029384804,0.6675857592818006
249,44,70,27,27,0.2538090929011285,0.6069502335630602
201,27,53,27,27,0.2476948892115052,0.7587007657108932
37,0,25,26,26,0.2564550079545349,0.7995169543184137
315,64,89,26,26,0.37367695411584695,0.8601166928865542
309,62,87,26,26,0.27863893257243433,0.7381441359340623
345,74,99,25,26,0.24873236727758627,0.650307526205103
245,44,69,26,26,0.23934119427393089,0.7369167732234428
12,0,25,26,26,0.27527117887574093,0.6318404081766426
343,74,99,26,26,0.24267953554929964,0.7710266602928055
342,74,99,24,26,0.23847885952450754,0.6696451301294579
339,74,99,26,26,0.2625814948882328,0.6207847621329441
338,74,99,26,26,0.24543806704215207,0.7939810589159413
331,70,94,25,25,0.23105107928821833,0.7146087713220158
321,66,90,24,25,0.3126158997887893,0.7896365938809757
13,0,24,25,25,0.25412663600492547,0.758648947163136
286,57,81,25,25,0.256496611904121,0.5901349229111915
317,65,89,25,25,0.26080540774336913,0.5969410625900125
46,0,24,25,25,0.44875037016935104,0.8004248292237528
328,70,93,24,24,0.2689600070068603,0.48510798938650446
348,76,99,24,24,0.23748035792785935,0.6195308688262792
347,76,99,24,24,0.27026057026972644,0.7192502516067032
336,70,93,24,24,0.24984041296028844,0.8821802985942698
350,76,99,24,24,0.2804186296945586,0.8051415371042073
4,0,23,24,24,0.2652353916955494,0.5560296996629229
222,35,58,24,24,0.2329346584091787,0.6815444548575851
156,2,25,24,24,0.25000454776906217,0.6506485714034739
129,1,24,23,24,0.2825905421061163,0.6111894206821764
117,0,23,24,24,0.2860024725754491,0.6588788077914387
221,34,57,24,24,0.2536275243771588,0.5539914138919629
273,53,76,24,24,0.5032663710774057,0.8296238906002128
346,76,99,24,24,0.28921282151257405,0.5441038171372814
352,77,99,22,23,0.2537686687503464,0.796827314176198
351,77,99,22,23,0.241304549208557,0.7090232336580274
131,1,23,23,23,0.24206906857973534,0.7263893950518459
276,54,75,22,22,0.2537381658561518,0.7284168169043753
158,2,23,22,22,0.24947498059684856,0.6476701912630272
235,38,59,22,22,0.33945874714040813,0.743710965837595
65,0,21,22,22,0.239648973182802,0.8193607392993496
23,0,20,21,21,0.24407911913124797,0.7198665717797917
258,47,67,21,21,0.25461168305226145,0.7716074407369036
356,79,99,21,21,0.27095142556171115,0.673773410740741
133,1,21,21,21,0.2466884089353196,0.5353930369894114
219,34,54,21,21,0.25352586680539607,0.7708970718954301
349,76,96,21,21,0.24938506072020142,0.7571311901613019
212,33,53,21,21,0.2872745289074826,0.6954374682888285
355,79,99,21,21,0.2672822355711255,0.8366166886992348
143,1,20,20,20,0.22928026697340237,0.5469990561310898
174,8,27,20,20,0.25337759848129365,0.7707140170198452
354,79,98,19,20,0.27842487331768373,0.6802527910202698
329,70,89,19,20,0.2942838862266276,0.7108227850827028
69,0,19,20,20,0.25823975293632045,0.7434570418200744
40,0,19,20,20,0.23872257109704606,0.6803016647940222
126,1,20,19,20,0.24383380317816816,0.7911832155503808
359,81,99,19,19,0.25140341701929547,0.8781915992725045
360,81,99,19,19,0.2429295395757125,0.9258532506405777
361,81,99,19,19,0.2255568160997517,0.9184130972545862
365,81,99,19,19,0.24614980628505104,0.673068666057668
224,36,54,17,19,0.4667861041955659,0.7929866601234459
364,81,99,19,19,0.2389624951237823,0.601960669217143
363,81,99,19,19,0.2875181592120111,0.8131146019280521
357,81,99,19,19,0.26018381409491864,0.5991206127988103
193,23,40,18,18,0.2760350049838341,0.6052256657543178
203,28,45,18,18,0.25394523135758923,0.48757037181292934
369,82,99,18,18,0.2990258457172426,0.5994200775120486
371,82,99,18,18,0.2440574182485818,0.6951287678542655
367,82,99,18,18,0.24917117834361552,0.6607297685924465
368,82,99,18,18,0.24596778343124084,0.6223029111905897
366,82,99,18,18,0.2686477896175604,0.6529001691305716
90,0,17,18,18,0.2585625003688536,0.808384957960484
372,82,99,18,18,0.24490389881798202,0.5536085164945708
301,59,76,16,18,0.30553986643989295,0.7433998170420824
325,70,86,17,17,0.34620180989823535,0.6887591816565009
255,47,63,17,17,0.2630925224010439,0.6191051769364103
268,49,65,16,17,0.214646921963079,0.5716251507555709
186,20,36,17,17,0.2840341481040742,0.7012875032457383
21,0,16,17,17,0.24891051292370622,0.5490420981969042
353,78,94,16,17,0.24146300894249456,0.7714659423505934
250,44,59,16,16,0.3554287948621492,0.8356298714017287
202,28,43,15,16,0.24354045207545696,0.5578775066498898
188,20,35,16,16,0.23777190749439175,0.7726352307933608
241,42,57,16,16,0.1910167710568556,0.710536208129755
374,84,99,15,16,0.2511737605695493,0.6264288493890805
370,82,97,16,16,0.22493517167129193,0.534699561786778
269,51,65,15,15,0.22779535312999605,0.5358065933384851
236,38,52,15,15,0.2771074646581868,0.6553761507635703
85,0,14,15,15,0.26905188477852005,0.639072040125919
375,85,99,15,15,0.29199616193975225,0.5609614874045563
377,85,99,15,15,0.26732098431274276,0.7923705865118364
376,85,99,15,15,0.28690883256624494,0.723978628921071
257,47,61,15,15,0.2707914979206563,0.7166727174569936
379,85,99,15,15,0.2467743701766814,0.7318790884216502
378,85,98,14,14,0.23288372727862885,0.38555635327532195
2,0,13,14,14,0.4102354702170124,0.8811968083971048
197,23,36,14,14,0.22893206206344277,0.6122887821869442
80,0,13,14,14,0.19117261576263617,0.7137141109212172
179,16,29,14,14,0.24920415972387747,0.5548233956786823
181,17,30,13,14,0.24772937770737735,0.6807006949927631
108,0,12,13,13,0.230992314830264,0.6869229977331586
381,87,99,13,13,0.25409845316714375,0.6527941766724351
382,87,99,13,13,0.22267799826817453,0.6707688002875235
79,0,12,13,13,0.2241764261321051,0.6763062468845847
380,87,99,13,13,0.2570756655239259,0.6241737313670452
253,47,59,13,13,0.2372562124291314,0.6889830193124348
124,1,12,12,12,0.2866574445018309,0.6720657344825242
247,44,55,12,12,0.28359282854427703,0.8013655358216428
362,81,92,12,12,0.20262225656441782,0.8451089780670267
310,62,73,12,12,0.2692584457257718,0.5233407662999195
1,0,11,12,12,0.7111788054177787,0.8031301185395902
183,18,29,12,12,0.23719420466319066,0.6902145961689256
304,59,70,12,12,0.2756983883975401,0.7435154448819933
242,42,52,11,11,0.1993196981860515,0.5607246897093042
384,89,99,11,11,0.24948796236421344,0.6702834394863147
385,89,99,11,11,0.24120418730429813,0.7668944452152185
387,89,99,11,11,0.2137505927336157,0.7513269846718512
394,89,99,11,11,0.2643716603459175,0.754071872464312
392,89,99,11,11,0.2495617390267203,0.8149428915091886
393,89,99,11,11,0.27128988557158457,0.7751943252918775
389,89,99,11,11,0.2826249374404735,0.7791985436647093
390,89,99,11,11,0.22806728175315738,0.7414209960483283
373,82,92,11,11,0.2204847776162354,0.7714308999283511
340,74,84,11,11,0.27001792345533837,0.6014800755413906
337,70,80,11,11,0.25226956403883233,0.8251280055824378
388,89,99,11,11,0.2734220657136802,0.837334811036347
287,57,67,11,11,0.21118541133924953,0.8113986186038823
60,0,9,9,10,0.25399399883439827,0.7308629477930584
395,90,99,9,10,0.23157371847613673,0.5040806422532678
386,89,98,10,10,0.24848033333287178,0.7705270525836931
204,29,38,10,10,0.25199709833049555,0.6512479502139883
358,81,90,10,10,0.22579516016427567,0.7387102836455146
100,0,9,10,10,0.23977486393936634,0.6091990597323373
26,0,8,9,9,0.2603735349034116,0.82203697425227
316,65,73,9,9,0.2723260942390866,0.7570460108772504
314,64,72,9,9,0.256064050034544,0.8400249916234244
98,0,8,9,9,0.3076354292443189,0.676200730494066
297,59,67,9,9,0.3803945201965979,0.8526420290981473
9,0,8,8,9,0.2707981063868997,0.6525253159571408
130,1,8,7,8,0.2648518423886005,0.47731208455338753
151,2,9,8,8,0.24694280538255067,0.6563443685923331
293,57,64,8,8,0.26662227285505785,0.7904149713081488
398,92,99,8,8,0.2549641380431957,0.7753699246328394
31,0,7,8,8,0.27127571116349586,0.5705541478147421
397,92,99,8,8,0.20022144239446826,0.7774600915297656
45,0,7,8,8,0.22363602039493108,0.6560308190298728
256,47,54,8,8,0.2631777221342513,0.6295678176666505
233,37,44,8,8,0.23215579658434998,0.7509011350652838
251,44,51,8,8,0.16469800043389338,0.7881366570412647
399,93,99,7,7,0.21993533212190508,0.6263165731238223
214,33,39,7,7,0.29463409584310885,0.6025826680489741
240,42,48,7,7,0.3068585611106668,0.7557999249132225
308,62,67,6,6,0.5681698040238545,0.7957074418493654
171,7,12,6,6,0.3310796555893856,0.7981206174884882
396,92,97,6,6,0.3791524965901249,0.7666678910673307
400,94,99,6,6,0.2734219044150223,0.8676318428692928
401,94,99,6,6,0.24241747536063843,0.813941467290693
277,54,59,6,6,0.2767792987256576,0.6296107116685685
93,0,5,6,6,0.2372479038899722,0.8116405285941068
58,0,5,6,6,0.2791225528666919,0.6768021197495351
341,74,79,6,6,0.23197690022669226,0.7077645027198599
404,95,99,5,5,0.32574606725782224,0.6965645622207488
228,37,41,5,5,0.414365021754887,0.7676964157383576
407,95,99,5,5,0.2794945201777437,0.6241556042168191
405,95,99,5,5,0.30538228573200776,0.7890904099178084
406,95,99,5,5,0.2759048597594239,0.7419993640813353
403,95,99,5,5,0.3211723528817486,0.7519977853997482
402,95,99,5,5,0.3513211722389335,0.6906830602445977
19,0,4,5,5,0.3211300000976488,0.6834124560598265
344,74,78,5,5,0.2230578210037862,0.651429511758933
408,95,99,5,5,0.15292938874129297,0.7651644407252969
303,59,63,5,5,0.30341818128535636,0.7803192255200071
409,95,99,5,5,0.25308066029239057,0.7902570869568116
391,89,92,4,4,0.24354018886168122,0.7259927989377647
200,26,29,4,4,0.21440247802165965,0.6175781306659396
410,96,99,4,4,0.2488435707826704,0.7374161047707675
187,20,23,4,4,0.21271472080304824,0.6117132488808222
311,63,66,4,4,0.250263532591655,0.6171166806786119
383,87,90,4,4,0.22540406721951708,0.5580059219817268
119,0,3,4,4,0.19750699693753027,0.7427040577326798
53,0,2,3,3,0.20607257670744752,0.5105125447635349
411,97,99,3,3,0.23560628921928095,0.9454421067259942
275,54,56,3,3,0.3940999555337421,0.8307747854883883
170,7,9,3,3,0.3854126015975881,0.6394808414411858
412,98,99,2,2,0.2789850615963213,0.6677983952076227
415,98,99,2,2,0.22433624548836253,0.674983114866393
319,65,66,2,2,0.21679354288270652,0.7332673232347899
413,98,99,2,2,0.25105139243602187,0.7689773739386973
414,98,99,2,2,0.3626082924664594,0.7198526344428097
416,98,99,2,2,0.20352676527310784,0.6929662017885518
417,98,99,2,2,0.338886263372362,0.7986408463835639
418,98,99,2,2,0.31461458719901825,0.8402246228826138
419,98,99,2,2,0.28300782760700277,0.7285875703030731
420,98,99,2,2,0.19244641571470594,0.7765608757974005
