N,d,r,total_shots,matched_shots,unique_bitstrings,matched_unique_bitstrings,mean_ideal_prob,xeb_fidelity,xeb_std_error,xeb_sample_std,min_ideal_prob,max_ideal_prob,counts_path,amplitudes_path
16,12,29,20,20,20,20,2.312520842303732e-05,0.5155336592121736,0.23404577725616948,1.0466845355831385,2.638006378182374e-06,6.022106033076292e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r29_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r29_XEB_amplitudes.json
16,12,30,20,20,20,20,2.2693894339463368e-05,0.4872670594310714,0.24317454855738785,1.0875096419442853,4.302230207807227e-06,7.075098981745056e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r30_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r30_XEB_amplitudes.json
16,12,31,20,20,20,20,2.8308539471525683e-05,0.8552284428059072,0.35927718421062443,1.6067364133193407,5.141055034714739e-07,7.30247443475884e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r31_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r31_XEB_amplitudes.json
16,12,32,20,20,20,20,1.6052023686285553e-05,0.05198542430440993,0.13750113664288527,0.6149237770339574,2.961601404187025e-06,4.2993026629387877e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r32_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r32_XEB_amplitudes.json
16,12,33,20,20,20,20,2.1113984598156332e-05,0.3837260946247733,0.19092923447068313,0.8538614943368872,3.6413136648813113e-06,5.046634794177621e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r33_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r33_XEB_amplitudes.json
16,12,34,20,20,20,20,3.164513561716553e-05,1.0738956078065598,0.32088832150305063,1.4350562001332574,9.518440609463869e-07,7.656772385897526e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r34_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r34_XEB_amplitudes.json
16,12,35,20,20,20,20,2.4144315512527916e-05,0.5823218614290295,0.28393846116841226,1.2698114011985084,2.4418161122935893e-06,6.628588473386437e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r35_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r35_XEB_amplitudes.json
16,12,36,20,20,20,20,2.555529814507962e-05,0.6747920192359381,0.18099060712442125,0.8094146016383273,3.4680314672237175e-06,4.8091984695134816e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r36_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r36_XEB_amplitudes.json
16,12,37,20,20,20,20,2.8136513857251122e-05,0.8439545721488091,0.24436387231033702,1.0928284594619844,2.1771999646251607e-06,6.613016181449902e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r37_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r37_XEB_amplitudes.json
16,12,38,20,20,20,20,3.527392415966836e-05,1.3117118937280259,0.4713202068687526,2.1078080434555884,2.616834197793145e-07,0.00010657195950969013,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r38_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r38_XEB_amplitudes.json
16,12,39,20,20,20,20,2.7213898798942155e-05,0.7834900716874731,0.21038033827215671,0.9408494750118862,1.7504266713699413e-06,5.2107876393870596e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r39_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r39_XEB_amplitudes.json
16,12,40,20,20,20,20,2.875910631914773e-05,0.8847567917316654,0.2604911869448568,1.1649520030966112,4.1119972855444246e-07,7.451782846919398e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r40_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r40_XEB_amplitudes.json
16,12,41,20,20,20,20,3.278703405630943e-05,1.1487310639142945,0.36483780683157657,1.6316042736746847,5.763990978577411e-07,9.736366355569876e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r41_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r41_XEB_amplitudes.json
16,12,42,20,20,20,20,3.137563979740031e-05,1.0562339297624268,0.3479985848633283,1.556296983656263,3.6912961819053805e-06,0.00011098672749884544,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r42_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r42_XEB_amplitudes.json
16,12,43,20,20,20,20,2.7233817453110128e-05,0.7847954606070251,0.28068008530270006,1.2552395013345539,1.986728648072289e-06,5.813254139299107e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r43_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r43_XEB_amplitudes.json
16,12,44,20,20,20,20,2.6039228369507586e-05,0.7065068704240497,0.40621950447132715,1.8166688515683347,2.3936365173676204e-06,0.00011705049934073625,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r44_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r44_XEB_amplitudes.json
16,12,45,20,20,20,20,3.404154808446158e-05,1.230946895263274,0.33986235660642017,1.5199106647304605,3.955812670250245e-06,9.636201177777707e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r45_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r45_XEB_amplitudes.json
16,12,46,20,20,20,20,2.411482135261176e-05,0.5803889321647644,0.19713723775298864,0.881624529024441,3.902291457320546e-06,5.244763644595871e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r46_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r46_XEB_amplitudes.json
16,12,47,20,20,20,20,3.086628477451393e-05,1.022852838982545,0.36199522949695323,1.6188918813716489,2.1138417867377472e-06,9.066211087869783e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r47_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r47_XEB_amplitudes.json
16,12,48,20,20,20,20,3.3872254517119915e-05,1.2198520720339707,0.4019204584038604,1.7974429330778172,8.24645580144246e-06,0.00010735093856657462,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r48_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r48_XEB_amplitudes.json
16,12,49,20,20,20,20,1.7367010098942182e-05,0.13816437384427466,0.1931950932667456,0.8639947229277102,1.6516602043137152e-06,4.606416307626542e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r49_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r49_XEB_amplitudes.json
16,12,50,20,20,20,20,2.6682539259479288e-05,0.7486668929092346,0.290292380352689,1.298226991637674,1.6663063138278471e-07,7.143292997935022e-05,data/results/N_scan_depth12/N16_d12_XEB/N16_d12_r50_XEB_counts.json,data/amplitudes/N_scan_depth12/N16_d12_XEB/N16_d12_r50_XEB_amplitudes.json
24,12,1,20,20,20,20,9.355985790402013e-08,0.5696739449850527,0.2850336277249236,1.2747091349325956,4.190855587926205e-10,2.9481425491067403e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r1_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r1_XEB_amplitudes.json
24,12,2,20,20,20,20,1.0621446699521935e-07,0.7819830551036661,0.2973469593563056,1.3297760280471331,2.557344098001719e-09,3.1436734527598857e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r2_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r2_XEB_amplitudes.json
24,12,3,20,20,20,20,9.527892992618917e-08,0.5985151876205393,0.3782493729465161,1.69158262071016,1.3714176070621497e-09,4.283309889206885e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r3_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r3_XEB_amplitudes.json
24,12,4,20,20,20,20,9.38360255401944e-08,0.5743072690693583,0.32834176589078534,1.4683890167682356,1.3283860128679242e-08,3.6857287368192814e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r4_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r4_XEB_amplitudes.json
24,12,5,20,20,20,20,1.0034399476793121e-07,0.683492874524452,0.32179503318708946,1.4391111380562658,6.164780042043118e-09,3.8051900064860234e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r5_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r5_XEB_amplitudes.json
24,12,6,20,20,20,20,1.2431391044575302e-07,1.0856413273530547,0.3282036076132245,1.467771154167675,2.9130647587738187e-08,3.602314586947172e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r6_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r6_XEB_amplitudes.json
24,12,7,20,20,20,20,1.2272130484043077e-07,1.0589218391097528,0.48288524246445685,2.1595284549639873,1.192052610257225e-08,4.989782401592668e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r7_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r7_XEB_amplitudes.json
24,12,8,20,20,20,20,8.623674591876222e-08,0.4468125134161923,0.22458245368773988,1.0043632659989694,1.1469625371583592e-08,2.2054608201702415e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r8_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r8_XEB_amplitudes.json
24,12,9,20,20,20,20,1.1476690060999485e-07,0.9254690811844153,0.2538134977838954,1.1350884693035648,6.0988741239996646e-09,2.014670761249829e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r9_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r9_XEB_amplitudes.json
24,12,10,20,20,20,20,1.1263855975354843e-07,0.8897614469141887,0.22948245451841606,1.0262767358933642,4.940398633492889e-09,2.501532721557603e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r10_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r10_XEB_amplitudes.json
24,12,11,20,20,20,20,9.088762897112357e-08,0.5248413829763976,0.27718162045073846,1.2395938908827941,1.2911400285695472e-08,3.394488845499262e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r11_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r11_XEB_amplitudes.json
24,12,12,20,20,20,20,1.2397359616864372e-07,1.0799318012181083,0.4317683011453003,1.9309265437809835,3.4424019568625247e-09,4.77058215963238e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r12_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r12_XEB_amplitudes.json
24,12,13,20,20,20,20,1.1122545275717224e-07,0.8660534456048742,0.2776377777497719,1.241633888340937,1.1491894304520485e-08,3.2614913076892334e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r13_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r13_XEB_amplitudes.json
24,12,14,20,20,20,20,1.0872179219758527e-07,0.8240489916060026,0.34927665243189704,1.562012675582578,5.648792665954887e-09,3.845361353419492e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r14_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r14_XEB_amplitudes.json
24,12,15,20,20,20,20,9.45083315614772e-08,0.5855866924065202,0.309195540377048,1.3827644932457206,1.0399600538791014e-08,2.909073441130472e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r15_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r15_XEB_amplitudes.json
24,12,16,20,20,20,20,1.1035343106350437e-07,0.8514233492935226,0.3227052133956097,1.4431815876923182,2.444629423005293e-08,3.291907837860824e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r16_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r16_XEB_amplitudes.json
24,12,17,20,20,20,20,8.741138019575157e-08,0.46651960640224627,0.2050449402024626,0.9169888494701718,2.601831191687983e-08,2.0919554378909163e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r17_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r17_XEB_amplitudes.json
24,12,18,20,20,20,20,8.949686236254688e-08,0.5015081911787193,0.23587784328529512,1.0548777839439245,6.421206270958356e-09,2.6853234828946147e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r18_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r18_XEB_amplitudes.json
24,12,19,20,20,20,20,1.1008776832011815e-07,0.8469662680645793,0.321367593240068,1.4371995685005878,7.158138302034963e-10,2.791377940222478e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r19_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r19_XEB_amplitudes.json
24,12,20,20,20,20,20,1.0030157244582121e-07,0.6827811460631908,0.2767413516814944,1.2376249490899944,4.379840325373124e-09,2.4643696067802236e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r20_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r20_XEB_amplitudes.json
24,12,21,20,20,20,20,7.873827879092178e-08,0.32100911074351357,0.3282265761656243,1.4678738726566964,5.125945497078412e-09,3.664569744498832e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r21_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r21_XEB_amplitudes.json
24,12,22,20,20,20,20,7.526905599652478e-08,0.2628052105697914,0.24677738967499702,1.1036220372464962,3.767108281916041e-09,2.0237648469006717e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r22_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r22_XEB_amplitudes.json
24,12,23,20,20,20,20,9.548145182261609e-08,0.6019129412216235,0.24801211031299658,1.109143875806074,1.4699653222039393e-08,2.4304811097521007e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r23_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r23_XEB_amplitudes.json
24,12,24,20,20,20,20,1.0916061446313228e-07,0.8314112075406943,0.32108399104471674,1.4359312609258408,1.3160732288202623e-09,3.08117971513131e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r24_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r24_XEB_amplitudes.json
24,12,25,20,20,20,20,1.1033690372984968e-07,0.8511460666468936,0.2655865266566901,1.187739055024838,2.000671949580076e-08,2.480987815612494e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r25_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r25_XEB_amplitudes.json
24,12,26,20,20,20,20,1.0275239626461058e-07,0.7238991466489648,0.3319071760044979,1.4843340155320888,3.567361101537659e-09,3.0992531536906795e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r26_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r26_XEB_amplitudes.json
24,12,27,20,20,20,20,9.70469404282583e-08,0.6281774817040215,0.2796864588210048,1.2507958686199248,2.793880389044248e-09,3.010306894908155e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r27_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r27_XEB_amplitudes.json
24,12,28,20,20,20,20,1.0967084086978098e-07,0.8399713861739432,0.4073093510293675,1.8215427935459794,7.286489301814619e-09,3.917591632605823e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r28_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r28_XEB_amplitudes.json
24,12,29,20,20,20,20,7.484234674168029e-08,0.25564621723206654,0.2700127449221517,1.207533704874485,2.926987418002073e-09,2.633002723578969e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r29_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r29_XEB_amplitudes.json
24,12,30,20,20,20,20,7.611863780487667e-08,0.2770588280781818,0.1630830419937687,0.7293295357510393,1.490968136697303e-08,1.5782304591774273e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r30_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r30_XEB_amplitudes.json
24,12,31,20,20,20,20,6.335678385919299e-08,0.06295044787099449,0.16942956899237485,0.7577120673308815,6.167491396577598e-09,1.4967350226882143e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r31_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r31_XEB_amplitudes.json
24,12,32,20,20,20,20,8.485566539785548e-08,0.4236418272035475,0.2915789792674518,1.3039808369040482,3.930811349627093e-09,2.7658152734588176e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r32_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r32_XEB_amplitudes.json
24,12,33,20,20,20,20,9.829151072182773e-08,0.6490579063464195,0.3505430502218653,1.5676761786724274,2.089227761976843e-09,3.789366426733442e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r33_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r33_XEB_amplitudes.json
24,12,34,20,20,20,20,9.332565012311004e-08,0.5657445904558435,0.26874216375665266,1.2018514931605113,7.140097552837012e-09,3.1780918994067734e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r34_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r34_XEB_amplitudes.json
