feature,clean_name,variance,spearman_age,spearman_pseudotime,mutual_info_pseudotime,f_batch,f_phase,f_state,dynamic_score,variance_rank,dynamic_rank
Int_Med_STAT3_ring,Med_STAT3_ring,0.999999999999997,0.07173629666069929,0.4924947984094152,0.16254302896981976,0.001014661434465357,7.666602458909845,5.124126218242617,0.26146418297462204,199.0,43.0
Int_Med_cycB1_cell,Med_cycB1,1.0000000000000004,0.5493045847193913,0.28593904967066514,0.05283188464380828,0.0003863090065530442,1070.4166162153138,130.48221295011763,0.25914628520913074,110.0,44.0
Int_Med_cycB1_ring,Med_cycB1_ring,1.0000000000000042,0.560699121186191,0.2691534187196881,0.0726406089120557,0.00034509042636342654,1122.0651929877622,135.15781693610643,0.25729357429919747,40.0,45.0
Int_Med_YAP_ring,Med_YAP_ring,0.9999999999999963,0.017320961051890734,0.511740630436564,0.15830862464241502,4.256013682507847e-05,7.574753661875866,4.566385430654346,0.25727348067992145,204.0,46.0
Int_Med_YAP_cyto,Med_YAP,0.9999999999999963,0.017320961051890734,0.511740630436564,0.15477962127284695,4.256013682507847e-05,7.574753661875866,4.566385430654346,0.2567441301744862,204.0,47.0
Int_Med_cycB1_cyto,Med_cycB1,1.0000000000000042,0.560699121186191,0.2691534187196881,0.06810303284438479,0.00034509042636342654,1122.0651929877622,135.15781693610643,0.2566129378890468,40.0,48.0
Int_Med_pGSK3b_cell,Med_pGSK3b,0.9999999999999963,0.0889384021762424,0.4748969534572957,0.15945008557021279,0.0004743119541486508,9.549085187404597,10.739493591052133,0.2566004985908681,204.0,49.0
Int_Med_pS6_cyto,Med_pS6,1.000000000000001,0.10846889436826473,0.45730746005234646,0.1277459785537589,0.00024560813280368344,81.06658423697532,1.1126714265054785,0.2514160598059188,96.0,50.0
Int_Med_pS6_ring,Med_pS6_ring,1.000000000000001,0.10846889436826473,0.45730746005234646,0.12163122531154524,0.00024560813280368344,81.06658423697532,1.1126714265054785,0.25049884681958673,96.0,51.0
Int_Med_PCNA_cell,Med_PCNA,1.0000000000000067,0.25491389892986577,0.3779811390362472,0.11936384950783463,6.62242495639622e-05,29.240823453369998,22.423299161102417,0.24664378766209355,18.0,52.0
Int_Med_pS6_cell,Med_pS6,0.9999999999999952,0.13543170062563092,0.43684229776433303,0.10591847730474058,0.0001504387337335641,84.44382204759037,1.0688358398127333,0.2463096880041725,211.0,53.0
Int_MeanEdge_GSK3b_cell,GSK3b,1.0000000000000016,0.14003489423084062,0.43925530461018236,0.10505628108167109,0.0001912055284181452,6.410365064246449,4.396624846467567,0.24532629475265985,79.0,54.0
Int_Med_pGSK3b_cyto,Med_pGSK3b,1.0000000000000027,0.1159699814494251,0.4342463367757918,0.1437019072362018,0.0005896972539289918,15.84088673081707,14.449041679558709,0.2420185538079001,56.0,55.0
Int_Med_pGSK3b_ring,Med_pGSK3b_ring,1.0000000000000027,0.1159699814494251,0.4342463367757918,0.1376902643679525,0.0005896972539289918,15.84088673081707,14.449041679558709,0.2411168073776627,56.0,56.0
Int_Med_p14ARF_nuc,Med_p14ARF,1.000000000000002,0.1009676982165501,0.45381275053879494,0.11037805232231968,0.006232547389632859,12.978700904290529,33.001524053469936,0.2397543610863642,72.0,57.0
Int_Med_DNA_cell,Med_DNA,1.0000000000000075,0.028943728751336665,0.4554510202600831,0.16951208308488486,0.000301488563564626,2.535120935690355,1.273353562245087,0.23758555945510226,11.0,58.0
Int_MeanEdge_cJun_cell,cJun,1.0,0.21672360168731614,0.3781638469492719,0.09160488140184775,0.00048131631018862194,7.990527109428695,3.040352854816695,0.23627689181971084,132.0,59.0
Int_Med_cFos_nuc,Med_cFos,0.999999999999999,0.31391288072518436,0.3294983927823918,0.07493461002716018,0.005513555959582363,52.10579996648793,16.182979575507566,0.2336171506151375,163.0,60.0
Int_MeanEdge_pCHK1_cell,pCHK1,0.9999999999999993,0.1702349070120387,0.39192707958955547,0.1087160247959682,0.0008539380115916285,8.134102366289369,0.7173319828273351,0.23344328929317143,154.0,61.0
Int_Med_PCNA_ring,Med_PCNA_ring,0.9999999999999905,0.2745114406756147,0.340289800217115,0.11271390947808602,1.4266613428036835e-06,56.26470587639627,39.67082432518374,0.23317765384086256,229.0,62.0
Int_Med_PCNA_cyto,Med_PCNA,0.9999999999999905,0.2745114406756147,0.340289800217115,0.09934344515208693,1.4266613428036835e-06,56.26470587639627,39.67082432518374,0.2311720841919627,229.0,63.0
Int_Med_CDK6_cell,Med_CDK6,1.0000000000000067,0.024208970597518368,0.45787090964023475,0.14260821858874806,0.00021823404916215784,4.402431366699826,9.498511005466503,0.22943462137013626,18.0,64.0
AreaShape_Area_nuc,AreaShape_Area,1.0000000000000027,0.7146348635615428,0.11272761048593744,0.02639090606665917,0.00015573051067005995,493.74368612281955,44.39149453456962,0.22597365784972107,56.0,65.0
Int_Med_S6_cyto,Med_S6,1.00000000000001,0.07586815438434266,0.4086236269059105,0.16124295600962668,0.0007020157240535184,20.098450810927073,6.591806610149809,0.2247224653229637,3.0,66.0
Int_Med_S6_ring,Med_S6_ring,1.00000000000001,0.07586815438434266,0.4086236269059105,0.16120121027078227,0.0007020157240535184,20.098450810927073,6.591806610149809,0.22471620346213705,3.0,67.0
Int_MeanEdge_p16_cell,p16,1.0,0.055480953598460246,0.43039412082860373,0.12594606865629565,1.1997527992503709e-05,1.3342584164706794,1.3035151076384324,0.22467436878908545,132.0,68.0
Int_Med_CDK2_nuc,Med_CDK2,0.9999999999999983,0.6007035083485317,0.17819291063818576,0.011192473292675587,0.0007565008832567719,543.0702275585514,76.44324724185445,0.22370883245706505,178.0,69.0
Int_Intg_DNA_nuc,Intg_DNA,1.0,0.7359945236404305,0.1045153308606825,0.0221357735432246,0.0023504777578524498,1734.4483924164545,123.58738088052925,0.2232244579197571,132.0,70.0
Int_Med_S6_cell,Med_S6,1.0000000000000038,0.09848727986970829,0.40527167551133125,0.11963210319867468,0.0006181126171472283,25.40977657630005,6.323967242750304,0.22260526430914768,44.0,71.0
Int_Med_DNA_cyto,Med_DNA,1.000000000000008,0.04945690942483249,0.41942807982788144,0.1377629055658529,0.004805547940938177,7.540830896273948,1.1507348154211563,0.22129189529817372,8.0,72.0
Int_Med_BP1_nuc,Med_BP1,0.9999999999999992,0.2680758638404665,0.327160103687122,0.06934770504438958,0.00039835938165355575,42.78351430856595,3.381443093475208,0.22044811534429484,159.0,73.0
Int_Med_DNA_ring,Med_DNA_ring,1.000000000000008,0.04945690942483249,0.41942807982788144,0.13183028367053584,0.004805547940938177,7.540830896273948,1.1507348154211563,0.22040200201387616,8.0,74.0
Int_Med_p53_cell,Med_p53,1.0000000000000049,0.009913395457826062,0.4384147490045679,0.12709789839392371,0.009232212473770625,0.5681564836526265,1.1460745566507573,0.21659291626591304,35.0,75.0
Int_MeanEdge_pS6_cell,pS6,1.0000000000000007,0.09196464653274017,0.3917276523298767,0.12050927570341141,3.2369093221019057e-10,16.432025808958162,3.005992167403418,0.2154727384979399,105.0,76.0
Int_Med_CDK6_ring,Med_CDK6_ring,1.0000000000000022,0.0484252437261092,0.4130031814674628,0.1285532348848326,0.00019295384211549476,6.6849086683859795,11.359498091891323,0.21320485455193128,66.0,77.0
Int_Med_CDK6_cyto,Med_CDK6,1.0000000000000022,0.0484252437261092,0.4130031814674628,0.1205874514980767,0.00019295384211549476,6.6849086683859795,11.359498091891323,0.21200998704391788,66.0,78.0
Int_Med_pAKT_nuc,Med_pAKT,1.0000000000000002,0.14149436584683492,0.36506515184521343,0.07000415180047881,0.0006075778060550279,7.689722347375297,0.9406304254870931,0.20931784591955888,115.0,79.0
Int_Med_pRSK_cell,Med_pRSK,1.0000000000000007,0.001206207317802089,0.4305217017723559,0.11493562670214441,0.0021500364888654582,4.945193880374136,6.6662948816451975,0.20921609466513913,105.0,80.0
Int_Med_pRSK_ring,Med_pRSK_ring,1.0000000000000002,0.004077172202488541,0.4067361073767903,0.12161050031421006,0.0021656191104126605,5.646596057570487,6.917422827000603,0.2005529142759972,115.0,81.0
Int_Med_pRSK_cyto,Med_pRSK,1.0000000000000002,0.004077172202488541,0.4067361073767903,0.11760742788515444,0.0021656191104126605,5.646596057570487,6.917422827000603,0.19995245341163886,115.0,82.0
Int_MeanEdge_cycB1_cell,cycB1,0.9999999999999996,0.274448762228661,0.289547065237376,0.06559825747475401,0.0006879657357582347,325.64672919571495,62.32658620163001,0.1998054553812918,153.0,83.0
Int_MeanEdge_pERK_cell,pERK,1.0000000000000009,0.23287717648141512,0.30143860507990383,0.0619213299649326,0.0004133907769062146,30.74117232131762,15.636189174322565,0.19962144991188813,100.0,84.0
Int_Med_Cdt1_nuc,Med_Cdt1,0.9999999999999989,0.5046733847071078,0.1642555295001759,0.03649665650966227,2.7797190388281963e-06,408.207120228137,1.3110513295329218,0.1985616657318789,169.0,85.0
Int_Med_p53_ring,Med_p53_ring,1.0000000000000056,0.023092906349823264,0.39171059887318205,0.11694815420548554,0.01514257144508104,1.849905673738988,1.352543221633736,0.19631123967575304,25.0,86.0
Int_Med_pAKT_ring,Med_pAKT_ring,1.0000000000000002,0.24997320120585825,0.27539733079468215,0.059466967711195196,0.0010115264841615674,30.830920498446954,5.067443943826492,0.1952410427921529,115.0,87.0
Int_Med_pAKT_cyto,Med_pAKT,1.0000000000000002,0.24997320120585825,0.27539733079468215,0.05769313697108558,0.0010115264841615674,30.830920498446954,5.067443943826492,0.19497496818113647,115.0,88.0
Int_Med_cycA_cell,Med_cycA,1.0000000000000093,0.28653325024829934,0.2582204906084245,0.07458275045226515,0.0001635446432684441,167.88299702322539,13.026158554600553,0.1937982415401848,5.0,89.0
Int_Med_p53_cyto,Med_p53,1.0000000000000056,0.023092906349823264,0.39171059887318205,0.09303194378809732,0.01514257144508104,1.849905673738988,1.352543221633736,0.19272380811314482,25.0,90.0
Int_Med_pAKT_cell,Med_pAKT,0.999999999999998,0.24059667631057924,0.2709676871415704,0.06056288239528129,0.0009072127021499526,25.72686464642962,3.550957386636251,0.191078380507301,187.0,91.0
Int_Med_cycA_nuc,Med_cycA,1.000000000000001,0.73238994282907,0.026348233859663825,0.04918163097878292,2.873396413295065e-05,1801.4128560049044,151.02121172389968,0.1893166381129271,96.0,92.0
Int_Med_Bcl2_nuc,Med_Bcl2,0.9999999999999956,0.06187786949951481,0.3638691438684981,0.07289626815216366,0.0007799791172025782,47.7363022962645,2.7992827839167846,0.18777033516831104,209.0,93.0
Int_Med_pp21_cell,Med_pp21,1.000000000000008,0.0350453150133394,0.3630204696823078,0.09332697057505346,0.010735611196805304,17.422064539756768,1.5812532876953118,0.18505174632975815,8.0,94.0
Int_MeanEdge_BP1_cell,BP1,1.0000000000000022,0.08976532499241018,0.3294797770497488,0.0780807835877777,0.00036307185551141385,6.612667653786055,3.682925535896466,0.1823830478625687,66.0,95.0
Int_Med_pH2AX_cell,Med_pH2AX,1.0000000000000016,0.0657626283914205,0.3358043441082174,0.11725504737832182,0.0007472640886478776,5.219736635843006,4.774228938345239,0.18200251028999664,79.0,96.0
Int_MeanEdge_S6_cell,S6,0.9999999999999997,0.14149742010444838,0.30153352572566594,0.07444457277773697,0.0012597308736418244,15.528363028178312,1.3958637200950161,0.18068702170353712,145.0,97.0
Int_Med_p21_cell,Med_p21,0.9999999999999972,0.037143232133353896,0.3483345057369778,0.10346408521400363,1.649929560603617e-05,19.6504981274771,8.149734039367747,0.18021729236836706,196.0,98.0
Int_MeanEdge_PCNA_cell,PCNA,0.9999999999999989,0.25977044219430495,0.24273168818016555,0.052620758403069345,9.862045115078011e-06,6.657582383817957,2.309836085454893,0.1795871139715196,169.0,99.0
Int_Med_cycA_cyto,Med_cycA,0.9999999999999987,0.2937574364225623,0.21221350877188377,0.09321416410239625,0.0003559387877934304,367.88611557352203,26.571478764105645,0.1776218226815722,172.0,100.0
Int_MeanEdge_STAT3_cell,STAT3,1.0000000000000002,0.0901483593492867,0.31834872859339813,0.08286231122211607,0.002130270966332947,4.189073711226869,2.491897944206233,0.17668986681467438,115.0,101.0
Int_Med_Fra1_cell,Med_Fra1,0.9999999999999944,0.11327101455998687,0.3095721132864985,0.07048951368304035,0.000257367258477366,11.777200531891706,1.2644608642591386,0.17644161491665136,216.0,102.0
Int_MeanEdge_CDK6_cell,CDK6,1.000000000000002,0.10719738920254983,0.3129043635742358,0.05455578723001775,0.00044300826076232113,1.9919757586711577,0.6175990585662606,0.1757453879773888,72.0,103.0
Int_Med_cycA_ring,Med_cycA_ring,0.9999999999999987,0.2937574364225623,0.21221350877188377,0.07258203171863187,0.0003559387877934304,367.88611557352203,26.571478764105645,0.17452700282400754,172.0,104.0
Int_Med_Cdh1_cell,Med_Cdh1,1.0000000000000036,0.07070545787489889,0.3389067564396996,0.07692348897141432,0.08381009283805747,42.654724568851975,1.4129304318947415,0.17212787939892885,47.0,105.0
Int_MeanEdge_p14ARF_cell,p14ARF,1.0000000000000002,0.12968895943101802,0.28978905177909076,0.05900794687137534,0.001740345756760373,5.828654859838802,1.6404892812279848,0.1697257748144504,115.0,106.0
Int_MeanEdge_p53_cell,p53,1.0000000000000029,0.1401330627363786,0.2834659374344566,0.03387372634841679,0.005096980745615151,8.536213479006657,3.770675172381922,0.16627559070885709,53.0,107.0
Int_Med_p21_ring,Med_p21_ring,0.9999999999999928,0.04899299173364124,0.31863586688877765,0.0770585967832238,1.3108791787809695e-06,20.941698475980427,9.182359916999726,0.16492080534913842,223.0,108.0
Int_Med_pRSK_nuc,Med_pRSK,1.0000000000000016,0.118745420387973,0.2865131250747549,0.05534846715707609,0.000905054357295557,9.821159668740789,3.411710769662553,0.16486299989360834,79.0,109.0
Int_Med_p21_cyto,Med_p21,0.9999999999999928,0.04899299173364124,0.31863586688877765,0.07134391736142387,1.3108791787809695e-06,20.941698475980427,9.182359916999726,0.16406360343586843,223.0,110.0
Int_Med_p27_cell,Med_p27,0.999999999999996,0.024158415798324062,0.32011395639284007,0.08748313842607391,2.911991745510597e-06,20.670513419021955,4.57085590403407,0.16196566000511534,208.0,111.0
Int_Med_p14ARF_ring,Med_p14ARF_ring,1.0000000000000056,0.10633435157098928,0.2786889567288757,0.0827670808769172,0.0021239332849556456,10.016278077248433,9.372108256194673,0.16106263953267022,25.0,112.0
Int_Med_p14ARF_cyto,Med_p14ARF,1.0000000000000056,0.10633435157098928,0.2786889567288757,0.08151883274451688,0.0021239332849556456,10.016278077248433,9.372108256194673,0.16087540231281017,25.0,113.0
Int_Med_pH2AX_nuc,Med_pH2AX,1.0000000000000036,0.5826144580301129,0.046977330296821274,0.019646346164981843,3.3797205066908775e-05,456.5041108606331,91.06220158159725,0.1599960091187562,47.0,114.0
Int_Med_pp21_nuc,Med_pp21,1.0000000000000016,0.4840634471442134,0.08888539931304258,0.021465419713609712,4.642209044357267e-05,134.66691956798167,9.608163011353836,0.15948329875530298,79.0,115.0
Int_Med_Fra1_cyto,Med_Fra1,0.9999999999999837,0.14575576650308933,0.2542786488580086,0.0649638993333932,0.0015526951496738946,39.55752047267783,2.064940421440401,0.15841101951404116,235.0,116.0
Int_Med_Fra1_ring,Med_Fra1_ring,0.9999999999999837,0.14575576650308933,0.2542786488580086,0.06380653764366961,0.0015526951496738946,39.55752047267783,2.064940421440401,0.1582374152605826,235.0,117.0
Int_Med_pp53_nuc,Med_pp53,1.0000000000000002,0.3704153269125631,0.15619139474359536,0.0,0.00020741002876851092,77.69160242332553,17.655743395397426,0.1574726434811969,115.0,118.0
Int_Med_pERK_nuc,Med_pERK,1.0000000000000013,0.05677977697738273,0.29889529429630135,0.06130546480596877,0.00041583819414293217,2.8478095140935267,4.631332449936847,0.15616274349195744,87.0,119.0
Int_MeanEdge_pRSK_cell,pRSK,0.9999999999999997,0.006487175609937316,0.32706160894295716,0.056611402773982356,0.0006370892076598443,1.7457767525770684,2.4591803674462636,0.15575300041303544,145.0,120.0
Int_MeanEdge_Cdh1_cell,Cdh1,0.9999999999999979,0.1571476446738223,0.25649658737186637,0.05464399891340488,0.07084936960033039,16.611910084019282,0.8166338511612412,0.15516400612329978,188.0,121.0
Int_Med_CDK4_cell,Med_CDK4,0.9999999999999993,0.09828133808582998,0.28348514508594636,0.057842644941460186,0.07540126886087792,17.577391048124127,1.387126535891144,0.15354566002241105,154.0,122.0
Int_Std_PCNA_nuc,Std_PCNA,0.9999999999999997,0.5537299982861966,0.04925548427039136,0.013230253949964244,5.508707874447955e-05,813.2900450236734,113.31736304508395,0.15291062142359546,145.0,123.0
Int_Med_pH2AX_ring,Med_pH2AX_ring,1.0000000000000069,0.02813812094666046,0.2953970238794306,0.10178466342808967,0.0014872271771683868,2.3097426407734716,5.473188097323865,0.1528047468434403,14.0,124.0
Int_Med_YAP_nuc,Med_YAP,1.0000000000000013,0.13119370681931283,0.2635101865410993,0.01726388942646384,0.001610229479787264,15.222269322199425,8.301493497918436,0.15108180947262803,87.0,125.0
Int_Med_pH2AX_cyto,Med_pH2AX,1.0000000000000069,0.02813812094666046,0.2953970238794306,0.08435048582621274,0.0014872271771683868,2.3097426407734716,5.473188097323865,0.15018962020315876,14.0,126.0
Int_Med_Cdh1_ring,Med_Cdh1_ring,1.0000000000000049,0.0944384466312921,0.284663883929562,0.0612677180259098,0.13648220214931323,41.462211330969765,1.4717453066277866,0.14636909520551383,35.0,127.0
Int_Med_Cdh1_cyto,Med_Cdh1,1.0000000000000049,0.0944384466312921,0.284663883929562,0.053678225831315096,0.13648220214931323,41.462211330969765,1.4717453066277866,0.14523067137632462,35.0,128.0
Int_Med_CDK2_cell,Med_CDK2,0.9999999999999976,0.13665014731929784,0.23638622077350233,0.0700039842324669,3.136625513587974e-05,31.93664797617663,29.081959888127788,0.144826519542769,194.0,129.0
Int_Med_Skp2_nuc,Med_Skp2,0.999999999999999,0.5137867003929677,0.06296925681342694,0.015983433245927436,1.0522283208481603e-05,1066.6568869362243,257.51172377141495,0.14394388345374656,163.0,130.0
Int_MeanEdge_pH2AX_cell,pH2AX,1.000000000000001,0.14883763862002602,0.22228762109976588,0.05475670825395795,3.545982974434847e-05,8.348634075336182,0.48197897116981603,0.14388491346970475,96.0,131.0
Int_Med_AKT_nuc,Med_AKT,0.9999999999999993,0.16672144984083065,0.216808866754021,0.05076995394160644,0.002125435704773463,27.07027642212619,1.969963193332775,0.1434557477620419,154.0,132.0
Int_Med_S6_nuc,Med_S6,0.9999999999999997,0.07103784385741135,0.26034731143227247,0.05785108783743187,0.00011924673911934058,1.0403174380021152,7.534230904620156,0.14011565826410716,145.0,133.0
Int_MeanEdge_RB_cell,RB,1.0000000000000004,0.15739859654985608,0.1983866393901468,0.07326858146060466,2.9893999966099467e-05,5.1203465263534875,5.419148296406432,0.13961093472680586,110.0,134.0
Int_Med_p27_ring,Med_p27_ring,0.9999999999999987,0.025685647733713974,0.2777479248148693,0.06639376964518107,0.00020421684335134317,39.667026775177966,5.429112221217205,0.13945140186916222,172.0,135.0
Int_Med_p27_cyto,Med_p27,0.9999999999999987,0.025685647733713974,0.2777479248148693,0.06216670409805669,0.00020421684335134317,39.667026775177966,5.429112221217205,0.13881734203709356,172.0,136.0
Int_Med_p14ARF_cell,Med_p14ARF,1.0000000000000053,0.07950769083552546,0.25873711479190364,0.04209731948788953,0.002190055484080125,9.834399946382241,13.678272432805997,0.1383712393810183,34.0,137.0
