battery_id,discharge_index,ambient_C,capacity_Ah,max_temp_C,min_voltage_V,duration_s
B0005,124,24.0,1.4012037783587625,40.81506138506309,2.6806995515145213,2918.375
B0005,125,24.0,1.3967008232726328,40.858374219876424,2.6695398084864568,2919.812
B0005,126,24.0,1.391284788852726,40.839876773287166,2.671695307817951,2900.422
B0005,127,24.0,1.3862287677978349,40.85376069244676,2.661289185949965,2901.375
B0005,128,24.0,1.3804366761974138,40.74795214258888,2.667817533540102,2901.187
B0005,129,24.0,1.3752364150256224,40.68794001196382,2.684008069130594,2891.64
B0005,130,24.0,1.3705128024895008,40.7810749453613,2.6585256208771644,2882.906
B0005,131,24.0,1.3705085566270399,40.88159339768709,2.6372250579822927,2883.265
B0005,132,24.0,1.3647355108681518,40.81191473576834,2.6514257735606432,2882.969
B0005,133,24.0,1.375392016895762,41.11793533148924,2.676384659108382,2891.656
B0005,134,24.0,1.3861115151535393,41.248795355864885,2.6949138502817815,2901.25
B0005,135,24.0,1.3698500035838939,41.16242984455477,2.6973343716306273,2891.703
B0005,136,24.0,1.3647827949260758,41.16437554618679,2.642540259937964,2883.016
B0005,137,24.0,1.3543220466259964,40.864216180205034,2.699226257883075,2873.453
B0005,138,24.0,1.3546417018378962,41.25434553511566,2.676480329780849,2874.031
B0005,139,24.0,1.3547039213192407,41.45023191903855,2.642142168479886,2874.234
B0005,140,24.0,1.349314997503458,41.27708509224051,2.644725254926797,2864.984
B0005,141,24.0,1.3441891937970554,41.064605154983276,2.632270655366611,2855.093
B0005,142,24.0,1.3389913790695755,40.99284868101728,2.6391006118876117,2855.625
B0005,143,24.0,1.3389145230206971,41.29040553417739,2.637841830893275,2855.594
B0005,144,24.0,1.3340066759761655,41.22740227746052,2.668286095904868,2847.437
B0005,145,24.0,1.3286444309174914,41.04619550953222,2.6490198126838553,2847.36
B0005,146,24.0,1.3231708992276219,40.85874389007758,2.664058512378051,2837.328
B0005,147,24.0,1.3181691588445197,40.79196924883506,2.6883611693898826,2837.281
B0005,148,24.0,1.3184664436640334,41.14127834456325,2.6869753836302124,2838.515
B0005,149,24.0,1.318293040102702,41.14429319149828,2.6507536817766586,2828.328
B0005,150,24.0,1.323872422244268,40.66184230912503,2.6646322789106516,2838.265
B0005,151,24.0,1.3601216766554785,41.046694544970684,2.6400211837268666,2864.547
B0005,152,24.0,1.3395306867947354,41.0462053156659,2.674198661305034,2846.39
B0005,153,24.0,1.3290286565120697,40.868302643225604,2.696427051131168,2837.969
B0005,154,24.0,1.3236741274998955,40.85283588259973,2.6928340297696836,2838.156
B0005,155,24.0,1.318633896753293,40.85270645265791,2.681747855329962,2829.843
B0005,156,24.0,1.3134751321324272,40.8263251809212,2.696791414385091,2829.625
B0005,157,24.0,1.3132020634442203,40.90308836809665,2.664695973142795,2819.437
B0005,158,24.0,1.3077959946944353,40.84337405460518,2.679191623358613,2819.579
B0005,159,24.0,1.3030329186405918,40.81792110626284,2.699983457940659,2810.672
B0005,160,24.0,1.3033573559038205,40.946993847659506,2.666300786624286,2811.485
B0005,161,24.0,1.3034100438655642,41.074938058306316,2.6308501373847837,2802.422
B0005,162,24.0,1.2978870806495706,41.02476444658572,2.673348140468748,2801.625
B0005,163,24.0,1.2980735056918902,41.06214198725253,2.632763831012711,2802.031
B0005,164,24.0,1.293463613844243,40.98366325567302,2.6687371180046218,2793.39
B0005,165,24.0,1.288003392619118,40.98234242711097,2.696396337945361,2793.39
B0005,166,24.0,1.2874525221379407,41.06375085817118,2.6794834862925194,2792.485
B0005,167,24.0,1.3090153642307354,41.047029587744966,2.6787137407179737,2802.016
B0005,168,24.0,1.3250793286429356,41.051007697556734,2.655378369801326,2820.39
B0006,1,24.0,2.035337591005598,39.16298653238707,2.4757677568281857,3690.234
B0006,2,24.0,2.0251402460314116,39.2462026826329,2.35152551190002,3672.344
B0006,3,24.0,2.013326371345464,38.999202460252846,2.4404797151065436,3651.641
B0006,4,24.0,2.0132846655407413,38.843627771866515,2.4791558539003917,3631.563
B0006,5,24.0,2.000528337624771,38.97798888258284,2.280187848173442,3629.172
B0006,6,24.0,2.0138990759931645,38.83989920742278,2.4392842568466446,3652.281
B0006,7,24.0,2.013101105626967,39.04610837498471,2.2812068449406446,3650.828
B0006,8,24.0,1.9687898262728398,38.87507521022778,2.366410527029613,3572.453
B0006,9,24.0,1.9681661764334244,38.7260539826455,2.436020049578708,3550.594
B0006,10,24.0,1.9572307917560536,38.98629728904917,2.1864377487643725,3551.25
B0006,11,24.0,1.9455991514129352,38.65978861919643,2.3406023605912454,3530.25
B0006,12,24.0,1.9347505044841131,38.84979195732924,2.4263021374140443,3491.016
B0006,13,24.0,1.9232799539368028,38.75128344015104,2.4753697700007034,3470.281
B0006,14,24.0,1.911889930948487,38.76853764058789,2.342364523655007,3470.0
B0006,15,24.0,1.9010667141979305,38.84686112344348,2.188400081882664,3450.297
B0006,16,24.0,1.8891989948061458,38.865889781652804,2.1206980945954057,3429.407
B0006,17,24.0,1.878278372248849,38.647578733807656,2.369981457799298,3409.484
B0006,18,24.0,1.8675697161520206,38.79218188173866,2.247991649924625,3390.422
B0006,19,24.0,1.8675892574453767,38.77022223929529,2.4115317107898875,3390.281
B0006,20,24.0,1.979626548250818,37.54320599748628,2.2033558468593775,3591.734
B0006,21,24.0,1.9575499080884022,37.90362577530197,2.35887751155593,3552.297
B0006,22,24.0,1.9458150170787551,37.6701605139887,2.218672914041916,3531.578
B0006,23,24.0,1.9242461121680094,37.34166959188387,2.339723057947995,3492.907
B0006,24,24.0,1.9459811331421641,37.28979017254232,2.3997508208942735,3511.594
B0006,25,24.0,1.901407930553079,37.16794481484507,2.491410879472442,3431.9370000000054
B0006,26,24.0,1.878674213680085,37.51577848501052,2.1387303309558976,3431.125
B0006,27,24.0,1.8683061328264219,37.24165964092258,2.346064498302046,3412.406
B0006,28,24.0,1.8560244070082998,37.27233216178077,2.327337743316428,3410.688
B0006,29,24.0,1.8451997961855777,37.207134503019795,2.4863117233366316,3410.718
B0006,30,24.0,1.857228890885317,37.49607769896255,2.2921663510920895,3392.719
B0006,31,24.0,1.9247760889090635,37.250073961181094,2.4343006861812118,3470.672
B0006,32,24.0,1.8822317526092551,37.39699052067588,2.472619908000758,3414.109
B0006,33,24.0,1.855276687885587,37.2852066420257,2.403422072720937,3395.219
B0006,34,24.0,1.8392508917181876,37.080390421974414,2.4006679782182205,3386.0
B0006,35,24.0,1.8185396073994429,36.98024266357476,2.3194299432177345,3368.187
B0006,36,24.0,1.8134770059567056,37.598741245467004,2.3401731734980076,3368.266
B0006,37,24.0,1.7971018450305436,37.33680914521836,2.3829603510808774,3358.719
B0006,38,24.0,1.7810046294120476,37.39499820465976,2.351855540704836,3339.5
B0006,39,24.0,1.7710130422682329,37.35233964342659,2.3535104841115886,3331.265
B0006,40,24.0,1.7604712448170943,37.58677381866742,2.3948058223938364,3321.188
B0006,41,24.0,1.7502913788006587,38.207044569893476,2.4418858444380294,3321.844
B0006,42,24.0,1.7394925037732578,38.340431886092745,2.391848815367812,3311.828
B0006,43,24.0,1.7546766553637203,38.521539672721865,2.3166154227865463,3327.391
B0006,44,24.0,1.7659390941842175,38.03707160241571,2.4110989960643794,3312.078
B0006,45,24.0,1.7337887419624838,37.934285687720596,2.4510125175432287,3293.172
B0006,46,24.0,1.713325912040734,37.88470784051604,2.471216186082459,3275.328
B0006,47,24.0,1.7024077813673466,38.065368726791895,2.470968641396993,3265.016
B0006,48,24.0,1.82371946178183,39.788440481350335,2.4288023941361625,3328.937
B0006,49,24.0,1.8081284050314708,39.212903178007906,2.3551430866643166,3329.266
B0006,50,24.0,1.7757610945034283,38.66937823121345,2.365933525789291,3301.579
B0006,51,24.0,1.7447409841836798,38.5170065164806,2.3481961394586457,3283.563
B0006,52,24.0,1.729207034132373,38.292505299491516,2.46945948630322,3275.125
B0006,53,24.0,1.7081086552553244,38.52091685291118,2.4666715880697576,3265.656
B0006,54,24.0,1.6975954237461768,38.95436345473558,2.4482931262785135,3266.093
B0006,55,24.0,1.6820634524029463,38.731363854696035,2.4745215382882586,3257.594
B0006,56,24.0,1.6714768322295086,38.74827601131975,2.469127855241356,3248.593
B0006,57,24.0,1.6607591387047655,38.84227056628921,2.4177173347922416,3238.766
B0006,58,24.0,1.651121015038069,39.221381996208315,2.3775131079338427,3240.14
B0006,59,24.0,1.6401349256190927,39.466510899162515,2.443723814618984,3230.109
B0006,60,24.0,1.6291999416165441,39.352653481724175,2.4324278256917147,3229.7810000000027
B0006,61,24.0,1.6088496302961666,39.31890647034385,2.494085641889116,3212.469
B0006,62,24.0,1.6035244898969248,39.47196886600465,2.382347172890769,3213.219
B0006,63,24.0,1.5989712144027983,39.74009698783903,2.406668297987779,3203.578
B0006,64,24.0,1.5876273123575604,39.03600072360686,2.4204142690378765,3195.125
B0006,65,24.0,1.5829719744686166,39.16106395962828,2.4507845245525193,3195.3129999999946
B0006,66,24.0,1.567137636713563,39.20051799483514,2.3930328819230717,3186.297
B0006,67,24.0,1.5613446139713882,39.15878418316098,2.3938995980718403,3176.438
B0006,68,24.0,1.5511711892790419,39.18225956809825,2.4373294683003053,3167.593
B0006,69,24.0,1.5406741606295171,39.38159156766375,2.3705330061374523,3167.719
B0006,70,24.0,1.5253138744624433,39.44712875501599,2.351294851260762,3159.077999999994
B0006,71,24.0,1.5301570318067428,39.40950590627068,2.436845595522602,3148.829
B0006,72,24.0,1.5246566834474087,39.48443326993031,2.39030487147494,3149.094
B0006,73,24.0,1.5145492986655427,39.4416762582387,2.4892160721496315,3140.547
B0006,74,24.0,1.509391504602082,39.53866201326228,2.450611393803655,3131.625
B0006,75,24.0,1.5039974333050705,39.5867547936938,2.4111946043456745,3121.907
B0006,76,24.0,1.4935201918040188,39.499752884420865,2.4609139768640715,3122.125
B0006,77,24.0,1.4876323024497422,39.9686395722832,2.378420264362521,3121.672
B0006,78,24.0,1.5302876214401704,40.42668250871336,2.3844697219937414,3120.86
B0006,79,24.0,1.5040760088360112,40.02451449021777,2.448639661640692,3103.828
B0006,80,24.0,1.4887593608730894,40.02167483360719,2.362869757217078,3095.094
B0006,81,24.0,1.4782779285546637,40.078211781584145,2.479712742728869,3095.781
B0006,82,24.0,1.478459982215684,40.565789328351094,2.4609902569842412,3094.328
B0006,83,24.0,1.473214844899973,40.75221353269305,2.4794507375590507,3086.531
B0006,84,24.0,1.4675164935067897,40.71162611325717,2.421513989921717,3085.625
B0006,85,24.0,1.4516292657521335,40.58721297402195,2.3927989623544175,3067.203
B0006,86,24.0,1.4519237720967177,40.37035790264624,2.410475236770924,3058.157
B0006,87,24.0,1.4471484694777745,40.667923693760464,2.4915333699239977,3058.812
B0006,88,24.0,1.4468538105659885,40.990356883952465,2.444861994529003,3058.578
B0006,89,24.0,1.4416741930284678,40.997744028174516,2.4840755398082255,3049.328
B0006,90,24.0,1.5935866593100128,40.77265883698999,2.479017302613424,3177.219
B0006,91,24.0,1.5463902376915637,40.522204934304625,2.4820670710190385,3082.937
B0006,92,24.0,1.51470559175661,40.57746834859555,2.452449045714353,3074.266
B0006,93,24.0,1.4989786083335404,40.516963879873735,2.4198491932573414,3066.0
B0006,94,24.0,1.4831110745410492,40.34325381638243,2.4706823501191706,3056.437
B0006,95,24.0,1.4729664825468278,40.39341126895154,2.413759774558071,3048.219
B0006,96,24.0,1.4627604396099307,40.46341487442664,2.4562499847243027,3039.218
B0006,97,24.0,1.4518364681062514,40.5818264138806,2.401794655879554,3039.047
B0006,98,24.0,1.4468670644030392,40.61670777074496,2.4087687236133313,3030.375
B0006,99,24.0,1.441380399427779,40.631647661681036,2.4308118485818704,3021.0
B0006,100,24.0,1.431210744960774,40.74323383889164,2.398886415333129,3021.75
B0006,101,24.0,1.4260247179525716,40.81715493531611,2.3814379490849835,3012.265
B0006,102,24.0,1.420487649966195,40.72877617289365,2.459885297095542,3002.641
B0006,103,24.0,1.4207006230355006,41.45494452672042,2.4007285025453995,3012.0
B0006,104,24.0,1.452255804330839,41.39678877103747,2.472830716079143,3020.11
B0006,105,24.0,1.431557632772571,41.36669473718026,2.467318928642863,3002.172000000006
B0006,106,24.0,1.415015751158943,41.37787352037061,2.3692462667540997,2992.703
B0006,107,24.0,1.4097311506517451,41.140956091698214,2.4482618595124874,2964.468
B0006,108,24.0,1.404917318129309,41.2168813199875,2.4598632768748825,2983.375
B0006,109,24.0,1.395164296571563,41.40391881889191,2.497869764845928,2975.297
B0006,110,24.0,1.3945343832614077,41.586571331198584,2.472236707252471,2974.9850000000006
B0006,111,24.0,1.3893171179312644,41.43504077863728,2.4278749904763077,2966.25
B0006,112,24.0,1.3838379472327809,41.37436880579148,2.4275905200235055,2956.359
B0006,113,24.0,1.3736814238195123,41.66477948989921,2.37337869163978,2956.344
B0006,114,24.0,1.3786059891863676,41.81816829502593,2.4248604132549767,2956.406
B0006,115,24.0,1.3737600299108574,41.686647000781186,2.426962848243194,2947.266
B0006,116,24.0,1.3682580583942712,41.565382893773936,2.417287750352038,2937.984
B0006,117,24.0,1.3633024037317505,41.46394809540406,2.4185087281747166,2929.125
B0006,118,24.0,1.3580966140172601,41.6123634180086,2.480937393224248,2928.454
B0006,119,24.0,1.353269090999531,42.0075404495327,2.4078214169511205,2929.375
B0006,120,24.0,1.3841605738237488,41.61679232360952,2.433234589649132,2946.031
B0006,121,24.0,1.4051467790651473,41.80245062827161,2.440822893388958,2955.438
B0006,122,24.0,1.378719022627353,41.653004783464006,2.396078253891397,2937.625
B0006,123,24.0,1.3682657783199066,41.36061809844917,2.449306948268824,2929.078
B0006,124,24.0,1.3573151296618016,41.42815616511055,2.384185417166802,2918.375
B0006,125,24.0,1.3524934638801596,41.343265645039,2.4440756213040964,2919.812
B0006,126,24.0,1.3474099151661236,41.38118673567723,2.4296014294774673,2900.422
B0006,127,24.0,1.3370075130842318,41.378450473707446,2.41022288115442,2901.375
B0006,128,24.0,1.3312352966718526,41.306600641009794,2.4098927032454966,2901.187
B0006,129,24.0,1.3259303781727643,41.204081036719124,2.453938411405305,2891.64
B0006,130,24.0,1.321578743867529,41.32955629442644,2.3940396792395253,2882.906
B0006,131,24.0,1.321225074066109,41.300370296451625,2.45134737470238,2883.265
B0006,132,24.0,1.3156485301862682,41.243646229563595,2.475014603796582,2882.969
B0006,133,24.0,1.3209025697502388,41.36464929786556,2.4569179775419294,2891.656
B0006,134,24.0,1.3474328767273906,40.89285784811417,2.438240626221148,2901.25
B0006,135,24.0,1.3260128072353616,40.652964511118334,2.4946397780995584,2891.703
B0006,136,24.0,1.3101186784831063,40.58410707337388,2.4367455144223555,2883.016
B0006,137,24.0,1.30521620229393,40.322783635307104,2.4858689968085326,2873.453
B0006,138,24.0,1.3004061951355774,40.78032921971219,2.3957550201907916,2874.031
B0006,139,24.0,1.300235735841116,40.85731522464202,2.4504684570147006,2874.234
B0006,140,24.0,1.2895066722480755,40.74860220857894,2.3942028718004007,2864.984
B0006,141,24.0,1.279253057384795,40.472276230208436,2.4303844034459368,2855.093
B0006,142,24.0,1.2792078171714618,40.28187574900838,2.4755630989048205,2855.625
B0006,143,24.0,1.274036760902923,40.637565231244686,2.446712151873903,2855.594
B0006,144,24.0,1.2741273923001468,40.64243349478575,2.4607112018206894,2847.437
B0006,145,24.0,1.2637639426440779,40.38713367022122,2.4619788522973796,2847.36
B0006,146,24.0,1.2581373688955233,40.15316398972329,2.4999079970509284,2837.328
B0006,147,24.0,1.253259864055301,40.26211669866818,2.4061574188511727,2837.281
B0006,148,24.0,1.2532313315493426,40.65437976632703,2.40921365026611,2838.515
B0006,149,24.0,1.2480874960313577,40.41021687551566,2.4705399687343235,2828.328
B0006,150,24.0,1.2534354284944844,40.49521984011741,2.4996841687041944,2838.265
B0006,151,24.0,1.2898048773266901,41.357879741754175,2.4839695531514434,2864.547
B0006,152,24.0,1.2635402021758835,41.37902988743146,2.4675402264113453,2846.39
B0006,153,24.0,1.2479761706842853,41.20920760771975,2.4946438160388325,2837.969
B0006,154,24.0,1.2321202877943334,41.20630554355683,2.4577382116375843,2838.156
B0006,155,24.0,1.2271137666213534,41.28239317323536,2.40986495422137,2829.843
B0006,156,24.0,1.2217397581377356,41.1595683576961,2.479418189447868,2829.625
B0006,157,24.0,1.211102678915174,41.230427315370186,2.434585389303289,2819.437
B0006,158,24.0,1.2056159765131735,41.21487873613708,2.425682710641569,2819.579
B0006,159,24.0,1.2008936262717274,41.27439823262361,2.417924401749313,2810.672
B0006,160,24.0,1.1905903985558335,41.237668013317766,2.4541577949851603,2811.485
B0006,161,24.0,1.185179251041941,41.24068073261839,2.463616101176541,2802.422
B0006,162,24.0,1.1796706818144624,41.28133907077437,2.470375229475307,2801.625
B0006,163,24.0,1.1745952836753915,41.28338645880181,2.4357634426689945,2802.031
B0006,164,24.0,1.15381833159625,41.149193043289586,2.481190011798763,2793.39
B0006,165,24.0,1.1644009557372264,41.26268252018065,2.491537251958465,2793.39
B0006,166,24.0,1.1587974947916069,41.45791806300034,2.40904100737121,2792.485
B0006,167,24.0,1.1749748834769171,41.11666214070682,2.475767645530351,2802.016
B0006,168,24.0,1.1856752327929356,41.36263766174168,2.4160441724133666,2820.39
B0007,1,24.0,1.89105229539079,40.59042914535701,2.145975766935391,3690.234
B0007,2,24.0,1.880637027686859,40.26023408628707,2.1110166987852117,3672.344
B0007,3,24.0,1.8806626717011388,40.27558633997852,2.0251085128182655,3651.641
B0007,4,24.0,1.8807709009833444,40.29314715799111,1.922542180649595,3631.563
B0007,5,24.0,1.8794508728285058,40.268872630219796,1.8711590450649882,3629.172
B0007,6,24.0,1.8807003517117404,39.67620802332074,2.1756867065903434,3652.281
B0007,7,24.0,1.8799352523566075,39.803817662926164,2.1117887156019437,3650.828
B0007,8,24.0,1.8815088124038797,39.88810476942348,2.026250619894166,3572.453
