source_file,cycle_global,cycle_local,current_A,duration_s,capacity_Ah
CS2_36_1_10_11.xlsx,39,39,1.0998904705047607,1866.4679424855024,0.5702301573035697
CS2_36_1_10_11.xlsx,40,40,1.0998904705047607,1869.8119753844196,0.571258005712906
CS2_36_1_10_11.xlsx,41,41,1.0998904705047607,1873.7338210705911,0.5724617288591958
CS2_36_1_10_11.xlsx,42,42,1.0998904705047607,1932.2026438022456,0.5903360242690354
CS2_36_1_10_11.xlsx,43,43,1.0998904705047607,1932.7188291649961,0.5904940675810373
CS2_36_1_10_11.xlsx,44,44,1.0998904705047607,1928.2185291626822,0.5891194540003539
CS2_36_1_10_11.xlsx,45,45,1.0998904705047607,1925.890378028702,0.5884061052384624
CS2_36_1_10_11.xlsx,46,46,1.0998904705047607,1923.2809826675718,0.5876103025185415
CS2_36_1_10_11.xlsx,47,47,1.0998904705047607,1921.3437450453434,0.5870215894134674
CS2_36_1_10_11.xlsx,48,48,1.0998904705047607,1924.968843295598,0.5881321938698818
CS2_36_1_10_11.xlsx,49,49,1.0998904705047607,1925.2030926019463,0.5881978492992701
CS2_36_1_10_11.xlsx,50,50,1.0998904705047607,1923.56262357838,0.5876961668886338
CS2_36_1_18_11.xlsx,51,1,1.0998904705047607,2042.4996675780408,0.6240410372620651
CS2_36_1_18_11.xlsx,52,2,1.0998904705047607,2002.4220285901015,0.6117895251638741
CS2_36_1_18_11.xlsx,53,3,1.0998904705047607,1964.719148216324,0.6002764997962511
CS2_36_1_18_11.xlsx,54,4,1.0998904705047607,1934.7660397988063,0.5911207719329792
CS2_36_1_18_11.xlsx,55,5,1.0998904705047607,1910.7787814202318,0.5837923156880622
CS2_36_1_18_11.xlsx,56,6,1.0998904705047607,1894.7658278328297,0.5788972196624069
CS2_36_1_18_11.xlsx,57,7,1.0998904705047607,1881.0787020890527,0.5747096228583479
CS2_36_1_18_11.xlsx,58,8,1.0998904705047607,1875.4073931321138,0.5729886444422609
CS2_36_1_18_11.xlsx,59,9,1.0998904705047607,1866.1260735529318,0.5701477850503007
CS2_36_1_18_11.xlsx,60,10,1.0998904705047607,1916.657559544172,0.5855914388069312
CS2_36_1_18_11.xlsx,61,11,1.0998904705047607,1894.6912416360776,0.5788734692414046
CS2_36_1_18_11.xlsx,62,12,1.0998904705047607,1891.4709945795676,0.5778892932889264
CS2_36_1_18_11.xlsx,63,13,1.0998904705047607,1878.674320565486,0.5739734799169174
CS2_36_1_18_11.xlsx,64,14,1.0998904705047607,1858.2054760518522,0.5677202811269639
CS2_36_1_18_11.xlsx,65,15,1.0998904705047607,1835.3305063438877,0.5607166046945284
CS2_36_1_18_11.xlsx,66,16,1.0998904705047607,1824.2212761239552,0.557332891981714
CS2_36_1_18_11.xlsx,67,17,1.0998904705047607,1815.471632199096,0.5546624470576198
CS2_36_1_18_11.xlsx,68,18,1.0998904705047607,1811.0810163785122,0.5533132352713697
CS2_36_1_18_11.xlsx,69,19,1.0998904705047607,1803.0341462922977,0.5508900966206749
CS2_36_1_18_11.xlsx,70,20,1.0998904705047607,1795.5811592904624,0.5486068818859646
CS2_36_1_18_11.xlsx,71,21,1.0998904705047607,1808.643633700916,0.5525975516785149
CS2_36_1_18_11.xlsx,72,22,1.0998904705047607,1915.585631173849,0.5852786426516197
CS2_36_1_18_11.xlsx,73,23,1.0998904705047607,1823.3150501349517,0.5570695016543201
CS2_36_1_18_11.xlsx,74,24,1.0998904705047607,1798.6575103739322,0.5495328901893064
CS2_36_1_18_11.xlsx,75,25,1.0998904705047607,1772.7671266764858,0.5416271522335734
CS2_36_1_18_11.xlsx,76,26,1.0998904705047607,1753.8611896241403,0.5358429118177614
CS2_36_1_18_11.xlsx,77,27,1.0998904705047607,1738.5648566758691,0.5311670220354614
CS2_36_1_18_11.xlsx,78,28,1.0998904705047607,1307.009394282288,0.3993213106012874
CS2_36_1_18_11.xlsx,79,29,1.0998904705047607,1720.892889200392,0.5257707766516635
CS2_36_1_18_11.xlsx,80,30,1.0998904705047607,1713.392985457602,0.5234716034854614
CS2_36_1_18_11.xlsx,81,31,1.0998904705047607,1701.1901918311792,0.5197530254364082
CS2_36_1_18_11.xlsx,82,32,1.0998904705047607,1693.3620320934483,0.5173493937651266
CS2_36_1_18_11.xlsx,83,33,1.0998904705047607,1706.7838155175205,0.5214575545236109
CS2_36_1_18_11.xlsx,84,34,1.0998904705047607,1697.8934849683055,0.518736390475226
CS2_36_1_18_11.xlsx,85,35,1.0998904705047607,1705.2213813558405,0.5209858458967922
CS2_36_1_18_11.xlsx,86,36,1.0998904705047607,1694.9402699828802,0.5178406222976761
CS2_36_1_18_11.xlsx,87,37,1.0998904705047607,1669.9251766032262,0.5101955065481185
CS2_36_1_18_11.xlsx,88,38,1.0998904705047607,1662.3934537474165,0.507888224357437
CS2_36_1_18_11.xlsx,89,39,1.0998904705047607,1651.565761586955,0.5045790490707631
CS2_36_1_18_11.xlsx,90,40,1.0998904705047607,1608.5328657696875,0.4914303254423906
CS2_36_1_18_11.xlsx,91,41,1.0998904705047607,1597.5197996502823,0.4880746118528094
CS2_36_1_18_11.xlsx,92,42,1.0998904705047607,1581.5355486836424,0.4831854171037513
CS2_36_1_18_11.xlsx,93,43,1.0998904705047607,1575.9106961604305,0.4814662647423411
CS2_36_1_18_11.xlsx,94,44,1.0998904705047607,1579.8325397263181,0.48266048415499085
CS2_36_1_18_11.xlsx,95,45,1.0998904705047607,1589.269965921219,0.48554740129768703
CS2_36_1_18_11.xlsx,96,46,1.0998904705047607,1586.9237316334559,0.4848300200533586
CS2_36_1_18_11.xlsx,97,47,1.0998904705047607,1575.8013893442119,0.48143935600523236
CS2_36_1_18_11.xlsx,98,48,1.0998904705047607,1563.5650608034641,0.47769954173985596
CS2_36_1_18_11.xlsx,99,49,1.0998904705047607,1545.5206039849315,0.4721784373855904
CS2_36_1_18_11.xlsx,100,50,1.0998904705047607,1531.2080321219808,0.46780467591148067
CS2_36_1_24_11.xlsx,101,1,1.0998904705047607,1623.5351930704217,0.496016428451054
CS2_36_1_24_11.xlsx,102,2,1.0998904705047607,1576.3798329235944,0.4816064852957129
CS2_36_1_24_11.xlsx,103,3,1.0998904705047607,1536.1302235124465,0.46930925253577704
CS2_36_1_24_11.xlsx,104,4,1.0998904705047607,1508.5525051127427,0.460884780482973
CS2_36_1_24_11.xlsx,105,5,1.0998904705047607,1490.8342800942348,0.4554691206120749
CS2_36_1_24_11.xlsx,106,6,1.0998904705047607,1475.178393181853,0.4506823335069532
CS2_36_1_24_11.xlsx,107,7,1.0998904705047607,1462.3052846995588,0.44674749376896905
CS2_36_1_24_11.xlsx,108,8,1.0998904705047607,1030.092002536707,0.3147102161556039
CS2_36_1_24_11.xlsx,109,9,1.0998904705047607,1444.8974049820322,0.44143497807704923
CS2_36_1_24_11.xlsx,110,10,1.0998904705047607,1438.1944425371696,0.43938552456082736
CS2_36_1_24_11.xlsx,111,11,1.0998904705047607,1441.6630555330207,0.44044665469963284
CS2_36_1_24_11.xlsx,112,12,1.0998904705047607,1452.5538247759803,0.44377676458720305
CS2_36_1_24_11.xlsx,113,13,1.0998904705047607,1477.5851807169406,0.4514267366309257
CS2_36_1_24_11.xlsx,114,14,1.0998904705047607,1409.242131910685,0.43054474016825317
CS2_36_1_24_11.xlsx,115,15,1.0998904705047607,1392.7422002490823,0.425503042922764
CS2_36_1_24_11.xlsx,116,16,1.0998904705047607,1367.492537350011,0.41779158280832895
CS2_36_1_24_11.xlsx,117,17,1.0998904705047607,1368.5082330061075,0.41809486145073116
CS2_36_1_24_11.xlsx,118,18,1.0998904705047607,1309.821580009408,0.40016294810018493
CS2_36_1_24_11.xlsx,119,19,1.0998904705047607,1297.8371825133408,0.3965087110309433
CS2_36_1_24_11.xlsx,120,20,1.0998904705047607,1276.1969529377063,0.3898991624520374
CS2_36_1_24_11.xlsx,121,21,1.0998904705047607,1272.3711456738333,0.38872384379505576
CS2_36_1_24_11.xlsx,122,22,1.0998904705047607,1264.509620248543,0.38632069543870884
CS2_36_1_24_11.xlsx,123,23,1.0998904705047607,1256.0877937856653,0.38375189008027455
CS2_36_1_24_11.xlsx,124,24,1.0998904705047607,1262.1810835686636,0.38561030228422943
CS2_36_1_24_11.xlsx,125,25,1.0997085571289062,1300.3216660257103,0.3972632284349231
CS2_36_1_24_11.xlsx,126,26,1.0998904705047607,1292.431199465206,0.3948483047173159
CS2_36_1_24_11.xlsx,127,27,1.0998904705047607,1297.8060277109873,0.3964938358401682
CS2_36_1_24_11.xlsx,128,28,1.0998904705047607,1312.930540580755,0.4011144784286049
CS2_36_1_24_11.xlsx,129,29,1.0998904705047607,1307.444382882723,0.39942600111835525
CS2_36_1_24_11.xlsx,130,30,1.0998904705047607,1259.6191894352078,0.3848214421278193
CS2_36_1_24_11.xlsx,131,31,1.0997085571289062,1246.2131542355564,0.3807197270243119
CS2_36_1_24_11.xlsx,132,32,1.0997085571289062,1252.0566002259477,0.38250491925766283
CS2_36_1_24_11.xlsx,133,33,1.0997085571289062,1228.354005206052,0.37526186640505266
CS2_36_1_24_11.xlsx,134,34,1.0998904705047607,1223.775926841127,0.37387047533107953
CS2_36_1_24_11.xlsx,135,35,1.0998904705047607,1230.6976105216077,0.3759784453131907
CS2_36_1_24_11.xlsx,136,36,1.0998904705047607,1217.8385742415712,0.3720701777340949
CS2_36_1_24_11.xlsx,137,37,1.0998904705047607,1221.1039402183135,0.3730703248226632
CS2_36_1_24_11.xlsx,138,38,1.0998904705047607,1235.9164828021378,0.37759622220590394
CS2_36_1_24_11.xlsx,139,39,1.0998904705047607,1251.450628307474,0.3823382970381086
CS2_36_1_24_11.xlsx,140,40,1.0998904705047607,1242.3382619266479,0.3795518296035425
CS2_36_1_24_11.xlsx,141,41,1.0998904705047607,1238.4632199697708,0.3783781380652087
CS2_36_1_24_11.xlsx,142,42,1.0998904705047607,1221.6354463200591,0.37322927691765173
CS2_36_1_24_11.xlsx,143,43,1.0998904705047607,1203.4928067097999,0.36768719404437533
CS2_36_1_24_11.xlsx,144,44,1.0998904705047607,1185.8548221351675,0.3622937956764076
CS2_36_1_24_11.xlsx,145,45,1.0998904705047607,1175.6673119501681,0.35919026303507806
CS2_36_1_24_11.xlsx,146,46,1.0998904705047607,1164.5268361616645,0.35578172634457417
CS2_36_1_24_11.xlsx,147,47,1.0998904705047607,1157.1207563269224,0.353519684724958
CS2_36_1_24_11.xlsx,148,48,1.0998904705047607,1149.917709302415,0.3513254704097264
CS2_36_1_24_11.xlsx,149,49,1.0998904705047607,1143.9178616609859,0.3494830558886086
CS2_36_1_24_11.xlsx,150,50,1.0998904705047607,1144.2458187259012,0.349583965406449
CS2_36_1_28_11.xlsx,151,1,1.0998904705047607,1324.1020467214441,0.404530070911721
CS2_36_1_28_11.xlsx,152,2,1.0998904705047607,1270.5876506855545,0.38818487176777
CS2_36_1_28_11.xlsx,153,3,1.0998904705047607,1230.7601583099417,0.376006793075363
CS2_36_1_28_11.xlsx,154,4,1.0998904705047607,1197.6671601761311,0.3659036852705311
CS2_36_1_28_11.xlsx,155,5,1.0998904705047607,1179.8858369675188,0.36046959309443194
CS2_36_1_28_11.xlsx,156,6,1.0998904705047607,1155.308152465375,0.3529584292443937
CS2_36_1_28_11.xlsx,157,7,1.0998904705047607,1134.5585512546654,0.346617667105352
CS2_36_1_28_11.xlsx,158,8,1.0998904705047607,1132.9648721158887,0.346131286937192
CS2_36_1_28_11.xlsx,159,9,1.0998904705047607,1125.7620158568282,0.34392924122926516
CS2_36_1_28_11.xlsx,160,10,1.0998904705047607,1116.4183424777907,0.341075401548959
CS2_36_1_28_11.xlsx,161,11,1.0998904705047607,1108.7466387565935,0.3387374274433168
CS2_36_1_28_11.xlsx,162,12,1.0998904705047607,1099.0435886050618,0.3357653694406273
CS2_36_1_28_11.xlsx,163,13,1.0997085571289062,1097.871857766279,0.3354103726591715
CS2_36_1_28_11.xlsx,164,14,1.0998904705047607,1110.9183645053827,0.3393988962139156
CS2_36_1_28_11.xlsx,165,15,1.0998904705047607,1087.3095351082698,0.3321877302289362
CS2_36_1_28_11.xlsx,166,16,1.0998904705047607,1071.2002658976987,0.3272621505299247
CS2_36_1_28_11.xlsx,167,17,1.0998904705047607,1028.263624937151,0.31414522425392377
CS2_36_1_28_11.xlsx,168,18,1.0998904705047607,1083.9658692591536,0.33116675696493214
CS2_36_1_28_11.xlsx,169,19,1.0998904705047607,1092.6064311780904,0.33380446791019835
CS2_36_1_28_11.xlsx,170,20,1.0998904705047607,1067.075680817576,0.32600713470820075
CS2_36_1_28_11.xlsx,171,21,1.0998904705047607,996.295327002298,0.30438518681918136
CS2_36_1_28_11.xlsx,172,22,1.0998904705047607,989.7173669518646,0.30237197337207
CS2_36_1_28_11.xlsx,173,23,1.0998904705047607,984.6080742774298,0.30081086800443835
CS2_36_1_28_11.xlsx,174,24,1.0998904705047607,1008.9669149935222,0.3082564625774076
CS2_36_1_28_11.xlsx,175,25,1.0998904705047607,1035.1541040713007,0.3162563503825826
CS2_36_1_28_11.xlsx,176,26,1.0998904705047607,1043.7478071586108,0.31888085240049335
CS2_36_1_28_11.xlsx,177,27,1.0998904705047607,1046.6383462514266,0.3197606632948915
CS2_36_1_28_11.xlsx,178,28,1.0998904705047607,1041.357155654477,0.31815122627508785
CS2_36_1_28_11.xlsx,179,29,1.0998904705047607,1046.372808945757,0.3196819199526004
CS2_36_1_28_11.xlsx,180,30,1.0998904705047607,1057.7634693914065,0.3231576323184875
CS2_36_1_28_11.xlsx,181,31,1.0998904705047607,1072.8100189826953,0.327762353400173
CS2_36_1_28_11.xlsx,182,32,1.0998904705047607,1069.6390687139485,0.3267882234173918
CS2_36_1_28_11.xlsx,183,33,1.0998904705047607,1061.5603314398963,0.3243255090633781
CS2_36_1_28_11.xlsx,184,34,1.0998904705047607,1043.6854844712975,0.3188646260425454
CS2_36_1_28_11.xlsx,185,35,1.0998904705047607,1027.8107508255189,0.314011382082942
CS2_36_1_28_11.xlsx,186,36,1.0998904705047607,1020.7327287115579,0.3118447363830583
CS2_36_1_28_11.xlsx,187,37,1.0998904705047607,1017.5763752926523,0.3108846083966892
CS2_36_1_28_11.xlsx,188,38,1.0998904705047607,1009.2328288426539,0.30833870975059874
CS2_36_1_28_11.xlsx,189,39,1.0998904705047607,1002.0611473807799,0.30614658317398025
CS2_36_1_28_11.xlsx,190,40,1.0998904705047607,943.436815908495,0.288232502527233
CS2_36_1_28_11.xlsx,191,41,1.0998904705047607,922.5936670632963,0.2818647475614853
CS2_36_1_28_11.xlsx,192,42,1.0998904705047607,913.826088484762,0.27918388650006243
CS2_36_1_28_11.xlsx,193,43,1.0998904705047607,907.4378782843395,0.27723104777766494
CS2_36_1_28_11.xlsx,194,44,1.0998904705047607,928.4216561854158,0.28364301635032163
CS2_36_1_28_11.xlsx,195,45,1.0998904705047607,923.0778333446438,0.28200786742500306
CS2_36_1_28_11.xlsx,196,46,1.0997085571289062,917.046815602733,0.280166719937311
CS2_36_1_28_11.xlsx,197,47,1.0998904705047607,906.2969640550297,0.2768840622028126
CS2_36_1_28_11.xlsx,198,48,1.0998904705047607,894.6408984280051,0.27332371300122027
CS2_36_1_28_11.xlsx,199,49,1.0998904705047607,893.9065992485115,0.27309580731694716
CS2_36_1_28_11.xlsx,200,50,1.0998904705047607,884.703514163762,0.2702863605817001
