frame,coulomb_descriptor,repulsive_descriptor,total_proxy_energy,net_charge
37,-3.79058254458819,0.08682811616697748,-3.7037544284212127,0.0
38,-1.2413492385582998,0.08756510022784582,-1.153784138330454,0.0
39,-12.36083425073177,0.06353492247772224,-12.297299328254049,0.0
40,-18.831334241577338,0.06962945156884237,-18.761704790008494,0.0
41,-6.268068055462251,0.09317850323651639,-6.174889552225735,0.0
42,-4.6928552457705734,0.0864439784780778,-4.606411267292495,0.0
43,-4.733231845442106,0.06901379949790458,-4.664218045944201,0.0
44,-13.491575861080563,0.08682418421381793,-13.404751676866745,0.0
45,-4.155636365685524,0.08069691397065791,-4.074939451714866,0.0
46,-8.072858511724974,0.07448002603776512,-7.998378485687208,0.0
47,-10.444889646575717,0.07469675717564017,-10.370192889400077,0.0
48,-6.600582136373717,0.08947663946376483,-6.511105496909952,0.0
49,-8.502833978476716,0.08683402977516262,-8.415999948701552,0.0
50,-10.048003143025426,0.05396729118290125,-9.994035851842524,0.0
51,4.346385146810519,0.07038607988883325,4.416771226699352,0.0
52,-2.4861600513899305,0.10476274535278485,-2.3813973060371456,0.0
53,-14.512252285530622,0.08793052571374742,-14.424321759816873,0.0
54,-7.892214154597298,0.08990364655907318,-7.802310508038224,0.0
55,-4.452719866541997,0.07757606407038195,-4.375143802471616,0.0
56,-3.7030842673872257,0.06802227154311366,-3.635061995844112,0.0
57,-11.359242810255779,0.05535422593126135,-11.303888584324518,0.0
58,-13.0807093375264,0.07745466955276181,-13.00325466797364,0.0
59,-4.2906457049869005,0.0748901995290717,-4.215755505457829,0.0
60,-7.246080338069774,0.05101130263380527,-7.195069035435969,0.0
61,-12.142389646611917,0.08857009100483498,-12.053819555607083,0.0
62,-7.783364836586401,0.08303494701785157,-7.7003298895685495,0.0
63,-7.945009916764846,0.0662858986939763,-7.878724018070869,0.0
64,-9.414292355864276,0.047351479462945094,-9.366940876401332,0.0
65,-12.618180131251364,0.08619462078548729,-12.531985510465876,0.0
66,-9.954073351271518,0.06645978566354964,-9.887613565607968,0.0
67,-12.884359987845329,0.06781166858363273,-12.816548319261697,0.0
68,-8.223728465968676,0.08143035555212347,-8.142298110416553,0.0
69,1.1744420196522043,0.10450050573812153,1.2789425253903257,0.0
70,-14.864034770018534,0.06759692683805509,-14.79643784318048,0.0
71,-10.988397178428187,0.08181569264526958,-10.906581485782917,0.0
72,-3.748488064693632,0.07163501019444522,-3.6768530544991864,0.0
73,-10.047116712019132,0.09899156738371132,-9.948125144635421,0.0
74,-10.140467381462685,0.07329527425542975,-10.067172107207256,0.0
75,-7.150319231606204,0.09359718224053011,-7.056722049365674,0.0
76,-19.89950772658662,0.08976873619630679,-19.809738990390315,0.0
77,-13.975542316839409,0.07932773427176382,-13.896214582567644,0.0
78,-10.867815313213327,0.08532823017709812,-10.78248708303623,0.0
79,-12.974832171419166,0.06669541077348187,-12.908136760645684,0.0
80,-13.339700320071813,0.07877832271931323,-13.2609219973525,0.0
81,-7.402352676595655,0.09226169849314164,-7.310090978102513,0.0
82,-15.160407190500905,0.05488925977287787,-15.105517930728027,0.0
83,-1.4569648120238696,0.08888828843830605,-1.3680765235855636,0.0
84,-1.290217326855739,0.07420071944751043,-1.2160166074082286,0.0
85,4.335571055626545,0.08718520207012503,4.42275625769667,0.0
86,-9.20070784575529,0.06656143861436933,-9.13414640714092,0.0
87,-12.854524379552444,0.05294927931518132,-12.801575100237264,0.0
88,-7.786770712578459,0.06482798222791533,-7.721942730350544,0.0
89,-8.925818062491146,0.06362281353500543,-8.86219524895614,0.0
90,-4.6168545903778835,0.06272353728392037,-4.554131053093963,0.0
91,0.22655360785680045,0.08358843708716152,0.31014204494396197,0.0
92,-7.926774135286337,0.09491050515118812,-7.831863630135149,0.0
93,-12.029935822569485,0.0715685853857097,-11.958367237183776,0.0
94,-11.232580717857843,0.08389898500948746,-11.148681732848356,0.0
95,-8.975814461056615,0.08991983707905962,-8.885894623977554,0.0
96,-14.67378890609784,0.052238283151356216,-14.621550622946485,0.0
97,-11.603020473497011,0.06834828268859272,-11.534672190808418,0.0
98,-15.749132537989453,0.09026438890403167,-15.658868149085421,0.0
99,-5.906821878783688,0.06625965359422617,-5.840562225189462,0.0
