hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,Base_low_rate_delivered,Base_low_rate_production,Base_low_rate_chain,Base_low_rate_competitiveness_gap_vs_europe,High_rate_delivered,High_rate_production,High_rate_chain,High_rate_competitiveness_gap_vs_europe,De_risked_delivered,De_risked_production,De_risked_chain,De_risked_competitiveness_gap_vs_europe
hex_018,-19.068425936089014,20.554937055649656,0.7072747353663466,0.40749669176341285,196.77013067632012,38.739528245903124,96.43125291441223,192.02265794592012,3.5427472392391253,1.7802074222800743,1.762539816959051,0.6006260174460567,4.10380256183625,2.341262744877199,1.762539816959051,0.1365506994370138,3.090323812491172,1.5777839955321207,1.512539816959051,0.44489423231240366
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.49914503861491566,25.268849980997448,114.39502801329965,146.5424160760417,36.23973410647223,3.2903505051498216,1.3711406085534776,1.919209896596344,0.34822928335675307,3.789220983049914,1.8700110864535702,1.919209896596344,-0.17803087934932238,2.860362779211361,1.191152882615017,1.669209896596344,0.2149331990325929
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534929,35.61922273867412,352.05812882611815,46.400181133854225,3.5342110728232914,1.3005621357193309,2.2336489371039607,0.5920898510302228,3.9701861199136825,1.7365371828097218,2.2336489371039607,0.0029342575144459815,3.126328607164032,1.1426796700600714,1.9836489371039607,0.48089902698526377
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.29090193652114776,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,4.135180148244917,1.7706465982206732,2.3645335500242433,1.1930589264518483,4.740071429202522,2.3755378791782786,2.3645335500242433,0.7728195668032853,3.666941124444904,1.552407574420661,2.1145335500242433,1.021511544266136
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.76748146887078,31.45984577754473,230.32612192903062,290.0384140822386,3.677369917406158,1.629970950854741,2.047398966551417,0.7352486956130893,4.130484186220101,2.0830852196686838,2.047398966551417,0.16323232382086417,3.263890596726808,1.466491630175391,1.797398966551417,0.6184610165480398
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,3.375490338829404,1.648318540111902,1.7271717987175021,0.4333691170363356,3.8830951890124337,2.1559233902949315,1.7271717987175021,-0.08415667338680288,2.9423513344041448,1.4651795356866424,1.4771717987175021,0.2969217542253766
hex_024,-19.659398035114858,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895369,20.58833029226016,16.13196659160868,280.2418503720623,3.2750792348475732,1.635397325962412,1.6396819088851613,0.3329580130545047,3.811990263596996,2.1723083547118347,1.6396819088851613,-0.15526159880224055,2.8313668397933176,1.4416849309081563,1.3896819088851613,0.18593725961454943
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.33309132184173185,70.40903745751393,6.344363707687149,111.04865319949631,242.28647010582637,3.4384985961427095,1.6535941567474801,1.7849044393952296,0.4963773743496409,4.028593805826613,2.243689366431384,1.7849044393952296,0.061341943427376755,2.9755978542001182,1.4406934148048887,1.5349044393952296,0.33016827402135007
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.776550140361515,68.00177582606926,142.877572458811,3.2761810709793373,1.5571383539654513,1.719042717013886,0.33405984918626874,3.818741742590827,2.099699025576941,1.719042717013886,-0.14851011980840934,2.8304303384885023,1.3613876214746163,1.469042717013886,0.18500075830973417
hex_027,-28.474354810553255,18.962376743340513,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,3.8015921594593705,1.6350923403831947,2.1664998190761757,0.8594709376663019,4.295140831133473,2.128641012057297,2.1664998190761757,0.32788896873423656,3.3735244906157558,1.45702467153958,1.9164998190761757,0.7280949104369876
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,3.192763830376665,1.4804461882607378,1.7123176421159272,0.25064260858359644,3.6919419467536327,1.9796243046377056,1.7123176421159272,-0.2753099156456038,2.762665111400298,1.300347469284371,1.4623176421159272,0.11723553122152985
hex_029,-20.803412561090546,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,3.3489746172729644,1.2978133073059537,2.0511613099670107,0.40685339547989585,3.837193342762631,1.7860320327956203,2.0511613099670107,-0.13005851963660575,2.92282994234382,1.121668632376809,1.8011613099670107,0.2774003621650518
