hour,demand_GW,wind_GW,gas_GW,nuclear_GW,storage_net_GW,shed_GW
31,94.27185215084272,13.473056458999997,8.04735656,2.4,0.0,70.35143955
32,102.79533945361416,13.620491098,8.04735656,2.4,0.0,78.7274915
33,118.91026848501834,14.401147403000003,8.04735656,2.4,0.0,94.0617651
34,129.16462931452514,14.609235390000007,8.04735656,2.4,0.0,104.10803726000002
35,124.49803395960808,14.426724105,8.04735656,2.4,0.0,99.62395295
36,107.14777093531285,14.182004963,8.04735656,2.4,0.0,82.51840960000001
37,88.95268630676813,13.318103787,8.04735656,2.4,0.0,65.1872259
38,82.34634665525361,12.710744573999998,8.04735656,2.4,0.0,59.18824599999999
39,90.897631231448,13.155941709999997,8.04735656,2.4,0.0,67.29433379999999
40,106.60150580198778,14.060059156,8.04735656,2.4,0.0,82.0940894
41,115.98285213231117,13.850719363999998,8.04735656,2.4,0.0,91.6847776
42,110.36558823440973,14.183616555999999,8.04735656,2.4,0.0,85.73461590000001
43,92.48768307308481,13.480936804999999,8.04735656,2.4,0.0,68.559390176
44,74.42506130097854,12.446603976,8.04735656,2.4,0.0,51.53110166
45,68.40517651583963,12.73516352,8.04735656,2.4,0.0,45.222655859999996
46,77.50514232967069,13.053821237,8.04735656,2.4,0.0,54.00396458
47,93.31721351106754,13.155178050000002,8.04735656,2.4,0.0,69.7146793
48,102.3591715221246,13.793385461999998,8.04735656,2.4,0.0,78.1184307
49,96.34842516060165,13.792361699999997,8.04735656,2.4,0.0,72.1087067
50,78.51664012689083,12.906928499999998,8.04735656,2.4,0.0,55.16235484
51,61.15662351454551,12.318278515000001,8.04735656,2.4,0.0,38.3909882
52,56.269327285917825,11.874346354000002,8.04735656,2.4,0.0,33.947624299999994
53,66.43270145556775,12.425230475000003,8.04735656,2.4,0.0,43.56011451
54,82.84520399878778,13.269785783999998,8.04735656,2.4,0.0,59.1280618
55,92.0336861581989,13.874748440000001,8.04735656,2.4,0.0,67.71158101
56,86.11794812314054,13.427912337000002,8.04735656,2.4,0.0,62.242679100000004
57,68.81606177926636,12.655134918999996,8.04735656,2.4,0.0,45.7135699
58,52.61772243935958,12.182057963000005,8.04735656,2.4,0.0,29.9883074
59,49.27793534528615,11.617804287,8.04735656,2.4,0.0,27.21277414
60,60.86952900018201,12.247562388,8.04735656,2.4,0.0,38.1746098
61,78.20747610465092,12.845986779999999,8.04735656,2.4,0.0,54.91413239999999
62,87.84479651734792,13.745964376999998,8.04735656,2.4,0.0,63.65147542999999
63,82.31305079525964,13.294092472000003,8.04735656,2.4,0.0,58.5716017
64,65.80986636295489,12.391388599000004,8.04735656,2.4,0.0,42.971121
65,51.002766276330945,11.553887225,8.04735656,2.4,0.0,29.0015225
66,49.38300170011338,11.702807327999999,8.04735656,2.4,0.0,27.232838144000002
67,62.51439617427728,12.411990959000004,8.04735656,2.4,0.0,39.65504861
68,80.84071314971327,13.198966453,8.04735656,2.4,0.0,57.19439039999999
69,90.95967878398545,13.575496429000003,8.04735656,2.4,0.0,66.9368247
70,85.82492187058723,12.967974162999997,8.04735656,2.4,0.0,62.40959162
71,70.10765485829388,12.619792267000001,8.04735656,2.4,0.0,47.040506459999996
72,56.63550363631498,11.809373044000004,8.04735656,2.4,0.0,34.37877422
73,56.62013790111875,11.925078413000001,8.04735656,2.4,0.0,34.247702999999994
74,71.11483016513871,12.524462068000004,8.04735656,2.4,0.0,48.14301129999999
75,90.20655415287827,13.514506829999997,8.04735656,2.4,0.0,66.24468999999999
76,100.55782680782868,13.577495571000002,8.04735656,2.4,0.0,76.53297409999999
77,95.55564859477609,13.447979203000001,8.04735656,2.4,0.0,71.6603131
78,80.33974298166154,12.812535053,8.04735656,2.4,0.0,57.079851600000005
79,67.88141898237846,12.506953293,8.04735656,2.4,0.0,44.9271091
80,69.09882128232636,12.432730741000004,8.04735656,2.4,0.0,46.2187336
81,84.53528396292054,12.829320330000002,8.04735656,2.4,0.0,61.2586067
82,103.93729134829603,13.816614979,8.04735656,2.4,0.0,79.67332010000001
83,114.05345174477736,14.136861192,8.04735656,2.4,0.0,89.4692338
84,108.71605971383514,13.775974191000001,8.04735656,2.4,0.0,84.49272862
85,93.52876260335391,13.058639129000001,8.04735656,2.4,0.0,70.022766073
86,81.59099056926267,12.784765001999999,8.04735656,2.4,0.0,58.3588691
87,83.51480138557771,12.976353591999999,8.04735656,2.4,0.0,60.091091799999994
88,99.33579087979861,13.703507510000005,8.04735656,2.4,0.0,75.18492690000001
89,118.4774967750705,15.023740916999998,8.04735656,2.4,0.0,93.00639850000002
90,127.7964484380248,14.903223523999996,8.04735656,2.4,0.0,102.4458691
91,121.58206440183186,14.554467054999998,8.04735656,2.4,0.0,96.58024029999999
92,105.89709353348776,13.916437219999999,8.04735656,2.4,0.0,81.53329947
93,93.95364653007101,13.335129132,8.04735656,2.4,0.0,70.17116
94,96.04574790747778,13.453882094000003,8.04735656,2.4,0.0,72.1445095
95,111.70423495190933,14.262988178000004,8.04735656,2.4,0.0,86.99389039999998
96,130.04763779090692,15.037551477000001,8.04735656,2.4,0.0,104.56273049
97,138.06190147690583,15.232107098999997,8.04735656,2.4,0.0,112.38243860000001
98,130.50444865901557,15.043829562,8.04735656,2.4,0.0,105.01326190000002
99,113.89123614488582,14.327824872999997,8.04735656,2.4,0.0,89.1160547
100,101.53091737152977,13.661349245000004,8.04735656,2.4,0.0,77.42221179999999
101,103.38733641723628,13.909028698999997,8.04735656,2.4,0.0,79.03095150000001
102,118.48950562010828,14.309867461999998,8.04735656,2.4,0.0,93.73228220000001
103,135.66845240185833,15.131126467999994,8.04735656,2.4,0.0,110.0899704
104,142.0598827621259,15.329724613999998,8.04735656,2.4,0.0,116.28280159999998
105,132.8983801093306,15.125867006,8.04735656,2.4,0.0,107.3251559
106,115.14542415738238,14.501660799,8.04735656,2.4,0.0,90.1964075
107,102.18870425681712,13.743483521000002,8.04735656,2.4,0.0,77.9978642
108,103.64889640831501,14.079761410000003,8.04735656,2.4,0.0,79.1217788
109,118.05545606544595,14.404811984,8.04735656,2.4,0.0,93.2032883
110,133.96838372878338,14.963253564999999,8.04735656,2.4,0.0,108.55777379999999
111,138.69179150469475,15.016603599000002,8.04735656,2.4,0.0,113.22783170000001
112,127.94437302775519,14.555763236999995,8.04735656,2.4,0.0,102.94125260000001
113,109.12324847957574,13.926340914,8.04735656,2.4,0.0,84.74955100000001
114,95.67593147498724,13.447967168000003,8.04735656,2.4,0.0,71.78060719999999
115,96.86581793219054,13.787962460999998,8.04735656,2.4,0.0,72.63049989999999
116,110.72416345752698,13.830679421999998,8.04735656,2.4,0.0,86.44612713000001
117,125.55518407567041,14.691780761,8.04735656,2.4,0.0,100.41604747000001
118,128.84819814809347,14.984452715999996,8.04735656,2.4,0.0,103.41638924999998
119,116.81068653688178,14.076704173000001,8.04735656,2.4,0.0,92.2866266
120,97.26335196354462,13.502069791999999,8.04735656,2.4,0.0,73.3139259
121,83.69271428987774,12.890090531999999,8.04735656,2.4,0.0,60.35526739999999
122,84.98980715061748,13.157980151000004,8.04735656,2.4,0.0,61.38447089999999
123,98.68832676251654,13.740072955,8.04735656,2.4,0.0,74.50089750000001
124,112.85094963468136,14.056644458000003,8.04735656,2.4,0.0,88.3469476
125,115.16744877496787,14.287587168999998,8.04735656,2.4,0.0,90.4325047
126,102.33686503184249,13.844470603000001,8.04735656,2.4,0.0,78.04503769999998
127,82.58969784764646,12.973165177999999,8.04735656,2.4,0.0,59.169176099999994
128,69.42956219455296,12.532127375,8.04735656,2.4,0.0,46.45007878000001
129,71.35963267112595,12.421070079,8.04735656,2.4,0.0,48.4912062
130,85.41655086329439,13.258497902,8.04735656,2.4,0.0,61.71069591
131,99.43530706257218,13.645713469,8.04735656,2.4,0.0,75.34223724000002
132,101.3204706143007,13.871312939000003,8.04735656,2.4,0.0,77.0018006
133,88.26421046624168,13.394505672000003,8.04735656,2.4,0.0,64.4223486
134,68.89206500471015,12.462041926000005,8.04735656,2.4,0.0,45.9826666
135,56.70253622268753,11.728144863999999,8.04735656,2.4,0.0,34.5270343
136,59.79583986745346,11.834209469,8.04735656,2.4,0.0,37.51427415
137,74.7127407283401,12.962361787000004,8.04735656,2.4,0.0,51.30302206500001
138,89.07480974788018,13.003202016999998,8.04735656,2.4,0.0,65.62425092000001
139,91.01566282535728,13.365253085000003,8.04735656,2.4,0.0,67.20305280000001
140,78.22179973499007,12.937623365999993,8.04735656,2.4,0.0,54.836819600000005
141,59.698931632802505,12.067631371,8.04735656,2.4,0.0,37.183943299999996
142,48.91881301906227,11.737291889999998,8.04735656,2.4,0.0,26.7341649
143,53.56485005496858,12.112568852000003,8.04735656,2.4,0.0,31.004924600000002
144,69.68459771934317,12.410177926000003,8.04735656,2.4,0.0,46.827063149999994
145,84.70166794013423,13.047062800999997,8.04735656,2.4,0.0,61.2072486
146,86.99363964775876,13.370937920000001,8.04735656,2.4,0.0,63.17534570000001
147,74.74293040102782,12.956113047000002,8.04735656,2.4,0.0,51.33946139999999
148,57.321191076417314,12.255222349999999,8.04735656,2.4,0.0,34.61861246
149,48.15308393059395,11.686965324999997,8.04735656,2.4,0.0,26.018761899999998
150,54.49327025809041,11.601319793999997,8.04735656,2.4,0.0,32.4445937
151,71.9008519040033,12.924115530999998,8.04735656,2.4,0.0,48.5293795
152,87.61867213695297,13.366176026000002,8.04735656,2.4,0.0,63.805140300000005
153,90.2843439445648,13.600025067999999,8.04735656,2.4,0.0,66.23696240000001
154,78.5786290942472,12.746052488,8.04735656,2.4,0.0,55.38522015000001
155,62.22594137619687,12.012171475000002,8.04735656,2.4,0.0,39.76641293
156,54.58517079372588,11.941825216000002,8.04735656,2.4,0.0,32.1959887
157,62.47251827543611,12.336831629999999,8.04735656,2.4,0.0,39.68833036
158,80.96569922625552,12.841259555999997,8.04735656,2.4,0.0,57.677083599999996
159,97.14584969868606,14.113222375000001,8.04735656,2.4,0.0,72.58527117000001
160,99.9279223673037,13.230837189999999,8.04735656,2.4,0.0,76.24972899999999
161,88.49432528680332,13.224215129000005,8.04735656,2.4,0.0,64.82275299999999
162,72.91010946770179,12.918198788000002,8.04735656,2.4,0.0,49.544554
163,66.45131678324127,12.366559600999997,8.04735656,2.4,0.0,43.637400400000004
164,75.4880560063963,12.925268509999999,8.04735656,2.4,0.0,52.11543152999999
165,94.62581105969734,13.282033717,8.04735656,2.4,0.0,70.8964215
166,110.80464385184165,13.987437939000001,8.04735656,2.4,0.0,86.36985028
167,113.23503081712823,14.210361086999999,8.04735656,2.4,0.0,88.57731297999999
