hour,generator_id,bus,carrier,dispatch_mw,available_mw
64,0,Bus1,onshore wind,0.0,5491.879124523145
65,0,Bus1,onshore wind,0.0,2398.419467615275
66,0,Bus1,onshore wind,0.0,4114.131542285735
67,0,Bus1,onshore wind,0.0,5466.723588654092
68,0,Bus1,onshore wind,0.0,2062.389042889954
69,0,Bus1,onshore wind,0.0,2295.997854413218
70,0,Bus1,onshore wind,0.0,2808.339384653711
71,0,Bus1,onshore wind,0.0,2092.099498811948
72,0,Bus1,onshore wind,0.0,974.850601391255
73,0,Bus1,onshore wind,0.0,2568.651446350685
74,0,Bus1,onshore wind,0.0,1457.569530940385
75,0,Bus1,onshore wind,0.0,3058.0135245724487
76,0,Bus1,onshore wind,0.0,1772.848605661888
77,0,Bus1,onshore wind,0.0,4390.92477297692
78,0,Bus1,onshore wind,0.0,2243.958452514109
79,0,Bus1,onshore wind,0.0,2924.665702814489
80,0,Bus1,onshore wind,0.0,4308.091604366272
81,0,Bus1,onshore wind,0.0,2534.286057871359
82,0,Bus1,onshore wind,0.0,4279.798429590117
83,0,Bus1,onshore wind,0.0,5656.78928069921
84,0,Bus1,onshore wind,0.0,3042.8702390219846
85,0,Bus1,onshore wind,0.0,5132.295363546311
86,0,Bus1,onshore wind,0.0,5494.732419943105
87,0,Bus1,onshore wind,0.0,6287.2484847807
88,0,Bus1,onshore wind,0.0,4516.322070101748
89,0,Bus1,onshore wind,0.0,4652.331642065374
90,0,Bus1,onshore wind,0.0,6680.951197657514
91,0,Bus1,onshore wind,0.0,6604.711833337492
92,0,Bus1,onshore wind,0.0,6666.071756408606
93,0,Bus1,onshore wind,0.0,6826.574964830485
94,0,Bus1,onshore wind,0.0,5819.886806876852
95,0,Bus1,onshore wind,0.0,6706.739664703616
96,0,Bus1,onshore wind,0.0,6697.497320370536
97,0,Bus1,onshore wind,0.0,5576.960562407566
98,0,Bus1,onshore wind,341.67344880874407,8003.47892712877
99,0,Bus1,onshore wind,644.8644483209159,6420.907552891149
100,0,Bus1,onshore wind,0.0,4532.428539953242
101,0,Bus1,onshore wind,0.0,6129.279160148371
102,0,Bus1,onshore wind,0.0,4225.047799365131
103,0,Bus1,onshore wind,0.0,5697.9997901554125
104,0,Bus1,onshore wind,0.0,5771.407264906371
105,0,Bus1,onshore wind,0.0,3491.475627220183
106,0,Bus1,onshore wind,0.0,4979.126723344653
107,0,Bus1,onshore wind,0.0,4143.071192513665
108,0,Bus1,onshore wind,0.0,4284.290283860645
109,0,Bus1,onshore wind,0.0,5114.422963955782
110,0,Bus1,onshore wind,0.0,2756.6311935569047
111,0,Bus1,onshore wind,0.0,2066.5360751388603
112,0,Bus1,onshore wind,0.0,1786.982946107023
113,0,Bus1,onshore wind,0.0,1758.1346318862409
114,0,Bus1,onshore wind,0.0,2437.831471453262
115,0,Bus1,onshore wind,0.0,2841.94817175597
116,0,Bus1,onshore wind,0.0,2808.544347417394
117,0,Bus1,onshore wind,0.0,3434.586395680326
118,0,Bus1,onshore wind,0.0,2738.738997644858
119,0,Bus1,onshore wind,0.0,4337.714425368746
120,0,Bus1,onshore wind,0.0,2814.4942463381167
121,0,Bus1,onshore wind,0.0,6026.410925533554
122,0,Bus1,onshore wind,0.0,4185.986084253874
123,0,Bus1,onshore wind,0.0,2978.4807492046352
124,0,Bus1,onshore wind,0.0,3055.084048115716
125,0,Bus1,onshore wind,0.0,4907.242438641902
126,0,Bus1,onshore wind,0.0,4501.801376710602
127,0,Bus1,onshore wind,0.0,5734.666435495988
128,0,Bus1,onshore wind,0.0,5777.535084112648
129,0,Bus1,onshore wind,0.0,5496.917982314512
130,0,Bus1,onshore wind,0.0,4964.219735359969
131,0,Bus1,onshore wind,0.0,4507.79579810775
132,0,Bus1,onshore wind,0.0,5753.336517608949
133,0,Bus1,onshore wind,0.0,7195.031584651592
134,0,Bus1,onshore wind,0.0,6649.943415166554
135,0,Bus1,onshore wind,0.0,5243.565632046363
136,0,Bus1,onshore wind,0.0,6670.969528571213
137,0,Bus1,onshore wind,0.0,6846.427831589726
138,0,Bus1,onshore wind,0.0,5496.241674384046
139,0,Bus1,onshore wind,0.0,6410.311040749701
140,0,Bus1,onshore wind,0.0,6151.5718024445705
141,0,Bus1,onshore wind,0.0,4751.150103364295
142,0,Bus1,onshore wind,0.0,6021.149360106184
143,0,Bus1,onshore wind,0.0,5967.088969019571
144,0,Bus1,onshore wind,0.0,6211.8100591198345
145,0,Bus1,onshore wind,0.0,5890.801414465053
146,0,Bus1,onshore wind,0.0,3159.952277086415
147,0,Bus1,onshore wind,0.0,3299.56840655038
148,0,Bus1,onshore wind,0.0,4458.137042705517
149,0,Bus1,onshore wind,0.0,4175.185389715866
150,0,Bus1,onshore wind,0.0,3913.7023327647557
151,0,Bus1,onshore wind,0.0,7013.538541775722
152,0,Bus1,onshore wind,0.0,3524.123985948866
153,0,Bus1,onshore wind,0.0,3916.192001968053
154,0,Bus1,onshore wind,0.0,3600.889459445119
155,0,Bus1,onshore wind,0.0,3206.4320476715952
156,0,Bus1,onshore wind,0.0,2191.892724740931
157,0,Bus1,onshore wind,0.0,3263.3027922510882
158,0,Bus1,onshore wind,0.0,1773.794328186925
159,0,Bus1,onshore wind,0.0,2396.245351819085
160,0,Bus1,onshore wind,0.0,2276.349094530327
161,0,Bus1,onshore wind,0.0,3011.5314798791296
162,0,Bus1,onshore wind,0.0,5447.76003373685
163,0,Bus1,onshore wind,0.0,1500.1807375750889
164,0,Bus1,onshore wind,0.0,4313.653290105015
165,0,Bus1,onshore wind,0.0,2294.3506954335417
166,0,Bus1,onshore wind,0.0,3728.212119952244
167,0,Bus1,onshore wind,0.0,5588.950596967364
0,1,Bus2,onshore wind,0.0,6247.221988711257
1,1,Bus2,onshore wind,0.0,5248.187653994864
2,1,Bus2,onshore wind,0.0,5712.341851451936
3,1,Bus2,onshore wind,0.0,7165.3797609363155
4,1,Bus2,onshore wind,514.9894282910423,5768.660911748519
5,1,Bus2,onshore wind,0.0,6683.541313989402
6,1,Bus2,onshore wind,4991.043166643587,6436.241544645776
7,1,Bus2,onshore wind,2229.189414952949,5619.915542348393
8,1,Bus2,onshore wind,431.03964137179173,8256.258980407483
9,1,Bus2,onshore wind,0.0,6550.584654813836
10,1,Bus2,onshore wind,3663.848407354258,3663.848407354258
11,1,Bus2,onshore wind,3064.841913047046,5620.892141303164
12,1,Bus2,onshore wind,3777.2220781746223,4496.974136712157
13,1,Bus2,onshore wind,5554.885778364973,5720.6246590412775
14,1,Bus2,onshore wind,2314.6791833207985,3776.777914006198
15,1,Bus2,onshore wind,1813.6484305424488,4154.102962254654
16,1,Bus2,onshore wind,1953.6749584669956,4478.593089032238
17,1,Bus2,onshore wind,1441.6561322435823,4556.027165527688
18,1,Bus2,onshore wind,2224.94657266266,2224.94657266266
19,1,Bus2,onshore wind,1273.305259347679,2850.008888943189
20,1,Bus2,onshore wind,612.8340190186564,2498.57014251921
21,1,Bus2,onshore wind,575.2292358437812,2143.699514607806
22,1,Bus2,onshore wind,0.0,4424.493933532953
23,1,Bus2,onshore wind,0.0,2967.649406451998
24,1,Bus2,onshore wind,0.0,1249.207401041324
25,1,Bus2,onshore wind,0.0,3420.361169488468
26,1,Bus2,onshore wind,0.0,4662.219122700973
27,1,Bus2,onshore wind,108.68773483438872,3654.398554341849
28,1,Bus2,onshore wind,59.28262684519996,1226.8895855715768
29,1,Bus2,onshore wind,0.0,2425.997085879607
30,1,Bus2,onshore wind,0.0,4377.052495099007
31,1,Bus2,onshore wind,0.0,2633.801444326598
32,1,Bus2,onshore wind,0.0,4042.8098042302117
33,1,Bus2,onshore wind,0.0,4651.51226969548
34,1,Bus2,onshore wind,0.0,3241.9219799861994
35,1,Bus2,onshore wind,0.0,4408.787307588335
36,1,Bus2,onshore wind,0.0,1527.221864884816
37,1,Bus2,onshore wind,0.0,4038.2085931134898
38,1,Bus2,onshore wind,0.0,5091.416968108584
39,1,Bus2,onshore wind,0.0,4358.5115540182405
40,1,Bus2,onshore wind,0.0,7476.006572822705
41,1,Bus2,onshore wind,0.0,4620.380884784548
42,1,Bus2,onshore wind,0.0,5782.353404664728
43,1,Bus2,onshore wind,0.0,6486.077282859834
44,1,Bus2,onshore wind,0.0,7887.606757410062
45,1,Bus2,onshore wind,975.2840990623013,5057.468940475554
46,1,Bus2,onshore wind,1154.7625684565064,7658.430891539802
47,1,Bus2,onshore wind,0.0,6462.330905934743
48,1,Bus2,onshore wind,2491.465211768218,5383.290449478837
49,1,Bus2,onshore wind,693.2211788842528,6697.447870479161
50,1,Bus2,onshore wind,1640.2735954992431,6265.7199022229215
51,1,Bus2,onshore wind,2143.6211458986536,5262.342957631399
52,1,Bus2,onshore wind,0.0,5697.45929272294
53,1,Bus2,onshore wind,970.7011697772821,4981.948976636217
54,1,Bus2,onshore wind,1225.1945253629938,5200.779801928856
55,1,Bus2,onshore wind,865.9651144366876,5456.117261198916
56,1,Bus2,onshore wind,0.0,6080.081622943831
57,1,Bus2,onshore wind,0.0,2956.461700061042
58,1,Bus2,onshore wind,1005.7957356646559,6034.434186336884
59,1,Bus2,onshore wind,0.0,1669.9686581791532
60,1,Bus2,onshore wind,0.0,3210.773947037155
61,1,Bus2,onshore wind,0.0,3717.0920131970247
62,1,Bus2,onshore wind,0.0,3206.98058482668
63,1,Bus2,onshore wind,411.28117052083553,2136.085469600742
64,1,Bus2,onshore wind,0.0,2422.821208738077
65,1,Bus2,onshore wind,0.0,2052.3531984413203
66,1,Bus2,onshore wind,0.0,1914.587101089976
67,1,Bus2,onshore wind,0.0,3357.27467766357
68,1,Bus2,onshore wind,0.0,2913.447675613559
69,1,Bus2,onshore wind,0.0,1956.2188219264851
70,1,Bus2,onshore wind,0.0,3683.265632289952
71,1,Bus2,onshore wind,0.0,3264.30235596301
72,1,Bus2,onshore wind,0.0,3978.083283774226
73,1,Bus2,onshore wind,0.0,4033.24256998603
74,1,Bus2,onshore wind,0.0,2837.7963714477487
75,1,Bus2,onshore wind,0.0,3388.623649651688
76,1,Bus2,onshore wind,0.0,4990.572015691877
77,1,Bus2,onshore wind,0.0,5153.925887849984
78,1,Bus2,onshore wind,0.0,4821.9466146253335
79,1,Bus2,onshore wind,0.0,5251.717694205843
80,1,Bus2,onshore wind,0.0,6689.256175669983
81,1,Bus2,onshore wind,0.0,5076.613275304582
82,1,Bus2,onshore wind,0.0,6445.467251943248
83,1,Bus2,onshore wind,0.0,5894.750642119724
84,1,Bus2,onshore wind,0.0,6041.73474827099
85,1,Bus2,onshore wind,0.0,7480.891809575344
86,1,Bus2,onshore wind,0.0,7287.682907586798
87,1,Bus2,onshore wind,0.0,7311.568470051444
88,1,Bus2,onshore wind,0.0,7794.1614649417525
89,1,Bus2,onshore wind,0.0,6455.3538308479865
90,1,Bus2,onshore wind,3652.9872020188145,7018.242053009486
91,1,Bus2,onshore wind,3368.7875611627396,5886.449959944805
92,1,Bus2,onshore wind,0.0,6342.954442373232
93,1,Bus2,onshore wind,3072.7378732411075,5676.382431637928
94,1,Bus2,onshore wind,643.0547957419799,5661.723313768535
95,1,Bus2,onshore wind,238.56358479811888,5894.016832707301
96,1,Bus2,onshore wind,1442.0573141347895,4196.712424303935
97,1,Bus2,onshore wind,2562.7244567264224,6811.7530196575235
98,1,Bus2,onshore wind,3412.821980260634,3412.821980260634
99,1,Bus2,onshore wind,2905.959097704258,2905.959097704258
100,1,Bus2,onshore wind,828.4112220661855,4988.153937022704
101,1,Bus2,onshore wind,1502.0395578284588,4346.746268917452
102,1,Bus2,onshore wind,3401.1903976974986,3925.6048419616877
103,1,Bus2,onshore wind,1603.328712421047,3703.3258138299507
104,1,Bus2,onshore wind,1565.592118473683,2868.4430446145857
105,1,Bus2,onshore wind,1001.5498648689313,1825.751355312783
106,1,Bus2,onshore wind,0.0,2681.297223660436
107,1,Bus2,onshore wind,0.0,1853.645441844998
108,1,Bus2,onshore wind,0.0,3475.757277048182
109,1,Bus2,onshore wind,0.0,2368.608474020899
110,1,Bus2,onshore wind,42.98709729249549,1750.055159713768
111,1,Bus2,onshore wind,115.01798154182734,2357.557400683782
112,1,Bus2,onshore wind,0.0,3236.4326956568702
113,1,Bus2,onshore wind,0.0,2442.233898565445
114,1,Bus2,onshore wind,0.0,2399.969818572147
115,1,Bus2,onshore wind,0.0,3710.9955698367557
116,1,Bus2,onshore wind,0.0,3980.7382733897366
117,1,Bus2,onshore wind,0.0,3514.568143384577
118,1,Bus2,onshore wind,0.0,3847.0294246567737
119,1,Bus2,onshore wind,0.0,4850.786870427584
120,1,Bus2,onshore wind,0.0,3468.6376074272202
121,1,Bus2,onshore wind,0.0,3797.822704424913
122,1,Bus2,onshore wind,0.0,4759.462963490253
123,1,Bus2,onshore wind,0.0,5514.9740058251355
124,1,Bus2,onshore wind,0.0,6262.0728020728975
125,1,Bus2,onshore wind,0.0,7616.460248655106
126,1,Bus2,onshore wind,0.0,7151.6033783027015
127,1,Bus2,onshore wind,0.0,6246.290756382709
128,1,Bus2,onshore wind,0.0,6456.406072066135
129,1,Bus2,onshore wind,0.0,5497.429182960582
130,1,Bus2,onshore wind,1254.4191657703914,6460.770282278405
131,1,Bus2,onshore wind,3367.1545433382953,6125.205638492605
132,1,Bus2,onshore wind,659.8124886559463,6627.898561386777
133,1,Bus2,onshore wind,0.0,5328.456580530072
134,1,Bus2,onshore wind,573.6534041555647,6488.112812657363
135,1,Bus2,onshore wind,2807.9064304169415,7281.380809499362
136,1,Bus2,onshore wind,0.0,5391.530338861968
137,1,Bus2,onshore wind,2602.192050484485,5631.03806641643
138,1,Bus2,onshore wind,1502.9445474814033,5632.018919876596
139,1,Bus2,onshore wind,0.0,4243.213941700228
140,1,Bus2,onshore wind,2243.4290896218336,4567.821272340318
141,1,Bus2,onshore wind,1797.6164794051747,4059.148261316997
142,1,Bus2,onshore wind,2592.358000732147,3857.309663039652
143,1,Bus2,onshore wind,0.0,2716.438331887014
144,1,Bus2,onshore wind,0.0,3266.6175459295137
145,1,Bus2,onshore wind,0.0,3521.2010496915104
146,1,Bus2,onshore wind,0.0,4288.826478111676
147,1,Bus2,onshore wind,0.0,3649.01242694382
148,1,Bus2,onshore wind,0.0,4735.905792629848
149,1,Bus2,onshore wind,0.0,1751.699782996983
150,1,Bus2,onshore wind,0.0,3372.473739927193
151,1,Bus2,onshore wind,0.0,2709.80973922677
152,1,Bus2,onshore wind,0.0,4787.199297021229
153,1,Bus2,onshore wind,0.0,1903.0372843334812
154,1,Bus2,onshore wind,0.0,2025.9877802446679
155,1,Bus2,onshore wind,0.0,2457.636070950477
156,1,Bus2,onshore wind,0.0,1157.07213589389
157,1,Bus2,onshore wind,0.0,3006.709626485329
158,1,Bus2,onshore wind,0.0,3046.70104033469
159,1,Bus2,onshore wind,0.0,4245.288981360646
160,1,Bus2,onshore wind,0.0,4734.8705305420945
161,1,Bus2,onshore wind,0.0,6569.921024088161
162,1,Bus2,onshore wind,0.0,5940.429704126568
163,1,Bus2,onshore wind,0.0,4698.280736900845
164,1,Bus2,onshore wind,0.0,4644.424299989162
165,1,Bus2,onshore wind,0.0,6278.838129658808
166,1,Bus2,onshore wind,0.0,4681.673433039127
167,1,Bus2,onshore wind,26.808225060401128,8014.400735470145
0,2,Bus3,onshore wind,2684.06930694986,7498.03497437265
1,2,Bus3,onshore wind,5057.314448118827,5704.079340293076
2,2,Bus3,onshore wind,1882.2255543525785,4276.954720230572
3,2,Bus3,onshore wind,6316.678284130497,7127.11067396784
4,2,Bus3,onshore wind,5413.064467371055,5413.064467371055
5,2,Bus3,onshore wind,6478.732083504852,6496.556442698239
6,2,Bus3,onshore wind,3378.2960839126804,3378.2960839126804
7,2,Bus3,onshore wind,4076.645859854281,4076.645859854281
8,2,Bus3,onshore wind,4380.582565151735,4380.582565151735
9,2,Bus3,onshore wind,3159.1514428687806,4124.455552252522
10,2,Bus3,onshore wind,3339.097251720703,3339.097251720703
11,2,Bus3,onshore wind,4139.769726461957,4139.769726461957
12,2,Bus3,onshore wind,2199.280110973245,2199.280110973245
13,2,Bus3,onshore wind,2902.377453911112,2902.377453911112
14,2,Bus3,onshore wind,2975.8064369119343,2975.8064369119343
15,2,Bus3,onshore wind,3217.879102924246,3217.879102924246
16,2,Bus3,onshore wind,3303.5979399606554,3303.5979399606554
17,2,Bus3,onshore wind,1399.0167126176918,1399.0167126176918
18,2,Bus3,onshore wind,965.897875455831,965.897875455831
19,2,Bus3,onshore wind,3799.254171544717,3799.254171544717
20,2,Bus3,onshore wind,2920.181217947711,2920.181217947711
21,2,Bus3,onshore wind,1948.8965190369881,1948.8965190369881
22,2,Bus3,onshore wind,2410.0436576101283,4398.801140457188
23,2,Bus3,onshore wind,1829.511800850741,3150.943227519354
24,2,Bus3,onshore wind,1691.7251921809902,4435.297168400976
25,2,Bus3,onshore wind,1884.5319745213183,3572.371928983049
26,2,Bus3,onshore wind,2252.1129531909874,5836.951284862809
27,2,Bus3,onshore wind,2394.4854329325913,5819.256382563639
28,2,Bus3,onshore wind,2373.5282524649665,4112.521769915199
29,2,Bus3,onshore wind,2078.6162514906196,5633.758520085666
30,2,Bus3,onshore wind,1692.1390685066358,5604.59873017738
31,2,Bus3,onshore wind,1547.4506785622598,6614.50828270872
32,2,Bus3,onshore wind,1732.568711820505,4550.745795355828
33,2,Bus3,onshore wind,2082.5620728031367,6448.552857858649
34,2,Bus3,onshore wind,2305.272219677113,7039.217709172909
35,2,Bus3,onshore wind,2928.4419330169335,4406.870501459555
36,2,Bus3,onshore wind,1827.0973392663814,5129.515183202424
37,2,Bus3,onshore wind,1431.9259543910425,4379.725361158014
38,2,Bus3,onshore wind,1288.4456440576564,6212.354272897208
39,2,Bus3,onshore wind,1474.1673945977159,7217.3069089779665
40,2,Bus3,onshore wind,1815.2332367545127,7974.918237370667
41,2,Bus3,onshore wind,3117.1674158427627,6474.860450178445
42,2,Bus3,onshore wind,3144.656013032105,7914.616673620323
43,2,Bus3,onshore wind,1508.70106130556,4750.760488328525
44,2,Bus3,onshore wind,3829.612555695905,4235.472788134905
45,2,Bus3,onshore wind,5658.773807951949,5658.773807951949
46,2,Bus3,onshore wind,5846.4020803483645,5846.4020803483645
47,2,Bus3,onshore wind,4119.944708896526,5155.902265257756
48,2,Bus3,onshore wind,2831.848756162466,2831.848756162466
49,2,Bus3,onshore wind,4511.838223755766,4511.838223755766
50,2,Bus3,onshore wind,2995.873890468561,2995.873890468561
51,2,Bus3,onshore wind,4673.914538158321,4673.914538158321
52,2,Bus3,onshore wind,1205.623647170411,4085.9460221700238
53,2,Bus3,onshore wind,2512.221331048198,2512.221331048198
54,2,Bus3,onshore wind,2694.676518500383,2694.676518500383
55,2,Bus3,onshore wind,1934.967115196306,1934.967115196306
56,2,Bus3,onshore wind,2661.193277714775,2751.179545078065
57,2,Bus3,onshore wind,2167.0315973189936,3626.7961612663303
58,2,Bus3,onshore wind,1585.054891486769,1585.054891486769
59,2,Bus3,onshore wind,2278.754015169874,3017.566798732318
60,2,Bus3,onshore wind,821.9996808355236,1970.908702490786
61,2,Bus3,onshore wind,1198.5552565880907,1741.125494242483
62,2,Bus3,onshore wind,1407.8641623569692,2504.243734381627
63,2,Bus3,onshore wind,1696.004393023847,1696.004393023847
64,2,Bus3,onshore wind,1275.8948402492183,2337.554763368353
65,2,Bus3,onshore wind,607.7076140812051,1889.6522389203628
66,2,Bus3,onshore wind,572.5286289968635,5280.511856975037
67,2,Bus3,onshore wind,857.7238586776798,3606.0773916813087
68,2,Bus3,onshore wind,1255.745423660458,3147.120784898771
69,2,Bus3,onshore wind,1475.5149792759357,4351.623958599028
70,2,Bus3,onshore wind,1363.9953550537712,4324.305232321554
71,2,Bus3,onshore wind,1022.6386480913047,4516.085395236989
72,2,Bus3,onshore wind,730.0426660266039,5646.2845027671065
73,2,Bus3,onshore wind,729.7089440911973,6072.659176802549
74,2,Bus3,onshore wind,1044.5130646682796,5049.256532973402
75,2,Bus3,onshore wind,1459.1581823973188,5244.136471301103
76,2,Bus3,onshore wind,1683.9731164186587,5755.260929480842
77,2,Bus3,onshore wind,1989.1957806038622,3904.1548737553676
78,2,Bus3,onshore wind,1244.865063435057,4828.080548278418
79,2,Bus3,onshore wind,974.2879681079589,7805.672144020536
80,2,Bus3,onshore wind,1073.316205800134,8135.463067563271
81,2,Bus3,onshore wind,3701.7441767501264,6248.159321568034
82,2,Bus3,onshore wind,1846.8767307043295,7035.303399340374
83,2,Bus3,onshore wind,4038.176466040183,6687.267916902722
84,2,Bus3,onshore wind,5911.592068642592,9000.0
85,2,Bus3,onshore wind,5650.592402659475,7205.735509408161
86,2,Bus3,onshore wind,4022.721500871079,5757.66707550226
87,2,Bus3,onshore wind,2912.539423581112,4698.145536991897
88,2,Bus3,onshore wind,3491.2861679669763,3789.2605500476466
89,2,Bus3,onshore wind,4216.843922099395,5320.9428997755695
90,2,Bus3,onshore wind,4068.942072856771,4068.942072856771
91,2,Bus3,onshore wind,3103.4990389993022,3103.4990389993022
92,2,Bus3,onshore wind,1799.9344031766996,3579.057623874382
93,2,Bus3,onshore wind,2850.162706580744,2850.162706580744
94,2,Bus3,onshore wind,5337.779389946113,5337.779389946113
95,2,Bus3,onshore wind,4270.405381273974,4270.405381273974
96,2,Bus3,onshore wind,3144.041602352143,3144.041602352143
97,2,Bus3,onshore wind,4425.679793049263,4425.679793049263
98,2,Bus3,onshore wind,2851.961331690365,2851.961331690365
99,2,Bus3,onshore wind,1781.171030871434,1781.171030871434
100,2,Bus3,onshore wind,4075.433484891615,4075.433484891615
101,2,Bus3,onshore wind,3045.103445560609,3045.103445560609
102,2,Bus3,onshore wind,1467.9035667633439,1467.9035667633439
103,2,Bus3,onshore wind,2358.863280802064,2358.863280802064
104,2,Bus3,onshore wind,1761.736009633657,1761.736009633657
105,2,Bus3,onshore wind,1384.814116813395,1384.814116813395
106,2,Bus3,onshore wind,2615.7842760445287,3863.2135907664274
107,2,Bus3,onshore wind,1719.3934573093884,5051.207503412565
108,2,Bus3,onshore wind,1751.1067560640558,1978.682011429371
109,2,Bus3,onshore wind,2373.1923584436536,4201.058627641167
110,2,Bus3,onshore wind,2366.6158426443817,3267.771122714068
111,2,Bus3,onshore wind,2397.1706638338455,3724.760046174558
112,2,Bus3,onshore wind,2554.324063405899,3919.476409895011
113,2,Bus3,onshore wind,1870.0019045868303,3947.5961258926873
114,2,Bus3,onshore wind,1577.9452864371005,5152.781299553862
115,2,Bus3,onshore wind,1603.7879295869848,4552.3223361755645
116,2,Bus3,onshore wind,1904.771503180078,5912.774654757962
117,2,Bus3,onshore wind,2226.8801977223347,5825.301668290368
118,2,Bus3,onshore wind,2298.399784356843,5838.71799767826
119,2,Bus3,onshore wind,2819.46771105225,5336.563667205779
120,2,Bus3,onshore wind,2000.4609849719282,5794.389249675187
121,2,Bus3,onshore wind,1317.6868360382127,7211.2852884699305
122,2,Bus3,onshore wind,3241.3290211641397,6997.329464818506
123,2,Bus3,onshore wind,1643.370231792801,5514.244017569412
124,2,Bus3,onshore wind,2348.709823843463,6541.491606178537
125,2,Bus3,onshore wind,5077.43337895094,7100.001684973097
126,2,Bus3,onshore wind,4236.076713281244,4543.874451799471
127,2,Bus3,onshore wind,2874.029541870938,6582.574408828431
128,2,Bus3,onshore wind,4590.512150418309,5167.729207375955
129,2,Bus3,onshore wind,2310.2113541995186,6162.016203437986
130,2,Bus3,onshore wind,4564.550179745678,4564.550179745678
131,2,Bus3,onshore wind,3240.6054409514,3240.6054409514
132,2,Bus3,onshore wind,3123.2919265881796,3123.2919265881796
133,2,Bus3,onshore wind,3988.2509541308723,4498.595730450919
134,2,Bus3,onshore wind,4411.028466316491,4411.028466316491
135,2,Bus3,onshore wind,2955.667155898799,2955.667155898799
136,2,Bus3,onshore wind,2865.2831022815517,4221.722369729995
137,2,Bus3,onshore wind,1665.4828970003891,1665.4828970003891
138,2,Bus3,onshore wind,3031.313175953763,3031.313175953763
139,2,Bus3,onshore wind,1476.7308731072362,1688.474358847897
140,2,Bus3,onshore wind,2085.933418564276,2085.933418564276
141,2,Bus3,onshore wind,2663.284441851046,2663.284441851046
142,2,Bus3,onshore wind,1676.181250372176,1676.181250372176
143,2,Bus3,onshore wind,1121.4820974615095,2117.132986591376
