hour,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
24,0.0,0.0,0.0,0.0,0.0,6796.544389229616,5901.038663992861,0.0,6500.914400520655,0.0,7580.3736399798,7084.002087350912,548.170575171448,6580.247060597754,6631.584880444424,7458.58468670031,5331.235002306532,5605.62256703912,5220.793131696528,5935.804145387331
25,0.0,0.0,0.0,0.0,0.0,5909.77793452096,6420.154966223322,0.0,7072.801967586954,6067.8448653048,8247.221589565837,7707.184069027709,0.0,8039.603384020963,3789.9680910752168,8114.718822214134,5800.225489965251,6098.751018553448,5680.0680118585005,6457.978778392149
26,0.0,0.0,0.0,0.0,0.0,8534.30800415408,7409.836325463239,0.0,6974.017362294453,7003.216828371978,9518.549387049785,8895.263865462059,9422.114320925042,0.0,6468.782916219343,9365.621019446124,6694.343323102793,7038.887234807181,6555.663298907801,7453.490763533749
27,0.0,0.0,0.0,0.0,0.0,9312.846252846315,7971.3160147991275,0.0,8907.764423771509,7642.082001988727,10386.87459470308,0.0,9858.279152949373,9180.59664977953,9086.813366826176,10219.995408423603,7305.031655932607,7681.006424536622,7153.700611512799,8133.431965897289
28,0.0,0.0,0.0,0.0,0.0,9094.65264968358,7131.378858858578,0.0,8699.06161015494,7463.033259809677,10143.517243804576,9479.308110778436,10040.750454836229,0.0,7766.266180937564,9980.547922453456,7133.879772292456,7501.045709822413,6986.09431049646,7942.871230915145
29,0.0,0.0,0.0,0.0,0.0,6471.375714841166,6942.710817000057,0.0,7648.478733800887,6561.725130290961,0.0,8334.495115174128,7780.906230797917,7840.607866012559,7802.2156276065425,8775.200355800935,6272.323403730821,6595.146828925982,6142.385944684422,6983.613223759122
30,0.0,0.0,0.0,0.0,0.0,6797.8278205781,5902.152991741825,0.0,0.0,5578.26857974603,7581.805086403984,7085.339801022883,1255.0244031716106,6265.874002378148,6632.83716152114,7459.99313500198,5332.241730687345,5606.681109633459,5221.779004691014,5936.9250381060965
31,0.0,0.0,0.0,0.0,0.0,6349.148821782381,0.0,6009.44713270438,0.0,5210.0845027975765,7081.381009034113,6617.684065697115,7009.637572288406,0.0,4467.33612292281,6967.609047146253,4980.296235124897,5236.621712244472,4877.124412430684,5545.068455043045
32,0.0,0.0,0.0,0.0,0.0,0.0,6011.006459876293,681.8355163453734,4573.931606632964,5681.148644349657,4550.63547815589,7216.014795610732,6596.159724731182,7527.249440307717,5786.758576526442,7597.577864869281,5430.58431959156,5710.085186817079,5318.084328407236,6046.419807448137
33,0.0,0.0,0.0,0.0,0.0,8008.530370671536,6953.334614276027,0.0,7660.182503362844,0.0,4921.469691625303,8347.248633048495,7778.135560889655,7756.835411745537,7814.154646718232,8788.628244718298,6281.921368279107,6605.238780724436,6151.785077787778,6994.299610258375
34,0.0,0.0,0.0,0.0,0.0,8699.155000328956,7552.963250318252,5512.501257259958,6288.393953859111,3349.6329227956303,9702.407794038798,9067.08301327001,9223.753662132338,0.0,6887.369966457213,9546.525492499648,6823.649927415607,7174.8489807984015,6682.291187452812,7597.460908832894
35,0.0,0.0,0.0,0.0,0.0,8384.862794082723,7280.081863154845,0.0,8020.14555673649,0.0,9351.869017413504,8739.497917435918,9257.122636382885,3950.8171728547422,8181.353073770294,9201.618595345824,6577.117937784625,6915.628502996431,6440.866354810459,7322.97186353869
36,0.0,0.0,0.0,0.0,0.0,6657.271404375442,6265.516964843937,0.0,6902.444092088005,5921.692722936363,0.0,4130.549345364337,7609.735323694632,7845.958806011769,5807.916312569798,7919.264988619048,5660.519317444992,5951.854460233396,5543.255992573323,6302.429740013017
37,0.0,0.0,0.0,0.0,0.0,0.0,5201.550720639538,3575.8091596147456,5730.319340419945,4916.112305373475,6681.823356004635,0.0,6614.127948756254,6513.612988443194,5845.500610653122,5235.732597881055,4699.289539882909,4941.152187517826,0.0,5232.195226648998
38,0.0,0.0,0.0,0.0,0.0,5545.973669931904,43.38896155830753,5249.24466323505,5304.739884124466,0.0,6185.577582954491,0.0,2221.5218747307954,5111.996273213807,5411.366869779557,6086.197914479585,4350.282622720098,4574.182611039921,4260.162162765221,4843.610460686217
39,0.0,0.0,0.0,0.0,0.0,3306.7019384182895,5315.2823019397765,0.0,5855.612414532499,5023.602793569838,6827.921005928894,6380.820914046173,0.0,6656.032729197415,5973.312116038069,6718.2212217386605,138.47830292293747,5049.190171171755,4702.560161878117,5346.596848157206
40,0.0,0.0,0.0,0.0,0.0,7179.54309288351,6233.573850859631,3908.299597669341,3132.8720618158623,0.0,8007.542670454343,7483.199600198232,7926.416032820613,0.0,7005.287789882623,7878.890669050084,5631.660627127487,5921.510473215564,5514.99513891855,6270.298435813712
41,0.0,0.0,0.0,0.0,0.0,651.6806206981619,6782.152548042269,7393.435074068,7471.598760253299,6409.97759880562,5779.36680392837,8141.750214284287,0.0,7468.43044884169,7621.78030943997,8572.263633240746,6127.2686240357625,6442.626381756852,6000.336119977,6822.109039034633
42,0.0,0.0,0.0,0.0,0.0,4625.725158532147,6453.680364803341,7035.357348270547,0.0,4887.407250968357,8290.287744888034,7747.430203148008,8206.296538417106,8081.585378114966,0.0,6244.302901032088,5830.5136796472925,6130.598078291568,5709.7287513672845,6491.701689086042
43,0.0,0.0,0.0,0.0,0.0,0.0,5408.261341090963,4863.899380934171,5958.043326950133,5111.479548611217,0.0,6492.439180749955,6876.974658412951,6772.465214353241,6077.801922891163,749.5257055596894,4886.040204952008,5137.514520460942,4784.82099029028,5440.123665630099
44,0.0,0.0,0.0,0.0,0.0,176.05835867585165,0.0,4744.294940984833,3576.2146621942043,0.0,5590.557559531708,5224.48144406818,5533.918068995355,0.0,4890.821844125291,5500.737692364062,3931.8083196574794,4134.170306956743,3850.3569738595393,4377.680614828271
45,0.0,0.0,0.0,0.0,0.0,4607.044796196639,4000.025294057564,0.0,1444.3751635907838,3780.521353352055,3102.787590884709,0.0,0.0,3760.7941411676748,4495.226818852698,5055.809511419894,3613.783279867857,3799.777180569157,3538.9201411701474,4023.59111235774
46,0.0,0.0,0.0,0.0,0.0,5219.921661421452,0.0,4940.6375786234175,0.0,0.0,4849.811221074338,5440.696599277156,5762.939258372932,0.0,5093.228497388005,5728.385711914159,4094.526199927088,4305.262937708428,4009.703990329129,4558.850919235245
47,0.0,0.0,0.0,0.0,0.0,6284.854521239116,5456.768528750265,3187.310554362415,0.0,5157.324873391908,7009.671800188007,215.1460307082607,6938.654869343108,6833.208070578171,6132.314280899787,6897.051943710862,4929.863543763645,5183.593355271118,0.0,5488.91662937495
48,0.0,0.0,0.0,0.0,0.0,6893.824598125375,0.0,6524.980848210998,5428.236164885499,5657.0431268635375,0.0,7185.396731954064,7610.974837131002,2116.4458472281567,6726.503993089653,7565.340801990121,5407.541964344272,5685.856889524603,5295.519318618489,6020.76441845531
49,0.0,0.0,0.0,0.0,0.0,0.0,5634.020074427817,0.0,4008.176146329506,5324.849627383876,7237.366113173686,6763.455086467448,7164.0423480375375,1430.4611706122523,6331.509496739179,7121.088039652996,5089.999699165429,5351.971385151765,4984.555259380469,5667.212437878807
50,0.0,0.0,0.0,0.0,0.0,1840.0484054545886,0.0,5005.116449023834,0.0,4339.347542278996,5897.903049555819,0.0,5376.118041738307,5749.427343607085,3961.455899903479,5803.145261475173,4147.962708878583,4361.449712508769,4062.033508498017,4618.34719940524
51,0.0,0.0,0.0,0.0,0.0,0.0,3576.162703135377,3898.48600022527,0.0,0.0,4593.877625737094,0.0,1003.7986525453985,4478.229874698735,2931.2300282106394,4520.07076949167,3230.8488153504377,3397.1338765191226,3163.918547472349,3597.231370025848
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477.043211266602,3624.8620227940346,3109.814259362513,2924.696224474864,3949.987425426707,1694.0113981163004,4120.35472202067,0.0,0.0,1700.3646503762734,3125.653885821036,2911.075825030862,3309.760703761104
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.814509013537,4279.585134442638,3671.509368234445,0.0,4663.4347351135,4939.641574098464,4864.573797873389,0.0,2362.321056713697,3509.579215850622,3690.209950353365,3436.874768666276,3907.5701688254985
54,0.0,0.0,0.0,0.0,0.0,5579.571392292015,758.2637666673581,0.0,0.0,1978.5975799883763,6223.05005048454,4501.845801382702,5622.53786186001,4759.524022648105,5444.149138953546,6123.068336145666,4376.636802607136,4601.893185690387,4285.970389430566,4872.953239639703
55,0.0,0.0,0.0,0.0,0.0,0.0,5381.713655148699,2963.707884277774,5928.796910569972,5086.388683876958,6913.257589436782,6460.569560275027,0.0,6739.221022139466,6047.967644092119,6802.186757633926,4862.055960722388,5112.295857121439,0.0,5413.419576191053
56,0.0,0.0,0.0,0.0,0.0,5799.988611504819,986.7151151214798,0.0,5547.705911718667,4759.445971329516,6468.887461767567,6045.297297788833,0.0,6306.037610808898,5659.216593031768,6364.956036976534,0.0,4783.687884205313,4455.284770132241,5065.455983473973
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386.744035554871,4433.120865909814,3431.501214969706,0.0,4830.741574611235,0.0,5039.096765139892,3440.1603446474824,5086.177938617129,3635.489974748937,3822.6010738375207,3560.1771601344103,4047.75937532158
58,0.0,0.0,0.0,0.0,0.0,3543.769882617564,0.0,0.0,3389.6261603981416,1962.9349432291874,0.0,3693.652510434005,3912.420895147128,3056.4331652260926,3457.758741424883,0.0,2779.746435301652,2922.81419626633,0.0,1269.1509133507457
59,0.0,0.0,0.0,0.0,0.0,3318.837362363153,2881.550751856261,0.0,0.0,1760.3611945342145,0.0,522.3296922535696,3664.089112500045,0.0,3238.2855775619023,3642.1198937209456,0.0,2737.295388562047,2549.378377356168,2898.527169865882
60,0.0,0.0,0.0,0.0,0.0,0.0,3559.374714598087,0.0,0.0,3364.0517556501723,0.0,4272.91182851118,4525.988699197955,4457.207209332342,169.94568879880717,4498.851685639743,3215.6818731891467,3381.186323425792,3149.065803702801,3580.344476442111
61,0.0,0.0,0.0,0.0,0.0,2107.95454228915,4573.219433628216,0.0,0.0,4322.261098718756,5874.679699363621,5489.998940595864,0.0,4504.234628250586,5139.382162678909,5780.295025808179,4131.629854682256,4344.27624031565,4046.039005728528,4600.1621778103145
62,0.0,0.0,0.0,0.0,0.0,5916.290744085553,5136.766337257635,0.0,0.0,4854.883006373071,0.0,6166.518392330771,6531.750168785958,6432.487104315939,5772.695946629172,6492.586970495027,4640.760729625165,1995.084225004447,4544.622724864261,5167.029171428736
63,0.0,0.0,0.0,0.0,0.0,2060.2225702114333,0.0,5247.12218758822,5302.594969581678,4549.162242406822,0.0,5778.201575748267,6120.434046643246,0.0,5409.17884176143,6083.737025783399,4348.523632709931,4572.333089476546,4258.439611994184,4841.651998868359
64,0.0,0.0,0.0,0.0,0.0,4432.2523207822205,0.0,4195.111305182758,672.8173920746162,3637.08739189915,4216.009765117873,0.0,4893.330313983059,4818.966330383196,0.0,1697.6707213178447,3476.675404203004,3655.612648033416,3404.652592419646,3870.935021154748
65,0.0,0.0,0.0,0.0,0.0,3435.0036200929144,2982.4110624872023,0.0,0.0,1976.3457544824473,280.9340841011481,3580.286013191821,3792.339904483541,3734.7076817708735,0.0,0.0,747.7942494070915,2833.106459389504,2638.611959270458,2999.981690677834
66,0.0,0.0,0.0,0.0,0.0,0.0,1395.889698166523,3147.9654976570764,3181.245912621974,0.0,0.0,3466.5819755426605,3671.9013815026938,0.0,1557.7414940911058,0.0,2608.859079725237,2743.1316243244914,2554.813951945634,2904.7071707521127
67,0.0,0.0,0.0,0.0,0.0,4210.304515702692,0.0,3685.649979265333,0.0,0.0,4695.868891505647,0.0,4648.2937402245525,0.0,4108.115855558427,4620.423407655366,3302.5787104478386,3472.555559959335,3234.162485978118,3677.0955306721407
68,0.0,0.0,0.0,0.0,0.0,5444.570218322174,1992.0868852659642,5153.266651279843,0.0,0.0,6072.479513176049,0.0,6010.95753754907,3535.0811005325368,5312.424589996083,5974.916918131878,4270.741373576903,4490.547539426184,4182.268690233306,4755.049128051436
69,0.0,0.0,0.0,0.0,0.0,6126.076068357827,5318.910562142082,0.0,417.7797334328493,5027.031950678097,6832.58180711367,6385.1765206283535,6763.359024147585,6660.576197875981,3491.3634072993027,0.0,4805.317127653391,5052.636794457455,4705.770172356406,5350.246483954512
70,0.0,0.0,0.0,0.0,0.0,0.0,5018.653204752269,5470.989684434321,0.0,4743.251407390134,6446.876325965769,6024.727476382864,3932.0252527713114,0.0,5639.960455759752,6343.29853983651,4534.052588550454,4767.410834360965,4440.125149766196,5048.22018516874
71,0.0,0.0,0.0,0.0,0.0,4721.705621411018,0.0,0.0,4240.905845266187,0.0,0.0,4921.408669225739,5212.894839632486,5133.674431140033,2279.4788967201166,5181.639260499974,3703.723662769636,3894.346607702686,3626.997318993411,4123.730854356569
72,0.0,0.0,0.0,0.0,0.0,0.0,3311.7880637950198,5.7735586910234815,3648.451050959511,3130.0515803121693,0.0,3975.692228546316,0.0,0.0,3721.786095913967,4185.915928485821,2992.002162883362,3145.9942841822763,2930.019842540129,3331.299189356157
73,0.0,0.0,0.0,0.0,0.0,0.0,3310.889545107146,2966.188756573559,0.0,3129.2023684107007,4253.112250519104,919.9848204704213,4210.022789674074,4146.043036500303,0.0,0.0,1907.498280913907,3145.140746878008,2929.2249010965206,3330.395377119724
74,0.0,0.0,0.0,0.0,0.0,4789.538232809699,4158.473582438516,397.92110464834786,0.0,3930.274690791239,5341.904251401704,4992.110239497273,2821.5503984800202,5207.425437800801,0.0,934.512329130343,3756.9318184847048,3950.293276401004,3679.103214491788,4182.972885729276
75,0.0,0.0,0.0,0.0,0.0,6075.353607144291,0.0,5750.300920552253,5811.09332788691,1629.5184369928002,0.0,6332.308768939471,6707.360010758333,6605.428201983215,5927.898181366595,6667.143887464872,4765.530238149181,0.0,4666.807508102199,5305.947708239507
76,0.0,0.0,0.0,0.0,0.0,6772.505186132751,0.0,6410.152449475216,6477.920833107618,4324.482034710125,1956.2893214668275,7058.946153752316,7477.034818961339,0.0,6608.129134897064,7432.203864060074,5312.378560909539,5585.7956238667975,5202.327320361806,5914.809358445264
77,0.0,0.0,0.0,0.0,0.0,923.90738693805,5587.662086957323,6091.283934283573,6155.681227440963,0.0,0.0,6053.486673506195,7105.094992326856,5481.115183637607,6279.412409039512,7062.4941216765765,5048.118034002442,5307.934157889932,4943.541214842508,5620.581336157981
78,0.0,0.0,0.0,0.0,0.0,0.0,1475.7263441063114,5121.331840715692,5175.4747622181085,0.0,6034.848337451851,0.0,5973.707613712292,5882.925126834784,3889.0185098502816,5937.890338133404,4244.2755750916285,4462.719601400646,4156.351157260738,4725.582072802153
79,0.0,0.0,0.0,0.0,0.0,4571.77006200394,0.0,4327.164358825133,1824.710098342276,0.0,5099.021396959004,4765.13163269361,0.0,0.0,4460.8082407434,5017.098722935378,3586.1136455867672,3770.68344782605,3511.823711065533,3992.783704731554
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.4257203586421,4451.336192690213,3818.8567394282354,5190.468518560171,4850.5906919790605,5137.882441159896,5059.801996743416,0.0,546.4390001730999,3650.427902204548,3838.307825315131,3574.8056334671924,4064.3912836272816
81,0.0,0.0,0.0,0.0,0.0,5693.39719467279,4943.241013547005,0.0,5445.750912682196,3007.1612876621375,5510.803587655703,2808.1865016974098,6285.669466877663,6190.146092987832,0.0,2866.7850292530056,4465.922190455062,4695.77390653849,4373.406141078287,4972.363709274026
82,0.0,0.0,0.0,0.0,0.0,7000.109956971782,6077.782641095075,1782.3236614901425,6695.625455874361,1934.2116923633785,7807.415939028941,7296.177396480575,5265.299885001092,7610.86954220914,0.0,5448.320379555264,5490.912599900277,5773.518438096171,5377.162847989762,6113.589395017553
83,0.0,0.0,0.0,0.0,0.0,7681.426876040151,4958.430220005015,0.0,7347.3070630023585,6303.346204286109,8567.30751304153,8006.310399433697,8480.509742400636,6207.081017261793,0.0,6947.58196475629,6025.340155814857,6335.451867514723,5900.519202024251,6708.621746889966
84,0.0,0.0,0.0,0.0,0.0,7321.9569435896465,3698.640767242391,6930.206614386378,0.0,6008.366707529519,8166.380770823637,6343.890124205303,8083.644900302689,7960.797678018218,0.0,6177.436600298322,5743.370587692296,6038.969912845259,5624.390915808242,6394.676454549476
85,0.0,0.0,0.0,0.0,0.0,6299.102217018869,0.0,5962.078196498969,4570.0814466357315,5169.016471914217,5157.146108326563,6565.520755593328,6954.384723290405,0.0,1956.3246127836683,6912.68748428528,4941.03948996413,5195.344504151696,4838.680910049074,5501.359942745447
86,0.0,0.0,0.0,0.0,0.0,0.0,4771.072054301196,0.0,1900.478457846572,4509.2564305688,6128.837801987466,5727.51447940897,6066.744844891861,0.0,5361.728858323746,6030.369734821609,4310.377847483264,4532.224020112409,4221.084054899367,4799.1804308396495
87,0.0,0.0,0.0,0.0,0.0,2696.123690763025,4883.567808543709,0.0,5380.011570878145,0.0,6273.347929547381,5862.561918215761,0.0,6115.420653585847,4423.449642150685,6172.558111764774,4412.011023738841,4639.088044326619,4320.61179815549,4912.3389445172
88,0.0,0.0,0.0,0.0,0.0,0.0,5808.707708434892,6332.252629579755,1353.2017174094854,0.0,7461.766868948716,5599.603270933068,7386.169637463688,7273.92195285172,4879.651303586185,7341.8834938348655,5247.81951393317,5517.913857169081,5139.105678678917,5842.929229638562
89,0.0,0.0,0.0,0.0,0.0,7979.38347337796,0.0,7019.158149030772,7632.303411651684,6547.848120034277,7924.0953629706855,4613.293971704245,8809.462145035293,0.0,7785.715176255823,8756.642195725048,6259.058432327951,6581.199137065673,6129.395770444814,6968.8439869486
90,0.0,0.0,0.0,0.0,0.0,8607.008895189134,7472.958221582159,0.0,8232.628946088102,7062.874870158905,9599.634698414551,7557.3451593983555,0.0,8091.1938947713,8398.107447902166,9445.403585634142,6751.370175689697,7098.849140753938,6611.508783149101,7516.984537084772
91,0.0,0.0,0.0,0.0,0.0,3451.32094779169,7109.569153709446,7750.362081979488,7832.299214520635,2528.30148205557,9132.831298537274,8534.803039396642,9040.304049439968,0.0,5596.163394997405,8986.10001362267,6423.069917309811,6753.651951670572,6290.009593309906,7151.454592563484
92,0.0,0.0,0.0,0.0,0.0,0.0,4046.1212035366934,6750.508986269629,6821.875632585966,0.0,7954.629615848127,4003.325111513835,7874.039055058916,6112.728461182857,6958.997536978197,7826.827734219142,5594.44716744948,5882.381714254763,5478.552593315224,6228.864920291445
93,0.0,0.0,0.0,0.0,0.0,6327.717877167286,2771.9194617602698,5989.162818651686,4039.0476981388474,2738.33472951811,0.0,6595.346706048907,6985.977211065148,6879.811254258974,330.3070729267356,6944.090549190002,4963.485721498952,5218.945996485489,4860.662145424886,5526.351606803602
94,0.0,0.0,0.0,0.0,0.0,3862.847827631571,5616.320877815834,6122.525772035344,4168.521040604951,2749.7771532278703,1302.9627251444408,6742.207785291678,7141.536607486485,0.0,6311.619146695511,7098.717239471233,5074.009535083592,5335.158240619772,4968.896347556653,5649.408967913343
95,0.0,0.0,0.0,0.0,0.0,7523.208630697064,0.0,737.7428512324595,7195.970852912135,6173.512985494046,8390.842334904359,7841.400363380145,8305.832381968707,773.120852927329,7340.612192104691,8256.032106063982,5901.233168606289,6204.957352093325,5778.983215309407,6570.440862193374
96,0.0,0.0,0.0,0.0,0.0,1634.8187934552416,6279.571675011641,8290.007952607699,8377.65024250269,7187.290445887136,9768.736388553529,9129.068335407066,9116.600928632743,0.0,6695.626806773824,9611.788428448968,6870.298462372475,7223.898418716708,6727.97335130437,7649.399449725095
97,0.0,0.0,0.0,0.0,0.0,2129.3051066337757,8073.235479853337,3199.930281508412,8893.927963905362,7630.211530803819,10370.740628128842,9691.652647511895,3989.980597668443,8900.48681801639,9072.6987896461,10204.120655839948,7293.684726162158,7669.07549191776,7142.588744752887,8120.79827919248
98,0.0,0.0,0.0,0.0,0.0,8789.390974465341,7631.30982495487,0.0,8407.077933347344,7212.536828241376,0.0,9161.1354894297,9703.73304225827,7314.884206531905,8576.062916170535,9645.551205617872,6894.4313651923485,7249.273391794562,6751.606316880899,7676.269055836335
99,0.0,0.0,0.0,0.0,0.0,434.4793099586541,6659.844306454452,5671.51863977621,7336.857157238179,6294.381100028322,8555.122428711129,7994.923208388674,7938.197894602602,6265.3471117018635,0.0,7030.9646808805355,6016.770453162513,6326.441100110921,5892.127029342184,6699.080228553875
100,0.0,0.0,0.0,0.0,0.0,6838.042211926245,3084.2395385440823,6472.183014956609,0.0,5611.268338144131,7626.657307571903,7127.255047350597,5810.092923399644,7434.661386605368,0.0,5189.460368492284,5363.78605063491,5639.848950046321,5252.669852469256,5972.046525909048
101,0.0,0.0,0.0,0.0,0.0,6963.070844841213,6045.623764429924,0.0,6660.1974378048135,995.1960982632918,7766.105194455898,0.0,7055.369610582462,6475.205732393911,6794.069558243025,7641.3322125935265,5461.858980923292,5742.969489846641,5348.711103817848,6081.241056989408
