node_mean,node_std,node_min,node_max,node_median,node_sq_mean,node_range,n_nodes,n_edges,avg_degree,relative_position
1.079999999999999849e+00,1.535447817413538640e+00,-1.000000000000000000e+00,2.799999999999999822e+00,1.800000000000000044e+00,3.523999999999999577e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.565217391304347561e-01
7.199999999999999734e-01,1.535447817413538862e+00,-1.000000000000000000e+00,2.799999999999999822e+00,0.000000000000000000e+00,2.875999999999999890e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.673913043478261087e-01
3.599999999999999867e-01,1.318483977907960680e+00,-1.000000000000000000e+00,2.799999999999999822e+00,0.000000000000000000e+00,1.867999999999999883e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.782608695652174058e-01
0.000000000000000000e+00,7.071067811865475727e-01,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.891304347826087029e-01
5.000000000000000000e-01,7.071067811865475727e-01,-5.000000000000000000e-01,1.500000000000000000e+00,5.000000000000000000e-01,7.500000000000000000e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.108695652173913526e-01
1.500000000000000000e+00,7.071067811865475727e-01,5.000000000000000000e-01,2.500000000000000000e+00,1.500000000000000000e+00,2.750000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.217391304347825942e-01
2.000000000000000000e+00,7.071067811865475727e-01,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.326086956521739468e-01
1.639999999999999902e+00,1.318483977907960680e+00,-8.000000000000000444e-01,3.000000000000000000e+00,2.000000000000000000e+00,4.427999999999999936e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.434782608695651884e-01
1.280000000000000027e+00,1.535447817413538862e+00,-8.000000000000000444e-01,3.000000000000000000e+00,2.000000000000000000e+00,3.995999999999999996e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.543478260869565410e-01
9.200000000000001510e-01,1.535447817413538862e+00,-8.000000000000000444e-01,3.000000000000000000e+00,2.000000000000000111e-01,3.203999999999999737e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.652173913043477826e-01
5.599999999999999423e-01,1.318483977907960680e+00,-8.000000000000000444e-01,3.000000000000000000e+00,2.000000000000000111e-01,2.052000000000000046e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.760869565217391353e-01
1.999999999999999556e-01,7.071067811865475727e-01,-8.000000000000000444e-01,1.199999999999999956e+00,2.000000000000000111e-01,5.400000000000000355e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.869565217391304879e-01
6.999999999999999556e-01,7.071067811865475727e-01,-2.999999999999999889e-01,1.699999999999999956e+00,6.999999999999999556e-01,9.899999999999998801e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,5.978260869565217295e-01
1.199999999999999956e+00,7.071067811865475727e-01,2.000000000000000111e-01,2.200000000000000178e+00,1.199999999999999956e+00,1.939999999999999947e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.086956521739130821e-01
1.699999999999999956e+00,7.071067811865476838e-01,6.999999999999999556e-01,2.700000000000000178e+00,1.699999999999999956e+00,3.390000000000000568e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.195652173913043237e-01
2.200000000000000178e+00,7.071067811865476838e-01,1.199999999999999956e+00,3.200000000000000178e+00,2.200000000000000178e+00,5.340000000000000746e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.304347826086956763e-01
1.840000000000000302e+00,1.318483977907960680e+00,-5.999999999999999778e-01,3.200000000000000178e+00,2.200000000000000178e+00,5.124000000000000554e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.413043478260869179e-01
1.480000000000000426e+00,1.535447817413539084e+00,-5.999999999999999778e-01,3.200000000000000178e+00,2.200000000000000178e+00,4.548000000000000931e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.521739130434782705e-01
1.120000000000000329e+00,1.535447817413538862e+00,-5.999999999999999778e-01,3.200000000000000178e+00,4.000000000000000222e-01,3.612000000000000544e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.630434782608695121e-01
7.600000000000000089e-01,1.318483977907960902e+00,-5.999999999999999778e-01,3.200000000000000178e+00,4.000000000000000222e-01,2.316000000000000281e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.739130434782608647e-01
4.000000000000000222e-01,7.071067811865475727e-01,-5.999999999999999778e-01,1.399999999999999911e+00,4.000000000000000222e-01,6.599999999999999201e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.847826086956522174e-01
9.000000000000000222e-01,7.071067811865475727e-01,-1.000000000000000056e-01,1.899999999999999911e+00,9.000000000000000222e-01,1.310000000000000053e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,6.956521739130434590e-01
1.399999999999999911e+00,7.071067811865474617e-01,4.000000000000000222e-01,2.399999999999999911e+00,1.399999999999999911e+00,2.459999999999999964e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.065217391304348116e-01
1.899999999999999911e+00,7.071067811865475727e-01,9.000000000000000222e-01,2.899999999999999911e+00,1.899999999999999911e+00,4.109999999999999432e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.173913043478260532e-01
2.399999999999999911e+00,7.071067811865475727e-01,1.399999999999999911e+00,3.399999999999999911e+00,2.399999999999999911e+00,6.259999999999999787e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.282608695652174058e-01
2.040000000000000036e+00,1.318483977907960680e+00,-4.000000000000000222e-01,3.399999999999999911e+00,2.399999999999999911e+00,5.900000000000000355e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.391304347826086474e-01
1.679999999999999716e+00,1.535447817413538640e+00,-4.000000000000000222e-01,3.399999999999999911e+00,2.399999999999999911e+00,5.179999999999999716e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.500000000000000000e-01
1.319999999999999840e+00,1.535447817413538862e+00,-4.000000000000000222e-01,3.399999999999999911e+00,5.999999999999999778e-01,4.099999999999999645e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.608695652173913526e-01
9.600000000000001865e-01,1.318483977907960680e+00,-4.000000000000000222e-01,3.399999999999999911e+00,5.999999999999999778e-01,2.659999999999999698e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.717391304347825942e-01
5.999999999999999778e-01,7.071067811865475727e-01,-4.000000000000000222e-01,1.600000000000000089e+00,5.999999999999999778e-01,8.600000000000000977e-01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.826086956521739468e-01
1.100000000000000089e+00,7.071067811865475727e-01,1.000000000000000056e-01,2.100000000000000089e+00,1.100000000000000089e+00,1.710000000000000187e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.934782608695651884e-01
1.600000000000000089e+00,7.071067811865475727e-01,5.999999999999999778e-01,2.600000000000000089e+00,1.600000000000000089e+00,3.060000000000000053e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.043478260869565410e-01
2.100000000000000089e+00,7.071067811865475727e-01,1.100000000000000089e+00,3.100000000000000089e+00,2.100000000000000089e+00,4.910000000000001030e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.152173913043477826e-01
2.600000000000000089e+00,7.071067811865475727e-01,1.600000000000000089e+00,3.600000000000000089e+00,2.600000000000000089e+00,7.260000000000000675e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.260869565217391353e-01
2.240000000000000213e+00,1.318483977907960680e+00,-2.000000000000000111e-01,3.600000000000000089e+00,2.600000000000000089e+00,6.756000000000000227e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.369565217391304879e-01
1.880000000000000338e+00,1.535447817413539084e+00,-2.000000000000000111e-01,3.600000000000000089e+00,2.600000000000000089e+00,5.892000000000000348e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.478260869565217295e-01
1.520000000000000018e+00,1.535447817413538862e+00,-2.000000000000000111e-01,3.600000000000000089e+00,8.000000000000000444e-01,4.668000000000000149e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.586956521739130821e-01
1.159999999999999920e+00,1.318483977907960902e+00,-2.000000000000000111e-01,3.600000000000000089e+00,8.000000000000000444e-01,3.084000000000000075e+00,3.800000000000000266e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.695652173913043237e-01
8.000000000000000444e-01,7.071067811865475727e-01,-2.000000000000000111e-01,1.800000000000000044e+00,8.000000000000000444e-01,1.140000000000000124e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.804347826086956763e-01
1.300000000000000044e+00,7.071067811865474617e-01,2.999999999999999889e-01,2.299999999999999822e+00,1.300000000000000044e+00,2.189999999999999947e+00,1.999999999999999778e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.913043478260869179e-01
1.800000000000000044e+00,7.071067811865474617e-01,8.000000000000000444e-01,2.799999999999999822e+00,1.800000000000000044e+00,3.739999999999999769e+00,1.999999999999999778e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.021739130434782705e-01
2.299999999999999822e+00,7.071067811865474617e-01,1.300000000000000044e+00,3.299999999999999822e+00,2.299999999999999822e+00,5.789999999999999147e+00,1.999999999999999778e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.130434782608695121e-01
2.799999999999999822e+00,7.071067811865474617e-01,1.800000000000000044e+00,3.799999999999999822e+00,2.799999999999999822e+00,8.339999999999999858e+00,1.999999999999999778e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.239130434782608647e-01
2.439999999999999947e+00,1.318483977907960680e+00,0.000000000000000000e+00,3.799999999999999822e+00,2.799999999999999822e+00,7.691999999999998394e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.347826086956522174e-01
2.079999999999999627e+00,1.535447817413538640e+00,0.000000000000000000e+00,3.799999999999999822e+00,2.799999999999999822e+00,6.683999999999999275e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.456521739130434590e-01
1.719999999999999973e+00,1.535447817413538862e+00,0.000000000000000000e+00,3.799999999999999822e+00,1.000000000000000000e+00,5.315999999999999837e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.565217391304348116e-01
1.359999999999999876e+00,1.318483977907960680e+00,0.000000000000000000e+00,3.799999999999999822e+00,1.000000000000000000e+00,3.587999999999999634e+00,3.799999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.673913043478260532e-01
1.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.782608695652174058e-01
1.500000000000000000e+00,7.071067811865475727e-01,5.000000000000000000e-01,2.500000000000000000e+00,1.500000000000000000e+00,2.750000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.891304347826086474e-01
2.000000000000000000e+00,7.071067811865475727e-01,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
