file,region_folder,region,method_group_raw,author,unit,n_rows,start_min,end_max,method_group
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_ICESat_Treichler_et_al.csv,13_central_asia,central_asia,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/13_central_asia/central_asia_altimetry_Treichler_snowfall_Treichler_et_al.csv,13_central_asia,central_asia,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/13_central_asia/central_asia_combined_DUS-combined_Dussaillant_et_al.csv,13_central_asia,central_asia,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/13_central_asia/central_asia_combined_Huss_Huss_et_al.csv,13_central_asia,central_asia,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/13_central_asia/central_asia_combined_Miles2021_Miles_et_al.csv,13_central_asia,central_asia,combined,Miles et al.,mwe,1,2000.0,2017.0,combined
data/glambie/input/13_central_asia/central_asia_demdiff_Brun_et_al_2017_Brun_et_al.csv,13_central_asia,central_asia,demdiff,Brun et al.,m,1,2000.6666666666667,2016.6666666666667,dem_differencing
data/glambie/input/13_central_asia/central_asia_demdiff_ETH_Hugonnet_et_al.csv,13_central_asia,central_asia,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/13_central_asia/central_asia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,13_central_asia,central_asia,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/13_central_asia/central_asia_glaciological_WGMS-beta_WGMS.csv,13_central_asia,central_asia,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/13_central_asia/central_asia_gravimetry_Harig_Group_Harig_et_al.csv,13_central_asia,central_asia,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,13_central_asia,central_asia,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,13_central_asia,central_asia,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/13_central_asia/central_asia_gravimetry_Wouters_Wouters_et_al.csv,13_central_asia,central_asia,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,14_south_asia_west,south_asia_west,altimetry,Jakob et al.,m,100,2011.0,2019.3333333333333,altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Ke_Ke_et_al.csv,14_south_asia_west,south_asia_west,altimetry,Ke et al.,m,1,2000.0833333333333,2021.1666666666667,altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_ICESat_Treichler_et_al.csv,14_south_asia_west,south_asia_west,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/14_south_asia_west/south_asia_west_altimetry_Treichler_snowfall_Treichler_et_al.csv,14_south_asia_west,south_asia_west,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/14_south_asia_west/south_asia_west_combined_DUS-combined_Dussaillant_et_al.csv,14_south_asia_west,south_asia_west,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/14_south_asia_west/south_asia_west_combined_Huss_Huss_et_al.csv,14_south_asia_west,south_asia_west,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/14_south_asia_west/south_asia_west_combined_Miles2021_Miles_et_al.csv,14_south_asia_west,south_asia_west,combined,Miles et al.,mwe,1,2000.0,2017.0,combined
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_Brun_et_al_2017_Brun_et_al.csv,14_south_asia_west,south_asia_west,demdiff,Brun et al.,m,1,2000.6666666666667,2016.6666666666667,dem_differencing
data/glambie/input/14_south_asia_west/south_asia_west_demdiff_ETH_Hugonnet_et_al.csv,14_south_asia_west,south_asia_west,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,14_south_asia_west,south_asia_west,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/14_south_asia_west/south_asia_west_glaciological_WGMS-beta_WGMS.csv,14_south_asia_west,south_asia_west,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/14_south_asia_west/south_asia_west_gravimetry_Wouters_Wouters_et_al.csv,14_south_asia_west,south_asia_west,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,15_south_asia_east,south_asia_east,altimetry,Jakob et al.,m,100,2011.0,2019.3333333333333,altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Ke_Ke_et_al.csv,15_south_asia_east,south_asia_east,altimetry,Ke et al.,m,1,2000.0833333333333,2021.1666666666667,altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_ICESat_Treichler_et_al.csv,15_south_asia_east,south_asia_east,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/15_south_asia_east/south_asia_east_altimetry_Treichler_snowfall_Treichler_et_al.csv,15_south_asia_east,south_asia_east,altimetry,Treichler et al.,m,1,2003.8333333333333,2008.8333333333333,altimetry
data/glambie/input/15_south_asia_east/south_asia_east_combined_DUS-combined_Dussaillant_et_al.csv,15_south_asia_east,south_asia_east,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/15_south_asia_east/south_asia_east_combined_Huss_Huss_et_al.csv,15_south_asia_east,south_asia_east,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/15_south_asia_east/south_asia_east_combined_Miles2021_Miles_et_al.csv,15_south_asia_east,south_asia_east,combined,Miles et al.,mwe,1,2000.0,2017.0,combined
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_Brun_et_al_2017_Brun_et_al.csv,15_south_asia_east,south_asia_east,demdiff,Brun et al.,m,1,2000.6666666666667,2016.6666666666667,dem_differencing
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_ETH_Hugonnet_et_al.csv,15_south_asia_east,south_asia_east,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/15_south_asia_east/south_asia_east_demdiff_MountCryo_King_et_al.csv,15_south_asia_east,south_asia_east,demdiff,King et al.,m,1,2000.1666666666667,2015.5,dem_differencing
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,15_south_asia_east,south_asia_east,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/15_south_asia_east/south_asia_east_glaciological_WGMS-beta_WGMS.csv,15_south_asia_east,south_asia_east,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/15_south_asia_east/south_asia_east_gravimetry_Wouters_Wouters_et_al.csv,15_south_asia_east,south_asia_east,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_combined_DUS-combined_Dussaillant_et_al.csv,16_low_latitudes,low_latitudes,combined,Dussaillant et al.,mwe,24,2000.0,2024.0,combined
data/glambie/input/16_low_latitudes/low_latitudes_combined_Huss_Huss_et_al.csv,16_low_latitudes,low_latitudes,combined,Huss et al.,mwe,31,1990.25,2021.25,combined
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,16_low_latitudes,low_latitudes,demdiff,Dussaillant et al.,m,1,2000.25,2018.25,dem_differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_ETH_Hugonnet_et_al.csv,16_low_latitudes,low_latitudes,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_FAU-GLACIER_Braun_et_al.csv,16_low_latitudes,low_latitudes,demdiff,Braun et al.,m,1,2000.1666666666667,2012.9166666666667,dem_differencing
data/glambie/input/16_low_latitudes/low_latitudes_demdiff_Seehaus_Seehaus_et_al.csv,16_low_latitudes,low_latitudes,demdiff,Seehaus et al.,m,1,2000.1666666666667,2016.75,dem_differencing
data/glambie/input/16_low_latitudes/low_latitudes_glaciological_WGMS-beta_WGMS.csv,16_low_latitudes,low_latitudes,glaciological,WGMS,mwe,25,2000.0,2025.0,glaciological
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/16_low_latitudes/low_latitudes_gravimetry_Wouters_Wouters_et_al.csv,16_low_latitudes,low_latitudes,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/17_southern_andes/southern_andes_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,17_southern_andes,southern_andes,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/17_southern_andes/southern_andes_combined_DUS-combined_Dussaillant_et_al.csv,17_southern_andes,southern_andes,combined,Dussaillant et al.,mwe,25,1999.25,2024.25,combined
data/glambie/input/17_southern_andes/southern_andes_combined_Huss_Huss_et_al.csv,17_southern_andes,southern_andes,combined,Huss et al.,mwe,31,1990.25,2021.25,combined
data/glambie/input/17_southern_andes/southern_andes_demdiff_DLR-IMF_Krieger_et_al.csv,17_southern_andes,southern_andes,demdiff,Krieger et al.,m,2,2000.1666666666667,2016.1666666666667,dem_differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_Dussaillant2019_Dussaillant_et_al.csv,17_southern_andes,southern_andes,demdiff,Dussaillant et al.,m,1,2000.25,2018.25,dem_differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_ETH_Hugonnet_et_al.csv,17_southern_andes,southern_andes,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/17_southern_andes/southern_andes_demdiff_FAU-GLACIER_Braun_et_al.csv,17_southern_andes,southern_andes,demdiff,Braun et al.,m,1,2000.1666666666667,2012.75,dem_differencing
data/glambie/input/17_southern_andes/southern_andes_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,17_southern_andes,southern_andes,glaciological,Zemp et al.,mwe,301,1999.1666666666667,2024.25,glaciological
data/glambie/input/17_southern_andes/southern_andes_glaciological_WGMS-beta_WGMS.csv,17_southern_andes,southern_andes,glaciological,WGMS,mwe,25,1999.25,2024.25,glaciological
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Harig_Group_Harig_et_al.csv,17_southern_andes,southern_andes,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,17_southern_andes,southern_andes,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Richter_Richter_et_al.csv,17_southern_andes,southern_andes,gravimetry,Richter et al.,Gt,184,2002.1666666666667,2017.5,gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,17_southern_andes,southern_andes,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Velicogna_Sutterley_et_al.csv,17_southern_andes,southern_andes,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/17_southern_andes/southern_andes_gravimetry_Wouters_Wouters_et_al.csv,17_southern_andes,southern_andes,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/18_new_zealand/new_zealand_combined_DUS-combined_Dussaillant_et_al.csv,18_new_zealand,new_zealand,combined,Dussaillant et al.,mwe,25,1999.25,2024.25,combined
data/glambie/input/18_new_zealand/new_zealand_combined_Huss_Huss_et_al.csv,18_new_zealand,new_zealand,combined,Huss et al.,mwe,31,1990.25,2021.25,combined
data/glambie/input/18_new_zealand/new_zealand_demdiff_ETH_Hugonnet_et_al.csv,18_new_zealand,new_zealand,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/18_new_zealand/new_zealand_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,18_new_zealand,new_zealand,glaciological,Zemp et al.,mwe,301,1999.1666666666667,2024.25,glaciological
data/glambie/input/18_new_zealand/new_zealand_glaciological_WGMS-beta_WGMS.csv,18_new_zealand,new_zealand,glaciological,WGMS,mwe,24,2000.25,2024.25,glaciological
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Harig_Group_Harig_et_al.csv,18_new_zealand,new_zealand,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,18_new_zealand,new_zealand,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,18_new_zealand,new_zealand,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/18_new_zealand/new_zealand_gravimetry_Wouters_Wouters_et_al.csv,18_new_zealand,new_zealand,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,altimetry,Khan et al.,m,3,2003.0833333333333,2023.3333333333333,altimetry
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,combined,Dussaillant et al.,mwe,25,1999.25,2024.25,combined
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,combined,Huss et al.,mwe,31,1990.25,2021.25,combined
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,glaciological,Zemp et al.,mwe,301,1999.1666666666667,2024.25,glaciological
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,19_antarctic_and_subantarctic,antarctic_and_subantarctic,glaciological,WGMS,mwe,25,1999.25,2024.25,glaciological
data/glambie/input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,1_alaska,alaska,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,1_alaska,alaska,combined,Box et al.,Gt,52,1970.75,2022.75,combined
data/glambie/input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,1_alaska,alaska,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,1_alaska,alaska,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,1_alaska,alaska,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,1_alaska,alaska,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,1_alaska,alaska,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,1_alaska,alaska,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,1_alaska,alaska,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1_alaska,alaska,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,1_alaska,alaska,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,1_alaska,alaska,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,1_alaska,alaska,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,2_western_canada_us,western_canada_us,altimetry,Menounos et al.,m,1,2013.0,2020.6666666666667,altimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,2_western_canada_us,western_canada_us,altimetry,Menounos et al.,m,1,2019.0,2023.0,altimetry
data/glambie/input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,2_western_canada_us,western_canada_us,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,2_western_canada_us,western_canada_us,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,2_western_canada_us,western_canada_us,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,2_western_canada_us,western_canada_us,glaciological,Menounos et al.,mwe,1,2015.75,2016.75,glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,2_western_canada_us,western_canada_us,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,2_western_canada_us,western_canada_us,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,2_western_canada_us,western_canada_us,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,3_arctic_canada_north,arctic_canada_north,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,3_arctic_canada_north,arctic_canada_north,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Khan_Khan_et_al.csv,3_arctic_canada_north,arctic_canada_north,altimetry,Khan et al.,m,3,2003.0833333333333,2023.3333333333333,altimetry
