start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,source_file,cumulative_combined_gt,cumulative_combined_mwe
2009.0,2010.0,124436.58885,antarctic_and_subantarctic,-20.936619711003868,38.1472073897723,-0.1687575877864798,0.2878636827253949,19_antarctic_and_subantarctic.csv,-210.1663155985049,-1.6725945702884781
2010.0,2011.0,124077.84795,antarctic_and_subantarctic,54.21030700577958,38.65199727371667,0.4382202640196784,0.2910644458993552,19_antarctic_and_subantarctic.csv,-155.9560085927253,-1.2343743062687995
2011.0,2012.0,123719.10705,antarctic_and_subantarctic,-23.802465555915493,38.415496505553065,-0.1929700948271887,0.2898582392998091,19_antarctic_and_subantarctic.csv,-179.7584741486408,-1.4273444010959884
2012.0,2013.0,123360.36615,antarctic_and_subantarctic,-7.772400110473913,37.8848645988477,-0.063195236170208,0.2859766677595218,19_antarctic_and_subantarctic.csv,-187.5308742591147,-1.4905396372661963
2013.0,2014.0,123001.62525,antarctic_and_subantarctic,-50.85851340701423,38.22463497018672,-0.4147225530352715,0.2879173926747373,19_antarctic_and_subantarctic.csv,-238.38938766612895,-1.905262190301468
2014.0,2015.0,122642.88435,antarctic_and_subantarctic,20.7809251461336,37.3194935400524,0.1699524242530717,0.2816145322009629,19_antarctic_and_subantarctic.csv,-217.60846251999536,-1.735309766048396
2015.0,2016.0,122284.14345,antarctic_and_subantarctic,3.1301780762685625,37.44048198949635,0.0256746032501989,0.2826346143761225,19_antarctic_and_subantarctic.csv,-214.47828444372678,-1.7096351627981972
2016.0,2017.0,121925.40255,antarctic_and_subantarctic,32.89845255203744,38.232161340406,0.2706363415381443,0.2883461956685147,19_antarctic_and_subantarctic.csv,-181.57983189168934,-1.4389988212600529
2017.0,2018.0,121566.66165,antarctic_and_subantarctic,-47.9765486112687,39.08530865491247,-0.3958397038478239,0.2944976047514639,19_antarctic_and_subantarctic.csv,-229.55638050295804,-1.8348385251078767
2018.0,2019.0,121207.92075,antarctic_and_subantarctic,-26.68093690435365,37.37653091461051,-0.2207877208062065,0.2819745399160574,19_antarctic_and_subantarctic.csv,-256.2373174073117,-2.0556262459140835
2019.0,2020.0,120849.17985,antarctic_and_subantarctic,45.08614127117214,39.50329539223523,0.3742003607089095,0.2977232362651528,19_antarctic_and_subantarctic.csv,-211.15117613613955,-1.6814258852051738
2020.0,2021.0,120490.43895,antarctic_and_subantarctic,-77.34985364357878,41.07037544759855,-0.6438901055055252,0.3086613434056207,19_antarctic_and_subantarctic.csv,-288.50102977971835,-2.325315990710699
2021.0,2022.0,120131.69805,antarctic_and_subantarctic,-31.329553932028546,41.89878316579056,-0.2615781339840414,0.3160715321041902,19_antarctic_and_subantarctic.csv,-319.8305837117469,-2.5868941246947403
2022.0,2023.0,119772.95715,antarctic_and_subantarctic,-47.739787569614585,45.09507993888022,-0.3997850518401797,0.3399441788771001,19_antarctic_and_subantarctic.csv,-367.5703712813615,-2.98667917653492
2023.0,2024.0,119414.21625,antarctic_and_subantarctic,-60.08931641518733,64.35166346523269,-0.5047148378832496,0.4852590435105063,19_antarctic_and_subantarctic.csv,-427.6596876965488,-3.4913940144181694
2000.0,2001.0,105000.63345,arctic_canada_north,-48.492413102801386,24.61363628578008,-0.4632193777214072,0.2337303111634003,3_arctic_canada_north.csv,-48.492413102801386,-0.4632193777214072
2001.0,2002.0,104927.05575,arctic_canada_north,-27.438732411778343,20.57040203524976,-0.2622897984124593,0.1958535232213091,3_arctic_canada_north.csv,-75.93114551457973,-0.7255091761338666
2002.0,2003.0,104853.47805,arctic_canada_north,2.272794777893257,18.71927441499457,0.0217411355476733,0.1786231244989666,3_arctic_canada_north.csv,-73.65835073668647,-0.7037680405861932
2003.0,2004.0,104779.90035,arctic_canada_north,-10.868112073559915,10.60807895900747,-0.1040353586966476,0.1010934132165193,3_arctic_canada_north.csv,-84.52646281024639,-0.8078033992828408
2004.0,2005.0,104706.32265,arctic_canada_north,9.330261455013746,10.070840801759664,0.0893769948896869,0.0959966199880589,3_arctic_canada_north.csv,-75.19620135523265,-0.7184264043931539
2005.0,2006.0,104632.74495,arctic_canada_north,-27.634643373576694,10.277201295551182,-0.2649055683009518,0.0971785722489175,3_arctic_canada_north.csv,-102.83084472880934,-0.9833319726941057
2006.0,2007.0,104559.16725,arctic_canada_north,-14.49033741307888,10.209223938194809,-0.1390020560896461,0.0971746583110996,3_arctic_canada_north.csv,-117.32118214188822,-1.1223340287837518
2007.0,2008.0,104485.58955,arctic_canada_north,-59.606055889383214,10.648915968014064,-0.572188111138054,0.0975552330347633,3_arctic_canada_north.csv,-176.92723803127143,-1.6945221399218058
2008.0,2009.0,104412.01185,arctic_canada_north,-59.05425797773865,10.559345915306942,-0.5672906094784383,0.0967416898766393,3_arctic_canada_north.csv,-235.98149600901007,-2.261812749400244
2009.0,2010.0,104338.43415,arctic_canada_north,-44.75125504827651,10.522538217880888,-0.430195384397921,0.098113629688844,3_arctic_canada_north.csv,-280.7327510572866,-2.692008133798165
2010.0,2011.0,104264.85645,arctic_canada_north,-30.430679211817186,11.217123705505449,-0.2927376202191681,0.1060487667637724,3_arctic_canada_north.csv,-311.1634302691038,-2.984745754017333
2011.0,2012.0,104191.27875,arctic_canada_north,-83.30383705815383,12.264318449494825,-0.8019337276809586,0.1100748435976027,3_arctic_canada_north.csv,-394.4672673272576,-3.786679481698292
2012.0,2013.0,104117.70105,arctic_canada_north,-72.92247186119154,11.314321234997632,-0.7024924370806889,0.1022058080659538,3_arctic_canada_north.csv,-467.38973918844914,-4.489171918778981
2013.0,2014.0,104044.12335,arctic_canada_north,7.95057993093942,10.05571359062613,0.0766453998986307,0.0958804225274752,3_arctic_canada_north.csv,-459.43915925750974,-4.41252651888035
2014.0,2015.0,103970.54565,arctic_canada_north,-18.520099173347603,10.295458005816563,-0.1786643182179695,0.0978449765793506,3_arctic_canada_north.csv,-477.95925843085735,-4.59119083709832
2015.0,2016.0,103896.96795,arctic_canada_north,-52.64644712831746,11.40563559537043,-0.508242567183192,0.1058986588860505,3_arctic_canada_north.csv,-530.6057055591748,-5.099433404281512
2016.0,2017.0,103823.39025,arctic_canada_north,-24.18813350213283,10.667766016672696,-0.2336748606693229,0.1011395726357474,3_arctic_canada_north.csv,-554.7938390613076,-5.333108264950835
2017.0,2018.0,103749.81255,arctic_canada_north,6.945037312449323,10.1698508645907,0.067141664612123,0.0969879855691196,3_arctic_canada_north.csv,-547.8488017488582,-5.265966600338712
2018.0,2019.0,103676.23485,arctic_canada_north,14.803773171172445,10.16628960815724,0.1432181458656539,0.0967531216960545,3_arctic_canada_north.csv,-533.0450285776859,-5.122748454473058
2019.0,2020.0,103602.65715,arctic_canada_north,-58.8923231836455,11.265762722417737,-0.5701546022459565,0.1037650472645306,3_arctic_canada_north.csv,-591.9373517613313,-5.692903056719014
2020.0,2021.0,103529.07945,arctic_canada_north,-54.56558148027142,10.682792272718984,-0.5286415283841236,0.0985587561036122,3_arctic_canada_north.csv,-646.5029332416028,-6.221544585103137
2021.0,2022.0,103455.50175,arctic_canada_north,-2.239494795578432,10.465258776084385,-0.0217120738681897,0.0998577518759501,3_arctic_canada_north.csv,-648.7424280371812,-6.243256658971327
2022.0,2023.0,103381.92405,arctic_canada_north,-37.476242418283874,12.149010669089307,-0.3635936339165448,0.1145432517219781,3_arctic_canada_north.csv,-686.2186704554651,-6.606850292887872
2023.0,2024.0,103308.34635,arctic_canada_north,-44.019049041281086,17.25111324799982,-0.4273759585924965,0.1632713966012603,3_arctic_canada_north.csv,-730.2377194967462,-7.034226251480368
2000.0,2001.0,40871.6448,arctic_canada_south,-31.828658494953373,19.01202496888099,-0.7810899695018965,0.464740462916506,4_arctic_canada_south.csv,-31.828658494953373,-0.7810899695018965
2001.0,2002.0,40838.9344,arctic_canada_south,-22.03994632267151,16.849655046641296,-0.5413036711855436,0.4124479714691877,4_arctic_canada_south.csv,-53.868604817624885,-1.32239364068744
2002.0,2003.0,40806.224,arctic_canada_south,-5.5967058673044985,15.24414578075768,-0.1375659386378159,0.373885722658753,4_arctic_canada_south.csv,-59.465310684929385,-1.459959579325256
2003.0,2004.0,40773.5136,arctic_canada_south,-8.486024053557571,8.946814501292303,-0.2087521525186098,0.2192241867067371,4_arctic_canada_south.csv,-67.95133473848695,-1.6687117318438658
2004.0,2005.0,40740.8032,arctic_canada_south,-1.4671494901073976,8.59092279276655,-0.0361201563806028,0.2107331971725344,4_arctic_canada_south.csv,-69.41848422859435,-1.7048318882244686
2005.0,2006.0,40708.0928,arctic_canada_south,-24.2248536106406,8.725038571651284,-0.5968775538212927,0.2119583882585402,4_arctic_canada_south.csv,-93.64333783923496,-2.301709442045761
2006.0,2007.0,40675.3824,arctic_canada_south,-17.097984159188556,8.645932099210997,-0.4216169939820462,0.2110509425988943,4_arctic_canada_south.csv,-110.7413219984235,-2.7233264360278073
2007.0,2008.0,40642.672,arctic_canada_south,-33.1540408077942,8.83618271629957,-0.81819921225744,0.2129086895089758,4_arctic_canada_south.csv,-143.89536280621772,-3.5415256482852473
2008.0,2009.0,40609.9616,arctic_canada_south,-37.1628977737753,8.797203770357678,-0.917871390934634,0.2109323021447836,4_arctic_canada_south.csv,-181.058260579993,-4.459397039219882
2009.0,2010.0,40577.2512,arctic_canada_south,-36.847830118826685,8.868505347550203,-0.91082330972531,0.2128038512392997,4_arctic_canada_south.csv,-217.9060906988197,-5.370220348945192
2010.0,2011.0,40544.5408,arctic_canada_south,-29.970014139117,9.346079604885425,-0.7414116458136544,0.2262992912443442,4_arctic_canada_south.csv,-247.8761048379367,-6.111631994758846
2011.0,2012.0,40511.8304,arctic_canada_south,-41.75154929339208,9.168044648899084,-1.0337025116470615,0.2189902013587939,4_arctic_canada_south.csv,-289.62765413132877,-7.1453345064059075
2012.0,2013.0,40479.12,arctic_canada_south,-38.5652621599766,9.021169077331509,-0.955586635238395,0.2161806777361513,4_arctic_canada_south.csv,-328.1929162913054,-8.100921141644303
2013.0,2014.0,40446.4096,arctic_canada_south,-9.379093521828558,8.627619895231184,-0.2325871581994081,0.2113282088759408,4_arctic_canada_south.csv,-337.57200981313395,-8.33350829984371
2014.0,2015.0,40413.6992,arctic_canada_south,-14.425387850746011,8.662105003298494,-0.3580170714351818,0.2117491125998163,4_arctic_canada_south.csv,-351.99739766387995,-8.691525371278892
2015.0,2016.0,40380.9888,arctic_canada_south,-27.71112564848519,8.874598208655275,-0.6883067998575911,0.2150299999338045,4_arctic_canada_south.csv,-379.7085233123651,-9.379832171136483
2016.0,2017.0,40348.2784,arctic_canada_south,-29.15938862497677,8.997741085196106,-0.7248668635889515,0.217803495617139,4_arctic_canada_south.csv,-408.8679119373419,-10.104699034725435
2017.0,2018.0,40315.568,arctic_canada_south,-6.698300058839619,8.503286781702817,-0.1666466766663182,0.2084292559501653,4_arctic_canada_south.csv,-415.56621199618155,-10.271345711391753
2018.0,2019.0,40282.8576,arctic_canada_south,-1.1632489212322985,8.567773169735982,-0.0289639126480072,0.2101681622145529,4_arctic_canada_south.csv,-416.7294609174138,-10.30030962403976
2019.0,2020.0,40250.1472,arctic_canada_south,-50.54712713038396,10.165852904921715,-1.2596034631346231,0.2415453254081635,4_arctic_canada_south.csv,-467.27658804779776,-11.559913087174383
2020.0,2021.0,40217.4368,arctic_canada_south,-35.23772265203272,9.16363701489153,-0.8788166707276093,0.2205958442176915,4_arctic_canada_south.csv,-502.5143106998305,-12.438729757901992
2021.0,2022.0,40184.7264,arctic_canada_south,1.5608686349126528,8.899877803175794,0.0389592133917171,0.2183113519143489,4_arctic_canada_south.csv,-500.95344206491785,-12.399770544510275
2022.0,2023.0,40152.016,arctic_canada_south,-26.803353366935987,10.423143011124177,-0.6695555556434637,0.2535641347498348,4_arctic_canada_south.csv,-527.7567954318538,-13.06932610015374
2023.0,2024.0,40119.3056,arctic_canada_south,-24.485635912166988,12.66816791489078,-0.6121570023816206,0.3093037277003338,4_arctic_canada_south.csv,-552.2424313440208,-13.68148310253536
2000.0,2001.0,1282.75515,caucasus_middle_east,-1.5256898932375544,0.5341164210035886,-1.1929640161209925,0.4056858681162848,12_caucasus_middle_east.csv,-1.5256898932375544,-1.1929640161209925
2001.0,2002.0,1275.82805,caucasus_middle_east,-0.7523721686565512,0.2997816663979696,-0.5914872908517828,0.2282378760579874,12_caucasus_middle_east.csv,-2.2780620618941056,-1.7844513069727752
2002.0,2003.0,1268.90095,caucasus_middle_east,0.3736522375370595,0.310850456310781,0.2953552578227448,0.2381195007360484,12_caucasus_middle_east.csv,-1.9044098243570462,-1.4890960491500305
2003.0,2004.0,1261.97385,caucasus_middle_east,0.3913096299000091,0.3083443211841409,0.311010478682684,0.2361506457964048,12_caucasus_middle_east.csv,-1.513100194457037,-1.1780855704673465
2004.0,2005.0,1255.04675,caucasus_middle_east,0.6360925487896292,0.3221332080012991,0.5083528310759058,0.2460014374442763,12_caucasus_middle_east.csv,-0.8770076456674079,-0.6697327393914406
2005.0,2006.0,1248.11965,caucasus_middle_east,0.2166234935187321,0.2961202263031932,0.1740821238389793,0.2270945002864954,12_caucasus_middle_east.csv,-0.6603841521486757,-0.4956506155524613
2006.0,2007.0,1241.19255,caucasus_middle_east,-1.0808310207835916,0.2704380588544544,-0.8734207038185797,0.2033518293413582,12_caucasus_middle_east.csv,-1.7412151729322674,-1.369071319371041
2007.0,2008.0,1234.26545,caucasus_middle_east,-1.5967452192637428,0.3109973504342477,-1.2975732804238778,0.2306652590398946,12_caucasus_middle_east.csv,-3.33796039219601,-2.666644599794919
2008.0,2009.0,1227.33835,caucasus_middle_east,-0.5404262217384886,0.2846319554419407,-0.4416486935938358,0.2174437842698564,12_caucasus_middle_east.csv,-3.8783866139344987,-3.108293293388755
2009.0,2010.0,1220.41125,caucasus_middle_east,-0.4336528707431656,0.2690367155284728,-0.3564026011519403,0.2057907085417107,12_caucasus_middle_east.csv,-4.312039484677665,-3.4646958945406947
2010.0,2011.0,1213.48415,caucasus_middle_east,-0.8591613718604939,0.2778774221375575,-0.7101424536081338,0.2106831749917226,12_caucasus_middle_east.csv,-5.171200856538158,-4.174838348148828
2011.0,2012.0,1206.55705,caucasus_middle_east,-0.7173569958488278,0.2980699256326609,-0.5963377715759539,0.2270806307108563,12_caucasus_middle_east.csv,-5.888557852386986,-4.771176119724783
2012.0,2013.0,1199.62995,caucasus_middle_east,-1.8119059633143595,0.3142384285775557,-1.5149321984055495,0.230911402262183,12_caucasus_middle_east.csv,-7.700463815701346,-6.286108318130332
2013.0,2014.0,1192.70285,caucasus_middle_east,-0.2524468555698191,0.2793540268735304,-0.2122963611555078,0.2141610117065099,12_caucasus_middle_east.csv,-7.952910671271165,-6.49840467928584
2014.0,2015.0,1185.77575,caucasus_middle_east,-1.3141644056080215,0.2920850704691671,-1.111608802839578,0.2184043865861738,12_caucasus_middle_east.csv,-9.267075076879186,-7.610013482125418
2015.0,2016.0,1178.84865,caucasus_middle_east,-1.5419156322181675,0.3044411268041288,-1.3119201503199795,0.2260167187025248,12_caucasus_middle_east.csv,-10.808990709097355,-8.921933632445398
2016.0,2017.0,1171.92155,caucasus_middle_east,-0.7850001980956869,0.2834659727622445,-0.6718557952539899,0.2154400867179049,12_caucasus_middle_east.csv,-11.59399090719304,-9.593789427699388
2017.0,2018.0,1164.99445,caucasus_middle_east,-0.835159306231931,0.3310436165272817,-0.7190354625307749,0.2520180075719367,12_caucasus_middle_east.csv,-12.429150213424972,-10.312824890230162
2018.0,2019.0,1158.06735,caucasus_middle_east,-0.7279796066933246,0.3574528230998834,-0.6305074718188524,0.2728881075487028,12_caucasus_middle_east.csv,-13.157129820118296,-10.943332362049015
2019.0,2020.0,1151.14025,caucasus_middle_east,-0.9227565189113288,0.3001090948682106,-0.8040142096205283,0.2275697374597438,12_caucasus_middle_east.csv,-14.079886339029626,-11.747346571669542
2020.0,2021.0,1144.21315,caucasus_middle_east,-1.5198827979446523,0.3347845918920333,-1.3323183415991893,0.2502115501631488,12_caucasus_middle_east.csv,-15.599769136974277,-13.079664913268733
2021.0,2022.0,1137.28605,caucasus_middle_east,-0.4267280863623179,0.3368468015773312,-0.3763451795882921,0.2579815819120272,12_caucasus_middle_east.csv,-16.026497223336595,-13.456010092857024
2022.0,2023.0,1130.35895,caucasus_middle_east,-0.9122480213138148,0.4835624946461259,-0.8094711864003545,0.3694376748924867,12_caucasus_middle_east.csv,-16.93874524465041,-14.26548127925738
2023.0,2024.0,1123.43185,caucasus_middle_east,-0.7397455813287596,0.4807692861578052,-0.6604508282511381,0.367855205728308,12_caucasus_middle_east.csv,-17.67849082597917,-14.925932107508517
2000.0,2001.0,49702.3543,central_asia,2.9975381821101768,13.602258608119822,0.0604912563604096,0.2767044591854465,13_central_asia.csv,2.9975381821101768,0.0604912563604096
2001.0,2002.0,49613.6089,central_asia,-14.36815509049936,12.801266303535042,-0.2904725049798621,0.2600156281964412,13_central_asia.csv,-11.370616908389184,-0.22998124861945252
2002.0,2003.0,49524.8635,central_asia,-10.731484657993787,12.798345532189735,-0.2173408511454381,0.2601377052145498,13_central_asia.csv,-22.10210156638297,-0.4473220997648906
2003.0,2004.0,49436.1181,central_asia,12.160601523846324,12.850242776470784,0.2467263525522605,0.2611296101843573,13_central_asia.csv,-9.941500042536648,-0.20059574721263013
2004.0,2005.0,49347.3727,central_asia,8.206079680365974,12.529275712212222,0.1667925067944912,0.254756026597588,13_central_asia.csv,-1.7354203621706734,-0.033803240418138925
2005.0,2006.0,49258.6273,central_asia,3.2325794931738434,12.859307764986244,0.0658221024443991,0.2615861694868336,13_central_asia.csv,1.49715913100317,0.03201886202626017
2006.0,2007.0,49169.8819,central_asia,-25.270664773678984,12.778722011017765,-0.5154924907058607,0.2586934650789088,13_central_asia.csv,-23.773505642675815,-0.48347362867960053
2007.0,2008.0,49081.1365,central_asia,-21.34492309243656,12.567643553393616,-0.436199160630047,0.2547497309987812,13_central_asia.csv,-45.118428735112374,-0.9196727893096475
2008.0,2009.0,48992.3911,central_asia,-31.48646052430057,12.485617654744583,-0.6446144682395528,0.2519772786017513,13_central_asia.csv,-76.60488925941294,-1.5642872575492004
2009.0,2010.0,48903.6457,central_asia,23.07038904132115,12.982794977448638,0.4731714401963555,0.2630744478198715,13_central_asia.csv,-53.53450021809179,-1.0911158173528448
2010.0,2011.0,48814.9003,central_asia,-10.75649385006233,12.954730567358318,-0.2210157219425151,0.2633208769516786,13_central_asia.csv,-64.29099406815412,-1.31213153929536
2011.0,2012.0,48726.1549,central_asia,4.677905826930605,12.832668637676116,0.0962928797044756,0.2610215269130811,13_central_asia.csv,-59.61308824122352,-1.2158386595908843
2012.0,2013.0,48637.4095,central_asia,-12.448555179098824,12.38624788468882,-0.2567162467555985,0.2516646552314548,13_central_asia.csv,-72.06164342032234,-1.472554906346483
2013.0,2014.0,48548.6641,central_asia,-9.558388235951202,12.600793882425195,-0.1974750461775573,0.256163241022585,13_central_asia.csv,-81.62003165627354,-1.67002995252404
2014.0,2015.0,48459.9187,central_asia,-2.956071807406667,12.431821317438994,-0.0611838976842785,0.2528922722986518,13_central_asia.csv,-84.57610346368021,-1.7312138502083187
2015.0,2016.0,48371.1733,central_asia,-19.779397061203014,12.763411416052037,-0.4101391892970858,0.2588752950892952,13_central_asia.csv,-104.35550052488323,-2.1413530395054043
2016.0,2017.0,48282.4279,central_asia,-1.7738837045089502,12.98186721589857,-0.036850287899768,0.264093992338661,13_central_asia.csv,-106.12938422939217,-2.1782033274051726
2017.0,2018.0,48193.6825,central_asia,-11.729947005651477,12.7270330392278,-0.2441241698816651,0.2586408015457544,13_central_asia.csv,-117.85933123504365,-2.4223274972868376
2018.0,2019.0,48104.9371,central_asia,-25.09731281921282,13.502632894589192,-0.523289974599141,0.2735056689341798,13_central_asia.csv,-142.95664405425646,-2.9456174718859787
2019.0,2020.0,48016.1917,central_asia,-20.872552300354226,12.931279821236304,-0.4360062227817344,0.2622128741092664,13_central_asia.csv,-163.8291963546107,-3.381623694667713
2020.0,2021.0,47927.4463,central_asia,4.568755389673656,12.875546575333429,0.0956133333223047,0.2618959640611981,13_central_asia.csv,-159.26044096493703,-3.2860103613454084
2021.0,2022.0,47838.7009,central_asia,-11.633133913436737,17.499856769876416,-0.2439058358380714,0.3558164017008777,13_central_asia.csv,-170.89357487837378,-3.52991619718348
2022.0,2023.0,47749.9555,central_asia,-40.61362594960092,18.95295451369369,-0.8531072547271961,0.3833550749370691,13_central_asia.csv,-211.5072008279747,-4.383023451910676
2023.0,2024.0,47661.2101,central_asia,-40.1200731250466,18.813340791317803,-0.8443091442107833,0.3805524099644328,13_central_asia.csv,-251.6272739530213,-5.2273325961214585
2000.0,2001.0,2140.639,central_europe,-0.5934003711822097,0.6009122609745883,-0.2780412432778796,0.2877558756683069,11_central_europe.csv,-0.5934003711822097,-0.2780412432778796
2001.0,2002.0,2121.1834,central_europe,0.4019665729881813,0.43422767182019,0.1900713070317529,0.2079672547923675,11_central_europe.csv,-0.1914337981940284,-0.0879699362461267
2002.0,2003.0,2101.7278,central_europe,-0.7554326466468112,0.4131614181633634,-0.3605156499993134,0.1972606323468862,11_central_europe.csv,-0.9468664448408396,-0.4484855862454401
2003.0,2004.0,2082.2722,central_europe,-4.0975870621061805,0.4666085336252875,-1.9737653955826773,0.2009964215508334,11_central_europe.csv,-5.04445350694702,-2.4222509818281175
2004.0,2005.0,2062.8166,central_europe,-1.4388937785429576,0.4052201289287214,-0.6996373060453491,0.1911960977374946,11_central_europe.csv,-6.483347285489978,-3.1218882878734666
2005.0,2006.0,2043.361,central_europe,-1.8171159119364328,0.3967507632924834,-0.8919538265265944,0.185167216048449,11_central_europe.csv,-8.30046319742641,-4.0138421144000604
2006.0,2007.0,2023.9054,central_europe,-2.3588428656706264,0.4113774504090245,-1.1689976654708405,0.188954974992967,11_central_europe.csv,-10.659306063097038,-5.182839779870902
