start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_gt,altimetry_gt_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_annual_variability,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_annual_variability,source_file
2008.75,2009.75,1222.143025,caucasus_middle_east,-0.3501910869836012,0.2126768447639463,-0.2874007495546153,0.1626569408210147,,,,,,,,,,,-0.3501910869836012,0.2126768447639463,-0.2874007495546153,0.1626569408210147,1,12_caucasus_middle_east.csv
2009.75,2010.75,1215.215925,caucasus_middle_east,-1.004701020766637,0.2286438603386179,-0.8292552563007903,0.1711769321799806,,,,,,,,,,,-1.004701020766637,0.2286438603386179,-0.8292552563007903,0.1711769321799806,1,12_caucasus_middle_east.csv
2010.75,2011.75,1208.288825,caucasus_middle_east,-0.8283774175085823,0.2217743545036492,-0.6876419034922021,0.1671980788412957,,,,,,,,,,,-0.8283774175085823,0.2217743545036491,-0.6876419034922021,0.1671980788412957,1,12_caucasus_middle_east.csv
2011.75,2012.75,1201.361725,caucasus_middle_east,-1.575872620740583,0.247461105947777,-1.315685718331823,0.180021070014385,,,,,,,,,,,-1.5758726207405838,0.2474611059477769,-1.315685718331823,0.180021070014385,1,12_caucasus_middle_east.csv
2012.75,2013.75,1194.434625,caucasus_middle_east,-0.315069953150547,0.2292113683178215,-0.2645753903626689,0.1754838850226774,,,,,,,,,,,-0.3150699531505469,0.2292113683178215,-0.2645753903626689,0.1754838850226774,1,12_caucasus_middle_east.csv
2013.75,2014.75,1187.507525,caucasus_middle_east,-1.3476293447835466,0.2343759928852735,-1.1382533327336002,0.1722698910990252,,,,,,,,,,,-1.3476293447835466,0.2343759928852735,-1.1382533327336002,0.1722698910990252,1,12_caucasus_middle_east.csv
2014.75,2015.75,1180.580425,caucasus_middle_east,-1.3148849790289858,0.2581033990893434,-1.11711279944321,0.1915384870310253,,,,,,,,,,,-1.3148849790289858,0.2581033990893434,-1.11711279944321,0.1915384870310253,1,12_caucasus_middle_east.csv
2015.75,2016.75,1173.653325,caucasus_middle_east,-1.0870923505533463,0.2434760239200991,-0.9290336572564768,0.1821311739678994,,,,,,,,,,,-1.0870923505533463,0.2434760239200991,-0.9290336572564768,0.1821311739678994,1,12_caucasus_middle_east.csv
2016.75,2017.75,1166.726225,caucasus_middle_east,-1.0636039373338309,0.2429999105280204,-0.9143570509739644,0.1819608069751085,,,,,,,,,,,-1.0636039373338309,0.2429999105280204,-0.9143570509739644,0.1819608069751085,1,12_caucasus_middle_east.csv
2017.75,2018.75,1159.799125,caucasus_middle_east,-0.4141981585885226,0.274919718110385,-0.3582038329824716,0.2103775457189464,,,,,,,,,,,-0.4141981585885225,0.2749197181103849,-0.3582038329824716,0.2103775457189464,1,12_caucasus_middle_east.csv
2018.75,2019.75,1152.872025,caucasus_middle_east,-0.9265719101147318,0.2424528703521025,-0.8061258924944308,0.1826331407659095,,,,,,,,,,,-0.9265719101147318,0.2424528703521024,-0.8061258924944308,0.1826331407659095,1,12_caucasus_middle_east.csv
2019.75,2020.75,1145.944925,caucasus_middle_east,-1.7479835796873917,0.2688056765740742,-1.5299542511750643,0.1950767856497437,,,,,,,,,,,-1.7479835796873917,0.2688056765740741,-1.5299542511750643,0.1950767856497437,1,12_caucasus_middle_east.csv
2020.75,2021.75,1139.017825,caucasus_middle_east,-0.2611007784974239,0.2549400855216893,-0.2299230372543612,0.1953876957328549,,,,,,,,,,,-0.2611007784974238,0.2549400855216893,-0.2299230372543612,0.1953876957328549,1,12_caucasus_middle_east.csv
2021.75,2022.75,1132.090725,caucasus_middle_east,-1.0097696940693783,0.4388623874530123,-0.8946351171851993,0.3345526367526908,,,,,,,,,,,-1.0097696940693783,0.4388623874530123,-0.8946351171851993,0.3345526367526908,1,12_caucasus_middle_east.csv
2022.75,2023.75,1125.163625,caucasus_middle_east,-0.5643222945592065,0.4368392783581359,-0.50305603829495,0.3345361754618347,,,,,,,,,,,-0.5643222945592065,0.4368392783581359,-0.50305603829495,0.3345361754618347,1,12_caucasus_middle_east.csv
1999.75,2000.75,49724.54065,central_asia,7.09767581067286,13.408140006603862,0.1431694052140241,0.2726765919229939,7.635486081983842,9.154465188294076,0.1540177418689335,0.1860743384532999,,,,,,,6.559865539361874,10.133050065302584,0.1323210685591146,0.2060364474213342,1,13_central_asia.csv
2000.75,2001.75,49635.79525,central_asia,-15.691210389951763,12.65846048189935,-0.3170781406378821,0.2570257451820598,-15.540497883131858,9.179447093946166,-0.31403263680193,0.1860743384532999,,,,,,,-15.841922896771669,4.803517759251417,-0.3201236444738342,0.0963839057136662,1,13_central_asia.csv
2001.75,2002.75,49547.04985,central_asia,-8.661029976490713,12.650831628565284,-0.1753301412806808,0.2572148131721229,-8.510317469670808,9.156393669071036,-0.1722791825396044,0.1860743384532999,,,,,,,-8.811742483310612,4.855941360564168,-0.1783811000217572,0.0983807043872363,1,13_central_asia.csv
2002.75,2003.75,49458.30445,central_asia,11.012732331062187,12.726704834268237,0.2233370121301204,0.2586667425230584,11.16344483788209,9.163516656613812,0.2263934453523153,0.1860743384532999,,,,,,,10.862019824242282,5.560597091644733,0.2202805789079256,0.1125826686706665,1,13_central_asia.csv
2003.75,2004.75,49369.55905,central_asia,0.0622231893648592,12.18824968154203,0.0012641478236322,0.247954973462798,2.9967624963229427,5.931970509339313,0.0608832627568391,0.1206401549626755,,,,,,,-2.8723161175932206,5.166138489611065,-0.0583549671095746,0.105058128844039,1,13_central_asia.csv
2004.75,2005.75,49280.81365,central_asia,3.1316974140778573,12.280319532962894,0.063739223112585,0.2498077197130687,5.313822048371552,5.936026821193389,0.1081518564338885,0.1206401549626755,,,,,,,0.9495727797841584,5.965219960224801,0.0193265897912816,0.1213512352200657,1,13_central_asia.csv
2005.75,2006.75,49192.06825,central_asia,-24.364937695348026,12.227966807206752,-0.4967925383520776,0.2475253227982889,-22.18281306105432,6.03291104262918,-0.452299782014008,0.1206401549626755,,,,,,,-26.54706232964172,5.13543885879394,-0.5412852946901471,0.1009241134816247,1,13_central_asia.csv
2006.75,2007.75,49103.32285,central_asia,-16.203624610085118,12.19050249168788,-0.3309833390501632,0.2474525041678386,-14.02149997579142,5.971375789041474,-0.2864101700795232,0.1206401549626755,,,,,,,-18.385749244378815,5.010748232100546,-0.3755565080208032,0.1002072964020087,1,13_central_asia.csv
2007.75,2008.75,49014.57745,central_asia,-31.205562767120995,12.28379538726449,-0.6385745380035447,0.2478746257402344,-29.02343813282729,6.105057130170694,-0.5939206652114017,0.1206401549626755,,,,,,,-33.387687401414695,5.391675813380125,-0.6832284107956876,0.1042969573856709,1,13_central_asia.csv
2008.75,2009.75,48925.83205,central_asia,19.303277744785856,12.681601156202609,0.3957288209322683,0.2572433392872808,18.701575578941373,9.194174981326752,0.3833935641023061,0.1860743384532999,,,,,,,19.90497991063033,4.951606516550275,0.4080640777622306,0.0986785942630555,1,13_central_asia.csv
2009.75,2010.75,48837.08665,central_asia,-7.017514093311566,12.652993126377655,-0.1441246901909811,0.25731062496294,-6.507366758804536,9.15228637116167,-0.1336473579676433,0.1860743384532999,,,,,,,-7.5276614278185905,4.899405036240098,-0.1546020224143188,0.0993778315839277,1,13_central_asia.csv
2010.75,2011.75,48748.34125,central_asia,1.8917926084842631,12.575848979017348,0.0389240949542111,0.2558329765800969,2.401939942991286,9.147289464816447,0.0494205009555534,0.1860743384532999,,,,,,,1.3816452739772334,4.06680636952288,0.0284276889528688,0.0827222470583216,1,13_central_asia.csv
2011.75,2012.75,48659.59585,central_asia,-8.752039933171,12.106587687470036,-0.1804037806932595,0.2461327224654059,0.9254274199287628,6.044077194304209,0.0190756219792371,0.1229557295067966,1.0,,,,,,-18.429507286270766,4.177651258394978,-0.3798831833657561,0.0828959517724672,1,13_central_asia.csv
2012.75,2013.75,48570.85045,central_asia,-13.025131084531116,12.350797630042075,-0.2689745791078941,0.2509122671659305,-19.829634519156212,7.754086610620789,-0.4094905121521405,0.1564525050640959,1.0,,,,,,-6.220627649906008,4.128763366565935,-0.1284586460636476,0.0837559483406392,1,13_central_asia.csv
2013.75,2014.75,48482.10505,central_asia,-2.902760298590662,12.121438035496745,-0.0600529778964183,0.2465781029172775,11.396093087276023,6.220158499461792,0.235765015322824,0.1260094242403396,1.0,,,,,,-17.20161368445735,4.19849091485259,-0.3558709711156607,0.0836017363553763,1,13_central_asia.csv
2014.75,2015.75,48393.35965,central_asia,-19.15413089238197,12.428893013657811,-0.3969917842014268,0.2520988133495888,-23.18330681102904,8.204281561317647,-0.4805011715911361,0.1652317309590258,1.0,,,,,,-15.124954973734898,4.0579008683204885,-0.3134823968117175,0.0811067433648338,1,13_central_asia.csv
2015.75,2016.75,48304.61425,central_asia,-10.189511409801131,12.432333656717905,-0.2115775497695412,0.2527081100476172,-24.28902277334564,8.360000757633594,-0.5043433112737792,0.1682698377544284,1.0,,,,,,3.909999953743372,4.056774568889774,0.0811882117346967,0.0824342113647875,1,13_central_asia.csv
2016.75,2017.75,48215.86885,central_asia,1.2737759260486492,12.295529840295975,0.0264976818374925,0.2501341090084029,23.296566138727,7.243439267555282,0.4846260514319949,0.1454410267530589,1.0,,,,,,-20.74901428662971,4.721250817618466,-0.4316306877570099,0.0937004784438586,1,13_central_asia.csv
2017.75,2018.75,48127.12345,central_asia,-30.00765753272444,13.316873106260337,-0.6253843826372527,0.2691904432447146,-48.33300923574773,12.389103131732035,-1.007299857009345,0.2471995900019748,1.0,,,,,,-11.682305829701148,4.545751587959722,-0.2434689082651602,0.0917110876932607,1,13_central_asia.csv
2018.75,2019.75,48038.37805,central_asia,-18.339522791576385,12.643524523926262,-0.3829169022560977,0.256539626210075,-17.031882849840073,9.18605975638872,-0.3556142596821045,0.1860743384532999,,,,,,,-19.647162733312687,4.582413818448499,-0.4102195448300908,0.0910562562324442,1,13_central_asia.csv
2019.75,2020.75,47949.63265,central_asia,7.092775040314354,12.716535977930944,0.148366462876162,0.2586016966858524,7.4979312842104,9.154180940874747,0.1568415094520624,0.1860743384532999,,,,,,,6.687618796418309,5.51469903583158,0.1398914163002616,0.1119833588094896,1,13_central_asia.csv
2020.75,2021.75,47860.88725,central_asia,-21.352420282129582,17.322170350389417,-0.4474775024779468,0.3517283406085079,,,,,,,,,,,-22.163360328059035,5.827182694683356,-0.464472176693664,0.1163834892506465,1,13_central_asia.csv
2021.75,2022.75,47772.14185,central_asia,-35.88508637323824,18.597071383762405,-0.7534321086746101,0.3765696163592686,,,,,,,,,,,-36.69452274460403,8.933542761852294,-0.7704267828903273,0.1778678356193373,1,13_central_asia.csv
2022.75,2023.75,47683.39645,central_asia,-38.28137317094178,18.615664748063807,-0.8052396791781039,0.376705654089627,,,,,,,,,,,-39.08930586774391,8.972708651918806,-0.8222343533938211,0.1781556645353566,1,13_central_asia.csv
1999.75,2000.75,33537.7888,south_asia_west,10.38574134051786,8.445206287895225,0.3106046251167957,0.2518645651626541,8.614707639535968,7.601945102322318,0.2576386171326933,0.2267805650904974,,,,,,,12.156775041499747,11.064071206429729,0.363570633100898,0.3300942461562198,1,14_south_asia_west.csv
2000.75,2001.75,33416.944,south_asia_west,-5.558469733230983,7.156086235437799,-0.1668373780435622,0.2136619370672562,-6.729864310533904,7.59718790431901,-0.2019967671040594,0.2267805650904974,,,,,,,-4.387075155928056,6.512621132333815,-0.1316779889830648,0.1944861640643887,1,14_south_asia_west.csv
2001.75,2002.75,33296.0992,south_asia_west,0.6401783530036582,6.997226446971522,0.0192846814621657,0.2090743522856113,-0.5312162242992658,7.589778774518264,-0.0160023150190572,0.2267805650904974,,,,,,,1.811572930306581,5.803931509992472,0.0545716779433887,0.1733998666139723,1,14_south_asia_west.csv
2002.75,2003.75,33175.2544,south_asia_west,-15.29233208768566,7.282778287585048,-0.4623430145895996,0.2164061487186875,-16.463726664988585,7.634243388095786,-0.4977585481418864,0.2267805650904974,,,,,,,-14.120937510382731,6.939177854186702,-0.4269274810373127,0.2062659919137679,1,14_south_asia_west.csv
2003.75,2004.75,33054.4096,south_asia_west,-13.61161659053939,6.819776645760274,-0.4130333737220896,0.2027571133439809,-12.414056886151522,5.393740250149926,-0.3766944038688881,0.1600937966891987,,,,,,,-14.809176294927257,7.174023254401291,-0.4493723435752912,0.2132143607215291,1,14_south_asia_west.csv
2004.75,2005.75,32933.5648,south_asia_west,10.727256895957192,6.298025367198201,0.3267042474085461,0.1875007916480561,11.454236832134857,5.388428408977192,0.3488448034923244,0.1600937966891987,,,,,,,10.000276959779525,4.949085270507535,0.3045636913247678,0.1471215927256961,1,14_south_asia_west.csv
2005.75,2006.75,32812.72,south_asia_west,-26.94801280307264,6.56985657010489,-0.823738480180332,0.1921339645489931,-26.22103286689497,5.515978451432968,-0.8015163834296467,0.1600937966891987,,,,,,,-27.674992739250307,5.834256421571999,-0.8459605769310174,0.1693529359202535,1,14_south_asia_west.csv
2006.75,2007.75,32691.8752,south_asia_west,-17.594002959723174,6.31612237361194,-0.5397960099608009,0.1868857494507715,-16.86702302354551,5.42387343411956,-0.5174917697166334,0.1600937966891987,,,,,,,-18.32098289590084,4.904175920191069,-0.5621002502049685,0.1439573164610288,1,14_south_asia_west.csv
2007.75,2008.75,32571.0304,south_asia_west,-22.11236480863932,6.417456313027791,-0.680939510994987,0.1888858703881206,-21.38538487246165,5.463560979847681,-0.6585525177209532,0.1600937966891987,,,,,,,-22.839344744816987,5.280452819911691,-0.7033265042690207,0.1540456545984542,1,14_south_asia_west.csv
