channel_label,group,variable,pressure_hpa,nan_fraction_latest,nan_fraction_tendency,prev_mean,prev_std,prev_min,prev_max,prev_weighted_rmse_zero,prev_abs_mean,latest_mean,latest_std,latest_min,latest_max,latest_weighted_rmse_zero,latest_abs_mean,tendency_mean,tendency_std,tendency_min,tendency_max,tendency_rmse,tendency_abs_mean,nan_fraction_forecast,forecast_mean,forecast_std,forecast_min,forecast_max,forecast_weighted_rmse_zero,forecast_abs_mean,forecast_minus_latest_mean,forecast_minus_latest_std,forecast_minus_latest_min,forecast_minus_latest_max,forecast_minus_latest_rmse,forecast_minus_latest_abs_mean
Z850,upper_air,Z,850.0,0.0,0.0,0.014607154658592704,9.982592705729475,-48.27122116088867,44.168949127197266,9.982603392775344,7.9414612253287595,0.015143905142032755,10.047460363551055,-46.26927185058594,44.056610107421875,10.04747177627246,8.008601823319507,0.0005367527251553083,14.136281839585253,-72.33970642089844,56.42012023925781,14.136281849775468,11.276620597356375,0.0,-0.025901667286104737,9.991770291928393,-41.59099197387695,46.01756286621094,9.991803864319431,7.9711448898791595,-0.04104557104653438,14.134839894878162,-67.91902923583984,64.40548706054688,14.134899490011804,11.293760368123804
Z925,upper_air,Z,925.0,0.0,0.0,0.05100306111531226,10.026469311326888,-42.1147346496582,41.960350036621094,10.026599032733584,8.007649193851615,0.04180556580767074,10.048412337192499,-39.29840850830078,44.224403381347656,10.048499301068238,7.996844625511992,-0.009197496000681461,14.22704640386899,-56.32049560546875,60.66407012939453,14.227049376865672,11.31777067390903,0.0,0.04068576698167103,9.966591540373088,-41.10268020629883,44.3309326171875,9.966674584045853,7.953932288651643,-0.0011197978998375897,14.120553439601741,-60.388153076171875,59.623619079589844,14.120553484003235,11.254725860462502
Z1000,upper_air,Z,1000.0,0.0,0.0,-0.04155063568024528,10.061598204121449,-44.83247375488281,41.63679122924805,10.061683998044236,8.022912128218744,-0.09119433367723692,10.027831595263773,-44.32008743286133,41.504066467285156,10.028246252931591,7.990939414851532,-0.04964369987528591,14.207852266623156,-62.588294982910156,71.52333068847656,14.207938996459603,11.324067415980812,0.0,0.005327276196022406,10.00956445476658,-41.01519775390625,45.993675231933594,10.009565872404163,7.976762955749257,0.09652161089461499,14.17051749803113,-57.2965087890625,57.26736068725586,14.170846219733809,11.29240725478628
T50,upper_air,T,50.0,0.0,0.0,0.00796912007684539,9.975091180678515,-45.35350036621094,43.127662658691406,9.975094363950893,7.948139691689859,0.028063520770804266,10.037745122744287,-42.93105697631836,45.203887939453125,10.03778435265333,8.010183154843418,0.02009440152203841,14.173380084261447,-58.152374267578125,71.1910629272461,14.17339432873827,11.304787368216838,0.0,-0.011544174290043575,9.917583197239637,-39.68898010253906,39.729095458984375,9.91758991600931,7.910022627646163,-0.03960769566878205,14.13041447945393,-62.095489501953125,64.48336791992188,14.13046998973184,11.268750852766237
T100,upper_air,T,100.0,0.0,0.0,0.09962524837589716,9.987539672830776,-45.67756271362305,40.53575897216797,9.988036539102586,7.971061873376655,0.05267404629240675,9.954021929822137,-40.79498291015625,41.79866409301758,9.954161297393329,7.95801080848888,-0.046951204785220385,14.089937292010509,-59.1343879699707,58.408775329589844,14.09001551838789,11.246449561083553,0.0,-0.0443077532381291,10.037250003524473,-48.45698547363281,46.314247131347656,10.037347797612789,8.009300572406557,-0.09698179825724272,14.15432179441617,-60.000701904296875,59.991092681884766,14.154654037773064,11.284159502729942
T150,upper_air,T,150.0,0.0,0.0,0.003392895639126952,9.97137055231483,-41.76594543457031,41.714839935302734,9.971371129554457,7.951729047982036,0.056189248954651806,9.996623709794394,-38.70720672607422,44.255531311035156,9.99678162344815,7.978323784945631,0.0527963544297697,14.132070173070268,-58.9792366027832,58.11684036254883,14.132168794336335,11.279086684062921,0.0,0.0018101770129636547,9.977853979993391,-39.03070831298828,40.123817443847656,9.977854144194067,7.976070684950174,-0.05437907172402704,14.122085184481806,-58.658111572265625,61.006103515625,14.12218988121856,11.264321423844361
T200,upper_air,T,200.0,0.0,0.0,0.03952845317406841,9.978128310710943,-45.91869354248047,46.09273910522461,9.978206606580972,7.961542112891442,0.002049516810922374,10.04155472716392,-39.87063980102539,43.561100006103516,10.041554936320727,8.016306415813618,-0.0374789387208948,14.1917507173595,-57.34107208251953,59.853431701660156,14.191800206264064,11.33134814340508,0.0,-0.007457209467020946,10.039491630841994,-51.013587951660156,41.97475814819336,10.039494400402804,8.012913558993215,-0.009506725895116511,14.2078423988304,-62.28046417236328,59.99395751953125,14.207845579391678,11.33203388653833
T250,upper_air,T,250.0,0.0,0.0,0.002021441542510345,9.963578453297973,-44.18046951293945,43.99143600463867,9.963578658356118,7.946878858070197,-0.041553880461525194,9.971001707535747,-41.57342529296875,43.63878631591797,9.971088294497056,7.962255192286248,-0.04357532635509063,14.094889793384484,-52.32184600830078,60.031700134277344,14.094957151290476,11.24548941562111,0.0,0.015774641239282943,9.951178099543439,-41.010948181152344,43.1651611328125,9.95119060254291,7.928285095687469,0.05732852322124994,14.06587204226527,-60.27141571044922,60.124237060546875,14.065988869217234,11.230936367692829
T300,upper_air,T,300.0,0.0,0.0,0.041549424126189095,9.99310124581025,-39.91304016113281,37.188446044921875,9.993187622758498,7.978237482765573,-0.03316692570156276,9.963401812123763,-42.79507064819336,39.88674545288086,9.963457016256344,7.945194411687847,-0.0747163508651764,14.133251003818328,-61.328617095947266,56.59077453613281,14.133448498862517,11.27673799795995,0.0,-0.024399464859461675,10.029688701673946,-39.699031829833984,41.924827575683594,10.029718380212348,8.006119901073902,0.008767460362774933,14.12945549404505,-62.60539245605469,58.54936218261719,14.129458214190693,11.284783685346563
T400,upper_air,T,400.0,0.0,0.0,0.042546879737760515,9.998659809709974,-50.8574333190918,45.47909164428711,9.998750333280586,7.978862137671394,0.01791354736987829,10.016658087491464,-40.11199951171875,41.41754913330078,10.01667410555452,8.001844478156285,-0.0246333318518527,14.18425569244999,-54.570068359375,57.42728805541992,14.184277082383717,11.318989588521955,0.0,-0.02772872397745377,10.013720561197369,-46.911773681640625,48.782127380371094,10.013758952555115,7.9857270196874435,-0.04564227324983366,14.17004046682143,-67.14372253417969,61.59968948364258,14.170113974434258,11.30124790934037
T500,upper_air,T,500.0,0.0,0.0,0.029367902579251065,9.999940652283799,-41.63383102416992,40.39861297607422,9.999983776131693,7.997860021039761,-0.007241362156984363,10.057255252167257,-36.687171936035156,48.49785614013672,10.057257859107104,8.028987499390784,-0.03660926432931677,14.151866206078454,-58.392276763916016,60.4333381652832,14.151913557995453,11.31505241064344,0.0,0.052555325963654934,9.977745623181333,-42.40814208984375,41.27956008911133,9.977884033360574,7.961751717846874,0.05979668811507624,14.167399590075759,-56.44138717651367,59.917510986328125,14.167525782181444,11.310367951728804
T600,upper_air,T,600.0,0.0,0.0,-0.05987860673390275,9.984957102403248,-39.522727966308594,39.177711486816406,9.985136643249561,7.948462057725145,0.010781266749037855,9.994378838777337,-40.69429397583008,43.209739685058594,9.994384653829998,7.970498038903954,0.0706598752364245,14.171531168929482,-63.150535583496094,55.74481964111328,14.171707324450749,11.299699478975928,0.0,-0.010044292693489321,9.974263942665475,-42.39202117919922,41.45456314086914,9.974269000070732,7.954589318129032,-0.020825556221868994,14.094050264908944,-56.790130615234375,55.99583053588867,14.094065650959992,11.262388190932334
T700,upper_air,T,700.0,0.0,0.0,-0.007762852595525062,10.011685177999617,-46.613731384277344,38.52610778808594,10.01168818757643,8.003318008196349,-0.006723746434329451,9.945503236702468,-40.39320373535156,44.11241149902344,9.945505509526663,7.9312082984330985,0.0010391053872822694,14.124376961460174,-62.99639892578125,62.57316970825195,14.124376999682744,11.273917912310145,0.0,-0.013574940731066241,9.974182101043084,-39.59063720703125,43.907779693603516,9.974191338839628,7.958498814040574,-0.006851195775893876,14.116604932479683,-62.122161865234375,65.57686614990234,14.116606595021098,11.25691494180768
T850,upper_air,T,850.0,0.0,0.0,0.005524626391921356,10.024380252005782,-43.24994659423828,42.709774017333984,10.02438177436894,7.988047946344558,-0.011082750627455534,10.01652859189452,-41.340328216552734,41.66397476196289,10.01653472312663,7.978096840642592,-0.016607378336409163,14.107039867852361,-60.01630401611328,60.35063934326172,14.107049643287935,11.24850299001361,0.0,-0.023554234595034862,10.012426285948052,-40.92870330810547,42.58272171020508,10.012453991580134,7.990517242579103,-0.012471484683815103,14.097295586524847,-62.88749694824219,57.59710693359375,14.097301103111285,11.247472992032796
T925,upper_air,T,925.0,0.0,0.0,0.05553141011156051,10.003105443138596,-45.51311111450195,39.96089172363281,10.003259580958964,7.96147682823585,0.003950413594449286,10.027688519649196,-42.026954650878906,46.713680267333984,10.027689297783002,7.990827011895221,-0.051580994966663726,14.221117237898488,-57.64491271972656,61.077064514160156,14.221210781543395,11.343625585406436,0.0,0.021760936024945457,10.031801772812917,-41.66321563720703,50.569923400878906,10.03182537464381,7.997634228110625,0.017810522892412743,14.233354835500098,-61.40264129638672,64.07418060302734,14.233365978853302,11.35609081132874
T1000,upper_air,T,1000.0,0.0,0.0,0.015837078240419966,10.011737718915198,-44.76667404174805,45.60295867919922,10.011750244857073,7.984261239160807,-0.031075042083160732,9.98255064085555,-40.757083892822266,45.73931121826172,9.982599008048089,7.965795617197498,-0.04691212110441943,14.143796325050031,-58.486061096191406,59.418312072753906,14.143874123860043,11.304715958031862,0.0,-0.03737864913279954,10.036568269236845,-46.70769119262695,41.308780670166016,10.036637872637332,8.007820393555885,-0.006303608949541195,14.114063204782136,-56.61539840698242,56.990455627441406,14.11406461243786,11.247668941339754
U50,upper_air,U,50.0,0.0,0.0,0.021365363586411855,10.033730851096475,-45.144630432128906,41.7662239074707,10.033753598280397,7.998069860067736,0.013846628553864846,10.00841888511125,-47.75574493408203,43.91315460205078,10.008428463498811,7.975193237400808,-0.007518737773307363,14.157467943567399,-61.07331848144531,70.09716033935547,14.157469940090143,11.27488202031252,0.0,0.06931645317184999,10.034347099815415,-44.35719299316406,39.82282638549805,10.034586513167236,8.009574198302507,0.055469824143982265,14.11791444105093,-57.19050216674805,55.09809494018555,14.118023412157038,11.28729594091648
U100,upper_air,U,100.0,0.0,0.0,-0.002232851181253015,9.995534205180393,-42.089900970458984,40.433048248291016,9.995534454572983,7.991328465561286,-0.00135357609065059,9.994501123079257,-45.32929992675781,42.69020462036133,9.994501214738069,7.97408954330088,0.000879272941717292,14.11749630696244,-61.14794158935547,61.14289855957031,14.117496334344098,11.262680151601126,0.0,0.01173210326237302,10.043772108947836,-44.36780548095703,39.66791915893555,10.043778961064653,8.004846050340186,0.013085679615815948,14.08574819751006,-65.22584533691406,64.7857437133789,14.085754275815987,11.232522326881865
U150,upper_air,U,150.0,0.0,0.0,-0.0064366940677488,9.997152530072986,-45.46543884277344,47.04155731201172,9.997154602214327,7.980543627437607,-0.022035488824895835,9.971249708293897,-43.51054763793945,39.55947494506836,9.971274056404088,7.9552256575495885,-0.015598792391005045,14.134274023658138,-61.68259811401367,59.76068115234375,14.134282631183671,11.268962249208222,0.0,0.020899163067909312,9.976147662828458,-45.13751983642578,39.055511474609375,9.976169553770282,7.956843118210099,0.042934652418325246,14.094732899916066,-62.12799072265625,56.670257568359375,14.094798292432152,11.25052743694484
U200,upper_air,U,200.0,0.0,0.0,-0.019421275723442474,9.956629288073277,-46.253509521484375,42.80485153198242,9.956648229503138,7.9370732213236,-0.042733047509664064,10.01377680235184,-49.35993194580078,41.16984558105469,10.01386798198693,7.977955929943124,-0.023311770391556703,14.115540837751954,-64.61225128173828,61.154998779296875,14.115560087395753,11.27461235971576,0.0,0.008758861734851558,10.002788943888962,-39.73874282836914,48.29655456542969,10.00279277870165,7.987042729824966,0.05149190929377995,14.154469162033822,-57.37226486206055,71.236083984375,14.154562821778708,11.271310144418868
U250,upper_air,U,250.0,0.0,0.0,-0.045001079636784916,9.928858947184912,-41.1396484375,44.209476470947266,9.928960927018263,7.924670120867399,0.028881487674856446,10.014167044303715,-40.99951171875,43.666236877441406,10.014208692230554,7.977967377969387,0.07388256594050964,14.070217525898677,-58.401954650878906,58.50735092163086,14.07041150285369,11.205724379138923,0.0,0.05905482794437745,10.000314111321263,-44.192928314208984,45.29058837890625,10.0004884779586,7.973064084038951,0.030173339142929727,14.16724032924526,-64.47669982910156,61.495880126953125,14.167272460745055,11.306475787494527
U300,upper_air,U,300.0,0.0,0.0,0.03811810031766684,10.003582435574923,-40.37618637084961,43.14926528930664,10.003655058772766,7.992243079300875,-0.024183871984110362,9.977163788107916,-42.10720443725586,47.776405334472656,9.977193097980715,7.970016434462672,-0.062301973402205335,14.147320935094793,-59.18903350830078,56.97799301147461,14.14745811714768,11.30468438904888,0.0,-0.08650543617820466,10.004602160025806,-40.56766128540039,42.00474166870117,10.004976140444093,7.982328789531482,-0.06232156315436791,14.09295383730766,-58.618003845214844,65.61219787597656,14.093091635184429,11.21537630493706
U400,upper_air,U,400.0,0.0,0.0,-0.048620803193654666,10.055535804909967,-47.225730895996094,40.7950553894043,10.055653350544727,8.019821796178901,-0.0321160932251521,9.968323828438736,-45.852542877197266,39.627567291259766,9.96837556435651,7.950248582434693,0.01650470828118921,14.118869324775277,-59.283470153808594,64.42878723144531,14.118878971627838,11.25175786016607,0.0,-0.0578242753429091,9.983681370824177,-41.55025863647461,40.71229934692383,9.983848825024802,7.961645812582195,-0.025708183499126833,14.118288856396012,-69.96341705322266,57.95721435546875,14.118312262566386,11.282407634505626
U500,upper_air,U,500.0,0.0,0.0,0.09757174963596593,10.034158309894108,-39.49327087402344,46.76359176635742,10.034632690552812,8.005059751462918,-0.02584132042347865,9.973707084423756,-41.47979736328125,41.685176849365234,9.973740561079557,7.968673518006695,-0.12341307076003143,14.121823510056766,-65.36768341064453,60.86506652832031,14.122362763899456,11.269460449060812,0.0,0.019427805049333703,9.973780418290707,-45.44838333129883,39.77363967895508,9.973799339864767,7.953402930533082,0.04526912740622229,14.029362919271902,-60.8231201171875,59.48759841918945,14.029435954967344,11.217473014866263
U600,upper_air,U,600.0,0.0,0.0,-0.02537415756861776,9.998536694406944,-50.43589782714844,44.0540657043457,9.99856889146003,7.975917467172172,-0.02593664786984533,10.019165642580772,-41.798065185546875,40.42090606689453,10.019199213668296,8.003773263827531,-0.0005624892684405436,14.130492467009836,-57.471805572509766,60.620174407958984,14.130492478205277,11.24136365100141,0.0,0.017868945936070725,10.015307397628503,-42.68315887451172,40.31098937988281,10.015323338176355,7.982880476010044,0.04380559296571473,14.21361400943405,-59.782257080078125,62.340087890625,14.213681512512807,11.345910137997025
U700,upper_air,U,700.0,0.0,0.0,-0.006429440107418495,10.01510040350523,-45.45758056640625,42.15781784057617,10.01510246727364,7.989869567660873,0.0029919488211771384,9.976260081904492,-42.03981018066406,43.92184829711914,9.976260530557468,7.961260319013539,0.009421391968474562,14.139434037081948,-59.9295539855957,61.5384521484375,14.139437175913965,11.27265228380409,0.0,-0.015102464024873438,10.02697563969801,-40.92603302001953,44.44496154785156,10.02698701323165,8.016935895927512,-0.01809441270988779,14.159886119153343,-60.12879943847656,63.938926696777344,14.159897680250438,11.296300001185381
U850,upper_air,U,850.0,0.0,0.0,-0.04694900623878049,9.982894799005903,-44.266239166259766,41.51457977294922,9.983005197694645,7.971761367329893,0.03901700437262284,10.011485629241585,-44.47943878173828,42.49198532104492,10.01156165796005,7.976185036792834,0.08596601150894788,14.135019911279892,-58.053871154785156,59.29267883300781,14.13528132183397,11.279295553346522,0.0,-0.027325832385480902,9.992191690594236,-40.058860778808594,43.2513427734375,9.992229054755175,7.958460572338014,-0.06634283786747931,14.151114777551262,-66.459228515625,54.83937072753906,14.151270289961634,11.304992540199365
U925,upper_air,U,925.0,0.0,0.0,0.01716813534200075,9.980169093325747,-37.76534652709961,42.80230712890625,9.98018385984169,7.962549132881683,-0.07293492555271068,9.959499577139752,-46.255653381347656,40.99163818359375,9.959766630317898,7.946529795401127,-0.09010305860265436,14.100797415642864,-56.91937255859375,56.02796173095703,14.101085288662784,11.24441683953487,0.0,-0.06188639842110785,9.997000896557394,-48.37348175048828,40.11769104003906,9.99719244848601,7.974249965403265,0.011048530088132355,14.139531688523986,-59.29174041748047,65.3409423828125,14.139536005144958,11.273892454245637
U1000,upper_air,U,1000.0,0.0,0.0,0.0047141611922208,9.999902656261803,-43.378299713134766,44.564605712890625,9.999903767438342,7.98184996623123,0.05031233005286557,9.987252838698087,-47.794288635253906,41.11935043334961,9.987379565963716,7.970907712524631,0.04559816694417078,14.108161253803502,-57.56306838989258,63.93489074707031,14.108234941201678,11.2593630686319,0.0,-0.007840310773647937,10.028316547230718,-47.155006408691406,42.43471145629883,10.028319612075308,7.993842920888462,-0.05815263834522371,14.17566571836712,-57.55043029785156,60.29545974731445,14.175784997248781,11.320116437156104
V50,upper_air,V,50.0,0.0,0.0,0.06512998693712768,9.950085147983533,-41.70714569091797,42.82460021972656,9.950298305443223,7.932613207778794,0.03624372533331876,10.027880112006077,-42.992637634277344,38.92133712768555,10.02794560956473,8.007069860406315,-0.028886259980955814,14.097528369344543,-56.39271545410156,57.486915588378906,14.097557963721485,11.254240374917497,0.0,-0.020150605194192008,9.987101026084222,-44.259979248046875,42.62538146972656,9.987121354629712,7.973562092974191,-0.05639433236025599,14.097590180291782,-56.03481674194336,57.58906173706055,14.097702976448703,11.241470530480317
V100,upper_air,V,100.0,0.0,0.0,0.04809681425116533,10.013499899095516,-43.13671112060547,41.82273483276367,10.01361540766965,7.996679940216248,-0.08471786409140761,10.012193632640102,-44.37101364135742,43.15425491333008,10.01255204500583,7.988520180205732,-0.13281467856794582,14.187557307553682,-56.71319580078125,64.0104751586914,14.188178956226274,11.309081131150636,0.0,0.02422990481408711,9.961910549854316,-43.23257064819336,40.6013298034668,9.961940016461853,7.934658883586445,0.10894776722343599,14.114891005999908,-63.569366455078125,63.331817626953125,14.115311464052043,11.250102454902391
V150,upper_air,V,150.0,0.0,0.0,-0.010659033603570258,9.99887637424561,-42.1532096862793,40.29045104980469,9.998882055632219,7.976914327282813,-0.09509213231694402,9.987678380082665,-44.14529800415039,46.97844696044922,9.988131053283594,7.980651064626203,-0.08443309998937866,14.159146500280126,-53.79309844970703,60.42917251586914,14.159398241618325,11.289867545407775,0.0,0.008957091905494907,10.004783564876506,-41.61125946044922,43.16530227661133,10.004787574432463,7.963524244809983,0.10404922217990813,14.122593122446412,-67.32310485839844,61.36667251586914,14.122976412313715,11.24742410039691
V200,upper_air,V,200.0,0.0,0.0,0.010246024629458663,9.988501851248994,-41.12731170654297,48.58172607421875,9.988507106341014,7.961883944483313,-0.006957320033558537,9.997458968419636,-42.669403076171875,46.898799896240234,9.99746138924958,7.96552496185505,-0.01720334270592033,14.172541681221256,-58.05682373046875,55.09660339355469,14.172552122357956,11.303791006632606,0.0,-0.004143971708251141,10.03242671212119,-40.79032897949219,43.5658073425293,10.032427567970988,7.995746382106932,0.0028133492610085027,14.1601399875756,-67.398681640625,58.44786071777344,14.160140267054969,11.299338192062464
V250,upper_air,V,250.0,0.0,0.0,0.023116027691570812,10.044147214609007,-43.622596740722656,46.089317321777344,10.044173814678452,8.007690522055816,-0.04922058915023511,9.99431883698221,-38.24154281616211,40.181007385253906,9.994440038423633,7.9532900061630665,-0.07233661782704531,14.184427368836666,-57.33988952636719,63.18560028076172,14.184611815910339,11.295269115896811,0.0,0.06424820289309854,9.997519972409986,-45.07467269897461,42.32117462158203,9.997726413054986,7.978915265989049,0.11346879299198771,14.11121653770313,-59.55046844482422,59.2740478515625,14.111672733623216,11.254066927709111
V300,upper_air,V,300.0,0.0,0.0,0.024792512988348562,10.011977803379501,-40.85378646850586,41.6126594543457,10.012008499999487,7.993117750928387,0.03234507323758394,10.002514844923816,-46.24935531616211,42.59312057495117,10.002567141823167,7.955023286526762,0.007552560649960373,14.1855464051225,-63.504425048828125,68.33883666992188,14.18554841566078,11.301175767048568,0.0,0.0061183861621367745,10.00374628133737,-39.01996612548828,41.49858474731445,10.003748152368711,7.979169451004356,-0.026226689194731558,14.139399788577812,-56.89303207397461,71.4969253540039,14.139424112051312,11.264214554378384
V400,upper_air,V,400.0,0.0,0.0,0.0009010838687322936,10.018619269138334,-43.72201919555664,53.11841583251953,10.018619309660492,7.994501363764863,-0.021781031827606948,9.965730510518814,-40.14310836791992,42.724021911621094,9.96575431272673,7.941280985038295,-0.022682116414782603,14.115834023511646,-60.56272888183594,57.15261459350586,14.115852246950313,11.239916143984168,0.0,0.02508627196815727,10.018445617912679,-41.93736267089844,43.648468017578125,10.018477025981186,7.9871254878550495,0.04686730696540966,14.11323798613453,-59.25263595581055,58.18635177612305,14.113315804506225,11.251268906673028
V500,upper_air,V,500.0,0.0,0.0,-0.025885987322322043,10.032246962610564,-42.017547607421875,42.9771728515625,10.032280359078202,7.992433548414357,-0.03205980854639908,10.032649472658115,-45.0494384765625,42.61552429199219,10.032700696848663,7.990942986404933,-0.0061738197294727605,14.206118921464114,-60.6387939453125,62.468162536621094,14.206120263000402,11.322561847917727,0.0,-0.03460636423621484,10.037749753758744,-39.479164123535156,43.83344650268555,10.037809408408053,8.012937197541188,-0.0025465541916281816,14.1841433628414,-60.715362548828125,58.705718994140625,14.184143591439563,11.312974001298857
