cell_type,model_index,model_id,embed_x,embed_y,cluster
C3,42,042,0.8143441796182632,0.2675149317906905,0
C3,43,043,0.8290030333284446,0.6945681889226747,1
C3,44,044,0.9631382506442641,0.7932798169388409,1
C3,45,045,0.8045399916823568,0.0483435905736353,0
C3,46,046,0.18010654872546267,0.21576069813071524,2
C3,47,047,1.0,0.5080023278025371,1
C3,48,048,0.9473588751288957,0.1470471565348361,0
C3,49,049,0.937856956567866,0.09441976062183463,0
CT1(Lo1),0,000,0.7427682013768971,0.10784130656707724,2
CT1(Lo1),1,001,0.7101362858292466,0.11927912878460589,2
CT1(Lo1),2,002,0.8410154698879482,0.9536030360051588,0
CT1(Lo1),3,003,0.8485936703137362,0.6191240403477949,0
CT1(Lo1),4,004,0.048850508143110274,0.5749279160786347,1
CT1(Lo1),5,005,0.029544432167478825,0.6688304443761741,1
CT1(Lo1),6,006,0.8636674066899855,1.0,0
CT1(Lo1),7,007,0.8312011318534116,0.9978379223829776,0
CT1(Lo1),8,008,0.9334608289575361,0.7620004128224576,0
CT1(Lo1),9,009,0.11076581645762171,0.5632820725447465,1
CT1(Lo1),10,010,0.9873474190529651,0.793414481747807,0
CT1(Lo1),11,011,0.8532796932737883,0.5415179985791228,0
CT1(Lo1),12,012,0.0825657911618606,0.5194539882969634,1
CT1(Lo1),13,013,0.9471620280792543,0.896995636562629,0
CT1(Lo1),14,014,0.7988432537178751,0.9265789258935686,0
CT1(Lo1),15,015,0.9025400464657329,0.8822710755465097,0
CT1(Lo1),16,016,0.6634752471576683,0.0,2
CT1(Lo1),17,017,0.6425755238426458,0.13101552724468213,2
CT1(Lo1),18,018,0.9173472756431703,0.7132866027911919,0
CT1(Lo1),19,019,0.7675515962301547,0.813204198308388,0
CT1(Lo1),20,020,0.9643018967072489,0.934142857371441,0
CT1(Lo1),21,021,0.0,0.6584672006157135,1
CT1(Lo1),22,022,0.9595731146060575,0.6868495446152272,0
CT1(Lo1),23,023,0.7189214787247733,0.16209671806146256,2
CT1(Lo1),24,024,0.903931744995514,0.8011436622152246,0
CT1(Lo1),25,025,0.05544618360396293,0.530675538749308,1
CT1(Lo1),26,026,0.0702292873209482,0.63258611268453,1
CT1(Lo1),27,027,0.8062170831953794,0.7460185434087615,0
CT1(Lo1),28,028,0.7570695393135412,0.7214548071415086,0
CT1(Lo1),29,029,0.7256372778748952,0.055452696626696496,2
CT1(Lo1),30,030,0.9448666080269293,0.959695647443221,0
CT1(Lo1),31,031,0.1096645587345366,0.5281353605636147,1
CT1(Lo1),32,032,0.8315845012478332,0.562098888179517,0
CT1(Lo1),33,033,0.8250273881531904,0.7888250320817454,0
CT1(Lo1),34,034,0.8330616700967509,0.7044500020801132,0
CT1(Lo1),35,035,0.05242949382145996,0.6646899191316008,1
CT1(Lo1),36,036,0.7551859068173037,0.1703204654333196,2
CT1(Lo1),37,037,0.6586807315702946,0.10716844996367803,2
CT1(Lo1),38,038,0.8266680633533634,0.8836094683550786,0
CT1(Lo1),39,039,0.6415670628086458,0.04057592733044679,2
CT1(Lo1),40,040,0.8760327363792713,0.5885433967607838,0
CT1(Lo1),41,041,0.7730570694721652,0.9075018481005367,0
CT1(Lo1),42,042,0.682725278201812,0.016461215490122694,2
CT1(Lo1),43,043,0.9259657246753532,0.6307917350703879,0
CT1(Lo1),44,044,0.012282976974382357,0.6954306314263496,1
CT1(Lo1),45,045,0.7696451154360118,0.6783409617483191,0
CT1(Lo1),46,046,0.0010951903856155079,0.603465248509519,1
CT1(Lo1),47,047,0.9556439260460151,0.7513010307760742,0
CT1(Lo1),48,048,0.9047593010484792,0.6543362158901445,0
CT1(Lo1),49,049,1.0,0.744243006819571,0
CT1(M10),0,000,0.05410377601046973,0.10876558414416286,0
CT1(M10),1,001,0.9360030418066172,0.2777836004781967,1
CT1(M10),2,002,0.7285002531542568,0.9352531708742573,2
CT1(M10),3,003,0.9123439965146083,0.4112285022059653,1
CT1(M10),4,004,0.9082137113544204,0.6990834245781001,1
CT1(M10),5,005,0.14076849410512232,0.42126122176749176,2
CT1(M10),6,006,0.4527813373517716,0.6098478458440939,2
CT1(M10),7,007,0.8527575660913435,0.8152619485681467,1
CT1(M10),8,008,0.5789316731433848,0.814528453867035,2
CT1(M10),9,009,0.7915149318630796,0.8745549584026577,2
CT1(M10),10,010,0.931686881806346,1.0,1
CT1(M10),11,011,0.0,0.06601486859922241,0
CT1(M10),12,012,0.20215024309589574,0.5446025766074372,2
CT1(M10),13,013,0.9654571581626425,0.8145004684356689,1
CT1(M10),14,014,0.05549054429295375,0.21429461860093013,0
CT1(M10),15,015,0.05525466018561631,0.0,0
CT1(M10),16,016,0.8947191555836336,0.47613855088974705,1
CT1(M10),17,017,0.10519120916192382,0.10029047193449561,0
CT1(M10),18,018,0.6082663729493375,0.7190289179119853,2
CT1(M10),19,019,0.75803644686699,0.7728597013092164,2
CT1(M10),20,020,0.6799067320102257,0.8434891141746506,2
CT1(M10),21,021,0.8743308788295232,0.7260967940780927,1
CT1(M10),22,022,0.7621949152159271,0.9651523220469005,2
CT1(M10),23,023,0.8901952240302158,0.3686539948278345,1
CT1(M10),24,024,0.4773880413997622,0.7947335981637123,2
CT1(M10),25,025,0.08608523217861841,0.272987654761037,0
CT1(M10),26,026,0.025560562917874063,0.1427984059446469,0
CT1(M10),27,027,0.1487112795478484,0.5065156713485088,2
CT1(M10),28,028,0.9112525866375238,0.9500583278147641,1
CT1(M10),29,029,0.897186526655787,0.7770424292177867,1
CT1(M10),30,030,0.9663825768277964,0.7140499872060944,1
CT1(M10),31,031,0.18628210128769623,0.03662147420184099,0
CT1(M10),32,032,0.33137021648644494,0.5769870183515977,2
CT1(M10),33,033,0.037448253122612574,0.042921606263853565,0
CT1(M10),34,034,0.8015317245229625,0.9952644158639707,2
CT1(M10),35,035,1.0,0.8258921513310187,1
CT1(M10),36,036,0.8975931344904593,0.2894384097698984,1
CT1(M10),37,037,0.13940468205407558,0.03142393250604952,0
CT1(M10),38,038,0.4327436608839096,0.7982466911312218,2
CT1(M10),39,039,0.9692465256273479,0.16323817900381637,1
CT1(M10),40,040,0.2526465003119222,0.5699725218045775,2
CT1(M10),41,041,0.3782869085344629,0.5836553247476459,2
CT1(M10),42,042,0.5554020303621237,0.7392848422345419,2
CT1(M10),43,043,0.9309976297867628,0.19740104884473397,1
CT1(M10),44,044,0.9713625604066742,0.921843830510525,1
CT1(M10),45,045,0.10039674725033793,0.3972086360478744,2
CT1(M10),46,046,0.28747345200127483,0.5900418190015018,2
CT1(M10),47,047,0.6667411213772948,0.6722798306469682,2
CT1(M10),48,048,0.504126448820742,0.7345353805492141,2
CT1(M10),49,049,0.953378684016021,0.12022943677397538,1
L1,0,000,0.032974173872666934,0.7836186064361698,0
L1,1,001,0.6148218782067064,0.6243226730668346,1
L1,2,002,0.6673935826941322,0.9717594115267559,1
L1,3,003,0.5942875266769772,0.1567883590994894,2
L1,4,004,0.0425436273934105,0.7524302911497895,0
L1,5,005,0.7050405974641674,0.7731143910715293,1
L1,6,006,0.8968803150999592,0.30534184519522856,1
L1,7,007,0.8161512190920102,0.5141270885627497,1
L1,8,008,0.7031107874291753,0.8483344692148898,1
L1,9,009,0.7795086573626354,0.5440682800202715,1
L1,10,010,0.6958643547526429,0.09457765607802449,2
L1,11,011,0.7119737830981494,0.46316147724896506,1
L1,12,012,0.723986837216432,0.40732860629167333,1
L1,13,013,0.9949911844619588,0.34257303039598086,1
L1,14,014,0.6097552591445126,0.01889567606090503,2
L1,15,015,0.7653714572271777,0.6925358918232476,1
L1,16,016,0.5013832463427006,1.0,1
L1,17,017,0.6726355146387591,0.03325562471002458,2
L1,18,018,0.7986158258640133,0.0998447000475341,2
L1,19,019,0.8104017041226494,0.4110213295609039,1
L1,20,020,0.7417370913500263,0.0422549061959987,2
L1,21,021,0.03977463166856848,0.7214405648447118,0
L1,22,022,0.5377162488409676,0.9123607546845476,1
L1,23,023,0.6209307628920464,0.5727885142272441,1
L1,24,024,1.0,0.30647435454463307,1
L1,25,025,0.812350270266518,0.599494314964595,1
L1,26,026,0.006093332466947932,0.7414460182740795,0
L1,27,027,0.636209515881802,0.13303157665875331,2
L1,28,028,0.7650423576015022,0.13530907969785727,2
L1,29,029,0.6350903902608938,0.9662566063123371,1
L1,30,030,0.930117408235487,0.3102899114626309,1
L1,31,031,0.6296286247056467,0.09020192288039303,2
L1,32,032,0.9782778227601777,0.38818620073486537,1
L1,33,033,0.6367947598769186,0.9121373467598701,1
L1,34,034,0.5824360520980627,0.06027570514436431,2
L1,35,035,0.771170532377466,0.6130957136000249,1
L1,36,036,0.6626793248374835,0.4933149492843797,1
L1,37,037,0.6542188179105888,0.5713323010948861,1
L1,38,038,0.5599903963382735,0.9576393418959562,1
L1,39,039,0.5901259399288556,0.0,2
L1,40,040,0.8537658278447519,0.4579278808298407,1
L1,41,041,0.9528339929843476,0.3477175191343572,1
L1,42,042,0.710248221081526,0.8987277427796154,1
L1,43,043,0.8608653487930393,0.30984174797834174,1
L1,44,044,0.7043988181515481,0.9338249106274716,1
L1,45,045,0.5499479017370793,0.9959135965359195,1
L1,46,046,0.6226158090435883,0.853991878103725,1
L1,47,047,0.8110791600907649,0.14069100954552288,2
L1,48,048,0.7012702190937121,0.6595592836960955,1
L1,49,049,0.0,0.7753376143702206,0
L2,0,000,0.8460393302267554,0.2429098408591622,0
L2,1,001,0.023036007155423255,0.09134115824057665,1
L2,2,002,0.937651547270265,0.9238074441437263,0
L2,3,003,0.01764918212961264,0.5660195053713692,1
L2,4,004,0.03920719965702618,0.5367735059387722,1
L2,5,005,0.8380101526889906,0.34582316592311857,0
L2,6,006,0.7726588725687914,0.6428193114366523,0
L2,7,007,0.7682733756713538,0.7886899266464351,0
L2,8,008,0.7815851878215392,0.17583627399312227,0
L2,9,009,0.03997507874109807,0.1899513637864278,1
L2,10,010,0.7130456363956742,0.6086918743922558,0
L2,11,011,0.03200799324980902,0.27609154973501643,1
L2,12,012,0.9008221746104262,0.821510493557803,0
L2,13,013,0.7384879488553151,0.5863019834771377,0
L2,14,014,0.9806593119831825,0.9470067395463668,0
L2,15,015,0.9712937853209409,0.7544069756225469,0
L2,16,016,0.758572117577694,0.20500679364355562,0
L2,17,017,0.01387492347850483,0.3824776940376932,1
L2,18,018,0.9064653449958124,0.5873583916535201,0
L2,19,019,0.9479008554635795,0.6517646305415191,0
L2,20,020,0.9578803200263454,1.0,0
L2,21,021,0.8741663168449348,0.21897944603243438,0
L2,22,022,0.9840760998822524,0.8477598885153275,0
L2,23,023,0.022284386890974506,0.029895613421981937,1
L2,24,024,0.8679395745941755,0.15874864865098534,0
L2,25,025,0.8938401381297352,0.295501216630958,0
L2,26,026,0.034355027950656536,0.5925387224096618,1
L2,27,027,0.899166900924254,0.6987354720331738,0
L2,28,028,0.9353129971968861,0.4365175779119943,0
L2,29,029,0.038714319934069985,0.0,1
L2,30,030,0.005723307488846807,0.2922718892603371,1
L2,31,031,0.7005222450592218,0.6559363204450692,0
L2,32,032,0.8108604814855584,0.8298680460873468,0
L2,33,033,0.8686230539629005,0.4858350972557534,0
L2,34,034,0.9329448118218222,0.8106071618996711,0
L2,35,035,0.7351952638565892,0.2090858668129679,0
L2,36,036,0.9073806292585396,0.8948609399645948,0
L2,37,037,0.0,0.22551679180449824,1
L2,38,038,0.7367434038973548,0.6590612976729935,0
L2,39,039,0.020160875438178738,0.49584740776274905,1
L2,40,040,0.9795114920929869,0.6823901546080369,0
L2,41,041,0.79617273881481,0.7497392404334742,0
L2,42,042,0.7380080193532323,0.2678230244429132,0
L2,43,043,0.8893493344205565,0.40342051361390346,0
L2,44,044,0.7248254252376543,0.3707554770856412,0
L2,45,045,0.9165033900247859,0.9638200964634396,0
L2,46,046,1.0,0.7641109676616145,0
L2,47,047,0.919437731450945,0.3794276490007027,0
L2,48,048,0.04781195158833951,0.05586013357065284,1
L2,49,049,0.8483044821830841,0.13377110886515836,0
L3,0,000,0.1410839787423901,0.8964465177566345,3
L3,1,001,0.19458805821543368,0.7977802615777534,3
L3,2,002,0.9323838335932633,0.3903223734957226,0
L3,3,003,0.23056084406657013,0.9888215253124747,3
L3,4,004,0.7545412566055631,0.04419513461103419,2
L3,5,005,0.04601988738784846,0.6927405350435099,1
L3,6,006,0.0,0.7832578370194081,1
L3,7,007,0.6648454080610487,0.0008951037401885298,2
L3,8,008,0.776153732487803,0.10839336650674228,2
L3,9,009,0.20126688365308779,0.9532363675680412,3
L3,10,010,0.09120620605201907,0.4873478870234371,1
L3,11,011,0.9597381789247962,0.38869708622412125,0
L3,12,012,0.910067526676702,0.27441787822872743,0
L3,13,013,0.05733514635107256,0.4895197226386896,1
L3,14,014,0.019469240182757586,0.8031256054927665,1
L3,15,015,0.9331060590553103,0.44128258496256756,0
L3,16,016,0.06818761453532562,0.7863545008171837,3
L3,17,017,0.9569166690507528,0.3242048182267752,0
L3,18,018,0.6834891982996224,0.006031323286937451,2
L3,19,019,0.2316107711420242,0.8618082403826406,3
L3,20,020,0.05181307403484503,0.41994694347805817,1
L3,21,021,0.16436015329069598,0.8252094137408658,3
L3,22,022,0.22961688842872074,0.9376900296570329,3
L3,23,023,0.9765598830798085,0.2817023595020627,0
L3,24,024,0.9077941056358615,0.4125196579345324,0
L3,25,025,0.9818509262672795,0.4231898901151339,0
L3,26,026,0.0860357643834963,0.7329327263471381,3
L3,27,027,0.8880115497472212,0.2819028747582519,0
L3,28,028,1.0,0.4457742797028114,0
L3,29,029,0.7571449634327323,0.09583364210831244,2
L3,30,030,0.03476974144312184,0.4901536038552502,1
L3,31,031,0.07249504418711872,0.5293638242028406,1
L3,32,032,0.12890910584808918,0.8595255007775807,3
L3,33,033,0.7144495229433657,0.0,2
L3,34,034,0.9503364694883042,0.24142247499565717,0
L3,35,035,0.02103146427905911,0.7513592640454254,1
L3,36,036,0.9869492756156345,0.4710813106853704,0
L3,37,037,0.8854176505684632,0.3326477309218861,0
L3,38,038,0.013054997426204473,0.6874034399107039,1
L3,39,039,0.13213401121954282,0.7756223916829569,3
L3,40,040,0.20716506504241158,1.0,3
L3,41,041,0.22068649550705932,0.8139820672361785,3
L3,42,042,0.7032826809666793,0.033112518755446796,2
L3,43,043,0.7335952938589186,0.013453275948418164,2
L3,44,044,0.17460180031798758,0.9096598694483866,3
L3,45,045,0.9780104383493867,0.2285374946843029,0
L3,46,046,0.9349173404473647,0.24031263682833792,0
L3,47,047,0.08109118349788685,0.44536084275590393,1
L3,48,048,0.06904311820710979,0.6330573140022678,1
L3,49,049,0.015237382328058213,0.5960187518767642,1
L4,0,000,0.838811259007661,0.020936444321319636,1
L4,1,001,0.8990442152190333,0.7321871142023011,0
L4,2,002,0.3051936488121374,0.3634673953011253,1
L4,3,003,0.6554623971809315,0.02145748947266235,1
L4,4,004,0.0,0.25828867367297287,1
L4,5,005,0.7075487734107213,0.03596844544503769,1
L4,6,006,0.4203568661767597,0.33767923040909326,1
L4,7,007,0.19035550913163818,0.22484924545029533,1
L4,8,008,0.8525971728399006,0.24582021558499337,1
L4,9,009,0.05171427844659976,0.2536781074707979,1
L4,10,010,0.9454543211495667,0.15124218852776117,1
L4,11,011,0.7353584225555823,0.9402515288212845,0
L4,12,012,0.7532560033487077,0.6462035473532752,0
L4,13,013,0.6967188589355906,0.23813689376397754,1
L4,14,014,0.686640921305345,0.7381189820014634,0
L4,15,015,0.7967824068641909,0.7628798104026571,0
L4,16,016,0.891678644130935,0.33836257306033046,1
L4,17,017,0.7982418890698475,0.8772756877565417,0
L4,18,018,0.6940052119298918,0.4445454394569617,1
L4,19,019,0.6840256729987149,0.9765707462822231,0
L4,20,020,0.303516992600866,0.42850632497974617,1
L4,21,021,0.10486572948390205,0.2825994293577575,1
L4,22,022,0.7605647908031592,0.8165410002805953,0
L4,23,023,0.8674522737375966,0.8021619541911129,0
L4,24,024,0.8161960565022273,0.6201378782425664,0
L4,25,025,0.815960303462967,0.29487143799038046,1
L4,26,026,1.0,0.23254682539072538,1
L4,27,027,0.7138078762445768,0.5186386926819422,0
L4,28,028,0.6665130192485931,0.3067003149930475,1
L4,29,029,0.009586978355462766,0.2944862275338544,1
L4,30,030,0.9459260242224798,0.21414889999165676,1
L4,31,031,0.5909164457395075,0.3403040165233781,1
L4,32,032,0.43417243997722454,0.46949348364955723,1
L4,33,033,0.5437449811061448,0.10992528856818518,1
L4,34,034,0.5722278093388787,0.2875656545323387,1
L4,35,035,0.7533692258758143,0.0,1
L4,36,036,0.8099907331375324,0.9528618551974353,0
L4,37,037,0.8916884938505616,0.6644145298702588,0
L4,38,038,0.24950127906920055,0.31268866666644385,1
L4,39,039,0.24672218144609304,0.2438948849107993,1
L4,40,040,0.46121629804542413,0.22390712907084626,1
L4,41,041,0.41241406458209995,0.40611285680247633,1
L4,42,042,0.7908164809350182,0.03844643976429102,1
L4,43,043,0.8287165276054522,0.1335594804742295,1
L4,44,044,0.8533048259464664,0.589404657793438,0
L4,45,045,0.7356749432957798,0.877283128712611,0
L4,46,046,0.8848111733643489,0.8604675927983576,0
L4,47,047,0.6703578573047971,0.37307432679676533,1
L4,48,048,0.7154136267866869,1.0,0
L4,49,049,0.9523976840058751,0.10395008945299059,1
L5,0,000,0.7518173964896724,0.9461163111371087,2
L5,1,001,0.7545547494086178,0.8849096093931428,2
L5,2,002,0.8800357311946988,0.5325778982109621,2
L5,3,003,0.821831471448893,0.4108249406689807,1
L5,4,004,0.6279479761931068,0.9718110958835031,2
L5,5,005,0.7514953327227755,0.27444549692890047,1
L5,6,006,0.8209656110348198,0.5395982950176219,2
L5,7,007,0.16987394129168154,0.32730158268395015,0
L5,8,008,0.7673654962351064,0.8466123532215342,2
L5,9,009,0.983788322468116,0.22737709611800688,1
L5,10,010,0.83887389088311,0.08089895556339982,1
L5,11,011,0.9535019018294961,0.11457003004834337,1
L5,12,012,1.0,0.17605271155615976,1
L5,13,013,0.8100338126433881,0.5947625210143755,2
L5,14,014,0.8140307855357332,0.12666846126176656,1
L5,15,015,0.06803501175146442,0.3149259177793279,0
L5,16,016,0.039572214384790916,0.35988466299082045,0
L5,17,017,0.8459111003510392,0.5150371642845841,2
L5,18,018,0.7756604616938889,0.6634981787380452,2
L5,19,019,0.896902558070215,0.10382684351337795,1
L5,20,020,0.7468130355809415,0.583833598902285,2
L5,21,021,0.7058629193737861,0.9000565116119267,2
L5,22,022,0.9128328822945808,0.04014701121400738,1
L5,23,023,0.7312327618759056,0.8458697967368335,2
L5,24,024,0.8206709937355599,0.766151191923535,2
L5,25,025,0.9244146973240828,0.2422758557600812,1
L5,26,026,0.6375722178426136,0.9282782493337691,2
L5,27,027,0.7471064102251707,0.6505847236847624,2
L5,28,028,0.09334397766419428,0.3253085519735717,0
L5,29,029,0.02014921909666867,0.33382991428499886,0
L5,30,030,0.8170586495894889,0.3288308146048352,1
L5,31,031,0.7396394852447412,0.7247834534987988,2
L5,32,032,0.21351536464604293,0.3175123262022935,0
L5,33,033,0.7533685001105153,0.3142224838279061,1
L5,34,034,0.9540079325694318,0.19545166212314136,1
L5,35,035,0.0,0.3713734829552884,0
L5,36,036,0.9750568339084034,0.13953279129976598,1
L5,37,037,0.7748974985192144,0.7610772810086299,2
L5,38,038,0.8273266000520726,0.7336899451269818,2
L5,39,039,0.6577989948217484,1.0,2
L5,40,040,0.8784802242527685,0.06746044254684302,1
L5,41,041,0.8931977441813084,0.0,1
L5,42,042,0.01590587633734669,0.3985890018533818,0
L5,43,043,0.7588605490903575,0.22612795298443777,1
L5,44,044,0.06633949000465023,0.4016681169140254,0
L5,45,045,0.10462431377752701,0.3748876818691404,0
L5,46,046,0.7168288502572052,0.988587524919877,2
L5,47,047,0.8047266221064979,0.24168454220482177,1
L5,48,048,0.9575431780751134,0.28343584735992544,1
L5,49,049,0.6665086018472228,0.8836492773693854,2
Lawf1,0,000,0.9583188126918762,0.3058557473688971,0
Lawf1,1,001,0.8780840278890643,0.18939340634035257,0
Lawf1,2,002,0.739519429054017,0.15347138379917752,0
Lawf1,3,003,0.9134230911469763,0.2477280016470612,0
Lawf1,4,004,0.8604062170594187,0.011572085109269548,0
Lawf1,5,005,0.764598742771335,0.6982632863110648,2
Lawf1,6,006,0.8886475702673449,0.039229867979238,0
