entity_id,variable,negative_count,minimum
BN007,precipitation_in,0,0.0
BN008,electricity_kw,0,39.895182847992665
BN008,heat_mmbtu,0,9.120397244350666
BN008,cooling_ton,0,12.711347433340716
BN008,pv_kw,0,0.0
BN008,ghg_ton,0,25.64063831019801
BN008,temperature_f,0,48.00040592578927
BN008,dew_point_f,0,33.15102723608064
BN008,humidity_pct,0,33.33806491728346
BN008,wind_speed_mph,0,3.2913172883243837
BN008,wind_gust_mph,0,4.889179636132738
BN008,pressure_in,0,29.6883168225418
BN008,precipitation_in,0,0.0
BN009,electricity_kw,0,40.60928061463419
BN009,heat_mmbtu,0,9.75054477572328
BN009,cooling_ton,0,15.034236269313212
BN009,pv_kw,0,0.0
BN009,ghg_ton,0,31.93004792018025
BN009,temperature_f,0,48.00040592578927
BN009,dew_point_f,0,33.15102723608064
BN009,humidity_pct,0,33.33806491728346
BN009,wind_speed_mph,0,3.2913172883243837
BN009,wind_gust_mph,0,4.889179636132738
BN009,pressure_in,0,29.6883168225418
BN009,precipitation_in,0,0.0
BN010,electricity_kw,0,39.08803994953183
BN010,heat_mmbtu,0,11.000584383441854
BN010,cooling_ton,0,15.57090108019332
BN010,pv_kw,0,0.0
BN010,ghg_ton,0,30.06080303621944
BN010,temperature_f,0,48.00040592578927
BN010,dew_point_f,0,33.15102723608064
BN010,humidity_pct,0,33.33806491728346
BN010,wind_speed_mph,0,3.2913172883243837
BN010,wind_gust_mph,0,4.889179636132738
BN010,pressure_in,0,29.6883168225418
BN010,precipitation_in,0,0.0
CN01,electricity_kw,0,494.85523176199706
CN01,heat_mmbtu,0,125.92659532092156
CN01,cooling_ton,0,236.4260274332009
CN01,pv_kw,0,0.0
CN01,ghg_ton,0,312.24025628744056
CN01,temperature_f,0,48.00040592578927
CN01,dew_point_f,0,33.15102723608064
CN01,humidity_pct,0,33.33806491728346
CN01,wind_speed_mph,0,3.2913172883243837
CN01,wind_gust_mph,0,4.889179636132738
CN01,pressure_in,0,29.6883168225418
CN01,precipitation_in,0,0.0
Total,electricity_kw,0,494.85523176199706
Total,heat_mmbtu,0,125.92659532092156
Total,cooling_ton,0,236.4260274332009
Total,pv_kw,0,0.0
Total,ghg_ton,0,312.24025628744056
Total,temperature_f,0,48.00040592578927
Total,dew_point_f,0,33.15102723608064
Total,humidity_pct,0,33.33806491728346
Total,wind_speed_mph,0,3.2913172883243837
Total,wind_gust_mph,0,4.889179636132738
Total,pressure_in,0,29.6883168225418
Total,precipitation_in,0,0.0
