run_id,checkpoint_path,checkpoint_size_bytes,is_zip,zip_members,zip_data_shards,parameter_keys_detected,parameter_key_preview,network_parameter_shapes,decoder_flow_parameter_shapes,network_bias_mean,network_time_const_mean,network_syn_strength_mean,decoder_output_bias_mean,torch_load_success,torch_load_error
010,data/flow/0000/010/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.34772390127182007,0.055001091212034225,0.03726102039217949,0.2495049387216568,True,
011,data/flow/0000/011/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.38161513209342957,0.04847238212823868,0.030792580917477608,0.22727437317371368,True,
012,data/flow/0000/012/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.361248642206192,0.05126149207353592,0.036243803799152374,0.1920495182275772,True,
013,data/flow/0000/013/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.44157668948173523,0.047675225883722305,0.033987753093242645,0.1025768294930458,True,
014,data/flow/0000/014/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.3624102473258972,0.048139020800590515,0.03845920041203499,0.16266560554504395,True,
015,data/flow/0000/015/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.44888076186180115,0.04806971922516823,0.034903887659311295,0.22985440492630005,True,
016,data/flow/0000/016/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.5569894313812256,0.03697003424167633,0.0419437475502491,0.18254594504833221,True,
017,data/flow/0000/017/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.39018622040748596,0.05839906632900238,0.034235600382089615,0.20959113538265228,True,
018,data/flow/0000/018/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4038352966308594,0.048483435064554214,0.030543804168701172,0.10328298807144165,True,
019,data/flow/0000/019/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4754379689693451,0.044080641120672226,0.03784782811999321,0.1728924959897995,True,
020,data/flow/0000/020/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.3847907483577728,0.04652118310332298,0.034073010087013245,0.14002396166324615,True,
021,data/flow/0000/021/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.5217517614364624,0.04205264896154404,0.03799445554614067,0.28761646151542664,True,
022,data/flow/0000/022/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.45449477434158325,0.039207033812999725,0.03878001496195793,0.03620614856481552,True,
023,data/flow/0000/023/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4563007056713104,0.04729252681136131,0.03212239220738411,0.12070862203836441,True,
024,data/flow/0000/024/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4409295916557312,0.04091178625822067,0.04083980247378349,0.21527785062789917,True,
025,data/flow/0000/025/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4371546506881714,0.042077697813510895,0.03842197358608246,0.24205535650253296,True,
026,data/flow/0000/026/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.46733570098876953,0.04990242421627045,0.04065357521176338,0.24273794889450073,True,
027,data/flow/0000/027/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.373404860496521,0.04536348581314087,0.03328227251768112,0.218669593334198,True,
028,data/flow/0000/028/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.39236825704574585,0.039420317858457565,0.038656674325466156,0.24216486513614655,True,
029,data/flow/0000/029/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.5191893577575684,0.03219600021839142,0.03487871587276459,0.3120461106300354,True,
030,data/flow/0000/030/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.37646499276161194,0.04438935965299606,0.030836712568998337,0.19750861823558807,True,
031,data/flow/0000/031/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.34925219416618347,0.05597664788365364,0.03009098209440708,0.2779398262500763,True,
032,data/flow/0000/032/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.3348844647407532,0.03956737369298935,0.04084032401442528,0.21376000344753265,True,
033,data/flow/0000/033/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.47814705967903137,0.04035703465342522,0.03640076890587807,0.2557273209095001,True,
034,data/flow/0000/034/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.33511611819267273,0.05058014765381813,0.0334443636238575,0.23696666955947876,True,
035,data/flow/0000/035/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.5242418646812439,0.045782383531332016,0.03626316413283348,0.2684939205646515,True,
036,data/flow/0000/036/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4639406204223633,0.03633980453014374,0.038686640560626984,0.18360739946365356,True,
037,data/flow/0000/037/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.48767754435539246,0.045833468437194824,0.0315154567360878,0.25497278571128845,True,
038,data/flow/0000/038/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4680114686489105,0.04649555683135986,0.036166734993457794,0.19882123172283173,True,
039,data/flow/0000/039/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4469866454601288,0.0420583076775074,0.037867847830057144,0.05281125381588936,True,
040,data/flow/0000/040/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.4240935742855072,0.055278632789850235,0.030518336221575737,0.24324637651443481,True,
041,data/flow/0000/041/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.39767009019851685,0.042657554149627686,0.03896182030439377,0.189315065741539,True,
042,data/flow/0000/042/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.413950115442276,0.042571060359478,0.034776706248521805,0.10232450813055038,True,
043,data/flow/0000/043/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.43546369671821594,0.039841342717409134,0.0283525288105011,0.1407410204410553,True,
044,data/flow/0000/044/best_chkpt,49378,True,18,14,2,"[""decoder"", ""network""]","{""edges_sign"": [604], ""edges_syn_count"": [2355], ""edges_syn_strength"": [604], ""nodes_bias"": [65], ""nodes_time_const"": [65]}","{""base.0.bias"": [8], ""base.0.weight"": [8, 34, 5, 5], ""base.1.bias"": [8], ""base.1.num_batches_tracked"": [], ""base.1.running_mean"": [8], ""base.1.running_var"": [8], ""base.1.weight"": [8], ""decoder.0.bias"": [3], ""decoder.0.weight"": [3, 8, 5, 5]}",0.39824366569519043,0.041927777230739594,0.04223477095365524,0.059983376413583755,True,
