_index,_index,annotated_age,batch,phase,state,pseudotime
47,47,5.8666666670000005,1,S,cycling,0.23285969664223574
48,48,2.133333333,1,G1,cycling,0.12870040107238073
49,49,14.13333333,1,S,cycling,0.21463276512987003
50,50,17.33333333,1,G2,cycling,0.2396752282215481
51,51,9.866666667,1,G1,cycling,0.10723774599914299
52,52,5.8666666670000005,1,S,cycling,0.12612455851182353
53,53,9.066666667,1,S,cycling,0.9247044164718503
54,54,16.26666667,1,G2,cycling,0.10873398353001483
55,55,4.266666667,1,G1,cycling,0.16258189168362583
56,56,7.2,1,S,cycling,0.211732672835719
57,57,20.0,1,G2,cycling,0.31371149562424555
58,58,4.266666667,1,G1,cycling,0.14824646116446874
59,59,4.266666667,1,G1,cycling,0.20630974307575586
60,60,18.93333333,1,S,cycling,0.19175426891613342
61,61,2.666666667,1,G1,cycling,0.20267946483375648
62,62,1.333333333,1,G1,cycling,0.1504504028464665
63,63,4.266666667,1,G1,cycling,0.18799094796714444
64,64,1.8666666669999998,1,G1,cycling,0.15647046445538784
65,65,8.266666667,1,S,cycling,0.2560693886981362
66,66,5.8666666670000005,1,G1,cycling,0.11908747329620764
67,67,8.266666667,1,G0,arrested,0.10908212216095348
68,68,5.333333333,1,S,cycling,0.21618811378731517
69,69,3.4666666669999997,1,G1,nan,0.14177920689904713
70,70,5.333333333,1,G1,cycling,0.16082483184569427
71,71,5.066666667,1,G1,cycling,0.07895364787282491
72,72,3.2,1,G1,nan,0.11188394295238506
73,73,2.133333333,1,G1,cycling,0.07503335480043793
74,74,2.933333333,1,G1,cycling,0.1310319281398336
75,75,2.4,1,G1,cycling,0.1211787169412583
76,76,5.8666666670000005,1,S,cycling,0.19925767641738754
77,77,12.53333333,1,G2,cycling,0.2508487920052879
78,78,15.2,1,G2,cycling,0.24202080735242826
79,79,5.066666667,1,S,cycling,0.15619049329847912
80,80,5.6,1,S,cycling,0.18094763561543553
81,81,10.93333333,1,S,cycling,0.2472879000832327
82,82,6.4,1,S,cycling,0.22862308207421747
83,83,7.733333332999999,1,S,cycling,0.1392495287144095
84,84,4.8,1,G1,cycling,0.20254143790413756
85,85,1.6,1,G1,cycling,0.16963128843784334
86,86,4.8,1,S,cycling,0.17832279060469403
87,87,4.533333333,1,G0,arrested,0.13349310179576424
88,88,17.86666667,1,G2,cycling,0.09753945231090354
89,89,14.13333333,1,G2,cycling,0.1627698290500162
90,90,9.333333332999999,1,S,cycling,0.22721948186614196
91,91,4.266666667,1,G1,cycling,0.16142492836789576
92,92,6.1333333329999995,1,S,cycling,0.18294764455958426
93,93,4.533333333,1,G1,cycling,0.06399821329550279
94,94,16.26666667,1,G2,cycling,0.22366203567215945
95,95,4.533333333,1,S,cycling,0.1516803204130494
96,96,5.8666666670000005,1,S,cycling,0.11691165556801561
97,97,5.333333333,1,S,cycling,0.11957981528417218
98,98,13.6,1,S,cycling,0.21182774303451293
99,99,9.866666667,1,S,cycling,0.19971356116001274
100,100,9.6,1,S,cycling,0.19335533199480884
101,101,5.333333333,1,G1,cycling,0.0990845818028232
102,102,6.4,1,S,cycling,0.18523400840868712
103,103,1.6,1,G0,arrested,0.1517960783088435
104,104,1.8666666669999998,1,G1,cycling,0.1147469143608596
105,105,0.0,1,G1,cycling,0.0
106,106,15.46666667,1,G2,cycling,0.19381765029228268
107,107,20.0,1,S,cycling,0.189321780581606
108,108,2.4,1,G1,cycling,0.2013901157390043
109,109,4.266666667,1,G1,cycling,0.11742021698990251
110,110,5.8666666670000005,1,G0,arrested,0.1402698954698048
111,111,5.066666667,1,G1,cycling,0.15952203190819533
112,112,3.4666666669999997,1,G1,cycling,0.16419924012650589
113,113,0.0,1,G1,cycling,0.0
114,114,3.2,1,G0,arrested,0.16310922820900636
115,115,16.53333333,1,G2,cycling,0.17736199048623105
116,116,7.2,1,S,cycling,0.17445290742182784
117,117,6.666666667,1,S,cycling,0.19662292215625787
118,118,5.333333333,1,S,cycling,0.12884695739425736
119,119,5.066666667,1,G1,cycling,0.17760924704153902
120,120,9.866666667,1,S,cycling,0.14316984813790107
121,121,13.86666667,1,G2,cycling,0.2566930950835515
122,122,3.4666666669999997,1,G1,cycling,0.1560021499466017
123,123,15.46666667,1,G2,cycling,0.18200226334673886
124,124,5.333333333,1,S,cycling,0.15125626378701504
125,125,1.6,1,G1,cycling,0.09975178633710112
126,126,3.2,1,G0,arrested,0.28604975868636967
127,127,1.333333333,1,G1,nan,0.12504365573794843
128,128,2.666666667,1,G1,cycling,0.15944216006146802
129,129,3.2,1,G1,cycling,0.19977246437651863
130,130,2.4,1,G0,arrested,0.08883746893587445
131,131,0.533333333,1,G1,cycling,0.1895189213884085
132,132,2.933333333,1,G1,cycling,0.12305346829945402
133,133,2.133333333,1,G1,cycling,0.08078592304094764
134,134,5.8666666670000005,1,G1,cycling,0.09507441723159138
135,135,7.466666667,1,S,cycling,0.21922402568841062
136,136,2.4,1,G1,cycling,0.14549022655515284
137,137,0.533333333,1,G1,cycling,0.1600639761120965
138,138,10.66666667,1,S,cycling,0.12644279779615974
139,139,10.93333333,1,S,cycling,0.12068665963309393
140,140,5.8666666670000005,1,S,cycling,0.18106315825335734
141,141,8.0,1,S,cycling,0.22357293861896627
142,142,17.33333333,1,G2,cycling,0.30023075717580056
143,143,5.066666667,1,G1,cycling,0.16815584294096483
144,144,17.86666667,1,G2,cycling,0.2558820554220412
145,145,0.8,1,G0,arrested,0.08621871126628054
146,146,11.2,1,S,cycling,0.15310189160043133
147,147,5.8666666670000005,1,G0,arrested,0.24559945548938847
148,148,1.8666666669999998,1,G1,nan,0.22825191141148377
149,149,4.8,1,G1,cycling,0.13484147536223098
150,150,6.4,1,S,cycling,0.13306980881859723
151,151,2.4,1,G0,arrested,0.22372350509238367
152,152,6.666666667,1,S,cycling,0.13179789523613727
153,153,0.0,1,G1,cycling,0.0
154,154,16.8,1,G2,nan,0.21885443714655567
155,155,0.8,1,G0,arrested,0.09967345718971145
156,156,4.266666667,1,G1,nan,0.23048958188123195
157,157,1.066666667,1,G1,cycling,0.21120599027729658
158,158,9.066666667,1,S,cycling,0.18501712527873274
159,159,15.2,1,G2,cycling,0.23672169481506322
160,160,1.8666666669999998,1,G0,arrested,0.15646848688117307
161,161,8.533333333,1,S,cycling,0.2284134129895963
162,162,1.333333333,1,G0,arrested,0.14514550533173357
163,163,1.333333333,1,G1,cycling,0.07007517447874574
164,164,6.1333333329999995,1,S,cycling,0.1485751697481794
165,165,0.0,1,G1,cycling,0.0
166,166,0.533333333,1,G0,arrested,0.1514008784027244
167,167,18.93333333,1,S,cycling,0.20663701996794337
168,168,1.066666667,1,G1,nan,0.19956125357027188
169,169,3.733333333,1,G1,nan,0.3554737537557743
170,170,8.266666667,1,S,cycling,0.16063315565993244
171,171,9.866666667,1,S,cycling,0.20070948587083112
172,172,0.0,1,G1,cycling,0.0
173,173,0.26666666699999997,1,G1,cycling,0.12596428419883784
174,174,4.266666667,1,G1,cycling,0.14762427502546685
175,175,6.666666667,1,S,cycling,0.1610830748007334
176,176,5.6,1,S,cycling,0.15017440485111033
177,177,1.333333333,1,G0,arrested,0.15601664432155918
178,178,8.0,1,S,cycling,0.21312028685961706
179,179,18.13333333,1,S,cycling,0.1455992135564023
180,180,1.066666667,1,G0,arrested,0.13223178386478499
181,181,0.0,1,G1,cycling,0.0
182,182,2.4,1,G1,nan,0.22923715190591776
183,183,0.26666666699999997,1,G1,cycling,0.13292235178925912
184,184,15.73333333,1,G2,cycling,0.17483982132394915
185,185,14.93333333,1,G1,cycling,0.197291047450499
186,186,0.533333333,1,G0,arrested,0.12635086197765039
187,187,4.0,1,G1,nan,0.11103852046294424
188,188,6.1333333329999995,1,G1,cycling,0.2280336200716879
189,189,3.2,1,G1,nan,0.14875262157236832
190,190,1.066666667,1,G0,arrested,0.132218743413126
191,191,10.93333333,1,S,cycling,0.1617035634671228
192,192,3.2,1,G1,cycling,0.06779027802648908
193,193,7.466666667,1,S,cycling,0.22372456476648844
194,194,13.33333333,1,S,cycling,0.17787270147373058
195,195,4.266666667,1,G1,cycling,0.15555483221493643
196,196,6.666666667,1,S,cycling,0.10783532152119907
197,197,15.73333333,1,G2,cycling,0.26800686647766897
198,198,14.13333333,1,S,nan,0.19281623179914534
199,199,5.6,1,G1,cycling,0.1926952895013392
200,200,6.666666667,1,S,cycling,0.1411759389294646
201,201,8.266666667,1,S,nan,0.17924692645850132
202,202,5.8666666670000005,1,G1,cycling,0.1498079197664991
203,203,3.2,1,G0,arrested,0.09586554504169313
204,204,12.0,1,S,cycling,0.20030030008166758
205,205,14.93333333,1,G2,cycling,0.18836518238515265
206,206,9.866666667,1,S,cycling,0.22773663374559494
207,207,5.6,1,S,cycling,0.16933822246416527
208,208,6.666666667,1,S,cycling,0.18885462956749371
209,209,6.666666667,1,G1,cycling,0.10311103223082825
210,210,5.8666666670000005,1,G1,cycling,0.15816644987176723
211,211,9.066666667,1,S,cycling,0.3338635035338458
212,212,0.26666666699999997,1,G1,cycling,0.13397746658162316
213,213,3.733333333,1,G1,cycling,0.17822169821667744
214,214,2.4,1,G1,cycling,0.18390229802634434
215,215,4.533333333,1,S,nan,0.15904703332990205
216,216,17.33333333,1,G2,cycling,0.3368918597061473
217,217,13.6,1,G2,cycling,0.25889367684094405
218,218,2.933333333,1,G1,cycling,0.17305557766388138
219,219,0.8,1,G1,nan,0.21828536115886374
220,220,16.26666667,1,G2,cycling,0.241610037301038
221,221,18.66666667,1,G2,cycling,0.2242006562873934
222,222,2.666666667,1,G0,arrested,0.46895329155771914
223,223,8.266666667,1,S,cycling,0.27843023826433855
224,224,7.466666667,1,S,cycling,0.18228347834328262
225,225,9.066666667,1,S,cycling,0.20692684798524358
226,226,7.733333332999999,1,S,cycling,0.15258072091506047
227,227,10.93333333,1,S,cycling,0.16462442272448077
228,228,14.13333333,1,G2,nan,0.21306773772145157
229,229,10.93333333,1,S,cycling,0.2184709114274418
230,230,16.26666667,1,G2,cycling,0.18631376591248244
231,231,7.2,1,S,cycling,0.19833593005294511
232,232,16.53333333,1,G2,cycling,0.14065174068894457
233,233,0.26666666699999997,1,G1,cycling,0.07884864634267515
234,234,6.666666667,1,G0,arrested,0.2344903923057671
235,235,5.8666666670000005,1,S,cycling,0.14378125987504864
236,236,0.8,1,G0,arrested,0.1861086616018815
237,237,16.53333333,1,G2,nan,0.21085454128225511
238,238,3.733333333,1,G1,cycling,0.15063156709310158
239,239,16.26666667,1,G2,cycling,0.2761258133471036
240,240,3.2,1,G1,cycling,0.14689157942738174
241,241,6.933333332999999,1,S,cycling,0.1839239669595749
242,242,5.6,1,S,cycling,0.14697432367087565
243,243,12.53333333,1,G2,cycling,0.733362998512737
244,244,9.6,1,S,cycling,0.21887021449659433
245,245,2.133333333,1,G0,arrested,0.2069792804665909
246,246,6.933333332999999,1,S,cycling,0.2028362097700239
247,247,6.4,1,G1,cycling,0.21920978935888782
248,248,15.73333333,1,G2,cycling,0.1605958694091674
249,249,1.066666667,1,G1,cycling,0.20370765033337704
250,250,20.0,1,G2,cycling,0.24039566656286532
251,251,3.733333333,1,G1,cycling,0.15045093093419926
252,252,6.666666667,1,S,cycling,0.12049852097710535
253,253,6.4,1,S,cycling,0.19570638565528603
254,254,21.6,1,S,cycling,0.2751272649066497
255,255,2.4,1,G1,cycling,0.13819102883179588
256,256,1.066666667,1,G0,arrested,0.22681928068278948
257,257,9.066666667,1,S,cycling,0.21390917351387315
258,258,1.066666667,1,G1,nan,0.16930691285030205
259,259,4.533333333,1,G1,cycling,0.11127007735905949
260,260,12.53333333,1,S,cycling,0.15388964745200073
261,261,1.8666666669999998,1,G1,cycling,0.19508249455608492
262,262,18.93333333,1,S,cycling,0.1962381664604096
263,263,2.4,1,G1,cycling,0.10141646653582453
264,264,16.8,1,G2,cycling,0.2929117679073895
265,265,16.26666667,1,G2,cycling,0.215283457964239
266,266,3.733333333,1,G1,cycling,0.1434979290691151
267,267,18.93333333,1,G0,arrested,0.1807511074288911
268,268,8.8,1,S,cycling,0.10815369242539864
269,269,3.733333333,1,G1,nan,0.13730372885854294
270,270,6.1333333329999995,1,S,cycling,0.1984637157137779
271,271,3.2,1,G1,cycling,0.0904090234450907
272,272,9.066666667,1,S,cycling,0.20341966087332924
273,273,13.33333333,1,G2,cycling,0.18993965759896247
274,274,2.4,1,G1,nan,0.18592040904053406
275,275,1.066666667,1,G0,arrested,0.23396888894949955
276,276,7.2,1,S,cycling,0.19726274213495595
277,277,6.933333332999999,1,S,cycling,0.18885347550979634
278,278,12.53333333,1,G2,cycling,0.20972958356017582
279,279,0.533333333,1,G1,cycling,0.17544780911532334
280,280,10.93333333,1,S,cycling,0.18061207741080695
281,281,0.533333333,1,G1,cycling,0.17559971735441413
282,282,5.8666666670000005,1,G0,arrested,0.1621188251149029
283,283,2.4,1,G1,cycling,0.16435827677281736
284,284,8.8,1,S,cycling,0.2067444299164484
285,285,17.33333333,1,G2,cycling,0.19801536724348248
286,286,1.333333333,1,G1,cycling,0.13150642175364155
287,287,1.6,1,G1,cycling,0.09862803716889265
288,288,8.266666667,1,S,cycling,0.18412650037153333
289,289,11.73333333,1,S,cycling,0.24206364497094635
290,290,10.13333333,1,S,cycling,0.1925352117673078
291,291,2.133333333,1,G0,arrested,0.14629761956624235
292,292,5.8666666670000005,1,S,cycling,0.154574206644394
293,293,9.6,1,S,cycling,0.19854352896300653
294,294,1.333333333,1,G1,cycling,0.16632387669779075
295,295,5.8666666670000005,1,S,cycling,0.17266519567153354
296,296,1.6,1,G1,cycling,0.11420435307767658
297,297,4.533333333,1,G1,cycling,0.1539854572439345
298,298,5.6,1,G1,cycling,0.2111332784182392
299,299,15.2,1,S,cycling,0.17852900927060833
300,300,2.4,1,G1,nan,0.1381358857698779
301,301,4.533333333,1,G1,cycling,0.15531237851114485
302,302,12.8,1,G2,cycling,0.26458020800919124
303,303,1.333333333,1,G1,cycling,0.18929952523801397
304,304,1.8666666669999998,1,G1,cycling,0.169600546236572
305,305,8.266666667,1,S,cycling,0.22598202815219026
306,306,3.4666666669999997,1,G0,arrested,0.1620126494751262
307,307,6.666666667,1,G1,cycling,0.10117017277768717
308,308,1.066666667,1,G0,arrested,0.17317373469814445
309,309,5.6,1,S,cycling,0.19572256337866456
310,310,17.33333333,1,G2,cycling,0.20971356432725663
311,311,2.4,1,G0,arrested,0.1396891085125276
312,312,15.2,1,S,cycling,0.18141162058733146
313,313,0.8,1,G0,arrested,0.09149403485805471
314,314,5.8666666670000005,1,G1,cycling,0.1514498813146128
315,315,14.13333333,1,S,cycling,0.16547301467104866
316,316,8.533333333,1,S,cycling,0.20474088053477063
317,317,2.4,1,G1,cycling,0.11136159860122005
318,318,2.933333333,1,G1,cycling,0.11482801108891308
319,319,10.93333333,1,S,cycling,0.2538700994636025
320,320,7.733333332999999,1,S,cycling,0.1863449810589217
321,321,4.8,1,G1,cycling,0.16737296535183005
322,322,4.533333333,1,G1,cycling,0.22161220504552806
323,323,14.93333333,1,S,cycling,0.1828201672718909
324,324,8.8,1,S,cycling,0.20172487938373684
325,325,3.4666666669999997,1,G0,arrested,0.1541868849775393
326,326,2.133333333,1,G1,cycling,0.14411304402171934
327,327,2.4,1,G1,cycling,0.16010461465917977
328,328,1.066666667,1,G0,arrested,0.22167864092221137
329,329,1.6,1,G1,cycling,0.14023042195879787
330,330,16.26666667,1,G2,cycling,0.24341889482204573
331,331,4.533333333,1,G1,cycling,0.14872306800084661
332,332,7.733333332999999,1,S,cycling,0.1918040430791866
333,333,6.666666667,1,S,cycling,0.1924577819153254
334,334,2.4,1,G1,nan,0.21515250542960526
335,335,17.06666667,1,S,cycling,0.16264822538521823
336,336,2.133333333,1,G1,cycling,0.1384879851200511
337,337,20.0,1,G2,cycling,0.20888519242434894
338,338,1.066666667,1,G1,cycling,0.10765266983237319
339,339,15.46666667,1,G2,cycling,0.2352636104251913
340,340,10.93333333,1,S,cycling,0.2071917320617371
341,341,3.2,1,G1,cycling,0.2313137455569011
342,342,13.06666667,1,S,cycling,0.27549975450617015
343,343,16.8,1,S,cycling,0.1389596814382581
344,344,1.333333333,1,G0,arrested,0.08396734524115113
345,345,10.13333333,1,S,cycling,0.20438280033902795
346,346,8.266666667,1,S,cycling,0.1522855102445612
347,347,15.2,1,G2,cycling,0.15256343051928017
348,348,1.8666666669999998,1,G1,cycling,0.16543839304351732
349,349,2.666666667,1,G1,cycling,0.16883222078617763
350,350,1.066666667,1,G0,arrested,0.18629979357422585
351,351,1.6,1,G0,arrested,0.1560698932302401
352,352,14.66666667,1,G2,cycling,0.16865088665476757
353,353,16.8,1,G2,cycling,0.21449929781407448
354,354,9.6,1,S,cycling,0.16201571698046122
355,355,18.66666667,1,G2,cycling,0.15866473556920274
356,356,1.6,1,G1,cycling,0.14788741020717922
357,357,2.4,1,G1,cycling,0.1226750513271462
358,358,1.066666667,1,G1,cycling,0.09146279778233585
359,359,6.933333332999999,1,G0,arrested,0.3148493165424025
360,360,5.066666667,1,G1,cycling,0.1546333189178277
361,361,14.66666667,1,G2,cycling,0.16651212625921297
362,362,11.46666667,1,S,cycling,0.19996664798482516
363,363,4.8,1,G1,cycling,0.17319080722749874
364,364,11.73333333,1,S,cycling,0.2064645006615013
365,365,8.8,1,S,cycling,0.1666498424513331
366,366,8.266666667,1,S,cycling,0.1693623965289543
367,367,18.13333333,1,G2,cycling,0.13796708921576303
368,368,6.933333332999999,1,G1,cycling,0.13343659095023713
369,369,15.73333333,1,G2,cycling,0.152758136958967
370,370,10.4,1,S,cycling,0.2091770855005893
371,371,14.4,1,S,cycling,0.20283684014369516
372,372,14.13333333,1,G2,cycling,0.17581394173336523
373,373,15.2,1,G2,cycling,0.13529809083561412
374,374,11.46666667,1,S,cycling,0.2114342818466673
375,375,18.4,1,G2,cycling,0.22593229622715963
376,376,2.133333333,1,G0,arrested,0.19361697079413087
377,377,1.6,1,G0,arrested,0.1357496878974583
378,378,6.933333332999999,1,S,cycling,0.18325085329776655
379,379,11.46666667,1,S,cycling,0.21845953306298305
380,380,4.533333333,1,G1,cycling,0.11176914253069542
381,381,1.333333333,1,G0,arrested,0.1276856421330807
382,382,0.0,1,G1,cycling,0.0
383,383,0.533333333,1,G1,cycling,0.10638601179914958
384,384,5.6,1,S,cycling,0.20757577566145552
385,385,6.1333333329999995,1,S,cycling,0.20581315874655587
386,386,8.266666667,1,S,cycling,0.16925205766972545
387,387,5.333333333,1,S,cycling,0.15692438450899865
388,388,1.066666667,1,G0,arrested,0.21287498986938105
389,389,4.8,1,S,cycling,0.18085463943198213
390,390,8.266666667,1,S,cycling,0.24687510089080222
391,391,7.2,1,S,cycling,0.18425706017826937
392,392,2.4,1,G1,nan,0.09280604894442669
393,393,15.2,1,G2,cycling,0.3218429650328135
394,394,1.333333333,1,G0,arrested,0.15277942069124809
395,395,15.2,1,S,cycling,0.1619542677611883
396,396,1.333333333,1,G1,cycling,0.30849662818503404
397,397,6.666666667,1,G0,arrested,0.14617911548783064
398,398,13.6,1,G0,arrested,0.19107278032443092
399,399,0.533333333,1,G1,cycling,0.1672746809281859
400,400,2.4,1,G0,arrested,0.193059702390538
401,401,16.26666667,1,G2,cycling,0.25196692766158807
402,402,22.13333333,1,G2,cycling,0.292438617096602
403,403,2.133333333,1,G1,cycling,0.19535624825222633
404,404,1.6,1,G0,arrested,0.19166880846212622
405,405,15.2,1,G2,cycling,0.1980583146231791
406,406,4.8,1,S,cycling,0.14831208554972888
407,407,1.066666667,1,G0,arrested,0.14366670486547672
408,408,1.333333333,1,G1,nan,0.22983115944826457
409,409,16.0,1,G2,cycling,0.1992641888473178
410,410,3.733333333,1,G1,cycling,0.14622546242222242
411,411,2.133333333,1,G1,nan,0.11839828759835966
412,412,2.133333333,1,G1,cycling,0.1524038187149136
413,413,0.26666666699999997,1,G1,cycling,0.09495682887609269
414,414,10.13333333,1,S,cycling,0.20452518041591186
415,415,5.333333333,1,G1,cycling,0.19451923391124018
416,416,1.6,1,G1,nan,0.05244239533192536
417,417,1.6,1,G1,nan,0.0914752944931917
418,418,12.53333333,1,G2,cycling,0.24052886615947364
419,419,2.933333333,1,G1,cycling,0.09741088688889493
420,420,3.733333333,1,G1,cycling,0.16634668287904147
421,421,3.733333333,1,G1,cycling,0.09216021458278846
422,422,2.666666667,1,G1,cycling,0.16309253759804318
423,423,15.2,1,G2,cycling,0.2459956304419618
424,424,4.8,1,G1,cycling,0.1930297200740098
425,425,1.6,1,G1,nan,0.07213508970322129
426,426,15.2,1,G2,cycling,0.19939825338010883
427,427,5.6,1,G1,cycling,0.20200892593313996
428,428,13.6,1,S,cycling,0.1499029234489006
429,429,2.4,1,G1,cycling,0.16302654315953388
430,430,12.53333333,1,G2,cycling,0.25115002332293535
431,431,1.6,1,G1,nan,0.16570146570783212
432,432,15.2,1,G2,cycling,0.24311421075205578
433,433,16.53333333,1,G2,cycling,0.21029689188412676
434,434,1.066666667,1,G0,arrested,0.10152582229493994
435,435,13.6,1,S,cycling,0.2064497742689353
436,436,6.4,1,S,cycling,0.23527395270733487
437,437,5.066666667,1,G1,cycling,0.1348688836568998
438,438,12.0,1,S,cycling,0.18291085189692055
439,439,3.733333333,1,G1,cycling,0.09589765929700143
440,440,2.133333333,1,G1,cycling,0.194696960053193
441,441,11.73333333,1,S,cycling,0.2005158283128674
442,442,3.2,1,G1,nan,0.15957833515587114
443,443,12.0,1,S,cycling,0.17808093262361005
444,444,15.2,1,G2,cycling,0.20308305255228157
445,445,12.0,1,S,cycling,0.2269473741917227
446,446,0.8,1,G1,nan,0.2120117150771526
447,447,11.46666667,1,S,cycling,0.20770325019337216
448,448,6.666666667,1,S,cycling,0.1005869462506476
449,449,10.66666667,1,S,cycling,0.19383578265034848
450,450,2.133333333,1,G0,arrested,0.13695465856208677
451,451,2.4,1,G1,nan,0.1388654272232124
452,452,0.8,1,G1,nan,0.2047237456234401
453,453,15.73333333,1,G2,cycling,0.23640837863422165
454,454,10.4,1,S,cycling,0.15820610007097075
455,455,0.8,1,G0,arrested,0.09020128237884857
456,456,0.533333333,1,G0,arrested,0.20426457435039183
457,457,1.333333333,1,G1,nan,0.22001581312471485
458,458,15.73333333,1,G2,cycling,0.20198370066442373
459,459,7.466666667,1,S,cycling,0.12157625390435
460,460,2.133333333,1,G1,nan,0.2443832268932158
461,461,2.4,1,G1,cycling,0.15117734359776444
462,462,4.533333333,1,S,cycling,0.21464119191594958
463,463,0.0,1,G1,cycling,0.0
464,464,2.4,1,G0,arrested,0.17482308550522327
465,465,0.533333333,1,G1,nan,0.16529347857122614
466,466,0.533333333,1,G1,cycling,0.07179332915902677
467,467,0.533333333,1,G1,cycling,0.11611236370836832
468,468,4.266666667,1,S,cycling,0.24416917096937785
469,469,3.4666666669999997,1,G1,cycling,0.12603127097559882
470,470,0.0,1,G1,cycling,0.0
471,471,22.13333333,1,G2,cycling,0.16135454971171334
472,472,14.93333333,1,G2,cycling,0.23996107147556484
473,473,5.6,1,S,cycling,0.16484854725638604
474,474,1.6,1,G1,nan,0.04393258615789714
475,475,13.86666667,1,S,nan,0.21603185213809128
476,476,0.8,1,G0,arrested,0.12208279354458089
477,477,12.0,1,S,cycling,0.16576399656776797
478,478,5.333333333,1,S,cycling,0.17017802633433549
479,479,0.26666666699999997,1,G1,cycling,0.3768694146920265
480,480,5.6,1,G0,arrested,0.29429482488789543
481,481,4.266666667,1,G1,cycling,0.1588772637522515
482,482,16.0,1,G2,cycling,0.16342331925768255
483,483,10.4,1,S,cycling,0.1404437851443861
484,484,22.93333333,1,G2,cycling,0.20936814690082733
485,485,5.6,1,S,cycling,0.16762347211861361
486,486,4.266666667,1,G1,nan,0.1390802803721786
487,487,4.0,1,G1,cycling,0.1751923338988562
488,488,2.133333333,1,G1,cycling,0.12757106742275123
489,489,2.4,1,G1,nan,0.18795050130152197
490,490,8.266666667,1,S,cycling,0.2046175644146574
491,491,15.2,1,S,cycling,0.133545201479596
492,492,7.2,1,G1,cycling,0.19028530259725934
493,493,10.93333333,1,G0,arrested,0.2084533385034118
494,494,3.2,1,G1,cycling,0.16043825611671542
495,495,5.6,1,S,cycling,0.21400644167981625
496,496,12.0,1,S,cycling,0.1375131624140891
497,497,5.066666667,1,G1,cycling,0.12260650052873011
498,498,10.13333333,1,S,cycling,0.16398830260706942
499,499,5.6,1,S,cycling,0.19860572993286033
500,500,2.4,1,G1,nan,0.23209067926044769
501,501,1.6,1,G0,arrested,0.18678730402553642
502,502,2.666666667,1,G0,arrested,0.24348691329654762
503,503,15.2,1,G2,cycling,0.18117118205722743
504,504,7.2,1,S,cycling,0.18213013508376516
505,505,2.666666667,1,G0,arrested,0.10670831826411684
506,506,8.8,1,S,cycling,0.17935114194307344
507,507,10.13333333,1,S,cycling,0.19613029334619614
508,508,4.266666667,1,G1,cycling,0.12221975778666595
509,509,3.4666666669999997,1,G1,cycling,0.10420544284101727
510,510,4.266666667,1,G1,cycling,0.20085498052948625
511,511,1.066666667,1,G1,cycling,0.10239887407466643
512,512,13.86666667,1,G0,arrested,0.20610319599047366
513,513,18.66666667,1,G0,arrested,0.20594677156439267
514,514,12.0,1,S,cycling,0.1603900995953692
