feature,trajectory_corr,age_corr,smoothness,variance,batch_eta2,phase_eta2,state_eta2,confound_score,final_score
Int_Med_DNA_ring,0.3187980264911541,0.04945690942483249,0.707524424934075,1.000000000000008,1.743032123581336e-06,0.00814455266990677,0.0008343792932649708,0.0026111131756868153,0.44394148918131043
Int_Med_cJun_ring,0.27931901972506634,0.1071843575033122,0.7298059500644295,0.9999999999999836,9.671550506987675e-10,0.00928381494778287,0.0010259724488843069,0.0029903394576892475,0.4420450015796345
Int_Med_cJun_cyto,0.27931901972506634,0.1071843575033122,0.7298059500644295,0.9999999999999836,9.671550506987675e-10,0.00928381494778287,0.0010259724488843069,0.0029903394576892475,0.4420450015796345
Int_Med_p38_ring,0.3113805743157154,0.036855516536157346,0.7250749966799801,1.0,1.1799528184093772e-06,0.013632860026299438,0.0035887338764554423,0.004808194759590124,0.44082449291944287
Int_Med_p38_cyto,0.3113805743157154,0.036855516536157346,0.7250749966799801,1.0,1.1799528184093772e-06,0.013632860026299438,0.0035887338764554423,0.004808194759590124,0.44082449291944287
Int_Med_p27_cyto,0.2988358326442904,0.025685647733713974,0.776404394585349,0.9999999999999987,7.407211760048997e-08,0.04140606666440599,0.003924387721247449,0.013206734579630085,0.44027177605087264
Int_Med_p27_ring,0.2988358326442904,0.025685647733713974,0.776404394585349,0.9999999999999987,7.407211760048997e-08,0.04140606666440599,0.003924387721247449,0.013206734579630085,0.44027177605087264
Int_Med_cMyc,0.28455343686476514,0.0445129865216665,0.7763021636520455,0.9999999999999977,9.898905929381767e-07,0.022425984022477998,0.0017933003942967457,0.007086950230899217,0.43973164404307163
Int_Med_pp53_cyto,0.2881845979545152,0.019313854239664852,0.773310546413771,1.000000000000002,1.7612822919204636e-07,0.0029912277969825155,0.0021149707414901756,0.0013204505515073857,0.4377457915171914
Int_Med_pp53_ring,0.2881845979545152,0.019313854239664852,0.773310546413771,1.000000000000002,1.7612822919204636e-07,0.0029912277969825155,0.0021149707414901756,0.0013204505515073857,0.4377457915171914
Int_Med_p27_nuc,0.2335314573435133,0.49477946900436137,0.613656319849259,1.0000000000000016,3.868036807063944e-07,0.31378278083729566,0.08917386081433572,0.11196979981589619,0.43758688363974135
Int_Med_pp65_ring,0.2758387284151649,0.04625381596583965,0.7821454877068236,0.9999999999999929,3.1134856891734186e-07,0.024530815235498812,0.0023805347421489145,0.007835507193363884,0.4370648610036784
Int_Med_pp65_cyto,0.2758387284151649,0.04625381596583965,0.7821454877068236,0.9999999999999929,3.1134856891734186e-07,0.024530815235498812,0.0023805347421489145,0.007835507193363884,0.4370648610036784
Int_Med_Fra1_cyto,0.2565911056389204,0.14575576650308933,0.7268191864320145,0.9999999999999837,5.631825445132721e-07,0.04129647998569248,0.0014962632271564085,0.012688478232411282,0.4355400207431886
Int_Med_Fra1_ring,0.2565911056389204,0.14575576650308933,0.7268191864320145,0.9999999999999837,5.631825445132721e-07,0.04129647998569248,0.0014962632271564085,0.012688478232411282,0.4355400207431886
Int_Med_Skp2_nuc,0.2521373820214996,0.5137867003929677,0.6828107351776502,0.999999999999999,3.816569883322538e-09,0.5373612806975816,0.15745024632266452,0.19269843538209233,0.43533685664006594
Int_Med_CDK6_ring,0.2973686883897969,0.0484252437261092,0.7156434990874315,1.0000000000000022,6.998688016368334e-08,0.007226785770105443,0.008176068258425666,0.003803284376156848,0.4352985088064618
Int_Med_CDK6_cyto,0.2973686883897969,0.0484252437261092,0.7156434990874315,1.0000000000000022,6.998688016368334e-08,0.007226785770105443,0.008176068258425666,0.003803284376156848,0.4352985088064618
Int_Med_CDK4_ring,0.3238569571375874,0.08634106449394835,0.6139494211319664,1.0000000000000013,4.463556360454984e-05,0.0153602368197207,0.0007507875759667673,0.004780546342911839,0.4341205366170781
Int_Med_CDK4_cyto,0.3238569571375874,0.08634106449394835,0.6139494211319664,1.0000000000000013,4.463556360454984e-05,0.0153602368197207,0.0007507875759667673,0.004780546342911839,0.4341205366170781
Int_Med_cycB1_nuc,0.21605561287618896,0.4304464779673577,0.6664392886553585,1.0000000000000009,8.724998435851111e-08,0.28838182118221667,0.03274425765445765,0.09306344151054871,0.43402997459013626
ERK,0.2627770915343256,0.09640514762218497,0.7402920851873502,1.0,9.831460166783104e-06,0.01794068570469409,0.0038767602603635987,0.006162473493564339,0.433432272029606
Int_Med_p53_ring,0.3065129228342325,0.023092906349823264,0.6893507927959874,1.0000000000000056,5.492378772703296e-06,0.002010366626254936,0.0009805638364755675,0.0008019689445579459,0.4301388659739715
Int_Med_p53_cyto,0.3065129228342325,0.023092906349823264,0.6893507927959874,1.0000000000000056,5.492378772703296e-06,0.002010366626254936,0.0009805638364755675,0.0008019689445579459,0.4301388659739715
YAP,0.24783427229765317,0.12364819655305123,0.7215019118179885,1.0000000000000013,6.811407411362391e-08,0.015352512000141462,0.007678465912260825,0.00614148083953166,0.42840592591431587
Int_Med_Cdh1_nuc,0.2137511683176561,0.3670278266151216,0.6475908624775216,1.0000000000000009,1.1849939624860326e-06,0.1943727546578056,0.05575927414076644,0.06946427372247621,0.4247992677586072
Int_Med_RB,0.19434921381213247,0.06324483684459589,0.8770031641487179,1.0,1.3566657862792955e-08,0.0041643028369746145,0.0041718091326841495,0.0020836594609581456,0.4247774656027871
Int_Med_pH2AX_cyto,0.2505852273392487,0.02813812094666046,0.7826603196991138,1.0000000000000069,5.394364798345347e-07,0.002508836161429441,0.0039561215529236825,0.0015441448772534861,0.4243825897247781
Int_Med_pH2AX_ring,0.2505852273392487,0.02813812094666046,0.7826603196991138,1.0000000000000069,5.394364798345347e-07,0.002508836161429441,0.0039561215529236825,0.0015441448772534861,0.4243825897247781
cycA,0.24561409310399576,0.03378840063731623,0.7866448937431736,1.0000000000000029,2.7909211619547185e-07,0.010999111555506202,9.601681350289452e-05,0.0033190763754105375,0.42345132404150243
Int_Med_pp38,0.2301792854968262,0.04607951551245458,0.7998122180348498,1.0000000000000024,5.064230306316857e-07,0.0038512439758221187,0.004346624309316552,0.002024951266125262,0.4220502922398888
Int_Med_pRB_ring,0.18866389005705858,0.07797778424554547,0.8333192086214029,0.9999999999999982,1.5372965653619519e-07,0.008991226453074498,0.0017669721920264363,0.0030508392391559043,0.4160903553653612
Int_Med_pRB_cyto,0.18866389005705858,0.07797778424554547,0.8333192086214029,0.9999999999999982,1.5372965653619519e-07,0.008991226453074498,0.0017669721920264363,0.0030508392391559043,0.4160903553653612
Int_Med_pp21,0.2866989618680243,0.0350453150133394,0.6547363841286196,1.000000000000008,3.893931589796715e-06,0.01861818225078473,0.0011461835132414346,0.005816638343678604,0.41493504924871516
Int_Med_cFos,0.22981530730828587,0.11223505652981729,0.7072767767587202,0.9999999999999979,1.533827429773231e-08,0.02706609188480739,0.008318671675469043,0.009783569569673174,0.4138950055970502
Int_Med_pp27,0.2710659998129482,0.061198213968419166,0.6500356548106009,0.9999999999999946,1.1097159410382334e-05,0.015502071349912501,0.0011003847891836694,0.004876246942515676,0.4125197872417494
cJun,0.0993983452870023,0.21672360168731614,0.8559528434009289,1.0,1.745796975555191e-07,0.008626062061717163,0.0022014945823500606,0.003028204824833939,0.4082046727081082
Int_Med_pp53_nuc,0.11189621820647376,0.3704153269125631,0.7141760433855942,1.0000000000000002,7.523032758976327e-08,0.07800166404900788,0.012650500296329489,0.025930636889132056,0.4081958493413484
Int_Med_CDK2,0.21402225706765937,0.13665014731929784,0.6962205383712647,0.9999999999999976,1.1376951316290807e-08,0.03360797310693394,0.020668277127538458,0.01421605304606353,0.40790853425243667
Int_Med_GSK3b,0.24130673737648406,0.002208635052129933,0.7361855423281298,1.0000000000000016,1.2705047709069899e-08,0.011515178079093268,0.002249643433332614,0.0039044884629183575,0.4049002963334484
Int_Med_bCat,0.22411277012810793,0.03179761300010028,0.7404316179672663,1.0000000000000002,7.002624931197741e-06,0.0037639997238585587,0.0005052126250869369,0.0012337437546405539,0.40486478243699775
Int_Med_p16,0.22472374376225515,0.04706970134742349,0.7138298696720394,1.0,7.244901924328445e-07,0.005140104796679231,0.0033336599547820725,0.0022091256750564003,0.4025324049106377
Int_Med_cycE,0.1926698606861335,0.002652896986770219,0.8179181200209116,0.9999999999999952,1.3141515476808156e-08,0.0039346844832646825,0.006728449540073033,0.00252610182375175,0.3999315050719826
Int_Med_Cdt1,0.20121994566606985,0.021134028369449515,0.7907918085253103,1.0,1.957684939660993e-07,0.02379660624978213,0.009099003452088715,0.008958880449599365,0.39979853477132354
Int_Med_RB_cyto,0.1663234746325422,0.07580263457210897,0.8024328954112508,0.9999999999999931,3.8820107875393253e-07,0.004517832632835356,0.0035613838612760236,0.0020678206626451884,0.39976893234938915
Int_Med_RB_ring,0.1663234746325422,0.07580263457210897,0.8024328954112508,0.9999999999999931,3.8820107875393253e-07,0.004517832632835356,0.0035613838612760236,0.0020678206626451884,0.39976893234938915
S6,0.16734146651303636,0.14149742010444838,0.7351370724658692,0.9999999999999997,4.5692067393715725e-07,0.01662811858402537,0.001011938455673275,0.0051910517266792345,0.39881369034059205
Int_Med_cFos_cyto,0.20268781412987544,0.10522462487500346,0.6945381023997208,1.0000000000000036,1.780260057858437e-08,0.02347419526345372,0.00935337379013765,0.008912942238363935,0.3980425320299615
Int_Med_cFos_ring,0.20268781412987544,0.10522462487500346,0.6945381023997208,1.0000000000000036,1.780260057858437e-08,0.02347419526345372,0.00935337379013765,0.008912942238363935,0.3980425320299615
Int_Med_p21,0.19738162832516032,0.037143232133353896,0.7715563038595884,0.9999999999999972,5.984510521325134e-09,0.020949719460380805,0.005879403818531691,0.00746079959407584,0.3979503600869837
Int_Std_PCNA_nuc,0.16659360163250722,0.5537299982861966,0.5836769181574049,0.9999999999999997,1.9980804368440644e-08,0.4696691296668311,0.0759847406414581,0.15609769701874313,0.39781431006678836
Int_Med_cMyc_cyto,0.2432487068613846,0.03383750528771295,0.6727795311246756,1.0000000000000073,5.663120095051187e-06,0.03149879829314583,0.0031918897975725872,0.010090849007505792,0.3972535282174738
Int_Med_cMyc_ring,0.2432487068613846,0.03383750528771295,0.6727795311246756,1.0000000000000073,5.663120095051187e-06,0.03149879829314583,0.0031918897975725872,0.010090849007505792,0.3972535282174738
p27,0.12275429554251993,0.17931421544369522,0.7890485369579318,0.9999999999999993,4.058940540005121e-08,0.022249527418892853,0.001630362084644022,0.007000950937299359,0.39646165064640443
Int_Med_CDK2_cyto,0.19076251659386104,0.1475608326528131,0.6798417566735118,0.9999999999999947,3.730137407389998e-08,0.034821125118537535,0.022826903131721022,0.015011736812592501,0.3960695424480943
Int_Med_CDK2_ring,0.19076251659386104,0.1475608326528131,0.6798417566735118,0.9999999999999947,3.730137407389998e-08,0.034821125118537535,0.022826903131721022,0.015011736812592501,0.3960695424480943
Int_Med_cycE_nuc,0.10491964837472073,0.36154346809320304,0.6381027570607293,1.0000000000000013,8.26370597157358e-08,0.027944110821228413,0.007535282089303093,0.009890330982759,0.39368147095544515
Int_Med_BP1,0.15413408922471894,0.04571271175415493,0.8255879437470015,1.000000000000006,1.4009207527802973e-08,0.0067883307677695185,0.0037382353248295486,0.002784153299900529,0.3926460175963896
Int_Med_AKT,0.17255658739277735,0.07227270445232711,0.7644750508357624,0.9999999999999992,2.3219050595743294e-06,0.017338162799810864,0.012967483608393894,0.007796106514151825,0.3922713781044144
Fra1,0.0728256066656983,0.23031404301665187,0.8244390229095955,1.0000000000000027,2.8294778527656265e-07,0.016770517097473576,0.00012190205428083583,0.005055677013990878,0.39195264922991685
pS6,0.1729873487484626,0.09196464653274017,0.7355386761111611,1.0000000000000007,1.1740693950428617e-13,0.017578770595473952,0.0021766684463734288,0.005708964867975574,0.391346833761797
Int_Med_p16_ring,0.19922863699140464,0.05991985797997554,0.6969739674405223,1.0000000000000069,8.034983782726572e-07,0.0039835395485946735,0.0033265990489690345,0.0018607834235613453,0.39038037753198523
Int_Med_p16_cyto,0.19922863699140464,0.05991985797997554,0.6969739674405223,1.0000000000000069,8.034983782726572e-07,0.0039835395485946735,0.0033265990489690345,0.0018607834235613453,0.39038037753198523
Int_Med_PCNA,0.0706803619153009,0.25491389892986577,0.8062133692645348,1.0000000000000067,2.4020401876400173e-08,0.03085861221936221,0.016011800985126907,0.012459955873034983,0.38967063194520335
pCHK1,0.11383321206729553,0.1702349070120387,0.7746715376224468,0.9999999999999993,3.097344022842295e-07,0.008779695921149027,0.00052028937780574,0.0027381215191069983,0.38924789182549246
Int_Med_E2F1_nuc,0.15197456002671658,0.42886615522800786,0.6800802771251258,1.0000000000000002,1.220431815375398e-06,0.4431206732422051,0.0679559754670626,0.14652800728198176,0.38889303593395563
Int_Med_pp38_cyto,0.1713817374138788,0.01195164677237723,0.7802286700688491,1.0000000000000038,9.417480210927507e-07,0.0016025225228498805,0.005162869248135137,0.001513801480492538,0.38502801468631837
Int_Med_pp38_ring,0.1713817374138788,0.01195164677237723,0.7802286700688491,1.0000000000000038,9.417480210927507e-07,0.0016025225228498805,0.005162869248135137,0.001513801480492538,0.38502801468631837
Int_Med_cycE_ring,0.1594561746311654,0.007390527993064244,0.8119921064031619,0.9999999999999983,3.2240249443259554e-08,0.0033273075662353267,0.0076552765230350735,0.0025292636946023343,0.3847465631701586
Int_Med_cycE_cyto,0.1594561746311654,0.007390527993064244,0.8119921064031619,0.9999999999999983,3.2240249443259554e-08,0.0033273075662353267,0.0076552765230350735,0.0025292636946023343,0.3847465631701586
Int_Med_pCHK1_nuc,0.0822561725428085,0.32934887790097084,0.6929229705472713,1.0000000000000007,2.8825931286387822e-08,0.06013702376275283,0.007154379353313257,0.019471997412454145,0.38465444823955325
Int_Med_pp27_ring,0.2318064117284811,0.02034600823852023,0.6317877884475112,0.999999999999997,1.1738717953649238e-05,0.007513346416461601,0.0025004805895762093,0.002759969401830547,0.3837736553243816
Int_Med_pp27_cyto,0.2318064117284811,0.02034600823852023,0.6317877884475112,0.999999999999997,1.1738717953649238e-05,0.007513346416461601,0.0025004805895762093,0.002759969401830547,0.3837736553243816
Int_Med_p53_nuc,0.12516940670309143,0.29796223528395205,0.6229195199052087,0.999999999999997,1.2715959334594177e-07,0.06035391091640622,0.005756543701083979,0.019257545594935335,0.3837624430959955
DNA,0.06924759322224025,0.19907465870862515,0.8193946908077925,0.9999999999999983,3.070746031971204e-07,0.012678619045188032,0.00011496261432519038,0.0038267317737230465,0.38351593073248835
Int_Med_GSK3b_ring,0.1929964104224152,0.02171518649091654,0.7145612396792218,1.0000000000000002,3.504467129395242e-08,0.007827030300988446,0.0038847456615943876,0.0031250757449510585,0.3830098934133816
Int_Med_GSK3b_cyto,0.1929964104224152,0.02171518649091654,0.7145612396792218,1.0000000000000002,3.504467129395242e-08,0.007827030300988446,0.0038847456615943876,0.0031250757449510585,0.3830098934133816
p38,0.14361421454862758,0.15884155318255996,0.6953193450171506,0.9999999999999987,1.4256500461821157e-06,0.021065921650143347,0.004657295186837157,0.007251948357433527,0.3829203942617226
Int_Med_Cdt1_ring,0.16168678495073524,0.03169742840929819,0.7679919820938303,1.0000000000000056,5.504527102166659e-07,0.021568391857173807,0.011794668621239702,0.00882972650775519,0.37960653105074227
Int_Med_Cdt1_cyto,0.16168678495073524,0.03169742840929819,0.7679919820938303,1.0000000000000056,5.504527102166659e-07,0.021568391857173807,0.011794668621239702,0.00882972650775519,0.37960653105074227
Int_Med_BP1_nuc,0.10990694902260938,0.2680758638404665,0.6560805050588219,0.9999999999999992,1.444901429432611e-07,0.04451437347450037,0.0024478706517895455,0.013843958417779493,0.37944401539380895
Int_Med_p16_nuc,0.10300418871340104,0.3242281444594991,0.6187448882702744,1.0000000000000018,9.22423831898692e-09,0.06536410275297544,0.003431630942361835,0.020295561626484156,0.3778430448977157
Int_Med_Cdh1,0.16023523746579824,0.07070545787489889,0.7237573162370392,1.0000000000000036,3.0398094004706955e-05,0.04438632115987607,0.0010242983813790643,0.013535955071240988,0.37626082740706246
Int_Med_cFos_nuc,0.07654699891488916,0.31391288072518436,0.6770955807478187,0.999999999999999,1.9998349413785377e-06,0.05369301193503048,0.01160750045911109,0.01843040358980205,0.37619720054986994
p53,0.1300108515771519,0.1401330627363786,0.7005065140811024,1.0000000000000029,1.848738238168996e-06,0.009209724829523341,0.0027288719033724713,0.0033096161986505813,0.3754744329036868
Int_Med_AKT_cyto,0.13874674296639278,0.0935730414438983,0.738597954684524,1.000000000000004,2.8746435725828536e-06,0.022913652774408624,0.01709589435150407,0.010294712024409692,0.3752670843520179
Int_Med_AKT_ring,0.13874674296639278,0.0935730414438983,0.738597954684524,1.000000000000004,2.8746435725828536e-06,0.022913652774408624,0.01709589435150407,0.010294712024409692,0.3752670843520179
Int_Med_bCat_cyto,0.17499641081096615,0.0029269861185564636,0.7237671178824634,1.0000000000000027,8.064905790299677e-06,0.002028395539355725,0.0007036768348224564,0.0007532864816663586,0.37382355539655554
Int_Med_bCat_ring,0.17499641081096615,0.0029269861185564636,0.7237671178824634,1.0000000000000027,8.064905790299677e-06,0.002028395539355725,0.0007036768348224564,0.0007532864816663586,0.37382355539655554
Int_Med_p21_ring,0.15842220780803817,0.04899299173364124,0.7214021334472673,0.9999999999999928,4.754730424946372e-10,0.022295597952434326,0.006619432442573118,0.008012566111981444,0.3725646204106043
Int_Med_p21_cyto,0.15842220780803817,0.04899299173364124,0.7214021334472673,0.9999999999999928,4.754730424946372e-10,0.022295597952434326,0.006619432442573118,0.008012566111981444,0.3725646204106043
Int_Med_pp21_cyto,0.22474488623006508,0.01572091851764839,0.5927425749096493,0.9999999999999806,6.600278161481148e-06,0.009592744795394709,0.0024302303149927426,0.003367169640697702,0.37164938811474174
Int_Med_pp21_ring,0.22474488623006508,0.01572091851764839,0.5927425749096493,0.9999999999999806,6.600278161481148e-06,0.009592744795394709,0.0024302303149927426,0.003367169640697702,0.37164938811474174
CDK4,0.19689093715346093,0.025407566050300624,0.6401577750535461,0.9999999999999972,2.5443968812658302e-05,0.0018344627354862585,0.002661648811352026,0.001095390567322612,0.37133060324126343
Int_Med_GSK3b_nuc,0.039095719086682384,0.31112700357368656,0.7241069876536963,1.0000000000000007,1.2041533350856321e-09,0.048619325904800385,0.002641711369108458,0.015114140647338474,0.3693499226079152
