entity,month,electricity_kw,heat_mmbtu,cooling_ton,pv_kw,ghg_ton
BN002,9,54.23296681250906,12.108830084485152,22.977963364282594,2.5921506614411793,34.04864977373601
BN002,10,53.828642439242635,12.000943969537209,22.80689095345562,2.530563216325614,33.8107009930108
BN002,11,53.91931780026506,11.95906974401838,23.185748353772745,2.5299795795445728,33.9195397043203
BN002,12,54.25963997843305,12.056105257964367,22.825668162163346,2.5785944232657765,34.02248798740561
BN003,1,56.27412845909426,12.968861160784053,24.593084263074562,2.832498075547736,35.53009039262339
BN003,2,56.132704613869855,12.943045982485117,24.46561267138955,2.8479356524736246,35.41842080972156
BN003,3,55.84733142242507,13.016890078139134,24.429975728123342,2.904835337872139,35.26231021134287
BN003,4,56.125137395881204,13.040030056146573,24.58999090548234,2.8299596910601474,35.47759605035097
BN003,5,56.22277594433257,12.859991988332991,24.385083699181855,2.8643611811593797,35.414221717922864
BN003,6,55.787321129408255,13.008566566892437,24.513246899997018,2.886040983174604,35.25585942318396
BN003,7,56.229039380680355,13.049500093480647,24.689916471677268,2.847199345983867,35.54375333972789
BN003,8,56.06758822181793,12.928659528240162,24.318722320452903,2.868578896393429,35.341846985274884
BN003,9,55.657996500215276,13.096115347379643,24.562897823920988,2.887154533137336,35.22683515253706
BN003,10,56.29649094747381,12.992786415730077,24.61000544152219,2.8297733572397563,35.55319580814049
BN003,11,55.92126416135785,13.057782025698195,24.281828861317557,2.9008528982963657,35.28390601150371
BN003,12,55.70888738801092,13.087566204701377,24.671399239396912,2.865352693214504,35.282317056688
BN004,1,58.15728737696473,13.883194408137948,25.778182869487917,3.48846742367949,36.655004872981586
BN004,2,58.10882985292204,13.990193690976996,26.00144037464252,3.4976696690021845,36.702926274181536
BN004,3,57.881232822136,14.163598017378979,26.092324530017375,3.5472020382725513,36.63455970314889
BN004,4,57.72549176192514,14.003671860725072,25.934570879841576,3.5440000483544205,36.4787615909712
BN004,5,58.410064166824974,13.947929719544984,25.72170805546958,3.465393961553821,36.80105562959299
BN004,6,57.88640322967019,14.09144295792862,26.163333393095545,3.5491021842006414,36.62875008873247
BN004,7,57.92343294984717,13.960551459442453,25.939329152641477,3.500600737114666,36.58744737472728
BN004,8,58.238331980012845,14.018090661660292,26.118210850715492,3.5166351127833666,36.78991780225592
BN004,9,57.719287445197104,13.97399907907917,26.05678340335921,3.556468790433832,36.48496573177723
BN004,10,58.32767814820173,13.874377942376125,25.785173037085396,3.4903039922843817,36.738035068088585
BN004,11,57.916571510817704,14.055125431200713,26.1773659723754,3.5298890692169467,36.64535204463567
BN004,12,57.88945342338591,13.978604579585225,26.079465729345426,3.5240060687393653,36.59219819706792
BN005,1,59.79385517300514,14.911715992695536,27.46311756502408,4.815275056200297,37.455428369215895
BN005,2,59.860533574013495,15.035003121277644,27.44775196778037,4.867395768196638,37.496620232847796
BN005,3,60.12714126521369,14.997439997347945,27.58500987701873,4.880889726493895,37.63935974396803
BN005,4,59.84112965967528,15.03527322368622,27.62668212446846,4.832465004638073,37.54025071951816
BN005,5,59.77515208314445,14.945506930027692,27.263005403034164,4.838064323938739,37.404797039217996
BN005,6,60.28542283207733,15.086110770524261,27.7052616098115,4.872206180879203,37.77349387871864
BN005,7,59.68228965384637,14.9666031777162,27.61281834193191,4.811184325120349,37.44809728606425
BN005,8,60.09964145268075,14.94677667825804,27.408206305296122,4.87530492190266,37.57784252992568
BN005,9,60.15020153763357,15.073073555701578,27.584626753532625,4.844861663332093,37.691517354567736
BN005,10,59.696474665746045,14.893478404661392,27.497401155273202,4.82319238949287,37.404164890579644
BN005,11,60.20928392416629,15.00201452668185,27.320684216957837,4.866786305234808,37.63599001086187
BN005,12,59.97902492994259,15.113340695122155,27.770156182818248,4.841571260825867,37.656760279658656
BN006,1,62.1764290140132,16.046709743131093,29.1638093158528,4.882577880481992,39.29370035287549
BN006,2,61.8907969994763,15.910914881652088,28.932831231675365,4.8892214041872295,39.06062850847523
BN006,3,61.77259836413139,15.893975059271805,28.749995781758855,4.87785662922999,38.96556254158401
BN006,4,61.86618211730217,16.06082440954054,29.04622761756884,4.925084719395975,39.098041545329025
BN006,5,62.028130507722665,16.005839894896745,29.141742321150105,4.880578639187328,39.20387636696672
BN006,6,61.79035450101522,15.94628392597362,28.900647149963227,4.924737198967271,38.99682325880871
BN006,7,62.248669793691136,16.029921803045408,29.243892672993805,4.904715940419852,39.32973200214803
BN006,8,62.10108380546583,15.919945444856234,29.013523118832747,4.861206516971459,39.198626901470604
BN006,9,61.61213310577951,15.993972484134527,28.930953101094023,4.926538866417024,38.92717948514041
BN006,10,62.28935190877308,16.04743004050883,29.059093796796592,4.8721676845567,39.33463988362016
BN006,11,61.96570577317353,15.951791413415906,28.808664880743112,4.888692562979828,39.085777005270245
BN006,12,61.70511802126482,16.10946054771826,28.9906942563852,4.956716453756963,39.00517779934645
BN007,1,63.54305437279025,16.92676106246498,30.498492390760088,4.144887478903556,40.87681024383486
BN007,2,64.13133897073082,16.982225660117763,30.488829893919377,4.140125993716044,41.1880401653266
BN007,3,64.31760877146446,17.038163518195542,30.45629407740679,4.150013484096974,41.28650551462377
BN007,4,64.07268340337947,17.06009774368441,30.42875557414264,4.111384517895358,41.184429880675914
BN007,5,63.712682884947874,16.944365075395126,30.81583272323304,4.182033871991475,41.01180057374334
BN007,6,64.33525285575061,17.159627123981107,30.499887243721606,4.1318129632369685,41.34958553219547
BN007,7,63.95343774660138,16.907662436557242,30.28102242808635,4.120973130354723,41.04473552470777
BN007,8,63.9701837805856,16.987400329823778,30.742735145158463,4.18745138888517,41.13613332382904
BN007,9,64.34932228645272,17.11535414795465,30.29491185346751,4.132600413450374,41.30194955158107
BN007,10,63.78491404894861,16.917945081263994,30.553140859336978,4.139193189903276,41.00887212576926
BN007,11,64.16485868879894,16.92196593536492,30.609333521558543,4.148515994312315,41.2066278321645
BN007,12,64.13573847382182,16.973430803005453,30.339757536548188,4.121746241163735,41.16697686454032
BN008,1,66.46906923573677,17.882233948427437,31.906144800541643,4.827097045734536,42.56688523963768
BN008,2,66.05807967647465,18.045348521544877,31.991225489170585,4.775575282176476,42.45310185144667
BN008,3,65.67769340427904,18.073155120522184,32.164199791192544,4.7848108863420755,42.301227753363655
BN008,4,65.91742638374151,18.02696326041192,31.751519727848876,4.762091863969937,42.33606018357914
BN008,5,66.11331274145189,17.93653233563162,32.0345689722419,4.823018719602373,42.433020506062626
BN008,6,65.57635159796365,18.133343674465614,32.16442783889196,4.751433780381256,42.285347578909274
BN008,7,66.1997593826127,18.02728306309788,31.789400048565152,4.7728756573024915,42.479506791297496
BN008,8,65.66098395702001,17.97129263699425,32.26771632552242,4.789425427883485,42.28071032077102
BN008,9,65.77558954424575,18.16329449538938,31.838024336113474,4.745872113095622,42.33145193141457
BN008,10,66.23894521408138,17.954807843981133,31.888709484589903,4.8022742436285295,42.48251973533875
BN008,11,65.63928274417584,17.961089268652362,32.17561006665636,4.772353298741412,42.256913516644204
BN008,12,65.8344020860963,18.08543731610395,31.83289739311081,4.743130463629979,42.33784648468651
BN009,1,68.06383950755419,18.878511429689382,33.32157026888053,5.821136720810663,43.44921887605469
BN009,2,67.91104041517703,19.032399668495277,33.60721594196986,5.84492196147464,43.46422231579375
BN009,3,68.19950251098132,19.1237200559962,33.754272077119715,5.823042383201635,43.67620049611264
BN009,4,67.77097709633989,18.98396569626152,33.577322110312494,5.788949239869485,43.40166805917616
BN009,5,67.99437622600094,18.943505993883196,33.33176500841935,5.865374364795454,43.41390573045157
BN009,6,68.19523375797664,19.081282797428543,33.63600489759476,5.8195230170792485,43.63944118919621
BN009,7,67.68088921573897,18.90129484793868,33.57077920730547,5.796566865021724,43.32670547120132
BN009,8,68.21097749198292,19.180841200709867,33.44112832779359,5.8409050915520275,43.62751422598713
BN009,9,68.02799714395655,18.988077555027466,33.65591844772741,5.802142306298385,43.54053437488281
BN009,10,68.01514924632275,18.926049891839508,33.30667666236669,5.850338990552427,43.421555427910356
BN009,11,68.3149653298731,19.03396134039339,33.54771142884772,5.837529599526692,43.65844855306077
BN009,12,67.70929030270061,18.947818277845123,33.58039727200572,5.807619585262472,43.35126029647375
BN010,1,70.10310238297109,20.05784734019787,35.06986690807369,4.482141716620511,45.84180791684939
BN010,2,70.04337946995051,19.98223022614464,34.95518381952072,4.470128437342375,45.77233134805161
BN010,3,70.0259993364439,19.936379919850175,34.924297173283364,4.4720645474450755,45.74274080511114
BN010,4,70.25408534027059,20.095939082374297,34.946693313758374,4.450345902054593,45.919990106571966
BN010,5,69.80754164798554,20.050389151827307,35.11710211641758,4.511079662271414,45.68676816168878
BN010,6,69.98835973103265,19.914484885300563,34.79799957219784,4.467500733698486,45.69437487869682
BN010,7,70.3088294781796,20.063992312607684,35.03455050426704,4.456325195854488,45.95235993579827
BN010,8,69.6788761025963,19.992694809901803,34.88250288271966,4.466657641588501,45.580418250018376
BN010,9,70.32192746522529,19.964983908755922,34.91954370045396,4.41708031104948,45.92582748980547
BN010,10,69.78188165354449,20.10109983262214,35.07860040333347,4.4843434551669255,45.69481912964212
BN010,11,69.75613233323419,19.893185145575757,34.90822758004508,4.482070418739804,45.58663201692894
BN010,12,70.43153331265063,20.01503140297932,34.79870324330911,4.439340456285347,45.960346497738264
CN01,1,610.2735510389776,154.53945654205785,281.8611347213238,41.251384413151655,387.2451472197952
CN01,2,610.2254908991056,154.9445653984435,282.4537912431156,41.36416734179948,387.40478964680926
CN01,3,609.7951042469571,155.4273126134803,283.1919493329153,41.45906083625686,387.4346053559772
CN01,4,609.9379316292452,155.29396757939838,282.33172253576515,41.27345033102262,387.3867754300838
CN01,5,609.6123532288073,154.54022717910556,282.054557412795,41.36600825974821,386.89615212082026
CN01,6,609.9913619132664,155.45905373374163,283.28987095565117,41.406234105582506,387.58825421509465
CN01,7,610.5286172296759,154.9236435260242,282.38454284044286,41.229323749250185,387.6036483661087
CN01,8,609.4657987546911,154.93365776733697,282.7879342763698,41.31793526334477,387.11161593114826
CN01,9,610.0312578201225,155.4257648097416,282.36850221453545,41.37586668438813,387.42912545369677
CN01,10,610.2906577290203,154.6166260113159,281.9712947418066,41.243567101612726,387.30279206545987
CN01,11,609.5570296080829,154.9507473600077,282.61249380046155,41.372869248484015,387.099803147894
CN01,12,609.8450516641461,155.33341413332667,282.31053967544926,41.33436409144018,387.31747596144083
Total,1,610.2735510389776,154.53945654205785,281.8611347213238,41.251384413151655,387.2451472197952
Total,2,610.2254908991056,154.9445653984435,282.4537912431156,41.36416734179948,387.40478964680926
Total,3,609.7951042469571,155.4273126134803,283.1919493329153,41.45906083625686,387.4346053559772
Total,4,609.9379316292452,155.29396757939838,282.33172253576515,41.27345033102262,387.3867754300838
Total,5,609.6123532288073,154.54022717910556,282.054557412795,41.36600825974821,386.89615212082026
Total,6,609.9913619132664,155.45905373374163,283.28987095565117,41.406234105582506,387.58825421509465
Total,7,610.5286172296759,154.9236435260242,282.38454284044286,41.229323749250185,387.6036483661087
Total,8,609.4657987546911,154.93365776733697,282.7879342763698,41.31793526334477,387.11161593114826
Total,9,610.0312578201225,155.4257648097416,282.36850221453545,41.37586668438813,387.42912545369677
Total,10,610.2906577290203,154.6166260113159,281.9712947418066,41.243567101612726,387.30279206545987
Total,11,609.5570296080829,154.9507473600077,282.61249380046155,41.372869248484015,387.099803147894
Total,12,609.8450516641461,155.33341413332667,282.31053967544926,41.33436409144018,387.31747596144083
